field_serial	field_id	page	record	record_unit_id	locus	field_ordinal_in_locus	field_ordinal_in_record	event_count	surface_sequence	formal_sequence_opaque	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	closure_status	source_lineage
32	F032	f81v	1	B1	f81v.18	4	12	1	qokedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	SPÜLEN?	spüle die bezeichnete Stelle einmal und beende den Schritt	temperieren [Ganzfeldexemplar B1, Feld 12/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
33	F033	f81v	1	B1	f81v.18	5	13	2	chckhy qoky	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | VERWENDEN?	durch die verbundenen Läufe ; Die aktive Portion verwenden	absetzen und klären [Ganzfeldexemplar B1, Feld 13/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
34	F034	f81v	1	B1	f81v.21	1	14	3	lsho qokey lshedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN	beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang	absetzen und klären [Ganzfeldexemplar B1, Feld 14/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
35	F035	f81v	1	B1	f81v.21	2	15	1	lshedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	wasche einmal und beende diesen Durchgang	absetzen und klären [Ganzfeldexemplar B1, Feld 15/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
36	F036	f81v	1	B1	f81v.21	3	16	5	chedy qolky lchedal qol otar	VARIANT_D(OPAQUE_PAYLOAD) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AL> | FRAME_O(LINK) | MARK(<ARG_AR>)	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN	rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf	absetzen und klären [Ganzfeldexemplar B1, Feld 16/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=5;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
37	F037	f81v	1	B1	f81v.24	1	17	2	ytey okchedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt	absetzen und klären [Ganzfeldexemplar B1, Feld 17/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
38	F038	f81v	1	B1	f81v.24	2	18	4	qokal okeey qol cheedy	SET(<ARG_AL>) | OPAQUE_PAYLOAD | FRAME_O(LINK) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | WARM? | UNKNOWN | UNKNOWN	mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	absetzen und klären [Ganzfeldexemplar B1, Feld 18/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
39	F039	f81v	1	B1	f81v.24	3	19	3	sal teol dchdy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	AN? | UNKNOWN | UNKNOWN	An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt	weitergeben [Ganzfeldexemplar B1, Feld 19/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
40	F040	f81v	1	B1	f81v.24	4	20	1	ly	OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN	fülle danach das Gefäß	weitergeben [Ganzfeldexemplar B1, Feld 20/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
41	F041	f81v	1	B1	f81v.27	1	21	3	dsheol oiiin olkeedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN	wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt	weitergeben [Ganzfeldexemplar B1, Feld 21/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
42	F042	f81v	1	B1	f81v.27	2	22	1	tedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	lasse es bis zur Bereitschaft stehen und beende den Schritt	weitergeben [Ganzfeldexemplar B1, Feld 22/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
43	F043	f81v	1	B1	f81v.27	3	23	2	cheky shckhedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	bei sanfter Wärme ; seihe es einmal durch ein Tuch und beende den Schritt	weitergeben [Ganzfeldexemplar B1, Feld 23/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
44	F044	f81v	1	B1	f81v.27	4	24	1	chal	OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	AN?	An die bezeichnete Zielstelle führen	weitergeben [Ganzfeldexemplar B1, Feld 24/24]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
45	F045	f82r	1	B2	f82r.2	1	1	1	dchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 1/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
46	F046	f82r	1	B2	f82r.2	2	2	1	qolchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 2/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
47	F047	f82r	1	B2	f82r.2	3	3	3	qokain dy qokeedy	SET(<ARG_AIN>) | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN	gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 3/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
48	F048	f82r	1	B2	f82r.2	4	4	3	qokal lcheckhy lched	SET(<ARG_AL>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN	mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 4/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
49	F049	f82r	1	B2	f82r.3	1	5	2	qokeey lcheckhedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	WARM? | UNKNOWN	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 5/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
50	F050	f82r	1	B2	f82r.3	2	6	4	qokaly solkaiin chckhy qokaiin	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AIIN> | OPAQUE_PAYLOAD | SET(<ARG_AIIN>)	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN	fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 6/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=4;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
51	F051	f82r	1	B2	f82r.4	1	7	4	qokaiin octheol chkeey ldy	SET(<ARG_AIIN>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(LINK)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN	beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	Einzelbecken füllen [Ganzfeldexemplar B2, Feld 7/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=4;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
52	F052	f82r	1	B2	f82r.4	2	8	4	oteey qokal sheckhy qoky	FRAME_OT(OPAQUE_PAYLOAD) | SET(<ARG_AL>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN | VERWENDEN?	das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	Fluss bewegen [Ganzfeldexemplar B2, Feld 8/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
53	F053	f82r	1	B2	f82r.7	1	9	1	dshedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	gib sauberes Wasser hinzu und beende den Schritt	Fluss bewegen [Ganzfeldexemplar B2, Feld 9/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
54	F054	f82r	1	B2	f82r.7	2	10	3	sotaiin qokar shedy	MARK(<ARG_AIIN>) | SET(<ARG_AR>) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN	für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Fluss bewegen [Ganzfeldexemplar B2, Feld 10/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
55	F055	f82r	1	B2	f82r.7	3	11	1	solshedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	halte es warm und beende den Schritt	Fluss bewegen [Ganzfeldexemplar B2, Feld 11/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
56	F056	f82r	1	B2	f82r.7	4	12	4	qokeey qoky ls cheey	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	WARM? | VERWENDEN? | UNKNOWN | KLAR?	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	Fluss bewegen [Ganzfeldexemplar B2, Feld 12/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
57	F057	f82r	1	B2	f82r.19	1	13	4	okain char okain qokeedy	SET(<ARG_AIN>) | OPAQUE_PAYLOAD | SET(<ARG_AIN>) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Fluss bewegen [Ganzfeldexemplar B2, Feld 13/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=4;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
58	F058	f82r	1	B2	f82r.19	2	14	1	lchy	OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN	ziehe die klare Flüssigkeit ab	filtern und ablassen [Ganzfeldexemplar B2, Feld 14/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
59	F059	f82r	1	B2	f82r.23	1	15	7	cheey qcthey qokeey lcheey daiin chey qokeeedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	KLAR? | UNKNOWN | WARM? | UNKNOWN | MASS? | UNKNOWN | UNKNOWN	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	filtern und ablassen [Ganzfeldexemplar B2, Feld 15/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=4;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
60	F060	f82r	1	B2	f82r.23	2	16	1	lchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	ABLASSEN?	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	filtern und ablassen [Ganzfeldexemplar B2, Feld 16/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
61	F061	f82r	1	B2	f82r.23	3	17	1	lar	LINK(<ARG_AR>)	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN	schließe den unteren Ablauf	filtern und ablassen [Ganzfeldexemplar B2, Feld 17/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
62	F062	f82r	1	B2	f82r.26	1	18	2	tshey qokeedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	filtern und ablassen [Ganzfeldexemplar B2, Feld 18/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
63	F063	f82r	1	B2	f82r.26	2	19	7	cheal lchedar ches aiin oteey qokaiin okey	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AR> | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | FRAME_OT(OPAQUE_PAYLOAD) | SET(<ARG_AIIN>) | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	AN? | UNKNOWN | UNKNOWN | MASS? | UNKNOWN | UNKNOWN | UNKNOWN	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser	filtern und ablassen [Ganzfeldexemplar B2, Feld 19/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=5;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
64	F064	f82r	1	B2	f82r.27	1	20	1	pchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	ziehe es ab und beende den Schritt	filtern und ablassen [Ganzfeldexemplar B2, Feld 20/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
65	F065	f82r	1	B2	f82r.27	2	21	2	rsheal daldy	OPAQUE_PAYLOAD + <ARG_AL> | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 21/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
66	F066	f82r	1	B2	f82r.27	3	22	1	qokeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 22/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
67	F067	f82r	1	B2	f82r.27	4	23	1	rshedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	trinke den angegebenen Anteil und beende den Schritt	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 23/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
68	F068	f82r	1	B2	f82r.27	5	24	1	qoteedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	binde es auf die Stelle und beende den Schritt	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 24/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
69	F069	f82r	1	B2	f82r.27	6	25	1	qokeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 25/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
70	F070	f82r	1	B2	f82r.27	7	26	1	lochedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	mische zu gleichen Teilen und beende den Schritt	nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 26/26]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
71	F071	f83r	1	B3	f83r.3	1	1	1	olkeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	lasse die Flüssigkeit sich setzen und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 1/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
