field_id	page	physical_line	record_number	unit_id	field_ordinal	event_count	surface_sequence	exact_opaque_id_sequence	formal_sequence	formal_operation_sequence_German	global_mnemonic_sequence_German	licensed_context_prompt_sequence_German	closure_status	creative_local_field_expansion_German_V49	unit_reading_ref	line_is_sentence	field_grammar	text_completion_contract	source_artifact
F0056	f82r	f82r.7	1	B2	4	4	qokeey qoky ls cheey	0275fbf14e07935b0a45 | 276a7c2d74d1143446f4 | 5eff216ba51fbfb21f22 | b5df9126607030b95175	UNKNOWN_HOST[OKEEY] | UNKNOWN_HOST[OKY] | UNKNOWN_HOST[LS] | UNKNOWN_HOST[EY]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	WARM? | VERWENDEN? | UNKNOWN_EXEMPLAR | KLAR?	NONE | NONE | NONE | NONE	OPEN	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0057	f82r	f82r.19	1	B2	1	4	okain char okain qokeedy	1645e612504fcef59ced | 4d4559019a961b834aa1 | 1645e612504fcef59ced | 7d25241b0e56c836372a	SET(<ARG_AIN>) | UNKNOWN_HOST[AR] | SET(<ARG_AIN>) | CLOSE(UNKNOWN_HOST[OKEE])	SETZEN | NONE_SELECTED | SETZEN | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE	CLOSED	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0058	f82r	f82r.19	1	B2	2	1	lchy	0ab57b7166de99db3a55	UNKNOWN_HOST[LCHY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	NONE	OPEN	ziehe die klare Flüssigkeit ab	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0059	f82r	f82r.23	1	B2	1	7	cheey qcthey qokeey lcheey daiin chey qokeeedy	b5df9126607030b95175 | 6b89d6dd70635bc60fe0 | 0275fbf14e07935b0a45 | 5fca8fc3dee57e1d8c1f | 2f1c5e56e8f0ff459065 | b921a237be883a820352 | d25110e0d8488927278f	UNKNOWN_HOST[EY] | UNKNOWN_HOST[CTHEY] | UNKNOWN_HOST[OKEEY] | UNKNOWN_HOST[LCHEEY] | UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[Y] | CLOSE(UNKNOWN_HOST[OKEEE])	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	KLAR? | UNKNOWN_EXEMPLAR | WARM? | UNKNOWN_EXEMPLAR | MASS? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | VORGABEPARAMETER? | NONE | NONE	CLOSED	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0060	f82r	f82r.23	1	B2	2	1	lchedy	de7321bface5628e35d6	CLOSE(UNKNOWN_HOST[LCHE])	FELDABSCHLUSS	ABLASSEN?	NONE	CLOSED	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0061	f82r	f82r.23	1	B2	3	1	lar	29e0eb222ef2fb99523a	LINK(<ARG_AR>)	VERKNÜPFEN	UNKNOWN_EXEMPLAR	NONE	OPEN	schließe den unteren Ablauf	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0062	f82r	f82r.26	1	B2	1	2	tshey qokeedy	d4a31dbcf1ed6d9e5aa9 | 7d25241b0e56c836372a	UNKNOWN_HOST[SHEY] | CLOSE(UNKNOWN_HOST[OKEE])	NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0063	f82r	f82r.26	1	B2	2	7	cheal lchedar ches aiin oteey qokaiin okey	dd0ecaf5e27d81befffc | 0f15effeca7ab10bb026 | db729b598e89e11452e0 | 2f1c5e56e8f0ff459065 | 5d5e0b288cf36864ed9d | b5fcea1eaed06b2f2291 | 08bd5ca0c2ad137a056d	UNKNOWN_HOST[AL] | UNKNOWN_HOST[LCHED] + <ARG_AR> | UNKNOWN_HOST[S] | UNKNOWN_HOST[AIIN] | FRAME_OT(UNKNOWN_HOST[EEY]) | SET(<ARG_AIIN>) | UNKNOWN_HOST[OKEY]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | STANDARDSLOT SETZEN | NONE_SELECTED	AN? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | MASS? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | NONE | STANDARDSLOT SETZEN | NONE	OPEN	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0064	f82r	f82r.27	1	B2	1	1	pchedy	65df3cd9e59060042d47	CLOSE(UNKNOWN_HOST[PCHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	ziehe es ab und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0065	f82r	f82r.27	1	B2	2	2	rsheal daldy	98bdc4244c84cbef3321 | 78b3b3140714da19090d	UNKNOWN_HOST[RSHE] + <ARG_AL> | CLOSE(UNKNOWN_HOST[AL])	NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | AN?	NONE | NONE	CLOSED	gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0066	f82r	f82r.27	1	B2	3	1	qokeedy	7d25241b0e56c836372a	CLOSE(UNKNOWN_HOST[OKEE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0067	f82r	f82r.27	1	B2	4	1	rshedy	7f68f60279efe6b28cd7	CLOSE(UNKNOWN_HOST[RSHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	trinke den angegebenen Anteil und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0068	f82r	f82r.27	1	B2	5	1	qoteedy	ff178343c18e287ce3b7	CLOSE(FRAME_OT(UNKNOWN_HOST[EE]))	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	binde es auf die Stelle und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0069	f82r	f82r.27	1	B2	6	1	qokeedy	7d25241b0e56c836372a	CLOSE(UNKNOWN_HOST[OKEE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0070	f82r	f82r.27	1	B2	7	1	lochedy	f2af6326898fb5b490a4	CLOSE(UNKNOWN_HOST[LOCHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	mische zu gleichen Teilen und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0071	f83r	f83r.3	1	B3	1	1	olkeedy	3b70942557b3a40e8030	CLOSE(UNKNOWN_HOST[OLKEE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	lasse die Flüssigkeit sich setzen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0072	f83r	f83r.3	1	B3	2	2	qotal chkeedy	90bcf0a9ec0ef56399e6 | a84fbe3ad380df345b97	MARK(<ARG_AL>) | CLOSE(UNKNOWN_HOST[KEE])	MARKIEREN | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0073	f83r	f83r.3	1	B3	3	4	chey daiin chey lchedy	b921a237be883a820352 | 2f1c5e56e8f0ff459065 | b921a237be883a820352 | de7321bface5628e35d6	UNKNOWN_HOST[Y] | UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[Y] | CLOSE(UNKNOWN_HOST[LCHE])	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | MASS? | UNKNOWN_EXEMPLAR | ABLASSEN?	NONE | VORGABEPARAMETER? | NONE | NONE	CLOSED	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0074	f83r	f83r.3	1	B3	4	3	qokaiin qotal dar	b5fcea1eaed06b2f2291 | 90bcf0a9ec0ef56399e6 | 4d4559019a961b834aa1	SET(<ARG_AIIN>) | MARK(<ARG_AL>) | UNKNOWN_HOST[AR]	STANDARDSLOT SETZEN | MARKIEREN | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	STANDARDSLOT SETZEN | NONE | NONE	OPEN	beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0075	f83r	f83r.6	1	B3	1	1	schedy	259b2b3b0bf859882e2c	CLOSE(UNKNOWN_HOST[CHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0076	f83r	f83r.6	1	B3	2	3	chedchy qokal olchedy	5e8441397e7c0faf042b | 308e8ea2d5d190c498e8 | 28ffbc88b97772a75f1e	VARIANT_D(UNKNOWN_HOST[CHY]) | SET(<ARG_AL>) | CLOSE(UNKNOWN_HOST[OLCHE])	NONE_SELECTED | LOKALEN RELATIONSSLOT SETZEN | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | LOKALEN RELATIONSSLOT SETZEN | NONE	CLOSED	gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0077	f83r	f83r.6	1	B3	3	3	qokaiin chedy qokeedy	b5fcea1eaed06b2f2291 | 6f7ff8287eddf4da9fdb | 7d25241b0e56c836372a	SET(<ARG_AIIN>) | VARIANT_D(UNKNOWN_HOST[Y]) | CLOSE(UNKNOWN_HOST[OKEE])	STANDARDSLOT SETZEN | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	STANDARDSLOT SETZEN | NONE | NONE	CLOSED	beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0078	f83r	f83r.6	1	B3	4	1	lchedy	de7321bface5628e35d6	CLOSE(UNKNOWN_HOST[LCHE])	FELDABSCHLUSS	ABLASSEN?	NONE	CLOSED	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0079	f83r	f83r.6	1	B3	5	1	qoky	276a7c2d74d1143446f4	UNKNOWN_HOST[OKY]	NONE_SELECTED	VERWENDEN?	NONE	OPEN	Die aktive Portion verwenden	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0080	f83r	f83r.8	1	B3	1	2	pchedal otedy	ba540da978ea132f6da5 | c45ebac60774620561e2	UNKNOWN_HOST[PCHED] + <ARG_AL> | CLOSE(FRAME_OT(UNKNOWN_HOST[E]))	NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0081	f83r	f83r.8	1	B3	2	4	shecthedchy qoky chedy chary	348e81ba084c5acdb32b | 276a7c2d74d1143446f4 | 6f7ff8287eddf4da9fdb | 0bdc8b6db811b4e67a63	UNKNOWN_HOST[ECTHEDCHY] | UNKNOWN_HOST[OKY] | VARIANT_D(UNKNOWN_HOST[Y]) | UNKNOWN_HOST[ARY]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | VERWENDEN? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE	OPEN	wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0082	f83r	f83r.11	1	B3	1	2	sor shedy	7a4bb8136330ee4e6e56 | bc4f1f5c006c74a4d26d	UNKNOWN_HOST[OR] | CLOSE(UNKNOWN_HOST[E])	NONE_SELECTED | FELDABSCHLUSS	BEREITUNG? | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0083	f83r	f83r.11	1	B3	2	4	qokaiin chkain shcthey qokedy	b5fcea1eaed06b2f2291 | 9da1b6ac2c929daea697 | 6b89d6dd70635bc60fe0 | 7db18b2f0fb7ed0fcfd3	SET(<ARG_AIIN>) | UNKNOWN_HOST[K] + <ARG_AIN> | UNKNOWN_HOST[CTHEY] | CLOSE(UNKNOWN_HOST[OKE])	STANDARDSLOT SETZEN | NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | SPÜLEN?	STANDARDSLOT SETZEN | NONE | NONE | NONE	CLOSED	beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0084	f83r	f83r.11	1	B3	3	2	okair sheedy	7d2404c835b10a2c06af | 03626ca94cb17800d767	SET(<ARG_AIR>) | CLOSE(UNKNOWN_HOST[EE])	SETZEN | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	öffne danach den oberen Lauf ; wasche einmal und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0085	f83r	f83r.11	1	B3	4	1	lchedy	de7321bface5628e35d6	CLOSE(UNKNOWN_HOST[LCHE])	FELDABSCHLUSS	ABLASSEN?	NONE	CLOSED	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0086	f83r	f83r.11	1	B3	5	1	lo	2b7fa918d1b2f5c656e3	UNKNOWN_HOST[LO]	NONE_SELECTED	UNKNOWN_EXEMPLAR	NONE	OPEN	schließe den unteren Ablauf	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0087	f83r	f83r.14	1	B3	1	1	qokchedy	07913ef9b1fb773cd325	CLOSE(UNKNOWN_HOST[OKCHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	lasse es abkühlen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0088	f83r	f83r.14	1	B3	2	1	qokeedy	7d25241b0e56c836372a	CLOSE(UNKNOWN_HOST[OKEE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0089	f83r	f83r.14	1	B3	3	1	shedy	bc4f1f5c006c74a4d26d	CLOSE(UNKNOWN_HOST[E])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	lasse es bis zur Bereitschaft stehen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0090	f83r	f83r.14	1	B3	4	1	qokshedy	db167f8e9b53eefb58f8	CLOSE(UNKNOWN_HOST[OKSHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	koche sanft und beende diesen Arbeitsschritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0091	f83r	f83r.14	1	B3	5	2	dal lchedy	dd0ecaf5e27d81befffc | de7321bface5628e35d6	UNKNOWN_HOST[AL] | CLOSE(UNKNOWN_HOST[LCHE])	NONE_SELECTED | FELDABSCHLUSS	AN? | ABLASSEN?	NONE | NONE	CLOSED	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0092	f83r	f83r.14	1	B3	6	4	qokaiin shcthy dal sy	b5fcea1eaed06b2f2291 | e0b630cb1b5df5e7105b | dd0ecaf5e27d81befffc | b921a237be883a820352	SET(<ARG_AIIN>) | UNKNOWN_HOST[CTHY] | UNKNOWN_HOST[AL] | UNKNOWN_HOST[Y]	STANDARDSLOT SETZEN | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | BEREIT? | AN? | UNKNOWN_EXEMPLAR	STANDARDSLOT SETZEN | NONE | NONE | NONE	OPEN	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0093	f83r	f83r.15	1	B3	1	7	saiin shedal shecthy chey tal shcthy dalchdy	2f1c5e56e8f0ff459065 | abb23e5e6936b4147f76 | cb57b696b815fdef9cb7 | b921a237be883a820352 | dd0ecaf5e27d81befffc | e0b630cb1b5df5e7105b | 2bc2ed2630dbdaaa6b59	UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[ED] + <ARG_AL> | UNKNOWN_HOST[ECTHY] | UNKNOWN_HOST[Y] | UNKNOWN_HOST[AL] | UNKNOWN_HOST[CTHY] | CLOSE(UNKNOWN_HOST[ALCH])	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	MASS? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | AN? | BEREIT? | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | NONE | NONE | NONE	CLOSED	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0094	f83r	f83r.15	1	B3	2	1	qotchedy	4de12cf322dfb76ded1e	CLOSE(FRAME_OT(UNKNOWN_HOST[CHE]))	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	mische zu gleichen Teilen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0095	f83r	f83r.15	1	B3	3	1	lchedy	de7321bface5628e35d6	CLOSE(UNKNOWN_HOST[LCHE])	FELDABSCHLUSS	ABLASSEN?	NONE	CLOSED	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0096	f83r	f83r.16	1	B3	1	1	tchedy	259b2b3b0bf859882e2c	CLOSE(UNKNOWN_HOST[CHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0097	f83r	f83r.16	1	B3	2	1	qokchdy	87411f84689b4f93a303	CLOSE(UNKNOWN_HOST[OKCH])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	erwärme es einmal und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
