statement_id	record_unit_id	section	page	statement_ordinal_in_record	constituent_fields	physical_lines	event_count	event_serials	exact_card_order	autonomous_primary_order	occurrence_bound_exemplar_sequence	selected_source_sentence	owner_transition	visible_owner_resets	cross_field_transitions	cross_physical_line_transitions	line_crossing	source_class	process_or_content_rival	notation_rival	repair_cost_0_4	hardest_contradiction	semantic_ceiling
B1-S009	B1	BIOLOGICAL	f81v	9	F031	f81v.18	1	137	7db18b2f0fb7ed0fcfd3	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	INHERIT_OWNER[F031:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.18	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	0	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S010	B1	BIOLOGICAL	f81v	10	F032	f81v.18	1	138	7db18b2f0fb7ed0fcfd3	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	INHERIT_OWNER[F032:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.18	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	0	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S011	B1	BIOLOGICAL	f81v	11	F033	f81v.18	2	139|140	2cc8bb3c2af19607888f > 276a7c2d74d1143446f4	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Durch die verbundenen Läufe] [EXEMPLAR:Die Badecharge am vorgesehenen Waschplatz gebrauchen]	[EXEMPLAR:Durch die verbundenen Läufe. Die Badecharge am vorgesehenen Waschplatz gebrauchen.]	INHERIT_OWNER[F033:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.18	LOCAL_ACTION_OR_CONDITION_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	1	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S012	B1	BIOLOGICAL	f81v	12	F034	f81v.21	3	141|142|143	be0974b366c981dc1eef > 08bd5ca0c2ad137a056d > 2e7e89e0bd12b999c280	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Beginne die Spülung] [EXEMPLAR:Warmes Wasser] [EXEMPLAR:Wasche einmal und beende diesen Durchgang]	[EXEMPLAR:Beginne die Spülung. Warmes Wasser. Wasche einmal und beende diesen Durchgang.]	INHERIT_OWNER[F034:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.21	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S013	B1	BIOLOGICAL	f81v	13	F035	f81v.21	1	144	2e7e89e0bd12b999c280	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Wasche einmal und beende diesen Durchgang]	[EXEMPLAR:Wasche einmal und beende diesen Durchgang.]	INHERIT_OWNER[F035:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.21	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S014	B1	BIOLOGICAL	f81v	14	F036	f81v.21	5	145|146|147|148|149	6f7ff8287eddf4da9fdb > c205570c49d4d93c23d3 > 433713294b25b0a12f66 > dcda95c81a5460feb191 > b6b654722e55729cc947	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] [EXEMPLAR:Die betroffene Stelle] [EXEMPLAR:Das untere Becken] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Benutze danach den unteren Ablauf]	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist. Die betroffene Stelle. Das untere Becken. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Benutze danach den unteren Ablauf.]	INHERIT_OWNER[F036:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.21	RECORD_LOCAL_LINK_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	1	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S015	B1	BIOLOGICAL	f81v	15	F037	f81v.24	2	150|151	a7af89ab31ce5e247395 > 07913ef9b1fb773cd325	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Fülle danach das Gefäß] [EXEMPLAR:Lasse es abkühlen und beende den Schritt]	[EXEMPLAR:Fülle danach das Gefäß. Lasse es abkühlen und beende den Schritt.]	INHERIT_OWNER[F037:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.24	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S016	B1	BIOLOGICAL	f81v	16	F038	f81v.24	4	152|153|154|155	308e8ea2d5d190c498e8 > 0275fbf14e07935b0a45 > dcda95c81a5460feb191 > bc4f1f5c006c74a4d26d	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen. Die Charge für den vorgesehenen Gebrauch temperieren. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	INHERIT_OWNER[F038:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.24	LOCAL_ACTION_OR_CONDITION_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	1	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S017	B1	BIOLOGICAL	f81v	17	F039	f81v.24	3	156|157|158	dd0ecaf5e27d81befffc > a06244ef1f2b37ca44c1 > d225b7a7b95da7aee437	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Die erste Öffnung] [EXEMPLAR:Seihe es klar und beende den Schritt]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen. Die erste Öffnung. Seihe es klar und beende den Schritt.]	INHERIT_OWNER[F039:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.24	LOCAL_TARGET_ASSIGNMENT_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	1	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S018	B1	BIOLOGICAL	f81v	18	F040|F041	f81v.24|f81v.27	4	159|160|161|162	b38d70daefd663d74625 > 74c76d589d44120f647b > 2c82523794dcb7d2b343 > 3b70942557b3a40e8030	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Fülle danach das Gefäß] [EXEMPLAR:Wende es an der markierten Stelle an] [EXEMPLAR:Bis es klar ist] [EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt]	[EXEMPLAR:Fülle danach das Gefäß. Wende es an der markierten Stelle an. Bis es klar ist. Lasse die Flüssigkeit sich setzen und beende den Schritt.]	INHERIT_OWNER[F040:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F041:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	1	1	YES:f81v.24→f81v.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S019	B1	BIOLOGICAL	f81v	19	F042	f81v.27	1	163	bc4f1f5c006c74a4d26d	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	INHERIT_OWNER[F042:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.27	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S020	B1	BIOLOGICAL	f81v	20	F043	f81v.27	2	164|165	d904bf7b044dd3922781 > d68bc8de3bcee09db23c	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Bei sanfter Wärme] [EXEMPLAR:Seihe es einmal durch ein Tuch und beende den Schritt]	[EXEMPLAR:Bei sanfter Wärme. Seihe es einmal durch ein Tuch und beende den Schritt.]	INHERIT_OWNER[F043:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.27	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S021	B1	BIOLOGICAL	f81v	21	F044	f81v.27	1	166	dd0ecaf5e27d81befffc	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen.]	INHERIT_OWNER[F044:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> RESET_AT_RECORD_END	0	0	0	NO:f81v.27	LOCAL_TARGET_ASSIGNMENT_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	0	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B2-S001	B2	BIOLOGICAL	f82r	1	F045	f82r.2	1	167	259b2b3b0bf859882e2c	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.]	RESET_RECORD -> SET_DIRECT_OWNER[F045:DIRECT_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	0	0	0	NO:f82r.2	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B2-S002	B2	BIOLOGICAL	f82r	2	F046	f82r.2	1	168	28ffbc88b97772a75f1e	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.]	INHERIT_OWNER[F046:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	0	0	0	NO:f82r.2	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B2-S003	B2	BIOLOGICAL	f82r	3	F047	f82r.2	3	169|170|171	1645e612504fcef59ced > b921a237be883a820352 > 7d25241b0e56c836372a	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß] [EXEMPLAR:Diese aktive Portion] [EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß. Diese aktive Portion. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.]	INHERIT_OWNER[F047:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	0	0	0	NO:f82r.2	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B2-S004	B2	BIOLOGICAL	f82r	4	F048|F049	f82r.2|f82r.3	5	172|173|174|175|176	308e8ea2d5d190c498e8 > f329f2051370174e9a38 > ba8142680851f24c9ff2 > 0275fbf14e07935b0a45 > c1db6b0a28d5cbb5d3d2	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Die zweite Öffnung] [EXEMPLAR:Und gehe zum nächsten Becken weiter] [EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren] [EXEMPLAR:Seihe es klar und beende den Schritt]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen. Die zweite Öffnung. Und gehe zum nächsten Becken weiter. Die Charge für den vorgesehenen Gebrauch temperieren. Seihe es klar und beende den Schritt.]	INHERIT_OWNER[F048:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] -> INHERIT_OWNER[F049:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	0	1	1	YES:f82r.2→f82r.3; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	LOCAL_ACTION_OR_CONDITION_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B2-S005	B2	BIOLOGICAL	f82r	5	F050|F051	f82r.3|f82r.4	8	177|178|179|180|181|182|183|184	4a7a6326ac95a8809302 > 2d2e37ccb2dacc53ee5a > 2cc8bb3c2af19607888f > b5fcea1eaed06b2f2291 > b5fcea1eaed06b2f2291 > a8f891de626fc00028e9 > f0db6d30cd34f4cb2a4d > 04a3877f0fc81b7597c9	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL_RELATION_OR_ENTRY; ANTICIPATORY_VISIBLE_COPY; READ_WITH_E181_ONCE] [FORMAL_RELATION_OR_ENTRY] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Fahre am zweiten Lauf fort] [EXEMPLAR:Durch ein Tuch] [EXEMPLAR:Durch die verbundenen Läufe] [EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied] [EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied] [EXEMPLAR:dieselbe örtliche Einstellung] [EXEMPLAR:Das breite Gefäß] [EXEMPLAR:Ziehe es ab und beende den Schritt]	[EXEMPLAR:Fahre am zweiten Lauf fort. Durch ein Tuch. Durch die verbundenen Läufe. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Unter derselben Einstellung. Das breite Gefäß. Ziehe es ab und beende den Schritt.]	INHERIT_OWNER[F050:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] -> INHERIT_OWNER[F051:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	0	1	1	YES:f82r.3→f82r.4; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	LOCAL_PARAMETER_BOOKING_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B2-S006	B2	BIOLOGICAL	f82r	6	F052	f82r.4	4	185|186|187|188	5d5e0b288cf36864ed9d > 308e8ea2d5d190c498e8 > c1913ec4ff84148da6d3 > 276a7c2d74d1143446f4	[EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_RELATION_SLOT_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Über der örtlich bezeichneten Stelle] [EXEMPLAR:Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen]	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten an der örtlich bezeichneten Station führen. Über der örtlich bezeichneten Stelle. Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.]	INHERIT_OWNER[F052:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	0	0	0	NO:f82r.4	LOCAL_ACTION_OR_CONDITION_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	1	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B2-S007	B2	BIOLOGICAL	f82r	7	F053	f82r.7	1	189	cbb42a4fe68068325d6b	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Gib sauberes Wasser hinzu und beende den Schritt]	[EXEMPLAR:Gib sauberes Wasser hinzu und beende den Schritt.]	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F053:DIRECT_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]	1	0	0	NO:f82r.7	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B2-S008	B2	BIOLOGICAL	f82r	8	F054	f82r.7	3	190|191|192	54d0e228ca346110af05 > 3ae9a121ba0045b913e8 > bc4f1f5c006c74a4d26d	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Für dieselbe Dauer wie zuvor] [EXEMPLAR:Über der örtlich bezeichneten Stelle] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	[EXEMPLAR:Für dieselbe Dauer wie zuvor. Über der örtlich bezeichneten Stelle. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	INHERIT_OWNER[F054:INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]	0	0	0	NO:f82r.7	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
