card_rank	joint_tuple_id	surface_examples_display_only	visible_occurrences	pages	formal_formula_opaque	autonomous_operational_class	autonomous_readback_token	formal_channel_status	optional_master_gloss	exact_1414_category_if_any	historical_attestation_status	historical_attestation_detail	v77_frozen_decision	withdrawn_v69_class	portable_word_status	source_dependency	semantic_ceiling
41	322281bd391aa621f568	okchol	1	f11r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
42	342c3f0777337648f4b3	cheedar	1	f83r	OPAQUE_PAYLOAD + <ARG_AR>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
43	348e81ba084c5acdb32b	shecthedchy	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
44	3ae9a121ba0045b913e8	qokar	1	f82r	SET(<ARG_AR>)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
45	3b70942557b3a40e8030	olkeedy|solkeedy	3	f81v|f83r	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
46	3e9c7f217843b588489d	raly	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
47	403c1592f918c8f23b88	ykain	1	f55v	OPAQUE_PAYLOAD + <ARG_AIN>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
48	409de02322e7b2ca0c62	kaiiin	1	f10r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
49	428a5e3662aa57b4b256	schoal	1	f11r	OPAQUE_PAYLOAD + <ARG_AL>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
50	42cdc187d5b9ffc60063	solkey	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
51	433713294b25b0a12f66	lchedal	1	f81v	OPAQUE_PAYLOAD + <ARG_AL>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
52	43eb9aa12959b4d5cdc9	qekey	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
53	497cbd9c7401810ff56b	otol	1	f10r	FRAME_OT(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
54	4a7a6326ac95a8809302	qokaly	1	f82r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
55	4d4559019a961b834aa1	char|dar|sar	5	f10r|f81v|f82r|f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
56	4da0f0f7b5fc7ac20067	ral	1	f81v	OPAQUE_PAYLOAD + <ARG_AL>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
57	4de12cf322dfb76ded1e	otchedy|qotchedy	2	f83r	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
58	4eab1841ed655c20a348	sheckhal	1	f81v	OPAQUE_PAYLOAD + <ARG_AL>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
59	53cd0637c6820ba5e91f	dain	2	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
60	54d0e228ca346110af05	otaiin|sotaiin	3	f82r|f83r	MARK(<ARG_AIIN>)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
61	54e32e9c1414b20640e9	sshkchdy	1	f81v	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
62	577c03a928d674d420d7	shoyty	1	f11r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
63	5d5e0b288cf36864ed9d	oteey	2	f82r	FRAME_OT(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
64	5e8441397e7c0faf042b	chedchy	1	f83r	VARIANT_D(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
65	5eff216ba51fbfb21f22	ls	1	f82r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
66	5fca8fc3dee57e1d8c1f	lcheey	1	f82r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
67	601b77449028deed39de	otchdy	1	f83r	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
68	61a075bc54793c1c781f	sotodan	1	f56r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
69	62ff059766b21c7de083	otytchol	1	f10r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
70	65df3cd9e59060042d47	pchedy	1	f82r	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
71	65f320e75510b2f38182	dchey	1	f10r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
72	6afeb5c9ab9f6cbdea0d	orain	1	f55v	OPAQUE_PAYLOAD + <ARG_AIN>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
73	6b89d6dd70635bc60fe0	qcthey|shcthey	2	f82r|f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
74	6f7ff8287eddf4da9fdb	chdy|chedy	11	f55v|f81v|f83r	VARIANT_D(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
75	7249edc4df3419c26999	ycheor	1	f10r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
76	74c76d589d44120f647b	dsheol	1	f81v	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
77	75a523fcf039b006f97b	kchal	1	f56r	OPAQUE_PAYLOAD + <ARG_AL>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
78	7811a7daff25d476e28d	olsaly	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
79	78b3b3140714da19090d	daldy	1	f82r	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
80	7a4bb8136330ee4e6e56	chor|or|shor|sor	7	f10r|f55v|f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	EXACT_WORKING_MNEMONIC	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
