unified_serial	item_kind	section	page	unit_id	locus	local_id	opaque_identity	surface_display_only	owner	namespace	autonomous_primary_reading	optional_master_gloss	occurrence_bound_exemplar	visible_count	source_token_count	strongest_contradiction	semantic_ceiling
222	PROSE_EVENT	BIOLOGICAL	f82r	B2	f82r.27	E222	98bdc4244c84cbef3321	rsheal	B2_LOWER_POOL_EDGE_STATIONS	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gieße das erwärmte Wasser ein]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
223	PROSE_EVENT	BIOLOGICAL	f82r	B2	f82r.27	E223	78b3b3140714da19090d	daldy	B2_LOWER_POOL_EDGE_STATIONS	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wiederhole es an der zweiten Öffnung und beende den Schritt]	1	1	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
224	PROSE_EVENT	BIOLOGICAL	f82r	B2	f82r.27	E224	7d25241b0e56c836372a	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	1	1	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
225	PROSE_EVENT	BIOLOGICAL	f82r	B2	f82r.27	E225	7f68f60279efe6b28cd7	rshedy	B2_LOWER_POOL_EDGE_STATIONS	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Verwende den Anteil als örtliche Waschung und beende den Schritt]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
226	PROSE_EVENT	BIOLOGICAL	f82r	B2	f82r.27	E226	ff178343c18e287ce3b7	qoteedy	B2_LOWER_POOL_EDGE_STATIONS	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	1	1	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
227	PROSE_EVENT	BIOLOGICAL	f82r	B2	f82r.27	E227	7d25241b0e56c836372a	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	1	1	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
228	PROSE_EVENT	BIOLOGICAL	f82r	B2	f82r.27	E228	f2af6326898fb5b490a4	lochedy	B2_LOWER_POOL_EDGE_STATIONS	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Mische zu gleichen Teilen und beende den Schritt]	1	1	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
229	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.3	E229	3b70942557b3a40e8030	olkeedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
230	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.3	E230	90bcf0a9ec0ef56399e6	qotal	B3_UPPER_MARGIN_OPEN_FAN_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Zum unteren Ablauf hin]	1	1	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
231	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.3	E231	a84fbe3ad380df345b97	chkeedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Benetze den bezeichneten Bereich vollständig und beende den Schritt]	1	1	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
232	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.3	E232	b921a237be883a820352	chey	B3_UPPER_MARGIN_OPEN_FAN_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Diese aktive Portion]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
233	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.3	E233	2f1c5e56e8f0ff459065	daiin	B3_UPPER_MARGIN_OPEN_FAN_STATION	PROSE_RECORD_LOCAL	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
234	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.3	E234	b921a237be883a820352	chey	B3_UPPER_MARGIN_OPEN_FAN_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Diese aktive Portion]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
235	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.3	E235	de7321bface5628e35d6	lchedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
236	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.3	E236	b5fcea1eaed06b2f2291	qokaiin	B3_UPPER_MARGIN_OPEN_FAN_STATION	PROSE_RECORD_LOCAL	[FORMAL_RELATION_OR_ENTRY]	PER?=DURCH/GEMÄSS?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
237	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.3	E237	90bcf0a9ec0ef56399e6	qotal	B3_UPPER_MARGIN_OPEN_FAN_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:den unteren Ablauf]	1	1	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
238	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.3	E238	4d4559019a961b834aa1	dar	B3_UPPER_MARGIN_OPEN_FAN_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Daraus, aus demselben Ansatz]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
239	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.6	E239	259b2b3b0bf859882e2c	schedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	1	1	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
240	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.6	E240	5e8441397e7c0faf042b	chedchy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gieße das erwärmte Wasser ein]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
241	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.6	E241	308e8ea2d5d190c498e8	qokal	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PROSE_RECORD_LOCAL	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
242	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.6	E242	28ffbc88b97772a75f1e	olchedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
243	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.6	E243	b5fcea1eaed06b2f2291	qokaiin	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PROSE_RECORD_LOCAL	[FORMAL_RELATION_OR_ENTRY]	PER?=DURCH/GEMÄSS?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
244	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.6	E244	6f7ff8287eddf4da9fdb	chedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühren bis zur Gleichmäßigkeit]	1	1	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
245	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.6	E245	7d25241b0e56c836372a	qokeedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	1	1	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
246	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.6	E246	de7321bface5628e35d6	lchedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
247	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.6	E247	276a7c2d74d1143446f4	qoky	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
248	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.8	E248	ba540da978ea132f6da5	pchedal	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Fülle danach das Gefäß]	1	1	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
249	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.8	E249	c45ebac60774620561e2	otedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es bis zur Klarheit ziehen und beende den Schritt]	1	1	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
250	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.8	E250	348e81ba084c5acdb32b	shecthedchy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wende es an der markierten Stelle an]	1	1	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
251	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.8	E251	276a7c2d74d1143446f4	qoky	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
252	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.8	E252	6f7ff8287eddf4da9fdb	chedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	1	1	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
253	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.8	E253	0bdc8b6db811b4e67a63	chary	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Und lasse es abkühlen]	1	1	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
254	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.11	E254	7a4bb8136330ee4e6e56	sor	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
255	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.11	E255	bc4f1f5c006c74a4d26d	shedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	1	1	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
256	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.11	E256	b5fcea1eaed06b2f2291	qokaiin	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[FORMAL_RELATION_OR_ENTRY]	PER?=DURCH/GEMÄSS?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
257	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.11	E257	9da1b6ac2c929daea697	chkain	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:einen abgemessenen Anteil]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
258	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.11	E258	6b89d6dd70635bc60fe0	shcthey	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Unter derselben Einstellung]	1	1	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
259	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.11	E259	7db18b2f0fb7ed0fcfd3	qokedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
260	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.11	E260	7d2404c835b10a2c06af	okair	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Öffne danach den oberen Lauf]	1	1	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
261	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.11	E261	03626ca94cb17800d767	sheedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wasche einmal und beende den Schritt]	1	1	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
262	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.11	E262	de7321bface5628e35d6	lchedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	1	1	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
263	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.11	E263	2b7fa918d1b2f5c656e3	lo	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Schließe den unteren Ablauf]	1	1	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
264	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.14	E264	07913ef9b1fb773cd325	qokchedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es abkühlen und beende den Schritt]	1	1	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
265	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.14	E265	7d25241b0e56c836372a	qokeedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	1	1	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
266	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.14	E266	bc4f1f5c006c74a4d26d	shedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	1	1	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
267	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.14	E267	db167f8e9b53eefb58f8	qokshedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	1	1	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
268	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.14	E268	dd0ecaf5e27d81befffc	dal	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	1	1	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
269	PROSE_EVENT	BIOLOGICAL	f83r	B3	f83r.14	E269	de7321bface5628e35d6	lchedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	1	1	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
