field_id	record_unit_id	section	page	physical_locus	statement_id	visible_event_count	source_token_count	visible_event_ids	image_owner_id	visible_owner_reset_events	autonomous_formal_sequence	optional_master_gloss_occurrences	read_once_status	occurrence_bound_readable_field	parse_status	mean_occurrence_content_confidence	strongest_field_rival	unsupported_exemplar_nouns	strongest_field_contradiction	semantic_ceiling
F032	B1	BIOLOGICAL	f81v	f81v.18	B1-S010	1	1	E138	B1_SHARED_TWO_ROW_POOL	NONE	E138=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	UNIQUE	0.460	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Waschflotte|Lauf|Station|Spülen	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F033	B1	BIOLOGICAL	f81v	f81v.18	B1-S011	2	2	E139|E140	B1_SHARED_TWO_ROW_POOL	NONE	E139=[EXEMPLAR_VALUE_UNKNOWN] E140=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Durch die verbundenen Läufe. Die Badecharge am vorgesehenen Waschplatz gebrauchen.]	AMBIGUOUS	0.400	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F033; keine Vererbung über einen Stationswechsel.	Lauf|Strom/Flussrichtung|Waschung/Bad	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F034	B1	BIOLOGICAL	f81v	f81v.21	B1-S012	3	3	E141|E142|E143	B1_SHARED_TWO_ROW_POOL	NONE	E141=[EXEMPLAR_VALUE_UNKNOWN] E142=[EXEMPLAR_VALUE_UNKNOWN] E143=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Beginne die Spülung. Warmes Wasser. Wasche einmal und beende diesen Durchgang.]	UNPARSED	0.360	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Restcharge zurückführen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: vorigen Arbeitsstand aufnehmen; keine Vererbung über einen Stationswechsel.	Spülen|Wasser|Wärme/Temperatur|Waschung/Bad	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F035	B1	BIOLOGICAL	f81v	f81v.21	B1-S013	1	1	E144	B1_SHARED_TWO_ROW_POOL	NONE	E144=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Wasche einmal und beende diesen Durchgang.]	UNPARSED	0.400	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Waschung/Bad	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F036	B1	BIOLOGICAL	f81v	f81v.21	B1-S014	5	5	E145|E146|E147|E148|E149	B1_SHARED_TWO_ROW_POOL	NONE	E145=[EXEMPLAR_VALUE_UNKNOWN] E146=[EXEMPLAR_VALUE_UNKNOWN] E147=[EXEMPLAR_VALUE_UNKNOWN] E148=[FORMAL_LINK] E149=[EXEMPLAR_VALUE_UNKNOWN]	E148:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Rühre, bis alles gleichmäßig vermischt ist. Die betroffene Stelle. Das untere Becken. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Benutze danach den unteren Ablauf.]	AMBIGUOUS	0.364	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F036; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	Station|Becken|Posten|Ablassen/Ablauf	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F037	B1	BIOLOGICAL	f81v	f81v.24	B1-S015	2	2	E150|E151	B1_SHARED_TWO_ROW_POOL	NONE	E150=[EXEMPLAR_VALUE_UNKNOWN] E151=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß. Lasse es abkühlen und beende den Schritt.]	UNPARSED	0.370	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	Gefäß|Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F038	B1	BIOLOGICAL	f81v	f81v.24	B1-S016	4	4	E152|E153|E154|E155	B1_SHARED_TWO_ROW_POOL	NONE	E152=[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN_WORT] E153=[EXEMPLAR_VALUE_UNKNOWN] E154=[FORMAL_LINK] E155=[EXEMPLAR_VALUE_UNKNOWN]	E154:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die Charge für den vorgesehenen Gebrauch temperieren. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	AMBIGUOUS	0.445	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F038; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: warmen Stand halten; keine Vererbung über einen Stationswechsel.	Posten|Station|Charge|Wärme/Temperatur|Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F039	B1	BIOLOGICAL	f81v	f81v.24	B1-S017	3	3	E156|E157|E158	B1_SHARED_TWO_ROW_POOL	NONE	E156=[EXEMPLAR_VALUE_UNKNOWN] E157=[EXEMPLAR_VALUE_UNKNOWN] E158=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die erste Öffnung. Seihe es klar und beende den Schritt.]	AMBIGUOUS	0.400	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Schieber am Abgang öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Fluss zur Zielstation führen; keine Vererbung über einen Stationswechsel.	Posten|Station|Öffnung|erste/zweite Richtung|Klarzustand	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F040	B1	BIOLOGICAL	f81v	f81v.24	B1-S018	1	1	E159	B1_SHARED_TWO_ROW_POOL	NONE	E159=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Fülle danach das Gefäß.]	UNPARSED	0.340	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	Gefäß	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F041	B1	BIOLOGICAL	f81v	f81v.27	B1-S018	3	3	E160|E161|E162	B1_SHARED_TWO_ROW_POOL	NONE	E160=[EXEMPLAR_VALUE_UNKNOWN] E161=[EXEMPLAR_VALUE_UNKNOWN] E162=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Wende es an der markierten Stelle an. Bis es klar ist. Lasse die Flüssigkeit sich setzen und beende den Schritt.]	UNPARSED	0.360	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Leitungsöffnung ausstreichen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Beckenrand reinigen; keine Vererbung über einen Stationswechsel.	Station|Klarzustand|Flüssigkeit	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F042	B1	BIOLOGICAL	f81v	f81v.27	B1-S019	1	1	E163	B1_SHARED_TWO_ROW_POOL	NONE	E163=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	UNPARSED	0.400	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F043	B1	BIOLOGICAL	f81v	f81v.27	B1-S020	2	2	E164|E165	B1_SHARED_TWO_ROW_POOL	NONE	E164=[EXEMPLAR_VALUE_UNKNOWN] E165=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Bei sanfter Wärme. Seihe es einmal durch ein Tuch und beende den Schritt.]	UNPARSED	0.370	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zielstation bestätigen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur|Tuch	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F044	B1	BIOLOGICAL	f81v	f81v.27	B1-S021	1	1	E166	B1_SHARED_TWO_ROW_POOL	NONE	E166=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten an der örtlich bezeichneten Station führen.]	UNIQUE	0.460	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Posten|Station	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F045	B2	BIOLOGICAL	f82r	f82r.2	B2-S001	1	1	E167	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NONE	E167=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.]	UNPARSED	0.400	Badehaus-technischer Rivale am selben Besitzer: Beckenrand und Fugen sichten; keine Vererbung über einen Stationswechsel.	Gefäß|Lauf|Spülen	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F046	B2	BIOLOGICAL	f82r	f82r.2	B2-S002	1	1	E168	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NONE	E168=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.]	UNPARSED	0.400	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	Mischung|Gefäß|Station	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F047	B2	BIOLOGICAL	f82r	f82r.2	B2-S003	3	3	E169|E170|E171	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NONE	E169=[EXEMPLAR_VALUE_UNKNOWN] E170=[EXEMPLAR_VALUE_UNKNOWN] E171=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Gib einen abgemessenen Anteil in das Gefäß. Diese aktive Portion. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.]	UNPARSED	0.360	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Anteil|Gefäß|Maß/Menge|Portion|Becken|Badende|Waschung/Bad|Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F048	B2	BIOLOGICAL	f82r	f82r.2	B2-S004	3	3	E172|E173|E174	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NONE	E172=[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN_WORT] E173=[EXEMPLAR_VALUE_UNKNOWN] E174=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die zweite Öffnung. Und gehe zum nächsten Becken weiter.]	AMBIGUOUS	0.380	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Schieber am Abgang öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Fluss zur Zielstation führen; keine Vererbung über einen Stationswechsel.	Posten|Station|Öffnung|erste/zweite Richtung|Becken	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F049	B2	BIOLOGICAL	f82r	f82r.3	B2-S004	2	2	E175|E176	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NONE	E175=[EXEMPLAR_VALUE_UNKNOWN] E176=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Die Charge für den vorgesehenen Gebrauch temperieren. Seihe es klar und beende den Schritt.]	AMBIGUOUS	0.430	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Charge gelinde erwärmen; keine Vererbung über einen Stationswechsel.	Charge|Wärme/Temperatur|Klarzustand	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F050	B2	BIOLOGICAL	f82r	f82r.3	B2-S005	4	3	E177|E178|E179|E180	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NONE	E177=[EXEMPLAR_VALUE_UNKNOWN] E178=[EXEMPLAR_VALUE_UNKNOWN] E179=[EXEMPLAR_VALUE_UNKNOWN] E180=[FORMAL_RELATION_OR_ENTRY]	NONE	E180_VISIBLE_COPY_READ_WITH_E181_ONCE	[EXEMPLAR:[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Fahre am zweiten Lauf fort. Durch ein Tuch. Durch die verbundenen Läufe. Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	AMBIGUOUS	0.370	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Lauf|Tuch|Strom/Flussrichtung|Posten	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F051	B2	BIOLOGICAL	f82r	f82r.4	B2-S005	4	4	E181|E182|E183|E184	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NONE	E181=[FORMAL_RELATION_OR_ENTRY] E182=[EXEMPLAR_VALUE_UNKNOWN] E183=[EXEMPLAR_VALUE_UNKNOWN] E184=[EXEMPLAR_VALUE_UNKNOWN]	E181:PER? = DURCH/GEMÄSS?__OPTIONAL_MASTER_GLOSS_ONLY	E180_VISIBLE_COPY_READ_WITH_E181_ONCE	[EXEMPLAR:[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Unter derselben Einstellung. Das breite Gefäß. Ziehe es ab und beende den Schritt.]	AMBIGUOUS	0.385	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	Posten|Gefäß|Ablassen/Ablauf	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F052	B2	BIOLOGICAL	f82r	f82r.4	B2-S006	4	4	E185|E186|E187|E188	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	NONE	E185=[EXEMPLAR_VALUE_UNKNOWN] E186=[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN_WORT] E187=[EXEMPLAR_VALUE_UNKNOWN] E188=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: obere Paarbecken-/Zylinderstation]] Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten an der örtlich bezeichneten Station führen. Über der örtlich bezeichneten Stelle. Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.]	AMBIGUOUS	0.400	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Durchgang beobachten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F052; keine Vererbung über einen Stationswechsel.	Bade-/Waschzusatz|Waschung/Bad|Bereitschaft|Posten|Station|Badeflüssigkeit|Becken	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F053	B2	BIOLOGICAL	f82r	f82r.7	B2-S007	1	1	E189	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	E189	E189=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Gib sauberes Wasser hinzu und beende den Schritt.]	UNPARSED	0.400	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Wasser	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F054	B2	BIOLOGICAL	f82r	f82r.7	B2-S008	3	3	E190|E191|E192	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NONE	E190=[EXEMPLAR_VALUE_UNKNOWN] E191=[EXEMPLAR_VALUE_UNKNOWN] E192=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Für dieselbe Dauer wie zuvor. Über der örtlich bezeichneten Stelle. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	UNPARSED	0.360	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	Dauer|Station|Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F055	B2	BIOLOGICAL	f82r	f82r.7	B2-S009	1	1	E193	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NONE	E193=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Halte es warm und beende den Schritt.]	UNPARSED	0.400	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F056	B2	BIOLOGICAL	f82r	f82r.7	B2-S010	4	4	E194|E195|E196|E197	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	NONE	E194=[EXEMPLAR_VALUE_UNKNOWN] E195=[EXEMPLAR_VALUE_UNKNOWN] E196=[EXEMPLAR_VALUE_UNKNOWN] E197=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Die Charge für den vorgesehenen Gebrauch temperieren. Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen. Die erste Öffnung. Den örtlichen Prüfzustand der Charge feststellen.]	AMBIGUOUS	0.430	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F056; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wärme mit der Handprobe prüfen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Arbeitsstand der Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Charge|Wärme/Temperatur|Badeflüssigkeit|Becken|Waschung/Bad|Öffnung|erste/zweite Richtung|Station	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
