event_serial	event_id	section	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display_only	image_owner_id	owner_break_before	owner_reset	literal_visible_layer	autonomous_primary_token	optional_questioned_master_gloss	occurrence_bound_exemplar	source_token_count	read_action	line_crossing	terminal_status	source_class	source_expansion_confidence	strongest_rival	strongest_contradiction	semantic_ceiling	source_lineage
105	E105	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	4d4559019a961b834aa1	sar	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:4d4559019a961b834aa1; SURFACE:sar]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Daraus, aus demselben Ansatz]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Ausgangsstand im Anlagenbuch markieren; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
106	E106	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	ol	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:ol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
107	E107	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	9da1b6ac2c929daea697	kain	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:9da1b6ac2c929daea697; SURFACE:kain]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Ein abgemessener Anteil]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
108	E108	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	94df4847b7b16c98394a	olkain	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:94df4847b7b16c98394a; SURFACE:olkain]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Das untere Becken]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
109	E109	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	dd0ecaf5e27d81befffc	al	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:dd0ecaf5e27d81befffc; SURFACE:al]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
110	E110	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	ol	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:ol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
111	E111	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	1496a731803a9f48d2e1	rol	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:1496a731803a9f48d2e1; SURFACE:rol]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Bevor es abkühlt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
112	E112	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	0f18de177ed7c878bf95	dl	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:0f18de177ed7c878bf95; SURFACE:dl]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
113	E113	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	dec401773c1f0347793d	olor	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:dec401773c1f0347793d; SURFACE:olor]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Den vorigen recordlokalen Posten wieder aufnehmen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Vorcharge im recordlokalen Register B1; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
114	E114	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	dcda95c81a5460feb191	ol	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:ol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F023; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
115	E115	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	4eab1841ed655c20a348	sheckhal	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:4eab1841ed655c20a348; SURFACE:sheckhal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Eine mäßige Menge]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
116	E116	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065; SURFACE:daiin]	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	1	READ_FORMAL_CHANNEL	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
117	E117	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	93f69c38fdedee1598e9	qokeedal	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:93f69c38fdedee1598e9; SURFACE:qokeedal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Der eingetauchte Teil]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
118	E118	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065; SURFACE:daiin]	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	1	READ_FORMAL_CHANNEL	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
119	E119	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	2cc8bb3c2af19607888f	chckhy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:2cc8bb3c2af19607888f; SURFACE:chckhy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Durch die verbundenen Läufe]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
120	E120	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	259b2b3b0bf859882e2c	schedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:259b2b3b0bf859882e2c; SURFACE:schedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	TERMINAL	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
121	E121	BIOLOGICAL	B1	f81v	f81v.7	F024	B1-S003	dcda95c81a5460feb191	qol	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:qol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	YES:f81v.7→f81v.17; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F024; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
122	E122	BIOLOGICAL	B1	f81v	f81v.17	F025	B1-S003	54e32e9c1414b20640e9	sshkchdy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:54e32e9c1414b20640e9; SURFACE:sshkchdy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Halte es warm und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f81v.7→f81v.17; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	TERMINAL	RECORD_LOCAL_LINK_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
123	E123	BIOLOGICAL	B1	f81v	f81v.17	F026	B1-S004	6f7ff8287eddf4da9fdb	chedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb; SURFACE:chedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.17	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
124	E124	BIOLOGICAL	B1	f81v	f81v.17	F026	B1-S004	dcda95c81a5460feb191	ol	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:ol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	NO:f81v.17	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F026; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
125	E125	BIOLOGICAL	B1	f81v	f81v.17	F026	B1-S004	bc4f1f5c006c74a4d26d	shedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d; SURFACE:shedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.17	TERMINAL	RECORD_LOCAL_LINK_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
126	E126	BIOLOGICAL	B1	f81v	f81v.17	F027	B1-S005	28ffbc88b97772a75f1e	qolchedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:28ffbc88b97772a75f1e; SURFACE:qolchedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.17	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
127	E127	BIOLOGICAL	B1	f81v	f81v.17	F028	B1-S006	1645e612504fcef59ced	qokain	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:1645e612504fcef59ced; SURFACE:qokain]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.17	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
128	E128	BIOLOGICAL	B1	f81v	f81v.17	F028	B1-S006	2cc8bb3c2af19607888f	shckhy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:2cc8bb3c2af19607888f; SURFACE:shckhy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Durch die verbundenen Läufe]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.17	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
