statement_id	record_unit_id	page	sentence_index_in_record	constituent_fields	physical_lines	visible_event_count	independent_source_positions	event_serials	exact_card_order	operational_formal_order	optional_master_gloss_order	cross_field_transitions	cross_physical_line_transitions	cross_line_owner_reset_events	read_once_visible_pair	derived_formal_visible_atoms	master_memorized_visible_expansions	master_memorized_statement_content	leading_content_model	rival_content_model	rival_statement_content	strongest_contradiction	semantic_recovery_without_master	new_word_contribution	canonical_ceiling
B1-S002	B1	f81v	2	F022|F023	f81v.2|f81v.7	19	19	102|103|104|105|106|107|108|109|110|111|112|113|114|115|116|117|118|119|120	b5fcea1eaed06b2f2291|22fb87a5a83e5c3fb510|308e8ea2d5d190c498e8|4d4559019a961b834aa1|dcda95c81a5460feb191|9da1b6ac2c929daea697|94df4847b7b16c98394a|dd0ecaf5e27d81befffc|dcda95c81a5460feb191|1496a731803a9f48d2e1|0f18de177ed7c878bf95|dec401773c1f0347793d|dcda95c81a5460feb191|4eab1841ed655c20a348|2f1c5e56e8f0ff459065|93f69c38fdedee1598e9|2f1c5e56e8f0ff459065|2cc8bb3c2af19607888f|259b2b3b0bf859882e2c	FORMAL_RELATION_OR_ENTRY|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	PER?|NONE|NONE|NONE|ET?|NONE|NONE|NONE|ET?|NONE|NONE|NONE|ET?|NONE|NONE|NONE|NONE|NONE|NONE	1	1	NONE	NONE	19	19	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der zurücklaufende Strom. Den aktiven Posten an der örtlich bezeichneten Station führen. Daraus, aus demselben Ansatz. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Ein abgemessener Anteil. Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bevor es abkühlt. Der vorbereitete Bade- oder Waschzusatz. Den vorigen recordlokalen Posten wieder aufnehmen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Eine mäßige Menge. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der eingetauchte Teil. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Durch die verbundenen Läufe. Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S003	B1	f81v	3	F024|F025	f81v.7|f81v.17	2	2	121|122	dcda95c81a5460feb191|54e32e9c1414b20640e9	FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	ET?|NONE	1	1	NONE	NONE	2	2	Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Halte es warm und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S004	B1	f81v	4	F026	f81v.17	3	3	123|124|125	6f7ff8287eddf4da9fdb|dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|ET?|NONE	0	0	NONE	NONE	3	3	Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S005	B1	f81v	5	F027	f81v.17	1	1	126	28ffbc88b97772a75f1e	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S006	B1	f81v	6	F028	f81v.17	4	4	127|128|129|130	1645e612504fcef59ced|2cc8bb3c2af19607888f|0f18de177ed7c878bf95|4da0f0f7b5fc7ac20067	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Gib einen abgemessenen Anteil in das Gefäß. Durch die verbundenen Läufe. Der vorbereitete Bade- oder Waschzusatz. Und lasse es abkühlen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S007	B1	f81v	7	F029	f81v.18	1	1	131	87411f84689b4f93a303	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Erwärme es einmal und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S008	B1	f81v	8	F030	f81v.18	5	5	132|133|134|135|136	b921a237be883a820352|dcda95c81a5460feb191|d904bf7b044dd3922781|dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|ET?|NONE|ET?|NONE	0	0	NONE	NONE	5	5	Diese aktive Portion. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bei sanfter Wärme. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S009	B1	f81v	9	F031	f81v.18	1	1	137	7db18b2f0fb7ed0fcfd3	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S010	B1	f81v	10	F032	f81v.18	1	1	138	7db18b2f0fb7ed0fcfd3	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S011	B1	f81v	11	F033	f81v.18	2	2	139|140	2cc8bb3c2af19607888f|276a7c2d74d1143446f4	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Durch die verbundenen Läufe. Die Badecharge am vorgesehenen Waschplatz gebrauchen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S012	B1	f81v	12	F034	f81v.21	3	3	141|142|143	be0974b366c981dc1eef|08bd5ca0c2ad137a056d|2e7e89e0bd12b999c280	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE	0	0	NONE	NONE	3	3	Beginne die Spülung. Warmes Wasser. Wasche einmal und beende diesen Durchgang.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S013	B1	f81v	13	F035	f81v.21	1	1	144	2e7e89e0bd12b999c280	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Wasche einmal und beende diesen Durchgang.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S014	B1	f81v	14	F036	f81v.21	5	5	145|146|147|148|149	6f7ff8287eddf4da9fdb|c205570c49d4d93c23d3|433713294b25b0a12f66|dcda95c81a5460feb191|b6b654722e55729cc947	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|ET?|NONE	0	0	NONE	NONE	5	5	Rühre, bis alles gleichmäßig vermischt ist. Die betroffene Stelle. Das untere Becken. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Benutze danach den unteren Ablauf.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S015	B1	f81v	15	F037	f81v.24	2	2	150|151	a7af89ab31ce5e247395|07913ef9b1fb773cd325	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Fülle danach das Gefäß. Lasse es abkühlen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S016	B1	f81v	16	F038	f81v.24	4	4	152|153|154|155	308e8ea2d5d190c498e8|0275fbf14e07935b0a45|dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|ET?|NONE	0	0	NONE	NONE	4	4	Den aktiven Posten an der örtlich bezeichneten Station führen. Die Charge für den vorgesehenen Gebrauch temperieren. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S017	B1	f81v	17	F039	f81v.24	3	3	156|157|158	dd0ecaf5e27d81befffc|a06244ef1f2b37ca44c1|d225b7a7b95da7aee437	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE	0	0	NONE	NONE	3	3	Den aktiven Posten an der örtlich bezeichneten Station führen. Die erste Öffnung. Seihe es klar und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S018	B1	f81v	18	F040|F041	f81v.24|f81v.27	4	4	159|160|161|162	b38d70daefd663d74625|74c76d589d44120f647b|2c82523794dcb7d2b343|3b70942557b3a40e8030	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	1	1	NONE	NONE	4	4	Fülle danach das Gefäß. Wende es an der markierten Stelle an. Bis es klar ist. Lasse die Flüssigkeit sich setzen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S019	B1	f81v	19	F042	f81v.27	1	1	163	bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S020	B1	f81v	20	F043	f81v.27	2	2	164|165	d904bf7b044dd3922781|d68bc8de3bcee09db23c	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Bei sanfter Wärme. Seihe es einmal durch ein Tuch und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S021	B1	f81v	21	F044	f81v.27	1	1	166	dd0ecaf5e27d81befffc	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Den aktiven Posten an der örtlich bezeichneten Station führen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S001	B2	f82r	1	F045	f82r.2	1	1	167	259b2b3b0bf859882e2c	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S002	B2	f82r	2	F046	f82r.2	1	1	168	28ffbc88b97772a75f1e	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S003	B2	f82r	3	F047	f82r.2	3	3	169|170|171	1645e612504fcef59ced|b921a237be883a820352|7d25241b0e56c836372a	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE	0	0	NONE	NONE	3	3	Gib einen abgemessenen Anteil in das Gefäß. Diese aktive Portion. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S004	B2	f82r	4	F048|F049	f82r.2|f82r.3	5	5	172|173|174|175|176	308e8ea2d5d190c498e8|f329f2051370174e9a38|ba8142680851f24c9ff2|0275fbf14e07935b0a45|c1db6b0a28d5cbb5d3d2	FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE	1	1	NONE	NONE	5	5	Den aktiven Posten an der örtlich bezeichneten Station führen. Die zweite Öffnung. Und gehe zum nächsten Becken weiter. Die Charge für den vorgesehenen Gebrauch temperieren. Seihe es klar und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
