event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	image_owner_id	owner_break_before	terminal_status	operational_class	operational_value_de	optional_historical_master_word	source_token_count	edge_copy_status	master_exemplar_content_de	selected_readable_event	strongest_content_rival	unsupported_nouns	content_status	leading_book_model	rival_book_model	semantic_ceiling
110	E110	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	FORMAL_LINK_OR_SLOT	formale Verbindung oder Fortsetzung; kein selbständiger Sachwert	ET?__UND_ODER_AUCH?	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	ET? (UND/AUCH?)	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel.	Posten	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
111	E111	B1	f81v	f81v.2	F022	B1-S002	1496a731803a9f48d2e1	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Bevor es abkühlt]	[EXEMPLAR:Bevor es abkühlt]	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
112	E112	B1	f81v	f81v.2	F022	B1-S002	0f18de177ed7c878bf95	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	Bade-/Waschzusatz|Waschung/Bad|Bereitschaft	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
113	E113	B1	f81v	f81v.7	F023	B1-S002	dec401773c1f0347793d	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Den vorigen recordlokalen Posten wieder aufnehmen]	[EXEMPLAR:Den vorigen recordlokalen Posten wieder aufnehmen]	Badehaus-technischer Rivale am selben Besitzer: Vorcharge im recordlokalen Register B1; keine Vererbung über einen Stationswechsel.	Posten	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
114	E114	B1	f81v	f81v.7	F023	B1-S002	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	FORMAL_LINK_OR_SLOT	formale Verbindung oder Fortsetzung; kein selbständiger Sachwert	ET?__UND_ODER_AUCH?	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	ET? (UND/AUCH?)	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F023; keine Vererbung über einen Stationswechsel.	Posten	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
115	E115	B1	f81v	f81v.7	F023	B1-S002	4eab1841ed655c20a348	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Eine mäßige Menge]	[EXEMPLAR:Eine mäßige Menge]	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Maß/Menge	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
116	E116	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	FORMAL_NONWORD_CHANNEL	VORGABEPARAMETER_CHANNEL	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Posten	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
117	E117	B1	f81v	f81v.7	F023	B1-S002	93f69c38fdedee1598e9	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Der eingetauchte Teil]	[EXEMPLAR:Der eingetauchte Teil]	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	NONE__ACTION_ONLY	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
118	E118	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	FORMAL_NONWORD_CHANNEL	VORGABEPARAMETER_CHANNEL	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Posten	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
119	E119	B1	f81v	f81v.7	F023	B1-S002	2cc8bb3c2af19607888f	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Durch die verbundenen Läufe]	[EXEMPLAR:Durch die verbundenen Läufe]	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Lauf|Strom/Flussrichtung	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
120	E120	B1	f81v	f81v.7	F023	B1-S002	259b2b3b0bf859882e2c	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	TERMINAL	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	Gefäß|Lauf|Spülen	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
121	E121	B1	f81v	f81v.7	F024	B1-S003	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	FORMAL_LINK_OR_SLOT	formale Verbindung oder Fortsetzung; kein selbständiger Sachwert	ET?__UND_ODER_AUCH?	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	ET? (UND/AUCH?)	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F024; keine Vererbung über einen Stationswechsel.	Posten	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
122	E122	B1	f81v	f81v.17	F025	B1-S003	54e32e9c1414b20640e9	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	TERMINAL	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Halte es warm und beende den Schritt]	[EXEMPLAR:Halte es warm und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
123	E123	B1	f81v	f81v.17	F026	B1-S004	6f7ff8287eddf4da9fdb	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	NONE__ACTION_ONLY	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
124	E124	B1	f81v	f81v.17	F026	B1-S004	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	FORMAL_LINK_OR_SLOT	formale Verbindung oder Fortsetzung; kein selbständiger Sachwert	ET?__UND_ODER_AUCH?	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	ET? (UND/AUCH?)	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F026; keine Vererbung über einen Stationswechsel.	Posten	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
125	E125	B1	f81v	f81v.17	F026	B1-S004	bc4f1f5c006c74a4d26d	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	TERMINAL	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Bereitschaft	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
126	E126	B1	f81v	f81v.17	F027	B1-S005	28ffbc88b97772a75f1e	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	TERMINAL	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Mischung|Gefäß|Station	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
127	E127	B1	f81v	f81v.17	F028	B1-S006	1645e612504fcef59ced	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	Anteil|Gefäß|Maß/Menge	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
128	E128	B1	f81v	f81v.17	F028	B1-S006	2cc8bb3c2af19607888f	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Durch die verbundenen Läufe]	[EXEMPLAR:Durch die verbundenen Läufe]	Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel.	Lauf|Strom/Flussrichtung	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
129	E129	B1	f81v	f81v.17	F028	B1-S006	0f18de177ed7c878bf95	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel.	Bade-/Waschzusatz|Waschung/Bad|Bereitschaft	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
130	E130	B1	f81v	f81v.17	F028	B1-S006	4da0f0f7b5fc7ac20067	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Und lasse es abkühlen]	[EXEMPLAR:Und lasse es abkühlen]	Badehaus-technischer Rivale am selben Besitzer: Rücklauf erneut zuführen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
131	E131	B1	f81v	f81v.18	F029	B1-S007	87411f84689b4f93a303	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	TERMINAL	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Erwärme es einmal und beende den Schritt]	[EXEMPLAR:Erwärme es einmal und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
132	E132	B1	f81v	f81v.18	F030	B1-S008	b921a237be883a820352	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Diese aktive Portion]	[EXEMPLAR:Diese aktive Portion]	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Portion	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
133	E133	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	FORMAL_LINK_OR_SLOT	formale Verbindung oder Fortsetzung; kein selbständiger Sachwert	ET?__UND_ODER_AUCH?	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	ET? (UND/AUCH?)	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel.	Posten	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
134	E134	B1	f81v	f81v.18	F030	B1-S008	d904bf7b044dd3922781	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Bei sanfter Wärme]	[EXEMPLAR:Bei sanfter Wärme]	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
135	E135	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONCLOSE	FORMAL_LINK_OR_SLOT	formale Verbindung oder Fortsetzung; kein selbständiger Sachwert	ET?__UND_ODER_AUCH?	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	ET? (UND/AUCH?)	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel.	Posten	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
136	E136	B1	f81v	f81v.18	F030	B1-S008	bc4f1f5c006c74a4d26d	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	TERMINAL	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Bereitschaft	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
