global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	formal_owner_or_namespace	operational_formal_value	formal_provenance	visible_read_action	source_position_id	source_position_contribution	optional_questioned_master_gloss	leading_master_memorized_content	rival_master_memorized_content	content_provenance	leading_content_model	rival_content_model	semantic_recovery_without_master	new_word_contribution	canonical_ceiling
159	PROSE	f81v	B1	f81v.24	b38d70daefd663d74625	ly	B1_SHARED_TWO_ROW_POOL	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S159	1	NONE	[EXEMPLAR:Fülle danach das Gefäß]	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
160	PROSE	f81v	B1	f81v.27	74c76d589d44120f647b	dsheol	B1_SHARED_TWO_ROW_POOL	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S160	1	NONE	[EXEMPLAR:Wende es an der markierten Stelle an]	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
161	PROSE	f81v	B1	f81v.27	2c82523794dcb7d2b343	oiiin	B1_SHARED_TWO_ROW_POOL	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S161	1	NONE	[EXEMPLAR:Bis es klar ist]	Badehaus-technischer Rivale am selben Besitzer: Leitungsöffnung ausstreichen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
162	PROSE	f81v	B1	f81v.27	3b70942557b3a40e8030	olkeedy	B1_SHARED_TWO_ROW_POOL	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S162	1	NONE	[EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Beckenrand reinigen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
163	PROSE	f81v	B1	f81v.27	bc4f1f5c006c74a4d26d	tedy	B1_SHARED_TWO_ROW_POOL	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S163	1	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
164	PROSE	f81v	B1	f81v.27	d904bf7b044dd3922781	cheky	B1_SHARED_TWO_ROW_POOL	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S164	1	NONE	[EXEMPLAR:Bei sanfter Wärme]	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
165	PROSE	f81v	B1	f81v.27	d68bc8de3bcee09db23c	shckhedy	B1_SHARED_TWO_ROW_POOL	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S165	1	NONE	[EXEMPLAR:Seihe es einmal durch ein Tuch und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Zielstation bestätigen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
166	PROSE	f81v	B1	f81v.27	dd0ecaf5e27d81befffc	chal	B1_SHARED_TWO_ROW_POOL	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S166	1	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
167	PROSE	f82r	B2	f82r.2	259b2b3b0bf859882e2c	dchedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S167	1	NONE	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Beckenrand und Fugen sichten; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
168	PROSE	f82r	B2	f82r.2	28ffbc88b97772a75f1e	qolchedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S168	1	NONE	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
169	PROSE	f82r	B2	f82r.2	1645e612504fcef59ced	qokain	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S169	1	NONE	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
170	PROSE	f82r	B2	f82r.2	b921a237be883a820352	dy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S170	1	NONE	[EXEMPLAR:Diese aktive Portion]	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
171	PROSE	f82r	B2	f82r.2	7d25241b0e56c836372a	qokeedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S171	1	NONE	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
172	PROSE	f82r	B2	f82r.2	308e8ea2d5d190c498e8	qokal	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S172	1	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
173	PROSE	f82r	B2	f82r.2	f329f2051370174e9a38	lcheckhy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S173	1	NONE	[EXEMPLAR:Die zweite Öffnung]	Badehaus-technischer Rivale am selben Besitzer: Schieber am Abgang öffnen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
174	PROSE	f82r	B2	f82r.2	ba8142680851f24c9ff2	lched	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S174	1	NONE	[EXEMPLAR:Und gehe zum nächsten Becken weiter]	Badehaus-technischer Rivale am selben Besitzer: Fluss zur Zielstation führen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
175	PROSE	f82r	B2	f82r.3	0275fbf14e07935b0a45	qokeey	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S175	1	NONE	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren]	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
176	PROSE	f82r	B2	f82r.3	c1db6b0a28d5cbb5d3d2	lcheckhedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S176	1	NONE	[EXEMPLAR:Seihe es klar und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Charge gelinde erwärmen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
177	PROSE	f82r	B2	f82r.3	4a7a6326ac95a8809302	qokaly	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S177	1	NONE	[EXEMPLAR:Fahre am zweiten Lauf fort]	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
178	PROSE	f82r	B2	f82r.3	2d2e37ccb2dacc53ee5a	solkaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S178	1	NONE	[EXEMPLAR:Durch ein Tuch]	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
179	PROSE	f82r	B2	f82r.3	2cc8bb3c2af19607888f	chckhy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S179	1	NONE	[EXEMPLAR:Durch die verbundenen Läufe]	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
180	PROSE	f82r	B2	f82r.3	b5fcea1eaed06b2f2291	qokaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	VISIBLE_COPY_OF:FORMAL_RELATION_OR_ENTRY	DERIVED_FORMAL	ANTICIPATORY_EDGE_COPY__NO_SOURCE_EMIT	COPY_OF:E181	0	PER?	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied]	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
181	PROSE	f82r	B2	f82r.4	b5fcea1eaed06b2f2291	qokaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	FORMAL_RELATION_OR_ENTRY	DERIVED_FORMAL	MAIN_SOURCE_POSITION__READ_ONCE_WITH_PRECEDING_COPY	S180	1	PER?	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied]	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
182	PROSE	f82r	B2	f82r.4	a8f891de626fc00028e9	octheol	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S181	1	NONE	[EXEMPLAR:dieselbe örtliche Einstellung]	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
183	PROSE	f82r	B2	f82r.4	f0db6d30cd34f4cb2a4d	chkeey	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S182	1	NONE	[EXEMPLAR:Das breite Gefäß]	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
184	PROSE	f82r	B2	f82r.4	04a3877f0fc81b7597c9	ldy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S183	1	NONE	[EXEMPLAR:Ziehe es ab und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
185	PROSE	f82r	B2	f82r.4	5d5e0b288cf36864ed9d	oteey	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S184	1	NONE	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
186	PROSE	f82r	B2	f82r.4	308e8ea2d5d190c498e8	qokal	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S185	1	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
187	PROSE	f82r	B2	f82r.4	c1913ec4ff84148da6d3	sheckhy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S186	1	NONE	[EXEMPLAR:Über der örtlich bezeichneten Stelle]	Badehaus-technischer Rivale am selben Besitzer: Durchgang beobachten; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
188	PROSE	f82r	B2	f82r.4	276a7c2d74d1143446f4	qoky	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S187	1	NONE	[EXEMPLAR:Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen]	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F052; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
189	PROSE	f82r	B2	f82r.7	cbb42a4fe68068325d6b	dshedy	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S188	1	NONE	[EXEMPLAR:Gib sauberes Wasser hinzu und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
190	PROSE	f82r	B2	f82r.7	54d0e228ca346110af05	sotaiin	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S189	1	NONE	[EXEMPLAR:Für dieselbe Dauer wie zuvor]	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
191	PROSE	f82r	B2	f82r.7	3ae9a121ba0045b913e8	qokar	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S190	1	NONE	[EXEMPLAR:Über der örtlich bezeichneten Stelle]	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
192	PROSE	f82r	B2	f82r.7	bc4f1f5c006c74a4d26d	shedy	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S191	1	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
193	PROSE	f82r	B2	f82r.7	daa1347f456415fe8737	solshedy	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S192	1	NONE	[EXEMPLAR:Halte es warm und beende den Schritt]	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
