u_size	primary	state	surface	events	recovered
138	1	U	aiiry	16	q
138	1	U	ain	145	o
138	1	U	air	59	o
138	1	U	aireeol	9	y
138	1	U	aireey	9	y
138	1	U	al	141	o
138	1	U	am	90	o
138	1	U	ar	311	e
138	1	U	chckhey	45	d
138	1	U	chckhy	138	e
138	1	U	chdaiin	33	h
138	1	U	chdy	244	a
138	1	U	chedy	696	e
138	1	U	cheedy	73	d
138	1	U	cheey	175	d
138	1	U	cheol	107	a
138	1	U	chey	291	c
138	1	U	chol	136	a
138	1	U	chor	68	d
138	1	U	chs	34	h
138	1	U	cthdy	33	d
138	1	U	daiin	462	n
138	1	U	dain	176	n
138	1	U	dair	89	n
138	1	U	dal	174	n
138	1	U	dam	81	n
138	1	U	dar	587	e
138	1	U	daryeey	20	h
138	1	U	daryeo	11	y
138	1	U	dleal	16	f
138	1	U	dlee	10	y
138	1	U	dleedain	10	y
138	1	U	dleeol	22	f
138	1	U	dleey	51	v
138	1	U	dleo	22	v
138	1	U	dy	157	n
138	1	U	eseeol	7	z
138	1	U	eseey	13	h
138	1	U	eseo	9	z
138	1	U	kal	50	p
138	1	U	kar	55	e
138	1	U	kchy	24	b
138	1	U	laiin	37	x
138	1	U	lchedy	177	e
138	1	U	lchey	57	c
138	1	U	lkaiin	102	c
138	1	U	lkain	63	d
138	1	U	ody	28	x
138	1	U	ofeal	7	z
138	1	U	ofee	6	z
138	1	U	ofeey	23	g
138	1	U	ofeo	8	z
138	1	U	okaiin	210	t
138	1	U	okain	205	u
138	1	U	okal	91	l
138	1	U	okar	125	m
138	1	U	okchdy	43	b
138	1	U	okchey	32	f
138	1	U	okchy	33	g
138	1	U	okedy	121	c
138	1	U	okeedy	177	r
138	1	U	okeey	173	s
138	1	U	okey	27	v
138	1	U	okol	39	q
138	1	U	okor	25	x
138	1	U	oky	75	p
138	1	U	ol	664	a
138	1	U	oleedy	26	h
138	1	U	olkaiin	112	t
138	1	U	olkain	83	u
138	1	U	olkal	50	l
138	1	U	olkar	63	m
138	1	U	olkchdy	21	b
138	1	U	olkchedy	8	z
138	1	U	olkchey	15	f
138	1	U	olkchy	13	g
138	1	U	olkeedy	96	r
138	1	U	olkeey	94	s
138	1	U	olky	34	p
138	1	U	opar	26	x
138	1	U	or	253	a
138	1	U	otaiin	212	t
138	1	U	otain	197	u
138	1	U	otal	97	l
138	1	U	otar	139	m
138	1	U	otchdy	44	b
138	1	U	otchey	27	f
138	1	U	otchy	36	g
138	1	U	otedy	302	i
138	1	U	oteedy	189	r
138	1	U	oteey	169	s
138	1	U	otol	40	q
138	1	U	oty	68	p
138	1	U	qokaiin	504	t
138	1	U	qokain	435	u
138	1	U	qokal	215	l
138	1	U	qokar	328	m
138	1	U	qokchdy	83	b
138	1	U	qokchedy	58	h
138	1	U	qokchey	84	f
138	1	U	qokchy	75	g
138	1	U	qokedy	293	i
138	1	U	qokeedy	443	r
138	1	U	qokeey	480	s
138	1	U	qokeo	20	q
138	1	U	qokey	76	v
138	1	U	qokol	106	q
138	1	U	qokor	45	x
138	1	U	qoky	149	p
138	1	U	qol	225	a
138	1	U	qotaiin	92	t
138	1	U	qotain	94	u
138	1	U	qotal	46	l
138	1	U	qotar	60	m
138	1	U	qotchy	20	g
138	1	U	qotedy	142	i
138	1	U	qoteedy	99	r
138	1	U	qoteey	92	s
138	1	U	raiin	156	i
138	1	U	reedy	35	v
138	1	U	saiin	91	l
138	1	U	sain	142	m
138	1	U	sar	43	c
138	1	U	schdy	21	y
138	1	U	shckhy	108	c
138	1	U	sheckhy	39	b
138	1	U	shedy	785	i
138	1	U	sheedy	210	u
138	1	U	sheey	211	t
138	1	U	sheody	61	p
138	1	U	sheol	170	r
138	1	U	shey	297	i
138	1	U	shody	44	q
138	1	U	shol	172	s
138	1	U	shor	45	v
138	1	U	taiin	49	x
138	1	U	y	143	o
