statement_id	page	record	owner_object_class	reset_here	reset_reason	input_object	phase_signature	transition_path	output_object	output_qualifiers	committed	corrected_complete_reading_de	transition_complete
B3-S003	f83r	B3	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE>MEASURE_CHARGE>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION>MEASURED_PORTION>WORKING_LIQUID	WORKING_LIQUID	UNCHANGED	YES	Bei der oberen Fächerstation: abführen + abmessen und umsetzen. Angaben: dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
B3-S004	f83r	B3	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	MEASURE_CHARGE	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID	WORKING_LIQUID	UNCHANGED	NO	Fülle eine abgemessene Portion der Stationsflüssigkeit ein. Vollfolge: bis zum Sollmaß beschicken.	YES
B3-S005	f83r	B3	VESSEL_PREPARATION	YES	VISIBLE_OWNER_CHANGE	PREPARATION_BATCH	ROUTE>CLOSE	PREPARATION_BATCH>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: umfüllen.	YES
B3-S006	f83r	B3	VESSEL_PREPARATION	YES	PREVIOUS_CELL_COMMITTED	PREPARATION_BATCH	ROUTE>APPLY>ROUTE>CLOSE	PREPARATION_BATCH>TARGETED_TRANSFER_PORTION>APPLICATION_CHARGE>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Bei dem runden Gefäß: umschöpfen; dann anlegen; dann in die nächste Station weitergeben.	YES
B3-S007	f83r	B3	VESSEL_PREPARATION	YES	PREVIOUS_CELL_COMMITTED	PREPARATION_BATCH	MEASURE_CHARGE>ROUTE>HOLD>CLOSE	PREPARATION_BATCH>MEASURED_PORTION>PREPARATION_BATCH>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	HELD_OR_ACTING	YES	Bei dem runden Gefäß: bis zum Sollmaß beschicken; dann umschöpfen; dann einwirken lassen.	YES
B3-S008	f83r	B3	VESSEL_PREPARATION	YES	PREVIOUS_CELL_COMMITTED	PREPARATION_BATCH	ROUTE>CLOSE	PREPARATION_BATCH>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B3-S009	f83r	B3	VESSEL_PREPARATION	YES	PREVIOUS_CELL_COMMITTED	PREPARATION_BATCH	MEASURE_CHARGE	PREPARATION_BATCH>MEASURED_PORTION>PREPARATION_BATCH	PREPARATION_BATCH	UNCHANGED	NO	Fülle eine abgemessene Portion des Ansatzes ein. Vollfolge: den Ansatz im Gefäß einsetzen.	YES
B3-S010	f83r	B3	VESSEL_PREPARATION	NO	CONTINUE_OPEN_OBJECT	PREPARATION_BATCH	MEASURE_CHARGE>ROUTE>CLOSE	PREPARATION_BATCH>MEASURED_PORTION>PREPARATION_BATCH>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Fülle eine abgemessene Portion des Ansatzes ein, führe sie weiter und schließe den Schritt. Vollfolge: einfüllen + umfüllen.	YES
B3-S011	f83r	B3	VESSEL_PREPARATION	YES	PREVIOUS_CELL_COMMITTED	PREPARATION_BATCH	HOLD>SPECIALIST>MEASURE_CHARGE>ROUTE	PREPARATION_BATCH>MEASURED_PORTION>PREPARATION_BATCH>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	HELD_OR_ACTING|SPECIALIST_PROCESSED	NO	Bei dem korbartigen Gefäß: halten + umsetzen; dann den Ansatz im Gefäß einsetzen; dann umschöpfen. Angaben: von dort · dieser Posten.	YES
B3-S012	f83r	B3	VESSEL_PREPARATION	NO	CONTINUE_OPEN_OBJECT	TARGETED_TRANSFER_PORTION	SETTLE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	SETTLED_OR_COLLECTED	YES	Lass den Ansatz im Gefäß ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.	YES
B3-S013	f83r	B3	VESSEL_PREPARATION	YES	PREVIOUS_CELL_COMMITTED	PREPARATION_BATCH	MEASURE_CHARGE>HOLD>CLOSE	PREPARATION_BATCH>MEASURED_PORTION>PREPARATION_BATCH	PREPARATION_BATCH	HELD_OR_ACTING	YES	Fülle eine abgemessene Portion des Ansatzes ein, lass sie einwirken und schließe den Schritt. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → einwirken lassen.	YES
B3-S014	f83r	B3	VESSEL_PREPARATION	YES	PREVIOUS_CELL_COMMITTED	PREPARATION_BATCH	ROUTE>SETTLE>CLOSE	PREPARATION_BATCH>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	SETTLED_OR_COLLECTED	YES	Führe den Ansatz im Gefäß weiter, fange sie oder ihn auf, lass absetzen und schließe den Schritt. Vollfolge: einleiten → ruhen lassen.	YES
B3-S015	f83r	B3	VESSEL_PREPARATION	YES	PREVIOUS_CELL_COMMITTED	PREPARATION_BATCH	ROUTE>CLOSE	PREPARATION_BATCH>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B3-S016	f83r	B3	VESSEL_PREPARATION	YES	PREVIOUS_CELL_COMMITTED	PREPARATION_BATCH	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	PREPARATION_BATCH>TARGETED_TRANSFER_PORTION>MEASURED_PORTION>PREPARATION_BATCH>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Übernimm den Ansatz im Gefäß, gib eine abgemessene Portion des Ansatzes zu, führe weiter und schließe den Schritt. Vollfolge: führen → einsetzen + überführen.	YES
B3-S017	f83r	B3	SEPARATE_PORTION	YES	VISIBLE_OWNER_CHANGE	TARGETED_TRANSFER_PORTION	HOLD>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	HELD_OR_ACTING	YES	Lass die getrennt geführte Portion einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B3-S018	f83r	B3	SEPARATE_PORTION	YES	PREVIOUS_CELL_COMMITTED	TARGETED_TRANSFER_PORTION	SETTLE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	SETTLED_OR_COLLECTED	YES	Lass die getrennt geführte Portion ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.	YES
B3-S019	f83r	B3	SEPARATE_PORTION	YES	PREVIOUS_CELL_COMMITTED	TARGETED_TRANSFER_PORTION	HOLD>SETTLE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	HELD_OR_ACTING|SETTLED_OR_COLLECTED	YES	Lass die getrennt geführte Portion einwirken, dann absetzen, und schließe den Schritt. Vollfolge: einwirken lassen + ruhen lassen.	YES
B3-S020	f83r	B3	SEPARATE_PORTION	YES	PREVIOUS_CELL_COMMITTED	TARGETED_TRANSFER_PORTION	ROUTE>CLOSE	TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: hinleiten + umfüllen.	YES
B3-S021	f83r	B3	SEPARATE_PORTION	YES	PREVIOUS_CELL_COMMITTED	TARGETED_TRANSFER_PORTION	MEASURE_CHARGE>SETTLE>HOLD>ROUTE>CLOSE	TARGETED_TRANSFER_PORTION>MEASURED_PORTION>TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	SETTLED_OR_COLLECTED|HELD_OR_ACTING	YES	Bei dem getrennten Zwischenbereich: bis zum Sollmaß beschicken; dann ablagern; dann stehen lassen; dann umfüllen. Angaben: bereit · dieser Posten | bezeichnete Stelle | dieser Posten | vorgeschriebenes Maß | dieser Posten | bezeichnete Stelle | bereit · dieser Posten.	YES
B3-S022	f83r	B3	SEPARATE_PORTION	YES	PREVIOUS_CELL_COMMITTED	TARGETED_TRANSFER_PORTION	ROUTE>CLOSE	TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.	YES
B3-S023	f83r	B3	SEPARATE_PORTION	YES	PREVIOUS_CELL_COMMITTED	TARGETED_TRANSFER_PORTION	ROUTE>CLOSE	TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B3-S024	f83r	B3	SEPARATE_PORTION	YES	PREVIOUS_CELL_COMMITTED	TARGETED_TRANSFER_PORTION	ROUTE>CLOSE	TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.	YES
B3-S025	f83r	B3	SEPARATE_PORTION	YES	PREVIOUS_CELL_COMMITTED	TARGETED_TRANSFER_PORTION	MEASURE_CHARGE>ROUTE>CLOSE	TARGETED_TRANSFER_PORTION>MEASURED_PORTION>TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Fülle eine weitere abgemessene Portion ein, führe sie weiter und schließe den Schritt. Vollfolge: einsetzen + überführen.	YES
B3-S026	f83r	B3	SEPARATE_PORTION	YES	PREVIOUS_CELL_COMMITTED	TARGETED_TRANSFER_PORTION	ROUTE>MEASURE_CHARGE>THERMAL>SETTLE>HOLD>CLOSE	TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION>MEASURED_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	TEMPERED|SETTLED_OR_COLLECTED|HELD_OR_ACTING	YES	Bei dem getrennten Zwischenbereich: ableiten; dann umschöpfen; dann eine weitere abgemessene Portion einfüllen; dann abkühlen lassen; dann auffangen und stehen lassen. Angaben: länger · von dort | bereit · dieser Posten.	YES
B3-S027	f83r	B3	FIGURE_APPLICATION	YES	VISIBLE_OWNER_CHANGE	APPLICATION_CHARGE	CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	UNCHANGED	YES	Schließe den laufenden Arbeitsschritt für die Anwendung am Figurenpaar. Vollfolge: NO_EXPLICIT_ACTION_CARD.	YES
B3-S028	f83r	B3	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	HELD_OR_ACTING	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: wirken lassen → einwirken lassen.	YES
B3-S029	f83r	B3	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	MEASURE_CHARGE>HOLD>CLOSE	APPLICATION_CHARGE>MEASURED_PORTION>APPLICATION_CHARGE	APPLICATION_CHARGE	HELD_OR_ACTING	YES	Fülle eine abgemessene Portion für die Anwendung ein, lass sie einwirken und schließe den Schritt. Vollfolge: eintragen → einwirken lassen.	YES
B3-S030	f83r	B3	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	MEASURE_CHARGE>ROUTE>CLOSE	APPLICATION_CHARGE>MEASURED_PORTION>APPLICATION_CHARGE>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Fülle eine abgemessene Portion für die Anwendung ein, führe sie weiter und schließe den Schritt. Vollfolge: die Anwendung am Figurenpaar einsetzen → durchleiten → in die nächste Station weitergeben.	YES
B3-S031	f83r	B3	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	HELD_OR_ACTING	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B3-S032	f83r	B3	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	MEASURE_CHARGE>CLOSE	APPLICATION_CHARGE>MEASURED_PORTION>APPLICATION_CHARGE	APPLICATION_CHARGE	UNCHANGED	YES	Beschicke bis zum Sollmaß mit eine abgemessene Portion für die Anwendung und schließe den Schritt. Vollfolge: abmessen und umsetzen → abmessen und umsetzen.	YES
B3-S033	f83r	B3	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	ROUTE>CLOSE	APPLICATION_CHARGE>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die Anwendung am Figurenpaar zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen.	YES
B3-S034	f83r	B3	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	MEASURE_CHARGE>SETTLE>CLOSE	APPLICATION_CHARGE>MEASURED_PORTION>APPLICATION_CHARGE	APPLICATION_CHARGE	SETTLED_OR_COLLECTED	YES	Beschicke mit eine abgemessene Portion für die Anwendung, lass den Inhalt absetzen und schließe den Schritt. Vollfolge: eintragen → ablagern.	YES
B4-S001	f83r	B4	FIGURE_APPLICATION	YES	RECORD_START	APPLICATION_CHARGE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	HELD_OR_ACTING	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B4-S002	f83r	B4	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	HELD_OR_ACTING	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: wirken lassen → einwirken lassen.	YES
B4-S003	f83r	B4	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	ROUTE>APPLY>MEASURE_CHARGE>SETTLE>CLOSE	APPLICATION_CHARGE>TARGETED_TRANSFER_PORTION>APPLICATION_CHARGE>MEASURED_PORTION>APPLICATION_CHARGE	APPLICATION_CHARGE	SETTLED_OR_COLLECTED	YES	Bei dem Figurenpaar in B4: umschöpfen; dann anlegen; dann die Anwendung am Figurenpaar einsetzen; dann absetzen lassen. Angaben: danach · bezeichnete Stelle | danach · dieser Posten | fortsetzen.	YES
B4-S004	f83r	B4	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	MEASURE_CHARGE>APPLY>CLOSE	APPLICATION_CHARGE>MEASURED_PORTION>APPLICATION_CHARGE>APPLICATION_CHARGE	APPLICATION_CHARGE	UNCHANGED	YES	Bei dem Figurenpaar in B4: einsetzen + festbinden.	YES
B4-S005	f83r	B4	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	MEASURE_CHARGE>HOLD>CLOSE	APPLICATION_CHARGE>MEASURED_PORTION>APPLICATION_CHARGE	APPLICATION_CHARGE	HELD_OR_ACTING	YES	Fülle eine abgemessene Portion für die Anwendung ein, lass sie einwirken und schließe den Schritt. Vollfolge: abmessen und umsetzen → einwirken lassen.	YES
B4-S006	f83r	B4	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	HELD_OR_ACTING	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: zurückhalten.	YES
B4-S007	f83r	B4	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	HELD_OR_ACTING	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: zurückhalten.	YES
B4-S008	f83r	B4	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	HELD_OR_ACTING	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: warm halten → einwirken lassen → einwirken lassen.	YES
B4-S009	f83r	B4	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	SETTLE>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	SETTLED_OR_COLLECTED	YES	Lass die Anwendung am Figurenpaar ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.	YES
B4-S010	f83r	B4	FIGURE_APPLICATION	YES	PREVIOUS_CELL_COMMITTED	APPLICATION_CHARGE	CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	UNCHANGED	YES	Schließe den laufenden Arbeitsschritt für die Anwendung am Figurenpaar. Vollfolge: NO_EXPLICIT_ACTION_CARD.	YES
B4-S011	f83r	B4	TECHNICAL_STATION_LIQUID	YES	VISIBLE_OWNER_CHANGE	WORKING_LIQUID	HOLD>MEASURE_CHARGE>ROUTE>MEASURE_CHARGE>CLOSE	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID>TARGETED_TRANSFER_PORTION>MEASURED_PORTION>WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING	YES	Bei der linken Hauptstation: warm halten; dann wirken lassen; dann eine abgemessene Portion der Stationsflüssigkeit einfüllen; dann umschöpfen; dann abführen + zugeben. Angaben: vorgeschriebenes Maß | fortsetzen.	YES
B4-S012	f83r	B4	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B4-S013	f83r	B4	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	MEASURE_CHARGE>SETTLE>CLOSE	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID	WORKING_LIQUID	SETTLED_OR_COLLECTED	YES	Beschicke mit eine abgemessene Portion der Stationsflüssigkeit, lass den Inhalt absetzen und schließe den Schritt. Vollfolge: weiter beschicken → absetzen lassen.	YES
B4-S014	f83r	B4	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	CLOSE	WORKING_LIQUID	WORKING_LIQUID	UNCHANGED	YES	Schließe den laufenden Arbeitsschritt für die Flüssigkeit dieser Station. Vollfolge: NO_EXPLICIT_ACTION_CARD.	YES
B4-S015	f83r	B4	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>SETTLE>ROUTE>CLOSE	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID>TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	HELD_OR_ACTING|SETTLED_OR_COLLECTED	YES	Bei der linken Hauptstation: eine abgemessene Portion der Stationsflüssigkeit einfüllen; dann stehen lassen; dann dosiert zugeben; dann ablaufen lassen; dann auffangen; dann abführen + überführen.	YES
B4-S016	f83r	B4	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	MEASURE_CHARGE>ROUTE>SETTLE>CLOSE	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	SETTLED_OR_COLLECTED	YES	Bei der rechten S-Station: dosiert zugeben; dann zuführen; dann absetzen lassen. Angaben: bezeichnete Stelle.	YES
B5-S001	f83r	B5	TECHNICAL_STATION_LIQUID	YES	RECORD_START	WORKING_LIQUID	ROUTE>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.	YES
B5-S002	f83r	B5	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	MEASURE_CHARGE>ROUTE>CLOSE	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Fülle eine abgemessene Portion der Stationsflüssigkeit ein, führe sie weiter und schließe den Schritt. Vollfolge: einsetzen + überführen.	YES
B5-S003	f83r	B5	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	SETTLE>ROUTE>MEASURE_CHARGE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION>MEASURED_PORTION>WORKING_LIQUID	WORKING_LIQUID	SETTLED_OR_COLLECTED	NO	Bei der linken Nachtragsstation: ablagern; dann hinleiten; dann umfüllen; dann abmessen und umsetzen. Angaben: bezeichnete Stelle | fortsetzen | vorgeschriebenes Maß | fortsetzen | zweite · Sollstufe.	YES
B6-S001	f83r	B6	TECHNICAL_STATION_LIQUID	YES	RECORD_START	WORKING_LIQUID	SETTLE>MEASURE_CHARGE>THERMAL>ROUTE	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	SETTLED_OR_COLLECTED|TEMPERED	NO	Bei dem rechten S-Lauf: auffangen; dann zugeben; dann abkühlen lassen; dann hinleiten. Angaben: fortsetzen | vorgeschriebenes Maß | fortsetzen | Portion | dieser Posten.	YES
