event_id	page	record	statement_id	surface	full_recipe	pocket_core_recipe	specialist_recipe	event_class	full_reading_de
E217	f82r	B2	B2-S016	aiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E218	f82r	B2	B2-S016	oteey	OT+EE+Y	OT+EE+Y	NONE	CORE_CARD	DANACH · LANG · DIES
E219	f82r	B2	B2-S016	qokaiin	OK+AIIN	OK+AIIN	NONE	CORE_CARD	ANSETZEN · MASS
E220	f82r	B2	B2-S016	okey	OK+E+Y	OK+E+Y	NONE	CORE_CARD	ANSETZEN · KURZ · DIES
E221	f82r	B2	B2-S016	pchedy	P+CHD+DY	DY	P+CHD	MIXED_OR_SPECIALIST_CARD	EINFUELLEN · UMSETZEN · SCHLUSS
E222	f82r	B2	B2-S017	rsheal	R+SH+E+AL	E+AL	R+SH	MIXED_OR_SPECIALIST_CARD	KUEHLEN · HALTEN · KURZ · ZIEL
E223	f82r	B2	B2-S017	daldy	AL+DY	AL+DY	NONE	CORE_CARD	ZIEL · SCHLUSS
E224	f82r	B2	B2-S018	qokeedy	OK+EE+DY	OK+EE+DY	NONE	CORE_CARD	ANSETZEN · LANG · SCHLUSS
E225	f82r	B2	B2-S019	rshedy	R+SHED+DY	DY	R+SHED	MIXED_OR_SPECIALIST_CARD	KUEHLEN · ABSETZEN · SCHLUSS
E226	f82r	B2	B2-S020	qoteedy	OT+EE+DY	OT+EE+DY	NONE	CORE_CARD	DANACH · LANG · SCHLUSS
E227	f82r	B2	B2-S021	qokeedy	OK+EE+DY	OK+EE+DY	NONE	CORE_CARD	ANSETZEN · LANG · SCHLUSS
E228	f82r	B2	B2-S022	lochedy	L+O+CHD+DY	O+DY	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · GANG · UMSETZEN · SCHLUSS
E229	f83r	B3	B3-S001	olkeedy	SOLK+EE+DY	EE+DY	SOLK	MIXED_OR_SPECIALIST_CARD	AUFFANGEN · LANG · SCHLUSS
E230	f83r	B3	B3-S002	qotal	OT+AL	OT+AL	NONE	CORE_CARD	DANACH · ZIEL
E231	f83r	B3	B3-S002	chkeedy	CHK+EE+DY	EE+DY	CHK	MIXED_OR_SPECIALIST_CARD	WAERMEN · LANG · SCHLUSS
E232	f83r	B3	B3-S003	chey	Y	Y	NONE	CORE_CARD	DIES
E233	f83r	B3	B3-S003	daiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E234	f83r	B3	B3-S003	chey	Y	Y	NONE	CORE_CARD	DIES
E235	f83r	B3	B3-S003	lchedy	L+CHD+DY	DY	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN · SCHLUSS
E236	f83r	B3	B3-S004	qokaiin	OK+AIIN	OK+AIIN	NONE	CORE_CARD	ANSETZEN · MASS
E237	f83r	B3	B3-S004	qotal	OT+AL	OT+AL	NONE	CORE_CARD	DANACH · ZIEL
E238	f83r	B3	B3-S004	dar	AR	AR	NONE	CORE_CARD	QUELLE
E239	f83r	B3	B3-S005	schedy	CHD+DY	DY	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · SCHLUSS
E240	f83r	B3	B3-S006	chedchy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E241	f83r	B3	B3-S006	qokal	OK+AL	OK+AL	NONE	CORE_CARD	ANSETZEN · ZIEL
E242	f83r	B3	B3-S006	olchedy	OL+CHD+DY	OL+DY	CHD	MIXED_OR_SPECIALIST_CARD	FORTSETZEN · UMSETZEN · SCHLUSS
E243	f83r	B3	B3-S007	qokaiin	OK+AIIN	OK+AIIN	NONE	CORE_CARD	ANSETZEN · MASS
E244	f83r	B3	B3-S007	chedy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E245	f83r	B3	B3-S007	qokeedy	OK+EE+DY	OK+EE+DY	NONE	CORE_CARD	ANSETZEN · LANG · SCHLUSS
E246	f83r	B3	B3-S008	lchedy	L+CHD+DY	DY	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN · SCHLUSS
E247	f83r	B3	B3-S009	qoky	OK+Y	OK+Y	NONE	CORE_CARD	ANSETZEN · DIES
E248	f83r	B3	B3-S010	pchedal	P+CHD+AL	AL	P+CHD	MIXED_OR_SPECIALIST_CARD	EINFUELLEN · UMSETZEN · ZIEL
E249	f83r	B3	B3-S010	otedy	OT+E+DY	OT+E+DY	NONE	CORE_CARD	DANACH · KURZ · SCHLUSS
E250	f83r	B3	B3-S011	shecthedchy	SH+E+CTH+CHD+Y	E+Y	SH+CTH+CHD	MIXED_OR_SPECIALIST_CARD	HALTEN · KURZ · BEREIT · UMSETZEN · DIES
E251	f83r	B3	B3-S011	qoky	OK+Y	OK+Y	NONE	CORE_CARD	ANSETZEN · DIES
E252	f83r	B3	B3-S011	chedy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E253	f83r	B3	B3-S011	chary	AR+Y	AR+Y	NONE	CORE_CARD	QUELLE · DIES
E254	f83r	B3	B3-S012	sor	OR	OR	NONE	CORE_CARD	ANSATZ
E255	f83r	B3	B3-S012	shedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E256	f83r	B3	B3-S013	qokaiin	OK+AIIN	OK+AIIN	NONE	CORE_CARD	ANSETZEN · MASS
E257	f83r	B3	B3-S013	chkain	K+AIN	K	AIN	MIXED_OR_SPECIALIST_CARD	ZUDOSIEREN · PORTION
E258	f83r	B3	B3-S013	shcthey	CTH+E+Y	E+Y	CTH	MIXED_OR_SPECIALIST_CARD	BEREIT · KURZ · DIES
E259	f83r	B3	B3-S013	qokedy	OK+E+DY	OK+E+DY	NONE	CORE_CARD	ANSETZEN · KURZ · SCHLUSS
E260	f83r	B3	B3-S014	okair	OK+AIR	OK	AIR	MIXED_OR_SPECIALIST_CARD	ANSETZEN · LAUF
E261	f83r	B3	B3-S014	sheedy	SH+EE+DY	EE+DY	SH	MIXED_OR_SPECIALIST_CARD	HALTEN · LANG · SCHLUSS
E262	f83r	B3	B3-S015	lchedy	L+CHD+DY	DY	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN · SCHLUSS
E263	f83r	B3	B3-S016	lo	L+O	O	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · GANG
E264	f83r	B3	B3-S016	qokchedy	OK+CHD+DY	OK+DY	CHD	MIXED_OR_SPECIALIST_CARD	ANSETZEN · UMSETZEN · SCHLUSS
E265	f83r	B3	B3-S017	qokeedy	OK+EE+DY	OK+EE+DY	NONE	CORE_CARD	ANSETZEN · LANG · SCHLUSS
E266	f83r	B3	B3-S018	shedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E267	f83r	B3	B3-S019	qokshedy	OK+SH+E+DY	OK+E+DY	SH	MIXED_OR_SPECIALIST_CARD	ANSETZEN · HALTEN · KURZ · SCHLUSS
E268	f83r	B3	B3-S020	dal	AL	AL	NONE	CORE_CARD	ZIEL
E269	f83r	B3	B3-S020	lchedy	L+CHD+DY	DY	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN · SCHLUSS
E270	f83r	B3	B3-S021	qokaiin	OK+AIIN	OK+AIIN	NONE	CORE_CARD	ANSETZEN · MASS
E271	f83r	B3	B3-S021	shcthy	CTH+Y	Y	CTH	MIXED_OR_SPECIALIST_CARD	BEREIT · DIES
E272	f83r	B3	B3-S021	dal	AL	AL	NONE	CORE_CARD	ZIEL
E273	f83r	B3	B3-S021	sy	Y	Y	NONE	CORE_CARD	DIES
E274	f83r	B3	B3-S021	saiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E275	f83r	B3	B3-S021	shedal	SHED+AL	AL	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · ZIEL
E276	f83r	B3	B3-S021	shecthy	SH+E+CTH+Y	E+Y	SH+CTH	MIXED_OR_SPECIALIST_CARD	HALTEN · KURZ · BEREIT · DIES
E277	f83r	B3	B3-S021	chey	Y	Y	NONE	CORE_CARD	DIES
E278	f83r	B3	B3-S021	tal	AL	AL	NONE	CORE_CARD	ZIEL
E279	f83r	B3	B3-S021	shcthy	CTH+Y	Y	CTH	MIXED_OR_SPECIALIST_CARD	BEREIT · DIES
E280	f83r	B3	B3-S021	dalchdy	AL+CHD+DY	AL+DY	CHD	MIXED_OR_SPECIALIST_CARD	ZIEL · UMSETZEN · SCHLUSS
E281	f83r	B3	B3-S022	qotchedy	OT+CHD+DY	OT+DY	CHD	MIXED_OR_SPECIALIST_CARD	DANACH · UMSETZEN · SCHLUSS
E282	f83r	B3	B3-S023	lchedy	L+CHD+DY	DY	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN · SCHLUSS
E283	f83r	B3	B3-S024	tchedy	CHD+DY	DY	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · SCHLUSS
E284	f83r	B3	B3-S025	qokchdy	OK+CHD+DY	OK+DY	CHD	MIXED_OR_SPECIALIST_CARD	ANSETZEN · UMSETZEN · SCHLUSS
E285	f83r	B3	B3-S026	cheedar	EE+AR	EE+AR	NONE	CORE_CARD	LANG · QUELLE
E286	f83r	B3	B3-S026	chldaiin	L+AIIN	AIIN	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · MASS
E287	f83r	B3	B3-S026	chedy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E288	f83r	B3	B3-S026	qokain	OK+AIN	OK	AIN	MIXED_OR_SPECIALIST_CARD	ANSETZEN · PORTION
E289	f83r	B3	B3-S026	checthy	CTH+Y	Y	CTH	MIXED_OR_SPECIALIST_CARD	BEREIT · DIES
E290	f83r	B3	B3-S026	chealror	AL+R+OR	AL+OR	R	MIXED_OR_SPECIALIST_CARD	ZIEL · KUEHLEN · ANSATZ
E291	f83r	B3	B3-S026	solkeedy	SOLK+EE+DY	EE+DY	SOLK	MIXED_OR_SPECIALIST_CARD	AUFFANGEN · LANG · SCHLUSS
E292	f83r	B3	B3-S027	qoteedy	OT+EE+DY	OT+EE+DY	NONE	CORE_CARD	DANACH · LANG · SCHLUSS
E293	f83r	B3	B3-S028	qokeey	OK+EE+Y	OK+EE+Y	NONE	CORE_CARD	ANSETZEN · LANG · DIES
E294	f83r	B3	B3-S028	qokedy	OK+E+DY	OK+E+DY	NONE	CORE_CARD	ANSETZEN · KURZ · SCHLUSS
E295	f83r	B3	B3-S029	sol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E296	f83r	B3	B3-S029	cheeety	EEE+T+Y	Y	EEE+T	MIXED_OR_SPECIALIST_CARD	VOLL · EINTRAGEN · DIES
E297	f83r	B3	B3-S029	qokedy	OK+E+DY	OK+E+DY	NONE	CORE_CARD	ANSETZEN · KURZ · SCHLUSS
E298	f83r	B3	B3-S030	qoky	OK+Y	OK+Y	NONE	CORE_CARD	ANSETZEN · DIES
E299	f83r	B3	B3-S030	saiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E300	f83r	B3	B3-S030	schedair	CHD+AIR	NONE	CHD+AIR	MIXED_OR_SPECIALIST_CARD	UMSETZEN · LAUF
E301	f83r	B3	B3-S030	otchedy	OT+CHD+DY	OT+DY	CHD	MIXED_OR_SPECIALIST_CARD	DANACH · UMSETZEN · SCHLUSS
E302	f83r	B3	B3-S031	qokeedy	OK+EE+DY	OK+EE+DY	NONE	CORE_CARD	ANSETZEN · LANG · SCHLUSS
E303	f83r	B3	B3-S032	chedain	CHD+AIN	NONE	CHD+AIN	MIXED_OR_SPECIALIST_CARD	UMSETZEN · PORTION
E304	f83r	B3	B3-S032	chedy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E305	f83r	B3	B3-S032	qotedaiin	OT+E+AIIN	OT+E+AIIN	NONE	CORE_CARD	DANACH · KURZ · MASS
E306	f83r	B3	B3-S032	otaiin	OT+AIIN	OT+AIIN	NONE	CORE_CARD	DANACH · MASS
E307	f83r	B3	B3-S032	otedy	OT+E+DY	OT+E+DY	NONE	CORE_CARD	DANACH · KURZ · SCHLUSS
E308	f83r	B3	B3-S033	ldy	L+DY	DY	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · SCHLUSS
E309	f83r	B3	B3-S034	soiiin	O+IIN	O	IIN	MIXED_OR_SPECIALIST_CARD	GANG · STUFE
E310	f83r	B3	B3-S034	checthy	CTH+Y	Y	CTH	MIXED_OR_SPECIALIST_CARD	BEREIT · DIES
E311	f83r	B3	B3-S034	chety	T+Y	Y	T	MIXED_OR_SPECIALIST_CARD	EINTRAGEN · DIES
E312	f83r	B3	B3-S034	otaiin	OT+AIIN	OT+AIIN	NONE	CORE_CARD	DANACH · MASS
E313	f83r	B3	B3-S034	olsaly	OL+AL+Y	OL+AL+Y	NONE	CORE_CARD	FORTSETZEN · ZIEL · DIES
E314	f83r	B3	B3-S034	shedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E315	f83r	B4	B4-S001	qokeedy	OK+EE+DY	OK+EE+DY	NONE	CORE_CARD	ANSETZEN · LANG · SCHLUSS
E316	f83r	B4	B4-S002	qolchey	OL+Y	OL+Y	NONE	CORE_CARD	FORTSETZEN · DIES
E317	f83r	B4	B4-S002	qokeey	OK+EE+Y	OK+EE+Y	NONE	CORE_CARD	ANSETZEN · LANG · DIES
E318	f83r	B4	B4-S002	qokedy	OK+E+DY	OK+E+DY	NONE	CORE_CARD	ANSETZEN · KURZ · SCHLUSS
E319	f83r	B4	B4-S003	chedy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E320	f83r	B4	B4-S003	otal	OT+AL	OT+AL	NONE	CORE_CARD	DANACH · ZIEL
E321	f83r	B4	B4-S003	otchey	OT+Y	OT+Y	NONE	CORE_CARD	DANACH · DIES
E322	f83r	B4	B4-S003	qokeey	OK+EE+Y	OK+EE+Y	NONE	CORE_CARD	ANSETZEN · LANG · DIES
E323	f83r	B4	B4-S003	qoky	OK+Y	OK+Y	NONE	CORE_CARD	ANSETZEN · DIES
E324	f83r	B4	B4-S003	tol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E325	f83r	B4	B4-S003	shedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E326	f83r	B4	B4-S004	qokylddy	OK+Y+LD+DY	OK+Y+DY	LD	MIXED_OR_SPECIALIST_CARD	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS
E327	f83r	B4	B4-S005	dain	AIN	NONE	AIN	MIXED_OR_SPECIALIST_CARD	PORTION
E328	f83r	B4	B4-S005	chedy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E329	f83r	B4	B4-S005	qokeedy	OK+EE+DY	OK+EE+DY	NONE	CORE_CARD	ANSETZEN · LANG · SCHLUSS
E330	f83r	B4	B4-S006	shckhedy	SH+CKH+E+DY	E+DY	SH+CKH	MIXED_OR_SPECIALIST_CARD	HALTEN · DURCHLASS · KURZ · SCHLUSS
E331	f83r	B4	B4-S007	shckhedy	SH+CKH+E+DY	E+DY	SH+CKH	MIXED_OR_SPECIALIST_CARD	HALTEN · DURCHLASS · KURZ · SCHLUSS
E332	f83r	B4	B4-S008	saiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E333	f83r	B4	B4-S008	cheeky	CHK+EE+Y	EE+Y	CHK	MIXED_OR_SPECIALIST_CARD	WAERMEN · LANG · DIES
E334	f83r	B4	B4-S008	sheey	SH+EE+Y	EE+Y	SH	MIXED_OR_SPECIALIST_CARD	HALTEN · LANG · DIES
E335	f83r	B4	B4-S008	qokedy	OK+E+DY	OK+E+DY	NONE	CORE_CARD	ANSETZEN · KURZ · SCHLUSS
E336	f83r	B4	B4-S009	shedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E337	f83r	B4	B4-S010	oldy	OL+DY	OL+DY	NONE	CORE_CARD	FORTSETZEN · SCHLUSS
E338	f83r	B4	B4-S011	saiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E339	f83r	B4	B4-S011	cheky	CHK+E+Y	E+Y	CHK	MIXED_OR_SPECIALIST_CARD	WAERMEN · KURZ · DIES
E340	f83r	B4	B4-S011	okeeol	OK+EE+OL	OK+EE+OL	NONE	CORE_CARD	ANSETZEN · LANG · FORTSETZEN
E341	f83r	B4	B4-S011	okain	OK+AIN	OK	AIN	MIXED_OR_SPECIALIST_CARD	ANSETZEN · PORTION
E342	f83r	B4	B4-S011	chdy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E343	f83r	B4	B4-S011	sol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E344	f83r	B4	B4-S011	lkedy	L+K+E+DY	K+E+DY	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · ZUDOSIEREN · KURZ · SCHLUSS
E345	f83r	B4	B4-S012	lchedy	L+CHD+DY	DY	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN · SCHLUSS
E346	f83r	B4	B4-S013	qokol	OK+OL	OK+OL	NONE	CORE_CARD	ANSETZEN · FORTSETZEN
E347	f83r	B4	B4-S013	shedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E348	f83r	B4	B4-S014	or	OR	OR	NONE	CORE_CARD	ANSATZ
E349	f83r	B4	B4-S014	chey	Y	Y	NONE	CORE_CARD	DIES
E350	f83r	B4	B4-S014	qockhey	O+CKH+E+Y	O+E+Y	CKH	MIXED_OR_SPECIALIST_CARD	GANG · DURCHLASS · KURZ · DIES
E351	f83r	B4	B4-S014	dairydy	AIR+Y+DY	Y+DY	AIR	MIXED_OR_SPECIALIST_CARD	LAUF · DIES · SCHLUSS
E352	f83r	B4	B4-S015	qokain	OK+AIN	OK	AIN	MIXED_OR_SPECIALIST_CARD	ANSETZEN · PORTION
E353	f83r	B4	B4-S015	shey	SH+EE+Y	EE+Y	SH	MIXED_OR_SPECIALIST_CARD	HALTEN · LANG · DIES
E354	f83r	B4	B4-S015	kain	K+AIN	K	AIN	MIXED_OR_SPECIALIST_CARD	ZUDOSIEREN · PORTION
E355	f83r	B4	B4-S015	chckhal	CH+CKH+AL	AL	CH+CKH	MIXED_OR_SPECIALIST_CARD	ABNEHMEN · DURCHLASS · ZIEL
E356	f83r	B4	B4-S015	solkey	SOLK+E+Y	E+Y	SOLK	MIXED_OR_SPECIALIST_CARD	AUFFANGEN · KURZ · DIES
E357	f83r	B4	B4-S015	lchedy	L+CHD+DY	DY	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN · SCHLUSS
E358	f83r	B4	B4-S016	qolkain	OL+K+AIN	OL+K	AIN	MIXED_OR_SPECIALIST_CARD	FORTSETZEN · ZUDOSIEREN · PORTION
E359	f83r	B4	B4-S016	dal	AL	AL	NONE	CORE_CARD	ZIEL
E360	f83r	B4	B4-S016	skar	K+AR	K+AR	NONE	CORE_CARD	ZUDOSIEREN · QUELLE
E361	f83r	B4	B4-S016	shedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E362	f83r	B5	B5-S001	otchdy	OT+CHD+DY	OT+DY	CHD	MIXED_OR_SPECIALIST_CARD	DANACH · UMSETZEN · SCHLUSS
E363	f83r	B5	B5-S002	qokchdy	OK+CHD+DY	OK+DY	CHD	MIXED_OR_SPECIALIST_CARD	ANSETZEN · UMSETZEN · SCHLUSS
E364	f83r	B5	B5-S003	shedal	SHED+AL	AL	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · ZIEL
E365	f83r	B5	B5-S003	dal	AL	AL	NONE	CORE_CARD	ZIEL
E366	f83r	B5	B5-S003	cheol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E367	f83r	B5	B5-S003	lol	L+OL	OL	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · FORTSETZEN
E368	f83r	B5	B5-S003	chdal	CHD+AL	AL	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · ZIEL
E369	f83r	B5	B5-S003	aiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E370	f83r	B5	B5-S003	sol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E371	f83r	B5	B5-S003	daiiin	DA+IIN	NONE	DA+IIN	MIXED_OR_SPECIALIST_CARD	ZWEIT · STUFE
E372	f83r	B5	B5-S003	chedy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E373	f83r	B6	B6-S001	solkeey	SOLK+EE+Y	EE+Y	SOLK	MIXED_OR_SPECIALIST_CARD	AUFFANGEN · LANG · DIES
E374	f83r	B6	B6-S001	qekey	E+K+E+Y	E+K+E+Y	NONE	CORE_CARD	KURZ · ZUDOSIEREN · KURZ · DIES
E375	f83r	B6	B6-S001	raly	R+AL+Y	AL+Y	R	MIXED_OR_SPECIALIST_CARD	KUEHLEN · ZIEL · DIES
E376	f83r	B6	B6-S001	ol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E377	f83r	B6	B6-S001	daiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E378	f83r	B6	B6-S001	ol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E379	f83r	B6	B6-S001	dain	AIN	NONE	AIN	MIXED_OR_SPECIALIST_CARD	PORTION
E380	f83r	B6	B6-S001	chey	Y	Y	NONE	CORE_CARD	DIES
E381	f83r	B6	B6-S001	ldalor	L+AL+OR	AL+OR	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · ZIEL · ANSATZ
