teaching_unit_id	layer	unit_type	recognition_forms	spoken_value_de	concrete_context_values_de	specialist_surface_forms	observed_specialist_events	pages	teaching_rule_de
C-W022-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	cheey	HALTEN · GRAD II · POSTEN	Klarlauf	cheey	9	f82r|f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W022-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	shey	HALTEN · GRAD I · POSTEN	Klarlauf	shey	6	f11r|f82r|f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W023-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	tshol	STELLEN · HALTEN · FORTSETZEN	Blütenkraut	tshol	1	f11r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W024-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	ody	AUSFÜHREN · SCHLUSS	kühlen	ody	2	f55v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W024-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	tchody	STELLEN · NEHMEN · AUSFÜHREN · SCHLUSS	kalt stellen	tchody	1	f11r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W025-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	sheckhal	HALTEN · GRAD I · DURCHLASS · ZIEL	Mittelmaß	sheckhal	1	f81v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W026-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	cphy	UMLEITEN · POSTEN	nachseihen	cphy	1	f11r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W027-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	qoctholy	BEGINN · AUSFÜHREN · BEREIT · FORTSETZEN · POSTEN	pressen	qoctholy	1	f10r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W028-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	shoyty	HALTEN · AUSFÜHREN · POSTEN · STELLEN · POSTEN	Blütenreserve	shoyty	1	f11r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W029-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	etyd	GRAD I · STELLEN · POSTEN	Wurzelrest	etyd	1	f10r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W030-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	qekey	GRAD I · GEBEN · GRAD I · POSTEN	roh	qekey	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W031-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	ly	LEITEN · POSTEN	Auffangschale	ly	1	f81v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W032-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	sshkchdy	HALTEN · GEBEN · UMSETZEN · SCHLUSS	schwenken	sshkchdy	1	f81v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W033-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	cheeety	GRAD III · STELLEN · POSTEN	erste Spülung	cheeety	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W033-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	tshey	HALTEN · GRAD I · POSTEN	Spülwasser	tshey	1	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W034-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	sh	HALTEN	Stängel	sh	1	f56r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W035-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	shfydaiin	HALTEN · POSTEN · MASS	vorgeschriebene Stehzeit	shfydaiin	1	f11r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W036-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	lcheey	LEITEN · GRAD II · POSTEN	Nassstelle	lcheey	1	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W036-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	qolky	AUFFANGEN · POSTEN	Arbeitsstelle	qolky	1	f81v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W037-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	schoal	HALTEN · AUSFÜHREN · ZIEL	Weinsud	schoal	1	f11r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W038-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	ches	NEHMEN · GRAD I · AUSWÄHLEN	gleichteilen	ches	1	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W039-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	oykchor	AUSFÜHREN · POSTEN · GEBEN · NEHMEN · ANSATZ	Topf	oykchor	1	f10r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W040-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	kchy	GEBEN · POSTEN	Trank	kchy	1	f11r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W041-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	dain	PORTION	Tuch	dain	3	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W041-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	solkaiin	AUFFANGEN · MASS	Seihtuch	solkaiin	1	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W042-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	qockhey	AUSFÜHREN · DURCHLASS · GRAD I · POSTEN	Überlauf	qockhey	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W042-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	sheckhy	HALTEN · GRAD I · DURCHLASS · POSTEN	Überlauf	sheckhy	2	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W043-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	talam	STELLEN · ZIEL · INNEN	verwahren	talam	1	f55v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W044-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	dchol	TEIL · FORTSETZEN	Voriges	dchol	1	f11r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W044-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	schol	WIEDER	Voriges	schol	1	f56r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W045-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	qotedaiin	DANACH · GRAD I · MASS	Wanne	qotedaiin	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W046-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	lol	LEITEN · FORTSETZEN	warm	lol	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W046-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	rol	MERKEN · FORTSETZEN	warm	rol	2	f81v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W046-03	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	shecthy	HALTEN · GRAD I · BEREIT · POSTEN	handwarm	shecthy	2	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W047-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	rsheal	MERKEN · HALTEN · GRAD I · ZIEL	Warmwasser	rsheal	1	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W048-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	choy	TEILSTOFF · POSTEN	waschen	choy	1	f56r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W048-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	lkedy	LEITEN · GEBEN · GRAD I · SCHLUSS	nachwaschen	lkedy	2	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W048-03	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	rshedy	MERKEN · ABSETZEN · SCHLUSS	Waschgang	rshedy	1	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W049-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	dchey	NEHMEN · GRAD I · POSTEN	Wurzel	dchey	1	f10r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W050-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	chckhal	NEHMEN · DURCHLASS · ZIEL	Haltezeit	chckhal	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W051-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	kchey	GEBEN · NEHMEN · GRAD I · POSTEN	zerreiben	kchey	1	f56r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-L001-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	torshor	STELLEN · ANSATZ · HALTEN · ANSATZ	Artikelkopf: die große sichtbare Speicherwurzel/Krone aktivieren.	torshor	1	f13r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-L002-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	dchg	TEIL · NEHMEN · EINMAL	Einen der kleinen sichtbaren Rundkörper am Wurzelhals abnehmen.	dchg	1	f13r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-L003-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	tshy	STELLEN · POSTEN	Den Anteil aus dem endständigen Blütenstand wählen.	tshy	1	f13r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-L004-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	cfholdy	TRENNEN · FORTSETZEN · SCHLUSS	Den ersten Ansatz weiter auspressen und den Teilgang schließen.	cfholdy	1	f13r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-L005-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	shochy	TEILSTOFF · POSTEN	Einen Anteil aus der breiten Blattkrone nehmen.	shochy	1	f13r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
D001	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otorchety	WURZELBÜNDEL	blasses vielzehiges Wurzelbündel	otorchety	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D002	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	osal	SPINDELWURZEL	schmale dunkle Spindelwurzel	osal	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D003	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	orald	FASERWURZELBÜNDEL	gebundenes helles Faserwurzelbündel	orald	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D004	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	oldar	KNOLLENWURZEL	dicke braune verzweigte Knollenwurzel	oldar	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D005	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otoky	SCHLINGWURZEL	heller Knotenkopf mit Schlingwurzeln	otoky	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D006	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otaly	LANZETTBLATT	einzelnes lanzettliches Blatt	otaly	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D007	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otaldy	GABELWURZELSTOCK	kräftiger gegabelter Wurzelstock mit Blattkrone	otaldy	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D008	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	oram	HÄNGEWURZEL	schmale braune Hänge- oder Spindelwurzel	oram	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D009	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	dary	ZAHNKÖRPER	aufrechter grüner gezähnter Pflanzenkörper mit Wurzelbüschel	dary	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D010	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	okol	FASERWURZELSTOCK	heller gefasster Faserwurzelstock	okol	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D011	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	sorory	FLECKKNOLLE	gefleckter ovaler Knollen- oder Fruchtkörper	sorory	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D012	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otyda	BLATTZWEIG	langer Zweig mit paarigen Blättern	otyda	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D013	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	ofyskydal	WURZELKRONE	Wurzelkrone mit roten Wurzeln und gezähnten Blättern	ofyskydal	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D014	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otor	KRIECHSTOCK	kriechender Stock mit rund gezähnten Blättern	otor	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D015	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	am	SCHNITTKÖRPER	großer geschichteter heller Wurzel- oder Schnittkörper	am	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D016	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	ofaldo	SPEICHERTEIL	langer rötlicher Speicherteil mit zwei langen Blättern	ofaldo	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
X001	H_LOCAL_ADDRESS_COPY_RULE	REGISTER_COPY_RULE	ANY_GROUP_IN_IMAGE_LABEL_OR_DIAGRAM_ADDRESS_LOCUS	BILDADRESSE	Den benachbarten Bild-, Stern-, Ring- oder Stationsplatz benennen.		485	f67r2|f68r1|f69v|f70v|f75r|f81v|f82r|f83r	Am Labelort die ganze Kennung aus dem Meisterexemplar kopieren; sichtbare Wurzeln nur als Merkhilfe verwenden.
