retained_rank	source_draw	aggregate_match_distance	control_surfaces	aggregate_events	aggregate_pages	field_hit_cells	field_exposure_cells	field_specificity_rate	positioned_amount_neighbour_cells	open_positioned_amount_neighbour_cells	gdt760_clean_content_contact_cells	field_or_positioned_neighbour_union_cells	field_or_open_positioned_neighbour_union_cells	field_form_breadth	positioned_amount_neighbour_form_breadth	open_positioned_amount_neighbour_form_breadth	gdt760_clean_content_contact_form_breadth	field_and_positioned_neighbour_form_breadth	field_and_open_positioned_neighbour_form_breadth	field_and_clean_content_form_breadth	field_or_positioned_neighbour_union_pages	field_or_open_positioned_neighbour_union_pages	global_l_occurrences
850	194297	0.329457672076	al|dal|okeol|oldal|qokail|qokal|qotol|sheal|sheol|shol|tol	966	157	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	14	14	966
851	2086	0.329465814115	al|chol|daiil|dal|kal|oal|okeol|okol|qokal|rol|sol	1120	161	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1120
852	91803	0.329466607917	al|chol|dal|oal|okeol|opalal|qokal|qotol|sal|shal|sheol	1150	160	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1150
853	109298	0.329524786337	al|dal|lolol|okol|qokal|sal|sheal|sheol|shol|tchal|tol	969	156	12	34	0.352941176471	13	13	0	22	22	6	4	4	0	3	3	0	16	16	969
854	148262	0.329648650321	al|chlal|chol|dal|dl|kal|okol|qokal|sal|tail|tol	1088	161	13	38	0.342105263158	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1088
855	125931	0.329656066604	airal|al|chol|dal|lol|lolol|qokal|qotol|sheal|sheol|tol	1137	162	13	38	0.342105263158	15	15	0	27	27	5	4	4	0	3	3	0	20	20	1137
856	34167	0.329687237712	al|chl|chol|lol|okeol|okol|qokal|qokalol|qotol|sheol|taral	1023	155	11	34	0.323529411765	15	15	0	25	25	5	4	4	0	3	3	0	20	20	1023
857	141439	0.329687743701	al|chol|dol|keol|lchedal|lol|okeol|qokal|qokeeal|sheol|sol	1050	161	9	31	0.290322580645	16	15	1	24	23	3	5	4	1	3	3	0	19	18	1050
858	166068	0.329691673961	al|chdal|daiil|dal|okeol|okol|qokal|sheol|shol|tchal|tol	981	157	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	15	15	981
859	39999	0.329711583025	al|cheal|chol|dal|kal|lcheal|okol|olchal|oteol|qokal|qotol	1094	162	14	43	0.325581395349	17	15	2	30	28	6	6	4	2	4	3	1	22	20	1094
860	56239	0.329714114707	al|chl|chol|dol|lcheal|lkeal|okol|qokal|qotol|sheol|sol	1077	161	11	34	0.323529411765	14	14	0	24	24	5	3	3	0	3	3	0	19	19	1077
861	178243	0.329732479485	al|dal|okeol|qokal|qotol|rol|sheol|shol|tchal|tedal|tol	972	157	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	972
862	93986	0.32973950042	al|chl|chol|kal|lol|okol|olchal|qokal|qopal|sheol|sol	1018	159	11	36	0.305555555556	16	16	0	26	26	5	5	5	0	3	3	0	20	20	1018
863	127468	0.329746539239	al|dal|kal|okeol|oteol|qokal|sal|shol|sol|tchal|tedal	930	152	10	32	0.3125	14	13	1	21	20	4	5	4	1	3	3	0	16	15	930
864	157712	0.329783731218	al|chol|dal|kal|okol|oldal|qokal|qotol|sol|tal|tedal	1119	161	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1119
865	154516	0.329826503543	al|chol|daiil|dal|okeedal|okol|qokal|qotol|sal|shal|tol	1105	161	14	38	0.368421052632	15	15	0	28	28	6	4	4	0	3	3	0	21	21	1105
866	137779	0.329843925261	al|chlal|dal|dol|lolol|okeol|qokal|qotol|sheal|shol|sol	975	156	11	32	0.34375	12	12	0	20	20	5	3	3	0	3	3	0	14	14	975
867	177237	0.329845292945	al|cheal|chol|lkeal|okeol|oldal|qokal|qotol|sal|shol|sol	1100	162	13	40	0.325	18	17	1	28	27	5	6	5	1	5	4	1	19	18	1100
868	99936	0.329847120757	al|chol|lol|lolol|okol|oldal|qokal|qotol|sheal|sheol|sol	1022	158	11	33	0.333333333333	15	15	0	25	25	5	4	4	0	3	3	0	19	19	1022
869	61863	0.329856264973	al|chol|daiil|dal|odal|oteol|qokal|qokeeal|qotol|sal|sheol	1131	162	12	37	0.324324324324	16	15	1	27	26	4	5	4	1	3	3	0	21	20	1131
870	178898	0.329920683182	al|chl|chol|dal|kal|okol|qokal|qopal|rol|sheol|tedal	1137	161	14	41	0.341463414634	14	14	0	27	27	6	3	3	0	3	3	0	21	21	1137
871	19260	0.329933743854	al|daiil|dal|kal|lol|qokal|qopal|qotol|sheal|sheol|shol	948	154	11	34	0.323529411765	13	13	0	21	21	5	4	4	0	3	3	0	15	15	948
872	3913	0.329958847866	al|chol|dal|kal|keel|okol|qokal|qopal|sheal|sheol|tol	1137	162	14	40	0.35	14	14	0	27	27	6	3	3	0	3	3	0	20	20	1137
873	44415	0.330001760131	al|daiil|dal|dol|okeol|qokal|qotol|rol|shol|sol|tchal	981	156	10	31	0.322580645161	12	12	0	19	19	4	3	3	0	3	3	0	14	14	981
874	48264	0.330045898194	al|chl|chlal|chol|dal|odal|okeol|oteol|qokal|sal|tail	1070	161	13	38	0.342105263158	16	15	1	28	27	5	5	4	1	3	3	0	22	21	1070
875	60441	0.330124853552	al|chol|dal|keol|okeol|oldal|opalal|qokal|qotol|sol|tol	1117	162	12	36	0.333333333333	15	14	1	26	25	4	4	3	1	3	3	0	20	19	1117
876	154714	0.330151175959	airal|al|chl|dal|lchedal|okeol|okol|qokal|qotol|shol|sol	966	156	12	34	0.352941176471	12	12	0	21	21	6	3	3	0	3	3	0	16	16	966
877	83754	0.330156752702	al|chol|dal|kal|keol|okeol|okol|qokail|qokal|qokeeal|tol	1095	161	13	38	0.342105263158	15	14	1	27	26	5	4	3	1	3	3	0	21	20	1095
878	30625	0.330165248694	al|dal|kal|okeol|qokail|qokal|qokeeal|sal|shal|shol|sol	919	151	10	32	0.3125	13	13	0	20	20	4	4	4	0	3	3	0	15	15	919
879	140971	0.330187684626	al|chol|lol|odal|olchal|qokal|qotol|sal|sheol|sol|taral	1006	157	9	32	0.28125	17	17	0	25	25	3	6	6	0	3	3	0	19	19	1006
880	94260	0.330262536832	al|chdal|cheal|chol|dal|okeol|okol|olchal|qokal|qokeeal|sol	1120	162	14	42	0.333333333333	16	15	1	29	28	6	5	4	1	4	3	1	21	20	1120
881	85416	0.330289853711	al|cthol|daiil|dal|dol|kal|oal|qokal|qotol|sheol|sol	920	147	7	28	0.25	10	10	0	16	16	3	2	2	0	2	2	0	13	13	920
882	24099	0.330301282204	al|chol|dal|dl|lkeal|lol|okol|qokal|qotol|sal|taral	1107	160	13	37	0.351351351351	16	16	0	28	28	5	5	5	0	3	3	0	22	22	1107
883	51517	0.330308705492	al|cthol|dal|dol|okeol|pal|qetal|qokal|sheal|sheol|sol	910	146	8	28	0.285714285714	10	10	0	17	17	4	2	2	0	2	2	0	13	13	910
884	96108	0.330310267081	al|chdal|dal|lchedal|oal|okol|qokal|sal|sheol|shol|tol	974	156	11	33	0.333333333333	13	13	0	21	21	5	4	4	0	3	3	0	16	16	974
885	171897	0.330371058566	al|chl|dal|dl|lol|lolol|oteol|qokal|qokeeal|sheol|shol	938	152	11	34	0.323529411765	14	13	1	22	21	5	5	4	1	3	3	0	17	16	938
886	154777	0.330387376752	al|dal|dl|kol|okeol|qokal|qokalol|sheol|shol|sol|taral	980	159	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	980
887	56124	0.330396540592	al|chcthal|cheal|chol|dal|dl|kal|okeol|opalal|qokal|qotol	1077	161	13	41	0.317073170732	15	14	1	27	26	5	4	3	1	4	3	1	20	19	1077
888	136343	0.330428359772	al|chl|dal|lolol|okeol|okol|qokal|qopal|qotol|shol|sol	966	156	12	34	0.352941176471	12	12	0	21	21	6	3	3	0	3	3	0	16	16	966
889	10356	0.330470976111	al|chol|dal|kal|lchedal|odal|okeol|qokal|qotol|sheol|taral	1137	161	12	38	0.315789473684	14	14	0	25	25	4	3	3	0	3	3	0	19	19	1137
890	61867	0.330470976111	al|chol|dal|kal|odal|okeol|qokail|qokal|qopal|qotol|sheol	1137	161	12	38	0.315789473684	14	14	0	25	25	4	3	3	0	3	3	0	19	19	1137
891	125621	0.330483072144	al|dal|lolol|okeol|okol|qokal|qokeeal|rol|sal|shol|sol	952	154	11	32	0.34375	13	13	0	21	21	5	4	4	0	3	3	0	16	16	952
892	31529	0.330484493511	al|chlal|chol|dal|kal|lolol|okol|qokal|qotol|rol|sol	1119	161	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1119
893	62559	0.330524997175	al|chl|chol|dal|kal|okeedal|okol|qokal|rol|sheol|tedal	1139	161	15	42	0.357142857143	14	14	0	28	28	7	3	3	0	3	3	0	21	21	1139
894	41361	0.330556778081	al|cheal|daiil|dal|lol|qokal|qopal|qotol|sheol|shol|tol	969	156	11	36	0.305555555556	14	13	1	22	21	5	5	4	1	4	3	1	16	15	969
895	29162	0.330567767969	al|chol|dal|dl|kal|okol|opalal|qokal|sal|tchal|tol	1088	161	13	38	0.342105263158	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1088
896	16884	0.330577346763	al|chcthal|dal|dol|okol|qokail|qokal|shal|sheol|shol|tol	1009	159	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	15	15	1009
897	144442	0.330603923806	al|chlal|dal|dol|keol|okeol|qokal|sheol|sol|tedal|tol	897	145	7	26	0.269230769231	11	10	1	17	16	3	3	2	1	2	2	0	14	13	897
898	111700	0.330612723826	al|chl|chol|lol|okol|opalal|qokal|qokeeal|ral|sheol|sol	1009	157	11	34	0.323529411765	15	15	0	25	25	5	4	4	0	3	3	0	20	20	1009
899	150684	0.330645904224	al|cheal|chl|chol|dol|okol|qokal|qokalol|sheol|sol|tchal	1060	161	12	38	0.315789473684	15	14	1	26	25	6	4	3	1	4	3	1	20	19	1060
900	104999	0.330647564266	al|cheal|chl|chol|dal|kal|kol|oldal|opalal|qokal|sheol	1120	163	14	44	0.318181818182	15	14	1	28	27	6	4	3	1	4	3	1	21	20	1120
901	153642	0.330654831554	airal|al|chol|keol|lol|okeol|qokal|sal|sheol|shol|tedal	1117	162	12	37	0.324324324324	19	18	1	28	27	4	7	6	1	4	4	0	20	19	1117
902	18077	0.330666690891	airal|al|chl|dal|dol|qokal|rol|sal|shol|sol|tedal	959	153	11	33	0.333333333333	13	13	0	21	21	5	4	4	0	3	3	0	16	16	959
903	9616	0.330677850623	al|chl|dal|dol|otchol|pal|qokail|qokal|sal|sheol|shol	999	157	11	34	0.323529411765	13	13	0	21	21	5	4	4	0	3	3	0	16	16	999
904	46062	0.330693566777	al|chol|keel|keol|lol|oal|qokal|qotol|sal|sheol|sol	1010	157	9	31	0.290322580645	17	16	1	25	24	3	6	5	1	3	3	0	20	19	1010
905	128955	0.330711041953	al|chdal|dal|okeol|okol|olchal|qokal|sheol|shol|tchal|tol	981	157	11	34	0.323529411765	13	13	0	21	21	5	4	4	0	3	3	0	15	15	981
906	10553	0.330711465922	al|chdal|chol|lkeal|okeol|oldal|qokal|qotol|sal|sheol|sol	1020	158	9	31	0.290322580645	15	15	0	23	23	3	4	4	0	3	3	0	18	18	1020
907	86848	0.330718628562	al|cheal|chol|dal|kal|lcheal|qokal|qotol|sheol|tail|tol	1139	162	13	42	0.309523809524	15	14	1	27	26	5	4	3	1	4	3	1	20	19	1139
908	75743	0.330739437267	al|cheal|chol|dal|dl|okeol|olchal|qokal|qopal|qotol|sheol	1142	161	13	42	0.309523809524	16	15	1	28	27	5	5	4	1	4	3	1	20	19	1142
909	43054	0.330764252157	al|chol|dal|lol|okeol|okol|pal|qokail|qokal|sol|tal	1130	160	13	37	0.351351351351	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1130
910	170841	0.330773853233	al|chlal|dal|okeol|oteol|qokail|qokal|rol|sal|shol|sol	925	151	10	31	0.322580645161	14	13	1	21	20	4	5	4	1	3	3	0	16	15	925
911	192499	0.330776350106	al|dal|dol|okol|opalal|oteol|qokal|qokeeal|sheol|sol|tal	900	147	8	27	0.296296296296	11	10	1	18	17	4	3	2	1	2	2	0	15	14	900
912	150103	0.330789858008	al|chol|dal|okeol|okol|opalal|qokal|qopal|qotol|ral|sal	1114	159	13	37	0.351351351351	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1114
913	29820	0.330795252507	al|chol|dal|lchedal|lol|odal|okol|qokal|qopal|qotol|tol	1100	161	13	37	0.351351351351	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1100
914	107140	0.3308204912	al|chl|chlal|chol|dal|kal|okol|qokail|qokal|sheal|tol	1075	161	15	41	0.365853658537	14	14	0	28	28	7	3	3	0	3	3	0	21	21	1075
915	3178	0.330856418711	al|dal|kal|lol|okol|oteol|qokal|qopal|sheol|shol|tedal	970	156	11	34	0.323529411765	14	13	1	22	21	5	5	4	1	3	3	0	17	16	970
916	166381	0.330856418711	al|chcthal|dal|kal|lol|okol|olchal|oteol|qokal|sheol|shol	970	156	11	35	0.314285714286	15	14	1	23	22	5	6	5	1	3	3	0	17	16	970
917	131640	0.330857128679	al|daiil|dal|dol|oal|okeol|otchol|qokal|sheol|sol|tal	892	148	7	26	0.269230769231	10	10	0	16	16	3	2	2	0	2	2	0	13	13	892
918	47551	0.330865034543	al|cthol|dal|lcheal|okol|qokal|ral|sheol|shol|sol|tedal	1008	159	11	34	0.323529411765	12	12	0	20	20	5	3	3	0	3	3	0	15	15	1008
919	13773	0.330877784297	al|chol|dal|lcheal|lchedal|lol|okeol|okol|qokal|qotol|rol	1116	159	13	37	0.351351351351	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1116
920	84283	0.330878740343	al|chol|dol|lcheal|lkeal|lol|qokal|qotol|rol|sheol|sol	1051	161	9	31	0.290322580645	15	15	0	23	23	3	4	4	0	3	3	0	18	18	1051
921	2574	0.3308880298	al|chol|dol|lol|okol|qokail|qokal|qokeeal|sheol|sol|tal	1061	162	10	32	0.3125	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1061
922	145072	0.3308880298	al|chol|dol|lol|okol|qokail|qokal|sheol|sol|tal|tchal	1061	162	10	32	0.3125	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1061
923	141981	0.330896914011	al|chdal|chol|lolol|okol|qokal|qokeeal|qotol|sal|sheol|sol	1029	158	10	32	0.3125	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1029
924	72376	0.330921871348	al|dal|dol|okeol|okol|oldal|qokal|qokalol|sheal|sheol|sol	912	144	9	28	0.321428571429	10	10	0	18	18	5	2	2	0	2	2	0	14	14	912
925	112691	0.330945094807	airal|al|cheal|chol|dal|qetal|qokal|qotol|rol|sheol|sol	1157	161	13	41	0.317073170732	15	14	1	27	26	5	4	3	1	4	3	1	20	19	1157
926	141819	0.330966393715	al|chcthal|chol|dal|opalal|oteol|qokal|rol|sal|sheol|tol	1128	164	12	37	0.324324324324	16	15	1	27	26	4	5	4	1	3	3	0	21	20	1128
927	160938	0.331036701158	airal|al|chol|kal|lol|okeol|qokal|qokalol|qotol|sal|sheol	1004	157	9	32	0.28125	16	16	0	24	24	3	5	5	0	3	3	0	19	19	1004
928	105826	0.33109819133	al|dal|dol|kal|keel|okeol|qokal|qopal|sheol|sol|tol	904	142	7	27	0.259259259259	10	10	0	16	16	3	2	2	0	2	2	0	13	13	904
929	51169	0.331106432035	al|chcthal|chol|dal|dl|lol|okol|qokal|sal|sol|tail	1121	161	13	37	0.351351351351	16	16	0	28	28	5	5	5	0	3	3	0	22	22	1121
930	193776	0.331106579953	al|cheal|chol|dal|lkeal|okol|oteol|pal|qokal|qotol|sheal	1083	161	15	42	0.357142857143	16	14	2	30	28	7	5	3	2	4	3	1	22	20	1083
931	84272	0.331122144657	al|dal|dol|okeol|pal|qokal|qotol|sheal|sheol|sol|tail	902	143	8	27	0.296296296296	10	10	0	17	17	4	2	2	0	2	2	0	13	13	902
932	142477	0.331151565807	al|cheal|dal|kal|lolol|qokal|qopal|qotol|sal|sheol|shol	962	156	11	37	0.297297297297	14	13	1	22	21	5	5	4	1	4	3	1	16	15	962
933	177864	0.331184427847	al|cheal|chol|daiil|dal|kal|oteol|qokal|qotol|sheol|taral	1131	163	13	42	0.309523809524	16	14	2	28	26	5	5	3	2	4	3	1	21	19	1131
934	198256	0.331189701162	al|chl|chlal|chol|dal|kol|odal|qetal|qokal|qotol|sol	1093	162	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1093
935	95531	0.331194300725	al|chol|lkeal|lol|okeol|okol|qokal|qopal|sheol|sol|tal	1029	158	10	32	0.3125	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1029
936	129507	0.33120021402	al|chol|dal|keel|lol|odal|okeol|pal|qokal|sheol|tol	1138	162	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1138
937	161150	0.331206927661	al|chl|chol|dal|kal|lol|oal|okol|oteol|qokal|tail	1088	162	14	40	0.35	16	15	1	29	28	6	5	4	1	3	3	0	23	22	1088
938	158308	0.331224017989	al|chl|chlal|chol|dal|kol|qokal|sheal|sheol|tedal|tol	1117	164	14	40	0.35	14	14	0	27	27	6	3	3	0	3	3	0	20	20	1117
939	54001	0.331326488678	al|cheal|chl|chol|dal|lchedal|lol|okol|qokal|qokeeal|sheol	1153	160	15	44	0.340909090909	16	15	1	30	29	7	5	4	1	4	3	1	23	22	1153
940	15322	0.331341392811	al|chdal|chol|dal|kal|lcheal|okeol|okol|qokal|qotol|tail	1105	161	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1105
941	31309	0.331460929115	al|chl|chol|oal|okeol|qokal|sal|sheal|sheol|shol|tedal	1106	163	14	40	0.35	17	17	0	28	28	6	5	5	0	4	4	0	19	19	1106
942	192350	0.331513804844	al|chol|dal|lol|oal|okeol|okol|qokail|qokal|sol|tal	1130	160	13	37	0.351351351351	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1130
943	199400	0.331539736589	al|cheal|chol|dal|kal|lchedal|okol|oteol|qokal|qokeeal|qotol	1094	162	14	42	0.333333333333	16	14	2	29	27	6	5	3	2	4	3	1	22	20	1094
944	71809	0.331579979171	al|chl|chol|dol|okeol|oldal|qokal|qokalol|qotol|sal|sheol	1048	159	10	33	0.30303030303	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1048
945	55787	0.331601408781	al|chol|dal|odal|okol|pal|qokal|qokalol|qotol|sal|sol	1125	160	13	37	0.351351351351	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1125
946	136863	0.331606375209	al|chol|lchedal|lol|okeol|qokal|qotol|sal|shal|sheol|tchal	994	155	9	31	0.290322580645	16	16	0	24	24	3	5	5	0	3	3	0	19	19	994
947	146390	0.331617345905	al|dal|lcheal|okeol|oteol|qokail|qokal|ral|sheol|shol|tol	951	155	10	32	0.3125	13	12	1	20	19	4	4	3	1	3	3	0	15	14	951
948	5757	0.331677986008	al|chol|dal|kal|keol|oteol|qokal|qotol|sheol|tchal|tedal	1123	163	12	38	0.315789473684	16	14	2	27	25	4	5	3	2	3	3	0	21	19	1123
949	95566	0.331710255652	al|chlal|dal|lkeal|okol|qokal|sal|sheol|shol|tal|tol	975	156	11	33	0.333333333333	13	13	0	21	21	5	4	4	0	3	3	0	16	16	975
950	158927	0.331712876395	al|chl|chol|dal|lcheal|lchedal|qokal|qotol|sheol|tal|tol	1136	162	13	39	0.333333333333	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1136
951	91519	0.331735340342	al|chlal|chol|kal|okeol|qokal|qokalol|sal|sheol|sol|tol	1017	160	9	32	0.28125	15	15	0	23	23	3	4	4	0	3	3	0	18	18	1017
952	193977	0.331764494971	al|chcthal|chdal|dal|okeol|opalal|oteol|qokal|sheol|shol|tol	954	155	10	32	0.3125	13	12	1	20	19	4	4	3	1	3	3	0	15	14	954
953	56305	0.331770652779	al|cheal|chol|daiil|dol|lol|okol|qokal|qotol|sheol|taral	1053	159	11	36	0.305555555556	16	15	1	26	25	5	5	4	1	4	3	1	20	19	1053
954	70768	0.331802625978	al|chl|chol|dal|lol|lolol|okol|qokal|qokeeal|sheol|tal	1147	160	14	40	0.35	15	15	0	28	28	6	4	4	0	3	3	0	22	22	1147
955	67616	0.331832997783	al|dal|kal|lkeal|lol|okeol|qokal|qotol|shol|sol|tchal	945	154	10	32	0.3125	13	13	0	20	20	4	4	4	0	3	3	0	15	15	945
956	40200	0.331880023079	al|chol|dol|keol|lol|okol|qokal|qokalol|sheol|sol|tchal	1059	161	10	32	0.3125	16	15	1	25	24	4	5	4	1	3	3	0	20	19	1059
957	152999	0.331908430249	al|cheal|chol|dal|kal|keol|okol|qokal|qokalol|qopal|qotol	1086	160	14	42	0.333333333333	16	14	2	29	27	6	5	3	2	4	3	1	22	20	1086
958	39779	0.331911858972	al|chol|dal|kal|lchedal|oteol|qokal|qokeeal|sol|tal|tol	1083	164	12	37	0.324324324324	15	14	1	26	25	4	4	3	1	3	3	0	20	19	1083
959	27045	0.33193284297	al|chcthal|cheal|chl|chol|dal|opalal|qokal|qotol|sheol|tol	1142	162	14	43	0.325581395349	15	14	1	28	27	6	4	3	1	4	3	1	21	20	1142
960	1227	0.332013607673	al|chol|dal|dl|kal|oldal|qokal|qotol|sal|sheol|tedal	1134	162	12	38	0.315789473684	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1134
961	75106	0.332026593752	airal|al|cheal|chol|dol|kal|okeol|qetal|qokal|sheol|sol	1048	162	10	36	0.277777777778	15	14	1	24	23	4	4	3	1	4	3	1	18	17	1048
962	112954	0.332026593752	al|cheal|chol|dol|kal|keel|okeol|pal|qokal|sheol|sol	1048	162	10	36	0.277777777778	15	14	1	24	23	4	4	3	1	4	3	1	18	17	1048
963	51629	0.332048515048	al|cheal|cthol|daiil|dal|dol|qokal|qokeeal|sal|sheol|sol	915	148	8	31	0.258064516129	12	11	1	19	18	4	4	3	1	3	2	1	15	14	915
964	18199	0.332072241747	al|chdal|chl|chol|dal|kal|lchedal|lol|okol|qokal|qopal	1081	161	14	40	0.35	15	15	0	28	28	6	4	4	0	3	3	0	22	22	1081
965	92092	0.332104605452	al|dal|lol|oal|okeol|opalal|otchol|qokal|ral|sheol|shol	953	153	10	32	0.3125	13	13	0	20	20	4	4	4	0	3	3	0	15	15	953
966	141851	0.332110936397	al|chol|dal|opalal|oteol|qokal|qopal|sal|sheol|sol|tal	1151	163	12	37	0.324324324324	16	15	1	27	26	4	5	4	1	3	3	0	21	20	1151
967	177263	0.332139680707	al|chlal|chol|lol|qokail|qokal|qotol|sal|shol|sol|tal	1085	161	12	36	0.333333333333	18	18	0	27	27	4	6	6	0	4	4	0	19	19	1085
968	137009	0.332159682918	al|chlal|chol|dal|okol|qokal|qokalol|qotol|sal|sol|tal	1131	160	13	37	0.351351351351	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1131
969	116178	0.332171656332	al|cheal|dal|kol|olchal|qokal|sheol|shol|sol|tal|tchal	964	156	11	37	0.297297297297	14	13	1	22	21	5	5	4	1	4	3	1	15	14	964
970	94325	0.332211638808	al|cheal|chol|dol|lol|okeol|okol|olchal|oldal|qokal|sheol	1054	159	11	37	0.297297297297	17	16	1	27	26	5	6	5	1	4	3	1	20	19	1054
971	81885	0.332225388758	al|chol|lol|qokal|qokeeal|qotol|sal|shal|sheol|shol|tedal	1113	162	12	37	0.324324324324	18	18	0	27	27	4	6	6	0	4	4	0	19	19	1113
972	108770	0.33223786495	al|chlal|dal|dol|okeol|okol|opalal|qokal|shal|shol|sol	986	157	11	32	0.34375	12	12	0	20	20	5	3	3	0	3	3	0	15	15	986
973	69591	0.332246803272	al|chl|chol|okeedal|okeol|okol|opalal|qokal|qotol|sheol|sol	1047	158	12	35	0.342857142857	14	14	0	25	25	6	3	3	0	3	3	0	19	19	1047
974	184412	0.332251161545	al|chol|kal|okeol|qokal|qokalol|qokeeal|sal|sheol|sol|tol	1017	160	9	32	0.28125	15	15	0	23	23	3	4	4	0	3	3	0	18	18	1017
975	156109	0.332287632517	al|chcthal|cheal|chl|dal|olchal|qokal|qotol|sheol|shol|tol	962	156	12	39	0.307692307692	14	13	1	23	22	6	5	4	1	4	3	1	16	15	962
976	198073	0.33232692439	al|chol|dal|kal|keel|okeol|qokal|qotol|rol|sheol|tchal	1143	161	12	38	0.315789473684	14	14	0	25	25	4	3	3	0	3	3	0	19	19	1143
977	60022	0.332336046854	al|chol|keol|lol|okeol|okol|qokal|qopal|sheol|sol|tedal	1027	157	10	32	0.3125	16	15	1	25	24	4	5	4	1	3	3	0	20	19	1027
978	113582	0.332362759436	al|dal|dol|kal|keel|lol|okol|qokal|shol|sol|tchal	987	156	11	33	0.333333333333	13	13	0	21	21	5	4	4	0	3	3	0	16	16	987
979	135736	0.332368955972	al|cheal|chol|dol|kal|lkeal|lol|qokal|sal|shol|taral	1092	161	13	41	0.317073170732	19	18	1	29	28	5	7	6	1	5	4	1	20	19	1092
980	80278	0.332377948612	al|chol|dal|kal|kol|lcheal|lol|qokal|ral|sheol|tedal	1117	163	12	38	0.315789473684	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1117
981	24728	0.33241658981	al|chol|dal|lkeal|odal|okeol|okol|pal|qokal|qotol|sal	1112	159	13	37	0.351351351351	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1112
982	109236	0.332443827807	al|chol|dal|kal|lolol|oteol|qokal|ral|sol|taral|tol	1079	164	12	37	0.324324324324	15	14	1	26	25	4	4	3	1	3	3	0	20	19	1079
983	153607	0.332524245819	al|chol|dal|kal|okol|qokal|qopal|ral|sal|sheol|tail	1142	161	13	39	0.333333333333	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1142
984	180890	0.332525982862	al|chl|chol|dal|lkeal|lol|okol|pal|qokal|rol|sheol	1147	160	14	40	0.35	15	15	0	28	28	6	4	4	0	3	3	0	22	22	1147
985	131613	0.332549134834	al|chl|chol|dal|kal|lolol|otchol|qokal|sol|tchal|tol	1092	163	13	39	0.333333333333	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1092
986	73210	0.332583469314	al|chlal|dal|kol|lol|qokal|shal|sheol|shol|sol|tail	968	157	10	32	0.3125	13	13	0	20	20	4	4	4	0	3	3	0	15	15	968
987	173191	0.332597871204	al|cthol|daiil|dal|dol|okeol|qokal|qokeeal|ral|sheol|sol	912	146	7	27	0.259259259259	10	10	0	16	16	3	2	2	0	2	2	0	13	13	912
988	179803	0.332621532465	airal|al|chol|okeol|oteol|qokal|sal|shal|sheol|shol|tail	1105	163	12	37	0.324324324324	18	17	1	27	26	4	6	5	1	4	4	0	19	18	1105
989	174177	0.332651711382	al|dal|lol|okol|oldal|qokal|qokalol|sheal|sheol|shol|tol	967	156	12	34	0.352941176471	13	13	0	22	22	6	4	4	0	3	3	0	16	16	967
990	141097	0.33267941039	al|chl|chol|dal|lol|okeol|okol|olchal|qokal|qotol|taral	1124	159	14	40	0.35	16	16	0	29	29	6	5	5	0	3	3	0	22	22	1124
991	173572	0.33267941039	al|cheal|chol|dal|okeol|okol|qokal|qopal|qotol|sal|tedal	1124	159	14	41	0.341463414634	16	15	1	29	28	6	5	4	1	4	3	1	22	21	1124
992	45781	0.332687365061	al|cheal|dal|dol|lol|opalal|qokal|qotol|shol|sol|tchal	978	155	11	35	0.314285714286	14	13	1	22	21	5	5	4	1	4	3	1	16	15	978
