group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	locus_primitive_sequence	copy_instruction_de	semantic_reading
65	A1	f67r2	f67r2.26	3	A1:G065	A1_LEFT_LOCAL_FIELD_26	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_26.	LOCAL_MASTER_KEY_ONLY
66	A1	f67r2	f67r2.27	1	A1:G066	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_27.	LOCAL_MASTER_KEY_ONLY
67	A1	f67r2	f67r2.27	2	A1:G067	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_27.	LOCAL_MASTER_KEY_ONLY
68	A1	f67r2	f67r2.27	3	A1:G068	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_27.	LOCAL_MASTER_KEY_ONLY
69	A1	f67r2	f67r2.27	4	A1:G069	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A1_LEFT_LOCAL_FIELD_27.	LOCAL_MASTER_KEY_ONLY
70	A1	f67r2	f67r2.28	1	A1:G070	A1_LEFT_LOCAL_FIELD_28	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_28.	LOCAL_MASTER_KEY_ONLY
71	A1	f67r2	f67r2.28	2	A1:G071	A1_LEFT_LOCAL_FIELD_28	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_28.	LOCAL_MASTER_KEY_ONLY
72	A1	f67r2	f67r2.29	1	A1:G072	A1_LEFT_LOCAL_FIELD_29	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_29.	LOCAL_MASTER_KEY_ONLY
73	A1	f67r2	f67r2.29	2	A1:G073	A1_LEFT_LOCAL_FIELD_29	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_29.	LOCAL_MASTER_KEY_ONLY
74	A1	f67r2	f67r2.30	1	A1:G074	A1_LEFT_LOCAL_FIELD_30	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_30.	LOCAL_MASTER_KEY_ONLY
75	A1	f67r2	f67r2.30	2	A1:G075	A1_LEFT_LOCAL_FIELD_30	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_30.	LOCAL_MASTER_KEY_ONLY
76	A1	f67r2	f67r2.31	1	A1:G076	A1_LEFT_LOCAL_FIELD_31	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_31.	LOCAL_MASTER_KEY_ONLY
77	A1	f67r2	f67r2.32	1	A1:G077	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_32.	LOCAL_MASTER_KEY_ONLY
78	A1	f67r2	f67r2.32	2	A1:G078	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_32.	LOCAL_MASTER_KEY_ONLY
79	A1	f67r2	f67r2.32	3	A1:G079	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_32.	LOCAL_MASTER_KEY_ONLY
80	A1	f67r2	f67r2.32	4	A1:G080	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A1_LEFT_LOCAL_FIELD_32.	LOCAL_MASTER_KEY_ONLY
81	A1	f67r2	f67r2.33	1	A1:G081	A1_LEFT_LOCAL_FIELD_33	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_33.	LOCAL_MASTER_KEY_ONLY
82	A1	f67r2	f67r2.33	2	A1:G082	A1_LEFT_LOCAL_FIELD_33	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_33.	LOCAL_MASTER_KEY_ONLY
83	A1	f67r2	f67r2.33	3	A1:G083	A1_LEFT_LOCAL_FIELD_33	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_33.	LOCAL_MASTER_KEY_ONLY
84	A1	f67r2	f67r2.34	1	A1:G084	A1_LEFT_LOCAL_FIELD_34	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_34.	LOCAL_MASTER_KEY_ONLY
85	A1	f67r2	f67r2.34	2	A1:G085	A1_LEFT_LOCAL_FIELD_34	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_34.	LOCAL_MASTER_KEY_ONLY
86	A1	f67r2	f67r2.35	1	A1:G086	A1_LEFT_LOCAL_FIELD_35	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_35.	LOCAL_MASTER_KEY_ONLY
87	A1	f67r2	f67r2.35	2	A1:G087	A1_LEFT_LOCAL_FIELD_35	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_35.	LOCAL_MASTER_KEY_ONLY
88	A1	f67r2	f67r2.35	3	A1:G088	A1_LEFT_LOCAL_FIELD_35	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_35.	LOCAL_MASTER_KEY_ONLY
89	A1	f67r2	f67r2.36	1	A1:G089	A1_LEFT_LOCAL_FIELD_36	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_36.	LOCAL_MASTER_KEY_ONLY
90	A1	f67r2	f67r2.36	2	A1:G090	A1_LEFT_LOCAL_FIELD_36	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_36.	LOCAL_MASTER_KEY_ONLY
91	A1	f67r2	f67r2.36	3	A1:G091	A1_LEFT_LOCAL_FIELD_36	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_36.	LOCAL_MASTER_KEY_ONLY
92	A1	f67r2	f67r2.37	1	A1:G092	A1_LEFT_LOCAL_FIELD_37	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_37.	LOCAL_MASTER_KEY_ONLY
93	A1	f67r2	f67r2.38	1	A1:G093	A1_LEFT_LOCAL_FIELD_38	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_38.	LOCAL_MASTER_KEY_ONLY
94	A1	f67r2	f67r2.38	2	A1:G094	A1_LEFT_LOCAL_FIELD_38	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_38.	LOCAL_MASTER_KEY_ONLY
95	A1	f67r2	f67r2.39	1	A1:G095	A1_LEFT_LOCAL_FIELD_39	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_39.	LOCAL_MASTER_KEY_ONLY
96	A1	f67r2	f67r2.39	2	A1:G096	A1_LEFT_LOCAL_FIELD_39	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_39.	LOCAL_MASTER_KEY_ONLY
97	A1	f67r2	f67r2.39	3	A1:G097	A1_LEFT_LOCAL_FIELD_39	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_39.	LOCAL_MASTER_KEY_ONLY
98	A1	f67r2	f67r2.40	1	A1:G098	A1_LEFT_LOCAL_FIELD_40	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_40.	LOCAL_MASTER_KEY_ONLY
99	A1	f67r2	f67r2.40	2	A1:G099	A1_LEFT_LOCAL_FIELD_40	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_40.	LOCAL_MASTER_KEY_ONLY
100	A1	f67r2	f67r2.40	3	A1:G100	A1_LEFT_LOCAL_FIELD_40	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_40.	LOCAL_MASTER_KEY_ONLY
101	A1	f67r2	f67r2.41	1	A1:G101	A1_LEFT_LOCAL_FIELD_41	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_41.	LOCAL_MASTER_KEY_ONLY
102	A1	f67r2	f67r2.41	2	A1:G102	A1_LEFT_LOCAL_FIELD_41	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_41.	LOCAL_MASTER_KEY_ONLY
103	A1	f67r2	f67r2.42	1	A1:G103	A1_LEFT_LOCAL_FIELD_42	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_42.	LOCAL_MASTER_KEY_ONLY
104	A1	f67r2	f67r2.42	2	A1:G104	A1_LEFT_LOCAL_FIELD_42	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_42.	LOCAL_MASTER_KEY_ONLY
105	A1	f67r2	f67r2.42	3	A1:G105	A1_LEFT_LOCAL_FIELD_42	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_42.	LOCAL_MASTER_KEY_ONLY
106	A1	f67r2	f67r2.43	1	A1:G106	A1_LEFT_LOCAL_FIELD_43	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_43.	LOCAL_MASTER_KEY_ONLY
107	A1	f67r2	f67r2.43	2	A1:G107	A1_LEFT_LOCAL_FIELD_43	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_43.	LOCAL_MASTER_KEY_ONLY
108	A1	f67r2	f67r2.43	3	A1:G108	A1_LEFT_LOCAL_FIELD_43	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_43.	LOCAL_MASTER_KEY_ONLY
109	A1	f67r2	f67r2.43	4	A1:G109	A1_LEFT_LOCAL_FIELD_43	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A1_LEFT_LOCAL_FIELD_43.	LOCAL_MASTER_KEY_ONLY
110	A1	f67r2	f67r2.44	1	A1:G110	A1_LEFT_LOCAL_FIELD_44	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_44.	LOCAL_MASTER_KEY_ONLY
111	A1	f67r2	f67r2.44	2	A1:G111	A1_LEFT_LOCAL_FIELD_44	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_44.	LOCAL_MASTER_KEY_ONLY
112	A1	f67r2	f67r2.44	3	A1:G112	A1_LEFT_LOCAL_FIELD_44	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_44.	LOCAL_MASTER_KEY_ONLY
113	A1	f67r2	f67r2.45	1	A1:G113	A1_LEFT_LOCAL_FIELD_45	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_45.	LOCAL_MASTER_KEY_ONLY
114	A1	f67r2	f67r2.45	2	A1:G114	A1_LEFT_LOCAL_FIELD_45	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_45.	LOCAL_MASTER_KEY_ONLY
115	A1	f67r2	f67r2.45	3	A1:G115	A1_LEFT_LOCAL_FIELD_45	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_45.	LOCAL_MASTER_KEY_ONLY
116	A1	f67r2	f67r2.46	1	A1:G116	A1_LEFT_LOCAL_FIELD_46	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_46.	LOCAL_MASTER_KEY_ONLY
117	A1	f67r2	f67r2.46	2	A1:G117	A1_LEFT_LOCAL_FIELD_46	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_46.	LOCAL_MASTER_KEY_ONLY
118	A1	f67r2	f67r2.47	1	A1:G118	A1_LEFT_LOCAL_FIELD_47	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_47.	LOCAL_MASTER_KEY_ONLY
119	A1	f67r2	f67r2.48	1	A1:G119	A1_LEFT_LOCAL_FIELD_48	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_48.	LOCAL_MASTER_KEY_ONLY
120	A1	f67r2	f67r2.48	2	A1:G120	A1_LEFT_LOCAL_FIELD_48	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_48.	LOCAL_MASTER_KEY_ONLY
121	A1	f67r2	f67r2.48	3	A1:G121	A1_LEFT_LOCAL_FIELD_48	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_48.	LOCAL_MASTER_KEY_ONLY
122	A1	f67r2	f67r2.49	1	A1:G122	A1_LEFT_LOCAL_FIELD_49	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_49.	LOCAL_MASTER_KEY_ONLY
123	A1	f67r2	f67r2.49	2	A1:G123	A1_LEFT_LOCAL_FIELD_49	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_49.	LOCAL_MASTER_KEY_ONLY
124	A1	f67r2	f67r2.49	3	A1:G124	A1_LEFT_LOCAL_FIELD_49	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_49.	LOCAL_MASTER_KEY_ONLY
125	A1	f67r2	f67r2.50	1	A1:G125	A1_LEFT_LOCAL_FIELD_50	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_50.	LOCAL_MASTER_KEY_ONLY
126	A1	f67r2	f67r2.50	2	A1:G126	A1_LEFT_LOCAL_FIELD_50	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_50.	LOCAL_MASTER_KEY_ONLY
127	A1	f67r2	f67r2.51	1	A1:G127	A1_LEFT_LOCAL_FIELD_51	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_51.	LOCAL_MASTER_KEY_ONLY
128	A1	f67r2	f67r2.52	1	A1:G128	A1_LEFT_OUTER_STAR_STATION_01	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_01.	LOCAL_MASTER_KEY_ONLY
129	A1	f67r2	f67r2.53	1	A1:G129	A1_LEFT_OUTER_STAR_STATION_02	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_02.	LOCAL_MASTER_KEY_ONLY
