decision_id	reading_id	surface	expected_old_meaning_de	new_meaning_de	family	decision_basis	strongest_rival_de	source_evidence	component_export_credit	historical_confirmation	observed_occurrence_count	observed_page_count	observed_locus_count	working_model_score_0_100_not_probability	working_model_level	semantic_scope	source_gdts_before	source_gdts_after	changed_fields	base_row_sha256	new_row_sha256
G730-D033	lcheo#GLOBAL	lcheo	trockene Drogenholzzubereitung/Trockenansatz	trockene Holzzubereitung	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	getrockneter Holzansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	3	3	3	51	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	b6764fb688a861756869bb17eb1fac9542a1ffa3e9d2b8a9ef52e97da716d9ad	0be84663df5fef8b3345df0d4a4715875c8a4301e6cd8a063387c6f0f5f9abba
G730-D034	lchol#GLOBAL	lchol	trockener Drogenholzstoff/Trockengut	trockenes Holzmaterial	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	getrocknete Holzdroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	3	3	3	51	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	2079dbd8fc2537341424a403d6e8aa00ea87a44772f8f7569754669556ef8487	44dc00c3afd9ffa0255e7db857f83e93cee79098f9b8bdc5b0814cc77aac45b0
G730-D035	lolchedy#GLOBAL	lolchedy	getrockneter Drogenholzstoff/-ansatz	getrockneter Holzdrogenansatz	WOOD_WHOLE	WOOD_DRUG_HEAD__FORM_OR_BATCH_RIVAL	getrockneter Holzstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	1	1	1	31	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	87df031d9d8219a27c669784d58cac062ab2a98b65dbec3c47014514129594d6	6f6570863b2dd53dafab3bab206844a46521ff19f519af75377f11d90fba600b
G730-D036	oaiin#GLOBAL	oaiin	Ansatzmenge III	drei Ansatzportionen	QUANTITY_WHOLE	VISIBLE_MATERIAL_OR_PREPARATION_HEAD_SELECTS_PORTABLE_PORTION	absolutes Maß statt Portion	V13:TARGET_SURFACE_DEFAULT	0	H0_NONE	22	19	22	68	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	V13:TARGET_SURFACE_DEFAULT	V13:TARGET_SURFACE_DEFAULT|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	cabd9078fb82f9403174c1a3a1d7dc4ee571bedb80aab088a3fb2a0ebe077417	9dd06babe2ccbf0f561125e1145824b28fbacc7faf55b7be76797b813c1adf3d
G730-D037	oaiir#GLOBAL	oaiir	Zubereitung, Teil-/Sortierklasse III	Zubereitungsanteil III	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	Sortierklasse III	GDT638:ROUND_12|GDT693:R_INDEXED_SHARE	0	H0_NONE	4	4	4	48	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT638:ROUND_12	GDT638:ROUND_12|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	e937401c16ecc840e34e3aa7a13fdb1a7cc2a2721fd1e5b3e326cc869f54113e	e397768c31ce1a8a9e30b04dfb6d2ef436670c94fe5a34a4fadb4d192caa54f9
G730-D038	octhey#GLOBAL	octhey	CTH-Zubereitung/Ansatz, Form I	Pflanzenzubereitung, Form I	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:CTH_PREPARATION_FORM_I	0	H0_NONE	3	3	3	35	W1_WEAK_WORKING	KNOWN_CONTEXT_LICENSED	V13:CTH_PREPARATION_FORM_I	V13:CTH_PREPARATION_FORM_I|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	2d032d723de8d7d479f435261491ebd649ee2acbf7ccd8af582a9bc5bbab4099	48ec33bb0de849b4cc68b2b0420f994a6f7dfc08bc4895cdef617d704895e89d
G730-D039	octhy#GLOBAL	octhy	CTH-Zubereitung/Ansatz, Grundform	Pflanzenzubereitung, Grundform	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:CTH_PREPARATION_BASE	0	H0_NONE	9	9	9	45	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	V13:CTH_PREPARATION_BASE	V13:CTH_PREPARATION_BASE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	3a6ade9a52c8510a7382748a97d0a3c1c815a492881579e6ad081355e12f97e5	7f19e6f0eb8249808349e4f6b64c502cdcc9be31baad67d3ccee91a86eb0d1b8
G730-D040	odal#GLOBAL	odal	abgemessene Rohstoffmenge I im Ansatz	abgewogener Rohstoffposten I im Ansatz	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Ansatzportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE	14	14	14	58	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT655:NEW_EXACT_WHOLE	GDT655:NEW_EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	d063d2f19786e422441f45e212401c88cacbc9ebd6aa188002afa431d562e380	9c9ae9708cab375deac69d378c2f670a959d2dec0596b2411b964cee6e74b601
G730-D041	okshor#GLOBAL	okshor	heißer Blüten- oder Fruchtansatz	heißer Blütenansatz	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT664:EXACT_WHOLE	0	H0_NONE	1	1	1	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT664:EXACT_WHOLE	GDT664:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	926929973bd96b08d84ab9a3b4c607c7c3604836831c16d8c88838d4de645f2f	1a8752ea46dbf3ff68bdd260adbfb5c7c3294eacd43f7441bdad17038c37af9e
G730-D042	paiin#GLOBAL	paiin	Pulver, Typ/Charge III	Pulver, Charge III	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulveransatz statt Pulverstoff	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE	7	7	7	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	V13:SCOPED_CONCRETE_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	80304a89eb652872630736e65370f3df628f000daff8467d7465ef5f25288396	adb99df53e146678a6f38c3606ae9c904a7251be9fa29a63c63b44c1652486c1
G730-D043	paiir#GLOBAL	paiir	Pulver: Teil-/Sortierklasse III	Pulveranteil III	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulver, Sortierklasse III	GDT637:ATTESTED_LADDER_CELL|GDT693:R_INDEXED_SHARE	0	H0_NONE	2	2	2	38	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT637:ATTESTED_LADDER_CELL	GDT637:ATTESTED_LADDER_CELL|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	f5caedf688fb3e99c2d0e095260d94487a2045848d6ff2d483a17665061fb2a7	002944b4c0aee8dd5d0d39e7b4b15e98d062571eaebe2fdf509d7417d5aa4cdc
G730-D044	pam#GLOBAL	pam	Pulver: Maß-/Einheitsform I	ein Maß Pulver	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulver, Maßform I	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	1	1	1	31	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	8e4c7bb242bb27dd6be86e86cfc4490dfdce9128618cc8937c0a9208009a593d	577d396dd5bb37548170f64e5be37c7de1bb60a6e188c30a185590c8adc20f4f
G730-D045	pchdy#GLOBAL	pchdy	Pulver, getrocknete Kurz-/Kompaktform	getrocknetes Pulver, Kompaktform	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulveransatz statt Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	10	10	10	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	3a95a7b527ea08c995749be84a76ecbef26573bc7fc2af9503d1ffeb89ef7c90	932ccd95050cb13cd1fee0a78a2a09d071722218f7cebc0891065bb8b5461cca
G730-D046	pcheo#GLOBAL	pcheo	trockene Pulverzubereitung/Trockenansatz	trockene Pulverzubereitung	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulveransatz statt Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	3	3	3	51	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	002fe6769454ce312f32c63c9d0c34db28d01bcc70407855f1f0e0438d2cd18a	13a3b56a4ef9a383735ee8173b43e299daa19445e1321400e9d18ff5a9d83ae5
G730-D047	pchol#GLOBAL	pchol	trockener Pulverstoff/Trockengut	trockener Pulverstoff	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	Pulveransatz statt Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	5	5	5	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	d42c4e092542d9834595652cdc5bed6821a38422e6daf57b84eb564677e6f631	c7060ea47f581d6a318f5ed9c865321730587e365a8859ed62f5bb39b9846dc2
G730-D048	polchedy#GLOBAL	polchedy	getrockneter Pulverstoff/-ansatz	getrockneter Pulveransatz	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	getrockneter Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	7	6	7	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	9815a651242d65ff5176f451e5e764dbcb7a8711500c1f93e796fb6910cb389a	cb2669fd91c0813b2eb9a7977a6f4a8563ddaba1b6e909fe473d8efbfd9284bd
G730-D049	pshedy#GLOBAL	pshedy	angefeuchtetes Pulver/Paste	Pulverpaste	POWDER_WHOLE	POWDER_HEAD__FORM_OR_BATCH_RIVAL	angefeuchtetes Pulver	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE	3	3	3	51	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	V13:SCOPED_CONCRETE_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	d1c0aa1b7746601bf1f3330be2e859ce16e295e9e8220512bdfd3f8847da25a1	bdf2b7492166cc1cd639c12a9f4978be96f443fd3c91203346ccf8749fefc48d
G730-D050	qodal#GLOBAL	qodal	abgemessene Rohstoffmenge I im Ansatz	abgewogener Rohstoffposten I im Ansatz	QUANTITY_WHOLE	DAL_MEASURED_INPUT_DISTINCT_FROM_OR_PORTION	abgeteilte Ansatzportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE	7	6	7	53	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT655:NEW_EXACT_WHOLE	GDT655:NEW_EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	864ec5176b4ae83f901ef33985ca5fa6fc58e0394f4156972e8f9b8849f60a41	e6b7868a5c36fbf971dd5cea9e4c13cb68944bf36dc1f3c87780ba3315bab80b
G730-D051	raiir#GLOBAL	raiir	Wurzeldroge: Teil-/Sortierklasse III	Wurzeldrogenanteil III	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzeldroge, Sortierklasse III	GDT637:ATTESTED_LADDER_CELL|GDT693:R_INDEXED_SHARE	0	H0_NONE	1	1	1	26	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT637:ATTESTED_LADDER_CELL	GDT637:ATTESTED_LADDER_CELL|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	d2a0edf046f55a62b4f3be9fac0c664a41eabd84700b2d8aeb9afeb5e3f4eab5	f2e63750123efc6f7dc3f2570d534b78a4c6fbd7eaa847d98a0eb3c23c1edf74
G730-D052	rchdy#GLOBAL	rchdy	Wurzel/Wurzeldroge, getrocknete Kurz-/Kompaktform	getrocknete Wurzeldroge, Kompaktform	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	1	1	1	31	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	2dd99d6814b97e472b3fad8cf73197ea11753845a24e0f25fe015930c5b174e5	ccfc2c64ba13d5eefc57c98f1bb63976a6ecc43ef9d33bdc4f6fe3a8b598ff6d
G730-D053	rcheey#GLOBAL	rcheey	Wurzel/Wurzeldroge, trocken gebunden, Form II	trocken gebundene Wurzeldroge, Form II	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	5	4	5	53	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	0a0380f2a57c68feb1a8622f259f27fef915418e3d12ec8fa7e5696459e1bbfa	bbafdd15bb07245360ca6947081de5dca1057230458d4bb577b05c530f132951
G730-D054	rcheo#GLOBAL	rcheo	trockene Wurzel/Wurzeldrogezubereitung/Trockenansatz	trockene Wurzeldrogezubereitung	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	1	1	1	31	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	c492efcee8f64002d20dba63940e4f24342afe824f7c9288474c789264983f8a	29e49c476c5289d48a15ed985230ec88f1a669f83dcd0bd08d8d62e2ddc46f06
G730-D055	rchey#GLOBAL	rchey	Wurzel/Wurzeldroge, trocken gebunden, Form I	trocken gebundene Wurzeldroge, Form I	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	8	5	7	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	7ea88f8da81b64e001fe1c84c5f6104ad2965234ff4a4f575cc78520e298818e	ca70a69ff17e858f5228e4b128c97463aaeb5c73b76fde4f0e704bf0ad17c2b9
G730-D056	rchol#GLOBAL	rchol	trockener Wurzel/Wurzeldrogestoff/Trockengut	trockener Wurzeldrogenstoff	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	1	1	1	31	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	abdcff6150b2dabfb03565f19e27bd7c9b59ae0033b5a46736f4f571ce7636ae	d494168671dac3a6bfdc44397465417c4dd64bce5d0b1ec49d283e1bad0716e8
G730-D057	rchy#GLOBAL	rchy	Wurzel/Wurzeldroge, trockene Grundform	Wurzeldroge, trockene Grundform	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	3	3	3	51	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	d1ce1386b183e88a28345267cd545005500c1169b5d05017d4d0a055a8821309	ac4a25cd594ca8fa88149bbdc1ca5306b1d744697206e825830c8c7ba05b5324
G730-D058	roaiin#GLOBAL	roaiin	Wurzel/Wurzeldrogezubereitung, Charge III	Wurzeldrogezubereitung, Charge III	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	1	1	1	31	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	94a30d227ba7022585cbc542e13a85f98c7d72ee823c5fb236a9eb3c071b1a3a	e12f3348117c92eb34e650d9fcc0967410c6ff4a987c6414eabadc96352711cc
G730-D059	rodaiin#GLOBAL	rodaiin	drei Portionen Wurzel-/Wurzeldrogezubereitung	drei Portionen Wurzeldrogezubereitung	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728	0	H0_NONE	2	2	2	43	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	dc9945305463b86eb5de7697946bb7ad1ce6ff267c54e16a50e109380b243f98	c92441a3e91a5bee70f09f2e5a373e58a9cfcc5065a9adfef6d716e903736775
G730-D060	rody#GLOBAL	rody	Wurzel/Wurzeldroge, fertig aufbereitet	fertig aufbereitete Wurzeldroge	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	2	2	2	43	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	3c869c8a7054ff23bdd9310827db233de7d717786f90298adad76607f5588987	b1ace8b6b8f261729384e95b0b11a54b5e1b97901e5e9c3cc6949afa4c6c2137
G730-D061	roiin#GLOBAL	roiin	Wurzel/Wurzeldrogezubereitung, Form III	Wurzeldrogezubereitung, Form III	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	4	4	4	51	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	449e4e0815e7b1661da2008e7efc1dcaf9068aba8f85de5cd76c0190f18d635e	bae58662d4e69f5832c1d33b0e2746220223ca91de0f3953f8ddbfaae01dee78
G730-D062	rolchedy#GLOBAL	rolchedy	getrockneter Wurzel/Wurzeldrogestoff/-ansatz	getrockneter Wurzelansatz	ROOT_WHOLE	ROOT_DRUG_HEAD__ALTERNATIVE_ROOT_LABEL_RIVAL	getrockneter Wurzeldrogenstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	1	1	1	31	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	8b89eddc9a86a9b9f54701071d4fc0146f7a3924bf721796668892385124a9d3	7dcb13bb73c4e7ed7c39298d821c0418bda8ca7f29ab285261bfebdc6ce04d5b
G730-D063	saii#GLOBAL	saii	Saatgutmenge III	drei Portionen Samen	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Saatgut, Mengenstufe III	GDT661:EXACT_WHOLE	0	H0_NONE	1	1	1	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	GDT661:EXACT_WHOLE	GDT661:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	88b1b4b247bf64e0bd27e2789d2c9f2ba6d5108d9d0ce24b1f0f6f3cd33b5e0f	2b35f377bfb0b3d25115786f5c3ad02820ef988d59c7d81480519289e1922667
G730-D064	saiim#GLOBAL	saiim	Samendroge: Mengenklasse III	Samen, Quantitätsklasse III	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	drei Portionen Samen	GDT637:AIM_AIIM_DISTINCT_QUANTITY_CLASS_LADDER	0	H0_NONE	1	1	1	26	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT637:ATTESTED_LADDER_CELL	GDT637:ATTESTED_LADDER_CELL|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	56001aa3415ca2c5e50228bc88cbba8615046d6f29c1e8079d15ae83602ad460	afb33e89ec4f87a678262cc7867c0890ec591bc6ec1f3fe12c5ee8c93c9fe128
G730-D065	saiin#GLOBAL	saiin	Samen/Saatgut, Typ/Charge III	Samencharge III	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE	109	64	108	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	V13:SCOPED_CONCRETE_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	7559e419573f0e0f81263512520e9b4af625404e2889803661eb98ec9dca3aa0	cf95d31331b918b13801086195898b52dbb74a90cea3c0b1d30a9f21e1efc3e1
