calibration_id	page	locus	target_ordinal	target_surface	target_reader_exact	window_length	target_position_in_window	target_window_slot	known_surfaces	known_card_values_de	predicted_axes	actual_target_axes	known_union_axes	contrast_dimensions	all_reader_exact	frame_tier	minimum_whole_edit_distance	known_wholes_within_edit1	known_wholes_within_edit2	whole_form_bridge_tier	eva_window	overlapping_calibration_frames	any_axis_hit	full_prediction_subset_of_actual	opposition_contradiction	literal_identity_credit	component_export_credit
G748-C0062	f107v	f107v.11	6	qokeey	1	3	3	LAST	chky|qokchey	qokchey=heiß und trocken in der Mitte des Grades || chky=getrocknete Droge leicht erhitzen	HOT|DRY	HOT|END_STAGE	HOT|DRY|MATERIAL|PROCESS|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	qokchey chky qokeey	1	1	0	0	0	0
G748-C0063	f107v	f107v.46	7	kedy	0	3	1	FIRST	oteey|qoteey	qoteey=kalt am Ende des Grades || oteey=kalter Ansatz am Ende des Grades	COLD|END_STAGE	HOT|MIDDLE_STAGE|END_STAGE	COLD|PREPARATION|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	kedy qoteey oteey	1	1	0	1	0	0
G748-C0064	f107v	f107v.46	8	qoteey	1	3	2	INNER	kedy|oteey	kedy=heiß in der Mitte des Grades, abgeschlossen || oteey=kalter Ansatz am Ende des Grades	END_STAGE	COLD|END_STAGE	HOT|COLD|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	THERMAL|STAGE	0	F1_READER_VARIABLE_CARDS	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	kedy qoteey oteey	1	1	1	0	0	0
G748-C0065	f107v	f107v.46	9	oteey	1	3	3	LAST	kedy|qoteey	kedy=heiß in der Mitte des Grades, abgeschlossen || qoteey=kalt am Ende des Grades	END_STAGE	COLD|END_STAGE	HOT|COLD|CLOSE|MIDDLE_STAGE|END_STAGE	THERMAL|STAGE	0	F1_READER_VARIABLE_CARDS	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	kedy qoteey oteey	1	1	1	0	0	0
G748-C0066	f107v	f107v.8	2	qokair	1	3	1	FIRST	okeol|qokol	okeol=Grundansatz bis zur mittleren Heizstufe erwärmt || qokol=erhitzen	HOT	HOT	HOT|PREPARATION|PROCESS|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokair okeol qokol	1	1	1	0	0	0
G748-C0067	f107v	f107v.8	3	okeol	1	3	2	INNER	qokair|qokol	qokair=erhitze die zweite Fraktion || qokol=erhitzen	HOT	HOT|MIDDLE_STAGE	HOT|PART|PROCESS	NONE	1	F2_TWO_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	qokair okeol qokol	1	1	1	0	0	0
G748-C0068	f107v	f107v.8	4	qokol	1	3	3	LAST	okeol|qokair	qokair=erhitze die zweite Fraktion || okeol=Grundansatz bis zur mittleren Heizstufe erwärmt	HOT	HOT	HOT|PART|PREPARATION|PROCESS|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	qokair okeol qokol	1	1	1	0	0	0
G748-C0069	f108r	f108r.21	4	shokal	1	3	1	FIRST	keedy|qotedy	keedy=heiß am Ende des Grades, abgeschlossen || qotedy=kalt in der Mitte des Grades, abgeschlossen	END_STAGE	HOT|MOIST|BEGIN_STAGE	HOT|COLD|CLOSE|MIDDLE_STAGE|END_STAGE	THERMAL|STAGE	0	F1_READER_VARIABLE_CARDS	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	shokal keedy qotedy	1	0	0	1	0	0
G748-C0070	f108r	f108r.21	6	qotedy	0	3	3	LAST	keedy|shokal	shokal=Feuchtansatz aus heißem Rohstoff Klasse I am Gradanfang || keedy=heiß am Ende des Grades, abgeschlossen	HOT	COLD|MIDDLE_STAGE|END_STAGE	HOT|MOIST|MATERIAL|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	shokal keedy qotedy	1	0	0	1	0	0
G748-C0071	f108v	f108v.18	3	keedy	0	3	1	FIRST	okeal|okey	okeal=Rohstoffklasse I im Ansatz, heiß in der Gradmitte || okey=heißer Ansatz in der Mitte des Grades	HOT|MIDDLE_STAGE	HOT|END_STAGE	HOT|MATERIAL|PREPARATION|MIDDLE_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	keedy okeal okey	1	1	0	1	0	0
G748-C0072	f108v	f108v.18	4	okeal	1	3	2	INNER	keedy|okey	keedy=heiß am Ende des Grades, abgeschlossen || okey=heißer Ansatz in der Mitte des Grades	HOT	HOT|MIDDLE_STAGE	HOT|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	keedy okeal okey	1	1	1	0	0	0
G748-C0073	f108v	f108v.18	5	okey	1	3	3	LAST	keedy|okeal	keedy=heiß am Ende des Grades, abgeschlossen || okeal=Rohstoffklasse I im Ansatz, heiß in der Gradmitte	HOT	HOT|MIDDLE_STAGE	HOT|MATERIAL|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	keedy okeal okey	1	1	1	0	0	0
G748-C0074	f108v	f108v.37	4	sheckhey	1	3	1	FIRST	okey|qokey	qokey=heiß in der Mitte des Grades || okey=heißer Ansatz in der Mitte des Grades	HOT|MIDDLE_STAGE	MOIST|MIDDLE_STAGE	HOT|PREPARATION|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	sheckhey qokey okey	1	1	0	0	0	0
G748-C0075	f108v	f108v.37	5	qokey	1	3	2	INNER	okey|sheckhey	sheckhey=feuchtes Arzneikompositum in der Gradmitte || okey=heißer Ansatz in der Mitte des Grades	MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|MOIST|PREPARATION|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	sheckhey qokey okey	1	1	1	0	0	0
G748-C0076	f108v	f108v.37	6	okey	1	3	3	LAST	qokey|sheckhey	sheckhey=feuchtes Arzneikompositum in der Gradmitte || qokey=heiß in der Mitte des Grades	MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|MOIST|PREPARATION|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	sheckhey qokey okey	1	1	1	0	0	0
G748-C0077	f108v	f108v.4	6	arain	0	4	4	LAST	qokeed|qoteedy	qokeed=erhitze bis zur Endstufe und schließe ab || qoteedy=kalt am Ende des Grades, abgeschlossen || qoteedy=kalt am Ende des Grades, abgeschlossen	END_STAGE	NONE	HOT|COLD|PROCESS|CLOSE|END_STAGE	THERMAL	0	F1_READER_VARIABLE_CARDS	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeed qoteedy qoteedy arain	1	0	0	0	0	0
G748-C0078	f108v	f108v.45	3	qokeey	1	3	1	FIRST	chedar|sheal	chedar=abgemessene Trockenfraktion I, Mittelstufe || sheal=Rohstoffklasse I, feucht in der Gradmitte	MIDDLE_STAGE	HOT|END_STAGE	DRY|MOIST|PART|MATERIAL|MIDDLE_STAGE	MOISTURE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeey chedar sheal	1	0	0	1	0	0
G748-C0079	f108v	f108v.47	5	qokeey	1	3	1	FIRST	okeedal|okeol	okeedal=Ansatz vollständig erhitzen und Rohdroge I abmessen || okeol=Grundansatz bis zur mittleren Heizstufe erwärmt	HOT	HOT|END_STAGE	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeey okeedal okeol	1	1	1	0	0	0
G748-C0080	f108v	f108v.47	6	okeedal	0	3	2	INNER	okeol|qokeey	qokeey=heiß am Ende des Grades || okeol=Grundansatz bis zur mittleren Heizstufe erwärmt	HOT	HOT|END_STAGE	HOT|PREPARATION|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeey okeedal okeol	1	1	1	0	0	0
G748-C0081	f108v	f108v.47	7	okeol	1	3	3	LAST	okeedal|qokeey	qokeey=heiß am Ende des Grades || okeedal=Ansatz vollständig erhitzen und Rohdroge I abmessen	HOT|END_STAGE	HOT|MIDDLE_STAGE	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeey okeedal okeol	1	1	0	1	0	0
G748-C0082	f111r	f111r.22	8	qo	0	3	3	LAST	checkhey|okey	checkhey=trockenes Arzneikompositum in der Gradmitte || okey=heißer Ansatz in der Mitte des Grades	MIDDLE_STAGE	NONE	HOT|DRY|PREPARATION|MIDDLE_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	checkhey okey qo	1	0	0	0	0	0
G748-C0083	f111r	f111r.24	1	sain	1	3	1	FIRST	chckhey|cheos	chckhey=Arzneikompositum: trocken, Gradmitte || cheos=Charge eines mitteltrockenen Ansatzes	DRY	DRY|LEVEL_II	DRY|AMOUNT|PREPARATION|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	sain chckhey cheos	1	1	1	0	0	0
G748-C0084	f111r	f111r.24	2	chckhey	1	3	2	INNER	cheos|sain	sain=Trockenheitsgrad II der Zubereitung; Eintrag || cheos=Charge eines mitteltrockenen Ansatzes	DRY	DRY|MIDDLE_STAGE	DRY|AMOUNT|PREPARATION|LEVEL_II	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	sain chckhey cheos	1	1	1	0	0	0
G748-C0085	f111r	f111r.24	3	cheos	1	3	3	LAST	chckhey|sain	sain=Trockenheitsgrad II der Zubereitung; Eintrag || chckhey=Arzneikompositum: trocken, Gradmitte	DRY	DRY	DRY|PREPARATION|MIDDLE_STAGE|LEVEL_II	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	sain chckhey cheos	1	1	1	0	0	0
G748-C0086	f111r	f111r.25	4	oteeey	1	4	2	INNER	okeedy|qokeeo|qokeey	okeedy=heißer Ansatz am Ende des Grades, abgeschlossen || qokeey=heiß am Ende des Grades || qokeeo=heißer Ansatz, Bindungsstufe II	HOT	COLD	HOT|PREPARATION|CLOSE|END_STAGE|LEVEL_II	NONE	0	F1_READER_VARIABLE_CARDS	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	okeedy oteeey qokeey qokeeo	3	0	0	1	0	0
G748-C0087	f111v	f111v.21	11	sheo	1	3	3	LAST	cheokain|lkain	lkain=Qualitätsstufe II im heiß/trocken-Feld der Zubereitung || cheokain=Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	HOT|DRY|LEVEL_II	MOIST	HOT|DRY|PREPARATION|PROCESS|MIDDLE_STAGE|LEVEL_II	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	lkain cheokain sheo	1	0	0	1	0	0
G748-C0088	f111v	f111v.31	3	chekain	1	3	1	FIRST	cheal|lain	cheal=Rohstoffklasse I, trocken in der Gradmitte || lain=interner Trockenheitsgrad II des Materials	DRY	HOT|DRY|MIDDLE_STAGE|LEVEL_II	DRY|MATERIAL|MIDDLE_STAGE|LEVEL_II	NONE	1	F2_TWO_EXACT_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	chekain cheal lain	1	1	1	0	0	0
G748-C0089	f111v	f111v.31	4	cheal	1	3	2	INNER	chekain|lain	chekain=bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen || lain=interner Trockenheitsgrad II des Materials	DRY|LEVEL_II	DRY|MIDDLE_STAGE	HOT|DRY|MATERIAL|PROCESS|MIDDLE_STAGE|LEVEL_II	NONE	1	F2_TWO_EXACT_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	chekain cheal lain	1	1	0	0	0	0
G748-C0090	f111v	f111v.31	5	lain	1	3	3	LAST	cheal|chekain	chekain=bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen || cheal=Rohstoffklasse I, trocken in der Gradmitte	DRY|MIDDLE_STAGE	DRY|LEVEL_II	HOT|DRY|MATERIAL|PROCESS|MIDDLE_STAGE|LEVEL_II	NONE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	chekain cheal lain	1	1	0	0	0	0
G748-C0091	f111v	f111v.40	5	chckhal	1	3	1	FIRST	qokeey|sheckhedy	sheckhedy=feuchtes Arzneikompositum in der Gradmitte, abgeschlossen || qokeey=heiß am Ende des Grades	END_STAGE	DRY	HOT|MOIST|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	chckhal sheckhedy qokeey	1	0	0	0	0	0
G748-C0092	f111v	f111v.40	6	sheckhedy	1	3	3	LAST	chckhal|chokain	chokain=erhitze den Trockenansatz auf Stufe II || chckhal=trockenes Arzneikompositum, Rohstoffform I	DRY	MOIST|MIDDLE_STAGE|END_STAGE	HOT|DRY|MATERIAL|PREPARATION|PROCESS|LEVEL_II	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	chokain chckhal sheckhedy	1	0	0	1	0	0
G748-C0093	f112r	f112r.19	9	qokey	1	3	1	FIRST	qokeey|qoky	qokeey=heiß am Ende des Grades || qoky=heiß am Anfang des Grades	HOT	HOT|MIDDLE_STAGE	HOT|BEGIN_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	1	2	2	B3_MULTIPLE_EDIT2_WHOLE_BRIDGES	qokey qokeey qoky	1	1	1	0	0	0
G748-C0094	f112r	f112r.19	10	qokeey	1	3	2	INNER	qokey|qoky	qokey=heiß in der Mitte des Grades || qoky=heiß am Anfang des Grades	HOT	HOT|END_STAGE	HOT|BEGIN_STAGE|MIDDLE_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	1	1	2	B3_MULTIPLE_EDIT2_WHOLE_BRIDGES	qokey qokeey qoky	1	1	1	0	0	0
G748-C0095	f112r	f112r.19	11	qoky	0	3	3	LAST	qokeey|qokey	qokey=heiß in der Mitte des Grades || qokeey=heiß am Ende des Grades	HOT	HOT|BEGIN_STAGE	HOT|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	1	1	2	B3_MULTIPLE_EDIT2_WHOLE_BRIDGES	qokey qokeey qoky	1	1	1	0	0	0
G748-C0096	f112r	f112r.32	10	qoiiin	1	3	1	FIRST	ched|oteey	oteey=kalter Ansatz am Ende des Grades || ched=Trockenstufe Mitte, abgeschlossen	END_STAGE	NONE	COLD|DRY|PREPARATION|CLOSE|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	qoiiin oteey ched	1	0	0	0	0	0
G748-C0097	f112r	f112r.32	13	alam	0	3	3	LAST	ched|oteey	oteey=kalter Ansatz am Ende des Grades || ched=Trockenstufe Mitte, abgeschlossen	END_STAGE	NONE	COLD|DRY|PREPARATION|CLOSE|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	oteey ched alam	1	0	0	0	0	0
G748-C0098	f112v	f112v.2	2	oral	0	3	1	FIRST	okeeshy|qokeey	okeeshy=heißer, vollständig angefeuchteter Ansatz || qokeey=heiß am Ende des Grades	HOT|END_STAGE	NONE	HOT|MOIST|PREPARATION|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	oral okeeshy qokeey	1	0	0	0	0	0
G748-C0099	f112v	f112v.34	6	chkaiin	1	3	1	FIRST	chdam|checkhol	checkhol=getrockneter Arzneikompositum-Grundstoff || chdam=ein Maß Trockendroge abmessen	DRY	HOT|DRY|LEVEL_III	DRY|AMOUNT|MATERIAL|PREPARATION|PROCESS	NONE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	chkaiin checkhol chdam	1	1	1	0	0	0
G748-C0100	f112v	f112v.34	7	checkhol	1	3	2	INNER	chdam|chkaiin	chkaiin=heiß-trocken, Grad III || chdam=ein Maß Trockendroge abmessen	DRY	DRY	HOT|DRY|AMOUNT|MATERIAL|PROCESS|LEVEL_III	NONE	1	F2_TWO_EXACT_CARDS	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	chkaiin checkhol chdam	1	1	1	0	0	0
G748-C0101	f112v	f112v.34	8	chdam	1	3	3	LAST	checkhol|chkaiin	chkaiin=heiß-trocken, Grad III || checkhol=getrockneter Arzneikompositum-Grundstoff	DRY	DRY	HOT|DRY|MATERIAL|PREPARATION|LEVEL_III	NONE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	chkaiin checkhol chdam	1	1	1	0	0	0
G748-C0102	f112v	f112v.38	10	lkain	1	3	2	INNER	chedar|cheo	chedar=abgemessene Trockenfraktion I, Mittelstufe || cheo=trocken angesetzte Zubereitung	DRY	LEVEL_II	DRY|PART|PREPARATION|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	chedar lkain cheo	1	0	0	0	0	0
G748-C0103	f112v	f112v.43	9	chtal	1	3	2	INNER	kar|ykeedy	ykeedy=Eintrag: heiß am Gradende, abgeschlossen || kar=heiße Drogenfraktion I	HOT	COLD|DRY|BEGIN_STAGE	HOT|PART|MATERIAL|CLOSE|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	ykeedy chtal kar	1	0	0	1	0	0
G748-C0104	f113r	f113r.46	3	lkaiin	1	3	1	FIRST	chkal|kar	chkal=Rohstoffklasse I, trocken-heiß am Gradanfang || kar=heiße Drogenfraktion I	HOT	LEVEL_III	HOT|DRY|PART|MATERIAL|BEGIN_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	lkaiin chkal kar	1	0	0	0	0	0
G748-C0105	f113r	f113r.49	3	cheo	1	3	1	FIRST	kcheey|qokeey	kcheey=heiß und trocken am Ende des Grades || qokeey=heiß am Ende des Grades	HOT|END_STAGE	DRY	HOT|DRY|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	cheo kcheey qokeey	1	0	0	0	0	0
G748-C0106	f113r	f113r.49	5	qokeey	1	3	3	LAST	cheo|kcheey	cheo=trocken angesetzte Zubereitung || kcheey=heiß und trocken am Ende des Grades	DRY	HOT|END_STAGE	HOT|DRY|PREPARATION|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	cheo kcheey qokeey	1	0	0	0	0	0
G748-C0107	f113v	f113v.9	4	chokaiin	1	3	1	FIRST	checkhol|cholkaiin	checkhol=getrockneter Arzneikompositum-Grundstoff || cholkaiin=Trockengut, heiß im dritten Grad	DRY	HOT|DRY|LEVEL_III	HOT|DRY|MATERIAL|PREPARATION	NONE	1	F2_TWO_EXACT_CARDS	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	chokaiin checkhol cholkaiin	1	1	1	0	0	0
G748-C0108	f113v	f113v.9	5	checkhol	1	3	2	INNER	chokaiin|cholkaiin	chokaiin=Trockenansatz, heiß auf Stufe III || cholkaiin=Trockengut, heiß im dritten Grad	HOT|DRY	DRY	HOT|DRY|PREPARATION|LEVEL_III	NONE	1	F2_TWO_EXACT_CARDS	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	chokaiin checkhol cholkaiin	1	1	0	0	0	0
G748-C0109	f113v	f113v.9	6	cholkaiin	1	3	3	LAST	checkhol|chokaiin	chokaiin=Trockenansatz, heiß auf Stufe III || checkhol=getrockneter Arzneikompositum-Grundstoff	DRY	HOT|DRY	HOT|DRY|MATERIAL|PREPARATION|LEVEL_III	NONE	1	F2_TWO_EXACT_CARDS	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	chokaiin checkhol cholkaiin	1	1	1	0	0	0
G748-C0110	f114r	f114r.17	2	cheedy	1	3	2	INNER	qokeedain|qokey	qokeedain=vollständig erhitzen und zwei Portionen abmessen || qokey=heiß in der Mitte des Grades	HOT	DRY|END_STAGE	HOT|AMOUNT|PROCESS|MIDDLE_STAGE|END_STAGE	STAGE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeedain cheedy qokey	1	0	0	0	0	0
G748-C0111	f114r	f114r.17	3	qokey	1	3	3	LAST	cheedy|qokeedain	qokeedain=vollständig erhitzen und zwei Portionen abmessen || cheedy=trocken am Ende des Grades, abgeschlossen	END_STAGE	HOT|MIDDLE_STAGE	HOT|DRY|AMOUNT|PROCESS|CLOSE|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeedain cheedy qokey	1	0	0	1	0	0
G748-C0112	f114r	f114r.24	5	chcphey	1	3	1	FIRST	chos|cphochy	cphochy=trockene Mischung im Ansatz, Grundstufe || chos=eine trockene Zubereitung	DRY	DRY|MIDDLE_STAGE|END_STAGE	DRY|PREPARATION|BEGIN_STAGE	NONE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	chcphey cphochy chos	1	1	1	0	0	0
G748-C0113	f114r	f114r.24	6	cphochy	1	3	2	INNER	chcphey|chos	chcphey=bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum || chos=eine trockene Zubereitung	DRY	DRY|BEGIN_STAGE	DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	chcphey cphochy chos	1	1	1	0	0	0
G748-C0114	f114r	f114r.24	7	chos	1	3	3	LAST	chcphey|cphochy	chcphey=bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum || cphochy=trockene Mischung im Ansatz, Grundstufe	DRY	DRY	DRY|PREPARATION|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	STAGE|STAGE|STAGE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	chcphey cphochy chos	1	1	1	0	0	0
G748-C0115	f114r	f114r.26	4	chodaiin	1	3	2	INNER	okar|qokaiin	qokaiin=heiß, Grad III || okar=Anteil I des heißen Ansatzes	HOT	DRY	HOT|PART|PREPARATION|LEVEL_III	NONE	1	F2_TWO_EXACT_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokaiin chodaiin okar	1	0	0	0	0	0
G748-C0116	f114r	f114r.30	7	qoaiin	1	3	1	FIRST	okair|ykedy	ykedy=erhitze hiervon bis zur Mittelstufe und schließe ab || okair=heiße Drogenfraktion II im Ansatz	HOT	NONE	HOT|PART|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	qoaiin ykedy okair	1	0	0	0	0	0
G748-C0117	f114r	f114r.43	6	oral	1	3	1	FIRST	qotchdy|tedy	tedy=kalt in der Mitte des Grades, abgeschlossen || qotchdy=kalt und trocken am Anfang des Grades, abgeschlossen	COLD|END_STAGE	NONE	COLD|DRY|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	STAGE|STAGE|STAGE	0	F1_READER_VARIABLE_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	oral tedy qotchdy	1	0	0	0	0	0
G748-C0118	f114r	f114r.44	7	chotal	1	3	3	LAST	okeedy|qokair	qokair=erhitze die zweite Fraktion || okeedy=heißer Ansatz am Ende des Grades, abgeschlossen	HOT	COLD|DRY|BEGIN_STAGE	HOT|PART|PREPARATION|PROCESS|CLOSE|END_STAGE	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokair okeedy chotal	1	0	0	1	0	0
G748-C0119	f114r	f114r.5	10	cho	1	3	2	INNER	kaiin|kchedy	kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen || kaiin=heiß, Grad III	HOT	DRY	HOT|DRY|CLOSE|MIDDLE_STAGE|END_STAGE|LEVEL_III	STAGE	1	F2_TWO_EXACT_CARDS	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	kchedy cho kaiin	1	0	0	0	0	0
G748-C0120	f114r	f114r.5	11	kaiin	1	3	3	LAST	cho|kchedy	kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen || cho=Trockenansatz	DRY	HOT|LEVEL_III	HOT|DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	kchedy cho kaiin	1	0	0	0	0	0
G748-C0121	f114v	f114v.15	7	cheedy	1	3	3	LAST	qokod|qokol	qokod=erhitze den Ansatz und schließe ab || qokol=erhitzen	HOT	DRY|END_STAGE	HOT|PREPARATION|PROCESS	NONE	1	F2_TWO_EXACT_CARDS	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokod qokol cheedy	1	0	0	0	0	0
G748-C0122	f114v	f114v.17	3	oaiir	1	3	1	FIRST	alchedy|chcphedy	alchedy=Rohdroge I bis zur Mittelstufe trocknen und fertigstellen || chcphedy=Arzneikompositum bis zur Mittelstufe trocknen und abschließen	DRY|MIDDLE_STAGE	NONE	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	1	F2_TWO_EXACT_CARDS	7	0	0	B0_NO_WHOLE_FORM_BRIDGE	oaiir alchedy chcphedy	1	0	0	0	0	0
G748-C0123	f114v	f114v.17	5	chcphedy	1	3	2	INNER	alchedy|okary	alchedy=Rohdroge I bis zur Mittelstufe trocknen und fertigstellen || okary=heiße Ansatzfraktion I, abgeschlossen	END_STAGE	DRY|MIDDLE_STAGE	HOT|DRY|PART|MATERIAL|PREPARATION|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	alchedy chcphedy okary	1	0	0	1	0	0
