backprojection_id	source_event_id	record_id	record_event_ordinal	bundle_id	physical_page	register	locus	surface	working_recipe	active_model	literal_working_reading_de	normalized_literal_de	semantic_tokens	semantic_separators	source_event_reading_de	current_event_reading_de	order_occurrence_count	order_root_sequence	state_operation_sequence	scope_orientation_sequence	order_scope_trace_de	literal_name_slots	event_support_tier	event_support_detail	exact_source_event_preserved	exact_component_sequence_preserved	exact_order_trace_preserved
G485-E050	P1008-E0192	G475-R034	1	G474-B034	f72r	CELESTIAL	f72r2.3	okaram	OK+AR+AM_ADDR	INSTRUCTION	SETZEN · AUSGANG · HIER	SETZEN · AUSGANG · HIER	SETZEN|AUSGANG|HIER	DOT|DOT	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES025 ×4	YES	YES	YES
G485-E051	P1008-E0193	G475-R035	1	G474-B035	f72r	CELESTIAL	f72r2.4	okairy	OK+AIR	INSTRUCTION	SETZEN · BAHN · [STERNSTELLENNAME:y]	SETZEN · BAHN · {N1}	SETZEN|BAHN|{N1}	DOT|DOT	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:y	RECURRENT_ROLE_EVENT	G481-ES039 ×2	YES	YES	YES
G485-E052	P1008-E0194	G475-R036	1	G474-B036	f72r	CELESTIAL	f72r2.5	okealar	OK+AL+AR	INSTRUCTION	SETZEN · [STERNSTELLENNAME:e] · ZIELORT · AUSGANG	SETZEN · {N1} · ZIELORT · AUSGANG	SETZEN|{N1}|ZIELORT|AUSGANG	DOT|DOT|DOT	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:e	LOCAL_COMPONENT_RECURRENT	[SETZEN · {N1} ×3] + [ZIELORT · AUSGANG ×4]	YES	YES	YES
G485-E053	P1008-E0236	G475-R037	1	G474-B037	f72r	CELESTIAL	f72r2.7	otaraldy	OT+AR+AL+Y	COORDINATE	DANACH · AUSGANG · ZIELORT · POSTEN	DANACH · AUSGANG · ZIELORT · POSTEN	DANACH|AUSGANG|ZIELORT|POSTEN	DOT|DOT|DOT	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Ausgang	NONE	RECURRENT_STRICT_EVENT	G481-ET030 ×2	YES	YES	YES
G485-E054	P1008-E0237	G475-R038	1	G474-B038	f72r	CELESTIAL	f72r2.8	okalar	OK+AL+AR	INSTRUCTION	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · AUSGANG	SETZEN|ZIELORT|AUSGANG	DOT|DOT	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET047 ×2	YES	YES	YES
G485-E055	P1008-E0238	G475-R039	1	G474-B039	f72r	CELESTIAL	f72r2.9	okal	OK+AL	INSTRUCTION	SETZEN · ZIELORT	SETZEN · ZIELORT	SETZEN|ZIELORT	DOT	Setze den Eintrag zur Zielposition.	Setze den Eintrag zur Zielposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET048 ×2	YES	YES	YES
G485-E056	P1008-E0239	G475-R040	1	G474-B040	f72r	CELESTIAL	f72r2.10	okaly	OK+AL+Y	INSTRUCTION	SETZEN · ZIELORT · POSTEN	SETZEN · ZIELORT · POSTEN	SETZEN|ZIELORT|POSTEN	DOT|DOT	Setze den Positionsposten zur Zielposition.	Setze den Positionsposten zur Zielposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET049 ×2	YES	YES	YES
G485-E057	P1008-E0240	G475-R041	1	G474-B041	f72r	CELESTIAL	f72r2.11	okal	OK+AL	INSTRUCTION	SETZEN · ZIELORT	SETZEN · ZIELORT	SETZEN|ZIELORT	DOT	Setze den Eintrag zur Zielposition.	Setze den Eintrag zur Zielposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET048 ×2	YES	YES	YES
G485-E058	P1008-E0241	G475-R042	1	G474-B042	f72r	CELESTIAL	f72r2.12	okeey	OK+EE+Y	INSTRUCTION	SETZEN · GRAD II · POSTEN	SETZEN · GRAD II · POSTEN	SETZEN|GRAD II|POSTEN	DOT|DOT	Setze den Positionsposten, auf Grad II.	Setze den Positionsposten, auf Grad II.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET040 ×2	YES	YES	YES
G485-E059	P1008-E0242	G475-R042	2	G474-B042	f72r	CELESTIAL	f72r2.12	ary	AR+Y	INSTRUCTION	AUSGANG · POSTEN	AUSGANG · POSTEN	AUSGANG|POSTEN	DOT	Im selben Gang setze den Positionsposten von der Ausgangsposition.	Im selben Gang setze den Positionsposten von der Ausgangsposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET041 ×2	YES	YES	YES
G485-E060	P1008-E0243	G475-R043	1	G474-B043	f72r	CELESTIAL	f72r2.13	oteeary	OT+AR	CATALOGUE	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	DANACH · {N1} · AUSGANG · {N2}	DANACH|{N1}|AUSGANG|{N2}	DOT|DOT|DOT	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Sternstelle »ee«.	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Sternstelle »ee«.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Sternstelle »ee«	STERNSTELLENNAME:ee|STERNSTELLENNAME:y	LOCAL_COMPONENT_RECURRENT	[DANACH · {N1} ×10] + [AUSGANG · {N2} ×6]	YES	YES	YES
G485-E061	P1008-E0244	G475-R044	1	G474-B044	f72r	CELESTIAL	f72r2.14	otair	OT+AIR	COORDINATE	DANACH · BAHN	DANACH · BAHN	DANACH|BAHN	DOT	Adressspur: danach → Ringbahn. Reihenfolge konkret: OT — danach Bahn.	Adressspur: danach → Ringbahn. Reihenfolge konkret: OT — danach Bahn.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Bahn	NONE	RECURRENT_ROLE_EVENT	G481-ES010 ×4	YES	YES	YES
G485-E062	P1008-E0245	G475-R044	2	G474-B044	f72r	CELESTIAL	f72r2.14	dy	Y	COORDINATE	POSTEN	POSTEN	POSTEN	NONE	Adressspur: Positionsposten.	Adressspur: Positionsposten.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES015 ×4	YES	YES	YES
G485-E063	P1008-E0246	G475-R045	1	G474-B045	f72r	CELESTIAL	f72r2.15	okaircham	OK+AIR+AM_ADDR	INSTRUCTION	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER	SETZEN · BAHN · {N1} · HIER	SETZEN|BAHN|{N1}|HIER	DOT|DOT|DOT	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:ch	RECURRENT_ROLE_EVENT	G481-ES043 ×2	YES	YES	YES
G485-E064	P1008-E0247	G475-R046	1	G474-B046	f72r	CELESTIAL	f72r2.16	okeal	OK+AL	INSTRUCTION	SETZEN · [STERNSTELLENNAME:e] · ZIELORT	SETZEN · {N1} · ZIELORT	SETZEN|{N1}|ZIELORT	DOT|DOT	Setze den Sternstelleneintrag »e« zur Zielposition.	Setze den Sternstelleneintrag »e« zur Zielposition.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:e	LOCAL_COMPONENT_RECURRENT	[SETZEN · {N1} · ZIELORT ×1]	YES	YES	YES
G485-E065	P1008-E0248	G475-R047	1	G474-B047	f72r	CELESTIAL	f72r2.17	otar	OT+AR	COORDINATE	DANACH · AUSGANG	DANACH · AUSGANG	DANACH|AUSGANG	DOT	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Ausgang	NONE	RECURRENT_STRICT_EVENT	G481-ET010 ×2	YES	YES	YES
G485-E066	P1008-E0249	G475-R048	1	G474-B048	f72r	CELESTIAL	f72r2.18	okaly	OK+AL+Y	INSTRUCTION	SETZEN · ZIELORT · POSTEN	SETZEN · ZIELORT · POSTEN	SETZEN|ZIELORT|POSTEN	DOT|DOT	Setze den Positionsposten zur Zielposition.	Setze den Positionsposten zur Zielposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET049 ×2	YES	YES	YES
G485-E067	P1008-E0250	G475-R049	1	G474-B049	f72r	CELESTIAL	f72r2.19	orary	OR+AR	CATALOGUE	EINHEIT · AUSGANG · [STERNSTELLENNAME:y]	EINHEIT · AUSGANG · {N1}	EINHEIT|AUSGANG|{N1}	DOT|DOT	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:y	RECURRENT_STRICT_EVENT	G481-ET055 ×2	YES	YES	YES
G485-E068	P1008-E0251	G475-R050	1	G474-B050	f72r	CELESTIAL	f72r2.20	okyd	OK	INSTRUCTION	SETZEN · [STERNSTELLENNAME:yd]	SETZEN · {N1}	SETZEN|{N1}	DOT	Setze den Sternstelleneintrag »yd«.	Setze den Sternstelleneintrag »yd«.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:yd	LOCAL_COMPONENT_RECURRENT	[SETZEN · {N1} ×3]	YES	YES	YES
G485-E069	P1008-E0252	G475-R051	1	G474-B051	f72r	CELESTIAL	f72r2.21	otolam	OT+OL+AM_ADDR	COORDINATE	DANACH · FORTSETZEN · HIER	DANACH · FORTSETZEN · HIER	DANACH|FORTSETZEN|HIER	DOT|DOT	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT	OT:danach Fortsetzung | OL:Folgeschritt in bezeichnete Stelle weiterführen	NONE	LOCAL_COMPONENT_RECURRENT	[DANACH · FORTSETZEN ×5] + [HIER ×26]	YES	YES	YES
G485-E070	P1008-E0279	G475-R052	1	G474-B052	f72r	CELESTIAL	f72r2.23	otal	OT+AL	COORDINATE	DANACH · ZIELORT	DANACH · ZIELORT	DANACH|ZIELORT	DOT	Adressspur: danach → Zielposition. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition. Reihenfolge konkret: OT — danach Zielort.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Zielort	NONE	RECURRENT_ROLE_EVENT	G481-ES010 ×4	YES	YES	YES
G485-E071	P1008-E0280	G475-R053	1	G474-B053	f72r	CELESTIAL	f72r2.24	ralal	AL+AL	CATALOGUE	[STERNSTELLENNAME:r] · ZIELORT · ZIELORT	{N1} · ZIELORT · ZIELORT	{N1}|ZIELORT|ZIELORT	DOT|DOT	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:r	RECURRENT_STRICT_EVENT	G481-ET059 ×2	YES	YES	YES
G485-E072	P1008-E0281	G475-R054	1	G474-B054	f72r	CELESTIAL	f72r2.25	okam	OK+AM_ADDR	INSTRUCTION	SETZEN · HIER	SETZEN · HIER	SETZEN|HIER	DOT	Setze den Eintrag an der bezeichneten Stelle.	Setze den Eintrag an der bezeichneten Stelle.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES049 ×2	YES	YES	YES
G485-E073	P1008-E0282	G475-R055	1	G474-B055	f72r	CELESTIAL	f72r2.26	otalshy	OT+AL+Y	COORDINATE	DANACH · ZIELORT · POSTEN	DANACH · ZIELORT · POSTEN	DANACH|ZIELORT|POSTEN	DOT|DOT	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Zielort	NONE	RECURRENT_STRICT_EVENT	G481-ET061 ×2	YES	YES	YES
G485-E074	P1008-E0283	G475-R056	1	G474-B056	f72r	CELESTIAL	f72r2.27	okaldy	OK+AL+DY	INSTRUCTION	SETZEN · ZIELORT · SCHLUSS	SETZEN · ZIELORT · SCHLUSS	SETZEN|ZIELORT|SCHLUSS	DOT|DOT	Setze den Eintrag zur Zielposition, und schließe den Schritt.	Setze den Eintrag zur Zielposition, und schließe den Schritt.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES025 ×4	YES	YES	YES
G485-E075	P1008-E0284	G475-R057	1	G474-B057	f72r	CELESTIAL	f72r2.28	chosar	AR	CATALOGUE	[STERNSTELLENNAME:chos] · AUSGANG	{N1} · AUSGANG	{N1}|AUSGANG	DOT	Sternstelle »chos« — Ausgangszuordnung.	Sternstelle »chos« — Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:chos	RECURRENT_STRICT_EVENT	G481-ET063 ×2	YES	YES	YES
G485-E076	P1008-E0285	G475-R058	1	G474-B058	f72r	CELESTIAL	f72r2.29	otam	OT+AM_ADDR	COORDINATE	DANACH · HIER	DANACH · HIER	DANACH|HIER	DOT	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach bezeichnete Stelle	NONE	RECURRENT_ROLE_EVENT	G481-ES051 ×2	YES	YES	YES
G485-E077	P1008-E0286	G475-R059	1	G474-B059	f72r	CELESTIAL	f72r2.30	ainaly	AL+Y	CATALOGUE	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	{N1} · ZIELORT · POSTEN	{N1}|ZIELORT|POSTEN	DOT|DOT	Sternstelle »ain« — Zielzuordnung, Postenangabe.	Sternstelle »ain« — Zielzuordnung, Postenangabe.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:ain	RECURRENT_STRICT_EVENT	G481-ET005 ×3	YES	YES	YES
G485-E078	P1008-E0287	G475-R060	1	G474-B060	f72r	CELESTIAL	f72r2.31	okarcham	OK+AR+AM_ADDR	INSTRUCTION	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER	SETZEN · AUSGANG · {N1} · HIER	SETZEN|AUSGANG|{N1}|HIER	DOT|DOT|DOT	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:ch	RECURRENT_ROLE_EVENT	G481-ES043 ×2	YES	YES	YES
G485-E079	P1008-E0350	G475-R060	2	G474-B061	f72r	CELESTIAL	f72r3.2	olkalaiin	OL+AL+AIIN	INSTRUCTION	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	FORTSETZEN · {N1} · ZIELORT · WERT	FORTSETZEN|{N1}|ZIELORT|WERT	DOT|DOT|DOT	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«.	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«.	1	OL	KEEP_ACTIVE_UNIT	FORWARD_OPEN	OL:weiter mit Sternstelle »k«	STERNSTELLENNAME:k	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E080	P1008-E0351	G475-R060	3	G474-B062	f72r	CELESTIAL	f72r3.3	olalsy	OL+AL+Y	COORDINATE	FORTSETZEN · ZIELORT · POSTEN	FORTSETZEN · ZIELORT · POSTEN	FORTSETZEN|ZIELORT|POSTEN	DOT|DOT	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	1	OL	KEEP_ACTIVE_UNIT	FORWARD_OPEN	OL:weiter mit Zielort	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E081	P1008-E0352	G475-R061	1	G474-B063	f72r	CELESTIAL	f72r3.4	oraiinam	OR+AM_ADDR	CATALOGUE	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	EINHEIT · {N1} · HIER	EINHEIT|{N1}|HIER	DOT|DOT	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:aiin	LOCAL_COMPONENT_RECURRENT	[EINHEIT · {N1} ×1] + [HIER ×26]	YES	YES	YES
G485-E082	P1008-E0353	G475-R062	1	G474-B064	f72r	CELESTIAL	f72r3.5	osarsheeeo	AR+SH	INSTRUCTION	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	{N1} · AUSGANG · HALTEN · {N2}	{N1}|AUSGANG|HALTEN|{N2}	DOT|DOT|DOT	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:os|STERNSTELLENNAME:eeeo	RECURRENT_ROLE_EVENT	G481-ES026 ×2	YES	YES	YES
G485-E083	P1008-E0354	G475-R063	1	G474-B065	f72r	CELESTIAL	f72r3.6	oto	OT+O	COORDINATE	DANACH · AUSFÜHRUNG	DANACH · AUSFÜHRUNG	DANACH|AUSFÜHRUNG	DOT	Adressspur: danach → Ausführungspunkt. Reihenfolge konkret: OT — danach Ausführung.	Adressspur: danach → Ausführungspunkt. Reihenfolge konkret: OT — danach Ausführung.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Ausführung	NONE	RECURRENT_ROLE_EVENT	G481-ES051 ×2	YES	YES	YES
G485-E084	P1008-E0355	G475-R063	2	G474-B065	f72r	CELESTIAL	f72r3.6	aiin	AIIN	COORDINATE	WERT	WERT	WERT	NONE	Adressspur: Positionswert.	Adressspur: Positionswert.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET071 ×2	YES	YES	YES
G485-E085	P1008-E0356	G475-R064	1	G474-B066	f72r	CELESTIAL	f72r3.7	opoiiinoin	O+IIN	INSTRUCTION	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE	{N1} · AUSFÜHRUNG · STUFE	{N1}|AUSFÜHRUNG|STUFE	DOT|DOT	Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe.	Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:opoiiin	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E086	P1008-E0357	G475-R064	2	G474-B066	f72r	CELESTIAL	f72r3.7	al	AL	INSTRUCTION	ZIELORT	ZIELORT	ZIELORT	NONE	Beziehe den Eintrag zur Zielposition.	Beziehe den Eintrag zur Zielposition.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E087	P1008-E0358	G475-R064	3	G474-B066	f72r	CELESTIAL	f72r3.7	ches	CH+E+S	INSTRUCTION	NEHMEN · GRAD I · WÄHLEN	NEHMEN · GRAD I · WÄHLEN	NEHMEN|GRAD I|WÄHLEN	DOT|DOT	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET074 ×2	YES	YES	YES
G485-E088	P1008-E0359	G475-R065	1	G474-B067	f72r	CELESTIAL	f72r3.8	ypaiin	AIIN	CATALOGUE	[STERNSTELLENNAME:yp] · WERT	{N1} · WERT	{N1}|WERT	DOT	Sternstelle »yp« — Wertangabe.	Sternstelle »yp« — Wertangabe.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:yp	RECURRENT_STRICT_EVENT	G481-ET075 ×3	YES	YES	YES
G485-E089	P1008-E0360	G475-R065	2	G474-B067	f72r	CELESTIAL	f72r3.8	alaly	AL+AL+Y	CATALOGUE	ZIELORT · ZIELORT · POSTEN	ZIELORT · ZIELORT · POSTEN	ZIELORT|ZIELORT|POSTEN	DOT|DOT	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E090	P1008-E0361	G475-R066	1	G474-B068	f72r	CELESTIAL	f72r3.9	oteey	OT+EE+Y	COORDINATE	DANACH · GRAD II · POSTEN	DANACH · GRAD II · POSTEN	DANACH|GRAD II|POSTEN	DOT|DOT	Adressspur: danach → Grad II → Positionsposten. Reihenfolge konkret: OT — danach Grad II.	Adressspur: danach → Grad II → Positionsposten. Reihenfolge konkret: OT — danach Grad II.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Grad II	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E091	P1008-E0362	G475-R066	2	G474-B068	f72r	CELESTIAL	f72r3.9	daiin	AIIN	COORDINATE	WERT	WERT	WERT	NONE	Adressspur: Positionswert.	Adressspur: Positionswert.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET071 ×2	YES	YES	YES
G485-E092	P1008-E0363	G475-R067	1	G474-B069	f72r	CELESTIAL	f72r3.10	oeeodaiin	AIIN	CATALOGUE	[STERNSTELLENNAME:oeeo] · WERT	{N1} · WERT	{N1}|WERT	DOT	Sternstelle »oeeo« — Wertangabe.	Sternstelle »oeeo« — Wertangabe.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:oeeo	RECURRENT_STRICT_EVENT	G481-ET075 ×3	YES	YES	YES
G485-E093	P1008-E0364	G475-R068	1	G474-B070	f72r	CELESTIAL	f72r3.11	ofsholdy	O+LOCAL_CHAR_F+SH+OL	INSTRUCTION	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · {N1}	AUSFÜHRUNG|HIER|HALTEN|FORTSETZEN|{N1}	DOT|DOT|DOT|DOT	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	1	OL	KEEP_ACTIVE_UNIT	BRIDGE_LEFT_TO_RIGHT	OL:Halten in Sternstelle »dy« weiterführen	STERNSTELLENNAME:dy	LOCAL_COMPONENT_RECURRENT	[AUSFÜHRUNG · HIER ×5] + [HALTEN · FORTSETZEN ×2] + [{N1} ×88]	YES	YES	YES
G485-E094	P1008-E0365	G475-R069	1	G474-B071	f72r	CELESTIAL	f72r3.12	opoeey	EE+Y	INSTRUCTION	[STERNSTELLENNAME:opo] · GRAD II · POSTEN	{N1} · GRAD II · POSTEN	{N1}|GRAD II|POSTEN	DOT|DOT	Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II.	Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:opo	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E095	P1008-E0366	G475-R069	2	G474-B071	f72r	CELESTIAL	f72r3.12	okaiin	OK+AIIN	INSTRUCTION	SETZEN · WERT	SETZEN · WERT	SETZEN|WERT	DOT	Setze den Positionswert.	Setze den Positionswert.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET080 ×3	YES	YES	YES
G485-E096	P1008-E0367	G475-R069	3	G474-B072	f72r	CELESTIAL	f72r3.13	ykolairol	OL+AIR+OL	INSTRUCTION	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	{N1} · FORTSETZEN · BAHN · FORTSETZEN	{N1}|FORTSETZEN|BAHN|FORTSETZEN	DOT|DOT|DOT	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.	2	OL|OL	KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT	BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD	OL:Sternstelle »yk« in Bahn weiterführen | OL:Bahn weiterführen	STERNSTELLENNAME:yk	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E097	P1008-E0409	G475-R070	1	G474-B073	f72r	CELESTIAL	f72r3.15	oralkam	OR+AL+AM_ADDR	CATALOGUE	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	EINHEIT · ZIELORT · {N1} · HIER	EINHEIT|ZIELORT|{N1}|HIER	DOT|DOT|DOT	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:k	LOCAL_COMPONENT_RECURRENT	[EINHEIT ×10] + [ZIELORT · {N1} ×4] + [HIER ×26]	YES	YES	YES
