master_card_id	master_head_form	registered_surface_family	composition_layer	atom_sequence	portable_nucleus_de	concrete_default_de	prose_event_count	teaching_mode_de	imperative_phrase_de	apprentice_reading_rule_de
MC109	ytey	ytey	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	FUELLEN	fuellen	1	exakte Ganzkarte lernen	Fülle	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC110	chkeedy	chkeedy	SECOND_RING_COMPOSED	CHK+EE+CLOSE	LÄNGER WÄRMEN; SCHLUSS	länger wärmen; Schluss	1	zusammensetzen	Wärme länger und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC111	shfydaiin	shfydaiin	SECOND_RING_COMPOSED	SH+AIIN	HALTEWERT	Standmaß	1	zusammensetzen	Halte bis zum Vorgabewert	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC112	octheol	octheol	SECOND_RING_COMPOSED	CTH+OL	BEREIT FORTSETZEN	bereitgestellten Gang fortsetzen	1	zusammensetzen	Führe den bereiten Posten fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC113	shedal	shedal	SECOND_RING_COMPOSED	SHED+AL	AM ZIEL ABSETZEN	dort absetzen	2	zusammensetzen	Lass am Ziel absetzen	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC114	sh	sh	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	STAENGEL	Staengel	1	exakte Ganzkarte lernen	Nimm den Stängel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC115	qoctholy	qoctholy	SECOND_RING_COMPOSED	CTH+OL+Y	BEREITEN POSTEN FORTSETZEN	bereiten Posten weiterfuehren	1	zusammensetzen	Führe den bereiten Posten fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC116	schedair	schedair	SECOND_RING_COMPOSED	AIR	WASSERLAUF	Wasser weiterleiten	1	zusammensetzen	Nutze den Wasserlauf	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC117	kchy	kchy	FIRST_RING_SHARED_SEED	KCH+Y	BEARBEITEN	diesen Posten bearbeiten	1	zusammensetzen	Bearbeite den aktuellen Posten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC118	ly	ly	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	SAMMELGEFÄSS	Sammelgefäß	1	exakte Ganzkarte lernen	Nimm das Sammelgefäß	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC119	cheey	cheey|shey	FIRST_RING_SHARED_SEED	CHEEY	FREIGEGEBENER WERT	klarer Auszug	4	zusammensetzen	Lies den freigegebenen Wert	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC120	okaiin	okaiin|qokaiin	FIRST_RING_PREDICTED	OK+AIIN	AUF VORGABEWERT SETZEN	auf Sollmaß einstellen	9	zusammensetzen	Stelle auf den Vorgabewert ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC121	otar	otar	FIRST_RING_SHARED_SEED	OT+AR	DANACH VOM AUSGANG	danach von dort	1	zusammensetzen	Nimm danach vom Ausgang	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC122	kchey	kchey	FIRST_RING_SHARED_SEED	KCH+E+Y	KURZ BEARBEITEN	diesen Posten kurz bearbeiten	1	zusammensetzen	Bearbeite kurz	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC123	chey	chey|chy|dy|shy|sy|y	FIRST_RING_SHARED_SEED	Y	AKTUELLER POSTEN	dieser Posten	18	zusammensetzen	Nimm den aktuellen Posten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC124	lkedy	lkedy	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	NACHWASCHEN	nachwaschen	1	exakte Ganzkarte lernen	Wasche nach und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC125	chochor	chochor	FIRST_RING_PREDICTED	HO+OR	EINGANGSANSATZ	Zutatenansatz	1	zusammensetzen	Bereite den Eingangsansatz	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC126	pchedal	pchedal	SECOND_RING_COMPOSED	P+CHD+AL	ZUM ZIEL EINFÜHREN	Einlass	1	zusammensetzen	Führe zum Ziel ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC127	lched	lched	SECOND_RING_COMPOSED	L+CHD	ABFÜHREN	abführen	1	zusammensetzen	Führe ab	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC128	cheedy	cheedy|shedy|tedy	SECOND_RING_COMPOSED	SHED+E+CLOSE	KURZ ABSETZEN; SCHLUSS	kurz absetzen lassen; Schluss	12	zusammensetzen	Lass kurz absetzen und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC129	cfhy	cfhy	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	AUSWRINGEN	auswringen	1	exakte Ganzkarte lernen	Wringe aus	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC130	lsho	lsho	SECOND_RING_COMPOSED	WASH	WASCHGANG	Waschgang beginnen	1	zusammensetzen	Führe den Waschgang aus	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC131	choy	choy	FIRST_RING_PREDICTED	HO+Y	AKTUELLER EINGANGSPOSTEN	diese Zutat	1	zusammensetzen	Nimm den aktuellen Eingangsposten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC132	sheckhy	sheckhy	SECOND_RING_COMPOSED	CKH+E+Y	KURZ DURCHLEITEN	kurz durchleiten	1	zusammensetzen	Leite kurz durch	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC133	lcheckhedy	lcheckhedy	SECOND_RING_COMPOSED	L+CKHE+CLOSE	ABSEIHEN; SCHLUSS	abseihen; Schluss	1	zusammensetzen	Seihe ab und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC134	qolky	qolky	SECOND_RING_COMPOSED	OL	AUF DEM ARBEITSWEG FORTSETZEN	auf dem Arbeitsweg weiterleiten	1	zusammensetzen	Führe auf dem Arbeitsweg fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC135	otedy	otedy	FIRST_RING_PREDICTED	OT+E+CLOSE	KURZE FOLGE; SCHLUSS	kurze Folge; Schluss	2	zusammensetzen	Führe die kurze Folge aus und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC136	kchoar	kchoar	SECOND_RING_COMPOSED	CHEO+AR	AUSZUG VOM AUSGANG	Auszug daraus	1	zusammensetzen	Nimm den Auszug vom Ausgang	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC137	shecthy	shecthy	SECOND_RING_COMPOSED	CTH+E+Y	KURZ BEREITHALTEN	kurz bereit halten	1	zusammensetzen	Halte kurz bereit	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC138	dshedy	dshedy	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	FRISCHWASSER	Frischwasser	1	exakte Ganzkarte lernen	Gib Frischwasser zu und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC139	dchdy	dchdy	FIRST_RING_PREDICTED	CHD+CLOSE	ÜBERTRAGEN; SCHLUSS	weitergeführten Posten überführen; Schluss	1	zusammensetzen	Übertrage und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC140	qokeeedy	qokeeedy	FIRST_RING_SHARED_SEED	OK+EEE+CLOSE	VOLLSTÄNDIG SETZEN; SCHLUSS	vollständig ansetzen; Schluss	1	zusammensetzen	Setze vollständig und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC141	tshey	tshey	SECOND_RING_COMPOSED	CHEEY	FREIGEGEBENER WERT	Klarlauf zugeben	1	zusammensetzen	Lies den freigegebenen Wert	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC142	dchol	dchol|schol	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	VORIGES	Voriges	2	exakte Ganzkarte lernen	Nimm das Vorige	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC143	shckhedy	shckhedy	SECOND_RING_COMPOSED	CKHE+CLOSE	SEIHEN; SCHLUSS	seihen; Schluss	3	zusammensetzen	Seihe und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC144	chldaiin	chldaiin	SECOND_RING_COMPOSED	SHED+AIIN	ABSETZWERT	Absetzmaß	1	zusammensetzen	Stelle den Absetzwert ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC145	chedain	chedain	FIRST_RING_PREDICTED	CHD+AIN	ANTEIL ÜBERTRAGEN	Portion umsetzen	1	zusammensetzen	Übertrage einen Anteil	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC146	chealror	chealror	SECOND_RING_COMPOSED	AL+OR	ANSATZ ZUM ZIEL	Ansatz von dort zur Zielstelle	1	zusammensetzen	Führe den Ansatz zum Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC147	cheky	cheky	SECOND_RING_COMPOSED	CHK+E+Y	KURZ WÄRMEN	kurz wärmen	3	zusammensetzen	Wärme kurz	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC148	ykan	ykan	SECOND_RING_COMPOSED	Y+AIN	AKTUELLER ANTEIL	dieser Anteil	1	zusammensetzen	Nimm den aktuellen Anteil	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC149	solshedy	solshedy	SECOND_RING_COMPOSED	OL+SHED+CLOSE	WEITER ABSETZEN; SCHLUSS	weiter absetzen; Schluss	1	zusammensetzen	Lass weiter absetzen und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC150	okeeol	okeeol	FIRST_RING_PREDICTED	OK+EE+OL	LÄNGER FORTSETZEN	länger fortführen	1	zusammensetzen	Führe länger fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC151	qokshedy	qokshedy	SECOND_RING_COMPOSED	OK+SHED+CLOSE	ABSETZGANG SETZEN; SCHLUSS	Absetzgang ansetzen; Schluss	1	zusammensetzen	Beginne den Absetzgang und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC152	ches	ches	SECOND_RING_COMPOSED	PARTITION	TRENNEN	teilen	1	zusammensetzen	Trenne	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC153	cheol	cheol|chol|ol|qol|sol|tol	FIRST_RING_SHARED_SEED	OL	FORTSETZEN	fortsetzen	19	zusammensetzen	Führe fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC154	al	al|chal|cheal|dal|sal|tal	FIRST_RING_SHARED_SEED	AL	ZUM ZIEL	dorthin	10	zusammensetzen	Führe zum Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC155	lchedy	lchedy	SECOND_RING_COMPOSED	L+CHD+CLOSE	ABFÜHREN; SCHLUSS	abführen; Schluss	8	zusammensetzen	Führe ab und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC156	cphy	cphy	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	NACHSEIHEN	nachseihen	1	exakte Ganzkarte lernen	Seihe nach	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC157	cholor	cholor|olor	FIRST_RING_SHARED_SEED	OL+OR	FORTGESETZTER ANSATZ	Fortsetzungsansatz	2	zusammensetzen	Führe den Ansatz weiter	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC158	cthoor	cthoor	SECOND_RING_COMPOSED	CTH+OR	BEREITER ANSATZ	Ansatz bereit	1	zusammensetzen	Halte den Ansatz bereit	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC159	os	os	FIRST_RING_SHARED_SEED	OS	UMSCHLIESSENDER TRÄGER	Mischgefäß	1	zusammensetzen	Gib in den umschließenden Träger	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC160	talam	talam	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	AM ZIEL VERWAHREN	am Ziel verwahren	1	exakte Ganzkarte lernen	Verwahre am Ziel	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC161	checthy	checthy|cthy|shcthy	SECOND_RING_COMPOSED	CTH+Y	BEREITER POSTEN	bereit	7	zusammensetzen	Halte den Posten bereit	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC162	qolchey	qolchey	FIRST_RING_PREDICTED	OL+Y	AKTUELLEN POSTEN FORTSETZEN	diesen Posten weiterfuehren	1	zusammensetzen	Führe den aktuellen Posten fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC163	qotchol	qotchol	FIRST_RING_PREDICTED	OT+OL	DANACH FORTSETZEN	danach weiterfuehren	1	zusammensetzen	Danach führe fort	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC164	qokylddy	qokylddy	LEARNED_LOCAL_WHOLE	LOCAL_WHOLE	BEFESTIGEN	befestigen	1	exakte Ganzkarte lernen	Befestige und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC165	qockhey	qockhey	SECOND_RING_COMPOSED	OK+CKH+E+Y	KURZEN DURCHLAUF SETZEN	kurzen Durchlauf ansetzen	1	zusammensetzen	Setze den kurzen Durchlauf	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC166	chkeey	chkeey	SECOND_RING_COMPOSED	CHK+EE+Y	LÄNGER WÄRMEN	diesen Posten länger warm halten	1	zusammensetzen	Wärme länger	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC167	lochedy	lochedy	SECOND_RING_COMPOSED	L+CHD+CLOSE	REST ABFÜHREN; SCHLUSS	Rest abfuehren; Schluss	1	zusammensetzen	Führe den Rest ab und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC168	lcheckhy	lcheckhy	SECOND_RING_COMPOSED	L+CKH+Y	POSTEN DURCH AUSGANG FÜHREN	Ausgangsdurchlass	1	zusammensetzen	Führe den Posten durch den Ausgang	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC169	cthaiin	cthaiin	SECOND_RING_COMPOSED	CTH+AIIN	BEREITWERT	Fertigmaß	1	zusammensetzen	Stelle den Bereitwert ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC170	ykaiin	ykaiin	FIRST_RING_PREDICTED	Y+AIIN	POSTENWERT	Postenmaß	1	zusammensetzen	Stelle den Postenwert ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC171	otchey	otchey	FIRST_RING_SHARED_SEED	OT+Y	NÄCHSTER POSTEN	nächster Teilposten	2	zusammensetzen	Nimm den nächsten Posten	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC172	daiiin	daiiin	SECOND_RING_COMPOSED	IIN	STUFE	Öffnungsstufe	1	zusammensetzen	Stelle die Stufe ein	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
MC173	qoteedy	qoteedy	FIRST_RING_PREDICTED	OT+EE+CLOSE	LANGE FOLGE; SCHLUSS	lange Folge; Schluss	2	zusammensetzen	Führe die lange Folge aus und schließe	Atomfolge lesen, Lehrimperativ bilden, danach konkreten Besitzerwert einsetzen
