linkage_candidate_id	source_gdt510_rectangle_id	source_gdt510_card_id	target_matrix_cell_id	target_register	target_action_recipe	s_event_id	chd_event_id	s_component_recipe	chd_component_recipe	s_y_mode	chd_y_mode	s_frame_atoms	chd_frame_atoms	s_before_chd	intervening_event_count	same_page	same_owner	same_statement	corridor_event_count	corridor_page_count	corridor_owner_count	corridor_statement_count	corridor_argument_after_roots	corridor_argument_run_trace	corridor_argument_state_change_count	corridor_active_y_event_count	corridor_non_y_event_count	active_y_uninterrupted	immediate_same_statement_same_y	gdt507_grade_immediate_shared_inherited_argument	locality_tier	guard
G511-L026	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3815	G407-E4075	S+AM_ADDR	CHD+Y	INHERITED_Y	EXPLICIT_Y	AM_ADDR	NONE	YES	259	NO	NO	NO	261	3	4	21	AIIN|AIN|NONE|OR|Y	Y>AIN>OR>Y>OR>Y>AIIN>Y>OR>Y>OR>Y>OR>Y>AIIN>Y>AIIN>OR>AIIN>OR>Y>AIIN>OR>Y>OR>AIIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y	80	155	106	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L027	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3842	G407-E4028	S+AM_ADDR	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	AM_ADDR	L	YES	185	NO	NO	NO	187	2	3	16	AIIN|AIN|NONE|OR|Y	Y>OR>Y>AIIN>Y>AIIN>OR>AIIN>OR>Y>AIIN>OR>Y>OR>AIIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y	51	121	66	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L028	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3842	G407-E4075	S+AM_ADDR	CHD+Y	INHERITED_Y	EXPLICIT_Y	AM_ADDR	NONE	YES	232	NO	NO	NO	234	3	4	21	AIIN|AIN|NONE|OR|Y	Y>OR>Y>AIIN>Y>AIIN>OR>AIIN>OR>Y>AIIN>OR>Y>OR>AIIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y	69	145	89	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L029	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3860	G407-E4028	S	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	L	YES	167	NO	NO	NO	169	2	3	14	AIIN|AIN|NONE|OR|Y	Y>AIIN>OR>AIIN>OR>Y>AIIN>OR>Y>OR>AIIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y	47	111	58	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L030	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3860	G407-E4075	S	CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	NONE	YES	214	NO	NO	NO	216	3	4	19	AIIN|AIN|NONE|OR|Y	Y>AIIN>OR>AIIN>OR>Y>AIIN>OR>Y>OR>AIIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y	65	135	81	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L031	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3862	G407-E4028	S	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	L	YES	165	NO	NO	NO	167	2	3	14	AIIN|AIN|NONE|OR|Y	Y>AIIN>OR>AIIN>OR>Y>AIIN>OR>Y>OR>AIIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y	47	109	58	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L032	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3862	G407-E4075	S	CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	NONE	YES	212	NO	NO	NO	214	3	4	19	AIIN|AIN|NONE|OR|Y	Y>AIIN>OR>AIIN>OR>Y>AIIN>OR>Y>OR>AIIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y	65	133	81	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L033	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3887	G407-E4028	S	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	L	YES	140	NO	NO	NO	142	2	3	13	AIIN|AIN|NONE|OR|Y	Y>OR>AIIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y	39	97	45	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L034	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3887	G407-E4075	S	CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	NONE	YES	187	NO	NO	NO	189	3	4	18	AIIN|AIN|NONE|OR|Y	Y>OR>AIIN>Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y	57	121	68	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L035	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3903	G407-E4028	S	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	L	YES	124	NO	NO	NO	126	2	3	12	AIIN|AIN|NONE|OR|Y	Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y	36	84	42	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L036	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3903	G407-E4075	S	CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	NONE	YES	171	NO	NO	NO	173	3	4	17	AIIN|AIN|NONE|OR|Y	Y>OR>Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y	54	108	65	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L037	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3907	G407-E4028	AL+S+Y	L+CHD+Y	EXPLICIT_Y	EXPLICIT_Y	AL	L	YES	120	NO	NO	NO	122	2	3	12	AIIN|AIN|NONE|OR|Y	Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y	34	83	39	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L038	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3907	G407-E4075	AL+S+Y	CHD+Y	EXPLICIT_Y	EXPLICIT_Y	AL	NONE	YES	167	NO	NO	NO	169	3	4	17	AIIN|AIN|NONE|OR|Y	Y>OR>Y>OR>Y>OR>Y>OR>NONE>Y>AIIN>OR>Y>OR>Y>AIIN>Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y	52	107	62	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L039	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3959	G407-E4028	S	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	L	YES	68	YES	NO	NO	70	1	2	10	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y	18	50	20	NO	NO	NO	C_LONG_SAME_PAGE_CROSS_OWNER	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L040	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3959	G407-E4075	S	CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	NONE	YES	115	NO	NO	NO	117	2	3	15	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y	36	74	43	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L041	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3964	G407-E4028	S+AIR+AL	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	AIR+AL	L	YES	63	YES	NO	NO	65	1	2	10	AIIN|AIN|NONE|OR|Y	Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y	16	46	19	NO	NO	NO	C_LONG_SAME_PAGE_CROSS_OWNER	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L042	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3964	G407-E4075	S+AIR+AL	CHD+Y	INHERITED_Y	EXPLICIT_Y	AIR+AL	NONE	YES	110	NO	NO	NO	112	2	3	15	AIIN|AIN|NONE|OR|Y	Y>NONE>Y>AIIN>Y>OR>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y	34	70	42	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L043	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3999	G407-E4028	S+OT+E+OL	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	OT+E+OL	L	YES	28	YES	YES	NO	30	1	1	4	AIIN|AIN|Y	Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y	8	19	11	NO	NO	NO	B_LONG_SAME_OWNER_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L044	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E3999	G407-E4075	S+OT+E+OL	CHD+Y	INHERITED_Y	EXPLICIT_Y	OT+E+OL	NONE	YES	75	NO	NO	NO	77	2	2	9	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y	26	43	34	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L045	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4056	G407-E4028	S+AL+DY	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	AL+DY	L	NO	27	YES	YES	NO	29	1	1	2	AIIN|AIN|OR|Y	Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y	11	13	16	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L046	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4056	G407-E4075	S+AL+DY	CHD+Y	INHERITED_Y	EXPLICIT_Y	AL+DY	NONE	YES	18	NO	NO	NO	20	2	2	5	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>NONE>Y>OR>AIN>Y	7	13	7	NO	NO	NO	D_REGISTER_ONLY_CROSS_PAGE	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L047	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4129	G407-E4028	S+EE+Y	L+CHD+Y	EXPLICIT_Y	EXPLICIT_Y	EE	L	NO	100	NO	NO	NO	102	2	3	8	AIIN|AIN|NONE|OR|Y	Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y	41	50	52	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L048	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4129	G407-E4075	S+EE+Y	CHD+Y	EXPLICIT_Y	EXPLICIT_Y	EE	NONE	NO	53	YES	NO	NO	55	1	2	3	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y	23	26	29	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L049	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4147	G407-E4028	S	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	L	NO	118	NO	NO	NO	120	2	4	10	AIIN|AIN|NONE|OR|Y	Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>NONE>Y	48	57	63	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L050	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4147	G407-E4075	S	CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	NONE	NO	71	YES	NO	NO	73	1	3	5	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>NONE>Y	30	33	40	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L051	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4269	G407-E4028	S	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	L	NO	240	NO	NO	NO	242	2	6	18	AIIN|AIN|NONE|OR|Y	Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>NONE>Y>AIN>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>NONE>Y>AIIN>Y>AIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIN>AIIN>Y>NONE>Y>AIIN>OR>AIIN>Y>OR>AIIN>Y>OR>Y>AIIN>OR>AIIN>Y	87	123	119	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L052	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4269	G407-E4075	S	CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	NONE	NO	193	YES	NO	NO	195	1	5	13	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>NONE>Y>AIN>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>NONE>Y>AIIN>Y>AIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIN>AIIN>Y>NONE>Y>AIIN>OR>AIIN>Y>OR>AIIN>Y>OR>Y>AIIN>OR>AIIN>Y	69	99	96	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L053	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4289	G407-E4028	S	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	L	NO	260	NO	NO	NO	262	2	6	18	AIIN|AIN|NONE|OR|Y	Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>NONE>Y>AIN>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>NONE>Y>AIIN>Y>AIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIN>AIIN>Y>NONE>Y>AIIN>OR>AIIN>Y>OR>AIIN>Y>OR>Y>AIIN>OR>AIIN>Y>AIIN>Y	89	140	122	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L054	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4289	G407-E4075	S	CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	NONE	NO	213	YES	NO	NO	215	1	5	13	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>NONE>Y>AIN>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>NONE>Y>AIIN>Y>AIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIN>AIIN>Y>NONE>Y>AIIN>OR>AIIN>Y>OR>AIIN>Y>OR>Y>AIIN>OR>AIIN>Y>AIIN>Y	71	116	99	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L055	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4318	G407-E4028	A_ADDR+S	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	A_ADDR	L	NO	289	NO	NO	NO	291	2	7	23	AIIN|AIN|NONE|OR|Y	Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>NONE>Y>AIN>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>NONE>Y>AIIN>Y>AIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIN>AIIN>Y>NONE>Y>AIIN>OR>AIIN>Y>OR>AIIN>Y>OR>Y>AIIN>OR>AIIN>Y>AIIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIIN>Y	97	157	134	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L056	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4318	G407-E4075	A_ADDR+S	CHD+Y	INHERITED_Y	EXPLICIT_Y	A_ADDR	NONE	NO	242	YES	NO	NO	244	1	6	18	AIIN|AIN|NONE|OR|Y	Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>NONE>Y>AIN>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>NONE>Y>AIIN>Y>AIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIN>AIIN>Y>NONE>Y>AIIN>OR>AIIN>Y>OR>AIIN>Y>OR>Y>AIIN>OR>AIIN>Y>AIIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIIN>Y	79	133	111	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
G511-L057	G510-R02	G509-C05	G498-M295	PHARMA	S+CHD+Y	G407-E4378	G407-E4028	S	L+CHD+Y	INHERITED_Y	EXPLICIT_Y	NONE	L	NO	349	NO	NO	NO	351	2	7	23	AIIN|AIN|NONE|OR|Y	Y>AIN>AIIN>Y>AIIN>OR>AIIN>Y>OR>Y>AIN>Y>AIIN>Y>NONE>Y>OR>AIN>Y>AIIN>Y>AIIN>Y>OR>AIIN>Y>AIIN>AIN>Y>OR>Y>AIIN>NONE>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIN>NONE>Y>AIN>AIIN>Y>AIIN>Y>AIN>Y>AIN>AIIN>NONE>Y>AIIN>Y>AIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIN>AIIN>Y>NONE>Y>AIIN>OR>AIIN>Y>OR>AIIN>Y>OR>Y>AIIN>OR>AIIN>Y>AIIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIIN>Y>OR>Y>AIIN>Y>AIIN>Y>AIIN>Y>AIIN>Y	107	204	147	NO	NO	NO	R_REVERSE_CHD_BEFORE_S	LINKAGE_STRENGTH_ONLY__LOCAL_HEAD_RECTANGLES_NOT_PROMOTED_TO_LOCAL_PAIR
