reading_unit_id	reading_unit_type	register	page	local_record_or_namespace	visible_owner_or_role	visible_group_count	visible_sequence	grammar_or_template	status_or_address_mode	complete_reading_de	section_purpose	source_pass
B2-S022	PROSE_STATEMENT	BIO	f82r	B2	unteren Beckenrand mit mehreren Arbeitsplätzen	1	lochedy	FLOW_TRANSFER_PROCESS	CLOSED	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Abführung; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S001	PROSE_STATEMENT	BIO	f83r	B3	oberen offenen Fächergefäß am Rand	1	olkeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am oberen offenen Fächergefäß am Rand: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange sammeln; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S002	PROSE_STATEMENT	BIO	f83r	B3	oberen offenen Fächergefäß am Rand	2	qotal · chkeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am oberen offenen Fächergefäß am Rand: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: danach dorthin; Langwärmen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S003	PROSE_STATEMENT	BIO	f83r	B3	oberen offenen Fächergefäß am Rand	4	chey · daiin · chey · lchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am oberen offenen Fächergefäß am Rand: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: dies; Sollmaß; dies; abführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S004	PROSE_STATEMENT	BIO	f83r	B3	oberen offenen Fächergefäß am Rand	3	qokaiin · qotal · dar	FULL_ADDRESS_PROCESS	OPEN	Am oberen offenen Fächergefäß am Rand: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: bemessen; danach dorthin; davon. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B3-S005	PROSE_STATEMENT	BIO	f83r	B3	runden Mittelgefäß am Rand	1	schedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am runden Mittelgefäß am Rand: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: überführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S006	PROSE_STATEMENT	BIO	f83r	B3	runden Mittelgefäß am Rand	3	chedchy · qokal · olchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am runden Mittelgefäß am Rand: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Postentransfer; dorthin einsetzen; weiterführen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S007	PROSE_STATEMENT	BIO	f83r	B3	runden Mittelgefäß am Rand	3	qokaiin · chedy · qokeedy	QUANTIFIED_PROCESS	CLOSED	Am runden Mittelgefäß am Rand: Nimm die bezeichnete Portion oder Sollmenge und führe den örtlichen Arbeitsgang damit aus. Kartenlesung: bemessen; überführen; lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S008	PROSE_STATEMENT	BIO	f83r	B3	runden Mittelgefäß am Rand	1	lchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am runden Mittelgefäß am Rand: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: abführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S009	PROSE_STATEMENT	BIO	f83r	B3	runden Mittelgefäß am Rand	1	qoky	SOURCED_PROCESS	OPEN	Am runden Mittelgefäß am Rand: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: einsetzen. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B3-S010	PROSE_STATEMENT	BIO	f83r	B3	unteren korbartigen Randgefäß	2	pchedal · otedy	FLOW_TRANSFER_PROCESS	CLOSED	Am unteren korbartigen Randgefäß: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Zielzuführung; Kurzfolge; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S011	PROSE_STATEMENT	BIO	f83r	B3	unteren korbartigen Randgefäß	4	shecthedchy · qoky · chedy · chary	SOURCED_PROCESS	OPEN	Am unteren korbartigen Randgefäß: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: Vorbereitungstransfer; einsetzen; überführen; Quellposten. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B3-S012	PROSE_STATEMENT	BIO	f83r	B3	unteren korbartigen Randgefäß	2	sor · shedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am unteren korbartigen Randgefäß: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Ansatz; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S013	PROSE_STATEMENT	BIO	f83r	B3	unteren korbartigen Randgefäß	4	qokaiin · chkain · shcthey · qokedy	FLOW_TRANSFER_PROCESS	CLOSED	Am unteren korbartigen Randgefäß: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: bemessen; Portion; kurz vorbereiten; kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S014	PROSE_STATEMENT	BIO	f83r	B3	unteren korbartigen Randgefäß	2	okair · sheedy	FLOW_TRANSFER_PROCESS	CLOSED	Am unteren korbartigen Randgefäß: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Laufeinsatz; Langabsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S015	PROSE_STATEMENT	BIO	f83r	B3	unteren korbartigen Randgefäß	1	lchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am unteren korbartigen Randgefäß: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: abführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S016	PROSE_STATEMENT	BIO	f83r	B3	unteren korbartigen Randgefäß; danach ohne sichtbare Verbindung im Zwischenraum zwischen Randgefäßen und Hauptbogen	2	lo · qokchedy	SOURCED_PROCESS	CLOSED	Am unteren korbartigen Randgefäß; danach ohne sichtbare Verbindung im Zwischenraum zwischen Randgefäßen und Hauptbogen: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: Abzug; vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest. Die Aussage überschreitet dabei eine Bildbesitzergrenze ohne gezeichnete Verbindung.	local bath wash vessel or transfer station	R283
B3-S017	PROSE_STATEMENT	BIO	f83r	B3	Zwischenraum zwischen Randgefäßen und Hauptbogen	1	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S018	PROSE_STATEMENT	BIO	f83r	B3	Zwischenraum zwischen Randgefäßen und Hauptbogen	1	shedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S019	PROSE_STATEMENT	BIO	f83r	B3	Zwischenraum zwischen Randgefäßen und Hauptbogen	1	qokshedy	GRADED_PROCESS	CLOSED	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Führe den Arbeitsgang bis zur bezeichneten Stufe und halte den Posten dort entsprechend kurz, länger oder vollständig. Kartenlesung: Einsatzabsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S020	PROSE_STATEMENT	BIO	f83r	B3	Zwischenraum zwischen Randgefäßen und Hauptbogen	2	dal · lchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: dorthin; abführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S021	PROSE_STATEMENT	BIO	f83r	B3	Zwischenraum zwischen Randgefäßen und Hauptbogen	11	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	FULL_ADDRESS_PROCESS	CLOSED	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: bemessen; bereit; dorthin; dies; Sollmaß; am Ziel absetzen; Kurzvorbereitung; dies; dorthin; bereit; Zieltransfer; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S022	PROSE_STATEMENT	BIO	f83r	B3	Zwischenraum zwischen Randgefäßen und Hauptbogen	1	qotchedy	LINKED_PROCESS	CLOSED	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Verknüpfe diesen Posten mit dem vorherigen oder dem nächsten Stationsposten und führe den verbundenen Gang weiter. Kartenlesung: Folgetransfer; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S023	PROSE_STATEMENT	BIO	f83r	B3	Zwischenraum zwischen Randgefäßen und Hauptbogen	1	lchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: abführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S024	PROSE_STATEMENT	BIO	f83r	B3	Zwischenraum zwischen Randgefäßen und Hauptbogen	1	tchedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: überführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S025	PROSE_STATEMENT	BIO	f83r	B3	Zwischenraum zwischen Randgefäßen und Hauptbogen	1	qokchdy	SOURCED_PROCESS	CLOSED	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S026	PROSE_STATEMENT	BIO	f83r	B3	Zwischenraum zwischen Randgefäßen und Hauptbogen; danach ohne sichtbare Verbindung im sichtbar verbundenen Gefäßpaar des Hauptbogens	7	cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy	FULL_ADDRESS_PROCESS	CLOSED	Am Zwischenraum zwischen Randgefäßen und Hauptbogen; danach ohne sichtbare Verbindung im sichtbar verbundenen Gefäßpaar des Hauptbogens: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: Quelltransfer; Sollabsetzung; überführen; Anteil zugeben; bereit; Zielbereitung; lange sammeln; Schluss. Setze diesen Stationsschritt fest. Die Aussage überschreitet dabei eine Bildbesitzergrenze ohne gezeichnete Verbindung.	local bath wash vessel or transfer station	R283
B3-S027	PROSE_STATEMENT	BIO	f83r	B3	sichtbar verbundenen Gefäßpaar des Hauptbogens	1	qoteedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange Folgestufe; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S028	PROSE_STATEMENT	BIO	f83r	B3	sichtbar verbundenen Gefäßpaar des Hauptbogens	2	qokeey · qokedy	FLOW_TRANSFER_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: länger einwirken lassen; kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S029	PROSE_STATEMENT	BIO	f83r	B3	sichtbar verbundenen Gefäßpaar des Hauptbogens	3	sol · cheeety · qokedy	FLOW_TRANSFER_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: weiter; Vollteil; kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S030	PROSE_STATEMENT	BIO	f83r	B3	sichtbar verbundenen Gefäßpaar des Hauptbogens	4	qoky · saiin · schedair · otchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: einsetzen; Sollmaß; Weiterlauf; Folgetransfer; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S031	PROSE_STATEMENT	BIO	f83r	B3	sichtbar verbundenen Gefäßpaar des Hauptbogens	1	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S032	PROSE_STATEMENT	BIO	f83r	B3	sichtbar verbundenen Gefäßpaar des Hauptbogens	5	chedain · chedy · qotedaiin · otaiin · otedy	QUANTIFIED_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Nimm die bezeichnete Portion oder Sollmenge und führe den örtlichen Arbeitsgang damit aus. Kartenlesung: Anteilstransfer; überführen; Kurzsoll; Folgemaß; Kurzfolge; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S033	PROSE_STATEMENT	BIO	f83r	B3	sichtbar verbundenen Gefäßpaar des Hauptbogens	1	ldy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: abziehen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B3-S034	PROSE_STATEMENT	BIO	f83r	B3	sichtbar verbundenen Gefäßpaar des Hauptbogens	6	soiiin · checthy · chety · otaiin · olsaly · shedy	TARGET_APPLICATION_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: Arbeitsstufe; bereit; Teil; Folgemaß; Zwischenziel; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S001	PROSE_STATEMENT	BIO	f83r	B4	sichtbar verbundenen Gefäßpaar des Hauptbogens	1	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S002	PROSE_STATEMENT	BIO	f83r	B4	sichtbar verbundenen Gefäßpaar des Hauptbogens	3	qolchey · qokeey · qokedy	FLOW_TRANSFER_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Weiterposten; länger einwirken lassen; kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S003	PROSE_STATEMENT	BIO	f83r	B4	sichtbar verbundenen Gefäßpaar des Hauptbogens	7	chedy · otal · otchey · qokeey · qoky · tol · shedy	TARGET_APPLICATION_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: überführen; danach dorthin; das nächste; länger einwirken lassen; einsetzen; weiter; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S004	PROSE_STATEMENT	BIO	f83r	B4	sichtbar verbundenen Gefäßpaar des Hauptbogens	1	qokylddy	SOURCED_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: befestigen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S005	PROSE_STATEMENT	BIO	f83r	B4	sichtbar verbundenen Gefäßpaar des Hauptbogens	3	dain · chedy · qokeedy	SOURCED_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: Einlage; überführen; lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S006	PROSE_STATEMENT	BIO	f83r	B4	sichtbar verbundenen Gefäßpaar des Hauptbogens	1	shckhedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: durchlassen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S007	PROSE_STATEMENT	BIO	f83r	B4	sichtbar verbundenen Gefäßpaar des Hauptbogens	1	shckhedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: durchlassen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S008	PROSE_STATEMENT	BIO	f83r	B4	sichtbar verbundenen Gefäßpaar des Hauptbogens	4	saiin · cheeky · sheey · qokedy	FLOW_TRANSFER_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Sollmaß; länger bearbeiten; Langhalt; kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S009	PROSE_STATEMENT	BIO	f83r	B4	sichtbar verbundenen Gefäßpaar des Hauptbogens	1	shedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S010	PROSE_STATEMENT	BIO	f83r	B4	sichtbar verbundenen Gefäßpaar des Hauptbogens	1	oldy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: fertig; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S011	PROSE_STATEMENT	BIO	f83r	B4	linken offenen Randplatz des Hauptfeldes	7	saiin · cheky · okeeol · okain · chdy · sol · lkedy	FLOW_TRANSFER_PROCESS	CLOSED	Am linken offenen Randplatz des Hauptfeldes: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Sollmaß; kurz wärmen; Langfortsetzung; Anteil zugeben; überführen; weiter; weiter abziehen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S012	PROSE_STATEMENT	BIO	f83r	B4	linken offenen Randplatz des Hauptfeldes	1	lchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am linken offenen Randplatz des Hauptfeldes: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: abführen; Schluss. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S013	PROSE_STATEMENT	BIO	f83r	B4	linken offenen Randplatz des Hauptfeldes	2	qokol · shedy	GRADED_PROCESS	CLOSED	Am linken offenen Randplatz des Hauptfeldes: Führe den Arbeitsgang bis zur bezeichneten Stufe und halte den Posten dort entsprechend kurz, länger oder vollständig. Kartenlesung: Weiter einsetzen; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S014	PROSE_STATEMENT	BIO	f83r	B4	linken offenen Randplatz des Hauptfeldes	4	or · chey · qockhey · dairydy	FLOW_TRANSFER_PROCESS	CLOSED	Am linken offenen Randplatz des Hauptfeldes: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Ansatz; dies; Kurzdurchgang; Laufschluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B4-S015	PROSE_STATEMENT	BIO	f83r	B4	linken offenen Randplatz des Hauptfeldes; danach ohne sichtbare Verbindung im rechten S-förmigen Mehranschlusslauf	6	qokain · shey · kain · chckhal · solkey · lchedy	FLOW_TRANSFER_PROCESS	CLOSED	Am linken offenen Randplatz des Hauptfeldes; danach ohne sichtbare Verbindung im rechten S-förmigen Mehranschlusslauf: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Anteil zugeben; Klarlauf; Portion; Zielpassage; Kurzsammlung; abführen; Schluss. Setze diesen Stationsschritt fest. Die Aussage überschreitet dabei eine Bildbesitzergrenze ohne gezeichnete Verbindung.	local bath wash vessel or transfer station	R283
B4-S016	PROSE_STATEMENT	BIO	f83r	B4	rechten S-förmigen Mehranschlusslauf	4	qolkain · dal · skar · shedy	FULL_ADDRESS_PROCESS	CLOSED	Am rechten S-förmigen Mehranschlusslauf: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: weiterer Anteil; dorthin; Quellausguss; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B5-S001	PROSE_STATEMENT	BIO	f83r	B5	linken offenen Randplatz des Nachtrags	1	otchdy	LINKED_PROCESS	CLOSED	Am linken offenen Randplatz des Nachtrags: Verknüpfe diesen Posten mit dem vorherigen oder dem nächsten Stationsposten und führe den verbundenen Gang weiter. Kartenlesung: Nachtransfer; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B5-S002	PROSE_STATEMENT	BIO	f83r	B5	linken offenen Randplatz des Nachtrags	1	qokchdy	SOURCED_PROCESS	CLOSED	Am linken offenen Randplatz des Nachtrags: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	local bath wash vessel or transfer station	R283
B5-S003	PROSE_STATEMENT	BIO	f83r	B5	linken offenen Randplatz des Nachtrags	9	shedal · dal · cheol · lol · chdal · aiin · sol · daiiin · chedy	FULL_ADDRESS_PROCESS	OPEN	Am linken offenen Randplatz des Nachtrags: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: am Ziel absetzen; dorthin; weiter; Weiterabzug; Zieltransfer; Sollmaß; weiter; Endstufe; überführen. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
B6-S001	PROSE_STATEMENT	BIO	f83r	B6	rechten S-förmigen Mehranschlusslauf des Nachtrags	9	solkeey · qekey · raly · ol · daiin · ol · dain · chey · ldalor	FULL_ADDRESS_PROCESS	OPEN	Am rechten S-förmigen Mehranschlusslauf des Nachtrags: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: Langsammlung; kurz bearbeiten; Endposten; weiter; Sollmaß; weiter; Einlage; dies; Endziel. Halte den Posten für die folgende Stationszelle offen.	local bath wash vessel or transfer station	R283
