surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	working_revision_class	candidate_count_capped	old_base_surface_count	gdt524_rank	gdt524_top1	gdt525_rank	gdt524_revised_rank	gdt525_revised_rank	gdt525_top1	gdt525_top5	truth_gdt524_score	truth_chain_feature	truth_gdt525_score	truth_chain_trace	top1_gdt524_score	top1_chain_feature	top1_gdt525_score	top1_chain_trace	top1_alignment_trace	decision_change_class	working_policy
cthom	1	f4r	CH+T+O+M_LOCAL	CH+T+O+M_LOCAL	INHERITED_RECIPE_RETAINED	14	6	2	CH+T+O+AM_ADDR	2	2	2	CH+T+O+AM_ADDR	CH+T+O+AM_ADDR | CH+T+O+M_LOCAL | O+CH+T+AM_ADDR | O+CH+T+M_LOCAL | LOCAL_C+T+O+AM_ADDR	5.632512435	0.000000000	5.632512435	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.396763863	0.000000000	4.396763863	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
da	1	f31r	DA	DA	INHERITED_RECIPE_RETAINED	4	0	1	DA	1	1	1	DA	DA | D_ADDR | D_ADDR+A_ADDR | CHD+A_ADDR	3.488033908	0.000000000	3.488033908	NO_TWO_HOP_OLD_BASE	3.488033908	0.000000000	3.488033908	NO_TWO_HOP_OLD_BASE	da=>da~DA@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dairal	1	f66r	D_ADDR+AIR+AL	D_ADDR+AIR+AL	INHERITED_RECIPE_RETAINED	100	11	1	D_ADDR+AIR+AL	1	1	1	D_ADDR+AIR+AL	D_ADDR+AIR+AL | AIR+AL | D_ADDR+AIR+A_ADDR+L | D_ADDR+AIR+A_ADDR+AL | D_ADDR+AIR+L	3.563423188	0.000000000	3.563423188	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.563423188	0.000000000	3.563423188	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dairody	1	f66r	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY	INHERITED_RECIPE_RETAINED	100	18	1	D_ADDR+AIR+O+DY	1	1	1	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY | D_ADDR+AIR+O+D_ADDR+Y | AIR+O+DY | D_ADDR+AIR+O+Y | AIR+O+D_ADDR+Y	4.122497798	0.000000000	4.122497798	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.122497798	0.000000000	4.122497798	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	INHERITED_RECIPE_RETAINED	100	2	2	D_ADDR+AIR+Y+K+O+DA+S	2	2	2	D_ADDR+AIR+Y+K+O+DA+S	D_ADDR+AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S | AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+S | AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	7.144267724	0.000000000	7.144267724	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dalalshedy	1	f66r	AL+AL+SH+E+DY	AL+AL+SH+E+DY	INHERITED_RECIPE_RETAINED	100	11	1	AL+AL+SH+E+DY	1	1	1	AL+AL+SH+E+DY	AL+AL+SH+E+DY | D_ADDR+AL+AL+SH+E+DY | AL+A_ADDR+L+SH+E+DY | D_ADDR+AL+L+SH+E+DY | AL+AL+SH+E+Y	5.689116409	0.000000000	5.689116409	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.689116409	0.000000000	5.689116409	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	dal=>dal~AL@edit0+alias0.273 | al=>al~AL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dalcheeeky	1	f66r	AL+CH+EEE+K+Y	AL+CH+EEE+K+Y	INHERITED_RECIPE_RETAINED	100	10	2	AL+EEE+K+Y	2	2	2	AL+EEE+K+Y	AL+EEE+K+Y | AL+CH+EEE+K+Y | AL+CH+E+EE+K+Y | AL+LOCAL_C+EEE+K+Y | AL+CH+EE+E+K+Y	9.629385859	0.000000000	9.629385859	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	7.380002282	0.000000000	7.380002282	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dalky	1	f66r	AL+K+Y	AL+K+Y	INHERITED_RECIPE_RETAINED	10	14	1	AL+K+Y	1	1	1	AL+K+Y	AL+K+Y | D_ADDR+AL+K+Y | DA+L+K+Y | DA+AL+K+Y | D_ADDR+L+K+Y	3.748596593	0.000000000	3.748596593	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.748596593	0.000000000	3.748596593	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	dal=>dal~AL@edit0+alias0.273 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dalol	1	f66r	AL+OL	AL+OL	INHERITED_RECIPE_RETAINED	44	12	1	AL+OL	1	1	1	AL+OL	AL+OL | D_ADDR+AL+OL | D_ADDR+OL | DA+L+OL | D_ADDR+AL+O+L	3.449153165	0.000000000	3.449153165	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	3.449153165	0.000000000	3.449153165	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	dal=>dal~AL@edit0+alias0.273 | ol=>ol~OL@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dard	1	f66r	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR	INHERITED_RECIPE_RETAINED	18	3	1	D_ADDR+AR+D_ADDR	1	1	1	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR | DA+R+D_ADDR | DA+AR+D_ADDR | D_ADDR+R+D_ADDR | D_ADDR+AR+CHD	3.428680862	0.000000000	3.428680862	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.428680862	0.000000000	3.428680862	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dcheey	1	f31r	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y	INHERITED_RECIPE_RETAINED	36	11	1	D_ADDR+CH+EE+Y	1	1	1	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y | D_ADDR+SH+EE+Y | CH+EE+Y | D_ADDR+EE+Y | D_ADDR+LOCAL_C+EE+Y	4.098299496	0.000000000	4.098299496	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.098299496	0.000000000	4.098299496	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dcheol	1	f66r	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L	INHERITED_RECIPE_RETAINED	45	13	1	D_ADDR+CH+E+O+L	1	1	1	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L | D_ADDR+CH+E+OL | CH+E+OL | D_ADDR+LOCAL_C+E+OL | CH+E+O+L	3.401383586	0.000000000	3.401383586	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.401383586	0.000000000	3.401383586	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dkar	1	f66r	D_ADDR+K+AR	D_ADDR+K+AR	INHERITED_RECIPE_RETAINED	19	4	1	D_ADDR+K+AR	1	1	1	D_ADDR+K+AR	D_ADDR+K+AR | K+AR | D_ADDR+K+R | D_ADDR+K+A_ADDR+R | D_ADDR+K+A_ADDR+AR	1.834416184	0.000000000	1.834416184	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	1.834416184	0.000000000	1.834416184	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
doiiin	1	f20v	D_ADDR+O+IIN	D_ADDR+O+IIN	INHERITED_RECIPE_RETAINED	100	6	1	D_ADDR+O+IIN	1	1	1	D_ADDR+O+IIN	D_ADDR+O+IIN | D_ADDR+O+LOCAL_CHAR_I+IIN | D_ADDR+O+IIN+IIN | D_ADDR+O+AIIN | O+D_ADDR+IIN	1.689594809	0.000000000	1.689594809	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	1.689594809	0.000000000	1.689594809	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | oi=>oi~O@edit0+alias0.256 | iin=>iin~IIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y	INHERITED_RECIPE_RETAINED	100	13	1	D_ADDR+OL+AR+SH+Y	1	1	1	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y | D_ADDR+OL+AR+Y | OL+AR+SH+Y | D_ADDR+OL+AR+S+Y | D_ADDR+OL+R+SH+Y	4.819370988	0.000000000	4.819370988	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.819370988	0.000000000	4.819370988	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	D_ADDR+SH+OL+D_ADDR+IIN+R	INHERITED_RECIPE_RETAINED	100	3	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	2	2	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	D_ADDR+SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+IIN+R	8.588737521	0.000000000	8.588737521	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	8.489519376	0.000000000	8.489519376	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dyky	1	f66r	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y	INHERITED_RECIPE_RETAINED	8	5	1	D_ADDR+Y+K+Y	1	1	1	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y | Y+K+Y | DY+K+Y | D_ADDR+Y+K+Y+CH | CHD+Y+K+Y	3.276310281	0.000000000	3.276310281	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.276310281	0.000000000	3.276310281	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y	INHERITED_RECIPE_RETAINED	100	19	1	D_ADDR+Y+T+CH+EE+Y	1	1	1	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y | D_ADDR+Y+T+SH+EE+Y | Y+T+CH+EE+Y | D_ADDR+Y+T+EE+Y | DY+T+CH+EE+Y	6.435837127	0.000000000	6.435837127	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	6.435837127	0.000000000	6.435837127	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
f	4	f66r	LOCAL_CHAR_F	LOCAL_CHAR_F	INHERITED_RECIPE_RETAINED	1	0	1	LOCAL_CHAR_F	1	1	1	LOCAL_CHAR_F	LOCAL_CHAR_F	2.855424283	0.000000000	2.855424283	NO_TWO_HOP_OLD_BASE	2.855424283	0.000000000	2.855424283	NO_TWO_HOP_OLD_BASE	f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
faiis	1	f20v	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S	INHERITED_RECIPE_RETAINED	26	2	1	LOCAL_CHAR_F+IIN+S	1	1	1	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S | LOCAL_CHAR_F+A_ADDR+IIN+S | LOCAL_CHAR_F+AIIN+S | LOCAL_CHAR_F+A_ADDR+LOCAL_CHAR_I+S | LOCAL_CHAR_F+AIN+LOCAL_CHAR_I+S	7.102879028	0.000000000	7.102879028	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	7.102879028	0.000000000	7.102879028	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
fary	1	f66r	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y	INHERITED_RECIPE_RETAINED	4	5	1	LOCAL_CHAR_F+AR+Y	1	1	1	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y | LOCAL_CHAR_F+A_ADDR+R+Y | LOCAL_CHAR_F+A_ADDR+AR+Y | LOCAL_CHAR_F+D_ADDR+AR+Y	2.896336237	0.000000000	2.896336237	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.896336237	0.000000000	2.896336237	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR	INHERITED_RECIPE_RETAINED	43	8	1	LOCAL_CHAR_F+CHD+AR	1	1	1	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR | LOCAL_CHAR_F+CH+D_ADDR+AR | LOCAL_CHAR_F+CHD+D_ADDR+AR | LOCAL_CHAR_F+LOCAL_C+D_ADDR+AR | LOCAL_CHAR_F+CHD+R	5.130474841	0.000000000	5.130474841	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.130474841	0.000000000	5.130474841	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R	INHERITED_RECIPE_RETAINED	72	6	1	LOCAL_CHAR_F+CHD+Y+R	1	1	1	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R | LOCAL_CHAR_F+CH+E+DY+R | LOCAL_CHAR_F+CHD+DY+R | LOCAL_CHAR_F+CH+DY+R | LOCAL_CHAR_F+CHD+Y+AR	6.528398691	0.000000000	6.528398691	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	6.528398691	0.000000000	6.528398691	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | r=>r~R@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
folchol	1	f20v	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL	INHERITED_RECIPE_RETAINED	53	12	1	LOCAL_CHAR_F+OL+OL	1	1	1	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL | LOCAL_CHAR_F+OL+CH+OL | LOCAL_CHAR_F+OL+LOCAL_C+OL | LOCAL_CHAR_F+OL+LOCAL_C+SH+OL | LOCAL_CHAR_F+OL+CH+O+L	6.006248914	0.000000000	6.006248914	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	6.006248914	0.000000000	6.006248914	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | chol=>chol~OL@edit0+alias0.521	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	INHERITED_RECIPE_RETAINED	100	8	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	1	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y | LOCAL_CHAR_F+SH+O+D_ADDR+Y | LOCAL_CHAR_F+SH+O+D_ADDR+LOCAL_C+Y | LOCAL_CHAR_F+O+D_ADDR+CH+Y | LOCAL_CHAR_F+O+D_ADDR+Y	5.536299434	0.000000000	5.536299434	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.536299434	0.000000000	5.536299434	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
kardy	1	f66r	K+AR+DY	K+AR+DY	INHERITED_RECIPE_RETAINED	32	10	1	K+AR+DY	1	1	1	K+AR+DY	K+AR+DY | K+AR+D_ADDR+Y | K+AR+Y | K+R+DY | K+A_ADDR+AR+DY	3.312325167	0.000000000	3.312325167	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.312325167	0.000000000	3.312325167	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
kcheeky	1	f66r	K+CH+EE+K+Y	K+CH+EE+K+Y	INHERITED_RECIPE_RETAINED	68	16	1	K+CH+EE+K+Y	1	1	1	K+CH+EE+K+Y	K+CH+EE+K+Y | K+CH+K+EE+Y | K+EE+K+Y | K+K+EE+Y | K+CH+SH+EE+K+Y	5.099965741	0.000000000	5.099965741	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.099965741	0.000000000	5.099965741	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
kcheody	1	f66r	K+CH+E+O+Y	K+CH+E+O+D_ADDR+Y	K_BASE_STEM_CLOSURE_REVISED	52	23	1	K+CH+E+O+Y	2	3	1	K+CH+E+O+D_ADDR+Y	K+CH+E+O+D_ADDR+Y | K+CH+E+O+Y | K+CH+E+O+DY | K+CH+E+O+R | K+LOCAL_C+E+O+DY	5.169289301	0.000000000	5.169289301	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.745326619	1.945910149	3.799416470	kchod+y=>Y@RIGHT/RIGHT;n=69/72;b=1.021265 -> kchody+e=>E@INNER/INNER;n=78/117;b=0.626747;pair_n=6;pair_examples=cth>cthy>cthey|ok>oky>okey|ot>oty>otey|qot>qoty>qotey|chcth>chcthy>chcthey|k>ky>key	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_LOST	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
kchody	1	f66r	K+CH+O+D_ADDR+Y	K+CH+O+D_ADDR+Y	INHERITED_RECIPE_RETAINED	44	14	1	K+CH+O+D_ADDR+Y	1	1	1	K+CH+O+D_ADDR+Y	K+CH+O+D_ADDR+Y | K+CH+O+DY | K+O+DY | K+LOCAL_C+O+DY | K+CH+O+Y	3.134978369	0.000000000	3.134978369	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.134978369	0.000000000	3.134978369	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
kechody	1	f66r	K+E+CH+O+D_ADDR+Y	K+E+CH+O+D_ADDR+Y	INHERITED_RECIPE_RETAINED	46	19	2	K+E+CH+O+DY	1	2	1	K+E+CH+O+D_ADDR+Y	K+E+CH+O+D_ADDR+Y | K+E+CH+O+DY | K+E+LOCAL_C+O+DY | K+E+O+DY | K+E+CH+O+Y	6.982641538	1.945910149	5.036731389	kchod+y=>Y@RIGHT/RIGHT;n=69/72;b=1.021265 -> kchody+e=>E@INNER/INNER;n=78/117;b=0.626747;pair_n=6;pair_examples=cth>cthy>cthey|ok>oky>okey|ot>oty>otey|qot>qoty>qotey|chcth>chcthy>chcthey|k>ky>key	6.982641538	1.945910149	5.036731389	kchod+y=>Y@RIGHT/RIGHT;n=69/72;b=1.021265 -> kchody+e=>E@INNER/INNER;n=78/117;b=0.626747;pair_n=6;pair_examples=cth>cthy>cthey|ok>oky>okey|ot>oty>otey|qot>qoty>qotey|chcth>chcthy>chcthey|k>ky>key	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_ERROR_CORRECTED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
