category	joint_tuple_id	surface_family	atomic_role	selected_segmentation	selected_nucleus_de	selected_default_de	previous_default_de	occurrences	events	statements	pages	records	open_close_behavior	composition_status	technical_note
07_REPEAT	92e43836d82f98bf02d3	sheey	FIRST_OPENING	sheey=erste Öffnung	erste Öffnung	erste Öffnung	erste Öffnung	1	E334	B4-S008	f83r	B4	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Third exact first-opening card; resemblance does not license decomposition.
07_REPEAT	577c03a928d674d420d7	shoyty	RESERVE_FOR_SECOND	shoyty=Blütenanteil zurückhalten	Blütenanteil zurückhalten	Blütenanteil zurückhalten	Blütenanteil zurückhalten	1	E046	H3-S002	f11r	H3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Learned reserve-for-second-use card.
07_REPEAT	a06244ef1f2b37ca44c1	teol	FIRST_OPENING	teol=erste Öffnung	erste Öffnung	erste Öffnung	erste Öffnung	1	E157	B1-S017	f81v	B1	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	Fourth exact first-opening card.
08_DY_CLOSE_AUDIT	95987d6f198d6d247511	cheeckhody	OTHER_BASE_PLUS_CLOSE	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE	CHEECKHO=auftragen; Endkarte=Schluss	auftragen; Schluss	auftragen; Schluss	1	E086	H5-S002	f56r	H5	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	8aedd154964a78e555d6	dairydy	OTHER_BASE_PLUS_CLOSE	D_RENDERER+AIR_WATER+Y_REFERENT+DY_CLOSE	AIR=Wasser; Y=Posten; Endkarte=Schluss	Wasserlauf schließen; Schluss	Wasserlauf schließen; Schluss	1	E351	B4-S014	f83r	B4	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	2bc2ed2630dbdaaa6b59	dalchdy	OTHER_BASE_PLUS_CLOSE	DAL+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; DAL unbestimmt; umhüllte DY-Abschlusskonstruktion	lokal umsetzen; Schluss	lokal umsetzen; Schluss	1	E280	B3-S021	f83r	B3	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	d225b7a7b95da7aee437	dchdy	OTHER_BASE_PLUS_CLOSE	D+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D unbestimmt beziehungsweise Rendererhülle; umhüllte DY-Abschlusskonstruktion	Umsetzung abschließen	Umsetzung abschließen	1	E158	B1-S017	f81v	B1	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	259b2b3b0bf859882e2c	dchedy|schedy|tchedy	OTHER_BASE_PLUS_CLOSE	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	4	E120|E167|E239|E283	B1-S002|B2-S001|B3-S005|B3-S024	f81v|f82r|f83r	B1|B2|B3	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	cbb42a4fe68068325d6b	dshedy	OTHER_BASE_PLUS_CLOSE	DSHE_FRESH_WATER+DY_CLOSE	DSHE=Frischwasser; Endkarte=Schluss	Frischwasser; Schluss	Frischwasser; Schluss	1	E189	B2-S007	f82r	B2	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	c1db6b0a28d5cbb5d3d2	lcheckhedy	OTHER_BASE_PLUS_CLOSE	LCHE_LOCAL_HULL+CKHE_STRAIN+DY_CLOSE	CKHE=seihen; lokale LCHE-Hülle; Endkarte=Schluss	klar seihen; Schluss	klar seihen; Schluss	1	E176	B2-S004	f82r	B2	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	de7321bface5628e35d6	lchedy	OTHER_BASE_PLUS_CLOSE	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	hinausführen; Schluss	8	E210|E235|E246|E262|E269|E282|E345|E357	B2-S013|B3-S003|B3-S008|B3-S015|B3-S020|B3-S023|B4-S012|B4-S015	f82r|f83r	B2|B3|B4	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	04a3877f0fc81b7597c9	ldy	OTHER_BASE_PLUS_CLOSE	l=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	abziehen; Ende	2	E184|E308	B2-S005|B3-S033	f82r|f83r	B2|B3	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	f2af6326898fb5b490a4	lochedy	OTHER_BASE_PLUS_CLOSE	LO_LEARNED+CHED+DY_TERMINAL	local LO hull; CHED=hinausführen; DY=Schluss	den Rest hinausführen; Schluss	den Rest hinausführen; Schluss	1	E228	B2-S022	f82r	B2	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	2e7e89e0bd12b999c280	lshedy	OTHER_BASE_PLUS_CLOSE	LSH_WASH+DY_CLOSE	LSH=waschen oder spülen; Endkarte=Schluss	waschen; Schluss	waschen; Schluss	2	E143|E144	B1-S012|B1-S013	f81v	B1	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	07913ef9b1fb773cd325	okchedy|qokchedy	OTHER_BASE_PLUS_CLOSE	OK+CHED+TERMINAL_Y / RENDERER_Q+OK+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OK=in Gang setzen oder anwenden; Q ohne Semantik; OK=in Gang setzen oder anwenden; umhüllte DY-Abschlusskonstruktion	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	2	E151|E264	B1-S015|B3-S016	f81v|f83r	B1|B3	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	65df3cd9e59060042d47	pchedy	OTHER_BASE_PLUS_CLOSE	P+CHED+DY_TERMINAL	P=hinein; CHED=führen; DY=Schluss	hineinführen; Schluss	hineinführen; Schluss	1	E221	B2-S016	f82r	B2	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	87411f84689b4f93a303	qokchdy	OTHER_BASE_PLUS_CLOSE	RENDERER_Q+OK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; Q ohne Semantik; OK=in Gang setzen oder anwenden; umhüllte DY-Abschlusskonstruktion	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	3	E131|E284|E363	B1-S007|B3-S025|B5-S002	f81v|f83r	B1|B3|B5	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	eb2e4bc143f623ee03ac	qokylddy	OTHER_BASE_PLUS_CLOSE	Q_RENDERER+OK+Y_REFERENT+LDDY_FASTEN_CLOSE	OK+Y=Posten ansetzen; LDDY=befestigen und schließen	Posten befestigen; Schluss	Posten befestigen; Schluss	1	E326	B4-S004	f83r	B4	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	7f68f60279efe6b28cd7	rshedy	OTHER_BASE_PLUS_CLOSE	RSHE_WASH_WHOLE_CARD+DY_CLOSE	RSHE=Waschung; Endkarte=Schluss	Waschung; Schluss	Waschung; Schluss	1	E225	B2-S019	f82r	B2	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	d68bc8de3bcee09db23c	shckhedy	OTHER_BASE_PLUS_CLOSE	CKHE_STRAIN+DY_CLOSE	CKHE=seihen; Endkarte=Schluss	seihen; Schluss	seihen; Schluss	3	E165|E330|E331	B1-S020|B4-S006|B4-S007	f81v|f83r	B1|B4	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
08_DY_CLOSE_AUDIT	54e32e9c1414b20640e9	sshkchdy	OTHER_BASE_PLUS_CLOSE	SSHK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; SSHK unbestimmt; umhüllte DY-Abschlusskonstruktion	unter besonderer Bedingung umsetzen; Schluss	unter besonderer Bedingung umsetzen; Schluss	1	E122	B1-S003	f81v	B1	CLOSE	RETAINED_AUDIT	Closure carrier audited; process-base meaning is retained from the selected medium edition.
09_COUNTEREXAMPLE	b921a237be883a820352	chey|chy|dy|shy|sy|y	ISOLATED_DY_NOT_CLOSE	Y_CURRENT_ITEM_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	dieser Arbeitsposten	dieser Arbeitsposten	18	E020|E021|E023|E035|E037|E048|E050|E055|E072|E132|E170|E208|E232|E234|E273|E277|E349|E380	H2-S001|H2-S003|H3-S003|H3-S004|H4-S004|B1-S008|B2-S003|B2-S012|B3-S003|B3-S021|B4-S014|B6-S001	f10r|f11r|f55v|f81v|f82r|f83r	H2|H3|H4|B1|B2|B3|B4|B6	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	The exact Y-referent family includes a bare dy surface; only the licensed terminal DY construction closes.
09_COUNTEREXAMPLE	834825c61d048a6b5628	chodaiin	LESION_NOT_MEASURE	chodaiin=Geschwür	Geschwür	Geschwür	Geschwür	1	E038	H2-S003	f10r	H2	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	CHODAIIN remains the learned lesion card.
09_COUNTEREXAMPLE	f3c23f42baf625639e1e	cthaiin	CRUSH_NOT_READY	cthaiin=Kraut zerstoßen	Kraut zerstoßen	Kraut zerstoßen	Kraut zerstoßen	1	E018	H2-S001	f10r	H2	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	CTHAIIN remains herb crushing despite its visible CTH/AIIN material.
09_COUNTEREXAMPLE	dedc383b600397a301ee	cthoor	CLEAN_NOT_READY	cthoor=säubern	säubern	säubern	säubern	1	E002	H1-S001	f10r	H1	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	CTHOOR remains clean; CTH is licensed only in the bounded readiness cards.
09_COUNTEREXAMPLE	62ff059766b21c7de083	otytchol	COLLECT_NOT_ORDER	OTYTCHOL_COLLECT_WHOLE_CARD	OTYTCHOL=auffangen	auffangen	auffangen	1	E007	H1-S001	f10r	H1	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	OTYTCHOL is collect, not OT plus a thermal TCHOL root.
09_COUNTEREXAMPLE	1779decef17481ec2853	qotedaiin	VESSEL_NOT_MEASURE	qotedaiin=breites Gefäß	breites Gefäß	breites Gefäß	breites Gefäß	1	E305	B3-S032	f83r	B3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	QOTEDAIIN remains a wide vessel; visible DAIIN does not license AIIN measure.
09_COUNTEREXAMPLE	4eab1841ed655c20a348	sheckhal	AMOUNT_NOT_DURATION	sheckhal=mäßige Menge	mäßige Menge	mäßige Menge	mäßige Menge	1	E115	B1-S002	f81v	B1	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	SHECKHAL is amount, while CHCKHAL is duration; CKHAL is not freely reusable.
09_COUNTEREXAMPLE	348e81ba084c5acdb32b	shecthedchy	SPREAD_NOT_TEMPERED	SHECTHEDCHY_SPREAD_WHOLE_CARD	SHECTHEDCHY=aufstreichen	aufstreichen	aufstreichen	1	E250	B3-S011	f83r	B3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	SHECTHEDCHY remains spread/apply, not a SHECTHY state compound.
09_COUNTEREXAMPLE	953ad19b79517fc8a211	tshol	PLANT_NOT_THERMAL	tshol=Blütenkraut	Blütenkraut	Blütenkraut	Blütenkraut	1	E039	H3-S001	f11r	H3	OPEN_OR_NONTERMINAL	RETAINED_AUDIT	TSHOL is flower herb; it blocks a free THOL/CHOL thermal root.
