family	inventory_kind	event_id	statement_id	record	page	locus	joint_tuple_id	surface	selected_segmentation	short_default_de	contextual_readback_de	complete_statement_de	apprentice_copy_rule	likely_apprentice_error	strongest_rival_or_limit
E_GRADE	PRODUCTIVE_GRADE	E138	B1-S010	B1	f81v	f81v.18	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Kurz benetzen; Schluss	E=kurz; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
EXACT_IDENTITY_TRAP	COUNTEREXAMPLE	E139	B1-S011	B1	f81v	f81v.18	2cc8bb3c2af19607888f	chckhy	CKH_PASSAGE+Y_CURRENT_ITEM	durch den Durchlass führen	Führe den Posten durch den Durchlass	Führe den Posten durch den Durchlass; Den laufenden Posten einsetzen	CHCKHY=Durchlass, not CHK warmth	nach Oberfläche statt nach exakter Kartenidentität lesen	Retained current whole-card value.
E_GRADE	PRODUCTIVE_GRADE	E142	B1-S012	B1	f81v	f81v.21	08bd5ca0c2ad137a056d	qokey	OK+GRADE_1+Y_REFERENT	kurz anlegen	Kurz anlegen	Waschgang; Kurz anlegen; Waschen; Schluss	E=kurz; Y keeps the current item open	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OL_CONTINUATION	REVISED_SELECTED_CARD	E148	B1-S014	B1	f81v	f81v.21	dcda95c81a5460feb191	qol	OL_CONTINUE_PREVIOUS	fortsetzen	Mit dem Vorigen fortsetzen	Den laufenden Posten umsetzen oder durcharbeiten; Behandlungsstelle; Auslassstelle; mit dem vorigen Ansatz fortsetzen; Danach auslassen	OL führt den vorigen Arbeitsposten weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
OT_OL_ORDER	PRODUCTIVE_ORDER	E149	B1-S014	B1	f81v	f81v.21	b6b654722e55729cc947	otar	OT+AR_SOURCE	danach auslassen	Danach auslassen	Den laufenden Posten umsetzen oder durcharbeiten; Behandlungsstelle; Auslassstelle; mit dem vorigen Ansatz fortsetzen; Danach auslassen	OT=danach; AR=source/out	OL und OT vertauschen: fortsetzen versus vorrücken	Record-order selector rather than chronological succession.
E_GRADE	PRODUCTIVE_GRADE	E153	B1-S016	B1	f81v	f81v.24	0275fbf14e07935b0a45	okeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	An die Stelle setzen; Länger halten; mit dem vorigen Ansatz fortsetzen; Ruhen lassen; Schluss	EE=länger; Y keeps the current item open	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OL_CONTINUATION	REVISED_SELECTED_CARD	E154	B1-S016	B1	f81v	f81v.24	dcda95c81a5460feb191	qol	OL_CONTINUE_PREVIOUS	fortsetzen	Mit dem Vorigen fortsetzen	An die Stelle setzen; Länger halten; mit dem vorigen Ansatz fortsetzen; Ruhen lassen; Schluss	OL führt den vorigen Arbeitsposten weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
SHED_REST	REVISED_SELECTED_CARD	E155	B1-S016	B1	f81v	f81v.24	bc4f1f5c006c74a4d26d	cheedy	SHED_REST+GRADE_1+DY_CLOSE	ruhen lassen; Schluss	Ruhen lassen; schluss	An die Stelle setzen; Länger halten; mit dem vorigen Ansatz fortsetzen; Ruhen lassen; Schluss	SHED lässt den Posten ruhen; die Endkarte schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
IIN_STAGE	REVISED_SELECTED_CARD	E161	B1-S018	B1	f81v	f81v.27	2c82523794dcb7d2b343	oiiin	IIN_TARGET_STAGE	Stufe	Stufe	Stelle das Empfangsgefäß bereit; Reibe die bezeichnete Stelle ein; Stufe; Länger auffangen; Schluss	IIN nennt die einzustellende Stufe.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	IIN could be an abstract setting rather than a process stage.
E_GRADE	PRODUCTIVE_GRADE	E162	B1-S018	B1	f81v	f81v.27	3b70942557b3a40e8030	olkeedy	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	länger auffangen; Schluss	Länger auffangen; Schluss	Stelle das Empfangsgefäß bereit; Reibe die bezeichnete Stelle ein; Stufe; Länger auffangen; Schluss	EE=länger and terminal collection	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
SHED_REST	REVISED_SELECTED_CARD	E163	B1-S019	B1	f81v	f81v.27	bc4f1f5c006c74a4d26d	tedy	SHED_REST+GRADE_1+DY_CLOSE	ruhen lassen; Schluss	Ruhen lassen; schluss	Ruhen lassen; Schluss	SHED lässt den Posten ruhen; die Endkarte schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
CHK_WARMTH	REVISED_SELECTED_CARD	E164	B1-S020	B1	f81v	f81v.27	d904bf7b044dd3922781	cheky	CHK_WARM+GRADE_1+Y_CONTINUE	anwärmen	Anwärmen	Anwärmen; Seihen; Schluss	CHK+E heißt ANWÄRMEN.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	The four exact cards could be learned states with no productive CHK core.
OL_CONTINUATION	REVISED_SELECTED_CARD	E168	B2-S002	B2	f82r	f82r.2	28ffbc88b97772a75f1e	qolchedy	OL_CONTINUE+CHED+DY_CLOSE	fortsetzen; Schluss	Fortsetzen; schluss	Fortsetzen; Schluss	OL führt den vorigen Gang bis zum Schluss weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
E_GRADE	PRODUCTIVE_GRADE	E171	B2-S003	B2	f82r	f82r.2	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Eine Portion zugeben; Dieser Arbeitsposten; Länger einwirken; Schluss	EE=länger; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
E_GRADE	PRODUCTIVE_GRADE	E175	B2-S004	B2	f82r	f82r.3	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	An die Stelle setzen; Die zweite Öffnung; Hinausführen; Länger halten; Klar seihen; Schluss	EE=länger; Y keeps the current item open	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
EXACT_IDENTITY_TRAP	COUNTEREXAMPLE	E178	B2-S005	B2	f82r	f82r.3	2d2e37ccb2dacc53ee5a	solkaiin	SOLKAIIN_STRAINING_CLOTH_WHOLE_CARD	Seihtuch	Seihtuch	Posten zur Stelle setzen; Seihtuch; Führe den Posten durch den Durchlass; Auf das vorgeschriebene Maß einstellen; Auf das vorgeschriebene Maß einstellen; dieselbe örtliche Einstellung; Den laufenden Posten warmhalten; Ziehe es ab und beende den Schritt	SOLKAIIN=Seihtuch, not SOLK+AIIN	nach Oberfläche statt nach exakter Kartenidentität lesen	Retained current whole-card value.
EXACT_IDENTITY_TRAP	COUNTEREXAMPLE	E179	B2-S005	B2	f82r	f82r.3	2cc8bb3c2af19607888f	chckhy	CKH_PASSAGE+Y_CURRENT_ITEM	durch den Durchlass führen	Führe den Posten durch den Durchlass	Posten zur Stelle setzen; Seihtuch; Führe den Posten durch den Durchlass; Auf das vorgeschriebene Maß einstellen; Auf das vorgeschriebene Maß einstellen; dieselbe örtliche Einstellung; Den laufenden Posten warmhalten; Ziehe es ab und beende den Schritt	CHCKHY=Durchlass, not CHK warmth	nach Oberfläche statt nach exakter Kartenidentität lesen	Retained current whole-card value.
CHK_WARMTH	REVISED_SELECTED_CARD	E183	B2-S005	B2	f82r	f82r.4	f0db6d30cd34f4cb2a4d	chkeey	CHK_WARM+GRADE_2+Y_CURRENT_ITEM	Posten warmhalten	Den laufenden Posten warmhalten	Posten zur Stelle setzen; Seihtuch; Führe den Posten durch den Durchlass; Auf das vorgeschriebene Maß einstellen; Auf das vorgeschriebene Maß einstellen; dieselbe örtliche Einstellung; Den laufenden Posten warmhalten; Ziehe es ab und beende den Schritt	Y hält den laufenden Posten als Gegenstand verfügbar.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	The four exact cards could be learned states with no productive CHK core.
OT_OL_ORDER	REVISED_SELECTED_CARD	E185	B2-S006	B2	f82r	f82r.4	5d5e0b288cf36864ed9d	oteey	OT_FOLLOW+GRADE_2+Y_CURRENT_ITEM	Folgeposten länger halten	Folgeposten länger halten	Den Folgeposten länger halten; An die Stelle setzen; Über der örtlich bezeichneten Stelle; Den laufenden Posten einsetzen	OT wählt den Folgeposten, EE verlängert seinen Halt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
OT_OL_ORDER	REVISED_SELECTED_CARD	E190	B2-S008	B2	f82r	f82r.7	54d0e228ca346110af05	sotaiin	OT_FOLLOW+AIIN_MEASURE	Folgemaß	Folgemaß	Folgemaß; Daraus in den Arbeitsgang nehmen; Ruhen lassen; Schluss	OT macht aus AIIN das Folgemaß.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
SHED_REST	REVISED_SELECTED_CARD	E192	B2-S008	B2	f82r	f82r.7	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	ruhen lassen; Schluss	Ruhen lassen; schluss	Folgemaß; Daraus in den Arbeitsgang nehmen; Ruhen lassen; Schluss	SHED lässt den Posten ruhen; die Endkarte schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
SHED_REST	REVISED_SELECTED_CARD	E193	B2-S009	B2	f82r	f82r.7	daa1347f456415fe8737	solshedy	OL_CONTINUE+SHED_REST+DY_CLOSE	mit Vorigem ruhen; Schluss	Mit dem Vorigen ruhen; Schluss	Mit dem Vorigen ruhen lassen; Schluss	OL nimmt den vorigen Posten in den Ruhegang mit.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
E_GRADE	PRODUCTIVE_GRADE	E194	B2-S010	B2	f82r	f82r.7	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	Länger halten; Den laufenden Posten einsetzen; Die erste Öffnung; Klarauszug	EE=länger; Y keeps the current item open	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
E_GRADE	PRODUCTIVE_GRADE	E201	B2-S011	B2	f82r	f82r.19	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Eine Portion zugeben; Aus demselben Vorrat; Eine Portion zugeben; Länger einwirken; Schluss	EE=länger; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
CTH_READINESS	REVISED_SELECTED_CARD	E204	B2-S012	B2	f82r	f82r.23	6b89d6dd70635bc60fe0	qcthey	CTH_READY+GRADE_1+Y_CURRENT_ITEM	kurz bereithalten	Den laufenden Posten kurz bereithalten	Ziehe den laufenden Flüssigkeitsposten ab; Klarauszug; Den laufenden Posten kurz bereithalten; Länger halten; Benetzte Stelle; Vorgeschriebenes Maß; Dieser Arbeitsposten; Vollständig durchtränken; Schluss	CTH+E+Y hält den Posten kurz bereit.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	CTH may mark release/availability rather than semantic readiness.
E_GRADE	PRODUCTIVE_GRADE	E205	B2-S012	B2	f82r	f82r.23	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	Ziehe den laufenden Flüssigkeitsposten ab; Klarauszug; Den laufenden Posten kurz bereithalten; Länger halten; Benetzte Stelle; Vorgeschriebenes Maß; Dieser Arbeitsposten; Vollständig durchtränken; Schluss	EE=länger; Y keeps the current item open	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
E_GRADE	PRODUCTIVE_GRADE	E209	B2-S012	B2	f82r	f82r.23	d25110e0d8488927278f	qokeeedy	OK+GRADE_3+DY_CLOSE	vollständig durchtränken; Schluss	Vollständig durchtränken; Schluss	Ziehe den laufenden Flüssigkeitsposten ab; Klarauszug; Den laufenden Posten kurz bereithalten; Länger halten; Benetzte Stelle; Vorgeschriebenes Maß; Dieser Arbeitsposten; Vollständig durchtränken; Schluss	EEE=vollständig; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
E_GRADE	PRODUCTIVE_GRADE	E213	B2-S015	B2	f82r	f82r.26	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Spülwasser; Länger einwirken; Schluss	EE=länger; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OT_OL_ORDER	REVISED_SELECTED_CARD	E218	B2-S016	B2	f82r	f82r.26	5d5e0b288cf36864ed9d	oteey	OT_FOLLOW+GRADE_2+Y_CURRENT_ITEM	Folgeposten länger halten	Folgeposten länger halten	Stelle; Aus der Quelle hinausführen; Zu gleichen Anteilen; Vorgeschriebenes Maß; Den Folgeposten länger halten; Auf das vorgeschriebene Maß einstellen; Kurz anlegen; Hineinführen; Schluss	OT wählt den Folgeposten, EE verlängert seinen Halt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
E_GRADE	PRODUCTIVE_GRADE	E220	B2-S016	B2	f82r	f82r.26	08bd5ca0c2ad137a056d	okey	OK+GRADE_1+Y_REFERENT	kurz anlegen	Kurz anlegen	Stelle; Aus der Quelle hinausführen; Zu gleichen Anteilen; Vorgeschriebenes Maß; Den Folgeposten länger halten; Auf das vorgeschriebene Maß einstellen; Kurz anlegen; Hineinführen; Schluss	E=kurz; Y keeps the current item open	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
THERMAL_WHOLE_CARD	LEARNED_WHOLE_CARD	E222	B2-S017	B2	f82r	f82r.27	98bdc4244c84cbef3321	rsheal	RSHEAL_WARM_WATER_WHOLE_CARD	Warmwasser	Warmwasser einlassen	Warmwasser einlassen; Wiederhole es an der zweiten Öffnung und beende den Schritt	RSHEAL=Warmwasser	die Ganzkarte in erfundene Teilstämme zerlegen	A memorized operation whose temperature is supplied by the exemplar.
E_GRADE	PRODUCTIVE_GRADE	E224	B2-S018	B2	f82r	f82r.27	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Länger einwirken; Schluss	EE=länger; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OT_OL_ORDER	PRODUCTIVE_ORDER_GRADE	E226	B2-S020	B2	f82r	f82r.27	ff178343c18e287ce3b7	qoteedy	OT_NEXT+GRADE_2+DY_CLOSE	danach länger einwirken lassen; Schluss	Danach länger einwirken lassen; Schluss	Danach länger einwirken lassen; Schluss	OT=danach; EE=länger; terminal	OT als Wiederholung statt als Folgeschritt lesen	Record-order selector rather than chronological succession.
E_GRADE	PRODUCTIVE_GRADE	E227	B2-S021	B2	f82r	f82r.27	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Länger einwirken; Schluss	EE=länger; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
E_GRADE	PRODUCTIVE_GRADE	E229	B3-S001	B3	f83r	f83r.3	3b70942557b3a40e8030	olkeedy	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	länger auffangen; Schluss	Länger auffangen; Schluss	Länger auffangen; Schluss	EE=länger and terminal collection	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OT_OL_ORDER	REVISED_SELECTED_CARD	E230	B3-S002	B3	f83r	f83r.3	90bcf0a9ec0ef56399e6	qotal	OT_FOLLOW+AL_SITE	Folgestelle	Folgestelle	Zur Folgestelle; Warmhalten; Schluss	OT macht aus AL die Folgestelle.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
CHK_WARMTH	REVISED_SELECTED_CARD	E231	B3-S002	B3	f83r	f83r.3	a84fbe3ad380df345b97	chkeedy	CHK_WARM+GRADE_2+DY_CLOSE	warmhalten; Schluss	Warmhalten; schluss	Zur Folgestelle; Warmhalten; Schluss	Die lizenzierte Endkarte schließt das Warmhalten.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	The four exact cards could be learned states with no productive CHK core.
OT_OL_ORDER	REVISED_SELECTED_CARD	E237	B3-S004	B3	f83r	f83r.3	90bcf0a9ec0ef56399e6	qotal	OT_FOLLOW+AL_SITE	Folgestelle	Folgestelle	Auf das vorgeschriebene Maß einstellen; Zur Folgestelle; Aus demselben Vorrat	OT macht aus AL die Folgestelle.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
OL_CONTINUATION	REVISED_SELECTED_CARD	E242	B3-S006	B3	f83r	f83r.6	28ffbc88b97772a75f1e	olchedy	OL_CONTINUE+CHED+DY_CLOSE	fortsetzen; Schluss	Fortsetzen; schluss	Den laufenden Posten zuführen oder umsetzen; An die Stelle setzen; Fortsetzen; Schluss	OL führt den vorigen Gang bis zum Schluss weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
E_GRADE	PRODUCTIVE_GRADE	E245	B3-S007	B3	f83r	f83r.6	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Auf das vorgeschriebene Maß einstellen; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss	EE=länger; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OT_OL_ORDER	PRODUCTIVE_ORDER_GRADE	E249	B3-S010	B3	f83r	f83r.8	c45ebac60774620561e2	otedy	OT_NEXT+GRADE_1+DY_CLOSE	danach kurz einwirken lassen; Schluss	Danach kurz einwirken lassen; Schluss	Einfüllstelle; Danach kurz einwirken lassen; Schluss	OT=danach; E=kurz; terminal	OT als Wiederholung statt als Folgeschritt lesen	Record-order selector rather than chronological succession.
EXACT_IDENTITY_TRAP	COUNTEREXAMPLE	E250	B3-S011	B3	f83r	f83r.8	348e81ba084c5acdb32b	shecthedchy	SHECTHEDCHY_SPREAD_WHOLE_CARD	aufstreichen	Streiche den Posten auf	Streiche den Posten auf; Den laufenden Posten einsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Und lasse es abkühlen	SHECTHEDCHY=aufstreichen, not SHECTHY tempered	nach Oberfläche statt nach exakter Kartenidentität lesen	Retained current whole-card value.
THERMAL_WHOLE_CARD	LEARNED_WHOLE_CARD	E253	B3-S011	B3	f83r	f83r.8	0bdc8b6db811b4e67a63	chary	chary=abkühlen	abkühlen	Und lasse es abkühlen	Streiche den Posten auf; Den laufenden Posten einsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Und lasse es abkühlen	CHARY=abkühlen	die Ganzkarte in erfundene Teilstämme zerlegen	A memorized operation whose temperature is supplied by the exemplar.
SHED_REST	REVISED_SELECTED_CARD	E255	B3-S012	B3	f83r	f83r.11	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	ruhen lassen; Schluss	Ruhen lassen; schluss	Ansatz; Ruhen lassen; Schluss	SHED lässt den Posten ruhen; die Endkarte schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
CTH_READINESS	REVISED_SELECTED_CARD	E258	B3-S013	B3	f83r	f83r.11	6b89d6dd70635bc60fe0	shcthey	CTH_READY+GRADE_1+Y_CURRENT_ITEM	kurz bereithalten	Den laufenden Posten kurz bereithalten	Auf das vorgeschriebene Maß einstellen; Eine Portion; Den laufenden Posten kurz bereithalten; Kurz benetzen; Schluss	CTH+E+Y hält den Posten kurz bereit.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	CTH may mark release/availability rather than semantic readiness.
E_GRADE	PRODUCTIVE_GRADE	E259	B3-S013	B3	f83r	f83r.11	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Auf das vorgeschriebene Maß einstellen; Eine Portion; Den laufenden Posten kurz bereithalten; Kurz benetzen; Schluss	E=kurz; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
SHED_REST	REVISED_SELECTED_CARD	E261	B3-S014	B3	f83r	f83r.11	03626ca94cb17800d767	sheedy	SHED_REST+GRADE_2+DY_CLOSE	länger ruhen lassen; Schluss	Länger ruhen lassen; schluss	Wasser in Gang setzen; Länger ruhen lassen; Schluss	EE verlängert den Ruhegang.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
E_GRADE	PRODUCTIVE_GRADE	E265	B3-S017	B3	f83r	f83r.14	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Länger einwirken; Schluss	EE=länger; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
SHED_REST	REVISED_SELECTED_CARD	E266	B3-S018	B3	f83r	f83r.14	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	ruhen lassen; Schluss	Ruhen lassen; schluss	Ruhen lassen; Schluss	SHED lässt den Posten ruhen; die Endkarte schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
SHED_REST	REVISED_SELECTED_CARD	E267	B3-S019	B3	f83r	f83r.14	db167f8e9b53eefb58f8	qokshedy	OK+SHED_REST+DY_CLOSE	zur Ruhe setzen; Schluss	Zur ruhe setzen; schluss	Zur Ruhe setzen; Schluss	OK ruft den Ruhegang auf.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
CTH_READINESS	REVISED_SELECTED_CARD	E271	B3-S021	B3	f83r	f83r.14	e0b630cb1b5df5e7105b	shcthy	CTHY_READY_CARD	bereit	Bereit	Auf das vorgeschriebene Maß einstellen; Bereit; Stelle; Dieser Arbeitsposten; Vorgeschriebenes Maß; Ruhestelle; Temperiert; Dieser Arbeitsposten; Stelle; Bereit; Lokal umsetzen; Schluss	CTHY heißt BEREIT.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	CTH may mark release/availability rather than semantic readiness.
SHED_REST	REVISED_SELECTED_CARD	E275	B3-S021	B3	f83r	f83r.15	abb23e5e6936b4147f76	shedal	SHED_REST+AL_SITE	Ruhestelle	Ruhestelle	Auf das vorgeschriebene Maß einstellen; Bereit; Stelle; Dieser Arbeitsposten; Vorgeschriebenes Maß; Ruhestelle; Temperiert; Dieser Arbeitsposten; Stelle; Bereit; Lokal umsetzen; Schluss	AL macht aus SHED eine Ruhestelle.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
CTH_READINESS	LEARNED_WHOLE_CARD	E276	B3-S021	B3	f83r	f83r.15	cb57b696b815fdef9cb7	shecthy	SHECTHY_TEMPERED_WHOLE_CARD	temperiert	Temperiert	Auf das vorgeschriebene Maß einstellen; Bereit; Stelle; Dieser Arbeitsposten; Vorgeschriebenes Maß; Ruhestelle; Temperiert; Dieser Arbeitsposten; Stelle; Bereit; Lokal umsetzen; Schluss	SHECTHY=temperiert; do not split as CTH grid	die Ganzkarte in erfundene Teilstämme zerlegen	CTH may mark release/availability rather than semantic readiness.
CTH_READINESS	REVISED_SELECTED_CARD	E279	B3-S021	B3	f83r	f83r.15	e0b630cb1b5df5e7105b	shcthy	CTHY_READY_CARD	bereit	Bereit	Auf das vorgeschriebene Maß einstellen; Bereit; Stelle; Dieser Arbeitsposten; Vorgeschriebenes Maß; Ruhestelle; Temperiert; Dieser Arbeitsposten; Stelle; Bereit; Lokal umsetzen; Schluss	CTHY heißt BEREIT.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	CTH may mark release/availability rather than semantic readiness.
OT_OL_ORDER	REVISED_SELECTED_CARD	E281	B3-S022	B3	f83r	f83r.15	4de12cf322dfb76ded1e	qotchedy	OT_AFTER+CHED+DY_CLOSE	danach umsetzen; Schluss	Danach umsetzen; schluss	Danach umsetzen; Schluss	OT heißt hier DANACH, nicht ERNEUT.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
ENDPOINT_WHOLE_CARD	REVISED_SELECTED_CARD	E286	B3-S026	B3	f83r	f83r.16	d72f71baff01cd0a0406	chldaiin	CHLD_SETTLING_SETPOINT_WHOLE_CARD	Absetzstand	Absetzstand	Richte die bezeichnete Beckenstation ein; Bis zum Absetzstand ruhen lassen; Den laufenden Posten umsetzen oder durcharbeiten; Eine Portion zugeben; Bereit; Bis zum Klarpunkt führen; Länger auffangen; Schluss	CHLDAIIN nennt den ABSETZSTAND.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal setpoint with no physical clarity/settling content.
CTH_READINESS	REVISED_SELECTED_CARD	E289	B3-S026	B3	f83r	f83r.16	e0b630cb1b5df5e7105b	checthy	CTHY_READY_CARD	bereit	Bereit	Richte die bezeichnete Beckenstation ein; Bis zum Absetzstand ruhen lassen; Den laufenden Posten umsetzen oder durcharbeiten; Eine Portion zugeben; Bereit; Bis zum Klarpunkt führen; Länger auffangen; Schluss	CTHY heißt BEREIT.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	CTH may mark release/availability rather than semantic readiness.
ENDPOINT_WHOLE_CARD	REVISED_SELECTED_CARD	E290	B3-S026	B3	f83r	f83r.16	d788d8d72d41b25a3c71	chealror	CHEALROR_CLEAR_ENDPOINT_WHOLE_CARD	Klarpunkt	Klarpunkt	Richte die bezeichnete Beckenstation ein; Bis zum Absetzstand ruhen lassen; Den laufenden Posten umsetzen oder durcharbeiten; Eine Portion zugeben; Bereit; Bis zum Klarpunkt führen; Länger auffangen; Schluss	CHEALROR nennt den KLARPUNKT.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal setpoint with no physical clarity/settling content.
E_GRADE	PRODUCTIVE_GRADE	E291	B3-S026	B3	f83r	f83r.20	3b70942557b3a40e8030	solkeedy	OLK_SOLK_COLLECTION+GRADE_2+DY_CLOSE	länger auffangen; Schluss	Länger auffangen; Schluss	Richte die bezeichnete Beckenstation ein; Bis zum Absetzstand ruhen lassen; Den laufenden Posten umsetzen oder durcharbeiten; Eine Portion zugeben; Bereit; Bis zum Klarpunkt führen; Länger auffangen; Schluss	EE=länger and terminal collection	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
