unified_serial	source_kind	unit_id	page	locus_or_field	source_id	visible_owner	visible_surface	normalized_id	dictionary_entries	portable_core_value_de	local_expansion_de
683	ASTRO_GROUP	A3	f69v	f69v.2	A302	A3_MIDDLE_WHEEL_RING_TEXT	cheey	MC119	RESULT	Freigabewert	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: abgelesener oder freigegebener Diagrammwert.
690	ASTRO_GROUP	A3	f69v	f69v.2	A309	A3_MIDDLE_WHEEL_RING_TEXT	aiin	MC039	AIIN	Sollwert	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Sollwert oder Grad des bezeichneten Himmelsplatzes.
691	ASTRO_GROUP	A3	f69v	f69v.2	A310	A3_MIDDLE_WHEEL_RING_TEXT	y	MC123	Y	dies	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
694	ASTRO_GROUP	A3	f69v	f69v.2	A313	A3_MIDDLE_WHEEL_RING_TEXT	cheal	MC154	AL	dorthin	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.
697	ASTRO_GROUP	A3	f69v	f69v.2	A316	A3_MIDDLE_WHEEL_RING_TEXT	y	MC123	Y	dies	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
698	ASTRO_GROUP	A3	f69v	f69v.2	A317	A3_MIDDLE_WHEEL_RING_TEXT	dy	MC123	Y	dies	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
701	ASTRO_GROUP	A3	f69v	f69v.2	A320	A3_MIDDLE_WHEEL_RING_TEXT	y	MC123	Y	dies	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
702	ASTRO_GROUP	A3	f69v	f69v.2	A321	A3_MIDDLE_WHEEL_RING_TEXT	dy	MC123	Y	dies	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
703	ASTRO_GROUP	A3	f69v	f69v.2	A322	A3_MIDDLE_WHEEL_RING_TEXT	chol	MC153	OL	weiter	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.
705	ASTRO_GROUP	A3	f69v	f69v.2	A324	A3_MIDDLE_WHEEL_RING_TEXT	ol	MC153	OL	weiter	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.
706	ASTRO_GROUP	A3	f69v	f69v.2	A325	A3_MIDDLE_WHEEL_RING_TEXT	y	MC123	Y	dies	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
708	ASTRO_GROUP	A3	f69v	f69v.2	A327	A3_MIDDLE_WHEEL_RING_TEXT	chey	MC123	Y	dies	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
709	ASTRO_GROUP	A3	f69v	f69v.2	A328	A3_MIDDLE_WHEEL_RING_TEXT	dal	MC154	AL	dorthin	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.
712	ASTRO_GROUP	A3	f69v	f69v.2	A331	A3_MIDDLE_WHEEL_RING_TEXT	choky	MC026	OK+Y	einsetzen	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten setzen.
714	ASTRO_GROUP	A3	f69v	f69v.2	A333	A3_MIDDLE_WHEEL_RING_TEXT	chey	MC123	Y	dies	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
718	ASTRO_GROUP	A3	f69v	f69v.3	A337	A3_RIGHT_WHEEL_RING_TEXT	chdy	MC074	Y+CHED~CHD	überführen	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: auf den bezeichneten Diagrammplatz uebertragen.
721	ASTRO_GROUP	A3	f69v	f69v.3	A340	A3_RIGHT_WHEEL_RING_TEXT	chy	MC123	Y	dies	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
739	ASTRO_GROUP	A3	f69v	f69v.3	A358	A3_RIGHT_WHEEL_RING_TEXT	chey	MC123	Y	dies	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
741	ASTRO_GROUP	A3	f69v	f69v.3	A360	A3_RIGHT_WHEEL_RING_TEXT	dal	MC154	AL	dorthin	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.
745	ASTRO_GROUP	A3	f69v	f69v.4	A364	A3_LEFT_RADIAL_SLOT_01	sar	MC055	AR	davon	Radstelle A3_LEFT_RADIAL_SLOT_01: vom bezeichneten Ausgangsplatz.
747	ASTRO_GROUP	A3	f69v	f69v.5	A366	A3_LEFT_RADIAL_SLOT_02	dy	MC123	Y	dies	Radstelle A3_LEFT_RADIAL_SLOT_02: dieser lokale Diagrammposten.
768	ASTRO_GROUP	A3	f69v	f69v.25	A387	A3_LEFT_RADIAL_SLOT_22	dy	MC123	Y	dies	Radstelle A3_LEFT_RADIAL_SLOT_22: dieser lokale Diagrammposten.
