statement_id	scribe_id	visible_surface_sequence	decoded_master_card_sequence	decoded_master_head_sequence	decoded_tuple_sequence	expected_tuple_sequence	decoded_meaning_sequence_de	expected_meaning_sequence_de	tuple_roundtrip	meaning_roundtrip	context_used_for_card_identity
H4-S001	S3_S_LINE_SCRIBE	okaiin aiin ykain ykan ody	MC120 MC039 MC047 MC148 MC100	okaiin aiin ykain ykan ody	b5fcea1eaed06b2f2291 2f1c5e56e8f0ff459065 403c1592f918c8f23b88 d929a14ec45749b2e805 97cc9ac109148723c472	b5fcea1eaed06b2f2291 2f1c5e56e8f0ff459065 403c1592f918c8f23b88 d929a14ec45749b2e805 97cc9ac109148723c472	auf Sollmaß einstellen -> Sollmaß -> Postenportion -> dieser Anteil -> kühlen	auf Sollmaß einstellen -> Sollmaß -> Postenportion -> dieser Anteil -> kühlen	PASS	PASS	NO
H4-S001	S4_MIXED_COMPACT	okaiin aiin ykain ykan ody	MC120 MC039 MC047 MC148 MC100	okaiin aiin ykain ykan ody	b5fcea1eaed06b2f2291 2f1c5e56e8f0ff459065 403c1592f918c8f23b88 d929a14ec45749b2e805 97cc9ac109148723c472	b5fcea1eaed06b2f2291 2f1c5e56e8f0ff459065 403c1592f918c8f23b88 d929a14ec45749b2e805 97cc9ac109148723c472	auf Sollmaß einstellen -> Sollmaß -> Postenportion -> dieser Anteil -> kühlen	auf Sollmaß einstellen -> Sollmaß -> Postenportion -> dieser Anteil -> kühlen	PASS	PASS	NO
H4-S002	S1_BARE_MASTER	aiin chdy talam	MC039 MC074 MC160	aiin chdy talam	2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb e026af581c99322fbd46	2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb e026af581c99322fbd46	Sollmaß -> umsetzen -> am Ziel verwahren	Sollmaß -> umsetzen -> am Ziel verwahren	PASS	PASS	NO
H4-S002	S2_Q_CELL_SCRIBE	aiin chdy talam	MC039 MC074 MC160	aiin chdy talam	2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb e026af581c99322fbd46	2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb e026af581c99322fbd46	Sollmaß -> umsetzen -> am Ziel verwahren	Sollmaß -> umsetzen -> am Ziel verwahren	PASS	PASS	NO
H4-S002	S3_S_LINE_SCRIBE	saiin chdy talam	MC039 MC074 MC160	aiin chdy talam	2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb e026af581c99322fbd46	2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb e026af581c99322fbd46	Sollmaß -> umsetzen -> am Ziel verwahren	Sollmaß -> umsetzen -> am Ziel verwahren	PASS	PASS	NO
H4-S002	S4_MIXED_COMPACT	saiin chdy talam	MC039 MC074 MC160	aiin chdy talam	2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb e026af581c99322fbd46	2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb e026af581c99322fbd46	Sollmaß -> umsetzen -> am Ziel verwahren	Sollmaß -> umsetzen -> am Ziel verwahren	PASS	PASS	NO
H4-S003	S1_BARE_MASTER	ykaiin cheoar cheeky oldy	MC170 MC085 MC032 MC019	ykaiin cheoar cheeky oldy	f7dc90b2c31fd341f0a4 807591efc3d3f7ddbfab 2c1a5fd92b9e3c762242 1b1ffdd869fb1429ad03	f7dc90b2c31fd341f0a4 807591efc3d3f7ddbfab 2c1a5fd92b9e3c762242 1b1ffdd869fb1429ad03	Postenmaß -> Auszug entnehmen -> länger wärmen -> fortsetzen; Schluss	Postenmaß -> Auszug entnehmen -> länger wärmen -> fortsetzen; Schluss	PASS	PASS	NO
H4-S003	S2_Q_CELL_SCRIBE	ykaiin cheoar cheeky oldy	MC170 MC085 MC032 MC019	ykaiin cheoar cheeky oldy	f7dc90b2c31fd341f0a4 807591efc3d3f7ddbfab 2c1a5fd92b9e3c762242 1b1ffdd869fb1429ad03	f7dc90b2c31fd341f0a4 807591efc3d3f7ddbfab 2c1a5fd92b9e3c762242 1b1ffdd869fb1429ad03	Postenmaß -> Auszug entnehmen -> länger wärmen -> fortsetzen; Schluss	Postenmaß -> Auszug entnehmen -> länger wärmen -> fortsetzen; Schluss	PASS	PASS	NO
H4-S003	S3_S_LINE_SCRIBE	ykaiin cheoar cheeky oldy	MC170 MC085 MC032 MC019	ykaiin cheoar cheeky oldy	f7dc90b2c31fd341f0a4 807591efc3d3f7ddbfab 2c1a5fd92b9e3c762242 1b1ffdd869fb1429ad03	f7dc90b2c31fd341f0a4 807591efc3d3f7ddbfab 2c1a5fd92b9e3c762242 1b1ffdd869fb1429ad03	Postenmaß -> Auszug entnehmen -> länger wärmen -> fortsetzen; Schluss	Postenmaß -> Auszug entnehmen -> länger wärmen -> fortsetzen; Schluss	PASS	PASS	NO
H4-S003	S4_MIXED_COMPACT	ykaiin cheoar cheeky oldy	MC170 MC085 MC032 MC019	ykaiin cheoar cheeky oldy	f7dc90b2c31fd341f0a4 807591efc3d3f7ddbfab 2c1a5fd92b9e3c762242 1b1ffdd869fb1429ad03	f7dc90b2c31fd341f0a4 807591efc3d3f7ddbfab 2c1a5fd92b9e3c762242 1b1ffdd869fb1429ad03	Postenmaß -> Auszug entnehmen -> länger wärmen -> fortsetzen; Schluss	Postenmaß -> Auszug entnehmen -> länger wärmen -> fortsetzen; Schluss	PASS	PASS	NO
H4-S004	S1_BARE_MASTER	aiin okal oltchy chor chey orain	MC039 MC040 MC021 MC080 MC123 MC072	aiin okal oltchy chor chey orain	2f1c5e56e8f0ff459065 308e8ea2d5d190c498e8 204b04837409088c48f9 7a4bb8136330ee4e6e56 b921a237be883a820352 6afeb5c9ab9f6cbdea0d	2f1c5e56e8f0ff459065 308e8ea2d5d190c498e8 204b04837409088c48f9 7a4bb8136330ee4e6e56 b921a237be883a820352 6afeb5c9ab9f6cbdea0d	Sollmaß -> dort ansetzen -> bereit weiterfuehren -> Ansatz -> dieser Posten -> Ansatzportion	Sollmaß -> dort ansetzen -> bereit weiterfuehren -> Ansatz -> dieser Posten -> Ansatzportion	PASS	PASS	NO
H4-S004	S2_Q_CELL_SCRIBE	aiin okal oltchy chor chey orain	MC039 MC040 MC021 MC080 MC123 MC072	aiin okal oltchy chor chey orain	2f1c5e56e8f0ff459065 308e8ea2d5d190c498e8 204b04837409088c48f9 7a4bb8136330ee4e6e56 b921a237be883a820352 6afeb5c9ab9f6cbdea0d	2f1c5e56e8f0ff459065 308e8ea2d5d190c498e8 204b04837409088c48f9 7a4bb8136330ee4e6e56 b921a237be883a820352 6afeb5c9ab9f6cbdea0d	Sollmaß -> dort ansetzen -> bereit weiterfuehren -> Ansatz -> dieser Posten -> Ansatzportion	Sollmaß -> dort ansetzen -> bereit weiterfuehren -> Ansatz -> dieser Posten -> Ansatzportion	PASS	PASS	NO
H4-S004	S3_S_LINE_SCRIBE	saiin okal oltchy shor chey orain	MC039 MC040 MC021 MC080 MC123 MC072	aiin okal oltchy chor chey orain	2f1c5e56e8f0ff459065 308e8ea2d5d190c498e8 204b04837409088c48f9 7a4bb8136330ee4e6e56 b921a237be883a820352 6afeb5c9ab9f6cbdea0d	2f1c5e56e8f0ff459065 308e8ea2d5d190c498e8 204b04837409088c48f9 7a4bb8136330ee4e6e56 b921a237be883a820352 6afeb5c9ab9f6cbdea0d	Sollmaß -> dort ansetzen -> bereit weiterfuehren -> Ansatz -> dieser Posten -> Ansatzportion	Sollmaß -> dort ansetzen -> bereit weiterfuehren -> Ansatz -> dieser Posten -> Ansatzportion	PASS	PASS	NO
H4-S004	S4_MIXED_COMPACT	saiin okal oltchy or shy orain	MC039 MC040 MC021 MC080 MC123 MC072	aiin okal oltchy chor chey orain	2f1c5e56e8f0ff459065 308e8ea2d5d190c498e8 204b04837409088c48f9 7a4bb8136330ee4e6e56 b921a237be883a820352 6afeb5c9ab9f6cbdea0d	2f1c5e56e8f0ff459065 308e8ea2d5d190c498e8 204b04837409088c48f9 7a4bb8136330ee4e6e56 b921a237be883a820352 6afeb5c9ab9f6cbdea0d	Sollmaß -> dort ansetzen -> bereit weiterfuehren -> Ansatz -> dieser Posten -> Ansatzportion	Sollmaß -> dort ansetzen -> bereit weiterfuehren -> Ansatz -> dieser Posten -> Ansatzportion	PASS	PASS	NO
H5-S001	S1_BARE_MASTER	chochor cho chodaly aiin cho kchol otchor choky al	MC125 MC034 MC010 MC039 MC034 MC090 MC013 MC026 MC154	chochor cho chodaly aiin cho kchol otchor choky al	b9d7b6d68209a9019e7a 2cc054357a929df85f64 0ec6a45e2950e8e7061d 2f1c5e56e8f0ff459065 2cc054357a929df85f64 893c570f3fa3fce99711 10488b911aae52b3b334 276a7c2d74d1143446f4 dd0ecaf5e27d81befffc	b9d7b6d68209a9019e7a 2cc054357a929df85f64 0ec6a45e2950e8e7061d 2f1c5e56e8f0ff459065 2cc054357a929df85f64 893c570f3fa3fce99711 10488b911aae52b3b334 276a7c2d74d1143446f4 dd0ecaf5e27d81befffc	Zutatenansatz -> Zutat -> Zutat dorthin -> Sollmaß -> Zutat -> weiter bearbeiten -> Folgeansatz -> Posten ansetzen -> dorthin	Zutatenansatz -> Zutat -> Zutat dorthin -> Sollmaß -> Zutat -> weiter bearbeiten -> Folgeansatz -> Posten ansetzen -> dorthin	PASS	PASS	NO
H5-S001	S2_Q_CELL_SCRIBE	chochor cho chodaly aiin cho kchol otchor choky al	MC125 MC034 MC010 MC039 MC034 MC090 MC013 MC026 MC154	chochor cho chodaly aiin cho kchol otchor choky al	b9d7b6d68209a9019e7a 2cc054357a929df85f64 0ec6a45e2950e8e7061d 2f1c5e56e8f0ff459065 2cc054357a929df85f64 893c570f3fa3fce99711 10488b911aae52b3b334 276a7c2d74d1143446f4 dd0ecaf5e27d81befffc	b9d7b6d68209a9019e7a 2cc054357a929df85f64 0ec6a45e2950e8e7061d 2f1c5e56e8f0ff459065 2cc054357a929df85f64 893c570f3fa3fce99711 10488b911aae52b3b334 276a7c2d74d1143446f4 dd0ecaf5e27d81befffc	Zutatenansatz -> Zutat -> Zutat dorthin -> Sollmaß -> Zutat -> weiter bearbeiten -> Folgeansatz -> Posten ansetzen -> dorthin	Zutatenansatz -> Zutat -> Zutat dorthin -> Sollmaß -> Zutat -> weiter bearbeiten -> Folgeansatz -> Posten ansetzen -> dorthin	PASS	PASS	NO
H5-S001	S3_S_LINE_SCRIBE	chochor cho chodaly saiin cho kchol otchor choky al	MC125 MC034 MC010 MC039 MC034 MC090 MC013 MC026 MC154	chochor cho chodaly aiin cho kchol otchor choky al	b9d7b6d68209a9019e7a 2cc054357a929df85f64 0ec6a45e2950e8e7061d 2f1c5e56e8f0ff459065 2cc054357a929df85f64 893c570f3fa3fce99711 10488b911aae52b3b334 276a7c2d74d1143446f4 dd0ecaf5e27d81befffc	b9d7b6d68209a9019e7a 2cc054357a929df85f64 0ec6a45e2950e8e7061d 2f1c5e56e8f0ff459065 2cc054357a929df85f64 893c570f3fa3fce99711 10488b911aae52b3b334 276a7c2d74d1143446f4 dd0ecaf5e27d81befffc	Zutatenansatz -> Zutat -> Zutat dorthin -> Sollmaß -> Zutat -> weiter bearbeiten -> Folgeansatz -> Posten ansetzen -> dorthin	Zutatenansatz -> Zutat -> Zutat dorthin -> Sollmaß -> Zutat -> weiter bearbeiten -> Folgeansatz -> Posten ansetzen -> dorthin	PASS	PASS	NO
H5-S001	S4_MIXED_COMPACT	chochor cho chodaly aiin sho kchol otchor oky sal	MC125 MC034 MC010 MC039 MC034 MC090 MC013 MC026 MC154	chochor cho chodaly aiin cho kchol otchor choky al	b9d7b6d68209a9019e7a 2cc054357a929df85f64 0ec6a45e2950e8e7061d 2f1c5e56e8f0ff459065 2cc054357a929df85f64 893c570f3fa3fce99711 10488b911aae52b3b334 276a7c2d74d1143446f4 dd0ecaf5e27d81befffc	b9d7b6d68209a9019e7a 2cc054357a929df85f64 0ec6a45e2950e8e7061d 2f1c5e56e8f0ff459065 2cc054357a929df85f64 893c570f3fa3fce99711 10488b911aae52b3b334 276a7c2d74d1143446f4 dd0ecaf5e27d81befffc	Zutatenansatz -> Zutat -> Zutat dorthin -> Sollmaß -> Zutat -> weiter bearbeiten -> Folgeansatz -> Posten ansetzen -> dorthin	Zutatenansatz -> Zutat -> Zutat dorthin -> Sollmaß -> Zutat -> weiter bearbeiten -> Folgeansatz -> Posten ansetzen -> dorthin	PASS	PASS	NO
H5-S002	S1_BARE_MASTER	dchol choy choky cheeckhody	MC142 MC131 MC026 MC099	dchol choy choky cheeckhody	d665560c8ff80799a82c c10aec6d4dd877ec8bd8 276a7c2d74d1143446f4 95987d6f198d6d247511	d665560c8ff80799a82c c10aec6d4dd877ec8bd8 276a7c2d74d1143446f4 95987d6f198d6d247511	Voriges -> diese Zutat -> Posten ansetzen -> auftragen	Voriges -> diese Zutat -> Posten ansetzen -> auftragen	PASS	PASS	NO
H5-S002	S2_Q_CELL_SCRIBE	dchol choy choky cheeckhody	MC142 MC131 MC026 MC099	dchol choy choky cheeckhody	d665560c8ff80799a82c c10aec6d4dd877ec8bd8 276a7c2d74d1143446f4 95987d6f198d6d247511	d665560c8ff80799a82c c10aec6d4dd877ec8bd8 276a7c2d74d1143446f4 95987d6f198d6d247511	Voriges -> diese Zutat -> Posten ansetzen -> auftragen	Voriges -> diese Zutat -> Posten ansetzen -> auftragen	PASS	PASS	NO
H5-S002	S3_S_LINE_SCRIBE	schol choy choky cheeckhody	MC142 MC131 MC026 MC099	dchol choy choky cheeckhody	d665560c8ff80799a82c c10aec6d4dd877ec8bd8 276a7c2d74d1143446f4 95987d6f198d6d247511	d665560c8ff80799a82c c10aec6d4dd877ec8bd8 276a7c2d74d1143446f4 95987d6f198d6d247511	Voriges -> diese Zutat -> Posten ansetzen -> auftragen	Voriges -> diese Zutat -> Posten ansetzen -> auftragen	PASS	PASS	NO
H5-S002	S4_MIXED_COMPACT	schol choy oky cheeckhody	MC142 MC131 MC026 MC099	dchol choy choky cheeckhody	d665560c8ff80799a82c c10aec6d4dd877ec8bd8 276a7c2d74d1143446f4 95987d6f198d6d247511	d665560c8ff80799a82c c10aec6d4dd877ec8bd8 276a7c2d74d1143446f4 95987d6f198d6d247511	Voriges -> diese Zutat -> Posten ansetzen -> auftragen	Voriges -> diese Zutat -> Posten ansetzen -> auftragen	PASS	PASS	NO
H5-S003	S1_BARE_MASTER	sh cho kchey qokokchy	MC114 MC034 MC122 MC015	sh cho kchey qokokchy	ad3581d3144f69a5912d 2cc054357a929df85f64 b74e9e65637b7c8538dd 1322bc176443fc2a8a86	ad3581d3144f69a5912d 2cc054357a929df85f64 b74e9e65637b7c8538dd 1322bc176443fc2a8a86	Staengel -> Zutat -> diesen Posten kurz bearbeiten -> erneut ansetzen	Staengel -> Zutat -> diesen Posten kurz bearbeiten -> erneut ansetzen	PASS	PASS	NO
H5-S003	S2_Q_CELL_SCRIBE	sh cho kchey qokokchy	MC114 MC034 MC122 MC015	sh cho kchey qokokchy	ad3581d3144f69a5912d 2cc054357a929df85f64 b74e9e65637b7c8538dd 1322bc176443fc2a8a86	ad3581d3144f69a5912d 2cc054357a929df85f64 b74e9e65637b7c8538dd 1322bc176443fc2a8a86	Staengel -> Zutat -> diesen Posten kurz bearbeiten -> erneut ansetzen	Staengel -> Zutat -> diesen Posten kurz bearbeiten -> erneut ansetzen	PASS	PASS	NO
H5-S003	S3_S_LINE_SCRIBE	sh cho kchey qokokchy	MC114 MC034 MC122 MC015	sh cho kchey qokokchy	ad3581d3144f69a5912d 2cc054357a929df85f64 b74e9e65637b7c8538dd 1322bc176443fc2a8a86	ad3581d3144f69a5912d 2cc054357a929df85f64 b74e9e65637b7c8538dd 1322bc176443fc2a8a86	Staengel -> Zutat -> diesen Posten kurz bearbeiten -> erneut ansetzen	Staengel -> Zutat -> diesen Posten kurz bearbeiten -> erneut ansetzen	PASS	PASS	NO
H5-S003	S4_MIXED_COMPACT	sh cho kchey qokokchy	MC114 MC034 MC122 MC015	sh cho kchey qokokchy	ad3581d3144f69a5912d 2cc054357a929df85f64 b74e9e65637b7c8538dd 1322bc176443fc2a8a86	ad3581d3144f69a5912d 2cc054357a929df85f64 b74e9e65637b7c8538dd 1322bc176443fc2a8a86	Staengel -> Zutat -> diesen Posten kurz bearbeiten -> erneut ansetzen	Staengel -> Zutat -> diesen Posten kurz bearbeiten -> erneut ansetzen	PASS	PASS	NO
H5-S004	S1_BARE_MASTER	chokchy chokcheo kchal	MC103 MC006 MC077	chokchy chokcheo kchal	9ad66e67803a12e745de 087a47b5423438cd6b6a 75a523fcf039b006f97b	9ad66e67803a12e745de 087a47b5423438cd6b6a 75a523fcf039b006f97b	Posten ansetzen -> Auszug zugeben -> an der Zielstelle bearbeiten	Posten ansetzen -> Auszug zugeben -> an der Zielstelle bearbeiten	PASS	PASS	NO
H5-S004	S2_Q_CELL_SCRIBE	chokchy chokcheo kchal	MC103 MC006 MC077	chokchy chokcheo kchal	9ad66e67803a12e745de 087a47b5423438cd6b6a 75a523fcf039b006f97b	9ad66e67803a12e745de 087a47b5423438cd6b6a 75a523fcf039b006f97b	Posten ansetzen -> Auszug zugeben -> an der Zielstelle bearbeiten	Posten ansetzen -> Auszug zugeben -> an der Zielstelle bearbeiten	PASS	PASS	NO
H5-S004	S3_S_LINE_SCRIBE	chokchy chokcheo kchal	MC103 MC006 MC077	chokchy chokcheo kchal	9ad66e67803a12e745de 087a47b5423438cd6b6a 75a523fcf039b006f97b	9ad66e67803a12e745de 087a47b5423438cd6b6a 75a523fcf039b006f97b	Posten ansetzen -> Auszug zugeben -> an der Zielstelle bearbeiten	Posten ansetzen -> Auszug zugeben -> an der Zielstelle bearbeiten	PASS	PASS	NO
H5-S004	S4_MIXED_COMPACT	okchy chokcheo kchal	MC103 MC006 MC077	chokchy chokcheo kchal	9ad66e67803a12e745de 087a47b5423438cd6b6a 75a523fcf039b006f97b	9ad66e67803a12e745de 087a47b5423438cd6b6a 75a523fcf039b006f97b	Posten ansetzen -> Auszug zugeben -> an der Zielstelle bearbeiten	Posten ansetzen -> Auszug zugeben -> an der Zielstelle bearbeiten	PASS	PASS	NO
H5-S005	S1_BARE_MASTER	cho chokchy kchoar sotodan	MC034 MC103 MC136 MC068	cho chokchy kchoar sotodan	2cc054357a929df85f64 9ad66e67803a12e745de c71c72da4e09e0833392 61a075bc54793c1c781f	2cc054357a929df85f64 9ad66e67803a12e745de c71c72da4e09e0833392 61a075bc54793c1c781f	Zutat -> Posten ansetzen -> Auszug daraus -> danach anwenden	Zutat -> Posten ansetzen -> Auszug daraus -> danach anwenden	PASS	PASS	NO
H5-S005	S2_Q_CELL_SCRIBE	cho chokchy kchoar sotodan	MC034 MC103 MC136 MC068	cho chokchy kchoar sotodan	2cc054357a929df85f64 9ad66e67803a12e745de c71c72da4e09e0833392 61a075bc54793c1c781f	2cc054357a929df85f64 9ad66e67803a12e745de c71c72da4e09e0833392 61a075bc54793c1c781f	Zutat -> Posten ansetzen -> Auszug daraus -> danach anwenden	Zutat -> Posten ansetzen -> Auszug daraus -> danach anwenden	PASS	PASS	NO
H5-S005	S3_S_LINE_SCRIBE	sho chokchy kchoar sotodan	MC034 MC103 MC136 MC068	cho chokchy kchoar sotodan	2cc054357a929df85f64 9ad66e67803a12e745de c71c72da4e09e0833392 61a075bc54793c1c781f	2cc054357a929df85f64 9ad66e67803a12e745de c71c72da4e09e0833392 61a075bc54793c1c781f	Zutat -> Posten ansetzen -> Auszug daraus -> danach anwenden	Zutat -> Posten ansetzen -> Auszug daraus -> danach anwenden	PASS	PASS	NO
H5-S005	S4_MIXED_COMPACT	sho okchy kchoar sotodan	MC034 MC103 MC136 MC068	cho chokchy kchoar sotodan	2cc054357a929df85f64 9ad66e67803a12e745de c71c72da4e09e0833392 61a075bc54793c1c781f	2cc054357a929df85f64 9ad66e67803a12e745de c71c72da4e09e0833392 61a075bc54793c1c781f	Zutat -> Posten ansetzen -> Auszug daraus -> danach anwenden	Zutat -> Posten ansetzen -> Auszug daraus -> danach anwenden	PASS	PASS	NO
H5-S006	S1_BARE_MASTER	otchey keol aiin	MC171 MC104 MC039	otchey keol aiin	faf321940aed922846a9 9bb7122b386ebbc6138f 2f1c5e56e8f0ff459065	faf321940aed922846a9 9bb7122b386ebbc6138f 2f1c5e56e8f0ff459065	Folgeposten -> kurz weiterfuehren -> Sollmaß	Folgeposten -> kurz weiterfuehren -> Sollmaß	PASS	PASS	NO
H5-S006	S2_Q_CELL_SCRIBE	otchey keol aiin	MC171 MC104 MC039	otchey keol aiin	faf321940aed922846a9 9bb7122b386ebbc6138f 2f1c5e56e8f0ff459065	faf321940aed922846a9 9bb7122b386ebbc6138f 2f1c5e56e8f0ff459065	Folgeposten -> kurz weiterfuehren -> Sollmaß	Folgeposten -> kurz weiterfuehren -> Sollmaß	PASS	PASS	NO
H5-S006	S3_S_LINE_SCRIBE	otchey keol aiin	MC171 MC104 MC039	otchey keol aiin	faf321940aed922846a9 9bb7122b386ebbc6138f 2f1c5e56e8f0ff459065	faf321940aed922846a9 9bb7122b386ebbc6138f 2f1c5e56e8f0ff459065	Folgeposten -> kurz weiterfuehren -> Sollmaß	Folgeposten -> kurz weiterfuehren -> Sollmaß	PASS	PASS	NO
H5-S006	S4_MIXED_COMPACT	otchey keol aiin	MC171 MC104 MC039	otchey keol aiin	faf321940aed922846a9 9bb7122b386ebbc6138f 2f1c5e56e8f0ff459065	faf321940aed922846a9 9bb7122b386ebbc6138f 2f1c5e56e8f0ff459065	Folgeposten -> kurz weiterfuehren -> Sollmaß	Folgeposten -> kurz weiterfuehren -> Sollmaß	PASS	PASS	NO
B1-S001	S1_BARE_MASTER	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S001	S2_Q_CELL_SCRIBE	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S001	S3_S_LINE_SCRIBE	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S001	S4_MIXED_COMPACT	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S002	S1_BARE_MASTER	okaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	MC120 MC023 MC040 MC055 MC153 MC105 MC097 MC154 MC153 MC016 MC012 MC157 MC153 MC058 MC039 MC096 MC039 MC035 MC025	okaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	auf Sollmaß einstellen -> Beckenwasser -> dort ansetzen -> daraus -> fortsetzen -> eine Portion -> weitere Portion -> dorthin -> fortsetzen -> weiterfuehren -> Zusatz -> Fortsetzungsansatz -> fortsetzen -> kurz zur Zielstelle durchleiten -> Sollmaß -> dort länger halten -> Sollmaß -> durchleiten -> umsetzen; Schluss	auf Sollmaß einstellen -> Beckenwasser -> dort ansetzen -> daraus -> fortsetzen -> eine Portion -> weitere Portion -> dorthin -> fortsetzen -> weiterfuehren -> Zusatz -> Fortsetzungsansatz -> fortsetzen -> kurz zur Zielstelle durchleiten -> Sollmaß -> dort länger halten -> Sollmaß -> durchleiten -> umsetzen; Schluss	PASS	PASS	NO
B1-S002	S2_Q_CELL_SCRIBE	qokaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	MC120 MC023 MC040 MC055 MC153 MC105 MC097 MC154 MC153 MC016 MC012 MC157 MC153 MC058 MC039 MC096 MC039 MC035 MC025	okaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	auf Sollmaß einstellen -> Beckenwasser -> dort ansetzen -> daraus -> fortsetzen -> eine Portion -> weitere Portion -> dorthin -> fortsetzen -> weiterfuehren -> Zusatz -> Fortsetzungsansatz -> fortsetzen -> kurz zur Zielstelle durchleiten -> Sollmaß -> dort länger halten -> Sollmaß -> durchleiten -> umsetzen; Schluss	auf Sollmaß einstellen -> Beckenwasser -> dort ansetzen -> daraus -> fortsetzen -> eine Portion -> weitere Portion -> dorthin -> fortsetzen -> weiterfuehren -> Zusatz -> Fortsetzungsansatz -> fortsetzen -> kurz zur Zielstelle durchleiten -> Sollmaß -> dort länger halten -> Sollmaß -> durchleiten -> umsetzen; Schluss	PASS	PASS	NO
