locus_row	page	diagram_id	locus	namespace_id	visible_owner	owner_status	group_count	opaque_group_ids	loop_trace	local_unit_default_de	orientation	cross_instrument_join	next_locus_rule
50	f67r2	A1	f67r2.50	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_50	INHERITED_VISIBLE	2	A1:G125|A1:G126	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L50: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
51	f67r2	A1	f67r2.51	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_51	INHERITED_VISIBLE	1	A1:G127	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L51: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
52	f67r2	A1	f67r2.52	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_01	DIRECT_VISIBLE	1	A1:G128	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L01: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
53	f67r2	A1	f67r2.53	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_02	DIRECT_VISIBLE	1	A1:G129	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L02: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
54	f67r2	A1	f67r2.54	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_03	DIRECT_VISIBLE	2	A1:G130|A1:G131	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L03: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
55	f67r2	A1	f67r2.55	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_04	DIRECT_VISIBLE	1	A1:G132	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L04: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
56	f67r2	A1	f67r2.56	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_05	DIRECT_VISIBLE	2	A1:G133|A1:G134	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L05: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
57	f67r2	A1	f67r2.57	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_06	DIRECT_VISIBLE	2	A1:G135|A1:G136	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L06: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
58	f67r2	A1	f67r2.58	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	DIRECT_VISIBLE	3	A1:G137|A1:G138|A1:G139	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L07: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
59	f67r2	A1	f67r2.59	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_08	DIRECT_VISIBLE	1	A1:G140	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L08: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
60	f67r2	A1	f67r2.60	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_09	DIRECT_VISIBLE	1	A1:G141	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L09: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
61	f67r2	A1	f67r2.61	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_10	DIRECT_VISIBLE	1	A1:G142	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L10: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
62	f67r2	A1	f67r2.62	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_11	DIRECT_VISIBLE	1	A1:G143	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L11: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
63	f67r2	A1	f67r2.63	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_12	DIRECT_VISIBLE	1	A1:G144	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußerer Sternplatz L12: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	RESET_AND_LOCATE_AFRESH
64	f67r2	A1	f67r2.64	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_01	DIRECT_VISIBLE	2	A1:G145|A1:G146	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R01: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	RESET_AND_LOCATE_AFRESH
65	f67r2	A1	f67r2.65	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_02	DIRECT_VISIBLE	1	A1:G147	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R02: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	RESET_AND_LOCATE_AFRESH
66	f67r2	A1	f67r2.66	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_03	DIRECT_VISIBLE	1	A1:G148	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R03: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	RESET_AND_LOCATE_AFRESH
67	f67r2	A1	f67r2.67	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_04	DIRECT_VISIBLE	1	A1:G149	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R04: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	RESET_AND_LOCATE_AFRESH
68	f67r2	A1	f67r2.68	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_05	DIRECT_VISIBLE	1	A1:G150	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R05: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	RESET_AND_LOCATE_AFRESH
69	f67r2	A1	f67r2.69	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_06	DIRECT_VISIBLE	2	A1:G151|A1:G152	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R06: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	RESET_AND_LOCATE_AFRESH
70	f67r2	A1	f67r2.70	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_07	DIRECT_VISIBLE	1	A1:G153	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R07: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	RESET_AND_LOCATE_AFRESH
71	f67r2	A1	f67r2.71	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_08	DIRECT_VISIBLE	1	A1:G154	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R08: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	RESET_AND_LOCATE_AFRESH
72	f67r2	A1	f67r2.72	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	DIRECT_VISIBLE	12	A1:G155|A1:G156|A1:G157|A1:G158|A1:G159|A1:G160|A1:G161|A1:G162|A1:G163|A1:G164|A1:G165|A1:G166	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
73	f67r2	A1	f67r2.73	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	DIRECT_VISIBLE	11	A1:G167|A1:G168|A1:G169|A1:G170|A1:G171|A1:G172|A1:G173|A1:G174|A1:G175|A1:G176|A1:G177	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
74	f67r2	A1	f67r2.74	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	UNRESOLVED	13	A1:G178|A1:G179|A1:G180|A1:G181|A1:G182|A1:G183|A1:G184|A1:G185|A1:G186|A1:G187|A1:G188|A1:G189|A1:G190	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.	NONE	NONE	RESET_AND_LOCATE_AFRESH
75	f68r1	A2	f68r1.1	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	PAGE_OWNER_ONLY	9	A2:G001|A2:G002|A2:G003|A2:G004|A2:G005|A2:G006|A2:G007|A2:G008|A2:G009	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, Rubrik des linken offenen Sternfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	RESET_AND_LOCATE_AFRESH
76	f68r1	A2	f68r1.2	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	PAGE_OWNER_ONLY	9	A2:G010|A2:G011|A2:G012|A2:G013|A2:G014|A2:G015|A2:G016|A2:G017|A2:G018	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, Rubrik des mittleren Stern-/Zentralfeldes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	RESET_AND_LOCATE_AFRESH
77	f68r1	A2	f68r1.3	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	PAGE_OWNER_ONLY	8	A2:G019|A2:G020|A2:G021|A2:G022|A2:G023|A2:G024|A2:G025|A2:G026	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, Rubrik des rechten sektorierten Teilbildes: Lokale Himmelsregion, Sternfeld- oder Kalendergruppe dieses einen Paneels; die Rubrik darf nicht auf die anderen Paneele oder Gesichtszentren vererbt werden.	NONE	NONE	RESET_AND_LOCATE_AFRESH
78	f68r1	A2	f68r1.4	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_04	UNRESOLVED	2	A2:G027|A2:G028	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	NONE	NONE	RESET_AND_LOCATE_AFRESH
79	f68r1	A2	f68r1.5	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_05	UNRESOLVED	1	A2:G029	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	NONE	NONE	RESET_AND_LOCATE_AFRESH
80	f68r1	A2	f68r1.6	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_06	UNRESOLVED	1	A2:G030	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	NONE	NONE	RESET_AND_LOCATE_AFRESH
81	f68r1	A2	f68r1.7	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_07	UNRESOLVED	1	A2:G031	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, unaufgelöstes Fragment einer mehrpaneeligen Randrubrik: Der vollständige Hinweis wird aus dem Exemplar kopiert, doch sein genaues Sternfeld oder Zentrum bleibt unbestimmt; er liefert keinen seitenweiten Besitzer.	NONE	NONE	RESET_AND_LOCATE_AFRESH
82	f68r1	A2	f68r1.8	F68_CENTRE_KEY_QUARANTINE_NS	A2_CENTRE_KEY_UNRESOLVED	UNRESOLVED	1	A2:G032	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, unaufgelöste Zentrumsangabe: Lokales Etikett eines der sichtbaren Gesichtsmedaillons; welches Zentrum und welcher Himmelskörper gemeint sind, kann nur das Exemplar bestimmen, nicht die Textlage.	NONE	NONE	RESET_AND_LOCATE_AFRESH
83	f68r1	A2	f68r1.9	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_01	DIRECT_VISIBLE	1	A2:G033	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S01: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S01 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
84	f68r1	A2	f68r1.10	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_02	DIRECT_VISIBLE	1	A2:G034	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S02: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S02 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
85	f68r1	A2	f68r1.11	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_03	DIRECT_VISIBLE	1	A2:G035	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S03: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S03 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
86	f68r1	A2	f68r1.12	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_04	DIRECT_VISIBLE	1	A2:G036	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S04: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S04 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
87	f68r1	A2	f68r1.13	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_05	DIRECT_VISIBLE	1	A2:G037	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S05: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S05 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
88	f68r1	A2	f68r1.14	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_06	DIRECT_VISIBLE	1	A2:G038	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S06: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S06 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
89	f68r1	A2	f68r1.15	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_07	DIRECT_VISIBLE	1	A2:G039	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S07: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S07 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
90	f68r1	A2	f68r1.16	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_08	DIRECT_VISIBLE	1	A2:G040	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S08: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S08 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
91	f68r1	A2	f68r1.17	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_09	DIRECT_VISIBLE	1	A2:G041	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S09: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S09 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
92	f68r1	A2	f68r1.18	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_10	DIRECT_VISIBLE	1	A2:G042	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S10: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S10 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
93	f68r1	A2	f68r1.19	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_11	DIRECT_VISIBLE	1	A2:G043	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S11: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S11 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
94	f68r1	A2	f68r1.20	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_12	DIRECT_VISIBLE	1	A2:G044	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S12: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S12 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
95	f68r1	A2	f68r1.21	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_13	DIRECT_VISIBLE	1	A2:G045	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S13: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S13 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
96	f68r1	A2	f68r1.22	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_14	DIRECT_VISIBLE	1	A2:G046	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S14: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S14 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
97	f68r1	A2	f68r1.23	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_15	DIRECT_VISIBLE	1	A2:G047	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S15: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S15 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
98	f68r1	A2	f68r1.24	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_16	DIRECT_VISIBLE	1	A2:G048	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S16: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S16 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
99	f68r1	A2	f68r1.25	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_17	DIRECT_VISIBLE	1	A2:G049	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S17: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S17 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
100	f68r1	A2	f68r1.26	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_18	DIRECT_VISIBLE	1	A2:G050	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S18: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S18 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
101	f68r1	A2	f68r1.27	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_19	DIRECT_VISIBLE	1	A2:G051	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S19: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S19 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
102	f68r1	A2	f68r1.28	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_20	DIRECT_VISIBLE	1	A2:G052	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S20: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S20 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
