group_serial	page	diagram_id	locus	group_in_locus	opaque_group_id	namespace_id	visible_owner	compiler_track	locate_step	read_step	record_step	orientation	crosspage_join	prose_primitive_import	creative_page_default
69	f67r2	A1	f67r2.27	4	A1:G069	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_27	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.27 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 4	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
70	f67r2	A1	f67r2.28	1	A1:G070	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_28	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.28 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
71	f67r2	A1	f67r2.28	2	A1:G071	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_28	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.28 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
72	f67r2	A1	f67r2.29	1	A1:G072	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_29	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.29 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
73	f67r2	A1	f67r2.29	2	A1:G073	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_29	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.29 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
74	f67r2	A1	f67r2.30	1	A1:G074	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_30	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.30 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
75	f67r2	A1	f67r2.30	2	A1:G075	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_30	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.30 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
76	f67r2	A1	f67r2.31	1	A1:G076	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_31	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.31 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
77	f67r2	A1	f67r2.32	1	A1:G077	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.32 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 4	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
78	f67r2	A1	f67r2.32	2	A1:G078	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.32 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 4	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
79	f67r2	A1	f67r2.32	3	A1:G079	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.32 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 4	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
80	f67r2	A1	f67r2.32	4	A1:G080	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.32 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 4	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
81	f67r2	A1	f67r2.33	1	A1:G081	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.33 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
82	f67r2	A1	f67r2.33	2	A1:G082	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.33 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
83	f67r2	A1	f67r2.33	3	A1:G083	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.33 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
84	f67r2	A1	f67r2.34	1	A1:G084	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_34	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.34 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
85	f67r2	A1	f67r2.34	2	A1:G085	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_34	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.34 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
86	f67r2	A1	f67r2.35	1	A1:G086	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.35 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
87	f67r2	A1	f67r2.35	2	A1:G087	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.35 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
88	f67r2	A1	f67r2.35	3	A1:G088	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.35 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
89	f67r2	A1	f67r2.36	1	A1:G089	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.36 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
90	f67r2	A1	f67r2.36	2	A1:G090	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.36 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
91	f67r2	A1	f67r2.36	3	A1:G091	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.36 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
92	f67r2	A1	f67r2.37	1	A1:G092	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_37	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.37 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
93	f67r2	A1	f67r2.38	1	A1:G093	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_38	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.38 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
94	f67r2	A1	f67r2.38	2	A1:G094	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_38	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.38 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
95	f67r2	A1	f67r2.39	1	A1:G095	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.39 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
96	f67r2	A1	f67r2.39	2	A1:G096	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.39 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
97	f67r2	A1	f67r2.39	3	A1:G097	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.39 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
98	f67r2	A1	f67r2.40	1	A1:G098	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.40 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
99	f67r2	A1	f67r2.40	2	A1:G099	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.40 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
100	f67r2	A1	f67r2.40	3	A1:G100	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.40 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
101	f67r2	A1	f67r2.41	1	A1:G101	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_41	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.41 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
102	f67r2	A1	f67r2.41	2	A1:G102	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_41	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.41 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
103	f67r2	A1	f67r2.42	1	A1:G103	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.42 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
104	f67r2	A1	f67r2.42	2	A1:G104	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.42 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
105	f67r2	A1	f67r2.42	3	A1:G105	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.42 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
106	f67r2	A1	f67r2.43	1	A1:G106	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.43 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 4	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
107	f67r2	A1	f67r2.43	2	A1:G107	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.43 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 4	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
108	f67r2	A1	f67r2.43	3	A1:G108	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.43 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 4	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
109	f67r2	A1	f67r2.43	4	A1:G109	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.43 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 4	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
110	f67r2	A1	f67r2.44	1	A1:G110	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.44 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
111	f67r2	A1	f67r2.44	2	A1:G111	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.44 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
112	f67r2	A1	f67r2.44	3	A1:G112	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.44 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
113	f67r2	A1	f67r2.45	1	A1:G113	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.45 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
114	f67r2	A1	f67r2.45	2	A1:G114	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.45 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
115	f67r2	A1	f67r2.45	3	A1:G115	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.45 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
116	f67r2	A1	f67r2.46	1	A1:G116	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_46	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.46 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
117	f67r2	A1	f67r2.46	2	A1:G117	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_46	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.46 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
118	f67r2	A1	f67r2.47	1	A1:G118	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_47	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.47 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
119	f67r2	A1	f67r2.48	1	A1:G119	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.48 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
120	f67r2	A1	f67r2.48	2	A1:G120	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.48 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
121	f67r2	A1	f67r2.48	3	A1:G121	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.48 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
122	f67r2	A1	f67r2.49	1	A1:G122	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.49 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
123	f67r2	A1	f67r2.49	2	A1:G123	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.49 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
124	f67r2	A1	f67r2.49	3	A1:G124	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.49 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
125	f67r2	A1	f67r2.50	1	A1:G125	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_50	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.50 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
126	f67r2	A1	f67r2.50	2	A1:G126	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_50	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.50 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
127	f67r2	A1	f67r2.51	1	A1:G127	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_51	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.51 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
128	f67r2	A1	f67r2.52	1	A1:G128	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_01	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.52 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
129	f67r2	A1	f67r2.53	1	A1:G129	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_02	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.53 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
130	f67r2	A1	f67r2.54	1	A1:G130	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_03	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.54 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
131	f67r2	A1	f67r2.54	2	A1:G131	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_03	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.54 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
132	f67r2	A1	f67r2.55	1	A1:G132	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_04	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.55 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
133	f67r2	A1	f67r2.56	1	A1:G133	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_05	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.56 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
134	f67r2	A1	f67r2.56	2	A1:G134	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_05	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.56 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
135	f67r2	A1	f67r2.57	1	A1:G135	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_06	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.57 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
136	f67r2	A1	f67r2.57	2	A1:G136	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_06	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.57 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
137	f67r2	A1	f67r2.58	1	A1:G137	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.58 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
