candidate	orientation	A	B	C	D	phase_prediction_class	observed_prediction_class	ZL3b_DISCOVERY_cases	ZL3b_DISCOVERY_contradictions	ZL3b_ADDITIONAL_cases	ZL3b_ADDITIONAL_contradictions	IT2a_DISCOVERY_cases	IT2a_DISCOVERY_contradictions	IT2a_ADDITIONAL_cases	IT2a_ADDITIONAL_contradictions	RF1b_DISCOVERY_cases	RF1b_DISCOVERY_contradictions	RF1b_ADDITIONAL_cases	RF1b_ADDITIONAL_contradictions	independent_meaning_confirmation
M148	FC	RAIN	DEW	SNOW	HAIL	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M149	FC	RAIN	DEW	HAIL	HOAR_FROST	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M150	FC	RAIN	DEW	HAIL	SNOW	E03	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M151	FC	RAIN	HOAR_FROST	DEW	SNOW	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M152	FC	RAIN	HOAR_FROST	DEW	HAIL	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M153	FC	RAIN	HOAR_FROST	SNOW	DEW	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M154	FC	RAIN	HOAR_FROST	SNOW	HAIL	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M155	FC	RAIN	HOAR_FROST	HAIL	DEW	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M156	FC	RAIN	HOAR_FROST	HAIL	SNOW	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M157	FC	RAIN	SNOW	DEW	HOAR_FROST	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M158	FC	RAIN	SNOW	DEW	HAIL	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M159	FC	RAIN	SNOW	HOAR_FROST	DEW	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M160	FC	RAIN	SNOW	HOAR_FROST	HAIL	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M161	FC	RAIN	SNOW	HAIL	DEW	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M162	FC	RAIN	SNOW	HAIL	HOAR_FROST	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M163	FC	RAIN	HAIL	DEW	HOAR_FROST	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M164	FC	RAIN	HAIL	DEW	SNOW	E05	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M165	FC	RAIN	HAIL	HOAR_FROST	DEW	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M166	FC	RAIN	HAIL	HOAR_FROST	SNOW	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M167	FC	RAIN	HAIL	SNOW	DEW	E06	O03	7	C003,C004,C005,C006	0	NONE	7	C010,C011,C012,C013	0	NONE	3	C017	0	NONE	NONE
M168	FC	RAIN	HAIL	SNOW	HOAR_FROST	E07	O01	7	C001,C002,C003,C005,C006	0	NONE	7	C008,C009,C010,C012,C013	0	NONE	3	C015,C016,C017	0	NONE	NONE
M169	FC	HOAR_FROST	DEW	RAIN	SNOW	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M170	FC	HOAR_FROST	DEW	RAIN	HAIL	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M171	FC	HOAR_FROST	DEW	SNOW	RAIN	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M172	FC	HOAR_FROST	DEW	SNOW	HAIL	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M173	FC	HOAR_FROST	DEW	HAIL	RAIN	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M174	FC	HOAR_FROST	DEW	HAIL	SNOW	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M175	FC	HOAR_FROST	RAIN	DEW	SNOW	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M176	FC	HOAR_FROST	RAIN	DEW	HAIL	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M177	FC	HOAR_FROST	RAIN	SNOW	DEW	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M178	FC	HOAR_FROST	RAIN	SNOW	HAIL	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M179	FC	HOAR_FROST	RAIN	HAIL	DEW	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M180	FC	HOAR_FROST	RAIN	HAIL	SNOW	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M181	FC	HOAR_FROST	SNOW	DEW	RAIN	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M182	FC	HOAR_FROST	SNOW	DEW	HAIL	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M183	FC	HOAR_FROST	SNOW	RAIN	DEW	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M184	FC	HOAR_FROST	SNOW	RAIN	HAIL	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M185	FC	HOAR_FROST	SNOW	HAIL	DEW	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M186	FC	HOAR_FROST	SNOW	HAIL	RAIN	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M187	FC	HOAR_FROST	HAIL	DEW	RAIN	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M188	FC	HOAR_FROST	HAIL	DEW	SNOW	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M189	FC	HOAR_FROST	HAIL	RAIN	DEW	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M190	FC	HOAR_FROST	HAIL	RAIN	SNOW	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M191	FC	HOAR_FROST	HAIL	SNOW	DEW	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M192	FC	HOAR_FROST	HAIL	SNOW	RAIN	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M193	FC	SNOW	DEW	RAIN	HOAR_FROST	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M194	FC	SNOW	DEW	RAIN	HAIL	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M195	FC	SNOW	DEW	HOAR_FROST	RAIN	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M196	FC	SNOW	DEW	HOAR_FROST	HAIL	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M197	FC	SNOW	DEW	HAIL	RAIN	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M198	FC	SNOW	DEW	HAIL	HOAR_FROST	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M199	FC	SNOW	RAIN	DEW	HOAR_FROST	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M200	FC	SNOW	RAIN	DEW	HAIL	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M201	FC	SNOW	RAIN	HOAR_FROST	DEW	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M202	FC	SNOW	RAIN	HOAR_FROST	HAIL	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M203	FC	SNOW	RAIN	HAIL	DEW	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M204	FC	SNOW	RAIN	HAIL	HOAR_FROST	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M205	FC	SNOW	HOAR_FROST	DEW	RAIN	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M206	FC	SNOW	HOAR_FROST	DEW	HAIL	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M207	FC	SNOW	HOAR_FROST	RAIN	DEW	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M208	FC	SNOW	HOAR_FROST	RAIN	HAIL	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M209	FC	SNOW	HOAR_FROST	HAIL	DEW	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M210	FC	SNOW	HOAR_FROST	HAIL	RAIN	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M211	FC	SNOW	HAIL	DEW	RAIN	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M212	FC	SNOW	HAIL	DEW	HOAR_FROST	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M213	FC	SNOW	HAIL	RAIN	DEW	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M214	FC	SNOW	HAIL	RAIN	HOAR_FROST	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M215	FC	SNOW	HAIL	HOAR_FROST	DEW	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M216	FC	SNOW	HAIL	HOAR_FROST	RAIN	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M217	FC	HAIL	DEW	RAIN	HOAR_FROST	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M218	FC	HAIL	DEW	RAIN	SNOW	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M219	FC	HAIL	DEW	HOAR_FROST	RAIN	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M220	FC	HAIL	DEW	HOAR_FROST	SNOW	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M221	FC	HAIL	DEW	SNOW	RAIN	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M222	FC	HAIL	DEW	SNOW	HOAR_FROST	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M223	FC	HAIL	RAIN	DEW	HOAR_FROST	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M224	FC	HAIL	RAIN	DEW	SNOW	E09	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M225	FC	HAIL	RAIN	HOAR_FROST	DEW	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M226	FC	HAIL	RAIN	HOAR_FROST	SNOW	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M227	FC	HAIL	RAIN	SNOW	DEW	E10	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M228	FC	HAIL	RAIN	SNOW	HOAR_FROST	E11	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M229	FC	HAIL	HOAR_FROST	DEW	RAIN	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M230	FC	HAIL	HOAR_FROST	DEW	SNOW	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M231	FC	HAIL	HOAR_FROST	RAIN	DEW	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M232	FC	HAIL	HOAR_FROST	RAIN	SNOW	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M233	FC	HAIL	HOAR_FROST	SNOW	DEW	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M234	FC	HAIL	HOAR_FROST	SNOW	RAIN	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M235	FC	HAIL	SNOW	DEW	RAIN	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M236	FC	HAIL	SNOW	DEW	HOAR_FROST	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M237	FC	HAIL	SNOW	RAIN	DEW	E12	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M238	FC	HAIL	SNOW	RAIN	HOAR_FROST	E13	O02	7	C001,C002,C007	0	NONE	7	C008,C009,C014	0	NONE	3	C015,C016	0	NONE	NONE
M239	FC	HAIL	SNOW	HOAR_FROST	DEW	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
M240	FC	HAIL	SNOW	HOAR_FROST	RAIN	E14	O04	7	C004,C007	0	NONE	7	C011,C014	0	NONE	3	NONE	0	NONE	NONE
