statement_id	page	register	event_count	component_atom_count	category_count	categories_used	unknown_atoms	sheet_result
P1009-S107	f75r	BIOLOGICAL	2	4	4	CONTROL_01|CONTROL_04|CORE_03|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S108	f75r	BIOLOGICAL	6	12	10	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_07|CORE_08|CORE_11|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S109	f75r	BIOLOGICAL	50	115	21	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_11|CORE_12|CORE_13|CORE_14|CORE_15|CORE_16|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S110	f75r	BIOLOGICAL	3	5	4	CONTROL_02|CONTROL_04|CORE_01|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S111	f75r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S112	f75r	BIOLOGICAL	14	31	14	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_04|CORE_05|CORE_07|CORE_08|CORE_13|CORE_15|CORE_16|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S113	f75r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_02|CORE_05	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S114	f75r	BIOLOGICAL	3	7	5	CHANNEL_01|CONTROL_04|CONTROL_05|CORE_04|CORE_08	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S115	f75r	BIOLOGICAL	4	9	7	CONTROL_04|CORE_01|CORE_03|CORE_12|CORE_15|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S116	f75r	BIOLOGICAL	7	17	12	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_06|CORE_07|CORE_14|CORE_15|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S117	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S118	f75r	BIOLOGICAL	1	4	4	CONTROL_04|CORE_03|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S119	f75r	BIOLOGICAL	10	21	12	CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_09|CORE_10|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S120	f75r	BIOLOGICAL	14	31	15	CHANNEL_03|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_09|CORE_12|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S121	f75r	BIOLOGICAL	3	8	8	CHANNEL_01|CONTROL_01|CONTROL_04|CONTROL_05|CORE_02|CORE_03|CORE_07|CORE_08	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S122	f75r	BIOLOGICAL	4	11	8	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_06|CORE_07|CORE_08|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S123	f75r	BIOLOGICAL	3	7	5	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S124	f75r	BIOLOGICAL	1	2	2	CONTROL_04|CORE_05	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S125	f75r	BIOLOGICAL	3	8	7	CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_05|CORE_07|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S126	f75r	BIOLOGICAL	3	7	7	CHANNEL_01|CONTROL_04|CORE_02|CORE_06|CORE_08|CORE_11|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S127	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S128	f75r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_04|CORE_07|CORE_08	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S129	f75r	BIOLOGICAL	1	2	2	CONTROL_04|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S130	f75r	BIOLOGICAL	3	7	7	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_07|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S131	f75r	BIOLOGICAL	5	11	10	CONTROL_01|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_06|CORE_12|CORE_14|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S132	f75r	BIOLOGICAL	1	4	4	CONTROL_01|CONTROL_04|CORE_14|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S133	f75r	BIOLOGICAL	3	9	8	CHANNEL_01|CONTROL_01|CONTROL_04|CONTROL_05|CORE_03|CORE_08|CORE_09|CORE_11	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S134	f75r	BIOLOGICAL	8	17	12	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_08|CORE_09|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S135	f75r	BIOLOGICAL	6	15	10	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_07|CORE_08|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S136	f75r	BIOLOGICAL	2	4	4	CONTROL_04|CORE_02|CORE_03|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S137	f75r	BIOLOGICAL	2	4	4	CONTROL_02|CONTROL_04|CORE_03|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S138	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S139	f75r	BIOLOGICAL	4	12	7	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_08	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S140	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S141	f75r	BIOLOGICAL	3	8	7	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_07|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S142	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S143	f75r	BIOLOGICAL	1	4	4	CONTROL_01|CONTROL_04|CORE_02|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S144	f75r	BIOLOGICAL	2	5	5	CONTROL_02|CONTROL_04|CORE_02|CORE_03|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S145	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S146	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S147	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S148	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S149	f75r	BIOLOGICAL	1	2	2	CONTROL_04|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S150	f75r	BIOLOGICAL	1	4	4	CONTROL_01|CONTROL_04|CORE_01|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S151	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S152	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S153	f75r	BIOLOGICAL	1	4	4	CONTROL_02|CONTROL_04|CORE_03|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S154	f75r	BIOLOGICAL	2	6	6	CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_04|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S155	f75r	BIOLOGICAL	2	5	5	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_07|CORE_08	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S156	f75r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_02|CORE_07|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S157	f75r	BIOLOGICAL	2	4	4	CONTROL_02|CONTROL_04|CORE_05|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S158	f75r	BIOLOGICAL	1	4	4	CONTROL_01|CONTROL_04|CORE_07|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S159	f75r	BIOLOGICAL	1	4	4	CONTROL_02|CONTROL_04|CORE_02|CORE_11	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S160	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S161	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S162	f75r	BIOLOGICAL	3	6	5	CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S163	f75r	BIOLOGICAL	2	4	4	CONTROL_01|CONTROL_04|CORE_01|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S164	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S165	f75r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S166	f75r	BIOLOGICAL	2	6	4	CONTROL_02|CONTROL_04|CORE_01|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S167	f75r	BIOLOGICAL	2	6	6	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_07|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S168	f75r	BIOLOGICAL	2	5	5	CONTROL_04|CORE_03|CORE_06|CORE_08|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S169	f75r	BIOLOGICAL	4	9	8	CONTROL_04|CORE_02|CORE_03|CORE_04|CORE_06|CORE_08|CORE_09|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S170	f75r	BIOLOGICAL	3	8	8	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_11|CORE_12|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S171	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S172	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S173	f75r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_02|CORE_03	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S174	f75r	BIOLOGICAL	7	14	11	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_04|CORE_06|CORE_07|CORE_08|CORE_10|CORE_11	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S175	f75r	BIOLOGICAL	3	10	7	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_06|CORE_07|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S176	f75r	BIOLOGICAL	3	8	7	CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_04|CORE_08|CORE_11	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S177	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S178	f75r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S179	f75r	BIOLOGICAL	3	8	5	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_10	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S180	f75r	BIOLOGICAL	2	6	5	CONTROL_01|CONTROL_04|CORE_02|CORE_03|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S181	f75r	BIOLOGICAL	2	4	4	CONTROL_01|CONTROL_04|CORE_07|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S182	f75r	BIOLOGICAL	3	6	5	CORE_01|CORE_03|CORE_04|CORE_12|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S183	f76r	BIOLOGICAL	13	49	16	CHANNEL_01|CONTROL_01|CONTROL_04|CONTROL_05|CONTROL_06|CORE_01|CORE_02|CORE_03|CORE_04|CORE_06|CORE_07|CORE_11|CORE_12|CORE_13|CORE_16|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S184	f76r	BIOLOGICAL	7	18	12	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_06|CORE_07|CORE_08|CORE_13|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S185	f76r	BIOLOGICAL	9	24	10	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_07|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S186	f76r	BIOLOGICAL	2	6	6	CONTROL_01|CONTROL_04|CORE_01|CORE_04|CORE_07|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S187	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S188	f76r	BIOLOGICAL	5	8	6	CORE_01|CORE_03|CORE_04|CORE_07|CORE_10|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S189	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S190	f76r	BIOLOGICAL	7	15	9	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_06|CORE_09|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S191	f76r	BIOLOGICAL	1	4	4	CONTROL_01|CONTROL_04|CORE_09|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S192	f76r	BIOLOGICAL	2	5	4	CONTROL_04|CORE_01|CORE_02|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S193	f76r	BIOLOGICAL	4	11	10	CHANNEL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_11|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S194	f76r	BIOLOGICAL	4	13	12	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_06|CORE_01|CORE_02|CORE_03|CORE_07|CORE_12|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S195	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S196	f76r	BIOLOGICAL	6	12	9	CHANNEL_01|CONTROL_02|CORE_01|CORE_02|CORE_05|CORE_07|CORE_08|CORE_12|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S197	f76r	BIOLOGICAL	6	18	13	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_06|CORE_01|CORE_02|CORE_05|CORE_06|CORE_07|CORE_10|CORE_11	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S198	f76r	BIOLOGICAL	7	17	13	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_06|CORE_08|CORE_09|CORE_10|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S199	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S200	f76r	BIOLOGICAL	5	13	11	CONTROL_01|CONTROL_04|CORE_01|CORE_05|CORE_06|CORE_07|CORE_09|CORE_14|CORE_16|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S201	f76r	BIOLOGICAL	9	18	11	CHANNEL_01|CONTROL_02|CORE_01|CORE_03|CORE_04|CORE_05|CORE_06|CORE_08|CORE_09|CORE_12|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S202	f76r	BIOLOGICAL	1	6	5	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S203	f76r	BIOLOGICAL	2	5	5	CONTROL_02|CONTROL_04|CORE_04|CORE_13|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S204	f76r	BIOLOGICAL	10	22	14	CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_09|CORE_10|CORE_11|CORE_12|CORE_16|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S205	f76r	BIOLOGICAL	11	23	16	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_06|CORE_01|CORE_03|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S206	f76r	BIOLOGICAL	2	6	5	CONTROL_01|CONTROL_02|CONTROL_04|CORE_02|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S207	f76r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S208	f76r	BIOLOGICAL	6	21	11	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_05|CORE_06|CORE_07|CORE_09|CORE_10|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S209	f76r	BIOLOGICAL	6	11	8	CONTROL_01|CORE_01|CORE_04|CORE_05|CORE_08|CORE_09|CORE_11|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S210	f76r	BIOLOGICAL	1	5	5	CONTROL_01|CONTROL_04|CORE_06|CORE_07|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S211	f76r	BIOLOGICAL	9	19	14	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_05|CORE_06|CORE_08|CORE_09|CORE_10|CORE_12|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S212	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S213	f76r	BIOLOGICAL	10	30	14	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_06|CORE_07|CORE_09|CORE_12|CORE_16|CORE_19	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S214	f76r	BIOLOGICAL	10	24	12	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_06|CORE_01|CORE_03|CORE_04|CORE_06|CORE_07|CORE_08|CORE_09|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S215	f76r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S216	f76r	BIOLOGICAL	3	7	6	CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_12|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S217	f76r	BIOLOGICAL	1	4	4	CONTROL_05|CORE_02|CORE_05|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S218	f76r	BIOLOGICAL	7	19	11	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_06|CORE_07|CORE_08|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S219	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S220	f76r	BIOLOGICAL	1	4	4	CONTROL_01|CONTROL_04|CORE_07|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S221	f76r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_03|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S222	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S223	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S224	f76r	BIOLOGICAL	3	6	5	CONTROL_04|CONTROL_05|CORE_01|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S225	f76r	BIOLOGICAL	8	20	13	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_12|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S226	f76r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_02|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S227	f76r	BIOLOGICAL	2	6	6	CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S228	f76r	BIOLOGICAL	4	8	8	CONTROL_01|CONTROL_04|CONTROL_05|CORE_01|CORE_03|CORE_04|CORE_07|CORE_10	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S229	f76r	BIOLOGICAL	4	9	9	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_04|CORE_05|CORE_07|CORE_08|CORE_11|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S230	f76r	BIOLOGICAL	1	3	3	CHANNEL_01|CONTROL_03|CONTROL_05	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S231	f76r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S232	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S233	f76r	BIOLOGICAL	8	17	11	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_06|CORE_07|CORE_09|CORE_12|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S234	f76r	BIOLOGICAL	4	10	8	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_10|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S235	f76r	BIOLOGICAL	2	4	4	CONTROL_02|CONTROL_04|CORE_03|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S236	f76r	BIOLOGICAL	13	31	17	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_07|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_10|CORE_12|CORE_13|CORE_14|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S237	f76r	BIOLOGICAL	7	14	8	CONTROL_04|CORE_01|CORE_03|CORE_05|CORE_06|CORE_09|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S238	f76r	BIOLOGICAL	7	16	10	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_07|CORE_10|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S239	f76r	BIOLOGICAL	10	18	9	CHANNEL_01|CONTROL_02|CORE_01|CORE_02|CORE_03|CORE_06|CORE_10|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S240	f76r	BIOLOGICAL	15	33	17	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_10|CORE_11|CORE_12|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S241	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S242	f76r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_02|CORE_07|CORE_08	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S243	f76r	BIOLOGICAL	21	53	18	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_12|CORE_14|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S244	f76r	BIOLOGICAL	7	13	12	CONTROL_01|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_05|CORE_06|CORE_10|CORE_12|CORE_14|CORE_16|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S245	f76r	BIOLOGICAL	8	17	11	CONTROL_01|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_06|CORE_10|CORE_12|CORE_14|CORE_16|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S246	f76r	BIOLOGICAL	1	4	4	CONTROL_01|CONTROL_04|CORE_09|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S247	f76r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_05|CORE_07|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
