shell_id	shell_shape	prefix_channel_id	prefix_stem	prefix_recipe	internal_channel_id	internal_stem	internal_recipe	suffix_channel_id	suffix_stem	suffix_recipe	surface_template	flattened_recipe_trace	literal_working_reading_de	exact_channel_signature
G467-S0565	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C25	eey	EE+Y	otol{NAME_CORE_1}al{NAME_CORE_2}eey	OT+OL+AL+EE+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · GRAD II · POSTEN	G466-C02+G466-C39+G466-C25
G467-S0566	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C26	oin	O+IIN	otol{NAME_CORE_1}al{NAME_CORE_2}oin	OT+OL+AL+O+IIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · AUSFÜHRUNG · STUFE	G466-C02+G466-C39+G466-C26
G467-S0567	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C27	oly	OL+Y	otol{NAME_CORE_1}al{NAME_CORE_2}oly	OT+OL+AL+OL+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · FORTSETZEN · POSTEN	G466-C02+G466-C39+G466-C27
G467-S0568	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C28	ory	OR+Y	otol{NAME_CORE_1}al{NAME_CORE_2}ory	OT+OL+AL+OR+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · EINHEIT · POSTEN	G466-C02+G466-C39+G466-C28
G467-S0569	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C29	shy	Y	otol{NAME_CORE_1}al{NAME_CORE_2}shy	OT+OL+AL+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · POSTEN	G466-C02+G466-C39+G466-C29
G467-S0570	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C30	ydy	Y+DY	otol{NAME_CORE_1}al{NAME_CORE_2}ydy	OT+OL+AL+Y+DY	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · POSTEN · SCHLUSS	G466-C02+G466-C39+G466-C30
G467-S0571	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C31	al	AL	otol{NAME_CORE_1}al{NAME_CORE_2}al	OT+OL+AL+AL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · ZIELORT	G466-C02+G466-C39+G466-C31
G467-S0572	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C32	am	AM_ADDR	otol{NAME_CORE_1}al{NAME_CORE_2}am	OT+OL+AL+AM_ADDR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · HIER	G466-C02+G466-C39+G466-C32
G467-S0573	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C33	ar	AR	otol{NAME_CORE_1}al{NAME_CORE_2}ar	OT+OL+AL+AR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · AUSGANG	G466-C02+G466-C39+G466-C33
G467-S0574	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C34	ol	OL	otol{NAME_CORE_1}al{NAME_CORE_2}ol	OT+OL+AL+OL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · FORTSETZEN	G466-C02+G466-C39+G466-C34
G467-S0575	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C39	al	AL	G466-C35	or	OR	otol{NAME_CORE_1}al{NAME_CORE_2}or	OT+OL+AL+OR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · ZIELORT · [OWNER_NAME:NAME_CORE_2] · EINHEIT	G466-C02+G466-C39+G466-C35
G467-S0576	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C13	olaiin	OL+AIIN	otol{NAME_CORE_1}ar{NAME_CORE_2}olaiin	OT+OL+AR+OL+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · FORTSETZEN · WERT	G466-C02+G466-C40+G466-C13
G467-S0577	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C14	daiin	AIIN	otol{NAME_CORE_1}ar{NAME_CORE_2}daiin	OT+OL+AR+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · WERT	G466-C02+G466-C40+G466-C14
G467-S0578	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C15	aiin	AIIN	otol{NAME_CORE_1}ar{NAME_CORE_2}aiin	OT+OL+AR+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · WERT	G466-C02+G466-C40+G466-C15
G467-S0579	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C16	ainy	AIN+Y	otol{NAME_CORE_1}ar{NAME_CORE_2}ainy	OT+OL+AR+AIN+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · ANTEIL · POSTEN	G466-C02+G466-C40+G466-C16
G467-S0580	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C17	alor	AL+OR	otol{NAME_CORE_1}ar{NAME_CORE_2}alor	OT+OL+AR+AL+OR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · ZIELORT · EINHEIT	G466-C02+G466-C40+G466-C17
G467-S0581	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C18	cfhy	CH+LOCAL_CHAR_F+Y	otol{NAME_CORE_1}ar{NAME_CORE_2}cfhy	OT+OL+AR+CH+LOCAL_CHAR_F+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · NEHMEN · HIER · POSTEN	G466-C02+G466-C40+G466-C18
G467-S0582	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C19	cphy	CH+P+Y	otol{NAME_CORE_1}ar{NAME_CORE_2}cphy	OT+OL+AR+CH+P+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · NEHMEN · EINSETZEN · POSTEN	G466-C02+G466-C40+G466-C19
G467-S0583	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C20	cthy	CH+T+Y	otol{NAME_CORE_1}ar{NAME_CORE_2}cthy	OT+OL+AR+CH+T+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · NEHMEN · EINSTELLEN · POSTEN	G466-C02+G466-C40+G466-C20
G467-S0584	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C21	oiin	O+IIN	otol{NAME_CORE_1}ar{NAME_CORE_2}oiin	OT+OL+AR+O+IIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · AUSFÜHRUNG · STUFE	G466-C02+G466-C40+G466-C21
G467-S0585	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C22	ain	AIN	otol{NAME_CORE_1}ar{NAME_CORE_2}ain	OT+OL+AR+AIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · ANTEIL	G466-C02+G466-C40+G466-C22
G467-S0586	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C23	aly	AL+Y	otol{NAME_CORE_1}ar{NAME_CORE_2}aly	OT+OL+AR+AL+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · ZIELORT · POSTEN	G466-C02+G466-C40+G466-C23
G467-S0587	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C24	dal	AL	otol{NAME_CORE_1}ar{NAME_CORE_2}dal	OT+OL+AR+AL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · ZIELORT	G466-C02+G466-C40+G466-C24
G467-S0588	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C25	eey	EE+Y	otol{NAME_CORE_1}ar{NAME_CORE_2}eey	OT+OL+AR+EE+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · GRAD II · POSTEN	G466-C02+G466-C40+G466-C25
G467-S0589	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C26	oin	O+IIN	otol{NAME_CORE_1}ar{NAME_CORE_2}oin	OT+OL+AR+O+IIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · AUSFÜHRUNG · STUFE	G466-C02+G466-C40+G466-C26
G467-S0590	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C27	oly	OL+Y	otol{NAME_CORE_1}ar{NAME_CORE_2}oly	OT+OL+AR+OL+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · FORTSETZEN · POSTEN	G466-C02+G466-C40+G466-C27
G467-S0591	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C28	ory	OR+Y	otol{NAME_CORE_1}ar{NAME_CORE_2}ory	OT+OL+AR+OR+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · EINHEIT · POSTEN	G466-C02+G466-C40+G466-C28
G467-S0592	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C29	shy	Y	otol{NAME_CORE_1}ar{NAME_CORE_2}shy	OT+OL+AR+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · POSTEN	G466-C02+G466-C40+G466-C29
G467-S0593	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C30	ydy	Y+DY	otol{NAME_CORE_1}ar{NAME_CORE_2}ydy	OT+OL+AR+Y+DY	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · POSTEN · SCHLUSS	G466-C02+G466-C40+G466-C30
G467-S0594	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C31	al	AL	otol{NAME_CORE_1}ar{NAME_CORE_2}al	OT+OL+AR+AL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · ZIELORT	G466-C02+G466-C40+G466-C31
G467-S0595	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C32	am	AM_ADDR	otol{NAME_CORE_1}ar{NAME_CORE_2}am	OT+OL+AR+AM_ADDR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · HIER	G466-C02+G466-C40+G466-C32
G467-S0596	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C33	ar	AR	otol{NAME_CORE_1}ar{NAME_CORE_2}ar	OT+OL+AR+AR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · AUSGANG	G466-C02+G466-C40+G466-C33
G467-S0597	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C34	ol	OL	otol{NAME_CORE_1}ar{NAME_CORE_2}ol	OT+OL+AR+OL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · FORTSETZEN	G466-C02+G466-C40+G466-C34
G467-S0598	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C40	ar	AR	G466-C35	or	OR	otol{NAME_CORE_1}ar{NAME_CORE_2}or	OT+OL+AR+OR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · AUSGANG · [OWNER_NAME:NAME_CORE_2] · EINHEIT	G466-C02+G466-C40+G466-C35
G467-S0599	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C13	olaiin	OL+AIIN	otol{NAME_CORE_1}ok{NAME_CORE_2}olaiin	OT+OL+OK+OL+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · FORTSETZEN · WERT	G466-C02+G466-C41+G466-C13
G467-S0600	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C14	daiin	AIIN	otol{NAME_CORE_1}ok{NAME_CORE_2}daiin	OT+OL+OK+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · WERT	G466-C02+G466-C41+G466-C14
G467-S0601	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C15	aiin	AIIN	otol{NAME_CORE_1}ok{NAME_CORE_2}aiin	OT+OL+OK+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · WERT	G466-C02+G466-C41+G466-C15
G467-S0602	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C16	ainy	AIN+Y	otol{NAME_CORE_1}ok{NAME_CORE_2}ainy	OT+OL+OK+AIN+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · ANTEIL · POSTEN	G466-C02+G466-C41+G466-C16
G467-S0603	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C17	alor	AL+OR	otol{NAME_CORE_1}ok{NAME_CORE_2}alor	OT+OL+OK+AL+OR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · ZIELORT · EINHEIT	G466-C02+G466-C41+G466-C17
G467-S0604	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C18	cfhy	CH+LOCAL_CHAR_F+Y	otol{NAME_CORE_1}ok{NAME_CORE_2}cfhy	OT+OL+OK+CH+LOCAL_CHAR_F+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · NEHMEN · HIER · POSTEN	G466-C02+G466-C41+G466-C18
G467-S0605	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C19	cphy	CH+P+Y	otol{NAME_CORE_1}ok{NAME_CORE_2}cphy	OT+OL+OK+CH+P+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · NEHMEN · EINSETZEN · POSTEN	G466-C02+G466-C41+G466-C19
G467-S0606	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C20	cthy	CH+T+Y	otol{NAME_CORE_1}ok{NAME_CORE_2}cthy	OT+OL+OK+CH+T+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · NEHMEN · EINSTELLEN · POSTEN	G466-C02+G466-C41+G466-C20
G467-S0607	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C21	oiin	O+IIN	otol{NAME_CORE_1}ok{NAME_CORE_2}oiin	OT+OL+OK+O+IIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · AUSFÜHRUNG · STUFE	G466-C02+G466-C41+G466-C21
G467-S0608	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C22	ain	AIN	otol{NAME_CORE_1}ok{NAME_CORE_2}ain	OT+OL+OK+AIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · ANTEIL	G466-C02+G466-C41+G466-C22
G467-S0609	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C23	aly	AL+Y	otol{NAME_CORE_1}ok{NAME_CORE_2}aly	OT+OL+OK+AL+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · ZIELORT · POSTEN	G466-C02+G466-C41+G466-C23
G467-S0610	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C24	dal	AL	otol{NAME_CORE_1}ok{NAME_CORE_2}dal	OT+OL+OK+AL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · ZIELORT	G466-C02+G466-C41+G466-C24
G467-S0611	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C25	eey	EE+Y	otol{NAME_CORE_1}ok{NAME_CORE_2}eey	OT+OL+OK+EE+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · GRAD II · POSTEN	G466-C02+G466-C41+G466-C25
G467-S0612	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C26	oin	O+IIN	otol{NAME_CORE_1}ok{NAME_CORE_2}oin	OT+OL+OK+O+IIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · AUSFÜHRUNG · STUFE	G466-C02+G466-C41+G466-C26
G467-S0613	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C27	oly	OL+Y	otol{NAME_CORE_1}ok{NAME_CORE_2}oly	OT+OL+OK+OL+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · FORTSETZEN · POSTEN	G466-C02+G466-C41+G466-C27
G467-S0614	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C28	ory	OR+Y	otol{NAME_CORE_1}ok{NAME_CORE_2}ory	OT+OL+OK+OR+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · EINHEIT · POSTEN	G466-C02+G466-C41+G466-C28
G467-S0615	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C29	shy	Y	otol{NAME_CORE_1}ok{NAME_CORE_2}shy	OT+OL+OK+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · POSTEN	G466-C02+G466-C41+G466-C29
G467-S0616	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C30	ydy	Y+DY	otol{NAME_CORE_1}ok{NAME_CORE_2}ydy	OT+OL+OK+Y+DY	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · POSTEN · SCHLUSS	G466-C02+G466-C41+G466-C30
G467-S0617	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C31	al	AL	otol{NAME_CORE_1}ok{NAME_CORE_2}al	OT+OL+OK+AL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · ZIELORT	G466-C02+G466-C41+G466-C31
G467-S0618	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C32	am	AM_ADDR	otol{NAME_CORE_1}ok{NAME_CORE_2}am	OT+OL+OK+AM_ADDR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · HIER	G466-C02+G466-C41+G466-C32
G467-S0619	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C33	ar	AR	otol{NAME_CORE_1}ok{NAME_CORE_2}ar	OT+OL+OK+AR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · AUSGANG	G466-C02+G466-C41+G466-C33
G467-S0620	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C34	ol	OL	otol{NAME_CORE_1}ok{NAME_CORE_2}ol	OT+OL+OK+OL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · FORTSETZEN	G466-C02+G466-C41+G466-C34
G467-S0621	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C41	ok	OK	G466-C35	or	OR	otol{NAME_CORE_1}ok{NAME_CORE_2}or	OT+OL+OK+OR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · SETZEN · [OWNER_NAME:NAME_CORE_2] · EINHEIT	G466-C02+G466-C41+G466-C35
G467-S0622	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C42	ol	OL	G466-C13	olaiin	OL+AIIN	otol{NAME_CORE_1}ol{NAME_CORE_2}olaiin	OT+OL+OL+OL+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · FORTSETZEN · [OWNER_NAME:NAME_CORE_2] · FORTSETZEN · WERT	G466-C02+G466-C42+G466-C13
G467-S0623	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C42	ol	OL	G466-C14	daiin	AIIN	otol{NAME_CORE_1}ol{NAME_CORE_2}daiin	OT+OL+OL+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · FORTSETZEN · [OWNER_NAME:NAME_CORE_2] · WERT	G466-C02+G466-C42+G466-C14
G467-S0624	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C42	ol	OL	G466-C15	aiin	AIIN	otol{NAME_CORE_1}ol{NAME_CORE_2}aiin	OT+OL+OL+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · FORTSETZEN · [OWNER_NAME:NAME_CORE_2] · WERT	G466-C02+G466-C42+G466-C15
G467-S0625	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C42	ol	OL	G466-C16	ainy	AIN+Y	otol{NAME_CORE_1}ol{NAME_CORE_2}ainy	OT+OL+OL+AIN+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · FORTSETZEN · [OWNER_NAME:NAME_CORE_2] · ANTEIL · POSTEN	G466-C02+G466-C42+G466-C16
G467-S0626	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C42	ol	OL	G466-C17	alor	AL+OR	otol{NAME_CORE_1}ol{NAME_CORE_2}alor	OT+OL+OL+AL+OR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · FORTSETZEN · [OWNER_NAME:NAME_CORE_2] · ZIELORT · EINHEIT	G466-C02+G466-C42+G466-C17
G467-S0627	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C42	ol	OL	G466-C18	cfhy	CH+LOCAL_CHAR_F+Y	otol{NAME_CORE_1}ol{NAME_CORE_2}cfhy	OT+OL+OL+CH+LOCAL_CHAR_F+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · FORTSETZEN · [OWNER_NAME:NAME_CORE_2] · NEHMEN · HIER · POSTEN	G466-C02+G466-C42+G466-C18
G467-S0628	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G466-C02	otol	OT+OL	G466-C42	ol	OL	G466-C19	cphy	CH+P+Y	otol{NAME_CORE_1}ol{NAME_CORE_2}cphy	OT+OL+OL+CH+P+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE_1] · FORTSETZEN · [OWNER_NAME:NAME_CORE_2] · NEHMEN · EINSETZEN · POSTEN	G466-C02+G466-C42+G466-C19
