collision_id	collision_kind	signature	member_count	distinct_recipe_count	shell_ids	surface_templates	exact_channel_signatures	disposition
G467-K0068	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	AR+SH+O+IIN	2	1	G467-S1504|G467-S1509	ar{NAME_CORE_1}sh{NAME_CORE_2}oiin|ar{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C06+G466-C44+G466-C21|G466-C06+G466-C44+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0069	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AIIN	2	1	G467-S0048|G467-S0049	kor{NAME_CORE}daiin|kor{NAME_CORE}aiin	G466-C03+G466-C14|G466-C03+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0070	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AIR+AIIN	2	1	G467-S0692|G467-S0693	kor{NAME_CORE_1}air{NAME_CORE_2}daiin|kor{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C03+G466-C36+G466-C14|G466-C03+G466-C36+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0071	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AIR+AL	2	1	G467-S0702|G467-S0709	kor{NAME_CORE_1}air{NAME_CORE_2}dal|kor{NAME_CORE_1}air{NAME_CORE_2}al	G466-C03+G466-C36+G466-C24|G466-C03+G466-C36+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0072	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AIR+O+IIN	2	1	G467-S0699|G467-S0704	kor{NAME_CORE_1}air{NAME_CORE_2}oiin|kor{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C03+G466-C36+G466-C21|G466-C03+G466-C36+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0073	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AL	2	1	G467-S0058|G467-S0065	kor{NAME_CORE}dal|kor{NAME_CORE}al	G466-C03+G466-C24|G466-C03+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0074	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AL+AIIN	2	1	G467-S0761|G467-S0762	kor{NAME_CORE_1}al{NAME_CORE_2}daiin|kor{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C03+G466-C39+G466-C14|G466-C03+G466-C39+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0075	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AL+AL	2	1	G467-S0771|G467-S0778	kor{NAME_CORE_1}al{NAME_CORE_2}dal|kor{NAME_CORE_1}al{NAME_CORE_2}al	G466-C03+G466-C39+G466-C24|G466-C03+G466-C39+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0076	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AL+O+IIN	2	1	G467-S0768|G467-S0773	kor{NAME_CORE_1}al{NAME_CORE_2}oiin|kor{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C03+G466-C39+G466-C21|G466-C03+G466-C39+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0077	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AL+OR	2	1	G467-S0051|G467-S0782	kor{NAME_CORE}alor|kor{NAME_CORE_1}al{NAME_CORE_2}or	G466-C03+G466-C17|G466-C03+G466-C39+G466-C35	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0078	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AL+Y	2	1	G467-S0057|G467-S0776	kor{NAME_CORE}aly|kor{NAME_CORE_1}al{NAME_CORE_2}shy	G466-C03+G466-C23|G466-C03+G466-C39+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0079	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AR+AIIN	2	1	G467-S0784|G467-S0785	kor{NAME_CORE_1}ar{NAME_CORE_2}daiin|kor{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C03+G466-C40+G466-C14|G466-C03+G466-C40+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0080	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AR+AL	2	1	G467-S0794|G467-S0801	kor{NAME_CORE_1}ar{NAME_CORE_2}dal|kor{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C03+G466-C40+G466-C24|G466-C03+G466-C40+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0081	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+AR+O+IIN	2	1	G467-S0791|G467-S0796	kor{NAME_CORE_1}ar{NAME_CORE_2}oiin|kor{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C03+G466-C40+G466-C21|G466-C03+G466-C40+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0082	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+CH+T+AIIN	2	1	G467-S0715|G467-S0716	kor{NAME_CORE_1}cth{NAME_CORE_2}daiin|kor{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C03+G466-C37+G466-C14|G466-C03+G466-C37+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0083	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+CH+T+AL	2	1	G467-S0725|G467-S0732	kor{NAME_CORE_1}cth{NAME_CORE_2}dal|kor{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C03+G466-C37+G466-C24|G466-C03+G466-C37+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0084	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+CH+T+O+IIN	2	1	G467-S0722|G467-S0727	kor{NAME_CORE_1}cth{NAME_CORE_2}oiin|kor{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C03+G466-C37+G466-C21|G466-C03+G466-C37+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0085	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+CH+T+Y	2	1	G467-S0054|G467-S0730	kor{NAME_CORE}cthy|kor{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C03+G466-C20|G466-C03+G466-C37+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0086	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+D_ADDR+AR+AIIN	2	1	G467-S0738|G467-S0739	kor{NAME_CORE_1}dar{NAME_CORE_2}daiin|kor{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C03+G466-C38+G466-C14|G466-C03+G466-C38+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0087	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+D_ADDR+AR+AL	2	1	G467-S0748|G467-S0755	kor{NAME_CORE_1}dar{NAME_CORE_2}dal|kor{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C03+G466-C38+G466-C24|G466-C03+G466-C38+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0088	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+D_ADDR+AR+O+IIN	2	1	G467-S0745|G467-S0750	kor{NAME_CORE_1}dar{NAME_CORE_2}oiin|kor{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C03+G466-C38+G466-C21|G466-C03+G466-C38+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0089	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+O+IIN	2	1	G467-S0055|G467-S0060	kor{NAME_CORE}oiin|kor{NAME_CORE}oin	G466-C03+G466-C21|G466-C03+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0090	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+OK+AIIN	2	1	G467-S0807|G467-S0808	kor{NAME_CORE_1}ok{NAME_CORE_2}daiin|kor{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C03+G466-C41+G466-C14|G466-C03+G466-C41+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0091	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+OK+AL	2	1	G467-S0817|G467-S0824	kor{NAME_CORE_1}ok{NAME_CORE_2}dal|kor{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C03+G466-C41+G466-C24|G466-C03+G466-C41+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0092	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+OK+O+IIN	2	1	G467-S0814|G467-S0819	kor{NAME_CORE_1}ok{NAME_CORE_2}oiin|kor{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C03+G466-C41+G466-C21|G466-C03+G466-C41+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0093	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+OL+AIIN	3	1	G467-S0047|G467-S0830|G467-S0831	kor{NAME_CORE}olaiin|kor{NAME_CORE_1}ol{NAME_CORE_2}daiin|kor{NAME_CORE_1}ol{NAME_CORE_2}aiin	G466-C03+G466-C13|G466-C03+G466-C42+G466-C14|G466-C03+G466-C42+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0094	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+OL+AL	2	1	G467-S0840|G467-S0847	kor{NAME_CORE_1}ol{NAME_CORE_2}dal|kor{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C03+G466-C42+G466-C24|G466-C03+G466-C42+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0095	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+OL+O+IIN	2	1	G467-S0837|G467-S0842	kor{NAME_CORE_1}ol{NAME_CORE_2}oiin|kor{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C03+G466-C42+G466-C21|G466-C03+G466-C42+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0096	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+OL+Y	2	1	G467-S0061|G467-S0845	kor{NAME_CORE}oly|kor{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C03+G466-C27|G466-C03+G466-C42+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0097	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+OT+AIIN	2	1	G467-S0853|G467-S0854	kor{NAME_CORE_1}ot{NAME_CORE_2}daiin|kor{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C03+G466-C43+G466-C14|G466-C03+G466-C43+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0098	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+OT+AL	2	1	G467-S0863|G467-S0870	kor{NAME_CORE_1}ot{NAME_CORE_2}dal|kor{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C03+G466-C43+G466-C24|G466-C03+G466-C43+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0099	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+OT+O+IIN	2	1	G467-S0860|G467-S0865	kor{NAME_CORE_1}ot{NAME_CORE_2}oiin|kor{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C03+G466-C43+G466-C21|G466-C03+G466-C43+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0100	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+SH+AIIN	2	1	G467-S0876|G467-S0877	kor{NAME_CORE_1}sh{NAME_CORE_2}daiin|kor{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C03+G466-C44+G466-C14|G466-C03+G466-C44+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0101	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+SH+AL	2	1	G467-S0886|G467-S0893	kor{NAME_CORE_1}sh{NAME_CORE_2}dal|kor{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C03+G466-C44+G466-C24|G466-C03+G466-C44+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0102	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	K+OR+SH+O+IIN	2	1	G467-S0883|G467-S0888	kor{NAME_CORE_1}sh{NAME_CORE_2}oiin|kor{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C03+G466-C44+G466-C21|G466-C03+G466-C44+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0103	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AIIN	2	1	G467-S0140|G467-S0141	of{NAME_CORE}daiin|of{NAME_CORE}aiin	G466-C07+G466-C14|G466-C07+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0104	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AIR+AIIN	2	1	G467-S1520|G467-S1521	of{NAME_CORE_1}air{NAME_CORE_2}daiin|of{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C07+G466-C36+G466-C14|G466-C07+G466-C36+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0105	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AIR+AL	2	1	G467-S1530|G467-S1537	of{NAME_CORE_1}air{NAME_CORE_2}dal|of{NAME_CORE_1}air{NAME_CORE_2}al	G466-C07+G466-C36+G466-C24|G466-C07+G466-C36+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0106	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AIR+O+IIN	2	1	G467-S1527|G467-S1532	of{NAME_CORE_1}air{NAME_CORE_2}oiin|of{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C07+G466-C36+G466-C21|G466-C07+G466-C36+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0107	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AL	2	1	G467-S0150|G467-S0157	of{NAME_CORE}dal|of{NAME_CORE}al	G466-C07+G466-C24|G466-C07+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0108	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AL+AIIN	2	1	G467-S1589|G467-S1590	of{NAME_CORE_1}al{NAME_CORE_2}daiin|of{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C07+G466-C39+G466-C14|G466-C07+G466-C39+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0109	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AL+AL	2	1	G467-S1599|G467-S1606	of{NAME_CORE_1}al{NAME_CORE_2}dal|of{NAME_CORE_1}al{NAME_CORE_2}al	G466-C07+G466-C39+G466-C24|G466-C07+G466-C39+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0110	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AL+O+IIN	2	1	G467-S1596|G467-S1601	of{NAME_CORE_1}al{NAME_CORE_2}oiin|of{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C07+G466-C39+G466-C21|G466-C07+G466-C39+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0111	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AL+OR	2	1	G467-S0143|G467-S1610	of{NAME_CORE}alor|of{NAME_CORE_1}al{NAME_CORE_2}or	G466-C07+G466-C17|G466-C07+G466-C39+G466-C35	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0112	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AL+Y	2	1	G467-S0149|G467-S1604	of{NAME_CORE}aly|of{NAME_CORE_1}al{NAME_CORE_2}shy	G466-C07+G466-C23|G466-C07+G466-C39+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0113	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AR+AIIN	2	1	G467-S1612|G467-S1613	of{NAME_CORE_1}ar{NAME_CORE_2}daiin|of{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C07+G466-C40+G466-C14|G466-C07+G466-C40+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0114	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AR+AL	2	1	G467-S1622|G467-S1629	of{NAME_CORE_1}ar{NAME_CORE_2}dal|of{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C07+G466-C40+G466-C24|G466-C07+G466-C40+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0115	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+AR+O+IIN	2	1	G467-S1619|G467-S1624	of{NAME_CORE_1}ar{NAME_CORE_2}oiin|of{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C07+G466-C40+G466-C21|G466-C07+G466-C40+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0116	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+CH+T+AIIN	2	1	G467-S1543|G467-S1544	of{NAME_CORE_1}cth{NAME_CORE_2}daiin|of{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C07+G466-C37+G466-C14|G466-C07+G466-C37+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0117	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+CH+T+AL	2	1	G467-S1553|G467-S1560	of{NAME_CORE_1}cth{NAME_CORE_2}dal|of{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C07+G466-C37+G466-C24|G466-C07+G466-C37+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0118	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+CH+T+O+IIN	2	1	G467-S1550|G467-S1555	of{NAME_CORE_1}cth{NAME_CORE_2}oiin|of{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C07+G466-C37+G466-C21|G466-C07+G466-C37+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0119	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+CH+T+Y	2	1	G467-S0146|G467-S1558	of{NAME_CORE}cthy|of{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C07+G466-C20|G466-C07+G466-C37+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0120	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+D_ADDR+AR+AIIN	2	1	G467-S1566|G467-S1567	of{NAME_CORE_1}dar{NAME_CORE_2}daiin|of{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C07+G466-C38+G466-C14|G466-C07+G466-C38+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0121	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+D_ADDR+AR+AL	2	1	G467-S1576|G467-S1583	of{NAME_CORE_1}dar{NAME_CORE_2}dal|of{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C07+G466-C38+G466-C24|G466-C07+G466-C38+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0122	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+D_ADDR+AR+O+IIN	2	1	G467-S1573|G467-S1578	of{NAME_CORE_1}dar{NAME_CORE_2}oiin|of{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C07+G466-C38+G466-C21|G466-C07+G466-C38+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0123	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+O+IIN	2	1	G467-S0147|G467-S0152	of{NAME_CORE}oiin|of{NAME_CORE}oin	G466-C07+G466-C21|G466-C07+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0124	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+OK+AIIN	2	1	G467-S1635|G467-S1636	of{NAME_CORE_1}ok{NAME_CORE_2}daiin|of{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C07+G466-C41+G466-C14|G466-C07+G466-C41+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0125	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+OK+AL	2	1	G467-S1645|G467-S1652	of{NAME_CORE_1}ok{NAME_CORE_2}dal|of{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C07+G466-C41+G466-C24|G466-C07+G466-C41+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0126	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+OK+O+IIN	2	1	G467-S1642|G467-S1647	of{NAME_CORE_1}ok{NAME_CORE_2}oiin|of{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C07+G466-C41+G466-C21|G466-C07+G466-C41+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0127	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+OL+AIIN	3	1	G467-S0139|G467-S1658|G467-S1659	of{NAME_CORE}olaiin|of{NAME_CORE_1}ol{NAME_CORE_2}daiin|of{NAME_CORE_1}ol{NAME_CORE_2}aiin	G466-C07+G466-C13|G466-C07+G466-C42+G466-C14|G466-C07+G466-C42+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0128	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+OL+AL	2	1	G467-S1668|G467-S1675	of{NAME_CORE_1}ol{NAME_CORE_2}dal|of{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C07+G466-C42+G466-C24|G466-C07+G466-C42+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0129	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+OL+O+IIN	2	1	G467-S1665|G467-S1670	of{NAME_CORE_1}ol{NAME_CORE_2}oiin|of{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C07+G466-C42+G466-C21|G466-C07+G466-C42+G466-C26	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0130	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+OL+Y	2	1	G467-S0153|G467-S1673	of{NAME_CORE}oly|of{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C07+G466-C27|G466-C07+G466-C42+G466-C29	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0131	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+OT+AIIN	2	1	G467-S1681|G467-S1682	of{NAME_CORE_1}ot{NAME_CORE_2}daiin|of{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C07+G466-C43+G466-C14|G466-C07+G466-C43+G466-C15	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
G467-K0132	SAME_FLATTENED_RECIPE__MULTIPLE_CHANNEL_FACTORIZATIONS	O+LOCAL_CHAR_F+OT+AL	2	1	G467-S1691|G467-S1698	of{NAME_CORE_1}ot{NAME_CORE_2}dal|of{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C07+G466-C43+G466-C24|G466-C07+G466-C43+G466-C31	KEEP_EXACT_CHANNEL_TRACE__READING_VALUE_UNCHANGED
