probe_id	shell_id	shell_shape	core_marker	synthetic_surface	expected_channel_ids	observed_channel_ids	expected_known_character_count	observed_known_character_count	expected_learned_character_count	observed_learned_character_count	observed_route	observed_reading_de	precedence_collision	probe_pass
G467-P00674	G467-S0225	PREFIX_CORE_SUFFIX	zx	orzxydy	G466-C10+G466-C30	G466-C10+G466-C30	5	5	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:zx] · POSTEN · SCHLUSS	NO	YES
G467-P00675	G467-S0225	PREFIX_CORE_SUFFIX	xvz	orxvzydy	G466-C10+G466-C30	G466-C10+G466-C30	5	5	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:xvz] · POSTEN · SCHLUSS	NO	YES
G467-P00676	G467-S0226	PREFIX_CORE_SUFFIX	x	orxal	G466-C10+G466-C31	G466-C10+G466-C31	4	4	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:x] · ZIELORT	NO	YES
G467-P00677	G467-S0226	PREFIX_CORE_SUFFIX	zx	orzxal	G466-C10+G466-C31	G466-C10+G466-C31	4	4	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:zx] · ZIELORT	NO	YES
G467-P00678	G467-S0226	PREFIX_CORE_SUFFIX	xvz	orxvzal	G466-C10+G466-C31	G466-C10+G466-C31	4	4	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:xvz] · ZIELORT	NO	YES
G467-P00679	G467-S0227	PREFIX_CORE_SUFFIX	x	orxam	G466-C10+G466-C32	G466-C10+G466-C32	4	4	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:x] · HIER	NO	YES
G467-P00680	G467-S0227	PREFIX_CORE_SUFFIX	zx	orzxam	G466-C10+G466-C32	G466-C10+G466-C32	4	4	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:zx] · HIER	NO	YES
G467-P00681	G467-S0227	PREFIX_CORE_SUFFIX	xvz	orxvzam	G466-C10+G466-C32	G466-C10+G466-C32	4	4	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:xvz] · HIER	NO	YES
G467-P00682	G467-S0228	PREFIX_CORE_SUFFIX	x	orxar	G466-C10+G466-C33	G466-C10+G466-C33	4	4	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:x] · AUSGANG	NO	YES
G467-P00683	G467-S0228	PREFIX_CORE_SUFFIX	zx	orzxar	G466-C10+G466-C33	G466-C10+G466-C33	4	4	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:zx] · AUSGANG	NO	YES
G467-P00684	G467-S0228	PREFIX_CORE_SUFFIX	xvz	orxvzar	G466-C10+G466-C33	G466-C10+G466-C33	4	4	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:xvz] · AUSGANG	NO	YES
G467-P00685	G467-S0229	PREFIX_CORE_SUFFIX	x	orxol	G466-C10+G466-C34	G466-C10+G466-C34	4	4	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:x] · FORTSETZEN	NO	YES
G467-P00686	G467-S0229	PREFIX_CORE_SUFFIX	zx	orzxol	G466-C10+G466-C34	G466-C10+G466-C34	4	4	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:zx] · FORTSETZEN	NO	YES
G467-P00687	G467-S0229	PREFIX_CORE_SUFFIX	xvz	orxvzol	G466-C10+G466-C34	G466-C10+G466-C34	4	4	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:xvz] · FORTSETZEN	NO	YES
G467-P00688	G467-S0230	PREFIX_CORE_SUFFIX	x	orxor	G466-C10+G466-C35	G466-C10+G466-C35	4	4	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:x] · EINHEIT	NO	YES
G467-P00689	G467-S0230	PREFIX_CORE_SUFFIX	zx	orzxor	G466-C10+G466-C35	G466-C10+G466-C35	4	4	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:zx] · EINHEIT	NO	YES
G467-P00690	G467-S0230	PREFIX_CORE_SUFFIX	xvz	orxvzor	G466-C10+G466-C35	G466-C10+G466-C35	4	4	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EINHEIT · [PFLANZENNAME:xvz] · EINHEIT	NO	YES
G467-P00691	G467-S0231	PREFIX_CORE_SUFFIX	x	otxolaiin	G466-C11+G466-C13	G466-C11+G466-C13	8	8	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · FORTSETZEN · WERT	NO	YES
G467-P00692	G467-S0231	PREFIX_CORE_SUFFIX	zx	otzxolaiin	G466-C11+G466-C13	G466-C11+G466-C13	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · FORTSETZEN · WERT	NO	YES
G467-P00693	G467-S0231	PREFIX_CORE_SUFFIX	xvz	otxvzolaiin	G466-C11+G466-C13	G466-C11+G466-C13	8	8	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · FORTSETZEN · WERT	NO	YES
G467-P00694	G467-S0232	PREFIX_CORE_SUFFIX	x	otxdaiin	G466-C11+G466-C14	G466-C11+G466-C14	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · WERT	NO	YES
G467-P00695	G467-S0232	PREFIX_CORE_SUFFIX	zx	otzxdaiin	G466-C11+G466-C14	G466-C11+G466-C14	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · WERT	NO	YES
G467-P00696	G467-S0232	PREFIX_CORE_SUFFIX	xvz	otxvzdaiin	G466-C11+G466-C14	G466-C11+G466-C14	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · WERT	NO	YES
G467-P00697	G467-S0233	PREFIX_CORE_SUFFIX	x	otxaiin	G466-C11+G466-C15	G466-C11+G466-C15	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · WERT	NO	YES
G467-P00698	G467-S0233	PREFIX_CORE_SUFFIX	zx	otzxaiin	G466-C11+G466-C15	G466-C11+G466-C15	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · WERT	NO	YES
G467-P00699	G467-S0233	PREFIX_CORE_SUFFIX	xvz	otxvzaiin	G466-C11+G466-C15	G466-C11+G466-C15	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · WERT	NO	YES
G467-P00700	G467-S0234	PREFIX_CORE_SUFFIX	x	otxainy	G466-C11+G466-C16	G466-C11+G466-C16	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · ANTEIL · POSTEN	NO	YES
G467-P00701	G467-S0234	PREFIX_CORE_SUFFIX	zx	otzxainy	G466-C11+G466-C16	G466-C11+G466-C16	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · ANTEIL · POSTEN	NO	YES
G467-P00702	G467-S0234	PREFIX_CORE_SUFFIX	xvz	otxvzainy	G466-C11+G466-C16	G466-C11+G466-C16	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · ANTEIL · POSTEN	NO	YES
G467-P00703	G467-S0235	PREFIX_CORE_SUFFIX	x	otxalor	G466-C11+G466-C17	G466-C11+G466-C17	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · ZIELORT · EINHEIT	NO	YES
G467-P00704	G467-S0235	PREFIX_CORE_SUFFIX	zx	otzxalor	G466-C11+G466-C17	G466-C11+G466-C17	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · ZIELORT · EINHEIT	NO	YES
G467-P00705	G467-S0235	PREFIX_CORE_SUFFIX	xvz	otxvzalor	G466-C11+G466-C17	G466-C11+G466-C17	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · ZIELORT · EINHEIT	NO	YES
G467-P00706	G467-S0236	PREFIX_CORE_SUFFIX	x	otxcfhy	G466-C11+G466-C18	G466-C11+G466-C18	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · NEHMEN · HIER · POSTEN	NO	YES
G467-P00707	G467-S0236	PREFIX_CORE_SUFFIX	zx	otzxcfhy	G466-C11+G466-C18	G466-C11+G466-C18	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · NEHMEN · HIER · POSTEN	NO	YES
G467-P00708	G467-S0236	PREFIX_CORE_SUFFIX	xvz	otxvzcfhy	G466-C11+G466-C18	G466-C11+G466-C18	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · NEHMEN · HIER · POSTEN	NO	YES
G467-P00709	G467-S0237	PREFIX_CORE_SUFFIX	x	otxcphy	G466-C11+G466-C19	G466-C11+G466-C19	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · NEHMEN · EINSETZEN · POSTEN	NO	YES
G467-P00710	G467-S0237	PREFIX_CORE_SUFFIX	zx	otzxcphy	G466-C11+G466-C19	G466-C11+G466-C19	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · NEHMEN · EINSETZEN · POSTEN	NO	YES
G467-P00711	G467-S0237	PREFIX_CORE_SUFFIX	xvz	otxvzcphy	G466-C11+G466-C19	G466-C11+G466-C19	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · NEHMEN · EINSETZEN · POSTEN	NO	YES
G467-P00712	G467-S0238	PREFIX_CORE_SUFFIX	x	otxcthy	G466-C11+G466-C20	G466-C11+G466-C20	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · NEHMEN · EINSTELLEN · POSTEN	NO	YES
G467-P00713	G467-S0238	PREFIX_CORE_SUFFIX	zx	otzxcthy	G466-C11+G466-C20	G466-C11+G466-C20	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · NEHMEN · EINSTELLEN · POSTEN	NO	YES
G467-P00714	G467-S0238	PREFIX_CORE_SUFFIX	xvz	otxvzcthy	G466-C11+G466-C20	G466-C11+G466-C20	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · NEHMEN · EINSTELLEN · POSTEN	NO	YES
G467-P00715	G467-S0239	PREFIX_CORE_SUFFIX	x	otxoiin	G466-C11+G466-C21	G466-C11+G466-C21	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00716	G467-S0239	PREFIX_CORE_SUFFIX	zx	otzxoiin	G466-C11+G466-C21	G466-C11+G466-C21	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00717	G467-S0239	PREFIX_CORE_SUFFIX	xvz	otxvzoiin	G466-C11+G466-C21	G466-C11+G466-C21	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00718	G467-S0240	PREFIX_CORE_SUFFIX	x	otxain	G466-C11+G466-C22	G466-C11+G466-C22	5	5	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · ANTEIL	NO	YES
G467-P00719	G467-S0240	PREFIX_CORE_SUFFIX	zx	otzxain	G466-C11+G466-C22	G466-C11+G466-C22	5	5	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · ANTEIL	NO	YES
G467-P00720	G467-S0240	PREFIX_CORE_SUFFIX	xvz	otxvzain	G466-C11+G466-C22	G466-C11+G466-C22	5	5	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · ANTEIL	NO	YES
G467-P00721	G467-S0241	PREFIX_CORE_SUFFIX	x	otxaly	G466-C11+G466-C23	G466-C11+G466-C23	5	5	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · ZIELORT · POSTEN	NO	YES
G467-P00722	G467-S0241	PREFIX_CORE_SUFFIX	zx	otzxaly	G466-C11+G466-C23	G466-C11+G466-C23	5	5	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · ZIELORT · POSTEN	NO	YES
G467-P00723	G467-S0241	PREFIX_CORE_SUFFIX	xvz	otxvzaly	G466-C11+G466-C23	G466-C11+G466-C23	5	5	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · ZIELORT · POSTEN	NO	YES
G467-P00724	G467-S0242	PREFIX_CORE_SUFFIX	x	otxdal	G466-C11+G466-C24	G466-C11+G466-C24	5	5	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · ZIELORT	NO	YES
G467-P00725	G467-S0242	PREFIX_CORE_SUFFIX	zx	otzxdal	G466-C11+G466-C24	G466-C11+G466-C24	5	5	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · ZIELORT	NO	YES
G467-P00726	G467-S0242	PREFIX_CORE_SUFFIX	xvz	otxvzdal	G466-C11+G466-C24	G466-C11+G466-C24	5	5	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · ZIELORT	NO	YES
G467-P00727	G467-S0243	PREFIX_CORE_SUFFIX	x	otxeey	G466-C11+G466-C25	G466-C11+G466-C25	5	5	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · GRAD II · POSTEN	NO	YES
G467-P00728	G467-S0243	PREFIX_CORE_SUFFIX	zx	otzxeey	G466-C11+G466-C25	G466-C11+G466-C25	5	5	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · GRAD II · POSTEN	NO	YES
G467-P00729	G467-S0243	PREFIX_CORE_SUFFIX	xvz	otxvzeey	G466-C11+G466-C25	G466-C11+G466-C25	5	5	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · GRAD II · POSTEN	NO	YES
G467-P00730	G467-S0244	PREFIX_CORE_SUFFIX	x	otxoin	G466-C11+G466-C26	G466-C11+G466-C26	5	5	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00731	G467-S0244	PREFIX_CORE_SUFFIX	zx	otzxoin	G466-C11+G466-C26	G466-C11+G466-C26	5	5	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00732	G467-S0244	PREFIX_CORE_SUFFIX	xvz	otxvzoin	G466-C11+G466-C26	G466-C11+G466-C26	5	5	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · AUSFÜHRUNG · STUFE	NO	YES
G467-P00733	G467-S0245	PREFIX_CORE_SUFFIX	x	otxoly	G466-C11+G466-C27	G466-C11+G466-C27	5	5	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · FORTSETZEN · POSTEN	NO	YES
G467-P00734	G467-S0245	PREFIX_CORE_SUFFIX	zx	otzxoly	G466-C11+G466-C27	G466-C11+G466-C27	5	5	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · FORTSETZEN · POSTEN	NO	YES
G467-P00735	G467-S0245	PREFIX_CORE_SUFFIX	xvz	otxvzoly	G466-C11+G466-C27	G466-C11+G466-C27	5	5	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · FORTSETZEN · POSTEN	NO	YES
G467-P00736	G467-S0246	PREFIX_CORE_SUFFIX	x	otxory	G466-C11+G466-C28	G466-C11+G466-C28	5	5	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · EINHEIT · POSTEN	NO	YES
G467-P00737	G467-S0246	PREFIX_CORE_SUFFIX	zx	otzxory	G466-C11+G466-C28	G466-C11+G466-C28	5	5	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · EINHEIT · POSTEN	NO	YES
G467-P00738	G467-S0246	PREFIX_CORE_SUFFIX	xvz	otxvzory	G466-C11+G466-C28	G466-C11+G466-C28	5	5	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · EINHEIT · POSTEN	NO	YES
G467-P00739	G467-S0247	PREFIX_CORE_SUFFIX	x	otxshy	G466-C11+G466-C29	G466-C11+G466-C29	5	5	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · POSTEN	NO	YES
G467-P00740	G467-S0247	PREFIX_CORE_SUFFIX	zx	otzxshy	G466-C11+G466-C29	G466-C11+G466-C29	5	5	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · POSTEN	NO	YES
G467-P00741	G467-S0247	PREFIX_CORE_SUFFIX	xvz	otxvzshy	G466-C11+G466-C29	G466-C11+G466-C29	5	5	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · POSTEN	NO	YES
G467-P00742	G467-S0248	PREFIX_CORE_SUFFIX	x	otxydy	G466-C11+G466-C30	G466-C11+G466-C30	5	5	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · POSTEN · SCHLUSS	NO	YES
G467-P00743	G467-S0248	PREFIX_CORE_SUFFIX	zx	otzxydy	G466-C11+G466-C30	G466-C11+G466-C30	5	5	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · POSTEN · SCHLUSS	NO	YES
G467-P00744	G467-S0248	PREFIX_CORE_SUFFIX	xvz	otxvzydy	G466-C11+G466-C30	G466-C11+G466-C30	5	5	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · POSTEN · SCHLUSS	NO	YES
G467-P00745	G467-S0249	PREFIX_CORE_SUFFIX	x	otxal	G466-C11+G466-C31	G466-C11+G466-C31	4	4	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · ZIELORT	NO	YES
G467-P00746	G467-S0249	PREFIX_CORE_SUFFIX	zx	otzxal	G466-C11+G466-C31	G466-C11+G466-C31	4	4	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · ZIELORT	NO	YES
G467-P00747	G467-S0249	PREFIX_CORE_SUFFIX	xvz	otxvzal	G466-C11+G466-C31	G466-C11+G466-C31	4	4	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · ZIELORT	NO	YES
G467-P00748	G467-S0250	PREFIX_CORE_SUFFIX	x	otxam	G466-C11+G466-C32	G466-C11+G466-C32	4	4	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · HIER	NO	YES
G467-P00749	G467-S0250	PREFIX_CORE_SUFFIX	zx	otzxam	G466-C11+G466-C32	G466-C11+G466-C32	4	4	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · HIER	NO	YES
G467-P00750	G467-S0250	PREFIX_CORE_SUFFIX	xvz	otxvzam	G466-C11+G466-C32	G466-C11+G466-C32	4	4	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · HIER	NO	YES
G467-P00751	G467-S0251	PREFIX_CORE_SUFFIX	x	otxar	G466-C11+G466-C33	G466-C11+G466-C33	4	4	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · AUSGANG	NO	YES
G467-P00752	G467-S0251	PREFIX_CORE_SUFFIX	zx	otzxar	G466-C11+G466-C33	G466-C11+G466-C33	4	4	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · AUSGANG	NO	YES
G467-P00753	G467-S0251	PREFIX_CORE_SUFFIX	xvz	otxvzar	G466-C11+G466-C33	G466-C11+G466-C33	4	4	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · AUSGANG	NO	YES
G467-P00754	G467-S0252	PREFIX_CORE_SUFFIX	x	otxol	G466-C11+G466-C34	G466-C11+G466-C34	4	4	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · FORTSETZEN	NO	YES
G467-P00755	G467-S0252	PREFIX_CORE_SUFFIX	zx	otzxol	G466-C11+G466-C34	G466-C11+G466-C34	4	4	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · FORTSETZEN	NO	YES
G467-P00756	G467-S0252	PREFIX_CORE_SUFFIX	xvz	otxvzol	G466-C11+G466-C34	G466-C11+G466-C34	4	4	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · FORTSETZEN	NO	YES
G467-P00757	G467-S0253	PREFIX_CORE_SUFFIX	x	otxor	G466-C11+G466-C35	G466-C11+G466-C35	4	4	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:x] · EINHEIT	NO	YES
G467-P00758	G467-S0253	PREFIX_CORE_SUFFIX	zx	otzxor	G466-C11+G466-C35	G466-C11+G466-C35	4	4	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:zx] · EINHEIT	NO	YES
G467-P00759	G467-S0253	PREFIX_CORE_SUFFIX	xvz	otxvzor	G466-C11+G466-C35	G466-C11+G466-C35	4	4	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	DANACH · [PFLANZENNAME:xvz] · EINHEIT	NO	YES
G467-P00760	G467-S0254	PREFIX_CORE_SUFFIX	x	shxolaiin	G466-C12+G466-C13	G466-C12+G466-C13	8	8	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	HALTEN · [PFLANZENNAME:x] · FORTSETZEN · WERT	NO	YES
G467-P00761	G467-S0254	PREFIX_CORE_SUFFIX	zx	shzxolaiin	G466-C12+G466-C13	G466-C12+G466-C13	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	HALTEN · [PFLANZENNAME:zx] · FORTSETZEN · WERT	NO	YES
G467-P00762	G467-S0254	PREFIX_CORE_SUFFIX	xvz	shxvzolaiin	G466-C12+G466-C13	G466-C12+G466-C13	8	8	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	HALTEN · [PFLANZENNAME:xvz] · FORTSETZEN · WERT	NO	YES
G467-P00763	G467-S0255	PREFIX_CORE_SUFFIX	x	shxdaiin	G466-C12+G466-C14	G466-C12+G466-C14	7	7	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	HALTEN · [PFLANZENNAME:x] · WERT	NO	YES
G467-P00764	G467-S0255	PREFIX_CORE_SUFFIX	zx	shzxdaiin	G466-C12+G466-C14	G466-C12+G466-C14	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	HALTEN · [PFLANZENNAME:zx] · WERT	NO	YES
G467-P00765	G467-S0255	PREFIX_CORE_SUFFIX	xvz	shxvzdaiin	G466-C12+G466-C14	G466-C12+G466-C14	7	7	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	HALTEN · [PFLANZENNAME:xvz] · WERT	NO	YES
G467-P00766	G467-S0256	PREFIX_CORE_SUFFIX	x	shxaiin	G466-C12+G466-C15	G466-C12+G466-C15	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	HALTEN · [PFLANZENNAME:x] · WERT	NO	YES
G467-P00767	G467-S0256	PREFIX_CORE_SUFFIX	zx	shzxaiin	G466-C12+G466-C15	G466-C12+G466-C15	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	HALTEN · [PFLANZENNAME:zx] · WERT	NO	YES
G467-P00768	G467-S0256	PREFIX_CORE_SUFFIX	xvz	shxvzaiin	G466-C12+G466-C15	G466-C12+G466-C15	6	6	3	3	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	HALTEN · [PFLANZENNAME:xvz] · WERT	NO	YES
G467-P00769	G467-S0257	PREFIX_CORE_SUFFIX	x	shxainy	G466-C12+G466-C16	G466-C12+G466-C16	6	6	1	1	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	HALTEN · [PFLANZENNAME:x] · ANTEIL · POSTEN	NO	YES
