statement_id	record_unit_id	page	event_count	phase_sequence	dominant_phase	phase_count	event_phase_trace	formula_ids	fluent_imperative_de
B4-S005	B4	f83r	3	CONTINUE>TRANSFER>APPLY_CONTACT	MIXED	3	E327:CONTINUE|E328:TRANSFER|E329:APPLY_CONTACT	F07	Lege die Einlage ein; dann führe den Posten über; dann lass ihn lange einwirken;
B4-S006	B4	f83r	1	PASS_FILTER	PASS_FILTER	1	E330:PASS_FILTER	NONE	Lass ihn hindurch;
B4-S007	B4	f83r	1	PASS_FILTER	PASS_FILTER	1	E331:PASS_FILTER	NONE	Lass ihn hindurch;
B4-S008	B4	f83r	4	MEASURE_STAGE>THERMAL>ITEM>APPLY_CONTACT	MIXED	4	E332:MEASURE_STAGE|E333:THERMAL|E334:ITEM|E335:APPLY_CONTACT	NONE	Arbeite nach dem vorgeschriebenen Maß; dann bearbeite ihn länger; dann halte ihn lange; dann lass ihn kurz einwirken;
B4-S009	B4	f83r	1	SETTLE_COLLECT	SETTLE_COLLECT	1	E336:SETTLE_COLLECT	NONE	Lass ihn kurz absetzen;
B4-S010	B4	f83r	1	CONTINUE	CONTINUE	1	E337:CONTINUE	NONE	Beende den Arbeitsschritt;
B4-S011	B4	f83r	7	MEASURE_STAGE>THERMAL>APPLY_CONTACT>TRANSFER>CONTINUE	MIXED	5	E338:MEASURE_STAGE|E339:THERMAL|E340:APPLY_CONTACT|E341:APPLY_CONTACT|E342:TRANSFER|E343:CONTINUE|E344:CONTINUE	NONE	Arbeite nach dem vorgeschriebenen Maß; dann wärme ihn kurz; dann setze den Gang lange fort; dann gib einen Anteil zu; dann führe den Posten über; dann öffne das nächste Feld; dann arbeite weiter; dann ziehe ihn weiter ab;
B4-S012	B4	f83r	1	TRANSFER	TRANSFER	1	E345:TRANSFER	NONE	Führe ihn ab;
B4-S013	B4	f83r	2	APPLY_CONTACT>SETTLE_COLLECT	MIXED	2	E346:APPLY_CONTACT|E347:SETTLE_COLLECT	NONE	Setze den verbleibenden Posten erneut ein; dann lass ihn kurz absetzen;
B4-S014	B4	f83r	4	MATERIAL>ITEM>PASS_FILTER>SPECIAL	MIXED	4	E348:MATERIAL|E349:ITEM|E350:PASS_FILTER|E351:SPECIAL	F03	Verwende den Ansatz; dann halte diesen Posten aktiv; dann führe ihn kurz hindurch; dann schließe den Lauf ab;
B4-S015	B4	f83r	6	APPLY_CONTACT>WASH_FILTER>MEASURE_STAGE>PASS_FILTER>SETTLE_COLLECT>TRANSFER	MIXED	6	E352:APPLY_CONTACT|E353:WASH_FILTER|E354:MEASURE_STAGE|E355:PASS_FILTER|E356:SETTLE_COLLECT|E357:TRANSFER	NONE	Gib einen Anteil zu; dann nimm den klaren Ablauf; dann nimm eine Portion; dann führe ihn durch die Zielpassage; dann öffne das nächste Feld; dann setze den sichtbaren Besitzer neu; dann sammle ihn kurz; dann führe ihn ab;
B4-S016	B4	f83r	4	MEASURE_STAGE>TARGET>SOURCE>SETTLE_COLLECT	MIXED	4	E358:MEASURE_STAGE|E359:TARGET|E360:SOURCE|E361:SETTLE_COLLECT	F08	Nimm einen weiteren Anteil; dann führe ihn dorthin; dann öffne das nächste Feld; dann gieße ihn von der Quellseite zu; dann lass ihn kurz absetzen;
B5-S001	B5	f83r	1	TRANSFER	TRANSFER	1	E362:TRANSFER	NONE	Führe ihn danach über;
B5-S002	B5	f83r	1	TRANSFER	TRANSFER	1	E363:TRANSFER	NONE	Setze einen neuen Posten ein;
B5-S003	B5	f83r	9	SETTLE_COLLECT>TARGET>CONTINUE>TRANSFER>MEASURE_STAGE>CONTINUE>MEASURE_STAGE>TRANSFER	MIXED	8	E364:SETTLE_COLLECT|E365:TARGET|E366:CONTINUE|E367:TRANSFER|E368:TRANSFER|E369:MEASURE_STAGE|E370:CONTINUE|E371:MEASURE_STAGE|E372:TRANSFER	F09	Lass ihn am Ziel absetzen; dann öffne das nächste Feld; dann führe ihn dorthin; dann arbeite weiter; dann ziehe ihn weiter ab; dann führe ihn zum Ziel über; dann arbeite nach dem vorgeschriebenen Maß; dann öffne das nächste Feld; dann arbeite weiter; dann stelle die Endstufe ein; dann führe den Posten über …
B6-S001	B6	f83r	9	SETTLE_COLLECT>CONTINUE>TARGET>CONTINUE>MEASURE_STAGE>CONTINUE>ITEM>TARGET	MIXED	8	E373:SETTLE_COLLECT|E374:CONTINUE|E375:TARGET|E376:CONTINUE|E377:MEASURE_STAGE|E378:CONTINUE|E379:CONTINUE|E380:ITEM|E381:TARGET	NONE	Sammle ihn lange; dann bearbeite ihn kurz; dann nimm den Endposten; dann arbeite weiter; dann öffne das nächste Feld; dann arbeite nach dem vorgeschriebenen Maß; dann arbeite weiter; dann lege die Einlage ein; dann halte diesen Posten aktiv; dann führe bis zum Endziel …
