instruction_id	source_instruction_de	master_card_id	master_form	registered_surface_count	registered_surfaces	construction_class	component_parse	writing_rule
I164	zum Folgegang wechseln	MC163	qotchol	1	qotchol	PRODUCTIVE_COMPOSITION	Q_FRAME+OT_FOLLOW+OL_CONTINUE_NEW_TRACK	compose or retrieve master card, then apply hand/position renderer
I165	zum nächsten Posten wechseln	MC107	qotchy	1	qotchy	PRODUCTIVE_COMPOSITION	OT + Y	compose or retrieve master card, then apply hand/position renderer
I166	zur Folgeanwendung weiterführen	MC068	sotodan	1	sotodan	WHOLE_SIGN	LEXICAL_BLOCKER_AL_OL_FOLLOWUP_APPLICATION	compose or retrieve master card, then apply hand/position renderer
I167	ZURUECKNEHMEN__SCHLUSS	MC100	ody	1	ody	FRAME_PLUS_LOCAL_CORE	O + DY	compose or retrieve master card, then apply hand/position renderer
I168	Zusatz	MC012	dl	1	dl	WHOLE_SIGN	DL_BATH_ADDITIVE_WHOLE_CARD	compose or retrieve master card, then apply hand/position renderer
I169	zweite Portion	MC148	ykan	1	ykan	FRAME_PLUS_LOCAL_CORE	Y + K + AN	compose or retrieve master card, then apply hand/position renderer
I170	Zwischenziel	MC078	olsaly	1	olsaly	PRODUCTIVE_COMPOSITION	OLS_BELOW+AL_TO+Y_ITEM	compose or retrieve master card, then apply hand/position renderer
I171	überführen	MC074	chdy	2	chdy|chedy	FRAME_PLUS_LOCAL_CORE	CHD~CHED_TRANSFER+Y_ITEM	compose or retrieve master card, then apply hand/position renderer
I172	überführen; Schluss	MC025	dchedy	3	dchedy|schedy|tchedy	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+TERMINAL	compose or retrieve master card, then apply hand/position renderer
I173	übertragen; Schluss	MC061	sshkchdy	1	sshkchdy	WHOLE_SIGN	LEXICAL_BLOCKER_AR_AL_TRANSFER+CLOSE	compose or retrieve master card, then apply hand/position renderer
