world	frequency_degree_gain_bits	topology_only_gain_bits	full_incidence_gain_bits	max_three_gain_bits
365	-48267.769645391600	-33358.815118042643	-66692.304515769894	-33358.815118042643
366	-51833.116150631096	-36365.736241599458	-70565.658764583568	-36365.736241599458
367	-49667.477376233859	-34025.843016262203	-68838.586513495087	-34025.843016262203
368	-50659.173422790205	-34773.414420252215	-69923.031041491675	-34773.414420252215
369	-49477.607704813454	-33347.013758490662	-67896.317513761314	-33347.013758490662
370	-49013.269871887198	-35187.658882584539	-68860.314792052857	-35187.658882584539
371	-48418.252241140915	-31807.986205240806	-66969.305170718173	-31807.986205240806
372	-49213.982100383153	-37272.615037287549	-69524.773607977651	-37272.615037287549
373	-51915.895045622696	-35364.864904630798	-70933.338345385375	-35364.864904630798
374	-50982.834732122232	-34874.396114621493	-70272.443824034548	-34874.396114621493
375	-48057.593826038254	-34889.450244579435	-67818.844101497336	-34889.450244579435
376	-50868.554929554404	-35590.647293183727	-70259.295529294090	-35590.647293183727
377	-51009.035077578876	-33740.218359941246	-70368.068650101472	-33740.218359941246
378	-48807.748411860644	-32156.438304034815	-68412.921266002159	-32156.438304034815
379	-50050.358561033536	-33764.637658703810	-68424.965643567935	-33764.637658703810
380	-49443.944227825094	-35749.833079497745	-69224.250205601697	-35749.833079497745
381	-50849.807700990939	-34731.736993564948	-70537.017258427004	-34731.736993564948
382	-48305.061607320429	-35792.364710018330	-68310.514870779443	-35792.364710018330
383	-50502.848524284003	-35258.793611072600	-69135.010190099594	-35258.793611072600
384	-50035.318239526146	-35195.610863009075	-69441.369791650694	-35195.610863009075
385	-50765.265115210248	-32413.422890876227	-69154.398537270201	-32413.422890876227
386	-49881.662990151432	-32995.037448332019	-68716.751069963517	-32995.037448332019
387	-50381.838616704852	-34771.067985318055	-69981.612092021853	-34771.067985318055
388	-48463.365061061842	-32804.285558461030	-68291.526818222323	-32804.285558461030
389	-47470.452589664623	-33098.121711884938	-65922.458127928854	-33098.121711884938
390	-51398.224280051276	-34349.176612969328	-70920.507769525371	-34349.176612969328
391	-47873.922596377619	-35038.445442369390	-67237.433195276331	-35038.445442369390
392	-49800.346872070651	-33533.477805523900	-68899.699151168068	-33533.477805523900
393	-48387.660544437851	-33971.517049156908	-68042.796397745667	-33971.517049156908
394	-50767.868616055945	-36558.846754956990	-71875.222352003388	-36558.846754956990
395	-52329.452972991290	-34988.557139136821	-71798.162038027207	-34988.557139136821
396	-52629.438187293526	-37790.352498758562	-71747.612110748232	-37790.352498758562
397	-47953.786253175669	-33509.522893313580	-67373.051991215048	-33509.522893313580
398	-52580.601058366519	-36126.046832177482	-70987.255776890524	-36126.046832177482
399	-50186.225124368510	-35555.773957693717	-69731.746502350157	-35555.773957693717
400	-49216.119400661148	-32402.105831713317	-68637.408848165927	-32402.105831713317
401	-49619.535372590341	-33335.156620357251	-68693.675795074785	-33335.156620357251
402	-48163.292646443122	-34921.365232060896	-67425.596720448695	-34921.365232060896
403	-48788.220396557852	-33605.290717980650	-67103.394477868802	-33605.290717980650
404	-51566.631382865147	-36481.515552060540	-70569.182582530004	-36481.515552060540
405	-50497.784255871557	-36785.142854135396	-70388.400681961735	-36785.142854135396
406	-48270.447552086967	-33605.086578595299	-67689.547807720461	-33605.086578595299
407	-49561.951407992659	-35267.010874984779	-68299.695027423048	-35267.010874984779
408	-49944.956988593025	-35733.305403348437	-70103.764834221816	-35733.305403348437
409	-48531.975087254483	-33613.880030077584	-67843.617679801566	-33613.880030077584
410	-54862.202326486884	-38526.107876629474	-76221.531393624668	-38526.107876629474
411	-49599.688818710216	-33065.772730013850	-67957.692311772582	-33065.772730013850
412	-50146.483405189443	-34267.477273021199	-69184.934011468882	-34267.477273021199
413	-49388.742190628247	-34165.193590469862	-68093.195481057948	-34165.193590469862
414	-50310.950934662622	-35239.317864205674	-69226.281514272036	-35239.317864205674
415	-47263.759317997501	-32818.424071817659	-65610.097740931902	-32818.424071817659
416	-50957.599086926937	-33535.984690214384	-68953.942453774958	-33535.984690214384
417	-49596.737091211566	-35700.204294827781	-70735.577627756356	-35700.204294827781
418	-48916.161026395886	-35474.811632130950	-68441.817780943966	-35474.811632130950
419	-50812.463110228317	-36293.411793366475	-69713.419379801548	-36293.411793366475
420	-48355.649186321156	-34207.853268862898	-66990.883188815584	-34207.853268862898
421	-49411.030705026875	-34750.519234793050	-68383.452691717437	-34750.519234793050
422	-50698.042051988006	-35217.100624054794	-70315.826358747247	-35217.100624054794
423	-52536.601070541743	-34351.036654399300	-71266.711308945363	-34351.036654399300
424	-52922.006756708295	-36230.104949663764	-72361.307968887340	-36230.104949663764
425	-46056.509715484368	-33199.942877898837	-65376.024969442107	-33199.942877898837
426	-48536.940949471493	-36752.735555886451	-67976.545917417752	-36752.735555886451
427	-52452.501830015863	-34890.281290167150	-71147.782033328825	-34890.281290167150
428	-48196.664879893782	-36105.507438388006	-68153.469248988142	-36105.507438388006
429	-50762.394890343137	-34023.861449723678	-69842.523375766890	-34023.861449723678
430	-50218.188917440079	-34948.943864223045	-70104.017843360431	-34948.943864223045
431	-50176.397197197344	-31678.504727755946	-67480.206967297869	-31678.504727755946
432	-48522.684678813086	-32956.922666954393	-67917.319677895081	-32956.922666954393
433	-51164.533622700008	-34109.550464398380	-69114.791631447704	-34109.550464398380
434	-52096.724087323048	-37394.465446196133	-72270.745388653042	-37394.465446196133
435	-50310.881438752636	-34600.811236221183	-69783.734202465843	-34600.811236221183
436	-47858.377528484009	-31975.541663414129	-67096.769890164884	-31975.541663414129
437	-48707.618236026959	-34021.808114621577	-67948.451488212886	-34021.808114621577
438	-51917.911158701048	-36221.537280842203	-71501.257445846844	-36221.537280842203
439	-49520.343133880742	-35570.787394182276	-68483.377457077688	-35570.787394182276
440	-48816.736481964159	-35260.603656726395	-68191.408495814816	-35260.603656726395
441	-50886.311541869793	-35689.788489173370	-69219.079302349797	-35689.788489173370
442	-49045.394756987596	-31639.383151204900	-67191.337300887128	-31639.383151204900
443	-48732.994268790892	-35148.293198231542	-67690.958908618588	-35148.293198231542
444	-50576.969113418796	-33832.361797838836	-69656.159860870306	-33832.361797838836
445	-49975.254271596255	-33038.040576889747	-69130.990000405000	-33038.040576889747
446	-46251.768517313314	-34554.312795719685	-66459.661942152205	-34554.312795719685
447	-46986.943501481590	-34111.515384984828	-66392.808961686242	-34111.515384984828
448	-48561.673851265317	-33576.586288744853	-67806.263079278782	-33576.586288744853
449	-48589.706710728300	-36571.954505708956	-68392.107758851489	-36571.954505708956
450	-50262.235166098151	-33308.105333945939	-69510.258414421362	-33308.105333945939
451	-50857.430841871239	-38145.629777235103	-71396.974076281840	-38145.629777235103
452	-49794.757527636415	-34459.585226406329	-68345.506450872199	-34459.585226406329
453	-46835.957785731720	-32330.595779966236	-65477.978864891702	-32330.595779966236
454	-49384.423919551125	-34592.432756856659	-67774.857691518002	-34592.432756856659
455	-49392.454892693095	-34384.032857018188	-68387.871387961393	-34384.032857018188
456	-47364.316957649768	-32988.221410013080	-66383.304513910814	-32988.221410013080
457	-50434.233704365826	-33282.700061014897	-69294.770528241483	-33282.700061014897
458	-50724.964553182574	-33864.491211976732	-70098.890784735922	-33864.491211976732
459	-47830.153049235319	-33481.238113220359	-67528.778515477883	-33481.238113220359
460	-52153.649461422174	-38120.247681614557	-71946.418861653685	-38120.247681614557
461	-48947.846077737187	-35256.666324992606	-69162.199263180853	-35256.666324992606
462	-49564.916833295145	-33368.247920375339	-67995.115727636556	-33368.247920375339
463	-48092.460994203160	-32413.856921695118	-66377.842855143026	-32413.856921695118
464	-50107.970935043675	-32213.665244859225	-68900.572480536532	-32213.665244859225
465	-49207.489132799652	-33616.070293181328	-67171.555478346272	-33616.070293181328
466	-50557.041624014622	-34296.889252733061	-71455.620377811792	-34296.889252733061
467	-49227.013935843446	-34044.176311353520	-68799.970872309859	-34044.176311353520
468	-51610.487014405859	-34225.303212000217	-69961.313864870390	-34225.303212000217
469	-51032.157929576992	-33065.675208272885	-69671.985290404875	-33065.675208272885
470	-51493.204231271520	-34030.759430902122	-69591.494006501889	-34030.759430902122
471	-48165.045936832226	-35255.996921714039	-67771.408126901937	-35255.996921714039
472	-48109.388985224614	-32198.274697291788	-67520.811638840241	-32198.274697291788
473	-50417.756519606060	-32215.329512046621	-68998.103973498321	-32215.329512046621
474	-51390.408723653207	-33313.381857352208	-69798.080682343672	-33313.381857352208
475	-52639.873395978306	-37229.194752047566	-73274.611494919620	-37229.194752047566
476	-46662.385671856377	-31984.780539322532	-65792.349354084130	-31984.780539322532
477	-48063.213311917134	-33222.178756980167	-68035.661499667112	-33222.178756980167
478	-52080.599494366055	-35898.805929962960	-71921.101628696488	-35898.805929962960
479	-50368.416768882496	-33287.823213824006	-69138.632257981692	-33287.823213824006
480	-52806.246130476531	-34966.038561645939	-71767.420499299536	-34966.038561645939
481	-51830.883362571833	-37058.444826950545	-72140.494979579293	-37058.444826950545
482	-48691.707740592596	-33605.108241343514	-67502.012335193402	-33605.108241343514
483	-53158.701566174655	-36210.341886792994	-72412.801298233346	-36210.341886792994
484	-48240.123103474187	-34573.053104173712	-68154.325237351237	-34573.053104173712
485	-52619.301795344349	-35835.008228473125	-71820.414716131359	-35835.008228473125
486	-49774.677379208260	-34809.803634930235	-69318.660176674515	-34809.803634930235
487	-49787.220047600487	-33919.976194336174	-69150.255210793985	-33919.976194336174
488	-50820.578343082874	-34839.809168036925	-69824.408164902998	-34839.809168036925
489	-47308.125786174882	-31646.859689552337	-65867.920113484914	-31646.859689552337
490	-51199.157409072635	-33559.536799082620	-70459.243399887418	-33559.536799082620
491	-51065.198871187386	-34518.465150988464	-69963.038139908036	-34518.465150988464
492	-48997.338844141894	-32518.757384139790	-68075.350888396948	-32518.757384139790
493	-50118.954149513331	-34412.548261198855	-69525.134624959028	-34412.548261198855
494	-49730.068728350816	-36003.132153293591	-69464.979585599940	-36003.132153293591
495	-49958.041949090846	-34033.543536230849	-69438.318633413699	-34033.543536230849
496	-47396.134476444502	-33642.109120590030	-65445.957387890026	-33642.109120590030
497	-49831.482990731078	-34601.294189494292	-69358.648217960683	-34601.294189494292
498	-49134.375022187065	-33167.827687727760	-67835.941467374141	-33167.827687727760
499	-49105.878296577110	-35266.963449224706	-68364.743326326789	-35266.963449224706
500	-49654.900588523473	-32856.750411850058	-68740.401963371172	-32856.750411850058
501	-51948.215172465534	-35214.301948994951	-70799.396448571191	-35214.301948994951
502	-50302.106457855087	-33480.157704309851	-68370.831793051577	-33480.157704309851
503	-50935.284653723560	-33256.391581137214	-69324.554560440010	-33256.391581137214
504	-48393.022548941561	-34377.980444270528	-68197.007177111009	-34377.980444270528
505	-53887.549615505028	-32960.151822414002	-72044.681037128015	-32960.151822414002
506	-50947.051584401845	-34157.095857898217	-69651.626566200866	-34157.095857898217
507	-53124.116598863446	-37048.398541979084	-73184.609685974050	-37048.398541979084
508	-49601.183689427839	-32910.948721006513	-67197.232057081725	-32910.948721006513
509	-53172.558302036705	-36828.020011434892	-73468.586471463030	-36828.020011434892
510	-50541.887204771803	-34293.049004574765	-69411.398251467937	-34293.049004574765
511	-51131.053178083785	-31903.600012032824	-69719.370873168387	-31903.600012032824
512	-51604.011028832654	-37108.011022948347	-71314.248150492436	-37108.011022948347
513	-52373.307958396792	-35782.123436772519	-70992.427768075286	-35782.123436772519
514	-49012.699139849297	-33634.800852965098	-69033.163722281693	-33634.800852965098
515	-48981.239447836604	-35671.740968667502	-68340.208006177621	-35671.740968667502
516	-48937.077602617050	-31995.985299927157	-66815.290473383662	-31995.985299927157
517	-48713.924311557210	-35602.401663004901	-69597.176651420858	-35602.401663004901
518	-50146.370482195773	-34090.583989098835	-68867.868931149744	-34090.583989098835
519	-50154.085321430553	-32716.485312309189	-68153.093393421543	-32716.485312309189
520	-50766.466037212776	-33274.862958906873	-70348.787088747034	-33274.862958906873
521	-48370.417206477134	-35170.589163657780	-67607.018909302235	-35170.589163657780
522	-49302.340281419631	-34930.457971929252	-68961.040255990607	-34930.457971929252
523	-52129.043125372969	-34554.428465340177	-70813.264025549230	-34554.428465340177
524	-52449.065123310895	-36308.096680599694	-71926.135626028859	-36308.096680599694
525	-49379.034581258711	-32750.641767870868	-68372.187049795015	-32750.641767870868
526	-50400.813352758472	-34825.141273657937	-69535.810901761826	-34825.141273657937
527	-46918.398921976404	-34488.743011264763	-66800.754590016993	-34488.743011264763
528	-48999.371836074999	-32035.680812819748	-66946.649067872466	-32035.680812819748
529	-50297.750979173383	-35776.968550871738	-71413.229733144690	-35776.968550871738
530	-48778.110897684601	-33823.623871856966	-68869.426597945829	-33823.623871856966
531	-51447.728409660056	-35754.774359259412	-71142.169772038978	-35754.774359259412
532	-50679.591788735612	-34469.942745130851	-69841.633754985742	-34469.942745130851
533	-50585.176372959293	-33742.361153150297	-70225.589008326468	-33742.361153150297
534	-50896.187826432935	-35240.833673781548	-71073.347099445746	-35240.833673781548
535	-47670.591588893309	-33408.883643388101	-66778.254901438457	-33408.883643388101
536	-49882.220117488534	-34135.294972663702	-69105.668153734368	-34135.294972663702
537	-50462.940898252149	-34507.037884508994	-69539.001178998340	-34507.037884508994
538	-51098.890317515354	-33943.937812231794	-69218.495399576132	-33943.937812231794
539	-49617.131449937959	-33755.554675470987	-68818.739238631912	-33755.554675470987
540	-51845.900230667328	-32970.072820318564	-70828.837245567978	-32970.072820318564
541	-51198.261995842768	-34981.693850713680	-70666.898952964897	-34981.693850713680
542	-50383.204702007715	-32875.494477176733	-69086.544253249056	-32875.494477176733
543	-50146.179308528983	-36551.726712399330	-69484.384110015570	-36551.726712399330
544	-48833.022851239708	-36055.233282244262	-68229.524161884925	-36055.233282244262
545	-51512.514585618890	-37540.776466338197	-70778.774184398775	-37540.776466338197
546	-47560.554602184835	-34266.027527250582	-66471.032994223264	-34266.027527250582
547	-51450.734972551363	-37146.370767967506	-71322.349691535856	-37146.370767967506
548	-49341.114097734477	-34742.957379260733	-68481.862568348486	-34742.957379260733
549	-50396.336974056423	-35093.081942976147	-69440.282063300052	-35093.081942976147
550	-48946.127634315570	-34577.900195922746	-68512.477019945785	-34577.900195922746
551	-50622.614508393228	-35272.970346637136	-69715.553818079425	-35272.970346637136
552	-51063.386945172744	-32352.861218624843	-68257.132226645204	-32352.861218624843
553	-51329.266641897600	-33758.175297747337	-69595.344097347377	-33758.175297747337
554	-50295.805022412220	-36810.855126331044	-69874.918930804968	-36810.855126331044
555	-50377.626080270478	-33935.266401796718	-69246.854460948496	-33935.266401796718
556	-52445.131079015970	-35363.611923969227	-71921.527410620940	-35363.611923969227
557	-50168.986799371152	-32253.008562499643	-68697.129812623534	-32253.008562499643
558	-51008.075874116737	-34899.640088359723	-69098.812583469320	-34899.640088359723
559	-49297.485400898819	-33590.967285879742	-68321.569015738947	-33590.967285879742
560	-47327.546380057101	-34262.136399010989	-66203.251267748608	-34262.136399010989
561	-49493.955560326714	-34245.183539739795	-68802.504901232285	-34245.183539739795
562	-51189.963827577893	-36123.510498869669	-71348.393932842242	-36123.510498869669
563	-46214.405569576484	-34689.680695031464	-66505.359730405922	-34689.680695031464
564	-51086.528674422807	-35730.102239582149	-71173.196721612345	-35730.102239582149
565	-50311.913281321453	-33054.808640173615	-69371.999603204065	-33054.808640173615
566	-49978.531332957507	-33473.184990060610	-68980.547261328480	-33473.184990060610
567	-52131.024695051718	-35458.087124566475	-72846.887039964320	-35458.087124566475
568	-48668.098179481589	-33109.317963130205	-67644.603612125211	-33109.317963130205
569	-48849.126810794973	-36027.735901094296	-68192.171841997653	-36027.735901094296
570	-49102.655497220425	-34662.344332949164	-68097.447440577351	-34662.344332949164
571	-49851.183764827736	-32715.238793338984	-68145.716177660011	-32715.238793338984
572	-48642.055459764422	-37966.269553066239	-69061.379385517022	-37966.269553066239
573	-49232.564349397413	-33982.289251294555	-68755.164513782758	-33982.289251294555
574	-53886.357235273579	-35467.029128525333	-72213.713853554553	-35467.029128525333
575	-48090.899636109032	-32671.276549119484	-66914.091753631496	-32671.276549119484
576	-49424.150337388091	-34235.459171495459	-68757.598645870225	-34235.459171495459
577	-47186.825507653477	-35427.200859937671	-67325.632025369734	-35427.200859937671
578	-47836.455423197389	-33425.233921427556	-67172.200221725812	-33425.233921427556
579	-48150.901456081083	-33043.411575493570	-66267.837156180452	-33043.411575493570
580	-51090.172709987288	-33698.135301248716	-68985.704282933511	-33698.135301248716
581	-51337.587799584617	-32534.050677498744	-70174.896078239995	-32534.050677498744
582	-49885.022955536377	-36351.901592834998	-69592.749299770090	-36351.901592834998
583	-49757.634096338261	-33402.567085001428	-67909.148780048243	-33402.567085001428
584	-50722.889031339364	-35213.764256819675	-69682.675398691121	-35213.764256819675
585	-49618.500451289074	-36123.636021076272	-69206.325572678819	-36123.636021076272
586	-52424.546507290834	-36032.713772753406	-73886.532154553555	-36032.713772753406
587	-50723.714745706588	-37386.160164552944	-71256.349938615589	-37386.160164552944
588	-51106.905437149078	-35619.284064103325	-70776.017575331687	-35619.284064103325
589	-50452.401936862931	-35247.113587388216	-70720.625446269856	-35247.113587388216
590	-52010.501986823801	-37766.679943535135	-71481.145582155528	-37766.679943535135
591	-50471.531424481320	-35577.245186463413	-70116.624830934365	-35577.245186463413
592	-50364.886508426505	-34247.803861652130	-68556.630239799808	-34247.803861652130
593	-50200.060413871812	-34971.240814639947	-69470.814407966827	-34971.240814639947
594	-48949.439804546462	-34426.946944792311	-69383.746772764265	-34426.946944792311
595	-53603.202083130425	-38503.336607933255	-75153.374528732689	-38503.336607933255
596	-49004.439029971894	-31539.999894257609	-67190.330685010704	-31539.999894257609
597	-50401.419187079984	-35230.485780562492	-70499.826881668690	-35230.485780562492
598	-49485.536828528609	-33998.404677441125	-67759.607166719448	-33998.404677441125
599	-48663.620661577639	-35877.551840166110	-68475.682337808321	-35877.551840166110
600	-47691.975023360043	-32121.737514115273	-66188.115685423429	-32121.737514115273
601	-48862.072048367234	-34385.041050887601	-68773.534856641374	-34385.041050887601
602	-50013.961887602440	-33872.917759162970	-69497.982308791703	-33872.917759162970
603	-49909.858036082231	-31208.729072672853	-68380.911999571312	-31208.729072672853
604	-50135.293676319307	-34690.806813242059	-69477.014768865440	-34690.806813242059
605	-49459.695883828528	-34228.243994578974	-69403.157567772039	-34228.243994578974
606	-48035.974320993431	-33617.717920489427	-66478.378347133112	-33617.717920489427
607	-51919.166562550621	-35990.498854498866	-71715.445287691851	-35990.498854498866
608	-50122.369011746749	-36747.940681449181	-68977.101841296797	-36747.940681449181
609	-50901.470233776818	-34232.887840812451	-69855.971095823770	-34232.887840812451
610	-50331.625784553878	-34534.144961512880	-68264.573351808081	-34534.144961512880
611	-51446.277683476612	-35186.438397620019	-70458.668895347102	-35186.438397620019
612	-51971.476014027969	-36019.539131132231	-70210.082267432284	-36019.539131132231
613	-49986.085153467211	-33760.943030378992	-69640.815682793662	-33760.943030378992
614	-49247.703449784814	-35054.732018417315	-68639.867416567999	-35054.732018417315
615	-47843.299845334310	-31261.191126692906	-67531.686168729633	-31261.191126692906
616	-50241.500539507309	-34127.968823818119	-69684.247195236094	-34127.968823818119
617	-50067.153479573884	-35964.313143350708	-69014.726454355477	-35964.313143350708
618	-48259.192102186600	-33144.181287507985	-65641.788433830341	-33144.181287507985
619	-49086.142534044462	-33286.918569713598	-68780.184768103747	-33286.918569713598
620	-50102.487401415106	-32839.257971135987	-67882.884224542970	-32839.257971135987
621	-48197.433320703210	-33310.107334305350	-67404.578049232994	-33310.107334305350
622	-48569.633480873716	-34366.288336961275	-68162.097454141462	-34366.288336961275
623	-50817.644967079490	-35633.010104672889	-69855.491507350496	-35633.010104672889
624	-51536.046469552930	-33632.712845480484	-70590.879300878063	-33632.712845480484
625	-50332.423103898560	-35633.062654078640	-69736.558716607600	-35633.062654078640
626	-48815.818923610648	-33869.208817386258	-67433.735450333654	-33869.208817386258
627	-50749.176618936013	-34178.900322025824	-69899.848920704098	-34178.900322025824
628	-48110.898082505315	-35202.314117550639	-67340.404839107272	-35202.314117550639
629	-48986.011197598367	-32395.089153948207	-66182.647716859268	-32395.089153948207
630	-48318.974845287143	-34025.530757018292	-68423.415584581162	-34025.530757018292
631	-46913.756143715640	-33557.186463684819	-66694.497511840207	-33557.186463684819
632	-48179.344697982975	-31937.909160953088	-66164.261582178107	-31937.909160953088
633	-52157.708132546410	-35716.705624661037	-70766.953550993334	-35716.705624661037
634	-48374.288234807696	-35608.271440523473	-67698.605285612008	-35608.271440523473
635	-49428.289828238871	-36133.679982683978	-69408.860238668654	-36133.679982683978
636	-50374.764307510653	-35598.970385974812	-69153.170197842686	-35598.970385974812
637	-51873.420387261765	-38817.267712699504	-72818.409007039299	-38817.267712699504
638	-49770.721669320468	-32765.963322111529	-68781.087061278304	-32765.963322111529
639	-49220.166676672394	-34382.983672319679	-68410.294024437360	-34382.983672319679
640	-47143.030568258248	-32006.759097678172	-65341.732607368933	-32006.759097678172
641	-47624.384458582950	-32306.024683439191	-65605.085814771912	-32306.024683439191
642	-50033.259542955326	-35225.121148372957	-69977.438177540855	-35225.121148372957
643	-49162.803045691122	-36036.566986151061	-68535.516230476918	-36036.566986151061
644	-49437.814498087646	-32147.247019221337	-68995.672760641261	-32147.247019221337
645	-49488.564097416529	-36327.783827080042	-69642.664508193877	-36327.783827080042
646	-48098.558902870893	-36095.569666437659	-67345.566150740313	-36095.569666437659
647	-50030.761518256011	-32145.727447402354	-69099.426519296336	-32145.727447402354
648	-51611.102935090101	-34362.211797933407	-71531.665013433856	-34362.211797933407
649	-47754.669945114088	-34640.112715184048	-66848.253649386985	-34640.112715184048
650	-48270.387937547253	-33950.897193787256	-67668.487526435754	-33950.897193787256
651	-48612.832273513159	-33498.400461334422	-68209.925578391674	-33498.400461334422
652	-48832.638866027715	-33138.387444547770	-67404.721231638701	-33138.387444547770
653	-51019.124065518496	-35626.928487365243	-69292.893177226098	-35626.928487365243
654	-51294.681614343222	-33739.267335947239	-70549.086754659380	-33739.267335947239
655	-46369.686935056481	-32473.892287020160	-64604.052331572115	-32473.892287020160
656	-50742.789933472253	-32669.640191071958	-68518.625347230598	-32669.640191071958
657	-49385.747547435480	-34871.397391666775	-68012.712131961875	-34871.397391666775
658	-50696.105544214166	-31594.293369710686	-69409.514874976652	-31594.293369710686
659	-48157.557491982865	-32328.204942602169	-66842.136538411214	-32328.204942602169
660	-49443.833987399601	-34955.527565865326	-68840.169440455866	-34955.527565865326
661	-50085.265334916519	-33014.451713236704	-67848.703442702303	-33014.451713236704
662	-49696.280210035162	-33905.025587056662	-68238.452648047969	-33905.025587056662
663	-51267.282371866277	-33986.190417035701	-70635.106491170518	-33986.190417035701
664	-51079.363062778779	-35749.326846764743	-69760.886742806091	-35749.326846764743
665	-50394.630087381578	-33844.618352008067	-69403.385054595041	-33844.618352008067
666	-51294.864811604231	-35477.506846941549	-70982.549582982785	-35477.506846941549
667	-50176.941332696035	-33263.932458693052	-68324.668199917884	-33263.932458693052
668	-50388.133093737939	-36393.939837845392	-70041.406022000141	-36393.939837845392
669	-48631.740975372275	-34002.777186852822	-68017.400475041039	-34002.777186852822
670	-52156.924533866855	-34849.060927517021	-71546.348952654051	-34849.060927517021
671	-52058.984862244681	-35962.228800492274	-71354.861508616130	-35962.228800492274
672	-49828.107165275251	-35212.070545641422	-68752.913263015857	-35212.070545641422
673	-48277.685664069977	-34410.257174216305	-67633.905771748352	-34410.257174216305
674	-48976.983807649660	-33658.224521218392	-67655.895199095408	-33658.224521218392
675	-49230.616474104347	-35428.373977490046	-69483.233273344216	-35428.373977490046
676	-50183.987067385235	-32076.838008572839	-67676.571666097210	-32076.838008572839
677	-50769.968283789691	-34647.526129803533	-70603.432542249677	-34647.526129803533
678	-52482.314519502026	-34643.101680064217	-72490.213306993872	-34643.101680064217
679	-48655.914120930065	-32993.175838016061	-67171.046258494753	-32993.175838016061
680	-52236.070188143785	-35230.253884528938	-72321.026509254603	-35230.253884528938
681	-49126.044649384654	-35321.172668817038	-68548.249455641664	-35321.172668817038
682	-53268.550970950673	-35752.170261808613	-72429.179102327675	-35752.170261808613
683	-52612.628977085231	-35693.390627098081	-71466.826205527774	-35693.390627098081
684	-50823.297969490581	-34358.289947629011	-70149.401658290168	-34358.289947629011
685	-51004.442150093862	-33762.157096344272	-70300.527692741263	-33762.157096344272
686	-48753.772601261335	-35374.649382995311	-68159.179442474036	-35374.649382995311
687	-48277.272585506325	-33561.764131745302	-67381.665763720914	-33561.764131745302
688	-50244.155255810765	-35271.672564035434	-69091.667571456230	-35271.672564035434
689	-47395.698054256616	-33960.723589406429	-67288.165016181403	-33960.723589406429
690	-51195.907721404074	-39420.547968080915	-71847.266595188339	-39420.547968080915
691	-51058.145338141134	-35115.963896652691	-70057.178083119186	-35115.963896652691
692	-51467.491511615102	-34541.407205218828	-69551.611202264394	-34541.407205218828
693	-51222.865526657100	-34105.685684626384	-71038.606026129128	-34105.685684626384
694	-50883.051611564370	-34987.378625551501	-70464.740200421787	-34987.378625551501
695	-49353.130230151473	-35825.972622458910	-68456.217001987781	-35825.972622458910
696	-51674.293022605714	-33387.920711205443	-70940.289740252760	-33387.920711205443
697	-52013.702397679786	-35849.197940383616	-71454.020341901749	-35849.197940383616
698	-50553.420698336471	-32672.964163657547	-68815.088789833710	-32672.964163657547
699	-50885.082010116617	-37390.998937943332	-71886.959033799343	-37390.998937943332
700	-52730.914408179546	-37934.851713508186	-73455.805255555140	-37934.851713508186
701	-50461.827380605566	-38175.270876390219	-71180.578945867615	-38175.270876390219
702	-48128.279295170767	-32348.759919434255	-67234.436734937553	-32348.759919434255
703	-50265.288614716454	-35615.070525786010	-69762.882174911865	-35615.070525786010
704	-48686.711493880990	-34323.792692286734	-68263.930040947700	-34323.792692286734
705	-49572.178160833566	-32875.204032012094	-68698.268609366758	-32875.204032012094
706	-46368.362169744876	-33101.298071100668	-64987.551009494418	-33101.298071100668
707	-48760.248996668837	-33669.880563481071	-68115.034921452723	-33669.880563481071
708	-52358.249555316681	-36109.825551271606	-71737.870160168037	-36109.825551271606
709	-53892.090202993299	-37643.769855086874	-73722.055527655553	-37643.769855086874
710	-47653.815949549920	-35349.103958780383	-67634.983997516276	-35349.103958780383
711	-50378.094104841985	-33684.069246104998	-70050.753623264798	-33684.069246104998
712	-50159.537833385402	-37019.220303195827	-69921.241216938113	-37019.220303195827
713	-49856.841922882559	-33500.440034658452	-69040.591625578585	-33500.440034658452
714	-53829.807814786625	-40296.463079211266	-74810.452339998927	-40296.463079211266
715	-50286.566394524525	-33406.009624698920	-69641.880719133012	-33406.009624698920
716	-47901.256080716499	-31963.893173018561	-66576.199435281131	-31963.893173018561
717	-51014.472445399711	-36830.124126032482	-69677.548751321621	-36830.124126032482
718	-47816.348636320312	-37360.778181379261	-68335.046427970272	-37360.778181379261
719	-51991.902178410790	-34345.335074398252	-70992.301980480464	-34345.335074398252
720	-48494.995068131924	-32560.236790211369	-67528.438238272312	-32560.236790211369
721	-50309.551143362143	-33133.663333122036	-69555.824429404587	-33133.663333122036
722	-52139.114862750728	-37677.901792991535	-72835.430513500643	-37677.901792991535
723	-52156.219107261386	-34395.651266267647	-70682.670915378418	-34395.651266267647
724	-48558.862848122415	-34153.263675497132	-67393.771861490532	-34153.263675497132
725	-49615.001653478867	-35894.750441746670	-70963.187939940704	-35894.750441746670
726	-50020.024799337749	-35444.306635978253	-69231.549623938976	-35444.306635978253
727	-48269.300991642922	-32003.279423797336	-66588.818212049562	-32003.279423797336
728	-51118.404374629783	-35555.762673440440	-70577.892549634402	-35555.762673440440
729	-50648.621118427240	-34518.215682771144	-70054.319521775047	-34518.215682771144
730	-48276.680818782188	-33744.359498991522	-68255.404595689368	-33744.359498991522
731	-51816.830721691418	-34421.068058642988	-71242.550013498461	-34421.068058642988
