occurrence_id	surface	page	locus	section	language	hand	paragraph_line_index	paragraph_start	paragraph_end	line_token_count	written_line_eva	written_body_eva	independent_body_axes	content_present	amount_or_level_present	process_present	quality_or_stage_present	recipe_content_amount_process_triad	reader_exact_body_tokens	independent_axis_body_tokens	suspect_axis_tokens_excluded	primary_role_id	working_candidate_de	alternate_1_de	alternate_2_de	formula_only_render_de	exact_whole_only	body_translation_claimed	confirmed_lexeme
G757-O070	tshol	f11r	f11r.1	H	A	1	1	1	0	8	tshol schoal cfhy shfydaiin cphy shey tchody shoyty	schoal cfhy shfydaiin cphy shey tchody shoyty	NONE	0	0	0	0	0	6	0	0	INDICATION_OPENING	für / gegen	Heilmittel / Eintrag	nimm	für / gegen: [schoal cfhy shfydaiin cphy shey tchody shoyty]	1	0	0
G757-O071	tshol	f20v	f20v.5	H	A	1	1	1	0	9	tshol folchol otor shol shor fshodchy otchy chcphy dy	folchol otor shol shor fshodchy otchy chcphy dy	COLD|AMOUNT|MATERIAL|PREPARATION	1	1	0	1	0	7	1	0	INDICATION_OPENING	für / gegen	Heilmittel / Eintrag	nimm	für / gegen: [folchol otor shol shor fshodchy otchy chcphy dy]	1	0	0
G757-O072	tshol	f23r	f23r.6	H	A	1	1	1	0	12	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	HOT|DRY|AMOUNT|PART|CLOSE|MIDDLE_STAGE|END_STAGE|LEVEL_III	0	1	1	1	0	8	3	0	INDICATION_OPENING	für / gegen	Heilmittel / Eintrag	nimm	für / gegen: [y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals]	1	0	0
G757-O073	tshol	f23v	f23v.6	H	A	1	1	1	0	7	tshol shor shkshy okol daiin otshor olsar	shor shkshy okol daiin otshor olsar	NONE	0	0	0	0	0	6	0	0	INDICATION_OPENING	für / gegen	Heilmittel / Eintrag	nimm	für / gegen: [shor shkshy okol daiin otshor olsar]	1	0	0
G757-O074	tshol	f50r	f50r.3	H	B	2	3	0	0	10	tshol kar sheedy okeody qokedy chody kchdy pchdy chkaiin odam	kar sheedy okeody qokedy chody kchdy pchdy chkaiin odam	HOT|AMOUNT|PART|MATERIAL|PREPARATION|PROCESS	1	1	1	1	1	5	2	0	INDICATION_OPENING	für / gegen	Heilmittel / Eintrag	nimm	für / gegen: [kar sheedy okeody qokedy chody kchdy pchdy chkaiin odam]	1	0	0
G757-O075	ycheor	f3r	f3r.2	H	A	1	2	0	0	5	ycheor chor dam qotcham cham	chor dam qotcham cham	DRY|AMOUNT|MATERIAL	1	1	0	1	0	4	1	0	CLOSURE_FORMULA	zum Schluss	ferner	danach	zum Schluss: [chor dam qotcham cham]	1	0	0
G757-O076	ycheor	f3r	f3r.20	H	A	1	3	0	1	9	ycheor chol odaiin chol s aiin okol or am	chol odaiin chol s aiin okol or am	PREPARATION|LEVEL_III	1	1	0	0	0	6	1	0	CLOSURE_FORMULA	zum Schluss	ferner	danach	zum Schluss: [chol odaiin chol s aiin okol or am]	1	0	0
G757-O077	ycheor	f6v	f6v.21	H	A	1	16	0	1	3	ycheor chor octham	chor octham	NONE	0	0	0	0	0	2	0	0	CLOSURE_FORMULA	zum Schluss	ferner	danach	zum Schluss: [chor octham]	1	0	0
G757-O078	ycheor	f10r	f10r.6	H	A	1	1	1	0	9	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	cthy chor cthaiin qoctholy dy chy taiin shy	MATERIAL	1	0	0	0	0	8	1	0	CLOSURE_FORMULA	zum Schluss	ferner	danach	zum Schluss: [cthy chor cthaiin qoctholy dy chy taiin shy]	1	0	0
G757-O079	ycheor	f11v	f11v.7	H	A	1	7	0	1	6	ycheor ksho dor cthey s chold	ksho dor cthey s chold	HOT|AMOUNT|MATERIAL|PROCESS	1	1	1	1	1	3	3	0	CLOSURE_FORMULA	zum Schluss	ferner	danach	zum Schluss: [ksho dor cthey s chold]	1	0	0
