case	step	position_a	position_b	locus_a	locus_b	raw_a	raw_b	required	before	after
IT2a_TOP_DOWN	104	13	15	f66r.13	f66r.15	qokal	raral	DIFFERENT	16	16
IT2a_TOP_DOWN	105	14	15	f66r.14	f66r.15	qolsa	raral	DIFFERENT	16	16
IT2a_BOTTOM_UP	1	1	2	f66r.15	f66r.14	raral	qolsa	DIFFERENT	65536	61440
IT2a_BOTTOM_UP	2	1	3	f66r.15	f66r.13	raral	qokal	DIFFERENT	61440	57600
IT2a_BOTTOM_UP	3	2	3	f66r.14	f66r.13	qolsa	qokal	DIFFERENT	57600	53760
IT2a_BOTTOM_UP	4	1	4	f66r.15	f66r.12	raral	raiin	DIFFERENT	53760	50400
IT2a_BOTTOM_UP	5	2	4	f66r.14	f66r.12	qolsa	raiin	DIFFERENT	50400	47040
IT2a_BOTTOM_UP	6	3	4	f66r.13	f66r.12	qokal	raiin	DIFFERENT	47040	43680
IT2a_BOTTOM_UP	7	1	5	f66r.15	f66r.11	raral	daoly	DIFFERENT	43680	38220
IT2a_BOTTOM_UP	8	2	5	f66r.14	f66r.11	qolsa	daoly	DIFFERENT	38220	35672
IT2a_BOTTOM_UP	9	3	5	f66r.13	f66r.11	qokal	daoly	DIFFERENT	35672	33124
IT2a_BOTTOM_UP	10	4	5	f66r.12	f66r.11	raiin	daoly	DIFFERENT	33124	30576
IT2a_BOTTOM_UP	11	1	6	f66r.15	f66r.10	raral	ykaly	DIFFERENT	30576	28784
IT2a_BOTTOM_UP	12	2	6	f66r.14	f66r.10	qolsa	ykaly	DIFFERENT	28784	25432
IT2a_BOTTOM_UP	13	3	6	f66r.13	f66r.10	qokal	ykaly	DIFFERENT	25432	23504
IT2a_BOTTOM_UP	14	4	6	f66r.12	f66r.10	raiin	ykaly	DIFFERENT	23504	21576
IT2a_BOTTOM_UP	15	5	6	f66r.11	f66r.10	daoly	ykaly	DIFFERENT	21576	20376
IT2a_BOTTOM_UP	16	1	7	f66r.15	f66r.9	raral	qotesy	DIFFERENT	20376	19090
IT2a_BOTTOM_UP	17	2	7	f66r.14	f66r.9	qolsa	qotesy	DIFFERENT	19090	17804
IT2a_BOTTOM_UP	18	3	7	f66r.13	f66r.9	qokal	qotesy	DIFFERENT	17804	15664
IT2a_BOTTOM_UP	19	4	7	f66r.12	f66r.9	raiin	qotesy	DIFFERENT	15664	14280
IT2a_BOTTOM_UP	20	5	7	f66r.11	f66r.9	daoly	qotesy	DIFFERENT	14280	13404
IT2a_BOTTOM_UP	21	6	7	f66r.10	f66r.9	ykaly	qotesy	DIFFERENT	13404	12528
IT2a_BOTTOM_UP	22	1	8	f66r.15	f66r.8	raral	fary	DIFFERENT	12528	11656
IT2a_BOTTOM_UP	23	2	8	f66r.14	f66r.8	qolsa	fary	DIFFERENT	11656	10784
IT2a_BOTTOM_UP	24	3	8	f66r.13	f66r.8	qokal	fary	DIFFERENT	10784	9912
IT2a_BOTTOM_UP	25	4	8	f66r.12	f66r.8	raiin	fary	DIFFERENT	9912	8712
IT2a_BOTTOM_UP	26	5	8	f66r.11	f66r.8	daoly	fary	DIFFERENT	8712	8088
IT2a_BOTTOM_UP	27	6	8	f66r.10	f66r.8	ykaly	fary	DIFFERENT	8088	7464
IT2a_BOTTOM_UP	28	7	8	f66r.9	f66r.8	qotesy	fary	DIFFERENT	7464	6840
IT2a_BOTTOM_UP	29	1	9	f66r.15	f66r.7	raral	salf	DIFFERENT	6840	6564
IT2a_BOTTOM_UP	30	2	9	f66r.14	f66r.7	qolsa	salf	DIFFERENT	6564	6288
IT2a_BOTTOM_UP	31	3	9	f66r.13	f66r.7	qokal	salf	DIFFERENT	6288	5910
IT2a_BOTTOM_UP	32	4	9	f66r.12	f66r.7	raiin	salf	DIFFERENT	5910	5532
IT2a_BOTTOM_UP	33	5	9	f66r.11	f66r.7	daoly	salf	DIFFERENT	5532	5124
IT2a_BOTTOM_UP	34	6	9	f66r.10	f66r.7	ykaly	salf	DIFFERENT	5124	4716
IT2a_BOTTOM_UP	35	7	9	f66r.9	f66r.7	qotesy	salf	DIFFERENT	4716	4194
IT2a_BOTTOM_UP	36	8	9	f66r.8	f66r.7	fary	salf	DIFFERENT	4194	3672
IT2a_BOTTOM_UP	37	1	10	f66r.15	f66r.6	raral	syly	DIFFERENT	3672	3406
IT2a_BOTTOM_UP	38	2	10	f66r.14	f66r.6	qolsa	syly	DIFFERENT	3406	3140
IT2a_BOTTOM_UP	39	3	10	f66r.13	f66r.6	qokal	syly	DIFFERENT	3140	2974
IT2a_BOTTOM_UP	40	4	10	f66r.12	f66r.6	raiin	syly	DIFFERENT	2974	2808
IT2a_BOTTOM_UP	41	5	10	f66r.11	f66r.6	daoly	syly	DIFFERENT	2808	2554
IT2a_BOTTOM_UP	42	6	10	f66r.10	f66r.6	ykaly	syly	DIFFERENT	2554	2300
IT2a_BOTTOM_UP	43	7	10	f66r.9	f66r.6	qotesy	syly	DIFFERENT	2300	2094
IT2a_BOTTOM_UP	44	8	10	f66r.8	f66r.6	fary	syly	DIFFERENT	2094	1888
IT2a_BOTTOM_UP	45	9	10	f66r.7	f66r.6	salf	syly	DIFFERENT	1888	1608
IT2a_BOTTOM_UP	46	1	11	f66r.15	f66r.5	raral	ykcol	DIFFERENT	1608	1486
IT2a_BOTTOM_UP	47	2	11	f66r.14	f66r.5	qolsa	ykcol	DIFFERENT	1486	1364
IT2a_BOTTOM_UP	48	3	11	f66r.13	f66r.5	qokal	ykcol	DIFFERENT	1364	1196
IT2a_BOTTOM_UP	49	4	11	f66r.12	f66r.5	raiin	ykcol	DIFFERENT	1196	1028
IT2a_BOTTOM_UP	50	5	11	f66r.11	f66r.5	daoly	ykcol	DIFFERENT	1028	1028
IT2a_BOTTOM_UP	51	6	11	f66r.10	f66r.5	ykaly	ykcol	DIFFERENT	1028	1028
IT2a_BOTTOM_UP	52	7	11	f66r.9	f66r.5	qotesy	ykcol	DIFFERENT	1028	1028
IT2a_BOTTOM_UP	53	8	11	f66r.8	f66r.5	fary	ykcol	DIFFERENT	1028	1028
IT2a_BOTTOM_UP	54	9	11	f66r.7	f66r.5	salf	ykcol	DIFFERENT	1028	868
IT2a_BOTTOM_UP	55	10	11	f66r.6	f66r.5	syly	ykcol	DIFFERENT	868	720
IT2a_BOTTOM_UP	56	1	12	f66r.15	f66r.4	raral	dara	DIFFERENT	720	640
IT2a_BOTTOM_UP	57	2	12	f66r.14	f66r.4	qolsa	dara	DIFFERENT	640	560
IT2a_BOTTOM_UP	58	3	12	f66r.13	f66r.4	qokal	dara	DIFFERENT	560	500
IT2a_BOTTOM_UP	59	4	12	f66r.12	f66r.4	raiin	dara	DIFFERENT	500	440
IT2a_BOTTOM_UP	60	5	12	f66r.11	f66r.4	daoly	dara	DIFFERENT	440	440
IT2a_BOTTOM_UP	61	6	12	f66r.10	f66r.4	ykaly	dara	DIFFERENT	440	440
IT2a_BOTTOM_UP	62	7	12	f66r.9	f66r.4	qotesy	dara	DIFFERENT	440	440
IT2a_BOTTOM_UP	63	8	12	f66r.8	f66r.4	fary	dara	DIFFERENT	440	440
IT2a_BOTTOM_UP	64	9	12	f66r.7	f66r.4	salf	dara	DIFFERENT	440	360
IT2a_BOTTOM_UP	65	10	12	f66r.6	f66r.4	syly	dara	DIFFERENT	360	360
IT2a_BOTTOM_UP	66	11	12	f66r.5	f66r.4	ykcol	dara	DIFFERENT	360	360
IT2a_BOTTOM_UP	67	1	13	f66r.15	f66r.3	raral	qor	DIFFERENT	360	360
IT2a_BOTTOM_UP	68	2	13	f66r.14	f66r.3	qolsa	qor	DIFFERENT	360	360
IT2a_BOTTOM_UP	69	3	13	f66r.13	f66r.3	qokal	qor	DIFFERENT	360	360
IT2a_BOTTOM_UP	70	4	13	f66r.12	f66r.3	raiin	qor	DIFFERENT	360	360
IT2a_BOTTOM_UP	71	5	13	f66r.11	f66r.3	daoly	qor	DIFFERENT	360	318
IT2a_BOTTOM_UP	72	6	13	f66r.10	f66r.3	ykaly	qor	DIFFERENT	318	276
IT2a_BOTTOM_UP	73	7	13	f66r.9	f66r.3	qotesy	qor	DIFFERENT	276	234
IT2a_BOTTOM_UP	74	8	13	f66r.8	f66r.3	fary	qor	DIFFERENT	234	192
IT2a_BOTTOM_UP	75	9	13	f66r.7	f66r.3	salf	qor	DIFFERENT	192	192
IT2a_BOTTOM_UP	76	10	13	f66r.6	f66r.3	syly	qor	DIFFERENT	192	192
IT2a_BOTTOM_UP	77	11	13	f66r.5	f66r.3	ykcol	qor	DIFFERENT	192	156
IT2a_BOTTOM_UP	78	12	13	f66r.4	f66r.3	dara	qor	DIFFERENT	156	120
IT2a_BOTTOM_UP	79	1	14	f66r.15	f66r.2	raral	rals	DIFFERENT	120	112
IT2a_BOTTOM_UP	80	2	14	f66r.14	f66r.2	qolsa	rals	DIFFERENT	112	104
IT2a_BOTTOM_UP	81	3	14	f66r.13	f66r.2	qokal	rals	DIFFERENT	104	96
IT2a_BOTTOM_UP	82	4	14	f66r.12	f66r.2	raiin	rals	DIFFERENT	96	88
IT2a_BOTTOM_UP	83	5	14	f66r.11	f66r.2	daoly	rals	DIFFERENT	88	88
IT2a_BOTTOM_UP	84	6	14	f66r.10	f66r.2	ykaly	rals	DIFFERENT	88	88
IT2a_BOTTOM_UP	85	7	14	f66r.9	f66r.2	qotesy	rals	DIFFERENT	88	88
IT2a_BOTTOM_UP	86	8	14	f66r.8	f66r.2	fary	rals	DIFFERENT	88	88
IT2a_BOTTOM_UP	87	9	14	f66r.7	f66r.2	salf	rals	DIFFERENT	88	68
IT2a_BOTTOM_UP	88	10	14	f66r.6	f66r.2	syly	rals	DIFFERENT	68	48
IT2a_BOTTOM_UP	89	11	14	f66r.5	f66r.2	ykcol	rals	DIFFERENT	48	48
IT2a_BOTTOM_UP	90	12	14	f66r.4	f66r.2	dara	rals	DIFFERENT	48	48
IT2a_BOTTOM_UP	91	13	14	f66r.3	f66r.2	qor	rals	DIFFERENT	48	16
IT2a_BOTTOM_UP	92	1	15	f66r.15	f66r.1	raral	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	93	2	15	f66r.14	f66r.1	qolsa	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	94	3	15	f66r.13	f66r.1	qokal	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	95	4	15	f66r.12	f66r.1	raiin	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	96	5	15	f66r.11	f66r.1	daoly	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	97	6	15	f66r.10	f66r.1	ykaly	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	98	7	15	f66r.9	f66r.1	qotesy	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	99	8	15	f66r.8	f66r.1	fary	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	100	9	15	f66r.7	f66r.1	salf	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	101	10	15	f66r.6	f66r.1	syly	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	102	11	15	f66r.5	f66r.1	ykcol	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	103	12	15	f66r.4	f66r.1	dara	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	104	13	15	f66r.3	f66r.1	qor	rary	DIFFERENT	16	16
IT2a_BOTTOM_UP	105	14	15	f66r.2	f66r.1	rals	rary	DIFFERENT	16	16
RF1b_TOP_DOWN	1	1	2	f66r.1	f66r.2	rary	sals	DIFFERENT	65536	61440
RF1b_TOP_DOWN	2	1	3	f66r.1	f66r.3	rary	qor	DIFFERENT	61440	57600
RF1b_TOP_DOWN	3	2	3	f66r.2	f66r.3	sals	qor	DIFFERENT	57600	53760
RF1b_TOP_DOWN	4	1	5	f66r.1	f66r.5	rary	ykeol	DIFFERENT	53760	47040
RF1b_TOP_DOWN	5	2	5	f66r.2	f66r.5	sals	ykeol	DIFFERENT	47040	43904
RF1b_TOP_DOWN	6	3	5	f66r.3	f66r.5	qor	ykeol	DIFFERENT	43904	40768
RF1b_TOP_DOWN	7	1	6	f66r.1	f66r.6	rary	saly	DIFFERENT	40768	38432
RF1b_TOP_DOWN	8	2	6	f66r.2	f66r.6	sals	saly	DIFFERENT	38432	34016
RF1b_TOP_DOWN	9	3	6	f66r.3	f66r.6	qor	saly	DIFFERENT	34016	31456
RF1b_TOP_DOWN	10	5	6	f66r.5	f66r.6	ykeol	saly	DIFFERENT	31456	29440
RF1b_TOP_DOWN	11	1	7	f66r.1	f66r.7	rary	salf	DIFFERENT	29440	27648
RF1b_TOP_DOWN	12	2	7	f66r.2	f66r.7	sals	salf	DIFFERENT	27648	25856
RF1b_TOP_DOWN	13	3	7	f66r.3	f66r.7	qor	salf	DIFFERENT	25856	22848
RF1b_TOP_DOWN	14	5	7	f66r.5	f66r.7	ykeol	salf	DIFFERENT	22848	21312
RF1b_TOP_DOWN	15	6	7	f66r.6	f66r.7	saly	salf	DIFFERENT	21312	19776
RF1b_TOP_DOWN	16	1	8	f66r.1	f66r.8	rary	fary	DIFFERENT	19776	18392
RF1b_TOP_DOWN	17	2	8	f66r.2	f66r.8	sals	fary	DIFFERENT	18392	17008
RF1b_TOP_DOWN	18	3	8	f66r.3	f66r.8	qor	fary	DIFFERENT	17008	15624
RF1b_TOP_DOWN	19	5	8	f66r.5	f66r.8	ykeol	fary	DIFFERENT	15624	14592
RF1b_TOP_DOWN	20	6	8	f66r.6	f66r.8	saly	fary	DIFFERENT	14592	13560
RF1b_TOP_DOWN	21	7	8	f66r.7	f66r.8	salf	fary	DIFFERENT	13560	12528
RF1b_TOP_DOWN	22	1	9	f66r.1	f66r.9	rary	qotesy	DIFFERENT	12528	12104
RF1b_TOP_DOWN	23	2	9	f66r.2	f66r.9	sals	qotesy	DIFFERENT	12104	11680
RF1b_TOP_DOWN	24	3	9	f66r.3	f66r.9	qor	qotesy	DIFFERENT	11680	11116
RF1b_TOP_DOWN	25	5	9	f66r.5	f66r.9	ykeol	qotesy	DIFFERENT	11116	10344
RF1b_TOP_DOWN	26	6	9	f66r.6	f66r.9	saly	qotesy	DIFFERENT	10344	9572
RF1b_TOP_DOWN	27	7	9	f66r.7	f66r.9	salf	qotesy	DIFFERENT	9572	8652
RF1b_TOP_DOWN	28	8	9	f66r.8	f66r.9	fary	qotesy	DIFFERENT	8652	7786
RF1b_TOP_DOWN	29	1	11	f66r.1	f66r.11	rary	doly	DIFFERENT	7786	7261
RF1b_TOP_DOWN	30	2	11	f66r.2	f66r.11	sals	doly	DIFFERENT	7261	6736
RF1b_TOP_DOWN	31	3	11	f66r.3	f66r.11	qor	doly	DIFFERENT	6736	6226
RF1b_TOP_DOWN	32	5	11	f66r.5	f66r.11	ykeol	doly	DIFFERENT	6226	5782
RF1b_TOP_DOWN	33	6	11	f66r.6	f66r.11	saly	doly	DIFFERENT	5782	5338
RF1b_TOP_DOWN	34	7	11	f66r.7	f66r.11	salf	doly	DIFFERENT	5338	4958
RF1b_TOP_DOWN	35	8	11	f66r.8	f66r.11	fary	doly	DIFFERENT	4958	4664
RF1b_TOP_DOWN	36	9	11	f66r.9	f66r.11	qotesy	doly	DIFFERENT	4664	3600
RF1b_TOP_DOWN	37	1	12	f66r.1	f66r.12	rary	saiin	DIFFERENT	3600	3306
RF1b_TOP_DOWN	38	2	12	f66r.2	f66r.12	sals	saiin	DIFFERENT	3306	3012
RF1b_TOP_DOWN	39	3	12	f66r.3	f66r.12	qor	saiin	DIFFERENT	3012	2706
RF1b_TOP_DOWN	40	5	12	f66r.5	f66r.12	ykeol	saiin	DIFFERENT	2706	2528
RF1b_TOP_DOWN	41	6	12	f66r.6	f66r.12	saly	saiin	DIFFERENT	2528	2350
RF1b_TOP_DOWN	42	7	12	f66r.7	f66r.12	salf	saiin	DIFFERENT	2350	2116
RF1b_TOP_DOWN	43	8	12	f66r.8	f66r.12	fary	saiin	DIFFERENT	2116	1804
RF1b_TOP_DOWN	44	9	12	f66r.9	f66r.12	qotesy	saiin	DIFFERENT	1804	1510
RF1b_TOP_DOWN	45	11	12	f66r.11	f66r.12	doly	saiin	DIFFERENT	1510	1332
RF1b_TOP_DOWN	46	1	13	f66r.1	f66r.13	rary	qokal	DIFFERENT	1332	1332
RF1b_TOP_DOWN	47	2	13	f66r.2	f66r.13	sals	qokal	DIFFERENT	1332	1332
RF1b_TOP_DOWN	48	3	13	f66r.3	f66r.13	qor	qokal	DIFFERENT	1332	1332
RF1b_TOP_DOWN	49	5	13	f66r.5	f66r.13	ykeol	qokal	DIFFERENT	1332	1208
RF1b_TOP_DOWN	50	6	13	f66r.6	f66r.13	saly	qokal	DIFFERENT	1208	1084
RF1b_TOP_DOWN	51	7	13	f66r.7	f66r.13	salf	qokal	DIFFERENT	1084	956
RF1b_TOP_DOWN	52	8	13	f66r.8	f66r.13	fary	qokal	DIFFERENT	956	854
RF1b_TOP_DOWN	53	9	13	f66r.9	f66r.13	qotesy	qokal	DIFFERENT	854	854
RF1b_TOP_DOWN	54	11	13	f66r.11	f66r.13	doly	qokal	DIFFERENT	854	780
RF1b_TOP_DOWN	55	12	13	f66r.12	f66r.13	saiin	qokal	DIFFERENT	780	648
RF1b_TOP_DOWN	56	1	14	f66r.1	f66r.14	rary	qolsa	DIFFERENT	648	575
RF1b_TOP_DOWN	57	2	14	f66r.2	f66r.14	sals	qolsa	DIFFERENT	575	502
RF1b_TOP_DOWN	58	3	14	f66r.3	f66r.14	qor	qolsa	DIFFERENT	502	406
RF1b_TOP_DOWN	59	5	14	f66r.5	f66r.14	ykeol	qolsa	DIFFERENT	406	406
RF1b_TOP_DOWN	60	6	14	f66r.6	f66r.14	saly	qolsa	DIFFERENT	406	406
RF1b_TOP_DOWN	61	7	14	f66r.7	f66r.14	salf	qolsa	DIFFERENT	406	406
RF1b_TOP_DOWN	62	8	14	f66r.8	f66r.14	fary	qolsa	DIFFERENT	406	406
RF1b_TOP_DOWN	63	9	14	f66r.9	f66r.14	qotesy	qolsa	DIFFERENT	406	328
RF1b_TOP_DOWN	64	11	14	f66r.11	f66r.14	doly	qolsa	DIFFERENT	328	328
RF1b_TOP_DOWN	65	12	14	f66r.12	f66r.14	saiin	qolsa	DIFFERENT	328	328
RF1b_TOP_DOWN	66	13	14	f66r.13	f66r.14	qokal	qolsa	DIFFERENT	328	264
RF1b_TOP_DOWN	67	1	15	f66r.1	f66r.15	rary	raral	DIFFERENT	264	241
RF1b_TOP_DOWN	68	2	15	f66r.2	f66r.15	sals	raral	DIFFERENT	241	218
RF1b_TOP_DOWN	69	3	15	f66r.3	f66r.15	qor	raral	DIFFERENT	218	186
RF1b_TOP_DOWN	70	5	15	f66r.5	f66r.15	ykeol	raral	DIFFERENT	186	160
RF1b_TOP_DOWN	71	6	15	f66r.6	f66r.15	saly	raral	DIFFERENT	160	134
RF1b_TOP_DOWN	72	7	15	f66r.7	f66r.15	salf	raral	DIFFERENT	134	114
RF1b_TOP_DOWN	73	8	15	f66r.8	f66r.15	fary	raral	DIFFERENT	114	80
RF1b_TOP_DOWN	74	9	15	f66r.9	f66r.15	qotesy	raral	DIFFERENT	80	60
RF1b_TOP_DOWN	75	11	15	f66r.11	f66r.15	doly	raral	DIFFERENT	60	60
RF1b_TOP_DOWN	76	12	15	f66r.12	f66r.15	saiin	raral	DIFFERENT	60	60
RF1b_TOP_DOWN	77	13	15	f66r.13	f66r.15	qokal	raral	DIFFERENT	60	60
RF1b_TOP_DOWN	78	14	15	f66r.14	f66r.15	qolsa	raral	DIFFERENT	60	60
RF1b_BOTTOM_UP	1	1	2	f66r.15	f66r.14	raral	qolsa	DIFFERENT	65536	61440
RF1b_BOTTOM_UP	2	1	3	f66r.15	f66r.13	raral	qokal	DIFFERENT	61440	57600
RF1b_BOTTOM_UP	3	2	3	f66r.14	f66r.13	qolsa	qokal	DIFFERENT	57600	53760
RF1b_BOTTOM_UP	4	1	4	f66r.15	f66r.12	raral	saiin	DIFFERENT	53760	50400
RF1b_BOTTOM_UP	5	2	4	f66r.14	f66r.12	qolsa	saiin	DIFFERENT	50400	47040
RF1b_BOTTOM_UP	6	3	4	f66r.13	f66r.12	qokal	saiin	DIFFERENT	47040	43680
RF1b_BOTTOM_UP	7	1	5	f66r.15	f66r.11	raral	doly	DIFFERENT	43680	38220
RF1b_BOTTOM_UP	8	2	5	f66r.14	f66r.11	qolsa	doly	DIFFERENT	38220	35672
RF1b_BOTTOM_UP	9	3	5	f66r.13	f66r.11	qokal	doly	DIFFERENT	35672	33124
RF1b_BOTTOM_UP	10	4	5	f66r.12	f66r.11	saiin	doly	DIFFERENT	33124	30576
RF1b_BOTTOM_UP	11	1	7	f66r.15	f66r.9	raral	qotesy	DIFFERENT	30576	28784
RF1b_BOTTOM_UP	12	2	7	f66r.14	f66r.9	qolsa	qotesy	DIFFERENT	28784	26856
RF1b_BOTTOM_UP	13	3	7	f66r.13	f66r.9	qokal	qotesy	DIFFERENT	26856	23504
RF1b_BOTTOM_UP	14	4	7	f66r.12	f66r.9	saiin	qotesy	DIFFERENT	23504	21576
RF1b_BOTTOM_UP	15	5	7	f66r.11	f66r.9	doly	qotesy	DIFFERENT	21576	20376
RF1b_BOTTOM_UP	16	1	8	f66r.15	f66r.8	raral	fary	DIFFERENT	20376	19090
RF1b_BOTTOM_UP	17	2	8	f66r.14	f66r.8	qolsa	fary	DIFFERENT	19090	17706
RF1b_BOTTOM_UP	18	3	8	f66r.13	f66r.8	qokal	fary	DIFFERENT	17706	16420
RF1b_BOTTOM_UP	19	4	8	f66r.12	f66r.8	saiin	fary	DIFFERENT	16420	14280
RF1b_BOTTOM_UP	20	5	8	f66r.11	f66r.8	doly	fary	DIFFERENT	14280	13404
RF1b_BOTTOM_UP	21	7	8	f66r.9	f66r.8	qotesy	fary	DIFFERENT	13404	12528
RF1b_BOTTOM_UP	22	1	9	f66r.15	f66r.7	raral	salf	DIFFERENT	12528	11904
RF1b_BOTTOM_UP	23	2	9	f66r.14	f66r.7	qolsa	salf	DIFFERENT	11904	11196
RF1b_BOTTOM_UP	24	3	9	f66r.13	f66r.7	qokal	salf	DIFFERENT	11196	10454
RF1b_BOTTOM_UP	25	4	9	f66r.12	f66r.7	saiin	salf	DIFFERENT	10454	9712
RF1b_BOTTOM_UP	26	5	9	f66r.11	f66r.7	doly	salf	DIFFERENT	9712	8826
RF1b_BOTTOM_UP	27	7	9	f66r.9	f66r.7	qotesy	salf	DIFFERENT	8826	7953
RF1b_BOTTOM_UP	28	8	9	f66r.8	f66r.7	fary	salf	DIFFERENT	7953	7080
RF1b_BOTTOM_UP	29	1	10	f66r.15	f66r.6	raral	saly	DIFFERENT	7080	6480
RF1b_BOTTOM_UP	30	2	10	f66r.14	f66r.6	qolsa	saly	DIFFERENT	6480	5902
RF1b_BOTTOM_UP	31	3	10	f66r.13	f66r.6	qokal	saly	DIFFERENT	5902	5394
RF1b_BOTTOM_UP	32	4	10	f66r.12	f66r.6	saiin	saly	DIFFERENT	5394	4886
RF1b_BOTTOM_UP	33	5	10	f66r.11	f66r.6	doly	saly	DIFFERENT	4886	4422
RF1b_BOTTOM_UP	34	7	10	f66r.9	f66r.6	qotesy	saly	DIFFERENT	4422	4048
RF1b_BOTTOM_UP	35	8	10	f66r.8	f66r.6	fary	saly	DIFFERENT	4048	3674
RF1b_BOTTOM_UP	36	9	10	f66r.7	f66r.6	salf	saly	DIFFERENT	3674	3096
RF1b_BOTTOM_UP	37	1	11	f66r.15	f66r.5	raral	ykeol	DIFFERENT	3096	2894
RF1b_BOTTOM_UP	38	2	11	f66r.14	f66r.5	qolsa	ykeol	DIFFERENT	2894	2688
RF1b_BOTTOM_UP	39	3	11	f66r.13	f66r.5	qokal	ykeol	DIFFERENT	2688	2423
RF1b_BOTTOM_UP	40	4	11	f66r.12	f66r.5	saiin	ykeol	DIFFERENT	2423	2158
RF1b_BOTTOM_UP	41	5	11	f66r.11	f66r.5	doly	ykeol	DIFFERENT	2158	2158
RF1b_BOTTOM_UP	42	7	11	f66r.9	f66r.5	qotesy	ykeol	DIFFERENT	2158	2158
RF1b_BOTTOM_UP	43	8	11	f66r.8	f66r.5	fary	ykeol	DIFFERENT	2158	2158
RF1b_BOTTOM_UP	44	9	11	f66r.7	f66r.5	salf	ykeol	DIFFERENT	2158	1862
RF1b_BOTTOM_UP	45	10	11	f66r.6	f66r.5	saly	ykeol	DIFFERENT	1862	1608
RF1b_BOTTOM_UP	46	1	13	f66r.15	f66r.3	raral	qor	DIFFERENT	1608	1608
RF1b_BOTTOM_UP	47	2	13	f66r.14	f66r.3	qolsa	qor	DIFFERENT	1608	1608
RF1b_BOTTOM_UP	48	3	13	f66r.13	f66r.3	qokal	qor	DIFFERENT	1608	1608
RF1b_BOTTOM_UP	49	4	13	f66r.12	f66r.3	saiin	qor	DIFFERENT	1608	1608
RF1b_BOTTOM_UP	50	5	13	f66r.11	f66r.3	doly	qor	DIFFERENT	1608	1426
RF1b_BOTTOM_UP	51	7	13	f66r.9	f66r.3	qotesy	qor	DIFFERENT	1426	1233
RF1b_BOTTOM_UP	52	8	13	f66r.8	f66r.3	fary	qor	DIFFERENT	1233	1040
RF1b_BOTTOM_UP	53	9	13	f66r.7	f66r.3	salf	qor	DIFFERENT	1040	1040
RF1b_BOTTOM_UP	54	10	13	f66r.6	f66r.3	saly	qor	DIFFERENT	1040	1040
RF1b_BOTTOM_UP	55	11	13	f66r.5	f66r.3	ykeol	qor	DIFFERENT	1040	816
RF1b_BOTTOM_UP	56	1	14	f66r.15	f66r.2	raral	sals	DIFFERENT	816	714
RF1b_BOTTOM_UP	57	2	14	f66r.14	f66r.2	qolsa	sals	DIFFERENT	714	628
RF1b_BOTTOM_UP	58	3	14	f66r.13	f66r.2	qokal	sals	DIFFERENT	628	526
RF1b_BOTTOM_UP	59	4	14	f66r.12	f66r.2	saiin	sals	DIFFERENT	526	424
RF1b_BOTTOM_UP	60	5	14	f66r.11	f66r.2	doly	sals	DIFFERENT	424	424
RF1b_BOTTOM_UP	61	7	14	f66r.9	f66r.2	qotesy	sals	DIFFERENT	424	424
RF1b_BOTTOM_UP	62	8	14	f66r.8	f66r.2	fary	sals	DIFFERENT	424	424
RF1b_BOTTOM_UP	63	9	14	f66r.7	f66r.2	salf	sals	DIFFERENT	424	360
RF1b_BOTTOM_UP	64	10	14	f66r.6	f66r.2	saly	sals	DIFFERENT	360	320
RF1b_BOTTOM_UP	65	11	14	f66r.5	f66r.2	ykeol	sals	DIFFERENT	320	320
RF1b_BOTTOM_UP	66	13	14	f66r.3	f66r.2	qor	sals	DIFFERENT	320	256
RF1b_BOTTOM_UP	67	1	15	f66r.15	f66r.1	raral	rary	DIFFERENT	256	240
RF1b_BOTTOM_UP	68	2	15	f66r.14	f66r.1	qolsa	rary	DIFFERENT	240	208
RF1b_BOTTOM_UP	69	3	15	f66r.13	f66r.1	qokal	rary	DIFFERENT	208	183
RF1b_BOTTOM_UP	70	4	15	f66r.12	f66r.1	saiin	rary	DIFFERENT	183	158
RF1b_BOTTOM_UP	71	5	15	f66r.11	f66r.1	doly	rary	DIFFERENT	158	122
RF1b_BOTTOM_UP	72	7	15	f66r.9	f66r.1	qotesy	rary	DIFFERENT	122	104
RF1b_BOTTOM_UP	73	8	15	f66r.8	f66r.1	fary	rary	DIFFERENT	104	86
RF1b_BOTTOM_UP	74	9	15	f66r.7	f66r.1	salf	rary	DIFFERENT	86	86
RF1b_BOTTOM_UP	75	10	15	f66r.6	f66r.1	saly	rary	DIFFERENT	86	86
RF1b_BOTTOM_UP	76	11	15	f66r.5	f66r.1	ykeol	rary	DIFFERENT	86	56
RF1b_BOTTOM_UP	77	13	15	f66r.3	f66r.1	qor	rary	DIFFERENT	56	56
