controlled_phrase	slot_code	atomic_value_de	event_count	card_types	joint_tuple_ids	observed_free_phrase_variants	free_phrase_examples_de	reverse_key	unique_reverse_mapping
ZIEL[Quelleinsatz]	S5_ZIEL_ANWENDUNG	Quelleinsatz	1	1	3ae9a121ba0045b913e8	1	Daraus in den Arbeitsgang nehmen	S5_ZIEL_ANWENDUNG::Quelleinsatz	YES
ZIEL[Stelle]	S5_ZIEL_ANWENDUNG	Stelle	10	1	dd0ecaf5e27d81befffc	1	Stelle	S5_ZIEL_ANWENDUNG::Stelle	YES
ZIEL[Volleinsatz]	S5_ZIEL_ANWENDUNG	Volleinsatz	1	1	d25110e0d8488927278f	1	Vollständig ansetzen; Schluss	S5_ZIEL_ANWENDUNG::Volleinsatz	YES
ZIEL[Wiedereinsatz]	S5_ZIEL_ANWENDUNG	Wiedereinsatz	2	2	1322bc176443fc2a8a86|232195d6ff2f326322f7	2	Erneut ansetzen || Fortsetzung einsetzen	S5_ZIEL_ANWENDUNG::Wiedereinsatz	YES
ZIEL[Zielbereitung]	S5_ZIEL_ANWENDUNG	Zielbereitung	1	1	d788d8d72d41b25a3c71	1	Klarpunkt	S5_ZIEL_ANWENDUNG::Zielbereitung	YES
ZIEL[Zielbindung]	S5_ZIEL_ANWENDUNG	Zielbindung	1	1	75a523fcf039b006f97b	1	Abseihen	S5_ZIEL_ANWENDUNG::Zielbindung	YES
ZIEL[Zieleingabe]	S5_ZIEL_ANWENDUNG	Zieleingabe	1	1	428a5e3662aa57b4b256	1	Weinsud bereiten	S5_ZIEL_ANWENDUNG::Zieleingabe	YES
ZIEL[Zieleinsatz]	S5_ZIEL_ANWENDUNG	Zieleinsatz	7	2	308e8ea2d5d190c498e8|4a7a6326ac95a8809302	2	An die Stelle setzen || Posten zur Stelle setzen	S5_ZIEL_ANWENDUNG::Zieleinsatz	YES
ZIEL[Zielmarke]	S5_ZIEL_ANWENDUNG	Zielmarke	1	1	4da0f0f7b5fc7ac20067	1	Und lasse es abkühlen	S5_ZIEL_ANWENDUNG::Zielmarke	YES
ZIEL[Zielschluss]	S5_ZIEL_ANWENDUNG	Zielschluss	1	1	78b3b3140714da19090d	1	Wiederhole es an der zweiten Öffnung und beende den Schritt	S5_ZIEL_ANWENDUNG::Zielschluss	YES
ZIEL[Zutatstelle]	S5_ZIEL_ANWENDUNG	Zutatstelle	1	1	0ec6a45e2950e8e7061d	1	Nimm es zu Beginn der Blüte	S5_ZIEL_ANWENDUNG::Zutatstelle	YES
ZIEL[Zwischenziel]	S5_ZIEL_ANWENDUNG	Zwischenziel	1	1	7811a7daff25d476e28d	1	Untere Stelle	S5_ZIEL_ANWENDUNG::Zwischenziel	YES
SCHLUSS[Auftragsschluss]	S6_BEREIT_ABSCHLUSS	Auftragsschluss	1	1	95987d6f198d6d247511	1	Trage den laufenden Posten auf; Schluss	S6_BEREIT_ABSCHLUSS::Auftragsschluss	YES
SCHLUSS[befestigen]	S6_BEREIT_ABSCHLUSS	befestigen	1	1	eb2e4bc143f623ee03ac	1	Befestige den laufenden Posten; Schluss	S6_BEREIT_ABSCHLUSS::befestigen	YES
SCHLUSS[Bereit]	S6_BEREIT_ABSCHLUSS	Bereit	7	1	e0b630cb1b5df5e7105b	1	Bereit	S6_BEREIT_ABSCHLUSS::Bereit	YES
SCHLUSS[Bereitansatz]	S6_BEREIT_ABSCHLUSS	Bereitansatz	1	1	dedc383b600397a301ee	1	Säubere ihn	S6_BEREIT_ABSCHLUSS::Bereitansatz	YES
SCHLUSS[Bindeposten]	S6_BEREIT_ABSCHLUSS	Bindeposten	1	1	b2812c8283c3a62438bd	1	Trank	S6_BEREIT_ABSCHLUSS::Bindeposten	YES
SCHLUSS[Bindestufe]	S6_BEREIT_ABSCHLUSS	Bindestufe	1	1	409de02322e7b2ca0c62	1	Weiche Zielstufe	S6_BEREIT_ABSCHLUSS::Bindestufe	YES
SCHLUSS[Endposten]	S6_BEREIT_ABSCHLUSS	Endposten	1	1	3e9c7f217843b588489d	1	Die erste Öffnung	S6_BEREIT_ABSCHLUSS::Endposten	YES
SCHLUSS[Kurzbindeposten]	S6_BEREIT_ABSCHLUSS	Kurzbindeposten	1	1	b74e9e65637b7c8538dd	1	Zerreibe sie grob	S6_BEREIT_ABSCHLUSS::Kurzbindeposten	YES
SCHLUSS[Kurzrest]	S6_BEREIT_ABSCHLUSS	Kurzrest	1	1	a6939862e33ece5a0483	1	Gebrauche es bei Stechen im Leib und verwahre den übrigen Wurzelvorrat verschlossen	S6_BEREIT_ABSCHLUSS::Kurzrest	YES
SCHLUSS[Verwahren]	S6_BEREIT_ABSCHLUSS	Verwahren	1	1	e026af581c99322fbd46	1	Verwahren	S6_BEREIT_ABSCHLUSS::Verwahren	YES
