statement_id	record_unit_id	free_fluent_german	free_layer_reverse_status	controlled_workshop_line	source_event_ids	source_surfaces	source_values_de	recovered_values_de	recovered_slots	controlled_reverse_status
B2-S004	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Setze an der Zielstelle ein; dann führe ihn durch die Abführpassage; dann führe ihn ab; dann lass ihn länger einwirken; dann ziehe die getrennte Fraktion ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Zieleinsatz] · TRANSFER[Abführpassage] · TRANSFER[Abführung] · ZUSTAND[Langkontakt] · TRANSFER[Trennabzug]	E172|E173|E174|E175|E176	qokal lcheckhy lched qokeey lcheckhedy	Zieleinsatz → Abführpassage → Abführung → Langkontakt → Trennabzug	Zieleinsatz → Abführpassage → Abführung → Langkontakt → Trennabzug	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND → S3_PROZESS_TRANSFER	EXACT
B2-S005	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Setze an der Zielstelle ein; dann sammle ihn bis zur Sollmenge; dann leite den Posten hindurch; dann stelle das Sollmaß ein; dann stelle das Sollmaß ein; dann setze den nächsten Durchgang an; dann wärme ihn lange; dann ziehe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Zieleinsatz] · TRANSFER[Sollsammlung] · TRANSFER[durchleiten] · MASS[Sollstellung] · BEZUG[Folgevorbereitung] · ZUSTAND[Langwärmen] · TRANSFER[abziehen]	E177|E178|E179|E181|E182|E183|E184	qokaly solkaiin chckhy qokaiin octheol chkeey ldy	Zieleinsatz → Sollsammlung → durchleiten → Sollstellung → Folgevorbereitung → Langwärmen → abziehen	Zieleinsatz → Sollsammlung → durchleiten → Sollstellung → Folgevorbereitung → Langwärmen → abziehen	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S4_DAUER_ZUSTAND → S3_PROZESS_TRANSFER	EXACT
B2-S006	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Führe ihn länger im Folgegang weiter; dann setze an der Zielstelle ein; dann führe ihn kurz hindurch; dann setze den Posten ein.	NEEDS_EVENT_ALIGNMENT_LEDGER	BEZUG[Langfolge] · ZIEL[Zieleinsatz] · TRANSFER[Kurzpassage] · ZIEL[Einsetzen]	E185|E186|E187|E188	oteey qokal sheckhy qoky	Langfolge → Zieleinsatz → Kurzpassage → Einsetzen	Langfolge → Zieleinsatz → Kurzpassage → Einsetzen	S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S5_ZIEL_ANWENDUNG	EXACT
B2-S007	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Setze den vorigen Posten ab und schließe.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Vorabsetzschluss]	E189	dshedy	Vorabsetzschluss	Vorabsetzschluss	S3_PROZESS_TRANSFER	EXACT
B2-S008	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Arbeite danach nach dem nächsten Maß; dann setze den Quellposten ein; dann lass ihn kurz absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Folgemaß] · ZIEL[Quelleinsatz] · TRANSFER[Kurzabsetzung]	E190|E191|E192	sotaiin qokar shedy	Folgemaß → Quelleinsatz → Kurzabsetzung	Folgemaß → Quelleinsatz → Kurzabsetzung	S2_MATERIAL_MASS → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	EXACT
B2-S009	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Lass danach den nächsten Posten absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Folgeabsetzen]	E193	solshedy	Folgeabsetzen	Folgeabsetzen	S3_PROZESS_TRANSFER	EXACT
B2-S010	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Lass ihn länger einwirken; dann setze den Posten ein; dann führe zum Auslass; dann nimm den Klarauszug.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZUSTAND[Langkontakt] · ZIEL[Einsetzen] · TRANSFER[Auslass] · TRANSFER[Klarauszug]	E194|E195|E196|E197	qokeey qoky ls cheey	Langkontakt → Einsetzen → Auslass → Klarauszug	Langkontakt → Einsetzen → Auslass → Klarauszug	S4_DAUER_ZUSTAND → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	EXACT
B2-S011	B2	Bei AMBIGUER_RECHTER_POSTEN: Gib einen Anteil zu; dann nimm aus der bezeichneten Quelle; dann gib einen Anteil zu; dann lass ihn lange einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Zugabe] · BEZUG[Quelle] · MASS[Zugabe] · ZUSTAND[Langkontakt]	E198|E199|E200|E201	okain char okain qokeedy	Zugabe → Quelle → Zugabe → Langkontakt	Zugabe → Quelle → Zugabe → Langkontakt	S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S4_DAUER_ZUSTAND	EXACT
B2-S012	B2	Bei AMBIGUER_RECHTER_POSTEN: Nimm das abzuführende Gut. Neuer lokaler Posten: Bei MEHRPLATZ_BADBECKEN: Nimm den Klarauszug; dann bereite ihn kurz vor; dann lass ihn länger einwirken; dann ziehe den klaren Anteil ab; dann arbeite nach dem vorgeschriebenen Maß; dann halte diesen Posten aktiv; dann setze ihn vollständig ein.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Abführgut] · TRANSFER[Klarauszug] · ZUSTAND[Kurzvorbereitung] · ZUSTAND[Langkontakt] · TRANSFER[Klarabzug] · MASS[Sollmaß] · BEZUG[Diesposten] · ZIEL[Volleinsatz]	E202|E203|E204|E205|E206|E207|E208|E209	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	Abführgut → Klarauszug → Kurzvorbereitung → Langkontakt → Klarabzug → Sollmaß → Diesposten → Volleinsatz	Abführgut → Klarauszug → Kurzvorbereitung → Langkontakt → Klarabzug → Sollmaß → Diesposten → Volleinsatz	S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG	EXACT
B2-S013	B2	Bei MEHRPLATZ_BADBECKEN: Führe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[abführen]	E210	lchedy	abführen	abführen	S3_PROZESS_TRANSFER	EXACT
B2-S014	B2	Bei MEHRPLATZ_BADBECKEN: Ziehe ihn aus der Quelle ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Quellabzug]	E211	lar	Quellabzug	Quellabzug	S3_PROZESS_TRANSFER	EXACT
B2-S015	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Nimm danach den klaren Ablauf; dann lass ihn lange einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	BEZUG[Folgeklarlauf] · ZUSTAND[Langkontakt]	E212|E213	tshey qokeedy	Folgeklarlauf → Langkontakt	Folgeklarlauf → Langkontakt	S1_BEZUG_FOLGE → S4_DAUER_ZUSTAND	EXACT
B2-S016	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Binde die bezeichnete Stelle; dann führe ihn von der Quelle ab; dann teile den Posten; dann arbeite nach dem vorgeschriebenen Maß; dann führe ihn länger im Folgegang weiter; dann stelle das Sollmaß ein; dann lass ihn kurz einwirken; dann führe ihn zu.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Stelle] · TRANSFER[Quellabführung] · MASS[teilen] · MASS[Sollmaß] · BEZUG[Langfolge] · MASS[Sollstellung] · ZUSTAND[Kurzkontakt] · TRANSFER[Zuführung]	E214|E215|E216|E217|E218|E219|E220|E221	cheal lchedar ches aiin oteey qokaiin okey pchedy	Stelle → Quellabführung → teilen → Sollmaß → Langfolge → Sollstellung → Kurzkontakt → Zuführung	Stelle → Quellabführung → teilen → Sollmaß → Langfolge → Sollstellung → Kurzkontakt → Zuführung	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S4_DAUER_ZUSTAND → S3_PROZESS_TRANSFER	EXACT
B2-S017	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Halte den zugeführten Posten kurz am Ziel; dann schließe den Schritt am Ziel ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZUSTAND[Zielkurzhalt] · ZIEL[Zielschluss]	E222|E223	rsheal daldy	Zielkurzhalt → Zielschluss	Zielkurzhalt → Zielschluss	S4_DAUER_ZUSTAND → S5_ZIEL_ANWENDUNG	EXACT
B2-S018	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Lass ihn lange einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZUSTAND[Langkontakt]	E224	qokeedy	Langkontakt	Langkontakt	S4_DAUER_ZUSTAND	EXACT
B2-S019	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Setze ab und schließe.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Absetzschluss]	E225	rshedy	Absetzschluss	Absetzschluss	S3_PROZESS_TRANSFER	EXACT
B2-S020	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Führe die lange Folgestufe aus.	NEEDS_EVENT_ALIGNMENT_LEDGER	BEZUG[Langfolgestufe]	E226	qoteedy	Langfolgestufe	Langfolgestufe	S1_BEZUG_FOLGE	EXACT
B2-S021	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Lass ihn lange einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZUSTAND[Langkontakt]	E227	qokeedy	Langkontakt	Langkontakt	S4_DAUER_ZUSTAND	EXACT
B2-S022	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Führe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Abführung]	E228	lochedy	Abführung	Abführung	S3_PROZESS_TRANSFER	EXACT
B3-S001	B3	Bei OFFENER_FAECHERZULAUF: Sammle ihn lange.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Langsammlung]	E229	olkeedy	Langsammlung	Langsammlung	S3_PROZESS_TRANSFER	EXACT
B3-S002	B3	Bei OFFENER_FAECHERZULAUF: Führe ihn danach dorthin; dann wärme ihn lange.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Folgeziel] · ZUSTAND[Langwärmen]	E230|E231	qotal chkeedy	Folgeziel → Langwärmen	Folgeziel → Langwärmen	S5_ZIEL_ANWENDUNG → S4_DAUER_ZUSTAND	EXACT
B3-S003	B3	Bei OFFENER_FAECHERZULAUF: Halte diesen Posten aktiv; dann arbeite nach dem vorgeschriebenen Maß; dann halte diesen Posten aktiv; dann führe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	BEZUG[Diesposten] · MASS[Sollmaß] · BEZUG[Diesposten] · TRANSFER[abführen]	E232|E233|E234|E235	chey daiin chey lchedy	Diesposten → Sollmaß → Diesposten → abführen	Diesposten → Sollmaß → Diesposten → abführen	S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER	EXACT
B3-S004	B3	Bei OFFENER_FAECHERZULAUF: Stelle das Sollmaß ein; dann führe ihn danach dorthin; dann nimm aus der bezeichneten Quelle.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Sollstellung] · ZIEL[Folgeziel] · BEZUG[Quelle]	E236|E237|E238	qokaiin qotal dar	Sollstellung → Folgeziel → Quelle	Sollstellung → Folgeziel → Quelle	S2_MATERIAL_MASS → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE	EXACT
B3-S005	B3	Bei RUNDE_ZWISCHENSTATION: Führe den Posten über.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[überführen]	E239	schedy	überführen	überführen	S3_PROZESS_TRANSFER	EXACT
B3-S006	B3	Bei RUNDE_ZWISCHENSTATION: Führe den aktuellen Posten über; dann setze an der Zielstelle ein; dann führe ihn weiter.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Postentransfer] · ZIEL[Zieleinsatz] · BEZUG[weiterführen]	E240|E241|E242	chedchy qokal olchedy	Postentransfer → Zieleinsatz → weiterführen	Postentransfer → Zieleinsatz → weiterführen	S3_PROZESS_TRANSFER → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE	EXACT
B3-S007	B3	Bei RUNDE_ZWISCHENSTATION: Stelle das Sollmaß ein; dann setze den laufenden Posten um; dann lass ihn lange einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Sollstellung] · TRANSFER[Umsetzen] · ZUSTAND[Langkontakt]	E243|E244|E245	qokaiin chedy qokeedy	Sollstellung → Umsetzen → Langkontakt	Sollstellung → Umsetzen → Langkontakt	S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND	EXACT
B3-S008	B3	Bei RUNDE_ZWISCHENSTATION: Führe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[abführen]	E246	lchedy	abführen	abführen	S3_PROZESS_TRANSFER	EXACT
B3-S009	B3	Bei RUNDE_ZWISCHENSTATION: Setze den Posten ein.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Einsetzen]	E247	qoky	Einsetzen	Einsetzen	S5_ZIEL_ANWENDUNG	EXACT
B3-S010	B3	Bei KORB_SAMMELGEFAESS: Führe ihn dem Ziel zu; dann führe ihn kurz zum Folgeschritt weiter.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Zielzuführung] · BEZUG[Kurzfolge]	E248|E249	pchedal otedy	Zielzuführung → Kurzfolge	Zielzuführung → Kurzfolge	S3_PROZESS_TRANSFER → S1_BEZUG_FOLGE	EXACT
B3-S011	B3	Bei KORB_SAMMELGEFAESS: Führe die vorbereitete Portion über; dann setze den Posten ein; dann setze den laufenden Posten um; dann nimm den Posten aus der Quelle.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Vorbereitungstransfer] · ZIEL[Einsetzen] · TRANSFER[Umsetzen] · BEZUG[Quellposten]	E250|E251|E252|E253	shecthedchy qoky chedy chary	Vorbereitungstransfer → Einsetzen → Umsetzen → Quellposten	Vorbereitungstransfer → Einsetzen → Umsetzen → Quellposten	S3_PROZESS_TRANSFER → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S1_BEZUG_FOLGE	EXACT
B3-S012	B3	Bei KORB_SAMMELGEFAESS: Verwende den Ansatz; dann lass ihn kurz absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	BEZUG[Ansatz] · TRANSFER[Kurzabsetzung]	E254|E255	sor shedy	Ansatz → Kurzabsetzung	Ansatz → Kurzabsetzung	S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER	EXACT
B3-S013	B3	Bei KORB_SAMMELGEFAESS: Stelle das Sollmaß ein; dann nimm eine Portion; dann bereite ihn kurz vor; dann lass ihn kurz einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Sollstellung] · MASS[Portion] · ZUSTAND[Kurzvorbereitung] · ZUSTAND[Kurzkontakt]	E256|E257|E258|E259	qokaiin chkain shcthey qokedy	Sollstellung → Portion → Kurzvorbereitung → Kurzkontakt	Sollstellung → Portion → Kurzvorbereitung → Kurzkontakt	S2_MATERIAL_MASS → S2_MATERIAL_MASS → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND	EXACT
B3-S014	B3	Bei KORB_SAMMELGEFAESS: Setze ihn in den Lauf ein; dann lass ihn lange absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Laufeinsatz] · TRANSFER[Langabsetzen]	E260|E261	okair sheedy	Laufeinsatz → Langabsetzen	Laufeinsatz → Langabsetzen	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	EXACT
B3-S015	B3	Bei KORB_SAMMELGEFAESS: Führe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[abführen]	E262	lchedy	abführen	abführen	S3_PROZESS_TRANSFER	EXACT
B3-S016	B3	Bei KORB_SAMMELGEFAESS: Ziehe ihn ab. Neuer lokaler Posten: Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe den vorigen Posten über.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Abzug] · TRANSFER[Rücktransfer]	E263|E264	lo qokchedy	Abzug → Rücktransfer	Abzug → Rücktransfer	S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	EXACT
B3-S017	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Lass ihn lange einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZUSTAND[Langkontakt]	E265	qokeedy	Langkontakt	Langkontakt	S4_DAUER_ZUSTAND	EXACT
B3-S018	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Lass ihn kurz absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Kurzabsetzung]	E266	shedy	Kurzabsetzung	Kurzabsetzung	S3_PROZESS_TRANSFER	EXACT
B3-S019	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Lass ihn nach dem Einsatz absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Einsatzabsetzen]	E267	qokshedy	Einsatzabsetzen	Einsatzabsetzen	S3_PROZESS_TRANSFER	EXACT
B3-S020	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Binde die bezeichnete Stelle; dann führe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Stelle] · TRANSFER[abführen]	E268|E269	dal lchedy	Stelle → abführen	Stelle → abführen	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	EXACT
B3-S021	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Stelle das Sollmaß ein; dann halte den Posten bereit; dann binde die bezeichnete Stelle; dann halte diesen Posten aktiv; dann arbeite nach dem vorgeschriebenen Maß; dann lass ihn am Ziel absetzen; dann bereite ihn kurz vor; dann halte diesen Posten aktiv; dann binde die bezeichnete Stelle; dann halte den Posten bereit; dann führe ihn zum Ziel über.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Sollstellung] · SCHLUSS[Bereit] · ZIEL[Stelle] · BEZUG[Diesposten] · MASS[Sollmaß] · TRANSFER[Zielabsetzung] · ZUSTAND[Kurzvorbereitung] · BEZUG[Diesposten] · ZIEL[Stelle] · SCHLUSS[Bereit] · TRANSFER[Zieltransfer]	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	Sollstellung → Bereit → Stelle → Diesposten → Sollmaß → Zielabsetzung → Kurzvorbereitung → Diesposten → Stelle → Bereit → Zieltransfer	Sollstellung → Bereit → Stelle → Diesposten → Sollmaß → Zielabsetzung → Kurzvorbereitung → Diesposten → Stelle → Bereit → Zieltransfer	S2_MATERIAL_MASS → S6_BEREIT_ABSCHLUSS → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND → S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG → S6_BEREIT_ABSCHLUSS → S3_PROZESS_TRANSFER	EXACT
B3-S022	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe danach den nächsten Posten über.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Folgetransfer]	E281	qotchedy	Folgetransfer	Folgetransfer	S3_PROZESS_TRANSFER	EXACT
B3-S023	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[abführen]	E282	lchedy	abführen	abführen	S3_PROZESS_TRANSFER	EXACT
B3-S024	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe den Posten über.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[überführen]	E283	tchedy	überführen	überführen	S3_PROZESS_TRANSFER	EXACT
B3-S025	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Setze einen neuen Posten ein.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Neueinsatz]	E284	qokchdy	Neueinsatz	Neueinsatz	S5_ZIEL_ANWENDUNG	EXACT
B3-S026	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe ihn von der Quelle über; dann lass ihn bis zum Sollstand absetzen; dann setze den laufenden Posten um; dann gib einen Anteil zu; dann halte den Posten bereit; dann stelle ihn am Zielgefäß bereit. Neuer lokaler Posten: Bei SICHTBAR_VERBUNDENES_PAAR: Sammle ihn lange.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Quelltransfer] · TRANSFER[Sollabsetzung] · TRANSFER[Umsetzen] · MASS[Zugabe] · SCHLUSS[Bereit] · ZIEL[Zielbereitung] · TRANSFER[Langsammlung]	E285|E286|E287|E288|E289|E290|E291	cheedar chldaiin chedy qokain checthy chealror solkeedy	Quelltransfer → Sollabsetzung → Umsetzen → Zugabe → Bereit → Zielbereitung → Langsammlung	Quelltransfer → Sollabsetzung → Umsetzen → Zugabe → Bereit → Zielbereitung → Langsammlung	S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S6_BEREIT_ABSCHLUSS → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	EXACT
B3-S027	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Führe die lange Folgestufe aus.	NEEDS_EVENT_ALIGNMENT_LEDGER	BEZUG[Langfolgestufe]	E292	qoteedy	Langfolgestufe	Langfolgestufe	S1_BEZUG_FOLGE	EXACT
B3-S028	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Lass ihn länger einwirken; dann lass ihn kurz einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZUSTAND[Langkontakt] · ZUSTAND[Kurzkontakt]	E293|E294	qokeey qokedy	Langkontakt → Kurzkontakt	Langkontakt → Kurzkontakt	S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND	EXACT
B3-S029	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Führe den laufenden Gang fort; dann nimm den ganzen bezeichneten Teil; dann lass ihn kurz einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	BEZUG[Fortsetzung] · MASS[Vollteil] · ZUSTAND[Kurzkontakt]	E295|E296|E297	sol cheeety qokedy	Fortsetzung → Vollteil → Kurzkontakt	Fortsetzung → Vollteil → Kurzkontakt	S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S4_DAUER_ZUSTAND	EXACT
B3-S030	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Setze den Posten ein; dann arbeite nach dem vorgeschriebenen Maß; dann führe ihn im Lauf weiter; dann führe danach den nächsten Posten über.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Einsetzen] · MASS[Sollmaß] · BEZUG[Weiterlauf] · TRANSFER[Folgetransfer]	E298|E299|E300|E301	qoky saiin schedair otchedy	Einsetzen → Sollmaß → Weiterlauf → Folgetransfer	Einsetzen → Sollmaß → Weiterlauf → Folgetransfer	S5_ZIEL_ANWENDUNG → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER	EXACT
B3-S031	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Lass ihn lange einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZUSTAND[Langkontakt]	E302	qokeedy	Langkontakt	Langkontakt	S4_DAUER_ZUSTAND	EXACT
B3-S032	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Führe einen Anteil über; dann setze den laufenden Posten um; dann halte die kurze Sollstufe ein; dann arbeite danach nach dem nächsten Maß; dann führe ihn kurz zum Folgeschritt weiter.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Anteilstransfer] · TRANSFER[Umsetzen] · MASS[Kurzsoll] · MASS[Folgemaß] · BEZUG[Kurzfolge]	E303|E304|E305|E306|E307	chedain chedy qotedaiin otaiin otedy	Anteilstransfer → Umsetzen → Kurzsoll → Folgemaß → Kurzfolge	Anteilstransfer → Umsetzen → Kurzsoll → Folgemaß → Kurzfolge	S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S2_MATERIAL_MASS → S1_BEZUG_FOLGE	EXACT
B3-S033	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Ziehe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[abziehen]	E308	ldy	abziehen	abziehen	S3_PROZESS_TRANSFER	EXACT
B3-S034	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Stelle die Arbeitsstufe ein; dann halte den Posten bereit; dann zerkleinere den Posten; dann arbeite danach nach dem nächsten Maß; dann führe zum Zwischenziel; dann lass ihn kurz absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Arbeitsstufe] · SCHLUSS[Bereit] · MASS[Zerkleinern] · MASS[Folgemaß] · ZIEL[Zwischenziel] · TRANSFER[Kurzabsetzung]	E309|E310|E311|E312|E313|E314	soiiin checthy chety otaiin olsaly shedy	Arbeitsstufe → Bereit → Zerkleinern → Folgemaß → Zwischenziel → Kurzabsetzung	Arbeitsstufe → Bereit → Zerkleinern → Folgemaß → Zwischenziel → Kurzabsetzung	S2_MATERIAL_MASS → S6_BEREIT_ABSCHLUSS → S2_MATERIAL_MASS → S2_MATERIAL_MASS → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	EXACT
B4-S001	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn lange einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZUSTAND[Langkontakt]	E315	qokeedy	Langkontakt	Langkontakt	S4_DAUER_ZUSTAND	EXACT
B4-S002	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Nimm den nächsten Einsatzposten; dann lass ihn länger einwirken; dann lass ihn kurz einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	BEZUG[Weiterposten] · ZUSTAND[Langkontakt] · ZUSTAND[Kurzkontakt]	E316|E317|E318	qolchey qokeey qokedy	Weiterposten → Langkontakt → Kurzkontakt	Weiterposten → Langkontakt → Kurzkontakt	S1_BEZUG_FOLGE → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND	EXACT
