page	locus	target_surfaces	zl3b_line	v25_tokenwise_de	v26_tokenwise_de	v26_working_reading_de	complete_v26
f116r	f116r.50	chckhy	sodal ch al chcthy chckhy qol ain ary	[sodal:?] | [ch:?] | [al:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [chckhy:?] | [qol:?] | Menge-/Klassenwert II | [ary:?]	[sodal:?] | [ch:?] | [al:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | trockene Arzneimischung am Gradanfang | [qol:?] | Menge-/Klassenwert II | [ary:?]	[sodal:?]; [ch:?]; [al:?]; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; trockene Arzneimischung am Gradanfang; [qol:?]; Menge-/Klassenwert II; [ary:?]	False
f116r	f116r.8	dar	dar yteedy chedy qokeey qokain qotody oteedar otedy ldy lchedy	[dar:?] | [yteedy:?] | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II | [qotody:?] | [oteedar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [ldy:?] | getrocknetes Drogenholz	abgemessene Fraktion I | [yteedy:?] | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II | [qotody:?] | [oteedar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [ldy:?] | getrocknetes Drogenholz	abgemessene Fraktion I; [yteedy:?]; trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; heiß, Grad II; [qotody:?]; [oteedar:?]; kalter Ansatz in der Mitte des Grades, abgeschlossen; [ldy:?]; getrocknetes Drogenholz	False
f11r	f11r.6	dair	odl d s y otol chaiin ykchor dair chody cthy s daiin	[odl:?] | [d:?] | [s:?] | [y:?] | kaltes Zubereitungsgut | trocken, Grad III | [ykchor:?] | [dair:?] | [chody:?] | CTH-Drogenmaterial | [s:?] | Grad-/Maßwert III	[odl:?] | [d:?] | [s:?] | [y:?] | kaltes Zubereitungsgut | trocken, Grad III | [ykchor:?] | abgemessene Fraktion II | [chody:?] | CTH-Drogenmaterial | [s:?] | Grad-/Maßwert III	[odl:?]; [d:?]; [s:?]; [y:?]; kaltes Zubereitungsgut; trocken, Grad III; [ykchor:?]; abgemessene Fraktion II; [chody:?]; CTH-Drogenmaterial; [s:?]; Grad-/Maßwert III	False
f11v	f11v.2	chckhy	shol dy chckhy shcthy daiin dam ykchy dain dchy	feucht; nominal feuchtes Gut/Material | [dy:?] | [chckhy:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | Menge/Portion III | [dam:?] | [ykchy:?] | Grad-/Maßwert II | [dchy:?]	feucht; nominal feuchtes Gut/Material | [dy:?] | trockene Arzneimischung am Gradanfang | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | Menge/Portion III | [dam:?] | [ykchy:?] | Grad-/Maßwert II | [dchy:?]	feucht; nominal feuchtes Gut/Material; [dy:?]; trockene Arzneimischung am Gradanfang; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; Menge/Portion III; [dam:?]; [ykchy:?]; Grad-/Maßwert II; [dchy:?]	False
f13r	f13r.3	dar	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	[s:?] | [y:?] | [dchor:?] | feucht, Grad III | [oeees:?] | [ykor:?] | Pflanzen-/Reproduktionsteil | [ytshy:?] | [ykchy:?] | heiß und trocken am Anfang des Grades | [dar:?]	[s:?] | [y:?] | [dchor:?] | feucht, Grad III | [oeees:?] | [ykor:?] | Pflanzen-/Reproduktionsteil | [ytshy:?] | [ykchy:?] | heiß und trocken am Anfang des Grades | abgemessene Fraktion I	[s:?]; [y:?]; [dchor:?]; feucht, Grad III; [oeees:?]; [ykor:?]; Pflanzen-/Reproduktionsteil; [ytshy:?]; [ykchy:?]; heiß und trocken am Anfang des Grades; abgemessene Fraktion I	False
f13r	f13r.6	chckhy	tchor dor daiin qotchol okchy okchor oiin chckhy d	[tchor:?] | [dor:?] | Menge/Portion III | Material: kalt und trocken | heiß-trockener Ansatz am Anfang des Grades | [okchor:?] | Zubereitungsform III | [chckhy:?] | [d:?]	[tchor:?] | [dor:?] | Menge/Portion III | Material: kalt und trocken | heiß-trockener Ansatz am Anfang des Grades | [okchor:?] | Zubereitungsform III | trockene Arzneimischung am Gradanfang | [d:?]	[tchor:?]; [dor:?]; Menge/Portion III; Material: kalt und trocken; heiß-trockener Ansatz am Anfang des Grades; [okchor:?]; Zubereitungsform III; trockene Arzneimischung am Gradanfang; [d:?]	False
f14r	f14r.1	shoiin	pcho daiin chopol shoiin daiin dain	[pcho:?] | Grad-/Maßwert III | [chopol:?] | [shoiin:?] | Grad-/Maßwert III | Grad-/Maßwert II	[pcho:?] | Grad-/Maßwert III | [chopol:?] | Feuchtansatz, Form III | Grad-/Maßwert III | Grad-/Maßwert II	[pcho:?]; Grad-/Maßwert III; [chopol:?]; Feuchtansatz, Form III; Grad-/Maßwert III; Grad-/Maßwert II	False
f14r	f14r.11	dar	dchokchy schol dy shey dar qoty ykeeyky	[dchokchy:?] | trockener Samen/Saatgutstoff/Trockengut | [dy:?] | feucht in der Mitte des Grades | [dar:?] | kalt am Anfang des Grades | [ykeeyky:?]	[dchokchy:?] | trockener Samen/Saatgutstoff/Trockengut | [dy:?] | feucht in der Mitte des Grades | abgemessene Fraktion I | kalt am Anfang des Grades | [ykeeyky:?]	[dchokchy:?]; trockener Samen/Saatgutstoff/Trockengut; [dy:?]; feucht in der Mitte des Grades; abgemessene Fraktion I; kalt am Anfang des Grades; [ykeeyky:?]	False
f14r	f14r.5	dar	qokchol dar dalo qotolo	[qokchol:?] | [dar:?] | [dalo:?] | [qotolo:?]	[qokchol:?] | abgemessene Fraktion I | [dalo:?] | [qotolo:?]	[qokchol:?]; abgemessene Fraktion I; [dalo:?]; [qotolo:?]	False
f14r	f14r.7	chckhy	otcho dain chckhy	[otcho:?] | Grad-/Maßwert II | [chckhy:?]	[otcho:?] | Grad-/Maßwert II | trockene Arzneimischung am Gradanfang	[otcho:?]; Grad-/Maßwert II; trockene Arzneimischung am Gradanfang	False
f14v	f14v.6	chckhy	qoty choky cthy chokchy dy dy dy chckhy dchyd n	kalt am Anfang des Grades | heiß-trockene Zubereitung, Grundform | CTH-Drogenmaterial | Trockenansatz: heiß-trockene Grundform | [dy:?] | [dy:?] | [dy:?] | [chckhy:?] | [dchyd:?] | [n:?]	kalt am Anfang des Grades | heiß-trockene Zubereitung, Grundform | CTH-Drogenmaterial | Trockenansatz: heiß-trockene Grundform | [dy:?] | [dy:?] | [dy:?] | trockene Arzneimischung am Gradanfang | [dchyd:?] | [n:?]	kalt am Anfang des Grades; heiß-trockene Zubereitung, Grundform; CTH-Drogenmaterial; Trockenansatz: heiß-trockene Grundform; [dy:?]; [dy:?]; [dy:?]; trockene Arzneimischung am Gradanfang; [dchyd:?]; [n:?]	False
f14v	f14v.8	dair	chokshor daiin okshody daiin dol dair dam	[chokshor:?] | Menge/Portion III | [okshody:?] | Grad-/Maßwert III | Materialmaß | [dair:?] | [dam:?]	[chokshor:?] | Menge/Portion III | [okshody:?] | Grad-/Maßwert III | Materialmaß | abgemessene Fraktion II | [dam:?]	[chokshor:?]; Menge/Portion III; [okshody:?]; Grad-/Maßwert III; Materialmaß; abgemessene Fraktion II; [dam:?]	False
f15v	f15v.2	dar	chor or oro r aiin cthy ain dar	Pflanzen-/Reproduktionsteil | Teil-/Nominalträger; genaue Basisbedeutung offen | [oro:?] | [r:?] | Menge III | CTH-Drogenmaterial | Menge-/Klassenwert II | [dar:?]	Pflanzen-/Reproduktionsteil | Teil-/Nominalträger; genaue Basisbedeutung offen | [oro:?] | [r:?] | Menge III | CTH-Drogenmaterial | Menge-/Klassenwert II | abgemessene Fraktion I	Pflanzen-/Reproduktionsteil; Teil-/Nominalträger; genaue Basisbedeutung offen; [oro:?]; [r:?]; Menge III; CTH-Drogenmaterial; Menge-/Klassenwert II; abgemessene Fraktion I	False
f16v	f16v.10	chckhy	qokchy chy dy ykchy chckhy otain cthor cthy	heiß und trocken am Anfang des Grades | trocken am Anfang des Grades | [dy:?] | [ykchy:?] | [chckhy:?] | kalt im Zubereitungsrahmen, Grad II | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | CTH-Drogenmaterial	heiß und trocken am Anfang des Grades | trocken am Anfang des Grades | [dy:?] | [ykchy:?] | trockene Arzneimischung am Gradanfang | kalt im Zubereitungsrahmen, Grad II | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | CTH-Drogenmaterial	heiß und trocken am Anfang des Grades; trocken am Anfang des Grades; [dy:?]; [ykchy:?]; trockene Arzneimischung am Gradanfang; kalt im Zubereitungsrahmen, Grad II; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; CTH-Drogenmaterial	False
f17r	f17r.10	dar	dar chear dcheor sain y mol	[dar:?] | trockene Fraktion I | [dcheor:?] | [sain:?] | [y:?] | [mol:?]	abgemessene Fraktion I | trockene Fraktion I | [dcheor:?] | [sain:?] | [y:?] | [mol:?]	abgemessene Fraktion I; trockene Fraktion I; [dcheor:?]; [sain:?]; [y:?]; [mol:?]	False
f17r	f17r.5	dair	ychekchy cthy chor shor cphor cphaldy dair cthey qody	[ychekchy:?] | CTH-Drogenmaterial | Pflanzen-/Reproduktionsteil | Blüten-/Fruchtstand; reproduktiver Teil | [cphor:?] | [cphaldy:?] | [dair:?] | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [qody:?]	[ychekchy:?] | CTH-Drogenmaterial | Pflanzen-/Reproduktionsteil | Blüten-/Fruchtstand; reproduktiver Teil | [cphor:?] | [cphaldy:?] | abgemessene Fraktion II | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [qody:?]	[ychekchy:?]; CTH-Drogenmaterial; Pflanzen-/Reproduktionsteil; Blüten-/Fruchtstand; reproduktiver Teil; [cphor:?]; [cphaldy:?]; abgemessene Fraktion II; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; [qody:?]	False
f17v	f17v.10	daiir	oytor okeor okar okol daiir ar	[oytor:?] | [okeor:?] | [okar:?] | [okol:?] | [daiir:?] | [ar:?]	[oytor:?] | [okeor:?] | [okar:?] | [okol:?] | abgemessene Fraktion III | [ar:?]	[oytor:?]; [okeor:?]; [okar:?]; [okol:?]; abgemessene Fraktion III; [ar:?]	False
f17v	f17v.12	chckhey	oy choy keaiin chckhey ol chor	[oy:?] | [choy:?] | [keaiin:?] | [chckhey:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Pflanzen-/Reproduktionsteil	[oy:?] | [choy:?] | [keaiin:?] | trockene Arzneimischung in der Gradmitte | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Pflanzen-/Reproduktionsteil	[oy:?]; [choy:?]; [keaiin:?]; trockene Arzneimischung in der Gradmitte; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Pflanzen-/Reproduktionsteil	False
f17v	f17v.22	dar	qokeee dar chey keeor cheeol ctheey cthy	[qokeee:?] | [dar:?] | trocken in der Mitte des Grades | [keeor:?] | [cheeol:?] | CTH-Drogenmaterial, Form II | CTH-Drogenmaterial	[qokeee:?] | abgemessene Fraktion I | trocken in der Mitte des Grades | [keeor:?] | [cheeol:?] | CTH-Drogenmaterial, Form II | CTH-Drogenmaterial	[qokeee:?]; abgemessene Fraktion I; trocken in der Mitte des Grades; [keeor:?]; [cheeol:?]; CTH-Drogenmaterial, Form II; CTH-Drogenmaterial	False
f17v	f17v.5	dar	ychol chol dolcheey tchol dar ckhy	[ychol:?] | trocken; nominal trockenes Gut/Material | [dolcheey:?] | [tchol:?] | [dar:?] | [ckhy:?]	[ychol:?] | trocken; nominal trockenes Gut/Material | [dolcheey:?] | [tchol:?] | abgemessene Fraktion I | [ckhy:?]	[ychol:?]; trocken; nominal trockenes Gut/Material; [dolcheey:?]; [tchol:?]; abgemessene Fraktion I; [ckhy:?]	False
f18r	f18r.1	dar|chckhy	pdrairdy darod yoar ykchol dar om chckhy octhor dal	[pdrairdy:?] | [darod:?] | [yoar:?] | [ykchol:?] | [dar:?] | [om:?] | [chckhy:?] | [octhor:?] | [dal:?]	[pdrairdy:?] | [darod:?] | [yoar:?] | [ykchol:?] | abgemessene Fraktion I | [om:?] | trockene Arzneimischung am Gradanfang | [octhor:?] | [dal:?]	[pdrairdy:?]; [darod:?]; [yoar:?]; [ykchol:?]; abgemessene Fraktion I; [om:?]; trockene Arzneimischung am Gradanfang; [octhor:?]; [dal:?]	False
f18r	f18r.10	dar	dar shor qokchol ol ydaiin	[dar:?] | Blüten-/Fruchtstand; reproduktiver Teil | [qokchol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ydaiin:?]	abgemessene Fraktion I | Blüten-/Fruchtstand; reproduktiver Teil | [qokchol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ydaiin:?]	abgemessene Fraktion I; Blüten-/Fruchtstand; reproduktiver Teil; [qokchol:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [ydaiin:?]	False
f18r	f18r.13	dar	or shaiin cthar cthal okal dar	Teil-/Nominalträger; genaue Basisbedeutung offen | feucht, Grad III | CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I | [cthal:?] | Ansatz aus heißem Rohstoff, Form I | [dar:?]	Teil-/Nominalträger; genaue Basisbedeutung offen | feucht, Grad III | CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I | [cthal:?] | Ansatz aus heißem Rohstoff, Form I | abgemessene Fraktion I	Teil-/Nominalträger; genaue Basisbedeutung offen; feucht, Grad III; CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I; [cthal:?]; Ansatz aus heißem Rohstoff, Form I; abgemessene Fraktion I	False
f18r	f18r.6	dair|dar	ychy kchor dair ytol chcthy dar dar dal	[ychy:?] | [kchor:?] | [dair:?] | [ytol:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [dar:?] | [dar:?] | [dal:?]	[ychy:?] | [kchor:?] | abgemessene Fraktion II | [ytol:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | abgemessene Fraktion I | abgemessene Fraktion I | [dal:?]	[ychy:?]; [kchor:?]; abgemessene Fraktion II; [ytol:?]; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; abgemessene Fraktion I; abgemessene Fraktion I; [dal:?]	False
f18v	f18v.10	dair	yko dshy dair ykol dom	[yko:?] | [dshy:?] | [dair:?] | [ykol:?] | [dom:?]	[yko:?] | [dshy:?] | abgemessene Fraktion II | [ykol:?] | [dom:?]	[yko:?]; [dshy:?]; abgemessene Fraktion II; [ykol:?]; [dom:?]	False
f18v	f18v.4	dar	qotchy qokay qokchy ykcho ydl dar	kalt und trocken am Anfang des Grades | [qokay:?] | heiß und trocken am Anfang des Grades | [ykcho:?] | [ydl:?] | [dar:?]	kalt und trocken am Anfang des Grades | [qokay:?] | heiß und trocken am Anfang des Grades | [ykcho:?] | [ydl:?] | abgemessene Fraktion I	kalt und trocken am Anfang des Grades; [qokay:?]; heiß und trocken am Anfang des Grades; [ykcho:?]; [ydl:?]; abgemessene Fraktion I	False
f18v	f18v.5	daiir	ychoees ykchy qol kchy qotchol daiir om	[ychoees:?] | [ykchy:?] | [qol:?] | heiß und trocken am Anfang des Grades | Material: kalt und trocken | [daiir:?] | [om:?]	[ychoees:?] | [ykchy:?] | [qol:?] | heiß und trocken am Anfang des Grades | Material: kalt und trocken | abgemessene Fraktion III | [om:?]	[ychoees:?]; [ykchy:?]; [qol:?]; heiß und trocken am Anfang des Grades; Material: kalt und trocken; abgemessene Fraktion III; [om:?]	False
f18v	f18v.7	dar	ychol dor chod qokol daiin qokol dar dy	[ychol:?] | [dor:?] | [chod:?] | [qokol:?] | Qualitätsgrad III | [qokol:?] | [dar:?] | [dy:?]	[ychol:?] | [dor:?] | [chod:?] | [qokol:?] | Qualitätsgrad III | [qokol:?] | abgemessene Fraktion I | [dy:?]	[ychol:?]; [dor:?]; [chod:?]; [qokol:?]; Qualitätsgrad III; [qokol:?]; abgemessene Fraktion I; [dy:?]	False
f19r	f19r.4	chckhy	qokorar daiin chckhy shy kchor	[qokorar:?] | Grad-/Maßwert III | [chckhy:?] | feucht am Anfang des Grades | [kchor:?]	[qokorar:?] | Grad-/Maßwert III | trockene Arzneimischung am Gradanfang | feucht am Anfang des Grades | [kchor:?]	[qokorar:?]; Grad-/Maßwert III; trockene Arzneimischung am Gradanfang; feucht am Anfang des Grades; [kchor:?]	False
f19r	f19r.7	dar	qok cho ky cthar dor chan dar	[qok:?] | [cho:?] | heiß am Anfang des Grades | CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I | [dor:?] | trocken, Grad I | [dar:?]	[qok:?] | [cho:?] | heiß am Anfang des Grades | CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I | [dor:?] | trocken, Grad I | abgemessene Fraktion I	[qok:?]; [cho:?]; heiß am Anfang des Grades; CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I; [dor:?]; trocken, Grad I; abgemessene Fraktion I	False
f20r	f20r.12	shoiin|dar	shoiin cheody otchey otchy tchy qoteey daiin dar	[shoiin:?] | getrockneter Ansatz | kalt-trockener Ansatz in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | kalt und trocken am Anfang des Grades | kalt am Ende des Grades | Grad-/Maßwert III | [dar:?]	Feuchtansatz, Form III | getrockneter Ansatz | kalt-trockener Ansatz in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | kalt und trocken am Anfang des Grades | kalt am Ende des Grades | Grad-/Maßwert III | abgemessene Fraktion I	Feuchtansatz, Form III; getrockneter Ansatz; kalt-trockener Ansatz in der Mitte des Grades; kalt-trockener Ansatz am Anfang des Grades; kalt und trocken am Anfang des Grades; kalt am Ende des Grades; Grad-/Maßwert III; abgemessene Fraktion I	True
f22r	f22r.3	dar	qokol dykaiin o kchy daiin cthol ctholo dar shain	[qokol:?] | [dykaiin:?] | [o:?] | heiß und trocken am Anfang des Grades | Grad-/Maßwert III | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [ctholo:?] | [dar:?] | feucht, Grad II	[qokol:?] | [dykaiin:?] | [o:?] | heiß und trocken am Anfang des Grades | Grad-/Maßwert III | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [ctholo:?] | abgemessene Fraktion I | feucht, Grad II	[qokol:?]; [dykaiin:?]; [o:?]; heiß und trocken am Anfang des Grades; Grad-/Maßwert III; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; [ctholo:?]; abgemessene Fraktion I; feucht, Grad II	False
f22r	f22r.5	dar	ol daiin qokchy dar daiin chor oldor oky y choldchy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | heiß und trocken am Anfang des Grades | [dar:?] | Grad-/Maßwert III | Pflanzen-/Reproduktionsteil | [oldor:?] | heißer Ansatz am Anfang des Grades | [y:?] | [choldchy:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | heiß und trocken am Anfang des Grades | abgemessene Fraktion I | Grad-/Maßwert III | Pflanzen-/Reproduktionsteil | [oldor:?] | heißer Ansatz am Anfang des Grades | [y:?] | [choldchy:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; heiß und trocken am Anfang des Grades; abgemessene Fraktion I; Grad-/Maßwert III; Pflanzen-/Reproduktionsteil; [oldor:?]; heißer Ansatz am Anfang des Grades; [y:?]; [choldchy:?]	False
f23r	f23r.10	dar	qok okaiin chkchy s yteain odal chal dy dar ykain	[qok:?] | heiß, Grad III, im Ansatzrahmen | [chkchy:?] | [s:?] | [yteain:?] | [odal:?] | [chal:?] | [dy:?] | [dar:?] | [ykain:?]	[qok:?] | heiß, Grad III, im Ansatzrahmen | [chkchy:?] | [s:?] | [yteain:?] | [odal:?] | [chal:?] | [dy:?] | abgemessene Fraktion I | [ykain:?]	[qok:?]; heiß, Grad III, im Ansatzrahmen; [chkchy:?]; [s:?]; [yteain:?]; [odal:?]; [chal:?]; [dy:?]; abgemessene Fraktion I; [ykain:?]	False
f23r	f23r.5	dair	ychor qokchol ytym chol dair chol ar ol ol dol dain	[ychor:?] | [qokchol:?] | [ytym:?] | trocken; nominal trockenes Gut/Material | [dair:?] | trocken; nominal trockenes Gut/Material | [ar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Materialmaß | Qualitätsgrad II	[ychor:?] | [qokchol:?] | [ytym:?] | trocken; nominal trockenes Gut/Material | abgemessene Fraktion II | trocken; nominal trockenes Gut/Material | [ar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Materialmaß | Qualitätsgrad II	[ychor:?]; [qokchol:?]; [ytym:?]; trocken; nominal trockenes Gut/Material; abgemessene Fraktion II; trocken; nominal trockenes Gut/Material; [ar:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Materialmaß; Qualitätsgrad II	False
f23r	f23r.6	dar	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	[tshol:?] | [y:?] | [kor:?] | heiß, Grad III | [yky:?] | [dar:?] | [okol:?] | [dchey:?] | [daiidal:?] | [dam:?] | [ytcho:?] | [ldals:?]	[tshol:?] | [y:?] | [kor:?] | heiß, Grad III | [yky:?] | abgemessene Fraktion I | [okol:?] | [dchey:?] | [daiidal:?] | [dam:?] | [ytcho:?] | [ldals:?]	[tshol:?]; [y:?]; [kor:?]; heiß, Grad III; [yky:?]; abgemessene Fraktion I; [okol:?]; [dchey:?]; [daiidal:?]; [dam:?]; [ytcho:?]; [ldals:?]	False
f23r	f23r.7	dar	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	[okar:?] | [olchar:?] | feucht, Grad III | [qokchol:?] | [dar:?] | [qokchol:?] | [dairo:?] | [r:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [alg:?]	[okar:?] | [olchar:?] | feucht, Grad III | [qokchol:?] | abgemessene Fraktion I | [qokchol:?] | [dairo:?] | [r:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [alg:?]	[okar:?]; [olchar:?]; feucht, Grad III; [qokchol:?]; abgemessene Fraktion I; [qokchol:?]; [dairo:?]; [r:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; [alg:?]	False
f23r	f23r.8	daiir	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	heiß und feucht am Anfang des Grades | [char:?] | [daiir:?] | heiß, Grad III | [olol:?] | [qoaiin:?] | [ykchy:?] | [s:?] | [dal:?] | heiß-trockener Ansatz am Anfang des Grades	heiß und feucht am Anfang des Grades | [char:?] | abgemessene Fraktion III | heiß, Grad III | [olol:?] | [qoaiin:?] | [ykchy:?] | [s:?] | [dal:?] | heiß-trockener Ansatz am Anfang des Grades	heiß und feucht am Anfang des Grades; [char:?]; abgemessene Fraktion III; heiß, Grad III; [olol:?]; [qoaiin:?]; [ykchy:?]; [s:?]; [dal:?]; heiß-trockener Ansatz am Anfang des Grades	False
f23v	f23v.4	dair|dar	okchey dair sholol ol dal otchor dar	heiß-trockener Ansatz in der Mitte des Grades | [dair:?] | [sholol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [dal:?] | kalt-trockene Drogenportion im Ansatz | [dar:?]	heiß-trockener Ansatz in der Mitte des Grades | abgemessene Fraktion II | [sholol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [dal:?] | kalt-trockene Drogenportion im Ansatz | abgemessene Fraktion I	heiß-trockener Ansatz in der Mitte des Grades; abgemessene Fraktion II; [sholol:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [dal:?]; kalt-trockene Drogenportion im Ansatz; abgemessene Fraktion I	False
f23v	f23v.9	dar	otshy dal dar oldar ar or qoto l chees g	kalt-feuchter Ansatz am Anfang des Grades | [dal:?] | [dar:?] | [oldar:?] | [ar:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [qoto:?] | [l:?] | [chees:?] | [g:?]	kalt-feuchter Ansatz am Anfang des Grades | [dal:?] | abgemessene Fraktion I | [oldar:?] | [ar:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [qoto:?] | [l:?] | [chees:?] | [g:?]	kalt-feuchter Ansatz am Anfang des Grades; [dal:?]; abgemessene Fraktion I; [oldar:?]; [ar:?]; Teil-/Nominalträger; genaue Basisbedeutung offen; [qoto:?]; [l:?]; [chees:?]; [g:?]	False
f24v	f24v.7	dar	ycheol daid dar olom	[ycheol:?] | [daid:?] | [dar:?] | [olom:?]	[ycheol:?] | [daid:?] | abgemessene Fraktion I | [olom:?]	[ycheol:?]; [daid:?]; abgemessene Fraktion I; [olom:?]	False
f25r	f25r.7	dair	dair otaiir otosy	[dair:?] | [otaiir:?] | [otosy:?]	abgemessene Fraktion II | [otaiir:?] | [otosy:?]	abgemessene Fraktion II; [otaiir:?]; [otosy:?]	False
f25v	f25v.5	dar	dar chokeey dshor dshey qochol dol cho daiin daiin	[dar:?] | [chokeey:?] | [dshor:?] | [dshey:?] | [qochol:?] | Materialmaß | [cho:?] | Grad-/Maßwert III | Grad-/Maßwert III	abgemessene Fraktion I | [chokeey:?] | [dshor:?] | [dshey:?] | [qochol:?] | Materialmaß | [cho:?] | Grad-/Maßwert III | Grad-/Maßwert III	abgemessene Fraktion I; [chokeey:?]; [dshor:?]; [dshey:?]; [qochol:?]; Materialmaß; [cho:?]; Grad-/Maßwert III; Grad-/Maßwert III	False
f26r	f26r.7	dar	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar	[pcho:?] | heiß in der Mitte des Grades, abgeschlossen | [dar:?] | [sheo:?] | [ypchseds:?] | [s:?] | Menge III | [sha:?] | [p:?] | [chedyfchy:?] | [dalchedy:?] | Samenfraktion I	[pcho:?] | heiß in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I | [sheo:?] | [ypchseds:?] | [s:?] | Menge III | [sha:?] | [p:?] | [chedyfchy:?] | [dalchedy:?] | Samenfraktion I	[pcho:?]; heiß in der Mitte des Grades, abgeschlossen; abgemessene Fraktion I; [sheo:?]; [ypchseds:?]; [s:?]; Menge III; [sha:?]; [p:?]; [chedyfchy:?]; [dalchedy:?]; Samenfraktion I	False
