statement_id	record_unit_id	page	boundary_from_previous	owner_trace	terminal_status	shared_event_count	local_event_count	atomic_card_chain_de	continuous_atomic_clause_de
B4-S011	B4	f83r	OWNER_RESET	linke offene Fransen-/Unterlaufstation	TERMINAL	5	2	Sollmaß | kurz wärmen | Langfortsetzung | Anteil zugeben | überführen | weiter | Kurzabzug; Schluss	Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.
B4-S012	B4	f83r	FRESH_AFTER_CLOSE	linke offene Fransen-/Unterlaufstation	TERMINAL	1	0	abführen; Schluss	Neuer Schritt: abführen; Schluss.
B4-S013	B4	f83r	FRESH_AFTER_CLOSE	linke offene Fransen-/Unterlaufstation	TERMINAL	1	1	Weiter einsetzen | kurz absetzen; Schluss	Neuer Schritt: Weiter einsetzen — kurz absetzen; Schluss.
B4-S014	B4	f83r	FRESH_AFTER_CLOSE	linke offene Fransen-/Unterlaufstation	TERMINAL	2	2	Ansatz | dies | Kurzdurchgang | Laufschluss	Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.
B4-S015	B4	f83r	FRESH_AFTER_CLOSE	linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation	TERMINAL	4	2	Anteil zugeben | Klarauszug | Anteil | Zielpassage | Kurzsammlung | abführen; Schluss	Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.
B4-S016	B4	f83r	FRESH_AFTER_CLOSE	rechte S-Lauf-/Mehrarmknotenstation	TERMINAL	3	1	weiterer Anteil | dorthin | Quellausguss | kurz absetzen; Schluss	Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.
B5-S001	B5	f83r	RECORD_START	linker offener Fransen-Endposten	TERMINAL	0	1	Nachtransfer; Schluss	Besitzer »linker offener Fransen-Endposten«: Nachtransfer; Schluss.
B5-S002	B5	f83r	FRESH_AFTER_CLOSE	linker offener Fransen-Endposten	TERMINAL	1	0	einführen; Schluss	Neuer Schritt: einführen; Schluss.
B5-S003	B5	f83r	FRESH_AFTER_CLOSE	linker offener Fransen-Endposten	NONCLOSE	6	3	am Ziel absetzen | dorthin | weiter | Weiterabzug | Zieltransfer | Sollmaß | weiter | Endstufe | überführen	Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.
B6-S001	B6	f83r	RECORD_START	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE	5	4	Langsammlung | Kurzbearbeitung | Endposten | weiter | Sollmaß | weiter | Einlage | dies | Endziel	Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.
