control_class	span_id	page	locus	head_ordinal	head_surface	value_ordinal	value_surface	value_label	written_span_eva	reader_exact	preparation_ordinal	preparation_surface	semantic_identity_credit	component_export_credit	x_ordinal	x_surface	selected_local_dispatch	anchor_occurrence_id	anchor_class	surface	physical_folio	line_number	ordinal	token_index	line_token_count	written_line_eva
EXACT_STATE_OR_OLY_ANCHOR		f20r	f20r.8							1			0	0				G769-A0074	STATE_DRY	cheo	f20	8	2	2	4	schodain cheo r cheody
EXACT_STATE_OR_OLY_ANCHOR		f21r	f21r.3							1			0	0				G769-A0075	STATE_DRY	cheor	f21	3	5	5	10	qotol shy o l cheor chy qokchey chey keey dy
EXACT_STATE_OR_OLY_ANCHOR		f21r	f21r.7							1			0	0				G769-A0076	STATE_DRY	cheor	f21	7	2	2	6	shoeor cheor chokeody cho cthor shy
EXACT_STATE_OR_OLY_ANCHOR		f23r	f23r.9							1			0	0				G769-A0077	OLY_PROCESS_CLOSE	oly	f23	9	10	10	12	okol ok shy qokol dy dal dshe qokeees y oly daiin dal
EXACT_STATE_OR_OLY_ANCHOR		f24r	f24r.7							1			0	0				G769-A0078	STATE_DRY	cheor	f24	7	5	5	7	q kar chtar s cheor cthol qodol
EXACT_STATE_OR_OLY_ANCHOR		f26r	f26r.7							1			0	0				G769-A0079	STATE_MOIST	sheo	f26	7	4	4	12	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar
EXACT_STATE_OR_OLY_ANCHOR		f28v	f28v.2							1			0	0				G769-A0080	STATE_DRY	cheor	f28	2	9	9	10	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o
EXACT_STATE_OR_OLY_ANCHOR		f28v	f28v.4							1			0	0				G769-A0081	STATE_DRY	cheor	f28	4	2	2	10	tshoiin cheor chor o chty qotol sheol shor daiin qoty
EXACT_STATE_OR_OLY_ANCHOR		f29r	f29r.5							1			0	0				G769-A0082	STATE_DRY	cheor	f29	5	2	2	8	kcheol cheor sheos sheey teey da shos o
EXACT_STATE_OR_OLY_ANCHOR		f2v	f2v.4							1			0	0				G769-A0083	STATE_DRY	cheor	f2	4	3	3	4	sho cholo cheor chodaiin
EXACT_STATE_OR_OLY_ANCHOR		f30r	f30r.2							1			0	0				G769-A0084	STATE_DRY	cheor	f30	2	6	6	10	ychody chey chkeey ksho keeor cheor shey she keeodol sy
EXACT_STATE_OR_OLY_ANCHOR		f30r	f30r.11							1			0	0				G769-A0085	STATE_DRY	cheor	f30	11	2	2	9	qotchor cheor chey cheor chey soeeb ydey sor daiin
EXACT_STATE_OR_OLY_ANCHOR		f30r	f30r.11							1			0	0				G769-A0086	STATE_DRY	cheor	f30	11	4	4	9	qotchor cheor chey cheor chey soeeb ydey sor daiin
EXACT_STATE_OR_OLY_ANCHOR		f32r	f32r.2							1			0	0				G769-A0087	STATE_MOIST	sheor	f32	2	3	3	7	okor okchor sheor ckhy dal dshodar qotchol
EXACT_STATE_OR_OLY_ANCHOR		f34r	f34r.10							1			0	0				G769-A0088	OLY_PROCESS_CLOSE	oly	f34	10	3	3	5	tcheo olchckhy oly otchdy chefalchhs
EXACT_STATE_OR_OLY_ANCHOR		f34r	f34r.13							1			0	0				G769-A0089	OLY_PROCESS_CLOSE	oly	f34	13	4	4	11	ykeo lor ochey oly okaly kechdy qokchdy chor ar aiiin daly
EXACT_STATE_OR_OLY_ANCHOR		f37r	f37r.8							1			0	0				G769-A0090	STATE_MOIST	sheor	f37	8	7	7	8	koiin chorody qokaiin ory otal shor sheor dar
EXACT_STATE_OR_OLY_ANCHOR		f38r	f38r.1							1			0	0				G769-A0091	OLY_PROCESS_CLOSE	oly	f38	1	6	6	7	tolor chockhy oky choiin okshol oly oky
EXACT_STATE_OR_OLY_ANCHOR		f39v	f39v.4							1			0	0				G769-A0092	STATE_DRY	cheor	f39	4	4	4	14	y okeey chody cheor aiin okody chodal ykedy qokedy dal o d aiin shky
EXACT_STATE_OR_OLY_ANCHOR		f39v	f39v.9							1			0	0				G769-A0093	STATE_DRY	cheor	f39	9	6	6	13	tar aiin dal ar ain cheor ydam shody okal shd y kshy or
EXACT_STATE_OR_OLY_ANCHOR		f3r	f3r.19							1			0	0				G769-A0094	STATE_DRY	cheor	f3	19	3	3	9	otchor ol cheor qoeor dair qoteol qosaiin chor cthy
EXACT_STATE_OR_OLY_ANCHOR		f3v	f3v.1							1			0	0				G769-A0095	OLY_PROCESS_CLOSE	oly	f3	1	8	8	8	koaiin cphor qotoy sha ckhol ykoaiin s oly
EXACT_STATE_OR_OLY_ANCHOR		f3v	f3v.6							1			0	0				G769-A0096	STATE_DRY	cheor	f3	6	2	2	5	or cheor kor chodaly chom
EXACT_STATE_OR_OLY_ANCHOR		f40v	f40v.5							1			0	0				G769-A0097	OLY_PROCESS_CLOSE	oly	f40	5	3	3	4	solaiin okar oly chckhy
EXACT_STATE_OR_OLY_ANCHOR		f41r	f41r.9							1			0	0				G769-A0098	STATE_DRY	cheo	f41	9	8	8	10	qokeedy okedy chekedy chedy chckheody chekol daiin cheo al otedy
EXACT_STATE_OR_OLY_ANCHOR		f41v	f41v.7							1			0	0				G769-A0099	OLY_PROCESS_CLOSE	oly	f41	7	9	9	9	ykeey okey ykeeol ckhdy chdal ykeo aiin okeody oly
EXACT_STATE_OR_OLY_ANCHOR		f42r	f42r.16							1			0	0				G769-A0100	STATE_MOIST	sheor	f42	16	2	2	6	pydaiin sheor shaiin tsh olchy sholy
EXACT_STATE_OR_OLY_ANCHOR		f43v	f43v.11							1			0	0				G769-A0101	STATE_MOIST	sheo	f43	11	7	7	12	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she
EXACT_STATE_OR_OLY_ANCHOR		f47r	f47r.1							1			0	0				G769-A0102	OLY_PROCESS_CLOSE	oly	f47	1	2	2	6	chair oly sheaiin shol daiin chdy
EXACT_STATE_OR_OLY_ANCHOR		f47v	f47v.1							1			0	0				G769-A0103	STATE_DRY	cheor	f47	1	2	2	6	psheot cheor cholsho chopchy sal sary
EXACT_STATE_OR_OLY_ANCHOR		f47v	f47v.6							1			0	0				G769-A0104	STATE_DRY	cheor	f47	6	2	2	5	chody cheor saiin dochod chol
EXACT_STATE_OR_OLY_ANCHOR		f48v	f48v.9							1			0	0				G769-A0105	OLY_PROCESS_CLOSE	oly	f48	9	6	6	12	tor shody okal otchedy cheky oly loldy lol otchdy otoldy ytam otedy
EXACT_STATE_OR_OLY_ANCHOR		f49r	f49r.5							1			0	0				G769-A0106	STATE_MOIST	sheor	f49	5	2	2	5	chor sheor chey teey qotan
EXACT_STATE_OR_OLY_ANCHOR		f49r	f49r.12							1			0	0				G769-A0107	STATE_DRY	cheo	f49	12	2	2	5	podaiin cheo kcho daiin chcthy
EXACT_STATE_OR_OLY_ANCHOR		f49r	f49r.18							1			0	0				G769-A0108	STATE_MOIST	sheor	f49	18	1	1	7	sheor cheol od cho dcheeey qot chotchy
EXACT_STATE_OR_OLY_ANCHOR		f49v	f49v.16							1			0	0				G769-A0109	STATE_DRY	cheo	f49	16	2	2	4	qoteees cheo daiin dol
EXACT_STATE_OR_OLY_ANCHOR		f49v	f49v.34							1			0	0				G769-A0110	STATE_MOIST	sheo	f49	34	3	3	4	shocho oaiin sheo choty
EXACT_STATE_OR_OLY_ANCHOR		f49v	f49v.38							1			0	0				G769-A0111	STATE_DRY	cheor	f49	38	3	3	9	chokeo sho cheor cheokchet chor daiin dy daiin qokg
EXACT_STATE_OR_OLY_ANCHOR		f49v	f49v.42							1			0	0				G769-A0112	STATE_DRY	cheo	f49	42	2	2	8	qokeaiin cheo chor choteey kcheol dain cho daisin
EXACT_STATE_OR_OLY_ANCHOR		f4v	f4v.2							1			0	0				G769-A0113	STATE_MOIST	sheo	f4	2	6	6	8	ol chey chy cthy shkchor sheo cheory choldy
EXACT_STATE_OR_OLY_ANCHOR		f4v	f4v.10							1			0	0				G769-A0114	STATE_MOIST	sheo	f4	10	2	2	5	otaiin sheo okeody chol chokeody
EXACT_STATE_OR_OLY_ANCHOR		f4v	f4v.13							1			0	0				G769-A0115	STATE_DRY	cheor	f4	13	3	3	6	shody s cheor chokody shodaiin qoty
EXACT_STATE_OR_OLY_ANCHOR		f51r	f51r.15							1			0	0				G769-A0116	STATE_DRY	cheor	f51	15	2	2	7	qokol cheor ckhal s or aldy otal
EXACT_STATE_OR_OLY_ANCHOR		f51v	f51v.10							1			0	0				G769-A0117	STATE_MOIST	sheo	f51	10	2	2	4	ykeol sheo qokody fold
EXACT_STATE_OR_OLY_ANCHOR		f54v	f54v.2							1			0	0				G769-A0118	STATE_DRY	cheor	f54	2	5	5	8	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal
EXACT_STATE_OR_OLY_ANCHOR		f56v	f56v.14							1			0	0				G769-A0119	STATE_DRY	cheo	f56	14	2	2	6	chol cheo kchol chol choky chotor
EXACT_STATE_OR_OLY_ANCHOR		f58r	f58r.13							1			0	0				G769-A0120	OLY_PROCESS_CLOSE	oly	f58	13	10	10	10	ytar sheear cheoldy ykeol cheal cheody chal chaiin ol oly
EXACT_STATE_OR_OLY_ANCHOR		f58r	f58r.14							1			0	0				G769-A0121	OLY_PROCESS_CLOSE	oly	f58	14	8	8	9	sharam okair chekaiin ytchaly dalchal ykal okalal oly chal
EXACT_STATE_OR_OLY_ANCHOR		f58r	f58r.29							1			0	0				G769-A0122	STATE_DRY	cheor	f58	29	2	2	13	odalar cheor sar alol daly cheom chor ar aldam chal cheal r omy
EXACT_STATE_OR_OLY_ANCHOR		f58r	f58r.33							1			0	0				G769-A0123	STATE_DRY	cheor	f58	33	4	4	8	schoy dalols qokalos cheor oekeody qokaly qokar dy
EXACT_STATE_OR_OLY_ANCHOR		f58v	f58v.35							1			0	0				G769-A0124	STATE_MOIST	sheo	f58	35	8	8	10	daiin otain okain chey okeey qokeeos olar sheo daly dalychs
EXACT_STATE_OR_OLY_ANCHOR		f5r	f5r.4							1			0	0				G769-A0125	STATE_DRY	cheor	f5	4	5	5	6	otain sheody chan s cheor chocthy
EXACT_STATE_OR_OLY_ANCHOR		f5r	f5r.7							1			0	0				G769-A0126	STATE_DRY	cheo	f5	7	3	3	5	qotoeey keey cheo kchy shody
EXACT_STATE_OR_OLY_ANCHOR		f66r	f66r.64							1			0	0				G769-A0127	STATE_MOIST	sheor	f66	64	9	9	10	dalcheeeky sheol dairody chekchy shed ykesho l lor sheor cheal
EXACT_STATE_OR_OLY_ANCHOR		f66r	f66r.69							1			0	0				G769-A0128	OLY_PROCESS_CLOSE	oly	f66	69	9	9	9	tosheo qokaldy oky ol kcheeky qoky dary okees oly
EXACT_STATE_OR_OLY_ANCHOR		f66r	f66r.75							1			0	0				G769-A0129	STATE_MOIST	sheor	f66	75	2	2	12	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol
EXACT_STATE_OR_OLY_ANCHOR		f66v	f66v.6							1			0	0				G769-A0130	STATE_MOIST	sheo	f66	6	6	6	9	tchod sheody shckhed chos chor sheo keody chepar sheopam
EXACT_STATE_OR_OLY_ANCHOR		f6r	f6r.4							1			0	0				G769-A0131	STATE_MOIST	sheor	f6	4	4	4	8	dar cho s sheor choy otcham yaiir chy
EXACT_STATE_OR_OLY_ANCHOR		f6r	f6r.8							1			0	0				G769-A0132	STATE_MOIST	sheo	f6	8	4	4	5	ychol ckhor pchar sheo ckhaiin
EXACT_STATE_OR_OLY_ANCHOR		f75r	f75r.11							1			0	0				G769-A0133	OLY_PROCESS_CLOSE	oly	f75	11	3	3	10	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam
EXACT_STATE_OR_OLY_ANCHOR		f75r	f75r.12							1			0	0				G769-A0134	OLY_PROCESS_CLOSE	oly	f75	12	3	3	11	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky
EXACT_STATE_OR_OLY_ANCHOR		f75r	f75r.18							1			0	0				G769-A0135	OLY_PROCESS_CLOSE	oly	f75	18	9	9	9	sol sheedy qol shedy qol otain char sar oly
EXACT_STATE_OR_OLY_ANCHOR		f75v	f75v.12							1			0	0				G769-A0136	OLY_PROCESS_CLOSE	oly	f75	12	14	14	14	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly
EXACT_STATE_OR_OLY_ANCHOR		f75v	f75v.57							1			0	0				G769-A0137	OLY_PROCESS_CLOSE	oly	f75	57	5	5	5	okedy qek y tedar oly
EXACT_STATE_OR_OLY_ANCHOR		f76r	f76r.34							1			0	0				G769-A0138	OLY_PROCESS_CLOSE	oly	f76	34	12	12	12	cheor shey qoolkal shedy shedy shey shedy ollchy shlches shcthy sain oly
EXACT_STATE_OR_OLY_ANCHOR		f76r	f76r.43							1			0	0				G769-A0139	OLY_PROCESS_CLOSE	oly	f76	43	7	7	10	sor shey qokey qokar sheeoldy chol oly chaly lol chdy
EXACT_STATE_OR_OLY_ANCHOR		f76v	f76v.2							1			0	0				G769-A0140	OLY_PROCESS_CLOSE	oly	f76	2	9	9	11	sshedy keedy cholkeeey otedor okor shedy chedy qokeedy oly shey qoyky
EXACT_STATE_OR_OLY_ANCHOR		f76v	f76v.6							1			0	0				G769-A0141	STATE_MOIST	sheor	f76	6	6	6	10	qotees olkeey okeedy qoeeedy chckhey sheor aiin otar cheedy lchedy
EXACT_STATE_OR_OLY_ANCHOR		f76v	f76v.9							1			0	0				G769-A0142	STATE_MOIST	sheor	f76	9	1	1	7	sheor chey ral cheey r al cheedy
EXACT_STATE_OR_OLY_ANCHOR		f76v	f76v.11							1			0	0				G769-A0143	STATE_DRY	cheor	f76	11	1	1	10	cheor sheedy daiin oekeedy qokeey qokedy oteedy shedy qokedy shedam
EXACT_STATE_OR_OLY_ANCHOR		f77v	f77v.26							1			0	0				G769-A0144	STATE_MOIST	sheor	f77	26	4	4	9	dairol shedy rchy sheor qokedy qoky chckhy qokchy ldol
EXACT_STATE_OR_OLY_ANCHOR		f78r	f78r.23							1			0	0				G769-A0145	STATE_MOIST	sheor	f78	23	2	2	5	sain sheor olkchdy roiin okeedy
EXACT_STATE_OR_OLY_ANCHOR		f78r	f78r.37							1			0	0				G769-A0146	OLY_PROCESS_CLOSE	oly	f78	37	7	7	7	osal ol s aiin shee aiin oly
EXACT_STATE_OR_OLY_ANCHOR		f78v	f78v.12							1			0	0				G769-A0147	STATE_MOIST	sheor	f78	12	1	1	8	sheor ol qokaiin shckhy otaly qolsheey qokal sain
EXACT_STATE_OR_OLY_ANCHOR		f78v	f78v.16							1			0	0				G769-A0148	OLY_PROCESS_CLOSE	oly	f78	16	10	10	10	lshey r shedy d qokedy okey lchedy qokdy daiin oly
EXACT_STATE_OR_OLY_ANCHOR		f78v	f78v.32							1			0	0				G769-A0149	STATE_DRY	cheor	f78	32	2	2	6	lol cheor sheol dy qokar otalor
EXACT_STATE_OR_OLY_ANCHOR		f79r	f79r.10							1			0	0				G769-A0150	STATE_DRY	cheor	f79	10	3	3	8	qokshedy qokain cheor okol sheeol qotey choty otechys
EXACT_STATE_OR_OLY_ANCHOR		f79r	f79r.19							1			0	0				G769-A0151	OLY_PROCESS_CLOSE	oly	f79	19	10	10	10	sol cheey chol sain oral shey qokain sheyky shoty oly
EXACT_STATE_OR_OLY_ANCHOR		f79r	f79r.29							1			0	0				G769-A0152	OLY_PROCESS_CLOSE	oly	f79	29	9	9	9	lcheey qochey qody qokal olor okchd dchol dchy oly
EXACT_STATE_OR_OLY_ANCHOR		f79r	f79r.31							1			0	0				G769-A0153	STATE_DRY	cheor	f79	31	6	6	8	polshey oltshedy sheol ykeey okeey cheor sheedy ol
EXACT_STATE_OR_OLY_ANCHOR		f79r	f79r.36							1			0	0				G769-A0154	OLY_PROCESS_CLOSE	oly	f79	36	10	10	10	sol sheeol ol cheey os sheky sheol or shear oly
EXACT_STATE_OR_OLY_ANCHOR		f79r	f79r.41							1			0	0				G769-A0155	OLY_PROCESS_CLOSE	oly	f79	41	9	9	9	qokain shedy qotain oteedy chkain ol ol chedy oly
EXACT_STATE_OR_OLY_ANCHOR		f79r	f79r.42							1			0	0				G769-A0156	OLY_PROCESS_CLOSE	oly	f79	42	7	7	8	sain okaio chedy lkchedy aiin okain oly cheedy
EXACT_STATE_OR_OLY_ANCHOR		f79v	f79v.16							1			0	0				G769-A0157	OLY_PROCESS_CLOSE	oly	f79	16	9	9	9	dol sheey qol olkshey qokeedy olkeedy qol okaiin oly
EXACT_STATE_OR_OLY_ANCHOR		f79v	f79v.34							1			0	0				G769-A0158	STATE_MOIST	sheor	f79	34	8	8	9	ykeeey qokeey lshey qoky tchedy orsheedy otain sheor oly
EXACT_STATE_OR_OLY_ANCHOR		f79v	f79v.34							1			0	0				G769-A0159	OLY_PROCESS_CLOSE	oly	f79	34	9	9	9	ykeeey qokeey lshey qoky tchedy orsheedy otain sheor oly
EXACT_STATE_OR_OLY_ANCHOR		f80r	f80r.31							1			0	0				G769-A0160	OLY_PROCESS_CLOSE	oly	f80	31	8	8	8	qokal checthy sol chey okalol okaly qokeedy oly
EXACT_STATE_OR_OLY_ANCHOR		f80r	f80r.50							1			0	0				G769-A0161	STATE_MOIST	sheor	f80	50	6	6	9	lol chey saiin shety okaiiin sheor tchey lkaiin okainy
EXACT_STATE_OR_OLY_ANCHOR		f80v	f80v.36							1			0	0				G769-A0162	STATE_MOIST	sheor	f80	36	3	3	10	soin okain sheor ol shey daly olshedy olal shedy lchy
EXACT_STATE_OR_OLY_ANCHOR		f81r	f81r.1							1			0	0				G769-A0163	OLY_PROCESS_CLOSE	oly	f81	1	7	7	7	polchoy qokedy shol opchedy olpchedy ofshdy oly
EXACT_STATE_OR_OLY_ANCHOR		f81r	f81r.8							1			0	0				G769-A0164	OLY_PROCESS_CLOSE	oly	f81	8	6	6	6	pchedy qokeey oty qotey oteey oly
EXACT_STATE_OR_OLY_ANCHOR		f81r	f81r.22							1			0	0				G769-A0165	OLY_PROCESS_CLOSE	oly	f81	22	9	9	9	qotal chedy qol ol daiin ol chedar ol oly
EXACT_STATE_OR_OLY_ANCHOR		f81r	f81r.24							1			0	0				G769-A0166	OLY_PROCESS_CLOSE	oly	f81	24	7	7	7	par ody shecphy cheol qotaldar otedy oly
EXACT_STATE_OR_OLY_ANCHOR		f82r	f82r.22							1			0	0				G769-A0167	STATE_DRY	cheor	f82	22	2	2	9	qokaiin cheor sheey qokaiin shckhey qol keeedy qokeeey rasy
EXACT_STATE_OR_OLY_ANCHOR		f82r	f82r.28							1			0	0				G769-A0168	OLY_PROCESS_CLOSE	oly	f82	28	9	9	9	qokoiin shedy qokeedy qotaiin chcthey qoteeol chey qokaiin oly
EXACT_STATE_OR_OLY_ANCHOR		f82r	f82r.33							1			0	0				G769-A0169	STATE_DRY	cheor	f82	33	5	5	6	sain ol cheol ey cheor chey
EXACT_STATE_OR_OLY_ANCHOR		f83v	f83v.4							1			0	0				G769-A0170	OLY_PROCESS_CLOSE	oly	f83	4	10	10	10	dain sheedy oteeody doldy qotedy qokeedy qokedar sheoldy qol oly
EXACT_STATE_OR_OLY_ANCHOR		f83v	f83v.20							1			0	0				G769-A0171	STATE_DRY	cheor	f83	20	2	2	8	tocthey cheor olol cheol tedy sheckhal sheeckhy cheal
EXACT_STATE_OR_OLY_ANCHOR		f83v	f83v.22							1			0	0				G769-A0172	STATE_DRY	cheor	f83	22	6	6	7	char qokar cheolkain shckhey qokal cheor ols
EXACT_STATE_OR_OLY_ANCHOR		f85r2	f85r2.4							1			0	0				G769-A0173	STATE_MOIST	sheo	f85	4	2	2	5	dair sheo oraiin chol daiin
EXACT_STATE_OR_OLY_ANCHOR		f86v6	f86v6.15							1			0	0				G769-A0174	STATE_DRY	cheor	f86	15	8	8	11	shol shotaiin shckhor olaiin chdy qokain odaiiin cheor ol kaiin chey
EXACT_STATE_OR_OLY_ANCHOR		f86v6	f86v6.24							1			0	0				G769-A0175	OLY_PROCESS_CLOSE	oly	f86	24	13	13	13	chey keody choty dal ody qokeedy pchedy ytshy tody dal tchedy qokar oly
EXACT_STATE_OR_OLY_ANCHOR		f87r	f87r.6							1			0	0				G769-A0176	STATE_MOIST	sheo	f87	6	5	5	8	tos she keodaiin pcheos sheo so shkeody soraiin
EXACT_STATE_OR_OLY_ANCHOR		f87r	f87r.14							1			0	0				G769-A0177	STATE_DRY	cheor	f87	14	5	5	7	daiin shol cthey okeol cheor okeeo daiim
EXACT_STATE_OR_OLY_ANCHOR		f88r	f88r.7							1			0	0				G769-A0178	STATE_MOIST	sheor	f88	7	5	5	8	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol
EXACT_STATE_OR_OLY_ANCHOR		f88r	f88r.22							1			0	0				G769-A0179	STATE_DRY	cheor	f88	22	4	4	6	ychey okaiin chol cheor ol chorcholsal
EXACT_STATE_OR_OLY_ANCHOR		f88r	f88r.30							1			0	0				G769-A0180	STATE_DRY	cheor	f88	30	2	2	7	ykeeey cheor cheotey cheol qokeor chetchy ofal
EXACT_STATE_OR_OLY_ANCHOR		f88v	f88v.6							1			0	0				G769-A0181	STATE_DRY	cheor	f88	6	3	3	8	teodal lkeo cheor roshckhy sorshy aiin cheokal saldaiin
EXACT_STATE_OR_OLY_ANCHOR		f88v	f88v.16							1			0	0				G769-A0182	STATE_MOIST	sheo	f88	16	2	2	9	ysheod sheo sheody qokeody qoky chees cheody qokeody dal
EXACT_STATE_OR_OLY_ANCHOR		f88v	f88v.19							1			0	0				G769-A0183	STATE_MOIST	sheo	f88	19	2	2	9	odaiin sheo ol qokeey olaiin cheody chocthey oteody dy
EXACT_STATE_OR_OLY_ANCHOR		f88v	f88v.21							1			0	0				G769-A0184	STATE_DRY	cheor	f88	21	6	6	8	toairy oteeody cpheody ykchey dam cheor chaly korain
EXACT_STATE_OR_OLY_ANCHOR		f88v	f88v.24							1			0	0				G769-A0185	STATE_MOIST	sheor	f88	24	2	2	8	daiin sheor sheedy daiin shoy qokeody doy dair
EXACT_STATE_OR_OLY_ANCHOR		f88v	f88v.25							1			0	0				G769-A0186	STATE_MOIST	sheor	f88	25	2	2	8	ykeey sheor tos checkhy dain cheos cheockhy saldy
EXACT_STATE_OR_OLY_ANCHOR		f88v	f88v.26							1			0	0				G769-A0187	STATE_DRY	cheor	f88	26	3	3	4	saiin choky cheor shy
EXACT_STATE_OR_OLY_ANCHOR		f89r1	f89r1.19							1			0	0				G769-A0188	STATE_MOIST	sheo	f89	19	2	2	9	pshol sheo qoay cheocphy s sheyr qokair ydam daly
EXACT_STATE_OR_OLY_ANCHOR		f89v1	f89v1.10							1			0	0				G769-A0189	STATE_MOIST	sheor	f89	10	2	2	10	tor sheor cheeor cthey qokol daiin chekal dals chear qotam
EXACT_STATE_OR_OLY_ANCHOR		f90r1	f90r1.2							1			0	0				G769-A0190	STATE_MOIST	sheor	f90	2	3	3	6	yshol tor sheor qotchor qoky darala
EXACT_STATE_OR_OLY_ANCHOR		f93r	f93r.2							1			0	0				G769-A0191	STATE_MOIST	sheo	f93	2	6	6	11	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol
EXACT_STATE_OR_OLY_ANCHOR		f93r	f93r.11							1			0	0				G769-A0192	STATE_MOIST	sheo	f93	11	5	5	7	okeol oteol s odam sheo al sal
EXACT_STATE_OR_OLY_ANCHOR		f93r	f93r.27							1			0	0				G769-A0193	STATE_DRY	cheo	f93	27	2	2	4	qokor cheo los ckheody
EXACT_STATE_OR_OLY_ANCHOR		f93v	f93v.9							1			0	0				G769-A0194	OLY_PROCESS_CLOSE	oly	f93	9	7	7	10	odeeeodl cheodar oksho chody okchey cthol oly ytchol sar dar
EXACT_STATE_OR_OLY_ANCHOR		f94r	f94r.7							1			0	0				G769-A0195	STATE_DRY	cheor	f94	7	3	3	10	pchedar oraiin cheor kas or als o xoy olkain am
EXACT_STATE_OR_OLY_ANCHOR		f94v	f94v.9							1			0	0				G769-A0196	OLY_PROCESS_CLOSE	oly	f94	9	11	11	11	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly
EXACT_STATE_OR_OLY_ANCHOR		f96r	f96r.5							1			0	0				G769-A0197	STATE_MOIST	sheor	f96	5	5	5	7	daiin chodaiin cthey tol sheor qokeol okol
EXACT_STATE_OR_OLY_ANCHOR		f96r	f96r.9							1			0	0				G769-A0198	STATE_MOIST	sheo	f96	9	2	2	6	todar sheo cthody shokocfhy chopcho dory
EXACT_STATE_OR_OLY_ANCHOR		f96v	f96v.13							1			0	0				G769-A0199	STATE_DRY	cheor	f96	13	2	2	2	soysar cheor
