target_surface	page	locus	target_occurrence_ids	target_occurrences_at_locus	signature_channels	distinct_signature_channel_count	signature_evidence_count	channel_occurrence_counts	channel_evidence_counts	semantic_donor_eligible_neighbor_evidence_counts	written_line_eva	semantic_identity_credit	component_export_credit
ols	f83r	f83r.10	"[""G769-T0440""]"	1	"[""VALUE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":1}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":1}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam	0	0
ols	f83v	f83v.22	"[""G769-T0445""]"	1	"[""STATE_DRY""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":1,""STATE_MOIST"":0,""VALUE"":0}"	char qokar cheolkain shckhey qokal cheor ols	0	0
ols	f99v	f99v.21	"[""G769-T0521""]"	1	"[""VALUE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":1}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":1}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	doror okeeody opar okor eosaiin otoraiin shey ols aiiin qoetal	0	0
otar	f103v	f103v.45	"[""G769-T0027""]"	1	"[""PROCESS"",""OLY""]"	2	2	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":1,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":1,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	0	0
otar	f115v	f115v.5	"[""G769-T0140""]"	1	"[""PROCESS""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":1,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	dair cheky qoteey otar chl oleed	0	0
otar	f39v	f39v.5	"[""G769-T0195""]"	1	"[""AMOUNT""]"	1	1	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	ytedykor or sheky kain otar or aiin okaiin ckhol ol kor oto r ofchy	0	0
otar	f58r	f58r.10	"[""G769-T0238""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy	0	0
otar	f75r	f75r.43	"[""G769-T0264""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	yshedy chekar oldy qokain chkar otar oldy	0	0
otar	f75r	f75r.44	"[""G769-T0265""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	0	0
otar	f75v	f75v.48	"[""G769-T0279""]"	1	"[""BOUNDED_VALUE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":1,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":1,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	qokear chedy shckhy dol ycheedy saino ol cheedy qokar otar dal daiin	0	0
otar	f75v	f75v.7	"[""G769-T0267""]"	1	"[""CLOSE""]"	1	1	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":1,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	qokchdy qokal dal ol chety lchdy shedy ched otedy qotedy otar	0	0
otar	f85r1	f85r1.33	"[""G769-T0457""]"	1	"[""AMOUNT""]"	1	1	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	raraiiin shey osaiin otar ytar otedy or aiin otar olar olkeedy	0	0
otar	f86v5	f86v5.13	"[""G769-T0465""]"	1	"[""AMOUNT""]"	1	1	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	daiin shar otam ytaiin otal teody cthy or aiin otar aiiin	0	0
otar	f86v6	f86v6.9	"[""G769-T0474""]"	1	"[""AMOUNT""]"	1	1	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":1,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	"{""AMOUNT"":0,""BOUNDED_VALUE"":0,""CLOSE"":0,""OLY"":0,""PROCESS"":0,""STATE_DRY"":0,""STATE_MOIST"":0,""VALUE"":0}"	dshor ykaiin dar sheey qokol cheol otar ar aiiin qoteeos aiin	0	0
