root	grade	endpoint	component_recipe	paradigm_support_cells	status	observed_surfaces	candidate_bare_surface	candidate_q_entry_surface	surface_collision_recipes	abstract_prediction_de	workshop_prediction_de	owner_address_prediction_de
CPH	EE	DY	CPH+EE+DY	3	WORKING_PREDICTION	NONE	cpheedy	qcpheedy	NONE	GEGENLAUF → GRAD_2 → ABSCHLUSS	umleiten; länger oder gehalten; Arbeitsschritt schließen	Gegenplatz; zweiter Grad; Bildeintrag schließen
CPH	EEE	Y	CPH+EEE+Y	3	WORKING_PREDICTION	NONE	cpheeey	qcpheeey	NONE	GEGENLAUF → GRAD_3 → REFERENT	umleiten; vollständig; dieser Arbeitsgegenstand	Gegenplatz; dritter oder voller Grad; dieser Bildplatz
CPH	EEE	DY	CPH+EEE+DY	3	WORKING_PREDICTION	NONE	cpheeedy	qcpheeedy	NONE	GEGENLAUF → GRAD_3 → ABSCHLUSS	umleiten; vollständig; Arbeitsschritt schließen	Gegenplatz; dritter oder voller Grad; Bildeintrag schließen
SOLK	NONE	Y	SOLK+Y	5	OBSERVED	olky|qolky	solky	qsolky	NONE	SAMMELSTELLE → REFERENT	auffangen; dieser Arbeitsgegenstand	Sammelstelle; dieser Bildplatz
SOLK	NONE	DY	SOLK+DY	5	STRONG_PREDICTION	NONE	solkdy	qsolkdy	NONE	SAMMELSTELLE → ABSCHLUSS	auffangen; Arbeitsschritt schließen	Sammelstelle; Bildeintrag schließen
SOLK	E	Y	SOLK+E+Y	5	OBSERVED	solkey	solkey	qsolkey	NONE	SAMMELSTELLE → GRAD_1 → REFERENT	auffangen; kurz oder direkt; dieser Arbeitsgegenstand	Sammelstelle; erster Grad; dieser Bildplatz
SOLK	E	DY	SOLK+E+DY	5	OBSERVED	olkedy	solkedy	qsolkedy	NONE	SAMMELSTELLE → GRAD_1 → ABSCHLUSS	auffangen; kurz oder direkt; Arbeitsschritt schließen	Sammelstelle; erster Grad; Bildeintrag schließen
SOLK	EE	Y	SOLK+EE+Y	5	OBSERVED	olkeey|solkeey|olkeey	solkeey	qsolkeey	NONE	SAMMELSTELLE → GRAD_2 → REFERENT	auffangen; länger oder gehalten; dieser Arbeitsgegenstand	Sammelstelle; zweiter Grad; dieser Bildplatz
SOLK	EE	DY	SOLK+EE+DY	5	OBSERVED	olkeedy	solkeedy	qsolkeedy	SOLK+EE+D_ADDR+Y	SAMMELSTELLE → GRAD_2 → ABSCHLUSS	auffangen; länger oder gehalten; Arbeitsschritt schließen	Sammelstelle; zweiter Grad; Bildeintrag schließen
SOLK	EEE	Y	SOLK+EEE+Y	5	STRONG_PREDICTION	NONE	solkeeey	qsolkeeey	NONE	SAMMELSTELLE → GRAD_3 → REFERENT	auffangen; vollständig; dieser Arbeitsgegenstand	Sammelstelle; dritter oder voller Grad; dieser Bildplatz
SOLK	EEE	DY	SOLK+EEE+DY	5	STRONG_PREDICTION	NONE	solkeeedy	qsolkeeedy	NONE	SAMMELSTELLE → GRAD_3 → ABSCHLUSS	auffangen; vollständig; Arbeitsschritt schließen	Sammelstelle; dritter oder voller Grad; Bildeintrag schließen
