review_index	unit_review_index	page	physical_folio	locus	array_id	source_relation_state	source_confidence	object_localization_state	normalized_relation_geometry	neutral_object_topology	normalized_object_id	source_object_reference	singular_positive_relation	matched_same_unit_comparator_available	later_score_eligibility	normalization_basis	canvas_ids	reviewer_provenance	formal_identity_access_state
50	19	f99r	f99	f99r.11	f99r:L1	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
51	19	f99r	f99	f99r.4	f99r:L1	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
52	20	f100r	f100	f100r.10	f100r:L2	REL_OVERLAP_OR_CONTACT	HEDGED	SINGULAR_OBJECT_LOCALIZED	CONTACT_OR_OVERLAP	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_E77D20D6C487	SOURCE_DRAWING_UNIT_2_6	1	1	ELIGIBLE_LOCAL_RELATION_WITHIN_UNIT_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006248	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
53	21	f82v	f82	f82v.43	f82v:X2	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	LINEAR_CONTOUR_OR_STROKE	G391_OBJ_A88DBFD6DF3B	SOURCE_UPPER_CURVED_CHANNEL	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006223	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
54	26	f88r	f88	f88r.15	f88r:L2	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_8F7F033F1F59	f88r[2,3]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1037112	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
55	1	f68r1	f68	f68r1.18	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_5CD087C8D8B4	SOURCE_NAMED_STAR_FOR_f68r1_18	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
56	32	f88v	f88	f88v.4	f88v:L1	PROXIMITY_ONLY	HEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_E6D91FD6ABB2	f88v[1,3]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006233	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
57	20	f100r	f100	f100r.6	f100r:L2	PROXIMITY_ONLY	HEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_1D2967D63D72	f100r[2,1]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006248	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
58	5	f82v	f82	f82v.41	f82v:N3	PROXIMITY_ONLY	HEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006223	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
59	12	f58r	f58	f58r.1	f58r:P1	REL_OVERLAP_OR_CONTACT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	CONTACT_OR_OVERLAP	LINEAR_CONTOUR_OR_STROKE	G391_OBJ_4B4A2DCE49DF	SOURCE_STAR_TAIL_AT_FIRST_PARAGRAPH	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006188	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
60	29	f68r2	f68	f68r2.20	f68r2:S1	REL_EXPLICIT_ATTACHMENT	HEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_68F76277E85F	SOURCE_NAMED_STAR_FOR_f68r2_20	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
61	35	f102v2	f102	f102v2.6	f102v2:L1	PROXIMITY_ONLY	HEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006252;1006253	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
62	2	f99r	f99	f99r.20	f99r:L2	REL_EXPLICIT_ATTACHMENT	HEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	AMBIGUOUS_OR_MULTIPLE	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_RETAINS_AMBIGUOUS_OWNER_OR_RELATION	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
63	1	f68r1	f68	f68r1.10	f68r1:S1	REL_EXPLICIT_ATTACHMENT	HEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_C008CD726F3F	SOURCE_NAMED_STAR_FOR_f68r1_10	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
64	42	f99v	f99	f99v.20	f99v:L2	REL_OVERLAP_OR_CONTACT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	CONTACT_OR_OVERLAP	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_CC329D640CAC	SOURCE_DRAWING_UNIT_1_8	1	1	ELIGIBLE_LOCAL_RELATION_WITHIN_UNIT_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006247	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
65	19	f99r	f99	f99r.3	f99r:L1	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
66	26	f88r	f88	f88r.16	f88r:L2	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_E28A06BB75E1	f88r[2,4]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1037112	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
67	29	f68r2	f68	f68r2.21	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_EBE0E07A9F82	SOURCE_NAMED_STAR_FOR_f68r2_21	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
68	15	f102v2	f102	f102v2.23	f102v2:P1	PROXIMITY_ONLY	UNHEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_NAMES_MULTIPLE_OR_ALIGNMENT_ONLY	1006252;1006253	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
69	1	f68r1	f68	f68r1.8	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_4393562A3632	SOURCE_NAMED_STAR_FOR_f68r1_8	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
70	29	f68r2	f68	f68r2.9	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_47F7ECFD3CAC	SOURCE_NAMED_STAR_FOR_f68r2_9	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
71	19	f99r	f99	f99r.5	f99r:L1	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
72	24	f99v	f99	f99v.9	f99v:L1	PROXIMITY_ONLY	UNHEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_NAMES_MULTIPLE_OR_ALIGNMENT_ONLY	1006247	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
73	1	f68r1	f68	f68r1.9	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_26CAB5B7F81A	SOURCE_NAMED_STAR_FOR_f68r1_9	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
74	29	f68r2	f68	f68r2.27	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_FB1982DEFDB3	SOURCE_NAMED_STAR_FOR_f68r2_27	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
75	6	f82v	f82	f82v.1	f82v:N1	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_80B20C844502	SOURCE_NORTHWEST_FIGURE	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006223	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
76	29	f68r2	f68	f68r2.16	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_D9FA798F0096	SOURCE_NAMED_STAR_FOR_f68r2_16	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
77	25	f75v	f75	f75v.65	f75v:P3	PROXIMITY_ONLY	UNHEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_NAMES_MULTIPLE_OR_ALIGNMENT_ONLY	1006209	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
78	11	f88r	f88	f88r.4	f88r:L1	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_DA50FFB30E62	f88r[1,3]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1037112	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
79	34	f68r1	f68	f68r1.6	f68r1:X1	REL_ENCLOSURE	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	INSIDE_BOUNDED_REGION	BOUNDED_REGION_OR_COMPARTMENT	G391_OBJ_048630AFCC92	SOURCE_TOP_MEDALLION	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
80	41	f100r	f100	f100r.4	f100r:L1	PROXIMITY_ONLY	HEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006248	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
81	19	f99r	f99	f99r.14	f99r:L1	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
82	35	f102v2	f102	f102v2.5	f102v2:L1	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006252;1006253	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
83	40	f99r	f99	f99r.38	f99r:L3	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_8F58D6B8D44A	f99r[3,5]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
84	14	f70v2	f70	f70v2.6	f70v2:S2	REL_ARRAY_OR_GROUP	HEDGED	OBJECT_REGION_NOT_INDIVIDUATED	AMBIGUOUS_OR_MULTIPLE	ARRAY_OR_GROUP_REGION			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	HEDGED_SOURCE_GROUP_OR_SEGMENTATION_ASSERTION_WITHOUT_SINGULAR_OWNER	1006200;1006201	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
85	20	f100r	f100	f100r.7	f100r:L2	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_38D5AF0CCA54	SOURCE_DRAWING_UNIT_2_2	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006248	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
86	29	f68r2	f68	f68r2.17	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_AE89D3C217C2	SOURCE_NAMED_STAR_FOR_f68r2_17	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
87	13	f89v1	f89	f89v1.23	f89v1:L2	REL_ENCLOSURE;REL_OVERLAP_OR_CONTACT	HEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	AMBIGUOUS_OR_MULTIPLE	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_RETAINS_AMBIGUOUS_OWNER_OR_RELATION	1006234;1006235	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
88	22	f68r1	f68	f68r1.3	f68r1:P1	REL_OVERLAP_OR_CONTACT	HEDGED	OBJECT_REGION_NOT_INDIVIDUATED	AMBIGUOUS_OR_MULTIPLE	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	TEXT_RUNS_INTO_DIAGRAM_REGION_WITHOUT_INDIVIDUATED_OBJECT	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
89	29	f68r2	f68	f68r2.28	f68r2:S1	REL_EXPLICIT_ATTACHMENT	HEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_CC33983001B1	SOURCE_NAMED_STAR_FOR_f68r2_28	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
90	24	f99v	f99	f99v.2	f99v:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	AMBIGUOUS_OR_MULTIPLE	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_RETAINS_AMBIGUOUS_OWNER_OR_RELATION	1006247	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
91	5	f82v	f82	f82v.46	f82v:N3	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_C1CF17C96B7E	SOURCE_FIGURE_2	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006223	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
92	32	f88v	f88	f88v.2	f88v:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	AMBIGUOUS_OR_MULTIPLE	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_RETAINS_AMBIGUOUS_OWNER_OR_RELATION	1006233	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
93	19	f99r	f99	f99r.12	f99r:L1	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
94	43	f89r1	f89	f89r1.4	f89r1:L1	PROXIMITY_ONLY	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_2488E32CD7AF	f89r1[1,3]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006233	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
95	19	f99r	f99	f99r.9	f99r:L1	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006246	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
96	43	f89r1	f89	f89r1.5	f89r1:L1	PROXIMITY_ONLY	HEDGED	SINGULAR_OBJECT_LOCALIZED	PROXIMITY_ONLY	PLANT_OR_FIGURE_DRAWING_UNIT	G391_OBJ_46A721B374F4	f89r1[1,4]	0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_NOMINATED_SINGLE_NEARBY_OBJECT_WITHOUT_OWNERSHIP	1006233	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
97	1	f68r1	f68	f68r1.12	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_AB49F7D56C6F	SOURCE_NAMED_STAR_FOR_f68r1_12	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
98	3	f89r2	f89	f89r2.2	f89r2:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	MULTIPLE_OR_ALTERNATIVE_OBJECTS	AMBIGUOUS_OR_MULTIPLE	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	SOURCE_DESCRIPTION_RETAINS_AMBIGUOUS_OWNER_OR_RELATION	1006233	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
99	1	f68r1	f68	f68r1.26	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	SINGULAR_OBJECT_LOCALIZED	ON_OR_ATTACHED	DISCRETE_POINT_OR_STARLIKE_OBJECT	G391_OBJ_3B917D45E95B	SOURCE_NAMED_STAR_FOR_f68r1_26	1	0	INELIGIBLE_NO_SAME_UNIT_TOPOLOGY_MATCH	SOURCE_EXACT_OBJECT_NOMINATION_CONSISTENT_WITH_COMPLETE_PAGE_GEOMETRY	1006196	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
100	24	f99v	f99	f99v.6	f99v:L1	PROXIMITY_ONLY	UNHEDGED	NO_RELATION_BEYOND_PROXIMITY	PROXIMITY_ONLY	OTHER_OR_UNRESOLVED			0	0	INELIGIBLE_NOT_SINGULAR_POSITIVE	NO_SINGULAR_SOURCE_OBJECT_REFERENCE	1006247	SINGLE_AI_SOURCE_AWARE_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	SEALED
