review_index	unit_review_index	page	physical_folio	locus	array_id	source_relation_state	source_confidence	source_visual_detail	source_provenance	source_id	evidence_lineage	formal_identity_access_state
82	35	f102v2	f102	f102v2.5	f102v2:L1	PROXIMITY_ONLY	UNHEDGED	leaf <f102v2>[1,2] - oblong three-lobed leaf West of leaf <f102v2>[1,3], middle height. Grove's 25.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
83	40	f99r	f99	f99r.38	f99r:L3	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[3,5] - dark, hairy East of plant <f99r>[3,5], at top.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
84	14	f70v2	f70	f70v2.6	f70v2:S2	REL_ARRAY_OR_GROUP	HEDGED	Label at 11:45. Grove's #2. Kluge's 15A. ??? The words are actually two lines, should they be two entries? Star/nymph at 11:30?	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
85	20	f100r	f100	f100r.7	f100r:L2	PROXIMITY_ONLY	UNHEDGED	plant <f100r>[2,1] - leaves with eyes plant <f100r>[2,2] - leaves on left side of stem only East of plant <f100r>[2,2], below leaves. Kluge's 21A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
86	29	f68r2	f68	f68r2.17	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 12:00, distance 0.1. Seven points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
87	13	f89v1	f89	f89v1.23	f89v1:L2	REL_ENCLOSURE;REL_OVERLAP_OR_CONTACT	HEDGED	plant <f89v1>[2,2] - large light roots, dark shading?, dark inside flower East of plant <f89v1>[2,2], below flower. Amlost runs into leaf of plant <f89v1>[2,3].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
88	22	f68r1	f68	f68r1.3	f68r1:P1	REL_OVERLAP_OR_CONTACT	HEDGED	There is a wide gap were the text runs into the diagram. &CHKh; = a @C ligd to an @H a platf gallows @K ligd to an @h. The first @r in @'ror' is misshapen, looking like &164; but with longer descending stem. Assumed accident.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
89	29	f68r2	f68	f68r2.28	f68r2:S1	REL_EXPLICIT_ATTACHMENT	HEDGED	Label on star at 04:45, distance 0.6. Seven points, no core. The first half of the label seems to have been retraced in darker ink.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
90	24	f99v	f99	f99v.2	f99v:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	"""""""W"""" alternative transcription by Rene Zandbergen from original. There appears to be eight labels on eight plants. Two of the labels are broken by intruding drawings. In one of these, the two parts are on opposite sides of the plant. Between container and plant <f99v>[1,1], top."""	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
91	5	f82v	f82	f82v.46	f82v:N3	PROXIMITY_ONLY	UNHEDGED	Label next to nymph 2.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
92	32	f88v	f88	f88v.2	f88v:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	There are 5 labels alternating with 4 plants. We assume that the first one is attached to the container at left. plant <f88v>[1,1] - 2 dark roots, dark leaves East of plant <f88v>[1,1]. Kluge's 13B.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
93	19	f99r	f99	f99r.12	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1,9] - light, bulbous, roots bent Eastwards Above plant <f99r>[1a,1], below <f99r>[1,1].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
94	43	f89r1	f89	f89r1.4	f89r1:L1	PROXIMITY_ONLY	UNHEDGED	plant <f89r1>[1,3] - three roots, hairy base of stem, dark flowers East of plant <f89r1>[1,3]. Kluge's 25A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
95	19	f99r	f99	f99r.9	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1,6] - light - multiple stumps Near top edge, West of plant <f99r>[1,7].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
96	43	f89r1	f89	f89r1.5	f89r1:L1	PROXIMITY_ONLY	HEDGED	plant <f89r1>[1,4] - large twotone root with duck(?) face, light leaf East of plant <f89r1>[1,4]. Kluge's 26A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
97	1	f68r1	f68	f68r1.12	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 00:00 - South of sun. Seven points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
98	3	f89r2	f89	f89r2.2	f89r2:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	There are four plants and five labels. We assume that the first label is attached to the container at left. plant <f89r2>[1,1] dark roots, dark leaves with light stripe East of plant <f89r2>[1,1]. Latham's t.2. Kluge's 33B in <f89v>. Grove's X.4.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
99	1	f68r1	f68	f68r1.26	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 08:30 - next to border. Six points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
100	24	f99v	f99	f99v.6	f99v:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99v>[1,4] - dark table-fork root, big leaf West of plant <f99v>[1,5], ata top, above leaftip of <f99v>[1,4].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
101	42	f99v	f99	f99v.15	f99v:L2	PROXIMITY_ONLY	UNHEDGED	There are 6 labels and 6 plants. plant <f99v>[2,1] - light East of plant <f99v>[2,1], at top.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
102	2	f99r	f99	f99r.25	f99r:L2	PROXIMITY_ONLY	UNHEDGED	East of spikes of plant <f99r>[2,5], at top, against plant <f99r>[2,6].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
103	40	f99r	f99	f99r.33	f99r:L3	REL_EXPLICIT_ATTACHMENT	HEDGED	Besides the label on the container, there are 8 labels and 7 roots. It is not clear how to pair them up. Perhaps the last two labels are actually one. West of plant <f99r>[3,1], at top, near container.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
104	25	f75v	f75	f75v.67	f75v:P3	PROXIMITY_ONLY	UNHEDGED	The text line at left of pond, roughly aligned with this one, is entry <f75v.P4.31>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
105	35	f102v2	f102	f102v2.3	f102v2:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	The first three labels may be attached to the leaf at left and not at right. Petersen's 214c. West of leaf <f102v2>[1,1], at top. Grove's 18.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
106	43	f89r1	f89	f89r1.2	f89r1:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	There are 5 labels alternating with 4 plants. We assume that the first one is attached to the container at left. plant <f89r1>[1,1] - large light coloured root East of plant <f89r1>[1,1]. Kluge's 23B.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
107	1	f68r1	f68	f68r1.36	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 05:00 - East of moon. Six points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
108	27	f67r2	f67	f67r2.44	f67r2:Q1	PROXIMITY_ONLY	UNHEDGED	Sector at 07:30, line 1. Grove's T12.1. The gallows has half of a hook at the end of the horz arm, so it is halfway between @f and @z.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
109	24	f99v	f99	f99v.4	f99v:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99v>[1,2] - light, S-shaped stem Between plants <f99v>[1,2] and <f99v>[1,3], neat top.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
110	37	f82r	f82	f82r.10	f82r:V1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on cross-shaped tube. Grove's #11.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
111	3	f89r2	f89	f89r2.3	f89r2:L1	PROXIMITY_ONLY	HEDGED	plant <f89r2>[1,2] dark roots, flowers?, grassy at base of stem East of plant <f89r2>[1,2], below leaves. Latham's t.3. Kluge's 34A in <f89v>. Grove's X.8.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
112	18	f89r2	f89	f89r2.10	f89r2:L2	REL_EXPLICIT_ATTACHMENT	HEDGED	There are three labels and two plants. We assume that the first label is attached to the container in the left margin. plant <f89r2>[2,1] large, dark roots, dark flower Above plant <f89r2>[2,1]. Latham's m1.2. Kluge's 38A in <f89v>. Grove's X.15.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
113	42	f99v	f99	f99v.16	f99v:L2	PROXIMITY_ONLY	HEDGED	plant <f99v>[2,2] - light, bilobed, dark shading? East of plant <f99v>[2,2], at top, above root of plant <f99v>[2,3]. Stolfi says final @e is confirmed by BLI04.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
114	30	f75v	f75	f75v.57	f75v:P4	REL_ARRAY_OR_GROUP	HEDGED	"""These lines may be part of lines <f75v.P3.30> through <f75v.P3.32> on the right side of the pond, and were often transcribed as such, including in the EVMT files. The line numbers indicate the possible alignment. This """"text"""" may actually be a set of about 10 separate labels. Units <f75v.N2>, <f75v.N3>, and <f75v.P4> may constitute a sigle logical group of labels. May be the left half of <f75v.P3.30>."""	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
115	40	f99r	f99	f99r.39	f99r:L3	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[3,6] - light, twisted bunch East of plant <f99r>[3,6], at top. This label is a half-line higher than <f99r.L3.5>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
116	1	f68r1	f68	f68r1.13	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 01:00 - Southeast of sun. Seven points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
117	34	f68r1	f68	f68r1.7	f68r1:X1	REL_ENCLOSURE	UNHEDGED	Inside top medallion, line 3 (below face).	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
118	38	f89r2	f89	f89r2.31	f89r2:L4	REL_EXPLICIT_ATTACHMENT	HEDGED	Was previously called <f89r2.b> There are five labels and four plants. We assume that the first label (two lines) is attached to the container at left. plant <f89r2>[4,1] - dark root, dark leaf East of plant <f89r2>[4,1], below leaf of plant <f89r2>[4,2]. Latham's b.2. Kluge's 46B in <f89v>. Grove's X.7.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
119	2	f99r	f99	f99r.26	f99r:L2	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[2,6] - light bulb with dark spot East of plant <f99r>[2,6].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
120	25	f75v	f75	f75v.66	f75v:P3	PROXIMITY_ONLY	UNHEDGED	The text line at left of pond, roughly aligned with this one, is entry <f75v.P4.30>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
121	1	f68r1	f68	f68r1.34	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 06:30 - Northeast of moon. Six points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
122	1	f68r1	f68	f68r1.24	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 02:30 - near border. Six points, blank core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
123	25	f75v	f75	f75v.64	f75v:P3	PROXIMITY_ONLY	UNHEDGED	The word at left of pond, roughly aligned with this line, is entry <f75v.N3.28>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
124	11	f88r	f88	f88r.2	f88r:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	There are 6 labels alternating with 5 plants; not clear how plants and labels are paired up. We presume that the first label is attached to the container at left. plant <f88r>[1,1] - light coloured roots, twigs East of plant <f88r>[1,1]. Kluge's 02A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
125	25	f75v	f75	f75v.63	f75v:P3	PROXIMITY_ONLY	UNHEDGED	The word at left of pond, roughly aligned with line, is entry <f75v.N3.27>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
126	38	f89r2	f89	f89r2.33	f89r2:L4	REL_OVERLAP_OR_CONTACT	UNHEDGED	plant <f89r2>[4,3] - faded, light leaf East of plant <f89r2>[4,3], runs into leaf of plant <f89r2>[4,4]. Latham's b.4. Kluge's 48A in <f89v>. Grove's X.20.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
127	29	f68r2	f68	f68r2.25	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 04:00, distance 0.6. Seven points, blank core. Merged with <f68r2.S1.19;R>, <f68r2.S1.19;V>	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
128	35	f102v2	f102	f102v2.8	f102v2:L1	PROXIMITY_ONLY	HEDGED	"""leaf <f102v2>[1,6] - """"spatula"""" leaf (head?) East of leaf <f102v2>[1,6], at top. Grove's 23."""	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
129	8	f88r	f88	f88r.24	f88r:L3	REL_EXPLICIT_ATTACHMENT	HEDGED	There are three labels and two plants in this row. We presume that the first label is attached to the container at left. (However, there is an unlabeled plant below paragraph 3...) West of plant <f88r>[3,1]. Kluge's 10B.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
130	40	f99r	f99	f99r.35	f99r:L3	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[3,2] - dark, bulb, many prongs Between plants <f99r>[3,2] and <f99r>[3,3], at top.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
131	23	f99v	f99	f99v.32	f99v:P3	REL_OVERLAP_OR_CONTACT	HEDGED	Two well-separated paragraphs. Paragraph 2 is cut by the stem of <f99v>[4,1], and runs into its leaf. ??? Split into two units? The last word of this line may be a label.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
132	3	f89r2	f89	f89r2.5	f89r2:L1	PROXIMITY_ONLY	UNHEDGED	plant <f89r2>[1,4] long dark root, dark leaves Between root and East leaf of plant <f89r2>[1,4]. Latham's t.5. Kluge's 36A in <f89v>. Grove's X.13.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
133	1	f68r1	f68	f68r1.17	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 01:30 - halfway to border. Nine points, blank core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
134	29	f68r2	f68	f68r2.11	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Unnnamed star at 01:15, distance 0.8. Seven points, no core. Label on star at 10:00, distance 0.8. Seven points, dot core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
135	29	f68r2	f68	f68r2.15	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 09:15, distance 0.8. Six points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
136	29	f68r2	f68	f68r2.14	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 01:15, distance 0.5. Seven points, unpainted core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
137	29	f68r2	f68	f68r2.19	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 08:30, distance 0.8. Six points, blank core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
138	11	f88r	f88	f88r.5	f88r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f88r>[1,4] - mostly root, dark colour with light coloured sprouts East of plant <f88r>[1,4]. Kluge's 04A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
139	40	f99r	f99	f99r.40	f99r:L3	PROXIMITY_ONLY	UNHEDGED	West of plant <f99r>[3,7], near base of stem. This label is a half-line higher than <f99r.L3.6>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
140	1	f68r1	f68	f68r1.31	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 08:00 - next to border. Seven points, dark core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
141	19	f99r	f99	f99r.2	f99r:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	"""There are 12 plants and 12 labels, not conunting the label on the container at left. This row of labeled plants is actually two sub-rows, """"1a"""" and """"1b"""". There are 9 labels and 9 roots in the top sub-row, alternating. There are 3 labels and 3 roots (one with leaf) in the bottom sub-row. ??? Split the sub-rows as separate units? Near top edge, West of plant <f99r>[1,1]."""	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
142	35	f102v2	f102	f102v2.7	f102v2:L1	PROXIMITY_ONLY	UNHEDGED	item <f102v2>[1,4] - cuboid - one blue face, three unpainted ones leaf <f102v2>[1,5] - short wing-shaped leaf - dark,light edges East of leaf <f102v2>[1,5], middle height. Grove's 22.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
143	8	f88r	f88	f88r.25	f88r:L3	PROXIMITY_ONLY	UNHEDGED	plant <f88r>[3,1] - bulb with thin roots, triangular serrated leaves plant <f88r>[3,2] - light coloured roots with bumps, round knobby leaves. Above plant <f88r>[3,2]. Kluge's 11A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
144	1	f68r1	f68	f68r1.19	f68r1:S1	REL_EXPLICIT_ATTACHMENT	HEDGED	Label on star at 09:00 - next to border. There is a period dot after the @s. Dirt? Seven points, no core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
145	35	f102v2	f102	f102v2.4	f102v2:L1	PROXIMITY_ONLY	UNHEDGED	leaf <f102v2>[1,1] - heart-shaped leaf West of leaf <f102v2>[1,2], at top. Grove's 4.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
146	1	f68r1	f68	f68r1.20	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 09:30 - middle of three. Seven points, dark core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
147	21	f82v	f82	f82v.42	f82v:X2	PROXIMITY_ONLY	UNHEDGED	Label near West end of upper curved channel.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
148	19	f99r	f99	f99r.8	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1,5] - s-shaped roots Near top edge, West of plant <f99r>[1,6].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
149	1	f68r1	f68	f68r1.33	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 07:00 - Northwest of moon. Eight points, blank core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
150	26	f88r	f88	f88r.13	f88r:L2	REL_EXPLICIT_ATTACHMENT	HEDGED	There are 6 labels and 4 plants, the last one with two kinds of leaves. It is not clear how plants and labels are to be paired up. We assume that the first label is attached to the container at left. plant <f88r>[2,1] - light and dark roots, dark flowers East of plant <f88r>[2,1]. Kluge's 06B.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
151	40	f99r	f99	f99r.34	f99r:L3	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[3,1] - light with spots Between plants <f99r>[3,1] and <f99r>[3,1], at top. Petersen's 87c.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
152	6	f82v	f82	f82v.2	f82v:N1	PROXIMITY_ONLY	UNHEDGED	Label near North nymph.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
153	23	f99v	f99	f99v.35	f99v:P3	REL_OVERLAP_OR_CONTACT	UNHEDGED	This line runs into the stem of plant <f99v>[4,1].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
154	36	f100r	f100	f100r.1	f100r:C1	REL_EXPLICIT_ATTACHMENT	HEDGED	This label is actually above plant <f100r>[1,1], but since there are 6 labels on that row, we assume that the first one belongs to the container. Kluge's 15A in <f100r>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
155	25	f75v	f75	f75v.60	f75v:P3	REL_ARRAY_OR_GROUP	HEDGED	"""The following paragraph lies to the right of the """"lower pond"""" with 19 women. There is extra text above, to the left of, and below the pond, shown here as <!->-comments, which may or may not be part of this paragraph; that material is transcribed as separate units, <f75v.N2>, <f75v.N3>, and <f75v.P4>. Words at the left of this line, between nymph heads, are entries <f75v.N2.1> through <f75v.N2.3>."""	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
156	29	f68r2	f68	f68r2.13	f68r2:S1	REL_EXPLICIT_ATTACHMENT	HEDGED	Label on star at 12:30, distance 0.3. Eight points, dot core. The right side of the final @y lies on top of the star's outline. The star points seem to be arranged on purpose to allow that.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
157	26	f88r	f88	f88r.14	f88r:L2	PROXIMITY_ONLY	UNHEDGED	plant <f88r>[2,2] - light, dark roots, dark where stem meets roots. East of plant <f88r>[2,2]. Kluge's 07A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
158	1	f68r1	f68	f68r1.22	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at center of diagram. Seven points, no core (but unpainted near center).	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
159	4	f83v	f83	f83v.9	f83v:N1	REL_EXPLICIT_ATTACHMENT	HEDGED	These labels may be attached to the nymphs or to the large round objects between them. Left label.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
