source_unit	latent_or_plaintext_unit	mapping_probability	context_restriction	occurrences	counterexamples
eeodaii	VALUE_0795	1.0	VALUE	4	none admitted; unknown inventory entries fail
olee	VALUE_0796	1.0	VALUE	4	none admitted; unknown inventory entries fail
ytsh	VALUE_0797	1.0	VALUE	4	none admitted; unknown inventory entries fail
yksh	VALUE_0798	1.0	VALUE	4	none admitted; unknown inventory entries fail
n	VALUE_0799	1.0	VALUE	4	none admitted; unknown inventory entries fail
holo	VALUE_0800	1.0	VALUE	4	none admitted; unknown inventory entries fail
ckhod	VALUE_0801	1.0	VALUE	4	none admitted; unknown inventory entries fail
opydaii	VALUE_0802	1.0	VALUE	4	none admitted; unknown inventory entries fail
oreee	VALUE_0803	1.0	VALUE	4	none admitted; unknown inventory entries fail
cthoda	VALUE_0804	1.0	VALUE	4	none admitted; unknown inventory entries fail
oldai	VALUE_0805	1.0	VALUE	4	none admitted; unknown inventory entries fail
okora	VALUE_0806	1.0	VALUE	4	none admitted; unknown inventory entries fail
chotche	VALUE_0807	1.0	VALUE	4	none admitted; unknown inventory entries fail
choee	VALUE_0808	1.0	VALUE	4	none admitted; unknown inventory entries fail
otoee	VALUE_0809	1.0	VALUE	4	none admitted; unknown inventory entries fail
choteo	VALUE_0810	1.0	VALUE	4	none admitted; unknown inventory entries fail
cthai	VALUE_0811	1.0	VALUE	4	none admitted; unknown inventory entries fail
oror	VALUE_0812	1.0	VALUE	4	none admitted; unknown inventory entries fail
oea	VALUE_0813	1.0	VALUE	4	none admitted; unknown inventory entries fail
cheked	VALUE_0814	1.0	VALUE	4	none admitted; unknown inventory entries fail
ykeech	VALUE_0815	1.0	VALUE	4	none admitted; unknown inventory entries fail
ckhd	VALUE_0816	1.0	VALUE	4	none admitted; unknown inventory entries fail
okedo	VALUE_0817	1.0	VALUE	4	none admitted; unknown inventory entries fail
chocph	VALUE_0818	1.0	VALUE	4	none admitted; unknown inventory entries fail
ct	VALUE_0819	1.0	VALUE	4	none admitted; unknown inventory entries fail
chetch	VALUE_0820	1.0	VALUE	4	none admitted; unknown inventory entries fail
chotcho	VALUE_0821	1.0	VALUE	4	none admitted; unknown inventory entries fail
chefch	VALUE_0822	1.0	VALUE	4	none admitted; unknown inventory entries fail
cheai	VALUE_0823	1.0	VALUE	4	none admitted; unknown inventory entries fail
hoto	VALUE_0824	1.0	VALUE	4	none admitted; unknown inventory entries fail
of	VALUE_0825	1.0	VALUE	4	none admitted; unknown inventory entries fail
ytodaii	VALUE_0826	1.0	VALUE	4	none admitted; unknown inventory entries fail
heol	VALUE_0827	1.0	VALUE	4	none admitted; unknown inventory entries fail
olkchd	VALUE_0828	1.0	VALUE	4	none admitted; unknown inventory entries fail
cholda	VALUE_0829	1.0	VALUE	4	none admitted; unknown inventory entries fail
ykoda	VALUE_0830	1.0	VALUE	4	none admitted; unknown inventory entries fail
orchee	VALUE_0831	1.0	VALUE	4	none admitted; unknown inventory entries fail
okalod	VALUE_0832	1.0	VALUE	4	none admitted; unknown inventory entries fail
arar	VALUE_0833	1.0	VALUE	4	none admitted; unknown inventory entries fail
okoaii	VALUE_0834	1.0	VALUE	4	none admitted; unknown inventory entries fail
chedal	VALUE_0835	1.0	VALUE	4	none admitted; unknown inventory entries fail
oteote	VALUE_0836	1.0	VALUE	4	none admitted; unknown inventory entries fail
chsd	VALUE_0837	1.0	VALUE	4	none admitted; unknown inventory entries fail
okeolo	VALUE_0838	1.0	VALUE	4	none admitted; unknown inventory entries fail
sheckh	VALUE_0839	1.0	VALUE	4	none admitted; unknown inventory entries fail
hodo	VALUE_0840	1.0	VALUE	3	none admitted; unknown inventory entries fail
ykecho	VALUE_0841	1.0	VALUE	3	none admitted; unknown inventory entries fail
hockhe	VALUE_0842	1.0	VALUE	3	none admitted; unknown inventory entries fail
choldaii	VALUE_0843	1.0	VALUE	3	none admitted; unknown inventory entries fail
ykeea	VALUE_0844	1.0	VALUE	3	none admitted; unknown inventory entries fail
otolche	VALUE_0845	1.0	VALUE	3	none admitted; unknown inventory entries fail
chso	VALUE_0846	1.0	VALUE	3	none admitted; unknown inventory entries fail
ycheok	VALUE_0847	1.0	VALUE	3	none admitted; unknown inventory entries fail
ols	VALUE_0848	1.0	VALUE	3	none admitted; unknown inventory entries fail
heockhe	VALUE_0849	1.0	VALUE	3	none admitted; unknown inventory entries fail
heokee	VALUE_0850	1.0	VALUE	3	none admitted; unknown inventory entries fail
cphoa	VALUE_0851	1.0	VALUE	3	none admitted; unknown inventory entries fail
chokche	VALUE_0852	1.0	VALUE	3	none admitted; unknown inventory entries fail
cpheoda	VALUE_0853	1.0	VALUE	3	none admitted; unknown inventory entries fail
eke	VALUE_0854	1.0	VALUE	3	none admitted; unknown inventory entries fail
okodaii	VALUE_0855	1.0	VALUE	3	none admitted; unknown inventory entries fail
sai	VALUE_0856	1.0	VALUE	3	none admitted; unknown inventory entries fail
oldo	VALUE_0857	1.0	VALUE	3	none admitted; unknown inventory entries fail
heocth	VALUE_0858	1.0	VALUE	3	none admitted; unknown inventory entries fail
hkee	VALUE_0859	1.0	VALUE	3	none admitted; unknown inventory entries fail
otor	VALUE_0860	1.0	VALUE	3	none admitted; unknown inventory entries fail
holka	VALUE_0861	1.0	VALUE	3	none admitted; unknown inventory entries fail
hokee	VALUE_0862	1.0	VALUE	3	none admitted; unknown inventory entries fail
chy	VALUE_0863	1.0	VALUE	3	none admitted; unknown inventory entries fail
chdal	VALUE_0864	1.0	VALUE	3	none admitted; unknown inventory entries fail
okoo	VALUE_0865	1.0	VALUE	3	none admitted; unknown inventory entries fail
okeodai	VALUE_0866	1.0	VALUE	3	none admitted; unknown inventory entries fail
chsk	VALUE_0867	1.0	VALUE	3	none admitted; unknown inventory entries fail
arched	VALUE_0868	1.0	VALUE	3	none admitted; unknown inventory entries fail
okeesh	VALUE_0869	1.0	VALUE	3	none admitted; unknown inventory entries fail
oith	VALUE_0870	1.0	VALUE	3	none admitted; unknown inventory entries fail
oshed	VALUE_0871	1.0	VALUE	3	none admitted; unknown inventory entries fail
heekch	VALUE_0872	1.0	VALUE	3	none admitted; unknown inventory entries fail
ycheod	VALUE_0873	1.0	VALUE	3	none admitted; unknown inventory entries fail
olcheee	VALUE_0874	1.0	VALUE	3	none admitted; unknown inventory entries fail
okeshe	VALUE_0875	1.0	VALUE	3	none admitted; unknown inventory entries fail
eech	VALUE_0876	1.0	VALUE	3	none admitted; unknown inventory entries fail
okeor	VALUE_0877	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheolo	VALUE_0878	1.0	VALUE	3	none admitted; unknown inventory entries fail
oparaii	VALUE_0879	1.0	VALUE	3	none admitted; unknown inventory entries fail
olkeech	VALUE_0880	1.0	VALUE	3	none admitted; unknown inventory entries fail
keched	VALUE_0881	1.0	VALUE	3	none admitted; unknown inventory entries fail
otsheo	VALUE_0882	1.0	VALUE	3	none admitted; unknown inventory entries fail
orcheo	VALUE_0883	1.0	VALUE	3	none admitted; unknown inventory entries fail
otaiii	VALUE_0884	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheeoda	VALUE_0885	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheekai	VALUE_0886	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheeta	VALUE_0887	1.0	VALUE	3	none admitted; unknown inventory entries fail
chpcheo	VALUE_0888	1.0	VALUE	3	none admitted; unknown inventory entries fail
oykee	VALUE_0889	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheocph	VALUE_0890	1.0	VALUE	3	none admitted; unknown inventory entries fail
otcheda	VALUE_0891	1.0	VALUE	3	none admitted; unknown inventory entries fail
okeche	VALUE_0892	1.0	VALUE	3	none admitted; unknown inventory entries fail
orched	VALUE_0893	1.0	VALUE	3	none admitted; unknown inventory entries fail
keeda	VALUE_0894	1.0	VALUE	3	none admitted; unknown inventory entries fail
oek	VALUE_0895	1.0	VALUE	3	none admitted; unknown inventory entries fail
aiiro	VALUE_0896	1.0	VALUE	3	none admitted; unknown inventory entries fail
oleed	VALUE_0897	1.0	VALUE	3	none admitted; unknown inventory entries fail
aiira	VALUE_0898	1.0	VALUE	3	none admitted; unknown inventory entries fail
olkche	VALUE_0899	1.0	VALUE	3	none admitted; unknown inventory entries fail
chtch	VALUE_0900	1.0	VALUE	3	none admitted; unknown inventory entries fail
oteodai	VALUE_0901	1.0	VALUE	3	none admitted; unknown inventory entries fail
chdald	VALUE_0902	1.0	VALUE	3	none admitted; unknown inventory entries fail
opaira	VALUE_0903	1.0	VALUE	3	none admitted; unknown inventory entries fail
oedaii	VALUE_0904	1.0	VALUE	3	none admitted; unknown inventory entries fail
aild	VALUE_0905	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheoke	VALUE_0906	1.0	VALUE	3	none admitted; unknown inventory entries fail
otolch	VALUE_0907	1.0	VALUE	3	none admitted; unknown inventory entries fail
hecph	VALUE_0908	1.0	VALUE	3	none admitted; unknown inventory entries fail
otchoda	VALUE_0909	1.0	VALUE	3	none admitted; unknown inventory entries fail
cholched	VALUE_0910	1.0	VALUE	3	none admitted; unknown inventory entries fail
hotch	VALUE_0911	1.0	VALUE	3	none admitted; unknown inventory entries fail
airai	VALUE_0912	1.0	VALUE	3	none admitted; unknown inventory entries fail
ycha	VALUE_0913	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheoaii	VALUE_0914	1.0	VALUE	3	none admitted; unknown inventory entries fail
hka	VALUE_0915	1.0	VALUE	3	none admitted; unknown inventory entries fail
htch	VALUE_0916	1.0	VALUE	3	none admitted; unknown inventory entries fail
aiina	VALUE_0917	1.0	VALUE	3	none admitted; unknown inventory entries fail
ypaii	VALUE_0918	1.0	VALUE	3	none admitted; unknown inventory entries fail
yksheo	VALUE_0919	1.0	VALUE	3	none admitted; unknown inventory entries fail
aich	VALUE_0920	1.0	VALUE	3	none admitted; unknown inventory entries fail
aisa	VALUE_0921	1.0	VALUE	3	none admitted; unknown inventory entries fail
ekchd	VALUE_0922	1.0	VALUE	3	none admitted; unknown inventory entries fail
chpa	VALUE_0923	1.0	VALUE	3	none admitted; unknown inventory entries fail
alcha	VALUE_0924	1.0	VALUE	3	none admitted; unknown inventory entries fail
yai	VALUE_0925	1.0	VALUE	3	none admitted; unknown inventory entries fail
okalchd	VALUE_0926	1.0	VALUE	3	none admitted; unknown inventory entries fail
chokeed	VALUE_0927	1.0	VALUE	3	none admitted; unknown inventory entries fail
olsa	VALUE_0928	1.0	VALUE	3	none admitted; unknown inventory entries fail
okeaii	VALUE_0929	1.0	VALUE	3	none admitted; unknown inventory entries fail
chedee	VALUE_0930	1.0	VALUE	3	none admitted; unknown inventory entries fail
sheeda	VALUE_0931	1.0	VALUE	3	none admitted; unknown inventory entries fail
heea	VALUE_0932	1.0	VALUE	3	none admitted; unknown inventory entries fail
aikh	VALUE_0933	1.0	VALUE	3	none admitted; unknown inventory entries fail
oikh	VALUE_0934	1.0	VALUE	3	none admitted; unknown inventory entries fail
oteedaii	VALUE_0935	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheoked	VALUE_0936	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheef	VALUE_0937	1.0	VALUE	3	none admitted; unknown inventory entries fail
tai	VALUE_0938	1.0	VALUE	3	none admitted; unknown inventory entries fail
aina	VALUE_0939	1.0	VALUE	3	none admitted; unknown inventory entries fail
chckhaii	VALUE_0940	1.0	VALUE	3	none admitted; unknown inventory entries fail
checthe	VALUE_0941	1.0	VALUE	3	none admitted; unknown inventory entries fail
oksheo	VALUE_0942	1.0	VALUE	3	none admitted; unknown inventory entries fail
ama	VALUE_0943	1.0	VALUE	3	none admitted; unknown inventory entries fail
okalaii	VALUE_0944	1.0	VALUE	3	none admitted; unknown inventory entries fail
octhd	VALUE_0945	1.0	VALUE	3	none admitted; unknown inventory entries fail
hara	VALUE_0946	1.0	VALUE	3	none admitted; unknown inventory entries fail
ody	VALUE_0947	1.0	VALUE	3	none admitted; unknown inventory entries fail
ochaii	VALUE_0948	1.0	VALUE	3	none admitted; unknown inventory entries fail
checkho	VALUE_0949	1.0	VALUE	3	none admitted; unknown inventory entries fail
kcheo	VALUE_0950	1.0	VALUE	3	none admitted; unknown inventory entries fail
olchea	VALUE_0951	1.0	VALUE	3	none admitted; unknown inventory entries fail
orii	VALUE_0952	1.0	VALUE	3	none admitted; unknown inventory entries fail
okalched	VALUE_0953	1.0	VALUE	3	none admitted; unknown inventory entries fail
okeeoda	VALUE_0954	1.0	VALUE	3	none admitted; unknown inventory entries fail
arara	VALUE_0955	1.0	VALUE	3	none admitted; unknown inventory entries fail
opalo	VALUE_0956	1.0	VALUE	3	none admitted; unknown inventory entries fail
cholta	VALUE_0957	1.0	VALUE	3	none admitted; unknown inventory entries fail
olpch	VALUE_0958	1.0	VALUE	3	none admitted; unknown inventory entries fail
ofchedaii	VALUE_0959	1.0	VALUE	3	none admitted; unknown inventory entries fail
oeai	VALUE_0960	1.0	VALUE	3	none admitted; unknown inventory entries fail
chcphe	VALUE_0961	1.0	VALUE	3	none admitted; unknown inventory entries fail
oedai	VALUE_0962	1.0	VALUE	3	none admitted; unknown inventory entries fail
eedo	VALUE_0963	1.0	VALUE	3	none admitted; unknown inventory entries fail
ofchda	VALUE_0964	1.0	VALUE	3	none admitted; unknown inventory entries fail
hdo	VALUE_0965	1.0	VALUE	3	none admitted; unknown inventory entries fail
otcheod	VALUE_0966	1.0	VALUE	3	none admitted; unknown inventory entries fail
chetaii	VALUE_0967	1.0	VALUE	3	none admitted; unknown inventory entries fail
oeta	VALUE_0968	1.0	VALUE	3	none admitted; unknown inventory entries fail
aiinod	VALUE_0969	1.0	VALUE	3	none admitted; unknown inventory entries fail
xo	VALUE_0970	1.0	VALUE	3	none admitted; unknown inventory entries fail
os	VALUE_0971	1.0	VALUE	3	none admitted; unknown inventory entries fail
heot	VALUE_0972	1.0	VALUE	3	none admitted; unknown inventory entries fail
chtee	VALUE_0973	1.0	VALUE	3	none admitted; unknown inventory entries fail
otalshed	VALUE_0974	1.0	VALUE	3	none admitted; unknown inventory entries fail
fa	VALUE_0975	1.0	VALUE	3	none admitted; unknown inventory entries fail
oqokai	VALUE_0976	1.0	VALUE	3	none admitted; unknown inventory entries fail
odch	VALUE_0977	1.0	VALUE	3	none admitted; unknown inventory entries fail
pch	VALUE_0978	1.0	VALUE	3	none admitted; unknown inventory entries fail
choo	VALUE_0979	1.0	VALUE	3	none admitted; unknown inventory entries fail
cthold	VALUE_0980	1.0	VALUE	3	none admitted; unknown inventory entries fail
ckhaii	VALUE_0981	1.0	VALUE	3	none admitted; unknown inventory entries fail
co	VALUE_0982	1.0	VALUE	3	none admitted; unknown inventory entries fail
choct	VALUE_0983	1.0	VALUE	3	none admitted; unknown inventory entries fail
chcthod	VALUE_0984	1.0	VALUE	3	none admitted; unknown inventory entries fail
chcfhh	VALUE_0985	1.0	VALUE	3	none admitted; unknown inventory entries fail
opyd	VALUE_0986	1.0	VALUE	3	none admitted; unknown inventory entries fail
oeko	VALUE_0987	1.0	VALUE	3	none admitted; unknown inventory entries fail
olod	VALUE_0988	1.0	VALUE	3	none admitted; unknown inventory entries fail
hosh	VALUE_0989	1.0	VALUE	3	none admitted; unknown inventory entries fail
cfha	VALUE_0990	1.0	VALUE	3	none admitted; unknown inventory entries fail
cthodaii	VALUE_0991	1.0	VALUE	3	none admitted; unknown inventory entries fail
shaii	VALUE_0992	1.0	VALUE	3	none admitted; unknown inventory entries fail
ofcha	VALUE_0993	1.0	VALUE	3	none admitted; unknown inventory entries fail
olol	VALUE_0994	1.0	VALUE	3	none admitted; unknown inventory entries fail
ck	VALUE_0995	1.0	VALUE	3	none admitted; unknown inventory entries fail
ckhea	VALUE_0996	1.0	VALUE	3	none admitted; unknown inventory entries fail
eeaii	VALUE_0997	1.0	VALUE	3	none admitted; unknown inventory entries fail
hese	VALUE_0998	1.0	VALUE	3	none admitted; unknown inventory entries fail
chof	VALUE_0999	1.0	VALUE	3	none admitted; unknown inventory entries fail
hko	VALUE_1000	1.0	VALUE	3	none admitted; unknown inventory entries fail
eaii	VALUE_1001	1.0	VALUE	3	none admitted; unknown inventory entries fail
hepch	VALUE_1002	1.0	VALUE	3	none admitted; unknown inventory entries fail
chyka	VALUE_1003	1.0	VALUE	3	none admitted; unknown inventory entries fail
chsh	VALUE_1004	1.0	VALUE	3	none admitted; unknown inventory entries fail
chorai	VALUE_1005	1.0	VALUE	3	none admitted; unknown inventory entries fail
ocha	VALUE_1006	1.0	VALUE	3	none admitted; unknown inventory entries fail
eede	VALUE_1007	1.0	VALUE	3	none admitted; unknown inventory entries fail
okard	VALUE_1008	1.0	VALUE	3	none admitted; unknown inventory entries fail
hckhd	VALUE_1009	1.0	VALUE	3	none admitted; unknown inventory entries fail
olchdaii	VALUE_1010	1.0	VALUE	3	none admitted; unknown inventory entries fail
hetch	VALUE_1011	1.0	VALUE	3	none admitted; unknown inventory entries fail
archo	VALUE_1012	1.0	VALUE	3	none admitted; unknown inventory entries fail
ytyd	VALUE_1013	1.0	VALUE	3	none admitted; unknown inventory entries fail
ykchod	VALUE_1014	1.0	VALUE	3	none admitted; unknown inventory entries fail
ytor	VALUE_1015	1.0	VALUE	3	none admitted; unknown inventory entries fail
chocho	VALUE_1016	1.0	VALUE	3	none admitted; unknown inventory entries fail
okalda	VALUE_1017	1.0	VALUE	3	none admitted; unknown inventory entries fail
aim	VALUE_1018	1.0	VALUE	3	none admitted; unknown inventory entries fail
cholol	VALUE_1019	1.0	VALUE	3	none admitted; unknown inventory entries fail
ytea	VALUE_1020	1.0	VALUE	3	none admitted; unknown inventory entries fail
okolch	VALUE_1021	1.0	VALUE	3	none admitted; unknown inventory entries fail
chekod	VALUE_1022	1.0	VALUE	3	none admitted; unknown inventory entries fail
opshe	VALUE_1023	1.0	VALUE	3	none admitted; unknown inventory entries fail
etaii	VALUE_1024	1.0	VALUE	3	none admitted; unknown inventory entries fail
ytshed	VALUE_1025	1.0	VALUE	3	none admitted; unknown inventory entries fail
osar	VALUE_1026	1.0	VALUE	3	none admitted; unknown inventory entries fail
arda	VALUE_1027	1.0	VALUE	3	none admitted; unknown inventory entries fail
yfche	VALUE_1028	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheted	VALUE_1029	1.0	VALUE	3	none admitted; unknown inventory entries fail
chosh	VALUE_1030	1.0	VALUE	3	none admitted; unknown inventory entries fail
hey	VALUE_1031	1.0	VALUE	3	none admitted; unknown inventory entries fail
chyke	VALUE_1032	1.0	VALUE	3	none admitted; unknown inventory entries fail
cheor	VALUE_1033	1.0	VALUE	3	none admitted; unknown inventory entries fail
arii	VALUE_1034	1.0	VALUE	3	none admitted; unknown inventory entries fail
cpheod	VALUE_1035	1.0	VALUE	3	none admitted; unknown inventory entries fail
ykeoda	VALUE_1036	1.0	VALUE	3	none admitted; unknown inventory entries fail
okalcha	VALUE_1037	1.0	VALUE	3	none admitted; unknown inventory entries fail
okalch	VALUE_1038	1.0	VALUE	3	none admitted; unknown inventory entries fail
okao	VALUE_1039	1.0	VALUE	3	none admitted; unknown inventory entries fail
hete	VALUE_1040	1.0	VALUE	3	none admitted; unknown inventory entries fail
as	VALUE_1041	1.0	VALUE	3	none admitted; unknown inventory entries fail
chedy	VALUE_1042	1.0	VALUE	3	none admitted; unknown inventory entries fail
chey	VALUE_1043	1.0	VALUE	3	none admitted; unknown inventory entries fail
chetee	VALUE_1044	1.0	VALUE	3	none admitted; unknown inventory entries fail
otees	VALUE_1045	1.0	VALUE	3	none admitted; unknown inventory entries fail
otoched	VALUE_1046	1.0	VALUE	3	none admitted; unknown inventory entries fail
okad	VALUE_1047	1.0	VALUE	3	none admitted; unknown inventory entries fail
okolsh	VALUE_1048	1.0	VALUE	3	none admitted; unknown inventory entries fail
otola	VALUE_1049	1.0	VALUE	3	none admitted; unknown inventory entries fail
oteeoda	VALUE_1050	1.0	VALUE	3	none admitted; unknown inventory entries fail
okola	VALUE_1051	1.0	VALUE	3	none admitted; unknown inventory entries fail
otoa	VALUE_1052	1.0	VALUE	3	none admitted; unknown inventory entries fail
otalaii	VALUE_1053	1.0	VALUE	3	none admitted; unknown inventory entries fail
otora	VALUE_1054	1.0	VALUE	3	none admitted; unknown inventory entries fail
opal	VALUE_1055	1.0	VALUE	3	none admitted; unknown inventory entries fail
eol	VALUE_1056	1.0	VALUE	3	none admitted; unknown inventory entries fail
chcphh	VALUE_1057	1.0	VALUE	3	none admitted; unknown inventory entries fail
odche	VALUE_1058	1.0	VALUE	3	none admitted; unknown inventory entries fail
oltai	VALUE_1059	1.0	VALUE	3	none admitted; unknown inventory entries fail
hcthh	VALUE_1060	1.0	VALUE	3	none admitted; unknown inventory entries fail
otda	VALUE_1061	1.0	VALUE	3	none admitted; unknown inventory entries fail
chkeed	VALUE_1062	1.0	VALUE	3	none admitted; unknown inventory entries fail
oqo	VALUE_1063	1.0	VALUE	3	none admitted; unknown inventory entries fail
arald	VALUE_1064	1.0	VALUE	3	none admitted; unknown inventory entries fail
chckheod	VALUE_1065	1.0	VALUE	2	none admitted; unknown inventory entries fail
ykcha	VALUE_1066	1.0	VALUE	2	none admitted; unknown inventory entries fail
cthara	VALUE_1067	1.0	VALUE	2	none admitted; unknown inventory entries fail
heocph	VALUE_1068	1.0	VALUE	2	none admitted; unknown inventory entries fail
olcth	VALUE_1069	1.0	VALUE	2	none admitted; unknown inventory entries fail
chockha	VALUE_1070	1.0	VALUE	2	none admitted; unknown inventory entries fail
araro	VALUE_1071	1.0	VALUE	2	none admitted; unknown inventory entries fail
ore	VALUE_1072	1.0	VALUE	2	none admitted; unknown inventory entries fail
als	VALUE_1073	1.0	VALUE	2	none admitted; unknown inventory entries fail
olcheeo	VALUE_1074	1.0	VALUE	2	none admitted; unknown inventory entries fail
hkeeo	VALUE_1075	1.0	VALUE	2	none admitted; unknown inventory entries fail
yfolaii	VALUE_1076	1.0	VALUE	2	none admitted; unknown inventory entries fail
ykhe	VALUE_1077	1.0	VALUE	2	none admitted; unknown inventory entries fail
okoraii	VALUE_1078	1.0	VALUE	2	none admitted; unknown inventory entries fail
eocth	VALUE_1079	1.0	VALUE	2	none admitted; unknown inventory entries fail
ytolaii	VALUE_1080	1.0	VALUE	2	none admitted; unknown inventory entries fail
orala	VALUE_1081	1.0	VALUE	2	none admitted; unknown inventory entries fail
okeodo	VALUE_1082	1.0	VALUE	2	none admitted; unknown inventory entries fail
oeeaii	VALUE_1083	1.0	VALUE	2	none admitted; unknown inventory entries fail
holdaii	VALUE_1084	1.0	VALUE	2	none admitted; unknown inventory entries fail
araiii	VALUE_1085	1.0	VALUE	2	none admitted; unknown inventory entries fail
ockha	VALUE_1086	1.0	VALUE	2	none admitted; unknown inventory entries fail
cthch	VALUE_1087	1.0	VALUE	2	none admitted; unknown inventory entries fail
ese	VALUE_1088	1.0	VALUE	2	none admitted; unknown inventory entries fail
yoee	VALUE_1089	1.0	VALUE	2	none admitted; unknown inventory entries fail
cheodo	VALUE_1090	1.0	VALUE	2	none admitted; unknown inventory entries fail
orshe	VALUE_1091	1.0	VALUE	2	none admitted; unknown inventory entries fail
oralod	VALUE_1092	1.0	VALUE	2	none admitted; unknown inventory entries fail
oetee	VALUE_1093	1.0	VALUE	2	none admitted; unknown inventory entries fail
cheoc	VALUE_1094	1.0	VALUE	2	none admitted; unknown inventory entries fail
okolk	VALUE_1095	1.0	VALUE	2	none admitted; unknown inventory entries fail
aik	VALUE_1096	1.0	VALUE	2	none admitted; unknown inventory entries fail
ach	VALUE_1097	1.0	VALUE	2	none admitted; unknown inventory entries fail
esho	VALUE_1098	1.0	VALUE	2	none admitted; unknown inventory entries fail
halk	VALUE_1099	1.0	VALUE	2	none admitted; unknown inventory entries fail
okeshed	VALUE_1100	1.0	VALUE	2	none admitted; unknown inventory entries fail
tar	VALUE_1101	1.0	VALUE	2	none admitted; unknown inventory entries fail
hkch	VALUE_1102	1.0	VALUE	2	none admitted; unknown inventory entries fail
otals	VALUE_1103	1.0	VALUE	2	none admitted; unknown inventory entries fail
olfche	VALUE_1104	1.0	VALUE	2	none admitted; unknown inventory entries fail
csee	VALUE_1105	1.0	VALUE	2	none admitted; unknown inventory entries fail
yshea	VALUE_1106	1.0	VALUE	2	none admitted; unknown inventory entries fail
chalka	VALUE_1107	1.0	VALUE	2	none admitted; unknown inventory entries fail
haikh	VALUE_1108	1.0	VALUE	2	none admitted; unknown inventory entries fail
oleeed	VALUE_1109	1.0	VALUE	2	none admitted; unknown inventory entries fail
oteaii	VALUE_1110	1.0	VALUE	2	none admitted; unknown inventory entries fail
oqokee	VALUE_1111	1.0	VALUE	2	none admitted; unknown inventory entries fail
sheok	VALUE_1112	1.0	VALUE	2	none admitted; unknown inventory entries fail
chedyd	VALUE_1113	1.0	VALUE	2	none admitted; unknown inventory entries fail
shdo	VALUE_1114	1.0	VALUE	2	none admitted; unknown inventory entries fail
okoee	VALUE_1115	1.0	VALUE	2	none admitted; unknown inventory entries fail
hte	VALUE_1116	1.0	VALUE	2	none admitted; unknown inventory entries fail
ysheeod	VALUE_1117	1.0	VALUE	2	none admitted; unknown inventory entries fail
okcheed	VALUE_1118	1.0	VALUE	2	none admitted; unknown inventory entries fail
ycheeod	VALUE_1119	1.0	VALUE	2	none admitted; unknown inventory entries fail
chodee	VALUE_1120	1.0	VALUE	2	none admitted; unknown inventory entries fail
okeoch	VALUE_1121	1.0	VALUE	2	none admitted; unknown inventory entries fail
ychedaii	VALUE_1122	1.0	VALUE	2	none admitted; unknown inventory entries fail
saii	VALUE_1123	1.0	VALUE	2	none admitted; unknown inventory entries fail
orchcth	VALUE_1124	1.0	VALUE	2	none admitted; unknown inventory entries fail
otairo	VALUE_1125	1.0	VALUE	2	none admitted; unknown inventory entries fail
ycheoraii	VALUE_1126	1.0	VALUE	2	none admitted; unknown inventory entries fail
akai	VALUE_1127	1.0	VALUE	2	none admitted; unknown inventory entries fail
oeeda	VALUE_1128	1.0	VALUE	2	none admitted; unknown inventory entries fail
ock	VALUE_1129	1.0	VALUE	2	none admitted; unknown inventory entries fail
choted	VALUE_1130	1.0	VALUE	2	none admitted; unknown inventory entries fail
i	VALUE_1131	1.0	VALUE	2	none admitted; unknown inventory entries fail
oekeod	VALUE_1132	1.0	VALUE	2	none admitted; unknown inventory entries fail
kshee	VALUE_1133	1.0	VALUE	2	none admitted; unknown inventory entries fail
ylkaii	VALUE_1134	1.0	VALUE	2	none admitted; unknown inventory entries fail
airol	VALUE_1135	1.0	VALUE	2	none admitted; unknown inventory entries fail
chded	VALUE_1136	1.0	VALUE	2	none admitted; unknown inventory entries fail
chees	VALUE_1137	1.0	VALUE	2	none admitted; unknown inventory entries fail
aiild	VALUE_1138	1.0	VALUE	2	none admitted; unknown inventory entries fail
raii	VALUE_1139	1.0	VALUE	2	none admitted; unknown inventory entries fail
eshe	VALUE_1140	1.0	VALUE	2	none admitted; unknown inventory entries fail
chpo	VALUE_1141	1.0	VALUE	2	none admitted; unknown inventory entries fail
alchee	VALUE_1142	1.0	VALUE	2	none admitted; unknown inventory entries fail
oeeeod	VALUE_1143	1.0	VALUE	2	none admitted; unknown inventory entries fail
ees	VALUE_1144	1.0	VALUE	2	none admitted; unknown inventory entries fail
ychtaii	VALUE_1145	1.0	VALUE	2	none admitted; unknown inventory entries fail
opchedd	VALUE_1146	1.0	VALUE	2	none admitted; unknown inventory entries fail
okair	VALUE_1147	1.0	VALUE	2	none admitted; unknown inventory entries fail
shoai	VALUE_1148	1.0	VALUE	2	none admitted; unknown inventory entries fail
heokaii	VALUE_1149	1.0	VALUE	2	none admitted; unknown inventory entries fail
cholkeee	VALUE_1150	1.0	VALUE	2	none admitted; unknown inventory entries fail
