master_card_id	source_key_short_value_plus_scope	source_short_value_de	imperative_clause_de	terminal_scope	minimal_dictionary_recipe	grade_instruction	form_selector	exact_identity_recipe	canonical_written_form	registered_surface_forms	surface_form_count	bio_event_count	forward_rule_de
MC120	bemessen|NONCLOSE	bemessen	Messe den Posten ab	NONCLOSE	F_AIIN+F_OK	NO_GRADE	UNIQUE_RECIPE	OK+AIIN	okaiin	okaiin|qokaiin	2	8	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC121	Folgequelle|NONCLOSE	Folgequelle	Wechsle zur folgenden Quelle	NONCLOSE	F_AR+F_OT	NO_GRADE	UNIQUE_RECIPE	OT+AR	otar	otar	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC123	dies|NONCLOSE	dies	Halte diesen Posten aktiv	NONCLOSE	F_Y	NO_GRADE	UNIQUE_RECIPE	Y	chey	chey|chy|dy|shy|sy|y	6	9	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC124	weiter abziehen|TERMINAL	weiter abziehen	Ziehe ihn weiter ab	TERMINAL	W_MC124	NO_GRADE	UNIQUE_RECIPE	W_MC124	lkedy	lkedy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC126	Zielzuführung|NONCLOSE	Zielzuführung	Führe ihn dem Ziel zu	NONCLOSE	F_AL+F_CHED_TRANSFER+F_P	NO_GRADE	UNIQUE_RECIPE	AL+P+CHED_TRANSFER	pchedal	pchedal	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC127	Abführung|NONCLOSE	Abführung	Führe ihn ab	NONCLOSE	F_CHED_TRANSFER+F_L	NO_GRADE	SELECT_MC127	L+CHED_TRANSFER	lched	lched	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC128	kurz absetzen|TERMINAL	kurz absetzen	Lass ihn kurz absetzen	TERMINAL	F_DY+F_E_GRADE+F_SHED	E_SHORT	UNIQUE_RECIPE	E_GRADE+DY+SHED[GRADE=E_SHORT]	cheedy	cheedy|shedy|tedy	3	12	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC130	Waschgang|NONCLOSE	Waschgang	Führe einen Waschgang aus	NONCLOSE	F_LSH	NO_GRADE	UNIQUE_RECIPE	LSH	lsho	lsho	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC132	Kurzpassage|NONCLOSE	Kurzpassage	Führe ihn kurz hindurch	NONCLOSE	F_CKH+F_E_GRADE+F_Y	E_SHORT	UNIQUE_RECIPE	E_GRADE+Y+CKH[GRADE=E_SHORT]	sheckhy	sheckhy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC133	Trennabzug|TERMINAL	Trennabzug	Ziehe die getrennte Fraktion ab	TERMINAL	F_CKHE+F_L	NO_GRADE	UNIQUE_RECIPE	L+CKHE[LICENSED_CLOSE=YES]	lcheckhedy	lcheckhedy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC134	Weiterweg|NONCLOSE	Weiterweg	Führe auf dem Weg weiter	NONCLOSE	F_OL	NO_GRADE	SELECT_MC134	OL[SUBTYPE=PATH_CONTINUATION]	qolky	qolky	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC135	Kurzfolge|TERMINAL	Kurzfolge	Führe ihn kurz zum Folgeschritt weiter	TERMINAL	F_DY+F_E_GRADE+F_OT	E_SHORT	UNIQUE_RECIPE	OT+E_GRADE+DY[GRADE=E_SHORT]	otedy	otedy	1	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC137	Kurzvorbereitung|NONCLOSE	Kurzvorbereitung	Bereite ihn kurz vor	NONCLOSE	F_CTH+F_E_GRADE+F_Y	E_SHORT	SELECT_MC137	E_GRADE+Y+CTH[GRADE=E_SHORT][SUBTYPE=LOCAL_CTH_ALLOGRAPH][OWNER=UNPICTURED_TRANSITION_ZONE]	shecthy	shecthy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC138	Frischwasser zugeben|TERMINAL	Frischwasser zugeben	Lass frische Spülflüssigkeit ein	TERMINAL	W_MC138	NO_GRADE	UNIQUE_RECIPE	W_MC138	dshedy	dshedy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC139	Transfer|TERMINAL	Transfer	Führe ihn über	TERMINAL	F_CHED_TRANSFER+F_DY	NO_GRADE	UNIQUE_RECIPE	DY+CHED_TRANSFER	dchdy	dchdy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC140	Volleinsatz|TERMINAL	Volleinsatz	Setze ihn vollständig ein	TERMINAL	F_DY+F_E_GRADE+F_OK	EEE_FULL	UNIQUE_RECIPE	OK+E_GRADE+DY[GRADE=EEE_FULL]	qokeeedy	qokeeedy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC141	Folgeklarlauf|NONCLOSE	Folgeklarlauf	Nimm danach den klaren Ablauf	NONCLOSE	W_MC141	NO_GRADE	UNIQUE_RECIPE	W_MC141	tshey	tshey	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC143	durchlassen|TERMINAL	durchlassen	Lass ihn hindurch	TERMINAL	F_CKHE	NO_GRADE	UNIQUE_RECIPE	CKHE[LICENSED_CLOSE=YES]	shckhedy	shckhedy	1	3	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC144	Sollabsetzung|NONCLOSE	Sollabsetzung	Lass ihn bis zum Sollstand absetzen	NONCLOSE	F_AIIN	NO_GRADE	SELECT_MC144	AIIN[SUBTYPE=SETTLING_MEASURE]	chldaiin	chldaiin	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC145	Anteilstransfer|NONCLOSE	Anteilstransfer	Führe einen Anteil über	NONCLOSE	F_AIN+F_CHED_TRANSFER	NO_GRADE	UNIQUE_RECIPE	AIN+CHED_TRANSFER	chedain	chedain	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC146	Zielbereitung|NONCLOSE	Zielbereitung	Stelle ihn am Zielgefäß bereit	NONCLOSE	F_AL+F_OR	NO_GRADE	UNIQUE_RECIPE	AL+OR	chealror	chealror	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC147	kurz wärmen|NONCLOSE	kurz wärmen	Wärme ihn kurz	NONCLOSE	F_CHK+F_E_GRADE+F_Y	E_SHORT	UNIQUE_RECIPE	E_GRADE+Y+CHK[GRADE=E_SHORT]	cheky	cheky	1	3	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC149	Folgeabsetzen|TERMINAL	Folgeabsetzen	Lass danach den nächsten Posten absetzen	TERMINAL	F_DY+F_OL+F_SHED	NO_GRADE	UNIQUE_RECIPE	OL+DY+SHED	solshedy	solshedy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC150	Langfortsetzung|NONCLOSE	Langfortsetzung	Setze den Gang lange fort	NONCLOSE	F_E_GRADE+F_OK+F_OL	EE_LONG	UNIQUE_RECIPE	OK+OL+E_GRADE[GRADE=EE_LONG]	okeeol	okeeol	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC151	Einsatzabsetzen|TERMINAL	Einsatzabsetzen	Lass ihn nach dem Einsatz absetzen	TERMINAL	F_DY+F_OK+F_SHED	NO_GRADE	UNIQUE_RECIPE	OK+DY+SHED	qokshedy	qokshedy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC152	teilen|NONCLOSE	teilen	Teile den Posten	NONCLOSE	W_MC152	NO_GRADE	UNIQUE_RECIPE	W_MC152	ches	ches	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC153	weiter|NONCLOSE	weiter	Arbeite weiter	NONCLOSE	F_OL	NO_GRADE	DEFAULT_FOR_RECIPE	OL[SUBTYPE=PLAIN_CONTINUATION]	cheol	cheol|chol|ol|qol|sol|tol	6	16	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC154	dorthin|NONCLOSE	dorthin	Führe ihn dorthin	NONCLOSE	F_AL	NO_GRADE	DEFAULT_FOR_RECIPE	AL[SUBTYPE=TARGET_ADDRESS]	al	al|chal|cheal|dal|sal|tal	6	9	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC155	abführen|TERMINAL	abführen	Führe ihn ab	TERMINAL	F_CHED_TRANSFER+F_L	NO_GRADE	DEFAULT_FOR_RECIPE	L+CHED_TRANSFER[LICENSED_CLOSE=YES]	lchedy	lchedy	1	8	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC157	derselbe Ansatz|NONCLOSE	derselbe Ansatz	Verwende denselben Ansatz weiter	NONCLOSE	F_OL+F_OR	NO_GRADE	UNIQUE_RECIPE	OL+OR	cholor	cholor|olor	2	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC161	bereit|NONCLOSE	bereit	Halte ihn bereit	NONCLOSE	F_CTH+F_Y	NO_GRADE	UNIQUE_RECIPE	Y+CTH	checthy	checthy|cthy|shcthy	3	4	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC162	Weiterposten|NONCLOSE	Weiterposten	Nimm den nächsten Einsatzposten	NONCLOSE	F_OL+F_Y	NO_GRADE	UNIQUE_RECIPE	OL+Y	qolchey	qolchey	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC164	befestigen|TERMINAL	befestigen	Befestige ihn	TERMINAL	W_MC164	NO_GRADE	UNIQUE_RECIPE	W_MC164	qokylddy	qokylddy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC165	Kurzdurchgang|NONCLOSE	Kurzdurchgang	Führe ihn kurz hindurch	NONCLOSE	F_CKH+F_E_GRADE+F_OK+F_Y	E_SHORT	UNIQUE_RECIPE	OK+E_GRADE+Y+CKH[GRADE=E_SHORT]	qockhey	qockhey	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC166	Langwärmen|NONCLOSE	Langwärmen	Wärme ihn lange	NONCLOSE	F_CHK+F_E_GRADE+F_Y	EE_LONG	SELECT_MC166	E_GRADE+Y+CHK[GRADE=EE_LONG][SUBTYPE=LONG_WARMING]	chkeey	chkeey	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC167	Abführung|TERMINAL	Abführung	Führe ihn ab	TERMINAL	F_CHED_TRANSFER+F_DY+F_L+F_O_WITHDRAW	NO_GRADE	UNIQUE_RECIPE	L+DY+CHED_TRANSFER+O_WITHDRAW	lochedy	lochedy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC168	Abführpassage|NONCLOSE	Abführpassage	Führe ihn durch die Abführpassage	NONCLOSE	F_CKH+F_L+F_Y	NO_GRADE	UNIQUE_RECIPE	L+Y+CKH	lcheckhy	lcheckhy	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC171	das nächste|NONCLOSE	das nächste	Nimm das nächste	NONCLOSE	F_OT+F_Y	NO_GRADE	UNIQUE_RECIPE	OT+Y[SUBTYPE=NEXT_ITEM]	otchey	otchey	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC172	Endstufe|NONCLOSE	Endstufe	Stelle die Endstufe ein	NONCLOSE	F_IIN	NO_GRADE	SELECT_MC172	IIN[SUBTYPE=END_STAGE]	daiiin	daiiin	1	1	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
MC173	lange Folgestufe|TERMINAL	lange Folgestufe	Führe die lange Folgestufe aus	TERMINAL	F_DY+F_E_GRADE+F_OT	EE_LONG	UNIQUE_RECIPE	OT+E_GRADE+DY[GRADE=EE_LONG]	qoteedy	qoteedy	1	2	Kurzwert und Scope wählen die Kartenidentität; Rezept, Grad und Selektor schreiben die kanonische Form.
