global_running_event_id	physical_page	surface	component_recipe	close_target_action	target_source	other_page_count	other_pages	portability_status
G407-E1759	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1760	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1761	f75r	qokechdy	OK+E+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1763	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1764	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1765	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1766	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1767	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1768	f75r	ldy	L+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1769	f75r	yshedy	Y+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1770	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1771	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1772	f75r	olkeedy	OL+K+EE+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1774	f75r	koldy	K+OL+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1776	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1778	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1780	f75r	keedy	K+EE+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1781	f75r	rshedy	R+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1782	f75r	sokeedy	S+OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1783	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1784	f75r	oteedy	OT+EE+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1787	f75r	keedy	K+EE+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1789	f75r	dshedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1790	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1791	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1793	f75r	qoteedy	OT+EE+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1795	f75r	yshedy	Y+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1797	f75r	oldy	OL+DY	K	INHERITED_ACTION	13	f17r|f18r|f55v|f56r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1801	f75r	oldy	OL+DY	K	INHERITED_ACTION	13	f17r|f18r|f55v|f56r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1804	f75r	okedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1805	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1806	f75r	otedy	OT+E+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1807	f75r	okoldy	OK+OL+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1814	f75r	sshedy	S+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1817	f75r	okedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1820	f75r	otedy	OT+E+DY	S	INHERITED_ACTION	9	f56r|f67r2|f72r|f76r|f77r|f81r|f82r|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1821	f75r	qotedy	OT+E+DY	S	INHERITED_ACTION	9	f56r|f67r2|f72r|f76r|f77r|f81r|f82r|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1822	f75r	otedy	OT+E+DY	S	INHERITED_ACTION	9	f56r|f67r2|f72r|f76r|f77r|f81r|f82r|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1825	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1827	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1829	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1845	f76r	dshedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1852	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1861	f76r	okedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1863	f76r	qotedy	OT+E+DY	K	INHERITED_ACTION	13	f17r|f18r|f55v|f56r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1864	f76r	otedy	OT+E+DY	K	INHERITED_ACTION	13	f17r|f18r|f55v|f56r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1870	f76r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1877	f76r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1878	f76r	lkedy	L+K+E+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1880	f76r	qokchdy	OK+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1884	f76r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1888	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1889	f76r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1901	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1908	f76r	oldy	OL+DY	K	INHERITED_ACTION	13	f17r|f18r|f55v|f56r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1914	f76r	chcphedy	CH+CH+P+E+DY	P	EXPLICIT_LAST_ACTION	6	f17r|f72r|f81r|f81v|f83r|f88v	CROSS_PAGE_ACTION_CLOSE
G407-E1924	f76r	qotedshedy	OT+E+D_ADDR+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1926	f76r	oteedy	OT+EE+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1936	f76r	solshedy	OL+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1947	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1949	f76r	okeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1950	f76r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1956	f76r	okeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1963	f76r	chorshedy	CH+OR+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1972	f76r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1973	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1983	f76r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1993	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1994	f76r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2005	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2006	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2007	f76r	lshedy	L+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2008	f76r	qolchedy	OL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2009	f76r	otedyl	OT+E+DY+L	CHD	INHERITED_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2010	f76r	dshedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2013	f76r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2021	f76r	alchdy	AL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2022	f76r	qokchsdy	OK+CHD+S+DY	S	EXPLICIT_LAST_ACTION	9	f56r|f67r2|f72r|f75r|f77r|f81r|f82r|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2024	f76r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2028	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2032	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2034	f76r	sheedy	SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2035	f76r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2043	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2047	f76r	dalshedy	AL+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2049	f76r	sheedy	SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2062	f76r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2069	f76r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2076	f76r	qolchedy	OL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2101	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2102	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2104	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2132	f76r	dalshedy	AL+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2140	f76r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2143	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2147	f76r	pchedy	P+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2159	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2160	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2162	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2169	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2181	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2201	f76r	polalchdy	P+OL+AL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2202	f76r	pshedy	P+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2203	f76r	opchedy	O+P+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2206	f76r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2209	f76r	chpsheedy	CH+P+SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2219	f76r	olchdy	OL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2223	f76r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2226	f76r	okedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2230	f76r	otedy	OT+E+DY	K	INHERITED_ACTION	13	f17r|f18r|f55v|f56r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2236	f76r	qokchdyl	OK+CHD+DY+L	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2242	f76r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2245	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2266	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2272	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
