global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	explicit_action_roots	inherited_action_root	focus_attachment_count	adjacent_pair_count	has_close	local_action_rules	local_owner_rules	factorized_action_replay_status	imperative_clause_de
G407-E1474	G407-S087	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chcthy	CH+CH+T+Y	CH|CH|T	NONE	1	2	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E1475	G407-S087	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokeedy	OK+EE+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E1476	G407-S088	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoky	OK+Y	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten im Stationsgang an.
G407-E1477	G407-S088	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pchedy	P+CHD+DY	P|CHD	NONE	0	1	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.
G407-E1478	G407-S089	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokshdy	OK+SH+DY	OK|SH	NONE	0	1	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an und halte den Stationsposten [wie zuvor]; schließe den Schritt.
G407-E1479	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ytain	Y+T+AIN	T	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Stelle den Stationsposten und den Stationsanteil ein.
G407-E1480	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten.
G407-E1481	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokar	OK+AR	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.
G407-E1482	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chy	Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Stationsposten im Stationsgang an.
G407-E1483	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lol	L+OL	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; über die sichtbare Verbindung.
G407-E1484	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten.
G407-E1485	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoky	OK+Y	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten im Stationsgang an.
G407-E1486	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sor	S+OR	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle die Stationseinheit.
G407-E1487	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chey	Y	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Stationsposten.
G407-E1488	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokardy	OK+AR+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; schließe den Schritt.
G407-E1489	G407-S091	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dsheckhy	D_ADDR+SH+E+CH+K+Y	SH|CH|K	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I; an der bezeichneten Stelle.
G407-E1490	G407-S091	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1491	G407-S091	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chckhy	CH+K+Y	CH|K	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten und führe den Stationsposten zu.
G407-E1492	G407-S091	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lshedy	L+SH+E+DY	SH	NONE	2	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.
G407-E1493	G407-S092	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	okeedy	OK+EE+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E1494	G407-S093	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokchdy	OK+CHD+DY	OK|CHD	NONE	0	1	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.
G407-E1495	G407-S094	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chcthy	CH+CH+T+Y	CH|CH|T	NONE	1	2	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E1496	G407-S094	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lo	L+O	NONE	T	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang stelle den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; als Ausführung.
G407-E1497	G407-S094	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokedy	OK+E+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
G407-E1498	G407-S095	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokan	OK+AN	OK	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; in der bezeichneten Klasse.
G407-E1499	G407-S095	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	checkhy	CH+E+CH+K+Y	CH|CH|K	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E1500	G407-S095	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokar	OK+AR	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.
G407-E1501	G407-S095	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olchedy	OL+CHD+DY	CHD	NONE	0	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.
G407-E1502	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sal	S+AL	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsposten [wie zuvor]; zur Zielstation.
G407-E1503	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dshor	D_ADDR+SH+OR	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte die Stationseinheit; an der bezeichneten Stelle.
G407-E1504	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qotar	OT+AR	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang halte die Stationseinheit [wie zuvor]; von der Ausgangsstation.
G407-E1505	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chdy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten.
G407-E1506	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad I.
G407-E1507	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1508	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chckhy	CH+K+Y	CH|K	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten und führe den Stationsposten zu.
G407-E1509	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang führe den Stationsposten zu.
G407-E1510	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otey	OT+E+Y	NONE	K	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang führe den Stationsposten zu; auf Grad I.
G407-E1511	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	tedy	T+E+DY	T	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Stelle den Stationsposten [wie zuvor] ein; auf Grad I; schließe den Schritt.
G407-E1512	G407-S097	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lchedy	L+CHD+DY	CHD	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.
G407-E1513	G407-S098	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokeedy	OK+EE+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E1514	G407-S099	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokair	OK+AIR	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; entlang der Stationsbahn.
G407-E1515	G407-S099	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	oly	OL+Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang setze den Stationsposten im Stationsgang an.
G407-E1516	G407-S099	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokeedy	OK+EE+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E1517	G407-S100	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Stationsposten im Stationsgang an.
G407-E1518	G407-S100	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokal	OK+AL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.
G407-E1519	G407-S100	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	okar	OK+AR	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.
G407-E1520	G407-S100	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1521	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dor	D_ADDR+OR	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte die Stationseinheit; an der bezeichneten Stelle.
G407-E1522	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chekam	CH+K+AM_ADDR	CH|K	NONE	0	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm die Stationseinheit [wie zuvor] und führe die Stationseinheit [wie zuvor] zu; an der bezeichneten Stelle.
G407-E1523	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ssheckhy	S+SH+E+CH+K+Y	S|SH|CH|K	NONE	2	2	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsposten, halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E1524	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokal	OK+AL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.
G407-E1525	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	oly	OL+Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang setze den Stationsposten im Stationsgang an.
G407-E1526	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad I.
G407-E1527	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	r	R	R	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Markiere den Stationsposten [wie zuvor].
G407-E1528	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ol	OL	NONE	R	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang markiere den Stationsposten [wie zuvor].
G407-E1529	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	cheey	SH+EE+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad II.
G407-E1530	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad I.
G407-E1531	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten.
G407-E1532	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olshedy	OL+SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1533	G407-S102	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoky	OK+Y	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten im Stationsgang an.
G407-E1534	G407-S102	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pchedy	P+CHD+DY	P|CHD	NONE	0	1	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.
G407-E1535	G407-S103	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	keedy	K+EE+DY	K	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.
G407-E1536	G407-S104	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokedy	OK+E+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
G407-E1537	G407-S105	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokedy	OK+E+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
G407-E1538	G407-S106	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokedy	OK+E+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
G407-E1539	G407-S107	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokedy	OK+E+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
G407-E1540	G407-S108	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1541	G407-S108	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olshedy	OL+SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter halte den Stationsanteil [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1542	G407-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sain	S+AIN	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsanteil.
G407-E1543	G407-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	al	AL	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Stationsanteil [wie zuvor]; zur Zielstation.
G407-E1544	G407-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	keishy	K+E+SH+Y	K|SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Führe den Stationsposten zu und halte den Stationsposten; auf Grad I.
G407-E1545	G407-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1546	G407-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Stationsposten im Stationsgang an.
G407-E1547	G407-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olshedy	OL+SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1548	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1549	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chckhy	CH+K+Y	CH|K	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten und führe den Stationsposten zu.
G407-E1550	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1551	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otar	OT+AR	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang setze den Stationsanteil [wie zuvor] im Stationsgang an; von der Ausgangsstation.
G407-E1552	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	aly	AL+Y	NONE	OK	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.
G407-E1553	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sain	S+AIN	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsanteil.
G407-E1554	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1555	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qolkeeoly	OL+K+EE+OL+Y	K	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter und weiter führe den Stationsposten zu; auf Grad II.
G407-E1556	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	saiin	S+AIIN	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationswert.
G407-E1557	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten.
G407-E1558	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sol	OL	NONE	CHD	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].
G407-E1559	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	or	OR	NONE	CHD	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang bearbeite die Stationseinheit.
G407-E1560	G407-S110	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte die Stationseinheit [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1561	G407-S111	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	okchdy	OK+CHD+DY	OK|CHD	NONE	0	1	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze die Stationseinheit [wie zuvor] im Stationsgang an und bearbeite die Stationseinheit [wie zuvor]; schließe den Schritt.
G407-E1562	G407-S112	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoky	OK+Y	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten im Stationsgang an.
G407-E1563	G407-S112	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dshedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1564	G407-S113	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokar	OK+AR	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.
G407-E1565	G407-S113	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheedy	SH+EE+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.
G407-E1566	G407-S114	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lch	L+CH	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung.
