global_attachment_id	global_running_event_id	physical_page	surface	focus_core	action_core	focus_edge	selector_rule	attachment_geometry	r_topology	other_page_count	other_pages	portability_status
G407-A00564	G407-E0631	f24v	ydal	AL	T	T<-AL	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	NONE	12	f18r|f1r|f55v|f67r2|f71v|f72r|f76r|f77r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00565	G407-E0634	f24v	okaiin	AIIN	OK	OK<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00566	G407-E0635	f24v	odaiin	AIIN	OK	OK<-AIIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	21	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00567	G407-E0636	f24v	dlos	L	S	S<-L	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	NONE	6	f1r|f55v|f71v|f77r|f81r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00568	G407-E0637	f24v	oeor	E	S	S<-E	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	14	f17r|f1r|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00569	G407-E0637	f24v	oeor	OR	S	S<-OR	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	13	f10r|f17r|f1r|f67r2|f72r|f75r|f76r|f81r|f82r|f83r|f88r|f88v|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00570	G407-E0638	f24v	oraiin	OR	S	S<-OR	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	13	f10r|f17r|f1r|f67r2|f72r|f75r|f76r|f81r|f82r|f83r|f88r|f88v|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00571	G407-E0638	f24v	oraiin	AIIN	S	S<-AIIN	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	18	f11r|f18r|f1r|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00572	G407-E0639	f24v	tchar	AR	CH	CH<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f17r|f18r|f1r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00573	G407-E0640	f24v	oro	OR	CH	CH<-OR	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00574	G407-E0642	f24v	chor	OR	CH	CH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00575	G407-E0643	f24v	arsa	AR	CH	CH<-AR	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	NONE	17	f10r|f17r|f18r|f1r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00576	G407-E0645	f24v	ycheol	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00577	G407-E0645	f24v	ycheol	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00578	G407-E0645	f24v	ycheol	L	CH	CH<-L	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	14	f11r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00579	G407-E0646	f24v	daid	AIN	CH	CH<-AIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	8	f11r|f18r|f1r|f75r|f76r|f77r|f83r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00580	G407-E0647	f24v	dar	AR	CH	CH<-AR	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	NONE	17	f10r|f17r|f18r|f1r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00581	G407-E0649	f24v	kochky	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00582	G407-E0650	f24v	chcthy	Y	T	T<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00583	G407-E0652	f24v	sain	AIN	S	S<-AIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	12	f10r|f17r|f67r2|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00584	G407-E0653	f24v	ychol	Y	S	S<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	15	f11r|f13r|f17r|f1r|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00585	G407-E0655	f24v	or	OR	S	S<-OR	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	13	f10r|f17r|f1r|f67r2|f72r|f75r|f76r|f81r|f82r|f83r|f88r|f88v|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00586	G407-E0656	f24v	chor	OR	CH	CH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00587	G407-E0658	f24v	okoeor	E	OK	OK<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f18r|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00588	G407-E0658	f24v	okoeor	OR	OK	OK<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	14	f13r|f17r|f18r|f1r|f55v|f56r|f72r|f76r|f81r|f81v|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00589	G407-E0659	f24v	ctheod	E	T	T<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f17r|f1r|f67r2|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00590	G407-E0660	f24v	choy	Y	T	T<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00591	G407-E0661	f24v	keol	E	K	K<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00592	G407-E0662	f24v	ydaiin	Y	K	K<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00593	G407-E0662	f24v	ydaiin	AIIN	K	K<-AIIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	19	f10r|f11r|f13r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00594	G407-E0663	f24v	chear	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00595	G407-E0663	f24v	chear	AR	CH	CH<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f17r|f18r|f1r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00596	G407-E0665	f24v	okodaiin	AIIN	OK	OK<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00597	G407-E0667	f24v	foar	AR	SH	SH<-AR	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	NONE	10	f1r|f71v|f72r|f75r|f76r|f77r|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00598	G407-E0672	f24v	okchal	AL	CH	CH<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	19	f10r|f13r|f18r|f1r|f55v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00599	G407-E0673	f24v	oeeey	EEE	CH	CH<-EEE	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	2	f72r|f88r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00600	G407-E0673	f24v	oeeey	Y	CH	CH<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00601	G407-E0674	f24v	cheol	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00602	G407-E0674	f24v	cheol	L	CH	CH<-L	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	14	f11r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00603	G407-E0676	f24v	odor	OR	CH	CH<-OR	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f1r|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00604	G407-E0679	f24v	otolodal	AL	SH	SH<-AL	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	NONE	14	f11r|f18r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00605	G407-E0681	f24v	cheeodam	EE	CH	CH<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00606	G407-E0684	f24v	dy	Y	SH	SH<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f1r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00607	G407-E0685	f24v	dchey	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00608	G407-E0685	f24v	dchey	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00609	G407-E0687	f24v	dchal	AL	CH	CH<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	19	f10r|f13r|f18r|f1r|f55v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00610	G407-E0688	f24v	ochdy	Y	CHD	CHD<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00611	G407-E0690	f24v	odaiim	AIIN	CH	CH<-AIIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	19	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00612	G407-E0691	f55v	kcheedchdy	EE	CH	CH<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00613	G407-E0691	f55v	kcheedchdy	Y	CHD	CHD<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00614	G407-E0692	f55v	oedain	E	CHD	CHD<-E	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	4	f82r|f83r|f88v|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00615	G407-E0692	f55v	oedain	AIN	CHD	CHD<-AIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	7	f75r|f76r|f77r|f82r|f83r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00616	G407-E0693	f55v	chckhy	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00617	G407-E0694	f55v	otoldaiin	AIIN	K	K<-AIIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	19	f10r|f11r|f13r|f1r|f24v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00618	G407-E0696	f55v	oeeed	EEE	K	K<-EEE	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	2	f82r|f88r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00619	G407-E0697	f55v	yteey	Y	T	T<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00620	G407-E0697	f55v	yteey	EE	T	T<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	9	f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f88v|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00621	G407-E0697	f55v	yteey	Y	T	T<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00622	G407-E0698	f55v	okeedy	EE	OK	OK<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f1r|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00623	G407-E0699	f55v	qoaiin	AIIN	OK	OK<-AIIN	Q_OT_PACKAGE_FORWARD	BOUNDED_NEXT_CARD_ACTION	NONE	21	f10r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00624	G407-E0700	f55v	okeody	E	OK	OK<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	16	f18r|f24v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00625	G407-E0700	f55v	okeody	Y	OK	OK<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	22	f10r|f11r|f13r|f17r|f18r|f1r|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00626	G407-E0701	f55v	ykeesan	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00627	G407-E0701	f55v	ykeesan	EE	K	K<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00628	G407-E0702	f55v	qokeeey	EEE	OK	OK<-EEE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	4	f68r1|f72r|f82r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00629	G407-E0702	f55v	qokeeey	Y	OK	OK<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	22	f10r|f11r|f13r|f17r|f18r|f1r|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00630	G407-E0704	f55v	ain	AIN	OK	OK<-AIN	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	12	f18r|f1r|f67r2|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00631	G407-E0706	f55v	al	AL	OK	OK<-AL	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	NONE	15	f18r|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00632	G407-E0707	f55v	chedy	Y	CHD	CHD<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00633	G407-E0708	f55v	sar	AR	S	S<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	15	f17r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00634	G407-E0709	f55v	aiin	AIIN	S	S<-AIIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	18	f11r|f18r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00635	G407-E0711	f55v	kar	AR	K	K<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	14	f13r|f18r|f1r|f68r1|f71v|f72r|f75r|f76r|f81r|f81v|f83r|f88r|f88v|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00636	G407-E0713	f55v	okar	AR	OK	OK<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	18	f17r|f18r|f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00637	G407-E0714	f55v	chckhdy	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00638	G407-E0715	f55v	cheody	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00639	G407-E0715	f55v	cheody	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00640	G407-E0716	f55v	keeyfar	EE	K	K<-EE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00641	G407-E0716	f55v	keeyfar	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00642	G407-E0716	f55v	keeyfar	AR	K	K<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	14	f13r|f18r|f1r|f68r1|f71v|f72r|f75r|f76r|f81r|f81v|f83r|f88r|f88v|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00643	G407-E0717	f55v	al	AL	K	K<-AL	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	NONE	13	f13r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00644	G407-E0718	f55v	ochedy	Y	CHD	CHD<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
