event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	semantic_atoms	revised_short_reading_de	reading_layer
225	B2-S019	B2	f82r	rshedy	MC084	WASH+CLOSE	waschen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
226	B2-S020	B2	f82r	qoteedy	MC173	OT+EE+CLOSE	danach+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
227	B2-S021	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
228	B2-S022	B2	f82r	lochedy	MC167	L+CHD+CLOSE	abführen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
229	B3-S001	B3	f83r	olkeedy	MC045	SOLK+EE+CLOSE	sammeln+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
230	B3-S002	B3	f83r	qotal	MC093	OT+AL	danach+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
231	B3-S002	B3	f83r	chkeedy	MC110	CHK+EE+CLOSE	wärmen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
232	B3-S003	B3	f83r	chey	MC123	Y	dieser Posten	REVISED_SHARED_17
233	B3-S003	B3	f83r	daiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
234	B3-S003	B3	f83r	chey	MC123	Y	dieser Posten	REVISED_SHARED_17
235	B3-S003	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
236	B3-S004	B3	f83r	qokaiin	MC120	OK+AIIN	auf Sollmaß stellen	REVISED_SHARED_17
237	B3-S004	B3	f83r	qotal	MC093	OT+AL	danach+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
238	B3-S004	B3	f83r	dar	MC055	AR	davon	REVISED_SHARED_17
239	B3-S005	B3	f83r	schedy	MC025	CHD+CLOSE	umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
240	B3-S006	B3	f83r	chedchy	MC064	CHD+Y	umsetzen+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
241	B3-S006	B3	f83r	qokal	MC040	OK+AL	dorthin einsetzen	REVISED_SHARED_17
242	B3-S006	B3	f83r	olchedy	MC028	OL+CHD+CLOSE	weiter+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
243	B3-S007	B3	f83r	qokaiin	MC120	OK+AIIN	auf Sollmaß stellen	REVISED_SHARED_17
244	B3-S007	B3	f83r	chedy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
245	B3-S007	B3	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
246	B3-S008	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
247	B3-S009	B3	f83r	qoky	MC026	OK+Y	diesen Posten einsetzen	REVISED_SHARED_17
248	B3-S010	B3	f83r	pchedal	MC126	P+CHD+AL	zuführen+umsetzen+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
249	B3-S010	B3	f83r	otedy	MC135	OT+E+CLOSE	danach+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
250	B3-S011	B3	f83r	shecthedchy	MC043	CTH+CHD+Y	bereit+umsetzen+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
251	B3-S011	B3	f83r	qoky	MC026	OK+Y	diesen Posten einsetzen	REVISED_SHARED_17
252	B3-S011	B3	f83r	chedy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
253	B3-S011	B3	f83r	chary	MC009	AR+Y	Quelle+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
254	B3-S012	B3	f83r	sor	MC080	OR	Arbeitsansatz	REVISED_SHARED_17
255	B3-S012	B3	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
256	B3-S013	B3	f83r	qokaiin	MC120	OK+AIIN	auf Sollmaß stellen	REVISED_SHARED_17
257	B3-S013	B3	f83r	chkain	MC105	AIN	Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
258	B3-S013	B3	f83r	shcthey	MC073	CTH+E+Y	bereit+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
259	B3-S013	B3	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
260	B3-S014	B3	f83r	okair	MC081	OK+AIR	ansetzen+Lauf	UNCHANGED_SECTION_OR_SPECIALIST_CARD
261	B3-S014	B3	f83r	sheedy	MC003	SHED+EE+CLOSE	absetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
262	B3-S015	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
263	B3-S016	B3	f83r	lo	MC030	L	abführen	UNCHANGED_SECTION_OR_SPECIALIST_CARD
264	B3-S016	B3	f83r	qokchedy	MC005	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
265	B3-S017	B3	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
266	B3-S018	B3	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
267	B3-S019	B3	f83r	qokshedy	MC151	OK+SHED+CLOSE	ansetzen+absetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
268	B3-S020	B3	f83r	dal	MC154	AL	dorthin	REVISED_SHARED_17
269	B3-S020	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
270	B3-S021	B3	f83r	qokaiin	MC120	OK+AIIN	auf Sollmaß stellen	REVISED_SHARED_17
271	B3-S021	B3	f83r	shcthy	MC161	CTH+Y	diesen Posten bereitstellen	REVISED_SHARED_17
272	B3-S021	B3	f83r	dal	MC154	AL	dorthin	REVISED_SHARED_17
273	B3-S021	B3	f83r	sy	MC123	Y	dieser Posten	REVISED_SHARED_17
274	B3-S021	B3	f83r	saiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
275	B3-S021	B3	f83r	shedal	MC113	SHED+AL	absetzen+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
276	B3-S021	B3	f83r	shecthy	MC137	CTH+E+Y	bereit+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
277	B3-S021	B3	f83r	chey	MC123	Y	dieser Posten	REVISED_SHARED_17
278	B3-S021	B3	f83r	tal	MC154	AL	dorthin	REVISED_SHARED_17
279	B3-S021	B3	f83r	shcthy	MC161	CTH+Y	diesen Posten bereitstellen	REVISED_SHARED_17
280	B3-S021	B3	f83r	dalchdy	MC031	AL+CHD+CLOSE	Ziel+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
281	B3-S022	B3	f83r	qotchedy	MC057	OT+CHD+CLOSE	danach+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
282	B3-S023	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
283	B3-S024	B3	f83r	tchedy	MC025	CHD+CLOSE	umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
284	B3-S025	B3	f83r	qokchdy	MC088	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
285	B3-S026	B3	f83r	cheedar	MC042	CHD+AR	umsetzen+Quelle	UNCHANGED_SECTION_OR_SPECIALIST_CARD
286	B3-S026	B3	f83r	chldaiin	MC144	SHED+AIIN	absetzen+Sollmaß	UNCHANGED_SECTION_OR_SPECIALIST_CARD
287	B3-S026	B3	f83r	chedy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
288	B3-S026	B3	f83r	qokain	MC017	OK+AIN	ansetzen+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
289	B3-S026	B3	f83r	checthy	MC161	CTH+Y	diesen Posten bereitstellen	REVISED_SHARED_17
290	B3-S026	B3	f83r	chealror	MC146	AL+OR	Ziel+Ansatz	UNCHANGED_SECTION_OR_SPECIALIST_CARD
291	B3-S026	B3	f83r	solkeedy	MC045	SOLK+EE+CLOSE	sammeln+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
292	B3-S027	B3	f83r	qoteedy	MC173	OT+EE+CLOSE	danach+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
293	B3-S028	B3	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
294	B3-S028	B3	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
295	B3-S029	B3	f83r	sol	MC153	OL	weiter	REVISED_SHARED_17
296	B3-S029	B3	f83r	cheeety	MC094	EEE+TY	vollständig+Teil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
297	B3-S029	B3	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
298	B3-S030	B3	f83r	qoky	MC026	OK+Y	diesen Posten einsetzen	REVISED_SHARED_17
299	B3-S030	B3	f83r	saiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
300	B3-S030	B3	f83r	schedair	MC116	AIR	Lauf	UNCHANGED_SECTION_OR_SPECIALIST_CARD
301	B3-S030	B3	f83r	otchedy	MC057	OT+CHD+CLOSE	danach+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
302	B3-S031	B3	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
303	B3-S032	B3	f83r	chedain	MC145	CHD+AIN	umsetzen+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
304	B3-S032	B3	f83r	chedy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
305	B3-S032	B3	f83r	qotedaiin	MC018	OT+E+AIIN	danach+kurz+Sollmaß	UNCHANGED_SECTION_OR_SPECIALIST_CARD
306	B3-S032	B3	f83r	otaiin	MC060	OT+AIIN	danach+Sollmaß	UNCHANGED_SECTION_OR_SPECIALIST_CARD
307	B3-S032	B3	f83r	otedy	MC135	OT+E+CLOSE	danach+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
308	B3-S033	B3	f83r	ldy	MC004	L+CLOSE	abführen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
309	B3-S034	B3	f83r	soiiin	MC033	IIN	Stufe	UNCHANGED_SECTION_OR_SPECIALIST_CARD
310	B3-S034	B3	f83r	checthy	MC161	CTH+Y	diesen Posten bereitstellen	REVISED_SHARED_17
311	B3-S034	B3	f83r	chety	MC086	PARTITION+TY	einen Teil abtrennen	REVISED_SHARED_17
312	B3-S034	B3	f83r	otaiin	MC060	OT+AIIN	danach+Sollmaß	UNCHANGED_SECTION_OR_SPECIALIST_CARD
313	B3-S034	B3	f83r	olsaly	MC078	AL+Y	Ziel+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
314	B3-S034	B3	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
315	B4-S001	B4	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
316	B4-S002	B4	f83r	qolchey	MC162	OL+Y	weiter+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
317	B4-S002	B4	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
318	B4-S002	B4	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
319	B4-S003	B4	f83r	chedy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
320	B4-S003	B4	f83r	otal	MC093	OT+AL	danach+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
321	B4-S003	B4	f83r	otchey	MC171	OT+Y	der nächste Posten	REVISED_SHARED_17
322	B4-S003	B4	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
323	B4-S003	B4	f83r	qoky	MC026	OK+Y	diesen Posten einsetzen	REVISED_SHARED_17
324	B4-S003	B4	f83r	tol	MC153	OL	weiter	REVISED_SHARED_17
325	B4-S003	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
326	B4-S004	B4	f83r	qokylddy	MC164	OK+Y+LDDY	ansetzen+Posten+festbinden	UNCHANGED_SECTION_OR_SPECIALIST_CARD
327	B4-S005	B4	f83r	dain	MC059	DAIN	Tuch	UNCHANGED_SECTION_OR_SPECIALIST_CARD
328	B4-S005	B4	f83r	chedy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
329	B4-S005	B4	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
330	B4-S006	B4	f83r	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
331	B4-S007	B4	f83r	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
332	B4-S008	B4	f83r	saiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
333	B4-S008	B4	f83r	cheeky	MC032	CHK+EE+Y	länger bearbeiten	REVISED_SHARED_17
334	B4-S008	B4	f83r	sheey	MC095	SH+EE+Y	halten+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
335	B4-S008	B4	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
336	B4-S009	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
337	B4-S010	B4	f83r	oldy	MC019	OL+CLOSE	fortsetzen; abschließen	REVISED_SHARED_17
338	B4-S011	B4	f83r	saiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
339	B4-S011	B4	f83r	cheky	MC147	CHK+E+Y	wärmen+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
340	B4-S011	B4	f83r	okeeol	MC150	OK+EE+OL	ansetzen+länger+weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
341	B4-S011	B4	f83r	okain	MC017	OK+AIN	ansetzen+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
342	B4-S011	B4	f83r	chdy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
343	B4-S011	B4	f83r	sol	MC153	OL	weiter	REVISED_SHARED_17
344	B4-S011	B4	f83r	lkedy	MC124	L+E+CLOSE	abführen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
345	B4-S012	B4	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
346	B4-S013	B4	f83r	qokol	MC024	OK+OL	ansetzen+weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
347	B4-S013	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
348	B4-S014	B4	f83r	or	MC080	OR	Arbeitsansatz	REVISED_SHARED_17
349	B4-S014	B4	f83r	chey	MC123	Y	dieser Posten	REVISED_SHARED_17
350	B4-S014	B4	f83r	qockhey	MC165	OK+CKH+E+Y	ansetzen+Durchlass+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
351	B4-S014	B4	f83r	dairydy	MC091	AIR+Y+CLOSE	Lauf+Posten+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
352	B4-S015	B4	f83r	qokain	MC017	OK+AIN	ansetzen+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
353	B4-S015	B4	f83r	shey	MC119	CHEEY	Klarlauf	REVISED_SHARED_17
354	B4-S015	B4	f83r	kain	MC105	AIN	Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
355	B4-S015	B4	f83r	chckhal	MC022	CKH+AL	Durchlass+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
356	B4-S015	B4	f83r	solkey	MC050	SOLK+E+Y	sammeln+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
357	B4-S015	B4	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
358	B4-S016	B4	f83r	qolkain	MC097	OL+AIN	weiter+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
359	B4-S016	B4	f83r	dal	MC154	AL	dorthin	REVISED_SHARED_17
360	B4-S016	B4	f83r	skar	MC089	SK+AR	ausgießen+Quelle	UNCHANGED_SECTION_OR_SPECIALIST_CARD
361	B4-S016	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
362	B5-S001	B5	f83r	otchdy	MC067	OT+CHD+CLOSE	danach+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
363	B5-S002	B5	f83r	qokchdy	MC088	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
364	B5-S003	B5	f83r	shedal	MC113	SHED+AL	absetzen+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
365	B5-S003	B5	f83r	dal	MC154	AL	dorthin	REVISED_SHARED_17
366	B5-S003	B5	f83r	cheol	MC153	OL	weiter	REVISED_SHARED_17
367	B5-S003	B5	f83r	lol	MC092	L+OL	abführen+weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
368	B5-S003	B5	f83r	chdal	MC001	CHD+AL	umsetzen+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
369	B5-S003	B5	f83r	aiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
370	B5-S003	B5	f83r	sol	MC153	OL	weiter	REVISED_SHARED_17
371	B5-S003	B5	f83r	daiiin	MC172	IIN	Stufe	UNCHANGED_SECTION_OR_SPECIALIST_CARD
372	B5-S003	B5	f83r	chedy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
373	B6-S001	B6	f83r	solkeey	MC020	SOLK+EE+Y	sammeln+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
374	B6-S001	B6	f83r	qekey	MC052	KCH+E+Y	bearbeiten+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
375	B6-S001	B6	f83r	raly	MC046	AL+Y	Ziel+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
376	B6-S001	B6	f83r	ol	MC153	OL	weiter	REVISED_SHARED_17
377	B6-S001	B6	f83r	daiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
378	B6-S001	B6	f83r	ol	MC153	OL	weiter	REVISED_SHARED_17
379	B6-S001	B6	f83r	dain	MC059	DAIN	Tuch	UNCHANGED_SECTION_OR_SPECIALIST_CARD
380	B6-S001	B6	f83r	chey	MC123	Y	dieser Posten	REVISED_SHARED_17
381	B6-S001	B6	f83r	ldalor	MC101	AL	Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
