group_serial	page	locus	page_role	visible_owner	namespace_id	visible_surface	exact_prose_card_id	portable_prose_value_de	curriculum_layer	concrete_diagram_reading_de	apprentice_action	portable_card_core_de	portable_card_role	revision_266	revision_267	revision_268	revision_269	revision_270	revision_271	revision_272	revision_273	coverage_class_274	learning_obligation_274
101	f67r2	f67r2.41	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_41	F67_LEFT_WHEEL_NS	ytoeopchey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
102	f67r2	f67r2.41	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_41	F67_LEFT_WHEEL_NS	chekody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
103	f67r2	f67r2.42	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	sosho	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
104	f67r2	f67r2.42	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	chos	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
105	f67r2	f67r2.42	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	ockhy	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Sternplatz A1_LEFT_LOCAL_FIELD_42: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
106	f67r2	f67r2.43	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	daiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
107	f67r2	f67r2.43	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	aiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
108	f67r2	f67r2.43	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	os	MC159	Aufnahmegefäß	KNOWN_PROSE_CARD_IN_ASTRO	Sternplatz A1_LEFT_LOCAL_FIELD_43: umschliessendes Diagrammfeld.	reuse a learned prose card with diagram-local object	AUFNAHMEFELD_ODER_UMSCHLUSS	RECEIVER	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
109	f67r2	f67r2.43	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	qsg	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_43: neuer Nebengrad.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
110	f67r2	f67r2.44	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_44	F67_LEFT_WHEEL_NS	ofydy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
111	f67r2	f67r2.44	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_44	F67_LEFT_WHEEL_NS	sheody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Sternplatz A1_LEFT_LOCAL_FIELD_44: Position oder Bedingung halten; lokaler Namensrest eody.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
112	f67r2	f67r2.44	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_44	F67_LEFT_WHEEL_NS	aiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
113	f67r2	f67r2.45	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_45	F67_LEFT_WHEEL_NS	ycheody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
114	f67r2	f67r2.45	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_45	F67_LEFT_WHEEL_NS	es	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_LOCAL_FIELD_45: ausgewählter Nebenwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
115	f67r2	f67r2.45	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_45	F67_LEFT_WHEEL_NS	odaiiin	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_45: Grad- oder Bedingungsstufe; lokaler Namensrest odai.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
116	f67r2	f67r2.46	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_46	F67_LEFT_WHEEL_NS	yekees	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe; lokaler Namensrest yek/s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
117	f67r2	f67r2.46	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_46	F67_LEFT_WHEEL_NS	oraly	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Sternplatz A1_LEFT_LOCAL_FIELD_46: Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
118	f67r2	f67r2.47	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_47	F67_LEFT_WHEEL_NS	yfain	NONE	NONE	ASTRO_LOCAL_CORE_PLUS_AIN	Sternplatz A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest yf.	compose the AIN/AN value and copy only any marked local residual	Portion des lokalen YF-Postens	PARTIAL_ASTRO_QUANTITY_CARD	UNCHANGED	AIN_AN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
119	f67r2	f67r2.48	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_48	F67_LEFT_WHEEL_NS	todaiin	NONE	NONE	ASTRO_LOCAL_CORE_PLUS_AIIN	Sternplatz A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest tod.	compose the short value; copy only the local residual core if present	Sollwert des lokalen TOD-Postens	PARTIAL_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
120	f67r2	f67r2.48	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_48	F67_LEFT_WHEEL_NS	dain	MC059	Einlage	KNOWN_PROSE_CARD_IN_ASTRO	Sternplatz A1_LEFT_LOCAL_FIELD_48: Band-, Schleier- oder Abdecktraeger.	reuse a learned prose card with diagram-local object	ABDECK_ODER_TRAEGERFELD	FIELD_OBJECT	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
121	f67r2	f67r2.48	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_48	F67_LEFT_WHEEL_NS	dy	MC123	dies	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
122	f67r2	f67r2.49	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_49	F67_LEFT_WHEEL_NS	os	MC159	Aufnahmegefäß	KNOWN_PROSE_CARD_IN_ASTRO	Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld.	reuse a learned prose card with diagram-local object	AUFNAHMEFELD_ODER_UMSCHLUSS	RECEIVER	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
123	f67r2	f67r2.49	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_49	F67_LEFT_WHEEL_NS	choer	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_49: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/er.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
124	f67r2	f67r2.49	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_49	F67_LEFT_WHEEL_NS	aiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
125	f67r2	f67r2.50	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_50	F67_LEFT_WHEEL_NS	choeea	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/a.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
126	f67r2	f67r2.50	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_50	F67_LEFT_WHEEL_NS	sal	MC154	dorthin	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.	reuse common card; expand it under the local diagram owner	dorthin	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
127	f67r2	f67r2.51	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_LOCAL_FIELD_51	F67_LEFT_WHEEL_NS	dadaiin	NONE	NONE	ASTRO_LOCAL_CORE_PLUS_AIIN	Sternplatz A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest dad.	compose the short value; copy only the local residual core if present	Sollwert des lokalen DAD-Postens	PARTIAL_ASTRO_VALUE_CARD	AIIN_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
128	f67r2	f67r2.52	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_01	F67_LEFT_WHEEL_NS	qotoear	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.	read OT as following post; then read the attached address, grade or relation	Quelladresse des Folgepostens	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
129	f67r2	f67r2.53	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_02	F67_LEFT_WHEEL_NS	dchdar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des DCHD-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
130	f67r2	f67r2.54	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_03	F67_LEFT_WHEEL_NS	y	MC123	dies	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
131	f67r2	f67r2.54	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_03	F67_LEFT_WHEEL_NS	saldal	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s/d.	read the final AL/AR address first, then identify or copy the prefix	Zieladresse des SALD-Postens	ASTRO_TARGET_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
132	f67r2	f67r2.55	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_04	F67_LEFT_WHEEL_NS	ytodal	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.	read the final AL/AR address first, then identify or copy the prefix	Zieladresse des YTOD-Postens	ASTRO_TARGET_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
133	f67r2	f67r2.56	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_05	F67_LEFT_WHEEL_NS	tol	MC153	weiter	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.	reuse common card; expand it under the local diagram owner	weiter	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
134	f67r2	f67r2.56	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_05	F67_LEFT_WHEEL_NS	daiin	MC039	Sollwert	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.	reuse common card; expand it under the local diagram owner	Sollwert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
135	f67r2	f67r2.57	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_06	F67_LEFT_WHEEL_NS	otar	MC121	Folgequelle	KNOWN_PROSE_CARD_IN_ASTRO	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.	reuse a learned prose card with diagram-local object	DANACH_VOM_AUSGANGSPLATZ	ORDER_SOURCE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
136	f67r2	f67r2.57	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_06	F67_LEFT_WHEEL_NS	dy	MC123	dies	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
137	f67r2	f67r2.58	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	cho	MC034	weitere Zutat	KNOWN_PROSE_CARD_IN_ASTRO	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.	reuse a learned prose card with diagram-local object	EINGANGSBEDINGUNG	INPUT	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
138	f67r2	f67r2.58	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	dal	MC154	dorthin	THREE_REGISTER_COMMON_CORE	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.	reuse common card; expand it under the local diagram owner	dorthin	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
139	f67r2	f67r2.58	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	g	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A1_LEFT_OUTER_STAR_STATION_07: Gradwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
140	f67r2	f67r2.59	ZWEI_GETRENNTE_HIMMELSRAEDER_MIT_LOKALEN_RING_UND_FELDPLAETZEN	A1_LEFT_OUTER_STAR_STATION_08	F67_LEFT_WHEEL_NS	ytchodly	NONE	NONE	ASTRO_LOCAL_WHOLE_Y_ENDING	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	copy the entire local sign; final y alone does not license the current-item value	LOCAL_LABEL	ASTRO_LOCAL_WHOLE_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_WHOLE_Y	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
