statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	closure_sequence	v63_parse_status_fixed	v63_ordered_template_sequence	local_phase_path	pre_state	owner_operation	active_item_preparation_operation	target_station_operation	previous_item_operation	post_state	complete_technical_waterwork_reading	complete_iatromedical_comparator	technical_assumptions	technical_weighted_cost	iatromedical_assumptions	iatromedical_weighted_cost	statement_coherence_winner	comparison_reason	strongest_technical_contradiction	opaque_roundtrip_trace	roundtrip_status	comparison_contract	source_lineage
B2-S004	B2	f82r	F048|F049	5	172|173|174|175|176	F048:OPEN > F049:TERMINAL	AMBIGUOUS	TARGET_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > ACTION_TEMPER > EXEMPLAR_ONLY	ROUTE > HEAT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	INTRODUCE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Arbeitsstand offen weitertragen. || Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: aktive Charge temperieren. Feldbuchung schließen.	mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter || temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	EXEMPLAR_FILL:3|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1	8	EXEMPLAR_FILL:3|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1	8	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E172@308e8ea2d5d190c498e8:TARGET_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E173@f329f2051370174e9a38:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E174@ba8142680851f24c9ff2:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E175@0275fbf14e07935b0a45:ACTION_TEMPER:EXACT_JOINT_TUPLE_MNEMONIC > E176@c1db6b0a28d5cbb5d3d2:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S005	B2	f82r	F050|F051	8	177|178|179|180|181|182|183|184	F050:OPEN > F051:TERMINAL	AMBIGUOUS	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > PARAMETER_ASSIGN > PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	CHARGE > CHARGE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	CARRY	CARRY	INTRODUCE	RESUME	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Feldbuchung schließen.	fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten || beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	EXEMPLAR_FILL:6|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1	11	EXEMPLAR_FILL:6|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1|FILTER_OR_RETURN_MECHANISM:1	12	TECHNICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E177@4a7a6326ac95a8809302:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E178@2d2e37ccb2dacc53ee5a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E179@2cc8bb3c2af19607888f:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E180@b5fcea1eaed06b2f2291:PARAMETER_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E181@b5fcea1eaed06b2f2291:PARAMETER_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E182@a8f891de626fc00028e9:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E183@f0db6d30cd34f4cb2a4d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E184@04a3877f0fc81b7597c9:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S006	B2	f82r	F052	4	185|186|187|188	F052:OPEN	AMBIGUOUS	EXEMPLAR_ONLY > TARGET_ASSIGN > EXEMPLAR_ONLY > ACTION_APPLY	SERVICE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	Eine abgeteilte Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; aktive Charge an der Station einsetzen. Arbeitsstand offen weitertragen.	das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	7	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	7	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E185@5d5e0b288cf36864ed9d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E186@308e8ea2d5d190c498e8:TARGET_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E187@c1913ec4ff84148da6d3:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E188@276a7c2d74d1143446f4:ACTION_APPLY:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S007	B2	f82r	F053	1	189	F053:TERMINAL	UNPARSED	EXEMPLAR_ONLY	ROUTE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	CARRY	INTRODUCE	RESET	INTRODUCE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	gib sauberes Wasser hinzu und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E189@cbb42a4fe68068325d6b:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S008	B2	f82r	F054	3	190|191|192	F054:TERMINAL	UNPARSED	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	FILTER	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	INTRODUCE	RESUME	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	8	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	7	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E190@54d0e228ca346110af05:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E191@3ae9a121ba0045b913e8:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E192@bc4f1f5c006c74a4d26d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S009	B2	f82r	F055	1	193	F055:TERMINAL	UNPARSED	EXEMPLAR_ONLY	SERVICE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	Eine abgeteilte Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	halte es warm und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E193@daa1347f456415fe8737:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S010	B2	f82r	F056	4	194|195|196|197	F056:OPEN	AMBIGUOUS	ACTION_TEMPER > ACTION_APPLY > EXEMPLAR_ONLY > STATE_GATE	HEAT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: aktive Charge temperieren; aktive Charge an der Station einsetzen; Bereit-/Klarstand prüfen. Arbeitsstand offen weitertragen.	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E194@0275fbf14e07935b0a45:ACTION_TEMPER:EXACT_JOINT_TUPLE_MNEMONIC > E195@276a7c2d74d1143446f4:ACTION_APPLY:EXACT_JOINT_TUPLE_MNEMONIC > E196@5eff216ba51fbfb21f22:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E197@b5df9126607030b95175:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S011	B2	f82r	F057	4	198|199|200|201	F057:TERMINAL	UNPARSED	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	SETTLE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	Die Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:4|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	8	EXEMPLAR_FILL:4|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	8	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E198@1645e612504fcef59ced:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E199@4d4559019a961b834aa1:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E200@1645e612504fcef59ced:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E201@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S012	B2	f82r	F058|F059	8	202|203|204|205|206|207|208|209	F058:OPEN > F059:TERMINAL	AMBIGUOUS	EXEMPLAR_ONLY > STATE_GATE > EXEMPLAR_ONLY > ACTION_TEMPER > EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	MAINTENANCE > HEAT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	CARRY	RESUME	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen. || Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: Bereit-/Klarstand prüfen; aktive Charge temperieren; Mengen-/Parameterslot setzen. Feldbuchung schließen.	ziehe die klare Flüssigkeit ab || Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	EXEMPLAR_FILL:5|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1	10	EXEMPLAR_FILL:5|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1	10	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E202@0ab57b7166de99db3a55:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E203@b5df9126607030b95175:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC > E204@6b89d6dd70635bc60fe0:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E205@0275fbf14e07935b0a45:ACTION_TEMPER:EXACT_JOINT_TUPLE_MNEMONIC > E206@5fca8fc3dee57e1d8c1f:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E207@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_PLUS_FORMAL_CONVERGENT > E208@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E209@d25110e0d8488927278f:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S013	B2	f82r	F060	1	210	F060:TERMINAL	UNIQUE	TERMINAL_DRAIN	DRAIN	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	RESUME	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	Den unteren Ablauf an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	3	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	3	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E210@de7321bface5628e35d6:TERMINAL_DRAIN:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S014	B2	f82r	F061	1	211	F061:OPEN	UNPARSED	EXEMPLAR_ONLY	RETURN	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	Die Rücklaufleitung an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen.	schließe den unteren Ablauf	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E211@29e0eb222ef2fb99523a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S015	B2	f82r	F062	2	212|213	F062:TERMINAL	UNPARSED	EXEMPLAR_ONLY > EXEMPLAR_ONLY	FILTER	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	CARRY	INTRODUCE	RESET	INTRODUCE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	7	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	7	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E212@d4a31dbcf1ed6d9e5aa9:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E213@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
