statement_id	record_unit_id	page	statement_ordinal_in_record	process_node_id	constituent_loci	constituent_fields	physical_line_count	event_count	event_serials	v61_entry_boundary_class	v61_exit_boundary_class	v61_internal_cross_line_boundaries	selected_short_card_skeleton	v62_pre_state	v62_owner_operation	v62_active_operation	v62_target_operation	v62_previous_operation	v62_post_state	v62_ambiguity_codes	v63_primary_template	v63_licensed_primitive_sequence	v63_parse_status	v63_recognized_event_count	v63_exemplar_only_event_count	v65_tagged_historical_source_clause	unsupported_assumption_ids	strongest_segmentation_or_source_alternative	status
B2-S003	B2	f82r	3	B2-P02	f82r.2	F047	1	3	169|170|171	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F047[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	3	[EXEMPLAR:A001+A002+A004+A005+A008+A010+A011+A015+A021:gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	A001|A002|A004|A005|A008|A010|A011|A015|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Einzelbecken füllen [Ganzfeldexemplar B2, Feld 3/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S004	B2	f82r	4	B2-P02	f82r.2|f82r.3	F048|F049	2	5	172|173|174|175|176	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B2-LB01	F048[∅] > F049[TEMPERIEREN?]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	INTRODUCE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	TWO_INPUTS_ORDER_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	TARGET_ASSIGN > ACTION_TEMPER	AMBIGUOUS	2	3	[EXEMPLAR:A001+A002+A003+A006+A008+A009+A010+A011+A012+A013+A014+A021:mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt]	A001|A002|A003|A006|A008|A009|A010|A011|A012|A013|A014|A021	SEGMENTATION=RESUME_ACTIVE_ITEM: F049 kann eine neue Klausel am zweiten Becken sein.; NONMEDICAL=Einzelbecken füllen [Ganzfeldexemplar B2, Feld 4/26] || Einzelbecken füllen [Ganzfeldexemplar B2, Feld 5/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S005	B2	f82r	5	B2-P02	f82r.3|f82r.4	F050|F051	2	8	177|178|179|180|181|182|183|184	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B2-LB02	F050[∅] > F051[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	CARRY	CARRY	INTRODUCE	RESUME	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | MULTIPLE_TARGETS_ONE_SLOT | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > PARAMETER_ASSIGN	AMBIGUOUS	2	6	[EXEMPLAR:A001+A002+A003+A006+A009+A010+A011+A021:fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten; beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt]	A001|A002|A003|A006|A009|A010|A011|A021	SEGMENTATION=RESUME_ACTIVE_ITEM: der doppelte Postenbeginn kann absichtliche Wiederaufnahme statt echter Satzfortsetzung sein.; NONMEDICAL=Einzelbecken füllen [Ganzfeldexemplar B2, Feld 6/26] || Einzelbecken füllen [Ganzfeldexemplar B2, Feld 7/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S006	B2	f82r	6	B2-P02	f82r.4	F052	1	4	185|186|187|188	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	NONE	F052[ANWENDEN?]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	TWO_INPUTS_ORDER_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	TARGET_ASSIGN > ACTION_APPLY	AMBIGUOUS	2	2	[EXEMPLAR:A001+A004+A005+A007+A010+A011+A012+A013+A014+A015+A021:der vorbereitete Bade- oder Waschzusatz ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden]	A001|A004|A005|A007|A010|A011|A012|A013|A014|A015|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 8/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S007	B2	f82r	7	B2-P03	f82r.7	F053	1	1	189	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F053[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	CARRY	INTRODUCE	RESET	INTRODUCE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A011+A021:gib sauberes Wasser hinzu und beende den Schritt]	A001|A011|A021	SEGMENTATION=NEXT_PARALLEL_CELL: Anwendung und Nachfüllen können benachbarte eigenständige Workcells sein.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 9/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S008	B2	f82r	8	B2-P03	f82r.7	F054	1	3	190|191|192	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F054[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	INTRODUCE	RESUME	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	PREVIOUS_REFERENT_CLASS_AMBIGUOUS	EXEMPLAR_ONLY	NONE	UNPARSED	0	3	[EXEMPLAR:A004+A009+A011+A012+A014+A021:für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	A004|A009|A011|A012|A014|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 10/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S009	B2	f82r	9	B2-P03	f82r.7	F055	1	1	193	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F055[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A008+A011+A021:halte es warm und beende den Schritt]	A008|A011|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 11/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S010	B2	f82r	10	B2-P03	f82r.7	F056	1	4	194|195|196|197	WITHIN_LOCUS_FIELD_BOUNDARY	UNRESOLVED	NONE	F056[TEMPERIEREN? ANWENDEN? KLAR?]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	ACTION_TEMPER > ACTION_APPLY > STATE_GATE	AMBIGUOUS	3	1	[EXEMPLAR:A001+A003+A008+A009+A010+A011+A012+A014+A021:temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft]	A001|A003|A008|A009|A010|A011|A012|A014|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 12/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S011	B2	f82r	11	B2-P03	f82r.19	F057	1	4	198|199|200|201	UNRESOLVED	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F057[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	UNRESOLVED_BOUNDARY	EXEMPLAR_ONLY	NONE	UNPARSED	0	4	[EXEMPLAR:A001+A002+A004+A005+A007+A008+A010+A011+A015+A021:gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	A001|A002|A004|A005|A007|A008|A010|A011|A015|A021	SEGMENTATION=CONTINUE_SAME_CLAUSE: die klare Flüssigkeit aus F056 kann unmittelbar in F057 dosiert werden.; NONMEDICAL=Fluss bewegen [Ganzfeldexemplar B2, Feld 13/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S012	B2	f82r	12	B2-P03	f82r.19|f82r.23	F058|F059	2	8	202|203|204|205|206|207|208|209	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B2-LB05	F058[∅] > F059[KLAR? TEMPERIEREN? MASS?]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	CARRY	RESUME	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	PREVIOUS_REFERENT_CLASS_AMBIGUOUS	COMPOSITE_SEQUENCE	STATE_GATE > ACTION_TEMPER > PARAMETER_ASSIGN	AMBIGUOUS	3	5	[EXEMPLAR:A001+A004+A008+A010+A011+A012+A014+A021:ziehe die klare Flüssigkeit ab; Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der benetzte Körperbereich ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	A001|A004|A008|A010|A011|A012|A014|A021	SEGMENTATION=RESUME_ACTIVE_ITEM: F059 kann eine neue Verwendung der zuvor abgezogenen Flüssigkeit sein.; NONMEDICAL=filtern und ablassen [Ganzfeldexemplar B2, Feld 14/26] || filtern und ablassen [Ganzfeldexemplar B2, Feld 15/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S013	B2	f82r	13	B2-P04	f82r.23	F060	1	1	210	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F060[ABLASSEN?]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	RESUME	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	NONE	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	1	0	[EXEMPLAR:A001+A002+A003+A011+A021:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	A001|A002|A003|A011|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=filtern und ablassen [Ganzfeldexemplar B2, Feld 16/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S014	B2	f82r	14	B2-P04	f82r.23	F061	1	1	211	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	NONE	F061[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A003+A011+A021:schließe den unteren Ablauf]	A001|A003|A011|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=filtern und ablassen [Ganzfeldexemplar B2, Feld 17/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S015	B2	f82r	15	B2-P05	f82r.26	F062	1	2	212|213	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F062[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	CARRY	INTRODUCE	RESET	INTRODUCE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	2	[EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:beginne die Spülung ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	A001|A004|A005|A008|A011|A015|A021	SEGMENTATION=CONTINUE_SAME_CLAUSE: die Apparaturhandlung kann trotz lokalem Phasenende ein durchgehender Zyklus sein.; NONMEDICAL=filtern und ablassen [Ganzfeldexemplar B2, Feld 18/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S016	B2	f82r	16	B2-P05	f82r.26|f82r.27	F063|F064	2	8	214|215|216|217|218|219|220|221	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B2-LB07	F063[ZIEL? MASS?] > F064[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	NONE	COMPOSITE_SEQUENCE	TARGET_ASSIGN > PARAMETER_ASSIGN > PARAMETER_ASSIGN	AMBIGUOUS	3	5	[EXEMPLAR:A001+A004+A005+A007+A008+A010+A011+A012+A013+A014+A015+A021:An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; der vorbereitete Bade- oder Waschzusatz ; beginne den nächsten abgemessenen Posten ; warmes Wasser; ziehe es ab und beende den Schritt]	A001|A004|A005|A007|A008|A010|A011|A012|A013|A014|A015|A021	SEGMENTATION=NEXT_PARALLEL_CELL: F064 kann die erste von sieben unabhängigen Schlussvarianten sein.; NONMEDICAL=filtern und ablassen [Ganzfeldexemplar B2, Feld 19/26] || filtern und ablassen [Ganzfeldexemplar B2, Feld 20/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S017	B2	f82r	17	B2-P05	f82r.27	F065	1	2	222|223	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F065[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	2	[EXEMPLAR:A001+A003+A008+A009+A011+A014+A021:gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt]	A001|A003|A008|A009|A011|A014|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 21/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S018	B2	f82r	18	B2-P05	f82r.27	F066	1	1	224	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F066[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	A001|A004|A005|A008|A011|A015|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 22/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S019	B2	f82r	19	B2-P06	f82r.27	F067	1	1	225	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F067[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A005+A010+A011+A015+A021:verwende den Anteil als örtliche Waschung und beende den Schritt]	A001|A005|A010|A011|A015|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 23/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S020	B2	f82r	20	B2-P06	f82r.27	F068	1	1	226	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F068[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A004+A006+A008+A011+A014+A021:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	A004|A006|A008|A011|A014|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 24/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S021	B2	f82r	21	B2-P06	f82r.27	F069	1	1	227	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F069[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	A001|A004|A005|A008|A011|A015|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 25/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S022	B2	f82r	22	B2-P06	f82r.27	F070	1	1	228	WITHIN_LOCUS_FIELD_BOUNDARY	RECORD_END	NONE	F070[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A010+A011+A013+A021:mische zu gleichen Teilen und beende den Schritt]	A010|A011|A013|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 26/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S001	B3	f83r	1	B3-P01	f83r.3	F071	1	1	229	RECORD_START	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F071[∅]	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	RESET	RESET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A011+A022:lasse die Flüssigkeit sich setzen und beende den Schritt]	A001|A011|A022	SEGMENTATION=Ein erstes Feld kann Überschrift oder Rubrik statt Klausel sein.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 1/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S002	B3	f83r	2	B3-P01	f83r.3	F072	1	2	230|231	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F072[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	2	[EXEMPLAR:A001+A003+A011+A014+A022:zum unteren Ablauf hin ; benetze den bezeichneten Bereich vollständig und beende den Schritt]	A001|A003|A011|A014|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 2/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S003	B3	f83r	3	B3-P01	f83r.3	F073	1	4	232|233|234|235	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F073[MASS? ABLASSEN?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CARRY	CARRY	RESUME	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	NONE	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TERMINAL_DRAIN	AMBIGUOUS	2	2	[EXEMPLAR:A001+A002+A003+A010+A011+A022:Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	A001|A002|A003|A010|A011|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 3/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S004	B3	f83r	4	B3-P01	f83r.3	F074	1	3	236|237|238	WITHIN_LOCUS_FIELD_BOUNDARY	RESUME_ACTIVE_ITEM	NONE	F074[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN	AMBIGUOUS	1	2	[EXEMPLAR:A001+A003+A007+A010+A011+A022:beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz]	A001|A003|A007|A010|A011|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 4/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
