field_id	record_unit_id	page	locus	statement_id	field_position_in_statement	event_count	event_serials	v63_primary_template	v63_ordered_template_sequence	v63_parse_status_fixed	recognized_event_count	exemplar_only_event_count	local_phase	local_pre_state	complete_technical_field_reading	local_post_state	commit_class	v62_pre_state_statement_envelope	v62_post_state_statement_envelope	iatromedical_field_comparator	technical_assumptions	technical_weighted_cost	iatromedical_assumptions	iatromedical_weighted_cost	field_coherence_winner	strongest_technical_contradiction	opaque_roundtrip_trace	roundtrip_status	layer_contract	source_lineage
F046	B2	f82r	f82r.2	B2-S002	ONLY	1	168	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	MAINTENANCE	B2:Q001	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q002:MAINTENANCE	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E168@28ffbc88b97772a75f1e:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F047	B2	f82r	f82r.2	B2-S003	ONLY	3	169|170|171	EXEMPLAR_ONLY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	3	CHARGE	B2:Q002	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q003:CHARGE	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	7	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	7	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E169@1645e612504fcef59ced:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E170@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E171@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F048	B2	f82r	f82r.2	B2-S004	FIRST	3	172|173|174	COMPOSITE_SEQUENCE	TARGET_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	1	2	ROUTE	B2:Q003	Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Arbeitsstand offen weitertragen.	B2:Q004:ROUTE	OPEN_CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1	5	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1	5	TIE	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck.	E172@308e8ea2d5d190c498e8:TARGET_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E173@f329f2051370174e9a38:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E174@ba8142680851f24c9ff2:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F049	B2	f82r	f82r.3	B2-S004	LAST	2	175|176	COMPOSITE_SEQUENCE	ACTION_TEMPER > EXEMPLAR_ONLY	AMBIGUOUS	1	1	HEAT	B2:Q004	Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: aktive Charge temperieren. Feldbuchung schließen.	B2:Q005:HEAT	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E175@0275fbf14e07935b0a45:ACTION_TEMPER:EXACT_JOINT_TUPLE_MNEMONIC > E176@c1db6b0a28d5cbb5d3d2:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F050	B2	f82r	f82r.3	B2-S005	FIRST	4	177|178|179|180	COMPOSITE_SEQUENCE	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > PARAMETER_ASSIGN	AMBIGUOUS	1	3	CHARGE	B2:Q005	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen.	B2:Q006:CHARGE	OPEN_CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1	6	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1|FILTER_OR_RETURN_MECHANISM:1	7	TECHNICAL	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck.	E177@4a7a6326ac95a8809302:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E178@2d2e37ccb2dacc53ee5a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E179@2cc8bb3c2af19607888f:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E180@b5fcea1eaed06b2f2291:PARAMETER_ASSIGN:STRICT_FORMAL_PROMPT_ONLY	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F051	B2	f82r	f82r.4	B2-S005	LAST	4	181|182|183|184	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	1	3	CHARGE	B2:Q006	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Feldbuchung schließen.	B2:Q007:CHARGE	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1	5	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1	5	TIE	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E181@b5fcea1eaed06b2f2291:PARAMETER_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E182@a8f891de626fc00028e9:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E183@f0db6d30cd34f4cb2a4d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E184@04a3877f0fc81b7597c9:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F052	B2	f82r	f82r.4	B2-S006	ONLY	4	185|186|187|188	COMPOSITE_SEQUENCE	EXEMPLAR_ONLY > TARGET_ASSIGN > EXEMPLAR_ONLY > ACTION_APPLY	AMBIGUOUS	2	2	SERVICE	B2:Q007	Eine abgeteilte Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; aktive Charge an der Station einsetzen. Arbeitsstand offen weitertragen.	B2:Q008:SERVICE	OPEN_CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	7	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	7	TIE	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck.	E185@5d5e0b288cf36864ed9d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E186@308e8ea2d5d190c498e8:TARGET_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E187@c1913ec4ff84148da6d3:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E188@276a7c2d74d1143446f4:ACTION_APPLY:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F053	B2	f82r	f82r.7	B2-S007	ONLY	1	189	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	ROUTE	B2:Q008	Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q009:ROUTE	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	gib sauberes Wasser hinzu und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E189@cbb42a4fe68068325d6b:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F054	B2	f82r	f82r.7	B2-S008	ONLY	3	190|191|192	EXEMPLAR_ONLY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	3	FILTER	B2:Q009	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q010:FILTER	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	8	EXEMPLAR_FILL:3|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	7	IATROMEDICAL	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E190@54d0e228ca346110af05:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E191@3ae9a121ba0045b913e8:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E192@bc4f1f5c006c74a4d26d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F055	B2	f82r	f82r.7	B2-S009	ONLY	1	193	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	SERVICE	B2:Q010	Eine abgeteilte Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q011:SERVICE	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	halte es warm und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E193@daa1347f456415fe8737:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F056	B2	f82r	f82r.7	B2-S010	ONLY	4	194|195|196|197	COMPOSITE_SEQUENCE	ACTION_TEMPER > ACTION_APPLY > EXEMPLAR_ONLY > STATE_GATE	AMBIGUOUS	3	1	HEAT	B2:Q011	Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: aktive Charge temperieren; aktive Charge an der Station einsetzen; Bereit-/Klarstand prüfen. Arbeitsstand offen weitertragen.	B2:Q012:HEAT	OPEN_CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck.	E194@0275fbf14e07935b0a45:ACTION_TEMPER:EXACT_JOINT_TUPLE_MNEMONIC > E195@276a7c2d74d1143446f4:ACTION_APPLY:EXACT_JOINT_TUPLE_MNEMONIC > E196@5eff216ba51fbfb21f22:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E197@b5df9126607030b95175:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F057	B2	f82r	f82r.19	B2-S011	ONLY	4	198|199|200|201	EXEMPLAR_ONLY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	4	SETTLE	B2:Q012	Die Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q013:SETTLE	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:4|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	8	EXEMPLAR_FILL:4|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	8	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E198@1645e612504fcef59ced:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E199@4d4559019a961b834aa1:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E200@1645e612504fcef59ced:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E201@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F058	B2	f82r	f82r.19	B2-S012	FIRST	1	202	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	MAINTENANCE	B2:Q013	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen.	B2:Q014:MAINTENANCE	OPEN_CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	ziehe die klare Flüssigkeit ab	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1	4	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1	4	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan.	E202@0ab57b7166de99db3a55:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F059	B2	f82r	f82r.23	B2-S012	LAST	7	203|204|205|206|207|208|209	COMPOSITE_SEQUENCE	STATE_GATE > EXEMPLAR_ONLY > ACTION_TEMPER > EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	3	4	HEAT	B2:Q014	Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: Bereit-/Klarstand prüfen; aktive Charge temperieren; Mengen-/Parameterslot setzen. Feldbuchung schließen.	B2:Q015:HEAT	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	EXEMPLAR_FILL:4|LOCAL_PROCESS:1|MEDIUM:1	6	EXEMPLAR_FILL:4|LOCAL_PROCESS:1|MEDIUM:1	6	TIE	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E203@b5df9126607030b95175:STATE_GATE:EXACT_JOINT_TUPLE_MNEMONIC > E204@6b89d6dd70635bc60fe0:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E205@0275fbf14e07935b0a45:ACTION_TEMPER:EXACT_JOINT_TUPLE_MNEMONIC > E206@5fca8fc3dee57e1d8c1f:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E207@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_PLUS_FORMAL_CONVERGENT > E208@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E209@d25110e0d8488927278f:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
