statement_id	record_id	page	statement_ordinal	field_ids	event_count	parse_status	register_transition	complete_statement_default_de	prior_v61_source_expansion	interpretive_limit
B2-S016	B2	f82r	16	F063|F064	8	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> TARGET/STATION:=EXACT_TARGET_ARGUMENT -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den nächsten Ziel- oder Stationsslot setzen ; kühles Wasser ; zu gleichen Anteilen ; den vorgeschriebenen Wert oder Anteil setzen ; das bereitete Öl ; den vorgeschriebenen Wert oder Anteil setzen ; warmes Wasser | ziehe es ab und beende den Schritt	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser || ziehe es ab und beende den Schritt	NO_NEW_CARD_MEANING
B2-S017	B2	f82r	17	F065	2	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	NO_NEW_CARD_MEANING
B2-S018	B2	f82r	18	F066	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NO_NEW_CARD_MEANING
B2-S019	B2	f82r	19	F067	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	trinke den angegebenen Anteil und beende den Schritt	trinke den angegebenen Anteil und beende den Schritt	NO_NEW_CARD_MEANING
B2-S020	B2	f82r	20	F068	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	binde es auf die Stelle und beende den Schritt	binde es auf die Stelle und beende den Schritt	NO_NEW_CARD_MEANING
B2-S021	B2	f82r	21	F069	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NO_NEW_CARD_MEANING
B2-S022	B2	f82r	22	F070	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	mische zu gleichen Teilen und beende den Schritt	mische zu gleichen Teilen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S001	B3	f83r	1	F071	1	UNPARSED	V62_STRUCTURAL[INTRODUCE/INTRODUCE/RESET/RESET] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	lasse die Flüssigkeit sich setzen und beende den Schritt	lasse die Flüssigkeit sich setzen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S002	B3	f83r	2	F072	2	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt	zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt	NO_NEW_CARD_MEANING
B3-S003	B3	f83r	3	F073	4	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/RESUME/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	Diese aktive Portion ; den vorgeschriebenen Wert oder Anteil setzen ; Diese aktive Portion ; den Schritt mit einem Ablauf-/Abführvorgang abschließen	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S004	B3	f83r	4	F074	3	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den vorgeschriebenen Wert oder Anteil setzen ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	NO_NEW_CARD_MEANING
B3-S005	B3	f83r	5	F075	1	UNPARSED	V62_STRUCTURAL[CARRY/RESUME/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	NO_NEW_CARD_MEANING
B3-S006	B3	f83r	6	F076	3	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> TARGET/STATION:=FORMAL_RELATION_SLOT(OPAQUE_EVENT_VALUE) -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	gieße das erwärmte Wasser ein ; den nächsten Ziel- oder Stationsslot setzen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	NO_NEW_CARD_MEANING
B3-S007	B3	f83r	7	F077	3	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den vorgeschriebenen Wert oder Anteil setzen ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NO_NEW_CARD_MEANING
B3-S008	B3	f83r	8	F078	1	UNIQUE	V62_STRUCTURAL[CARRY/CARRY/RESUME/CARRY] -> DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	den Schritt mit einem Ablauf-/Abführvorgang abschließen	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S009	B3	f83r	9	F079	1	UNIQUE	V62_STRUCTURAL[CARRY/CARRY/RESUME/CARRY] -> APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION) -> ASSERT_SELECTED_V62_POST_STATE	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	Die aktive Portion verwenden	NO_NEW_CARD_MEANING
B3-S010	B3	f83r	10	F080	2	UNPARSED	V62_STRUCTURAL[CARRY/RESUME/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S011	B3	f83r	11	F081	4	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION) -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	wende es an der markierten Stelle an ; den aktiven Arbeitsstand am vorgesehenen Platz einsetzen ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	NO_NEW_CARD_MEANING
B3-S012	B3	f83r	12	F082	2	AMBIGUOUS	V62_STRUCTURAL[CARRY/RESUME/CARRY/CARRY] -> ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den Posten mit dem aktiven Arbeitsstand verbinden ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S013	B3	f83r	13	F083	4	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/RESUME] -> FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	den vorgeschriebenen Wert oder Anteil setzen ; ein abgemessener Anteil ; unter derselben Einstellung ; den Schritt mit einem Spülvorgang abschließen	beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt	NO_NEW_CARD_MEANING
B3-S014	B3	f83r	14	F084	2	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	öffne danach den oberen Lauf ; wasche einmal und beende den Schritt	öffne danach den oberen Lauf ; wasche einmal und beende den Schritt	NO_NEW_CARD_MEANING
B3-S015	B3	f83r	15	F085	1	UNIQUE	V62_STRUCTURAL[CARRY/CARRY/RESUME/CARRY] -> DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	den Schritt mit einem Ablauf-/Abführvorgang abschließen	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S016	B3	f83r	16	F086|F087	2	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	schließe den unteren Ablauf | lasse es abkühlen und beende den Schritt	schließe den unteren Ablauf || lasse es abkühlen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S017	B3	f83r	17	F088	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NO_NEW_CARD_MEANING
B3-S018	B3	f83r	18	F089	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse es bis zur Bereitschaft stehen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S019	B3	f83r	19	F090	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	koche sanft und beende diesen Arbeitsschritt	koche sanft und beende diesen Arbeitsschritt	NO_NEW_CARD_MEANING
B3-S020	B3	f83r	20	F091	2	UNIQUE	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> TARGET/STATION:=EXACT_TARGET_ARGUMENT -> DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	den nächsten Ziel- oder Stationsslot setzen ; den Schritt mit einem Ablauf-/Abführvorgang abschließen	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S021	B3	f83r	21	F092|F093	11	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY -> ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE -> TARGET/STATION:=EXACT_TARGET_ARGUMENT -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> TARGET/STATION:=EXACT_TARGET_ARGUMENT -> ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den vorgeschriebenen Wert oder Anteil setzen ; bis zum geforderten Arbeitszustand fortfahren ; den nächsten Ziel- oder Stationsslot setzen ; Diese aktive Portion | den vorgeschriebenen Wert oder Anteil setzen ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; den nächsten Ziel- oder Stationsslot setzen ; bis zum geforderten Arbeitszustand fortfahren ; behalte den Rückstand und beende den Schritt	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion || Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	NO_NEW_CARD_MEANING
B3-S022	B3	f83r	22	F094	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	mische zu gleichen Teilen und beende den Schritt	mische zu gleichen Teilen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S023	B3	f83r	23	F095	1	UNIQUE	V62_STRUCTURAL[CARRY/CARRY/RESUME/CARRY] -> DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	den Schritt mit einem Ablauf-/Abführvorgang abschließen	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S024	B3	f83r	24	F096	1	UNPARSED	V62_STRUCTURAL[CARRY/INTRODUCE/INTRODUCE/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	NO_NEW_CARD_MEANING
B3-S025	B3	f83r	25	F097	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	erwärme es einmal und beende den Schritt	erwärme es einmal und beende den Schritt	NO_NEW_CARD_MEANING
B3-S026	B3	f83r	26	F098|F099	7	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; bis zum geforderten Arbeitszustand fortfahren ; bis der Strom klar wird | lasse die Flüssigkeit sich setzen und beende den Schritt	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird || lasse die Flüssigkeit sich setzen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S027	B3	f83r	27	F100	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	binde es auf die Stelle und beende den Schritt	binde es auf die Stelle und beende den Schritt	NO_NEW_CARD_MEANING
B3-S028	B3	f83r	28	F101	2	UNIQUE	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> TEMPER(ACTIVE_ITEM/PREPARATION) -> FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	den aktiven Arbeitsstand lauwarm temperieren ; den Schritt mit einem Spülvorgang abschließen	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	NO_NEW_CARD_MEANING
B3-S029	B3	f83r	29	F102	3	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/RESUME] -> ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	den Posten mit dem aktiven Arbeitsstand verbinden ; nach der ersten Spülung ; den Schritt mit einem Spülvorgang abschließen	Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt	NO_NEW_CARD_MEANING
B3-S030	B3	f83r	30	F103|F104	4	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/RESUME/CARRY] -> APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION) -> PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen ; den vorgeschriebenen Wert oder Anteil setzen | ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß || ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S031	B3	f83r	31	F105	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NO_NEW_CARD_MEANING
B3-S032	B3	f83r	32	F106	5	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/RESUME] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt	beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt	NO_NEW_CARD_MEANING
B3-S033	B3	f83r	33	F107	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	ziehe es ab und beende den Schritt	ziehe es ab und beende den Schritt	NO_NEW_CARD_MEANING
B3-S034	B3	f83r	34	F108	6	AMBIGUOUS	V62_STRUCTURAL[CARRY/INTRODUCE/INTRODUCE/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	bis es klar ist ; bis zum geforderten Arbeitszustand fortfahren ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NO_NEW_CARD_MEANING
B4-S001	B4	f83r	1	F109	1	UNPARSED	V62_STRUCTURAL[INTRODUCE/INTRODUCE/RESET/RESET] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NO_NEW_CARD_MEANING
B4-S002	B4	f83r	2	F110	3	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> TEMPER(ACTIVE_ITEM/PREPARATION) -> FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	fülle danach das Gefäß ; den aktiven Arbeitsstand lauwarm temperieren ; den Schritt mit einem Spülvorgang abschließen	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	NO_NEW_CARD_MEANING
