field_id	record_id	page	locus	statement_id	event_count	parse_status	licensed_sequence	complete_field_default_de	field_close	interpretive_limit
F126	B4	f83r	f83r.41	B4-S015	2	AMBIGUOUS	TERMINAL_DRAIN	öffne danach den oberen Lauf ; den Schritt mit einem Ablauf-/Abführvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F127	B4	f83r	f83r.41	B4-S016	2	AMBIGUOUS	TARGET_ASSIGN	das untere Becken ; den nächsten Ziel- oder Stationsslot setzen	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F128	B4	f83r	f83r.44	B4-S016	2	UNPARSED	NONE	gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F129	B5	f83r	f83r.47	B5-S001	1	UNPARSED	NONE	ziehe es ab und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F130	B5	f83r	f83r.47	B5-S002	1	UNPARSED	NONE	erwärme es einmal und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F131	B5	f83r	f83r.47	B5-S003	1	UNPARSED	NONE	für einen Zeitabschnitt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F132	B5	f83r	f83r.48	B5-S003	5	AMBIGUOUS	TARGET_ASSIGN > LINK_ACTIVE > PARAMETER_ASSIGN	den nächsten Ziel- oder Stationsslot setzen ; den Posten mit dem aktiven Arbeitsstand verbinden ; bis es warm ist ; mit der vorigen Mischung ; den vorgeschriebenen Wert oder Anteil setzen	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F133	B5	f83r	f83r.49	B5-S003	3	AMBIGUOUS	LINK_ACTIVE	den Posten mit dem aktiven Arbeitsstand verbinden ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F134	B6	f83r	f83r.52	B6-S001	4	AMBIGUOUS	LINK_ACTIVE	setze die Person an das Becken ; ohne Kochen ; die erste Öffnung ; den Posten mit dem aktiven Arbeitsstand verbinden	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F135	B6	f83r	f83r.54	B6-S001	5	AMBIGUOUS	PARAMETER_ASSIGN > LINK_ACTIVE	den vorgeschriebenen Wert oder Anteil setzen ; den Posten mit dem aktiven Arbeitsstand verbinden ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
