event_serial	page	locus	record_id	field_id	statement_id	joint_tuple_id	surface_display_only	event_template	selected_exact_mnemonic	interpretive_layer	complete_default_reading_de	semantic_ceiling
203	f82r	f82r.23	B2	F059	B2-S012	b5df9126607030b95175	cheey	STATE_GATE	KLAR?	EXACT_CARD_DEFAULT	bis zum geforderten Arbeitszustand fortfahren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
204	f82r	f82r.23	B2	F059	B2-S012	6b89d6dd70635bc60fe0	qcthey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	unter derselben Einstellung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
205	f82r	f82r.23	B2	F059	B2-S012	0275fbf14e07935b0a45	qokeey	ACTION_TEMPER	TEMPERIEREN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand lauwarm temperieren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
206	f82r	f82r.23	B2	F059	B2-S012	5fca8fc3dee57e1d8c1f	lcheey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	der eingetauchte Teil	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
207	f82r	f82r.23	B2	F059	B2-S012	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
208	f82r	f82r.23	B2	F059	B2-S012	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Diese aktive Portion	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
209	f82r	f82r.23	B2	F059	B2-S012	d25110e0d8488927278f	qokeeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	tauche vollständig ein und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
210	f82r	f82r.23	B2	F060	B2-S013	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
211	f82r	f82r.23	B2	F061	B2-S014	29e0eb222ef2fb99523a	lar	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	schließe den unteren Ablauf	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
212	f82r	f82r.26	B2	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	tshey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	beginne die Spülung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
213	f82r	f82r.26	B2	F062	B2-S015	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
214	f82r	f82r.26	B2	F063	B2-S016	dd0ecaf5e27d81befffc	cheal	TARGET_ASSIGN	ZIEL?	EXACT_CARD_DEFAULT	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
215	f82r	f82r.26	B2	F063	B2-S016	0f15effeca7ab10bb026	lchedar	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	kühles Wasser	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
216	f82r	f82r.26	B2	F063	B2-S016	db729b598e89e11452e0	ches	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	zu gleichen Anteilen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
217	f82r	f82r.26	B2	F063	B2-S016	2f1c5e56e8f0ff459065	aiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
218	f82r	f82r.26	B2	F063	B2-S016	5d5e0b288cf36864ed9d	oteey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	das bereitete Öl	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
219	f82r	f82r.26	B2	F063	B2-S016	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
220	f82r	f82r.26	B2	F063	B2-S016	08bd5ca0c2ad137a056d	okey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	warmes Wasser	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
221	f82r	f82r.27	B2	F064	B2-S016	65df3cd9e59060042d47	pchedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	ziehe es ab und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
222	f82r	f82r.27	B2	F065	B2-S017	98bdc4244c84cbef3321	rsheal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gieße das erwärmte Wasser ein	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
223	f82r	f82r.27	B2	F065	B2-S017	78b3b3140714da19090d	daldy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	wiederhole es an der zweiten Öffnung und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
224	f82r	f82r.27	B2	F066	B2-S018	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
225	f82r	f82r.27	B2	F067	B2-S019	7f68f60279efe6b28cd7	rshedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	trinke den angegebenen Anteil und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
226	f82r	f82r.27	B2	F068	B2-S020	ff178343c18e287ce3b7	qoteedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	binde es auf die Stelle und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
227	f82r	f82r.27	B2	F069	B2-S021	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
228	f82r	f82r.27	B2	F070	B2-S022	f2af6326898fb5b490a4	lochedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	mische zu gleichen Teilen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
229	f83r	f83r.3	B3	F071	B3-S001	3b70942557b3a40e8030	olkeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse die Flüssigkeit sich setzen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
230	f83r	f83r.3	B3	F072	B3-S002	90bcf0a9ec0ef56399e6	qotal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	zum unteren Ablauf hin	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
231	f83r	f83r.3	B3	F072	B3-S002	a84fbe3ad380df345b97	chkeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	tauche vollständig ein und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
232	f83r	f83r.3	B3	F073	B3-S003	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Diese aktive Portion	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
233	f83r	f83r.3	B3	F073	B3-S003	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
234	f83r	f83r.3	B3	F073	B3-S003	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Diese aktive Portion	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
235	f83r	f83r.3	B3	F073	B3-S003	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
236	f83r	f83r.3	B3	F074	B3-S004	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
237	f83r	f83r.3	B3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	zum unteren Ablauf hin	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
238	f83r	f83r.3	B3	F074	B3-S004	4d4559019a961b834aa1	dar	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Daraus, aus demselben Ansatz	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
239	f83r	f83r.6	B3	F075	B3-S005	259b2b3b0bf859882e2c	schedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
240	f83r	f83r.6	B3	F076	B3-S006	5e8441397e7c0faf042b	chedchy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gieße das erwärmte Wasser ein	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
241	f83r	f83r.6	B3	F076	B3-S006	308e8ea2d5d190c498e8	qokal	TARGET_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
242	f83r	f83r.6	B3	F076	B3-S006	28ffbc88b97772a75f1e	olchedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
243	f83r	f83r.6	B3	F077	B3-S007	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
244	f83r	f83r.6	B3	F077	B3-S007	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
245	f83r	f83r.6	B3	F077	B3-S007	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
246	f83r	f83r.6	B3	F078	B3-S008	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
247	f83r	f83r.6	B3	F079	B3-S009	276a7c2d74d1143446f4	qoky	ACTION_APPLY	ANWENDEN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
248	f83r	f83r.8	B3	F080	B3-S010	ba540da978ea132f6da5	pchedal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	fülle danach das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
249	f83r	f83r.8	B3	F080	B3-S010	c45ebac60774620561e2	otedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Klarheit ziehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
250	f83r	f83r.8	B3	F081	B3-S011	348e81ba084c5acdb32b	shecthedchy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	wende es an der markierten Stelle an	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
251	f83r	f83r.8	B3	F081	B3-S011	276a7c2d74d1143446f4	qoky	ACTION_APPLY	ANWENDEN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
252	f83r	f83r.8	B3	F081	B3-S011	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
253	f83r	f83r.8	B3	F081	B3-S011	0bdc8b6db811b4e67a63	chary	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	und lasse es abkühlen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
254	f83r	f83r.11	B3	F082	B3-S012	7a4bb8136330ee4e6e56	sor	LINK_ACTIVE	ANSATZ?	EXACT_CARD_DEFAULT	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
255	f83r	f83r.11	B3	F082	B3-S012	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
256	f83r	f83r.11	B3	F083	B3-S013	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
257	f83r	f83r.11	B3	F083	B3-S013	9da1b6ac2c929daea697	chkain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	ein abgemessener Anteil	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
258	f83r	f83r.11	B3	F083	B3-S013	6b89d6dd70635bc60fe0	shcthey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	unter derselben Einstellung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
259	f83r	f83r.11	B3	F083	B3-S013	7db18b2f0fb7ed0fcfd3	qokedy	TERMINAL_FLUSH	SPÜLEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Spülvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
260	f83r	f83r.11	B3	F084	B3-S014	7d2404c835b10a2c06af	okair	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	öffne danach den oberen Lauf	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
261	f83r	f83r.11	B3	F084	B3-S014	03626ca94cb17800d767	sheedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	wasche einmal und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
262	f83r	f83r.11	B3	F085	B3-S015	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
263	f83r	f83r.11	B3	F086	B3-S016	2b7fa918d1b2f5c656e3	lo	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	schließe den unteren Ablauf	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
264	f83r	f83r.14	B3	F087	B3-S016	07913ef9b1fb773cd325	qokchedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es abkühlen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
265	f83r	f83r.14	B3	F088	B3-S017	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
266	f83r	f83r.14	B3	F089	B3-S018	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
267	f83r	f83r.14	B3	F090	B3-S019	db167f8e9b53eefb58f8	qokshedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	koche sanft und beende diesen Arbeitsschritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
268	f83r	f83r.14	B3	F091	B3-S020	dd0ecaf5e27d81befffc	dal	TARGET_ASSIGN	ZIEL?	EXACT_CARD_DEFAULT	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
269	f83r	f83r.14	B3	F091	B3-S020	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
270	f83r	f83r.14	B3	F092	B3-S021	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
271	f83r	f83r.14	B3	F092	B3-S021	e0b630cb1b5df5e7105b	shcthy	STATE_GATE	BEREIT?	EXACT_CARD_DEFAULT	bis zum geforderten Arbeitszustand fortfahren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
272	f83r	f83r.14	B3	F092	B3-S021	dd0ecaf5e27d81befffc	dal	TARGET_ASSIGN	ZIEL?	EXACT_CARD_DEFAULT	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
273	f83r	f83r.14	B3	F092	B3-S021	b921a237be883a820352	sy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Diese aktive Portion	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
274	f83r	f83r.15	B3	F093	B3-S021	2f1c5e56e8f0ff459065	saiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
275	f83r	f83r.15	B3	F093	B3-S021	abb23e5e6936b4147f76	shedal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	für einen Zeitabschnitt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
276	f83r	f83r.15	B3	F093	B3-S021	cb57b696b815fdef9cb7	shecthy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	warmes Wasser	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
277	f83r	f83r.15	B3	F093	B3-S021	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Diese aktive Portion	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
278	f83r	f83r.15	B3	F093	B3-S021	dd0ecaf5e27d81befffc	tal	TARGET_ASSIGN	ZIEL?	EXACT_CARD_DEFAULT	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
279	f83r	f83r.15	B3	F093	B3-S021	e0b630cb1b5df5e7105b	shcthy	STATE_GATE	BEREIT?	EXACT_CARD_DEFAULT	bis zum geforderten Arbeitszustand fortfahren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
280	f83r	f83r.15	B3	F093	B3-S021	2bc2ed2630dbdaaa6b59	dalchdy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	behalte den Rückstand und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
281	f83r	f83r.15	B3	F094	B3-S022	4de12cf322dfb76ded1e	qotchedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	mische zu gleichen Teilen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
282	f83r	f83r.15	B3	F095	B3-S023	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
283	f83r	f83r.16	B3	F096	B3-S024	259b2b3b0bf859882e2c	tchedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
284	f83r	f83r.16	B3	F097	B3-S025	87411f84689b4f93a303	qokchdy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	erwärme es einmal und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
285	f83r	f83r.16	B3	F098	B3-S026	342c3f0777337648f4b3	cheedar	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	setze die Person an das Becken	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
286	f83r	f83r.16	B3	F098	B3-S026	d72f71baff01cd0a0406	chldaiin	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	nach dem Absetzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
287	f83r	f83r.16	B3	F098	B3-S026	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
288	f83r	f83r.16	B3	F098	B3-S026	1645e612504fcef59ced	qokain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
289	f83r	f83r.16	B3	F098	B3-S026	e0b630cb1b5df5e7105b	checthy	STATE_GATE	BEREIT?	EXACT_CARD_DEFAULT	bis zum geforderten Arbeitszustand fortfahren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
290	f83r	f83r.16	B3	F098	B3-S026	d788d8d72d41b25a3c71	chealror	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bis der Strom klar wird	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
291	f83r	f83r.20	B3	F099	B3-S026	3b70942557b3a40e8030	solkeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse die Flüssigkeit sich setzen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
292	f83r	f83r.20	B3	F100	B3-S027	ff178343c18e287ce3b7	qoteedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	binde es auf die Stelle und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
293	f83r	f83r.20	B3	F101	B3-S028	0275fbf14e07935b0a45	qokeey	ACTION_TEMPER	TEMPERIEREN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand lauwarm temperieren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
294	f83r	f83r.20	B3	F101	B3-S028	7db18b2f0fb7ed0fcfd3	qokedy	TERMINAL_FLUSH	SPÜLEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Spülvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
295	f83r	f83r.20	B3	F102	B3-S029	dcda95c81a5460feb191	sol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
296	f83r	f83r.20	B3	F102	B3-S029	9247e38d29c79a0d2fa5	cheeety	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	nach der ersten Spülung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
297	f83r	f83r.20	B3	F102	B3-S029	7db18b2f0fb7ed0fcfd3	qokedy	TERMINAL_FLUSH	SPÜLEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Spülvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
298	f83r	f83r.20	B3	F103	B3-S030	276a7c2d74d1143446f4	qoky	ACTION_APPLY	ANWENDEN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
299	f83r	f83r.20	B3	F103	B3-S030	2f1c5e56e8f0ff459065	saiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
300	f83r	f83r.22	B3	F104	B3-S030	b154ff779abe5f196c80	schedair	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	ziehe die klare Flüssigkeit ab	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
301	f83r	f83r.22	B3	F104	B3-S030	4de12cf322dfb76ded1e	otchedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	mische zu gleichen Teilen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
302	f83r	f83r.22	B3	F105	B3-S031	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
303	f83r	f83r.22	B3	F106	B3-S032	d784b2abcaf1a3703de2	chedain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	beginne die Spülung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
304	f83r	f83r.22	B3	F106	B3-S032	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
