target_occurrence_ordinal	surface	occurrence_id	occurrence_kind	mask_partition	source_selector	physical_page	locus	register	topology_family	section	language	hand	token_ordinal_in_line	token_count_in_line	physical_line_role	normalized_line_position	source_flag_paragraph_run_id	line_ordinal_in_source_flag_run	line_count_in_source_flag_run	source_paragraph_start_line	source_paragraph_end_line	left_complete_whole	right_complete_whole	left_state_card	right_state_card	adjacent_state_card_count	legacy_owner	panel_id	record_id	record_token_ordinal	record_token_count	physical_record_role	record_local_fragment_id	record_local_fragment_token_ordinal	record_local_fragment_token_count	record_local_fragment_role	component_id	deep_visible_owner_class	deep_visible_attachment	parser_statement_role	parser_statement_ordinal	parser_statement_event_count	parser_statement_first	parser_statement_final	parser_final_context_recipe	parser_state_status	it2a_line_token_count	it2a_exact_token_lcs_length	it2a_target_alignment_status	it2a_aligned_token_ordinal	rf1b_line_token_count	rf1b_exact_token_lcs_length	rf1b_target_alignment_status	rf1b_aligned_token_ordinal	all_three_unique_forced_exact_alignment	reader_alignment_method	reader_diagnostic_credit	primary_evidence_channel	parser_channel_credit	component_export_credit
27	olaiin	G407-E2044	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f76r	f76r	f76r.23	BIOLOGICAL	TEXT_BLOCK	T	B	2	11	13	LINE_INTERNAL	0.833333	f76r:P1	23	38	NO	NO	shedy	chedy	STATE	NONSTATE_OR_EDGE	1	unbebilderter Textabschnitt A6	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_FIRST	1	4	YES	NO	OL+AIIN	STATE_CARD	13	12	NO_EXACT_ALIGNMENT	NA	14	12	UNIQUE_FORCED_EXACT	12	NO	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
28	otedy	G407-E2230	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f76r	f76r	f76r.41	BIOLOGICAL	TEXT_BLOCK	T	B	2	7	13	LINE_INTERNAL	0.500000	f76r:P2	3	5	NO	NO	shckhy	qokal	NONSTATE_OR_EDGE	NONSTATE_OR_EDGE	0	unbebilderter Textabschnitt B	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_FINAL	4	4	NO	YES	OT+E+DY	STATE_CARD	13	13	UNIQUE_FORCED_EXACT	7	14	12	UNIQUE_FORCED_EXACT	8	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
29	otedy	G407-E2287	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f76r	f76r	f76r.46	BIOLOGICAL	TEXT_BLOCK	T	B	2	4	10	LINE_INTERNAL	0.333333	f76r:P3	3	7	NO	NO	okedy	okedy	STATE	STATE	2	unbebilderter Textabschnitt C	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_SINGLETON	1	1	YES	YES	OT+E+DY	STATE_CARD	11	8	UNIQUE_FORCED_EXACT	4	14	6	UNIQUE_FORCED_EXACT	5	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
30	otedy	G407-E2302	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f76r	f76r	f76r.47	BIOLOGICAL	TEXT_BLOCK	T	B	2	9	11	LINE_INTERNAL	0.800000	f76r:P3	4	7	NO	NO	sheey	olain	NONSTATE_OR_EDGE	STATE	1	unbebilderter Textabschnitt C	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_FINAL	13	13	NO	YES	OT+E+DY	STATE_CARD	10	9	UNIQUE_FORCED_EXACT	8	11	11	UNIQUE_FORCED_EXACT	9	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
31	olaiin	G407-E2316	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f76r	f76r	f76r.49	BIOLOGICAL	TEXT_BLOCK	T	B	2	2	12	LINE_INTERNAL	0.090909	f76r:P3	6	7	NO	NO	saiin	oky	NONSTATE_OR_EDGE	NONSTATE_OR_EDGE	0	unbebilderter Textabschnitt C	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_INTERNAL	3	14	NO	NO	OL+AIIN	STATE_CARD	11	10	UNIQUE_FORCED_EXACT	2	12	9	UNIQUE_FORCED_EXACT	3	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
32	okal	G407-E2364	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f76r	f76r	f76r.53	BIOLOGICAL	TEXT_BLOCK	T	B	2	10	11	LINE_INTERNAL	0.900000	f76r:P4	3	6	NO	NO	dshdy	chedyl	STATE	NONSTATE_OR_EDGE	1	unbebilderter Textabschnitt D	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_FIRST	1	8	YES	NO	OK+AL	NONSTATE_CARD	11	10	UNIQUE_FORCED_EXACT	10	11	9	UNIQUE_FORCED_EXACT	10	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
33	otedy	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0083	LOCAL_ADDRESS_OR_LABEL	HELD_DEEP_IMAGE_PAGE	f77r	f77r	f77r.3	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	1	1	LINE_SINGLETON	0.000000	f77r:P1	3	8	NO	NO	EDGE	EDGE	NA	NA	NA	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	F77_TOP_ARCH	NONE	NA	NA	NA	NA	NA	NA	NA	INNER_PORT_2	APPARATUS_PORT	NEAR_OR_ATTACHED	NA	NA	NA	NA	NA	NA	NA	1	1	UNIQUE_FORCED_EXACT	1	1	1	UNIQUE_FORCED_EXACT	1	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
34	otedy	G407-E2535	RUNNING_EVENT	HELD_DEEP_IMAGE_PAGE	f77r	f77r	f77r.25	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	1	8	LINE_INITIAL	0.000000	f77r:P3	1	13	YES	NO	EDGE	qokar	NONSTATE_OR_EDGE	NONSTATE_OR_EDGE	0	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_MIDDLE_BODY	F77_P2	1	92	RECORD_FIRST	GDT791-F048	1	1	FRAGMENT_SINGLETON	NONE	NA	NA	STATEMENT_FINAL	10	10	NO	YES	OT+E+DY	STATE_CARD	8	7	UNIQUE_FORCED_EXACT	1	8	7	UNIQUE_FORCED_EXACT	1	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
35	olaiin	G407-E2636	RUNNING_EVENT	HELD_DEEP_IMAGE_PAGE	f77r	f77r	f77r.39	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	1	7	LINE_INITIAL	0.000000	f77r:P4	2	13	NO	NO	EDGE	cheey	NONSTATE_OR_EDGE	NONSTATE_OR_EDGE	0	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_LOWER_VESSEL	F77_P3	10	87	RECORD_INTERNAL	GDT791-F073	2	7	FRAGMENT_INTERNAL	NONE	NA	NA	STATEMENT_INTERNAL	2	7	NO	NO	OL+AIIN	STATE_CARD	7	7	UNIQUE_FORCED_EXACT	1	8	6	UNIQUE_FORCED_EXACT	1	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
36	otchdy	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0410	LOCAL_ADDRESS_OR_LABEL	HELD_DEEP_IMAGE_PAGE	f77r	f77r	f77r.49	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	1	1	LINE_SINGLETON	0.000000	f77r:P4	12	13	NO	NO	EDGE	EDGE	NA	NA	NA	Name oder Kennung fuer untere Gefaess-/Beckenstation	F77_MIDDLE_BODY	NONE	NA	NA	NA	NA	NA	NA	NA	MIDDLE_WEST_FIGURE_ZONE	FIGURE_ZONE	PROXIMITY_ONLY	NA	NA	NA	NA	NA	NA	NA	1	1	UNIQUE_FORCED_EXACT	1	1	1	UNIQUE_FORCED_EXACT	1	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
37	olaiin	G407-E2749	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f81r	f81r	f81r.5	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	6	9	LINE_INTERNAL	0.625000	f81r:P1	5	15	NO	NO	ol	ol	STATE	STATE	2	F81R_UPPER_POOL	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_INTERNAL	13	29	NO	NO	OL+AIIN	STATE_CARD	9	6	NO_EXACT_ALIGNMENT	NA	10	8	NO_EXACT_ALIGNMENT	NA	NO	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
38	otedy	G407-E2777	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f81r	f81r	f81r.10	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	3	6	LINE_INTERNAL	0.400000	f81r:P1	10	15	NO	NO	dain	cheey	NONSTATE_OR_EDGE	NONSTATE_OR_EDGE	0	F81R_UPPER_POOL	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_FINAL	4	4	NO	YES	OT+E+DY	STATE_CARD	6	6	UNIQUE_FORCED_EXACT	3	7	5	NO_EXACT_ALIGNMENT	NA	NO	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
39	otedy	G407-E2807	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f81r	f81r	f81r.15	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	5	5	LINE_FINAL	1.000000	f81r:P1	15	15	NO	YES	qokeedy	EDGE	STATE	NONSTATE_OR_EDGE	1	F81R_UPPER_POOL	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_SINGLETON	1	1	YES	YES	OT+E+DY	STATE_CARD	5	5	UNIQUE_FORCED_EXACT	5	6	4	NO_EXACT_ALIGNMENT	NA	NO	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
40	otedy	G407-E2866	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f81r	f81r	f81r.24	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	6	7	LINE_INTERNAL	0.833333	f81r:P2	9	16	NO	NO	qotaldar	oly	STATE	STATE	2	F81R_LOWER_POOL	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_FINAL	4	4	NO	YES	OT+E+DY	STATE_CARD	7	4	UNIQUE_FORCED_EXACT	6	8	6	UNIQUE_FORCED_EXACT	7	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
41	okal	G407-E2873	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f81r	f81r	f81r.25	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	6	8	LINE_INTERNAL	0.714286	f81r:P2	10	16	NO	NO	okair	chedy	NONSTATE_OR_EDGE	NONSTATE_OR_EDGE	0	F81R_LOWER_POOL	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_INTERNAL	4	7	NO	NO	OK+AL	NONSTATE_CARD	8	7	UNIQUE_FORCED_EXACT	6	9	7	UNIQUE_FORCED_EXACT	7	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
42	okal	G407-E2938	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f81v	f81v	f81v.2	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	4	12	LINE_INTERNAL	0.272727	f81v:P1	2	9	NO	NO	kair	sar	NONSTATE_OR_EDGE	NONSTATE_OR_EDGE	0	gemeinsames zweireihiges Badfeld	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_INTERNAL	3	14	NO	NO	OK+AL	NONSTATE_CARD	12	12	UNIQUE_FORCED_EXACT	4	13	10	UNIQUE_FORCED_EXACT	5	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
43	otedy	G407-E3016	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f81v	f81v	f81v.10	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	5	8	LINE_INTERNAL	0.571429	f81v:P2	1	19	YES	NO	okeedy	okshedy	STATE	STATE	2	gemeinsames zweireihiges Badfeld	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_SINGLETON	1	1	YES	YES	OT+E+DY	STATE_CARD	8	7	UNIQUE_FORCED_EXACT	5	11	2	NO_EXACT_ALIGNMENT	NA	NO	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
44	okal	G407-E3048	RUNNING_EVENT	OUTSIDE_27_PAGE_TRAIN	f81v	f81v	f81v.13	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	9	9	LINE_FINAL	1.000000	f81v:P2	4	19	NO	NO	ykedy	EDGE	STATE	NONSTATE_OR_EDGE	1	gemeinsames zweireihiges Badfeld	NONE	NONE	NA	NA	NA	NA	NA	NA	NA	NONE	NA	NA	STATEMENT_FIRST	1	2	YES	NO	OK+AL	NONSTATE_CARD	10	6	UNIQUE_FORCED_EXACT	10	11	3	UNIQUE_FORCED_EXACT	11	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
45	okal	G407-E3220	RUNNING_EVENT	HELD_DEEP_IMAGE_PAGE	f82r	f82r	f82r.6	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	6	9	LINE_INTERNAL	0.625000	f82r:P1	6	10	NO	NO	sheckhy	sheky	NONSTATE_OR_EDGE	NONSTATE_OR_EDGE	0	mehrere getrennte Bad- und Leitungsstationen	F82_TOP_COUPLED	F82_P1	44	72	RECORD_INTERNAL	GDT791-F091	4	8	FRAGMENT_INTERNAL	NONE	NA	NA	STATEMENT_INTERNAL	4	8	NO	NO	OK+AL	NONSTATE_CARD	9	8	UNIQUE_FORCED_EXACT	6	10	7	UNIQUE_FORCED_EXACT	6	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
46	otedy	G407-E3257	RUNNING_EVENT	HELD_DEEP_IMAGE_PAGE	f82r	f82r	f82r.12	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	1	8	LINE_INITIAL	0.000000	f82r:P2	2	9	NO	NO	EDGE	qodched	NONSTATE_OR_EDGE	NONSTATE_OR_EDGE	0	mehrere getrennte Bad- und Leitungsstationen	F82_MIDDLE_TRANSFER	F82_P2	9	80	RECORD_INTERNAL	GDT791-F098	7	7	FRAGMENT_FINAL	NONE	NA	NA	STATEMENT_FINAL	7	7	NO	YES	OT+E+DY	STATE_CARD	9	7	UNIQUE_FORCED_EXACT	1	8	5	NO_EXACT_ALIGNMENT	NA	NO	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
47	okal	G407-E3263	RUNNING_EVENT	HELD_DEEP_IMAGE_PAGE	f82r	f82r	f82r.12	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	7	8	LINE_INTERNAL	0.857143	f82r:P2	2	9	NO	NO	lolol	okarchedy	STATE	NONSTATE_OR_EDGE	1	mehrere getrennte Bad- und Leitungsstationen	F82_MIDDLE_TRANSFER	F82_P2	15	80	RECORD_INTERNAL	GDT791-F099	6	9	FRAGMENT_INTERNAL	NONE	NA	NA	STATEMENT_INTERNAL	6	9	NO	NO	OK+AL	NONSTATE_CARD	9	7	UNIQUE_FORCED_EXACT	7	8	5	UNIQUE_FORCED_EXACT	7	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
48	okal	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1394	LOCAL_ADDRESS_OR_LABEL	HELD_DEEP_IMAGE_PAGE	f82r	f82r	f82r.36	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	1	1	LINE_SINGLETON	0.000000	f82r:P3	17	26	NO	NO	EDGE	EDGE	NA	NA	NA	mehrere lokale Bad- und Leitungsstationen	F82_BOTTOM_COMMUNAL	NONE	NA	NA	NA	NA	NA	NA	NA	TOP_FIGURE_2	FIGURE_OR_INFLOW_ZONE	PROXIMITY_AMBIGUOUS	NA	NA	NA	NA	NA	NA	NA	1	1	UNIQUE_FORCED_EXACT	1	1	1	UNIQUE_FORCED_EXACT	1	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
49	olaiin	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1402	LOCAL_ADDRESS_OR_LABEL	HELD_DEEP_IMAGE_PAGE	f82r	f82r	f82r.44	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	1	1	LINE_SINGLETON	0.000000	f82r:P3	25	26	NO	NO	EDGE	EDGE	NA	NA	NA	mehrere lokale Bad- und Leitungsstationen	F82_BOTTOM_COMMUNAL	NONE	NA	NA	NA	NA	NA	NA	NA	BOTTOM_FIGURE_6	FIGURE_ZONE	PROXIMITY_ONLY	NA	NA	NA	NA	NA	NA	NA	1	1	UNIQUE_FORCED_EXACT	1	1	1	UNIQUE_FORCED_EXACT	1	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
50	otedy	G407-E3522	RUNNING_EVENT	HELD_DEEP_IMAGE_PAGE	f83r	f83r	f83r.8	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	2	6	LINE_INTERNAL	0.200000	f83r:P1	8	8	NO	YES	pchedal	shecthedchy	NONSTATE_OR_EDGE	NONSTATE_OR_EDGE	0	Variantenatlas lokaler Becken und Anwendungen	F83_UPPER_SPRAY	F83_P1	68	72	RECORD_INTERNAL	GDT791-F165	2	2	FRAGMENT_FINAL	NONE	NA	NA	STATEMENT_FINAL	2	2	NO	YES	OT+E+DY	STATE_CARD	6	6	UNIQUE_FORCED_EXACT	2	6	6	UNIQUE_FORCED_EXACT	2	YES	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
51	otedy	G407-E3642	RUNNING_EVENT	HELD_DEEP_IMAGE_PAGE	f83r	f83r	f83r.21	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	3	10	LINE_INTERNAL	0.222222	f83r:P3	4	7	NO	NO	qokedy	sol	STATE	STATE	2	Variantenatlas lokaler Becken und Anwendungen	F83_LOWER_DRIP	F83_P3	32	63	RECORD_INTERNAL	GDT791-F198	1	1	FRAGMENT_SINGLETON	NONE	NA	NA	STATEMENT_SINGLETON	1	1	YES	YES	OT+E+DY	STATE_CARD	10	10	UNIQUE_FORCED_EXACT	3	10	7	NO_EXACT_ALIGNMENT	NA	NO	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
52	otedy	G407-E3657	RUNNING_EVENT	HELD_DEEP_IMAGE_PAGE	f83r	f83r	f83r.22	BIOLOGICAL	POOL_APPARATUS_NETWORK	B	B	2	8	9	LINE_INTERNAL	0.875000	f83r:P3	5	7	NO	NO	otaiin	ldy	STATE	STATE	2	Variantenatlas lokaler Becken und Anwendungen	F83_LOWER_DRIP	F83_P3	47	63	RECORD_INTERNAL	GDT791-F203	5	5	FRAGMENT_FINAL	NONE	NA	NA	STATEMENT_FINAL	5	5	NO	YES	OT+E+DY	STATE_CARD	9	9	UNIQUE_FORCED_EXACT	8	11	7	NO_EXACT_ALIGNMENT	NA	NO	ALL_MAXIMUM_SAME_LINE_EXACT_TOKEN_LCS__UNIQUE_FORCED_REFERENCE_OCCURRENCE	SAME_MANUSCRIPT_ALTERNATE_READING_ONLY	PHYSICAL_AND_VISIBLE_OWNER__TARGET_GLOSS_MASKED	ZERO_INDEPENDENT_SEMANTIC_CREDIT__CIRCULARITY_CONTROL	ZERO
