target_surface	comparison_surface	comparison_kind	surface_length	running_count	running_page_count	outside_running_count	outside_running_page_count	held_running_count	outside_line_initial_count	outside_line_internal_count	outside_line_final_count	outside_line_internal_rate	held_line_initial_count	held_line_internal_count	held_line_final_count	local_count	local_page_count	local_topology_count	singleton_local_count	singleton_local_page_count	singleton_local_topology_count	outside_local_count	outside_local_page_count	outside_local_topology_count	outside_singleton_local_count	outside_singleton_local_page_count	outside_singleton_local_topology_count	held_local_count	held_singleton_local_count	outside_language_distribution	outside_hand_distribution	outside_register_distribution	outside_state_status_distribution	outside_parser_statement_first_count	outside_parser_statement_final_count	outside_parser_singleton_count	outside_embedded_statement_first_count	outside_embedded_statement_first_rate	outside_adjacent_state_any_count	outside_adjacent_state_both_count	outside_adjacent_state_both_rate	all_parser_statement_final_count	all_parser_statement_final_rate	all_physical_line_final_count	all_physical_line_final_rate	component_export_credit	cross_scope_rank	target_flag	outside_train_eligible	outside_train_cross_scope_rank	outside_train_multichar_rank
oteedy	oteedy	UNIVERSAL_3_TO_25_RUNNING	6	9	5	8	4	1	0	8	0	1.000000	0	1	0	2	1	1	0	0	0	2	1	1	0	0	0	0	0	B:5|UNMARKED:3	2:3|4:3|5:2	BIOLOGICAL:3|CELESTIAL:3|SOURCE_SECTION_T:2	STATE_CARD:8	2	8	2	2	0.250000	4	2	0.250000	9	1.000000	0	0.000000	ZERO	63	NO	YES	65	60
raiin	raiin	UNIVERSAL_3_TO_25_RUNNING	5	9	5	3	3	6	0	3	0	1.000000	0	4	2	1	1	1	0	0	0	1	1	1	0	0	0	0	0	B:3	2:1|3:1|5:1	BIOLOGICAL:1|HERBAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	0	0	0	0.000000	1	1	0.333333	0	0.000000	2	0.222222	ZERO	64	NO	YES	71	66
tol	tol	UNIVERSAL_3_TO_25_RUNNING	3	5	5	4	4	1	3	1	0	0.250000	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:3|B:1	1:3|2:1	HERBAL:1|PHARMA:2|SOURCE_SECTION_T:1	STATE_CARD:4	1	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	65	NO	YES	67	62
aly	aly	UNIVERSAL_3_TO_25_RUNNING	3	5	4	5	4	0	0	4	1	0.800000	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	B:3|UNMARKED:2	2:1|4:2|5:2	BIOLOGICAL:1|CELESTIAL:2|SOURCE_SECTION_T:2	NONSTATE_CARD:5	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	1	0.200000	ZERO	66	NO	YES	58	53
cheo	cheo	UNIVERSAL_3_TO_25_RUNNING	4	7	4	7	4	0	1	6	0	0.857143	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:3|B:2|UNMARKED:2	1:3|2:1|4:2|5:1	BIOLOGICAL:1|CELESTIAL:2|PHARMA:3|SOURCE_SECTION_T:1	NONSTATE_CARD:7	1	0	0	0	0.000000	3	0	0.000000	0	0.000000	0	0.000000	ZERO	67	NO	YES	60	55
dchor	dchor	UNIVERSAL_3_TO_25_RUNNING	5	4	4	4	4	0	2	2	0	0.500000	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:3|UNMARKED:1	1:3|4:1	CELESTIAL:1|HERBAL:3	NONSTATE_CARD:4	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	68	NO	YES	61	56
kchy	kchy	UNIVERSAL_3_TO_25_RUNNING	4	5	4	5	4	0	0	5	0	1.000000	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:4|B:1	1:4|2:1	HERBAL:4|SOURCE_SECTION_T:1	NONSTATE_CARD:5	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	69	NO	YES	62	57
okchy	okchy	UNIVERSAL_3_TO_25_RUNNING	5	4	4	4	4	0	2	2	0	0.500000	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:3|B:1	1:3|2:1	BIOLOGICAL:1|HERBAL:3	NONSTATE_CARD:4	1	0	0	1	0.250000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	70	NO	YES	63	58
okeo	okeo	UNIVERSAL_3_TO_25_RUNNING	4	6	4	6	4	0	1	5	0	0.833333	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:1|UNMARKED:5	1:1|4:5	CELESTIAL:5|PHARMA:1	NONSTATE_CARD:6	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	71	NO	YES	64	59
sheo	sheo	UNIVERSAL_3_TO_25_RUNNING	4	5	4	5	4	0	0	5	0	1.000000	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	0	0	A:4|UNMARKED:1	1:4|4:1	CELESTIAL:1|PHARMA:3|SOURCE_SECTION_T:1	NONSTATE_CARD:5	0	0	0	0	0.000000	4	0	0.000000	0	0.000000	0	0.000000	ZERO	72	NO	YES	66	61
cheal	cheal	UNIVERSAL_3_TO_25_RUNNING	5	4	3	3	2	1	0	2	1	0.666667	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:2|B:1	1:2|5:1	PHARMA:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	1	0	0	1	0.333333	2	0	0.000000	0	0.000000	1	0.250000	ZERO	73	NO	YES	73	68
choky	choky	UNIVERSAL_3_TO_25_RUNNING	5	4	3	4	3	0	0	4	0	1.000000	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:4	1:4	HERBAL:3|PHARMA:1	NONSTATE_CARD:4	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	74	NO	YES	68	63
choly	choly	UNIVERSAL_3_TO_25_RUNNING	5	3	3	3	3	0	0	3	0	1.000000	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:1|B:1|UNMARKED:1	1:1|2:1|4:1	BIOLOGICAL:1|CELESTIAL:1|HERBAL:1	STATE_CARD:3	1	0	0	1	0.333333	2	0	0.000000	0	0.000000	0	0.000000	ZERO	75	NO	YES	69	64
ey	ey	UNIVERSAL_3_TO_25_RUNNING	2	3	3	2	2	1	0	2	0	1.000000	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:1|B:1	1:1|2:1	BIOLOGICAL:1|HERBAL:1	NONSTATE_CARD:2	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	76	NO	NO	NA	NA
okeeol	okeeol	UNIVERSAL_3_TO_25_RUNNING	6	4	3	3	2	1	0	3	0	1.000000	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:1|UNMARKED:2	1:1|4:2	CELESTIAL:2|PHARMA:1	STATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	77	NO	YES	74	69
oteos	oteos	UNIVERSAL_3_TO_25_RUNNING	5	7	3	7	3	0	1	5	1	0.714286	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:3|UNMARKED:4	1:3|4:4	CELESTIAL:4|PHARMA:2|SOURCE_SECTION_T:1	STATE_CARD:7	1	0	0	0	0.000000	1	1	0.142857	0	0.000000	1	0.142857	ZERO	78	NO	YES	70	65
tar	tar	UNIVERSAL_3_TO_25_RUNNING	3	4	3	3	2	1	2	1	0	0.333333	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	B:3	2:1|3:2	HERBAL:3	NONSTATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	79	NO	YES	75	70
ykchy	ykchy	UNIVERSAL_3_TO_25_RUNNING	5	4	3	4	3	0	1	2	1	0.500000	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:4	1:4	HERBAL:4	NONSTATE_CARD:4	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	1	0.250000	ZERO	80	NO	YES	72	67
tey	tey	UNIVERSAL_3_TO_25_RUNNING	3	3	2	3	2	0	0	3	0	1.000000	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	A:1|UNMARKED:2	1:1|4:2	CELESTIAL:2|HERBAL:1	NONSTATE_CARD:3	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	81	NO	YES	76	71
otees	otees	UNIVERSAL_3_TO_25_RUNNING	5	3	1	3	1	0	0	2	1	0.666667	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	UNMARKED:3	4:3	CELESTIAL:3	STATE_CARD:3	0	1	0	0	0.000000	1	0	0.000000	1	0.333333	1	0.333333	ZERO	82	NO	YES	77	72
oteo	oteo	UNIVERSAL_3_TO_25_RUNNING	4	3	1	3	1	0	0	3	0	1.000000	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	0	0	UNMARKED:3	4:3	CELESTIAL:3	STATE_CARD:3	0	0	0	0	0.000000	1	1	0.333333	0	0.000000	0	0.000000	ZERO	83	NO	YES	78	73
chckhy	chckhy	UNIVERSAL_3_TO_25_RUNNING	6	25	13	23	11	2	0	19	4	0.826087	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4|B:18|UNMARKED:1	1:4|2:16|3:1|4:1|5:1	BIOLOGICAL:15|CELESTIAL:1|HERBAL:4|PHARMA:2|SOURCE_SECTION_T:1	NONSTATE_CARD:23	2	1	0	2	0.086957	9	1	0.043478	1	0.040000	4	0.160000	ZERO	84	NO	YES	79	74
qoty	qoty	UNIVERSAL_3_TO_25_RUNNING	4	17	12	12	9	5	1	10	1	0.833333	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:6|B:6	1:6|2:5|5:1	BIOLOGICAL:5|HERBAL:6|SOURCE_SECTION_T:1	STATE_CARD:12	1	0	0	1	0.083333	6	2	0.166667	0	0.000000	3	0.176471	ZERO	85	NO	YES	82	77
shor	shor	UNIVERSAL_3_TO_25_RUNNING	4	17	12	16	11	1	3	13	0	0.812500	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:12|B:4	1:12|2:1|3:1|5:2	BIOLOGICAL:1|HERBAL:11|PHARMA:2|SOURCE_SECTION_T:2	NONSTATE_CARD:16	0	0	0	0	0.000000	9	1	0.062500	0	0.000000	0	0.000000	ZERO	86	NO	YES	80	75
shy	shy	UNIVERSAL_3_TO_25_RUNNING	3	16	12	15	11	1	1	11	3	0.733333	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:8|B:6|UNMARKED:1	1:8|2:6|4:1	BIOLOGICAL:6|CELESTIAL:1|HERBAL:6|PHARMA:2	NONSTATE_CARD:15	3	1	0	3	0.200000	5	2	0.133333	1	0.062500	3	0.187500	ZERO	87	NO	YES	81	76
sain	sain	UNIVERSAL_3_TO_25_RUNNING	4	23	11	19	8	4	9	9	1	0.473684	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3|B:15|UNMARKED:1	1:3|2:14|3:1|4:1	BIOLOGICAL:14|CELESTIAL:1|HERBAL:3|PHARMA:1	NONSTATE_CARD:19	4	0	0	0	0.000000	9	0	0.000000	0	0.000000	2	0.086957	ZERO	88	NO	YES	87	82
qokar	qokar	UNIVERSAL_3_TO_25_RUNNING	5	20	10	17	8	3	1	15	1	0.882353	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:15|UNMARKED:1	1:1|2:12|3:2|4:1|5:1	BIOLOGICAL:12|CELESTIAL:1|HERBAL:2|PHARMA:1|SOURCE_SECTION_T:1	NONSTATE_CARD:17	4	1	0	4	0.235294	10	2	0.117647	1	0.050000	1	0.050000	ZERO	89	NO	YES	86	81
sheedy	sheedy	UNIVERSAL_3_TO_25_RUNNING	6	18	10	12	7	6	1	11	0	0.916667	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:10|UNMARKED:1	1:1|2:9|4:1|5:1	BIOLOGICAL:9|CELESTIAL:1|PHARMA:1|SOURCE_SECTION_T:1	STATE_CARD:12	3	12	3	2	0.166667	8	2	0.166667	18	1.000000	0	0.000000	ZERO	90	NO	YES	98	93
sheol	sheol	UNIVERSAL_3_TO_25_RUNNING	5	19	10	17	8	2	1	16	0	0.941176	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:6|B:9|UNMARKED:2	1:6|2:5|4:2|5:4	BIOLOGICAL:3|CELESTIAL:2|HERBAL:3|PHARMA:5|SOURCE_SECTION_T:4	STATE_CARD:17	4	0	0	4	0.235294	10	2	0.117647	0	0.000000	0	0.000000	ZERO	91	NO	YES	88	83
ain	ain	UNIVERSAL_3_TO_25_RUNNING	3	22	9	19	8	3	0	17	2	0.894737	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4|B:13|UNMARKED:2	1:4|2:13|4:2	BIOLOGICAL:11|CELESTIAL:2|HERBAL:2|PHARMA:3|SOURCE_SECTION_T:1	NONSTATE_CARD:19	1	0	0	1	0.052632	10	1	0.052632	0	0.000000	2	0.090909	ZERO	92	NO	YES	83	78
cheedy	cheedy	UNIVERSAL_3_TO_25_RUNNING	6	13	9	7	7	6	0	7	0	1.000000	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:4|UNMARKED:1	1:2|2:3|4:1|5:1	BIOLOGICAL:3|CELESTIAL:1|PHARMA:2|SOURCE_SECTION_T:1	NONSTATE_CARD:7	1	0	0	1	0.142857	6	3	0.428571	0	0.000000	0	0.000000	ZERO	93	NO	YES	90	85
dol	dol	UNIVERSAL_3_TO_25_RUNNING	3	12	9	10	7	2	0	10	0	1.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:5|B:5	1:5|2:3|5:2	BIOLOGICAL:3|HERBAL:1|PHARMA:4|SOURCE_SECTION_T:2	STATE_CARD:10	2	0	0	2	0.200000	4	0	0.000000	0	0.000000	0	0.000000	ZERO	94	NO	YES	93	88
oldy	oldy	UNIVERSAL_3_TO_25_RUNNING	4	14	9	12	8	2	1	5	6	0.416667	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4|B:7|UNMARKED:1	1:4|2:7|4:1	BIOLOGICAL:6|CELESTIAL:1|HERBAL:3|PHARMA:2	STATE_CARD:12	1	12	1	1	0.083333	3	0	0.000000	14	1.000000	8	0.571429	ZERO	95	NO	YES	85	80
qokey	qokey	UNIVERSAL_3_TO_25_RUNNING	5	22	9	19	7	3	2	15	2	0.789474	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:18	1:1|2:17|5:1	BIOLOGICAL:16|HERBAL:1|PHARMA:1|SOURCE_SECTION_T:1	NONSTATE_CARD:19	5	0	0	4	0.210526	8	2	0.105263	0	0.000000	3	0.136364	ZERO	96	NO	YES	97	92
qotedy	qotedy	UNIVERSAL_3_TO_25_RUNNING	6	19	9	7	6	12	0	7	0	1.000000	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:7	2:6|5:1	BIOLOGICAL:5|HERBAL:1|SOURCE_SECTION_T:1	STATE_CARD:7	3	7	3	3	0.428571	6	3	0.428571	19	1.000000	2	0.105263	ZERO	97	NO	YES	101	96
cheky	cheky	UNIVERSAL_3_TO_25_RUNNING	5	13	8	12	7	1	0	11	1	0.916667	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:9|UNMARKED:1	1:2|2:6|4:1|5:3	BIOLOGICAL:3|CELESTIAL:1|HERBAL:3|PHARMA:2|SOURCE_SECTION_T:3	NONSTATE_CARD:12	1	0	0	1	0.083333	5	2	0.166667	0	0.000000	1	0.076923	ZERO	98	NO	YES	91	86
cthy	cthy	UNIVERSAL_3_TO_25_RUNNING	4	17	8	17	8	0	0	13	4	0.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:17	1:17	HERBAL:14|SOURCE_SECTION_T:3	NONSTATE_CARD:17	0	1	0	0	0.000000	8	1	0.058824	1	0.058824	4	0.235294	ZERO	99	NO	YES	84	79
qokchy	qokchy	UNIVERSAL_3_TO_25_RUNNING	6	8	8	7	7	1	1	6	0	0.857143	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:5|B:2	1:5|2:2	HERBAL:6|PHARMA:1	NONSTATE_CARD:7	1	0	0	0	0.000000	3	0	0.000000	0	0.000000	1	0.125000	ZERO	100	NO	YES	96	91
chal	chal	UNIVERSAL_3_TO_25_RUNNING	4	8	7	8	7	0	1	4	3	0.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:4|UNMARKED:2	1:2|2:4|4:2	BIOLOGICAL:4|CELESTIAL:2|HERBAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:8	2	2	1	1	0.125000	3	0	0.000000	2	0.250000	3	0.375000	ZERO	101	NO	YES	89	84
chody	chody	UNIVERSAL_3_TO_25_RUNNING	5	10	7	10	7	0	0	9	1	0.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:6|B:4	1:6|3:2|5:2	HERBAL:4|PHARMA:4|SOURCE_SECTION_T:2	NONSTATE_CARD:10	0	0	0	0	0.000000	3	0	0.000000	0	0.000000	1	0.100000	ZERO	102	NO	YES	92	87
keey	keey	UNIVERSAL_3_TO_25_RUNNING	4	10	7	10	7	0	0	10	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:6|B:2|UNMARKED:2	1:6|2:2|4:2	BIOLOGICAL:1|CELESTIAL:2|HERBAL:3|PHARMA:2|SOURCE_SECTION_T:2	NONSTATE_CARD:10	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	103	NO	YES	94	89
lchey	lchey	UNIVERSAL_3_TO_25_RUNNING	5	10	7	7	5	3	1	5	1	0.714286	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:6	1:1|2:4|5:2	BIOLOGICAL:4|PHARMA:1|SOURCE_SECTION_T:2	NONSTATE_CARD:7	1	0	0	1	0.142857	2	0	0.000000	0	0.000000	1	0.100000	ZERO	104	NO	YES	111	106
otchol	otchol	UNIVERSAL_3_TO_25_RUNNING	6	8	7	8	7	0	3	5	0	0.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:8	1:8	HERBAL:5|PHARMA:2|SOURCE_SECTION_T:1	STATE_CARD:8	0	0	0	0	0.000000	4	0	0.000000	0	0.000000	0	0.000000	ZERO	105	NO	YES	95	90
pchedy	pchedy	UNIVERSAL_3_TO_25_RUNNING	6	11	7	9	5	2	5	4	0	0.444444	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:9	2:8|5:1	BIOLOGICAL:8|SOURCE_SECTION_T:1	STATE_CARD:9	0	9	0	0	0.000000	4	0	0.000000	11	1.000000	0	0.000000	ZERO	106	NO	YES	114	109
qokol	qokol	UNIVERSAL_3_TO_25_RUNNING	5	14	7	10	5	4	2	8	0	0.800000	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:8|B:2	1:8|2:1|5:1	BIOLOGICAL:1|HERBAL:1|PHARMA:7|SOURCE_SECTION_T:1	STATE_CARD:10	1	0	0	0	0.000000	6	2	0.200000	0	0.000000	0	0.000000	ZERO	107	NO	YES	117	112
checkhy	checkhy	UNIVERSAL_3_TO_25_RUNNING	7	6	6	4	4	2	0	4	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:3	1:1|2:3	BIOLOGICAL:3|PHARMA:1	NONSTATE_CARD:4	0	0	0	0	0.000000	2	1	0.250000	0	0.000000	0	0.000000	ZERO	108	NO	YES	125	120
checthy	checthy	UNIVERSAL_3_TO_25_RUNNING	7	7	6	5	5	2	0	4	1	0.800000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:4	1:1|2:4	BIOLOGICAL:3|HERBAL:2	NONSTATE_CARD:5	1	0	0	1	0.200000	3	0	0.000000	0	0.000000	1	0.142857	ZERO	109	NO	YES	103	98
cheeky	cheeky	UNIVERSAL_3_TO_25_RUNNING	6	6	6	4	4	2	0	4	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:4	2:3|5:1	BIOLOGICAL:2|HERBAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:4	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	110	NO	YES	126	121
cthol	cthol	UNIVERSAL_3_TO_25_RUNNING	5	8	6	7	5	1	0	7	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:7	1:7	HERBAL:5|PHARMA:1|SOURCE_SECTION_T:1	STATE_CARD:7	0	0	0	0	0.000000	4	1	0.142857	0	0.000000	0	0.000000	ZERO	111	NO	YES	107	102
dor	dor	UNIVERSAL_3_TO_25_RUNNING	3	10	6	9	5	1	2	4	3	0.444444	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3|B:6	1:3|2:2|5:4	BIOLOGICAL:2|HERBAL:3|SOURCE_SECTION_T:4	NONSTATE_CARD:9	4	0	0	3	0.333333	5	1	0.111111	0	0.000000	4	0.400000	ZERO	112	NO	YES	109	104
dshedy	dshedy	UNIVERSAL_3_TO_25_RUNNING	6	10	6	7	4	3	7	0	0	0.000000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:7	2:7	BIOLOGICAL:7	STATE_CARD:7	1	7	1	0	0.000000	2	0	0.000000	10	1.000000	0	0.000000	ZERO	113	NO	YES	128	123
ldy	ldy	UNIVERSAL_3_TO_25_RUNNING	3	8	6	5	4	3	0	0	5	0.000000	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:5	2:3|3:1|5:1	BIOLOGICAL:2|HERBAL:2|SOURCE_SECTION_T:1	STATE_CARD:5	2	5	2	2	0.400000	2	0	0.000000	8	1.000000	7	0.875000	ZERO	114	NO	YES	135	130
lshedy	lshedy	UNIVERSAL_3_TO_25_RUNNING	6	9	6	7	4	2	0	7	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:7	2:5|5:2	BIOLOGICAL:5|SOURCE_SECTION_T:2	STATE_CARD:7	2	7	2	2	0.285714	5	2	0.285714	9	1.000000	0	0.000000	ZERO	115	NO	YES	137	132
odaiin	odaiin	UNIVERSAL_3_TO_25_RUNNING	6	6	6	6	6	0	2	4	0	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4|B:2	1:4|2:1|3:1	BIOLOGICAL:1|HERBAL:3|PHARMA:1|SOURCE_SECTION_T:1	NONSTATE_CARD:6	1	0	0	1	0.166667	2	0	0.000000	0	0.000000	0	0.000000	ZERO	116	NO	YES	99	94
qotal	qotal	UNIVERSAL_3_TO_25_RUNNING	5	10	6	3	3	7	1	2	0	0.666667	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:2|5:1	BIOLOGICAL:2|SOURCE_SECTION_T:1	STATE_CARD:3	0	0	0	0	0.000000	2	1	0.333333	0	0.000000	1	0.100000	ZERO	117	NO	YES	188	183
qoteedy	qoteedy	UNIVERSAL_3_TO_25_RUNNING	7	19	6	3	3	16	0	3	0	1.000000	4	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	STATE_CARD:3	1	3	1	1	0.333333	3	0	0.000000	19	1.000000	1	0.052632	ZERO	118	NO	YES	191	186
qotey	qotey	UNIVERSAL_3_TO_25_RUNNING	5	7	6	6	5	1	1	5	0	0.833333	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:4	1:2|2:3|5:1	BIOLOGICAL:3|HERBAL:1|PHARMA:1|SOURCE_SECTION_T:1	STATE_CARD:6	1	0	0	1	0.166667	4	2	0.333333	0	0.000000	0	0.000000	ZERO	119	NO	YES	119	114
sheor	sheor	UNIVERSAL_3_TO_25_RUNNING	5	8	6	8	6	0	0	8	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:5|B:3	1:5|2:1|5:2	BIOLOGICAL:1|HERBAL:1|PHARMA:4|SOURCE_SECTION_T:2	NONSTATE_CARD:8	0	0	0	0	0.000000	6	2	0.250000	0	0.000000	0	0.000000	ZERO	120	NO	YES	102	97
sor	sor	UNIVERSAL_3_TO_25_RUNNING	3	8	6	6	5	2	4	2	0	0.333333	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:4|UNMARKED:1	1:1|2:4|4:1	BIOLOGICAL:4|CELESTIAL:1|HERBAL:1	NONSTATE_CARD:6	2	0	0	2	0.333333	2	2	0.333333	0	0.000000	0	0.000000	ZERO	121	NO	YES	122	117
cheos	cheos	UNIVERSAL_3_TO_25_RUNNING	5	5	5	5	5	0	0	5	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4|UNMARKED:1	1:4|4:1	CELESTIAL:1|HERBAL:1|PHARMA:3	NONSTATE_CARD:5	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	122	NO	YES	104	99
chodaiin	chodaiin	UNIVERSAL_3_TO_25_RUNNING	8	6	5	6	5	0	0	4	2	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:5|B:1	1:5|2:1	BIOLOGICAL:1|HERBAL:2|PHARMA:2|SOURCE_SECTION_T:1	NONSTATE_CARD:6	0	1	0	0	0.000000	1	1	0.166667	1	0.166667	2	0.333333	ZERO	123	NO	YES	105	100
choty	choty	UNIVERSAL_3_TO_25_RUNNING	5	5	5	5	5	0	0	5	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3|B:1|UNMARKED:1	1:3|4:1|5:1	CELESTIAL:1|HERBAL:2|SOURCE_SECTION_T:2	STATE_CARD:5	0	0	0	0	0.000000	2	1	0.200000	0	0.000000	0	0.000000	ZERO	124	NO	YES	106	101
daiiin	daiiin	UNIVERSAL_3_TO_25_RUNNING	6	5	5	3	3	2	0	1	2	0.333333	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3	1:3	HERBAL:1|PHARMA:1|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	1	0	0	0.000000	2	0	0.000000	1	0.200000	2	0.400000	ZERO	125	NO	YES	159	154
dchey	dchey	UNIVERSAL_3_TO_25_RUNNING	5	5	5	5	5	0	4	1	0	0.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4|B:1	1:4|2:1	BIOLOGICAL:1|HERBAL:3|PHARMA:1	NONSTATE_CARD:5	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	126	NO	YES	108	103
kain	kain	UNIVERSAL_3_TO_25_RUNNING	4	6	5	5	4	1	0	5	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:5	2:4|3:1	BIOLOGICAL:4|HERBAL:1	NONSTATE_CARD:5	0	0	0	0	0.000000	2	2	0.400000	0	0.000000	0	0.000000	ZERO	127	NO	YES	130	125
kal	kal	UNIVERSAL_3_TO_25_RUNNING	3	6	5	6	5	0	0	5	1	0.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:5|UNMARKED:1	2:4|4:1|5:1	BIOLOGICAL:3|CELESTIAL:1|HERBAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:6	1	1	0	1	0.166667	2	0	0.000000	1	0.166667	1	0.166667	ZERO	128	NO	YES	110	105
