surface	occurrence_count	physical_pages	gdt516_context_recipe	parsed	candidate_count_capped	candidate_cap_reached	gdt516_recipe_rank	recovery_class	top1_recipe	top1_literal_de	top1_chunk_count	top1_score	top1_path	candidate_1_recipe	candidate_2_recipe	candidate_3_recipe	candidate_4_recipe	candidate_5_recipe
kodalchy	1	f4r	K+O+D_ADDR+AL+CH+Y	YES	152	NO	1	TOP1_EXACT	K+O+D_ADDR+AL+CH+Y	GEBEN · AUSFÜHRUNG · HIER · ZIELORT · NEHMEN · POSTEN	3	12.402871	kod=K+O+D_ADDR@0.8750/7 | alch=AL+CH@0.9355/29 | y=Y@0.9841/2848	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+Y	K+O+DA+L+CH+Y	K+O+AL+CH+Y	OK+AL+CH+Y
kodary	1	f66r	K+O+D_ADDR+AR+Y	YES	33	NO	1	TOP1_EXACT	K+O+D_ADDR+AR+Y	GEBEN · AUSFÜHRUNG · HIER · AUSGANG · POSTEN	2	7.362854	k=K@0.9610/937 | odary=O+D_ADDR+AR+Y@1.0000/2	K+O+D_ADDR+AR+Y	OK+D_ADDR+AR+Y	K+O+DA+R+Y	OK+DA+R+Y	CH+K+O+D_ADDR+AR+Y
kody	1	f66r	K+O+DY	YES	10	NO	1	TOP1_EXACT	K+O+DY	GEBEN · AUSFÜHRUNG · SCHLUSS	2	9.534888	k=K@0.9610/937 | ody=O+DY@0.5630/67	K+O+DY	K+O+D_ADDR+Y	OK+DY	CH+K+O+D_ADDR+Y	K+O+Y
ld	1	f66r	L+D_ADDR	YES	6	NO	3	FINITE_TOP5_ALTERNATIVE	L	VERBINDUNG	1	2.050798	ld=L@0.8462/11	L	AL	L+D_ADDR	L+CHD	AL+D_ADDR
lkeol	1	f66r	L+K+E+OL	YES	16	NO	1	TOP1_EXACT	L+K+E+OL	VERBINDUNG · GEBEN · GRAD I · FORTSETZEN	2	8.878816	lke=L+K+E@1.0000/11 | ol=OL@0.9657/956	L+K+E+OL	L+K+E+O+L	K+E+OL+L	OL+K+E+L	L+OL+K+E
lodaiin	1	f66r	L+O+D_ADDR+AIIN	YES	727	NO	1	TOP1_EXACT	L+O+D_ADDR+AIIN	VERBINDUNG · AUSFÜHRUNG · HIER · WERT	2	8.838033	l=L@0.9303/534 | odaiin=O+D_ADDR+AIIN@0.8750/28	L+O+D_ADDR+AIIN	OL+AIIN	L+O+AIIN	OL+D_ADDR+AIIN	O+D_ADDR+AL+IIN
lpchees	1	f66r	L+P+CH+EE+S	YES	78	NO	3	FINITE_TOP5_ALTERNATIVE	L+P+CHD+E+S	VERBINDUNG · EINSETZEN · BEARBEITEN · GRAD I · WÄHLEN	2	4.239400	lpche=L+P+CHD@1.0000/1 | es=E+S@0.8974/70	L+P+CHD+E+S	L+P+SH+EE+S_ADDR	L+P+CH+EE+S	L+P+E+S	L+P+CHD+E+SH
lsheody	1	f66r	L+SH+E+O+D_ADDR+Y	YES	70	NO	1	TOP1_EXACT	L+SH+E+O+D_ADDR+Y	VERBINDUNG · HALTEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	1	0.498612	lsheody=L+SH+E+O+D_ADDR+Y@1.0000/2	L+SH+E+O+D_ADDR+Y	L+SH+E+O+DY	L+SH+E+O+Y	K+E+OL+DY	OL+K+E+DY
ltsholy	1	f66r	L+T+SH+OL+Y	YES	48	NO	1	TOP1_EXACT	L+T+SH+OL+Y	VERBINDUNG · EINSTELLEN · HALTEN · FORTSETZEN · POSTEN	3	14.253625	l=L@0.9303/534 | tshol=T+SH+OL@1.0000/1 | y=Y@0.9841/2848	L+T+SH+OL+Y	L+T+S+OL+Y	L+T+OL+Y	L+T+SH+O+L+Y	L+SH+OL+Y
ofaram	1	f66r	O+LOCAL_CHAR_F+AR+AM_ADDR	YES	14	NO	1	TOP1_EXACT	O+LOCAL_CHAR_F+AR+AM_ADDR	AUSFÜHRUNG · HIER · AUSGANG · HIER	2	4.665616	ofar=O+LOCAL_CHAR_F+AR@1.0000/1 | am=AM_ADDR@0.9655/84	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+A_ADDR+R+A_ADDR+AM_ADDR	O+LOCAL_CHAR_F+A_ADDR+R+AM_ADDR	O+LOCAL_CHAR_F+AR+A_ADDR+AM_ADDR	O+LOCAL_CHAR_F+A_ADDR+AR+AM_ADDR
okalchedy	1	f66r	OK+AL+CHD+Y	YES	536	NO	1	TOP1_EXACT	OK+AL+CHD+Y	SETZEN · ZIELORT · BEARBEITEN · POSTEN	2	7.074888	ok=OK@0.9621/634 | alchedy=AL+CHD+Y@1.0000/2	OK+AL+CHD+Y	OK+CH+E+DY	OK+AL+CHD+DY	OK+AL+CH+E+DY	OK+A_ADDR+L+CHD+DY
okedals	1	f66r	OK+AL+S	YES	104	NO	1	TOP1_EXACT	OK+AL+S	SETZEN · ZIELORT · WÄHLEN	2	5.493894	okedal=OK+AL@0.5000/2 | s=S@0.7434/791	OK+AL+S	OK+E+D_ADDR+AL+S	OK+E+AL	OK+E+AL+S	OK+E+DA+L
okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	YES	44	NO	2	FINITE_TOP5_ALTERNATIVE	OK+E+DA+AM_ADDR	SETZEN · GRAD I · ZWEITE STUFE · HIER	2	5.185688	oke=OK+E@0.9055/115 | dam=DA+AM_ADDR@0.5294/9	OK+E+DA+AM_ADDR	OK+E+D_ADDR+AM_ADDR	OK+AM_ADDR	OK+E+DY	O+K+E+D_ADDR+AM_ADDR
okoy	1	f20v	OK+O+Y	YES	4	NO	1	TOP1_EXACT	OK+O+Y	SETZEN · AUSFÜHRUNG · POSTEN	2	9.988299	ok=OK@0.9621/634 | oy=O+Y@1.0000/49	OK+O+Y	O+K+O+Y	OK+O+D_ADDR+Y	O+OK+Y	NONE
olsheor	1	f31r	OL+SH+E+OR	YES	66	NO	1	TOP1_EXACT	OL+SH+E+OR	FORTSETZEN · HALTEN · GRAD I · EINHEIT	2	8.473351	ol=OL@0.9657/956 | sheor=SH+E+OR@1.0000/7	OL+SH+E+OR	O+L+SH+E+OR	O+L+SH+E+O+R	OL+K+E+OR	O+L+SH+E+O+D_ADDR+R
otalor	1	f66r	OT+AL+OR	YES	55	NO	1	TOP1_EXACT	OT+AL+OR	DANACH · ZIELORT · EINHEIT	2	8.376987	otal=OT+AL@1.0000/14 | or=OR@0.9593/424	OT+AL+OR	O+L+AL+OR	OT+L+OR	OT+A_ADDR+L+OR	O+T+AL+OR
otcheo	1	f66r	OT+CH+E+O	YES	20	NO	1	TOP1_EXACT	OT+CH+E+O	DANACH · NEHMEN · GRAD I · AUSFÜHRUNG	1	-0.687682	otcheo=OT+CH+E+O@0.5000/2	OT+CH+E+O	OT+CH+E+O+D_ADDR	OT+O	O+T+CH+E+O	OT+E+O
oteochey	1	f66r	OT+E+O+CH+E+Y	YES	45	NO	2	FINITE_TOP5_ALTERNATIVE	OT+E+O+Y	DANACH · GRAD I · AUSFÜHRUNG · POSTEN	2	6.986081	oteo=OT+E+O@1.0000/20 | chey=Y@0.7778/126	OT+E+O+Y	OT+E+O+CH+E+Y	OT+E+O+LOCAL_C+E+Y	OT+E+O+LOCAL_C+SH+E+Y	O+OT+E+Y
p	1	f66r	P	YES	1	NO	1	TOP1_EXACT	P	EINSETZEN	1	5.742517	p=P@0.9612/372	P	NONE	NONE	NONE	NONE
pchof	1	f66r	P+CH+O+LOCAL_CHAR_F	YES	10	NO	1	TOP1_EXACT	P+CH+O+LOCAL_CHAR_F	EINSETZEN · NEHMEN · AUSFÜHRUNG · HIER	2	6.779860	pch=P+CH@0.8649/64 | of=O+LOCAL_CHAR_F@1.0000/26	P+CH+O+LOCAL_CHAR_F	O+P+CH+LOCAL_CHAR_F	P+O+LOCAL_CHAR_F	CARRIER_Q+O+CH+T+LOCAL_CHAR_F	CARRIER_Q+O+P+CH+LOCAL_CHAR_F
pdaiin	1	f66r	P+AIIN	YES	179	NO	1	TOP1_EXACT	P+AIIN	EINSETZEN · WERT	2	9.820476	p=P@0.9612/372 | daiin=AIIN@0.7111/128	P+AIIN	P+D_ADDR+AIIN	P+DA+IIN	P+DA+AIIN	P+CHD+AIIN
pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	YES	18	NO	2	FINITE_TOP5_ALTERNATIVE	P+O+LOCAL_CHAR_F+O+Y	EINSETZEN · AUSFÜHRUNG · HIER · AUSFÜHRUNG · POSTEN	3	8.926036	p=P@0.9612/372 | of=O+LOCAL_CHAR_F@1.0000/26 | ochey=O+Y@0.6667/2	P+O+LOCAL_CHAR_F+O+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y	O+P+LOCAL_CHAR_F+O+Y	O+P+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CHD+Y
psheody	1	f66r	P+SH+E+O+D_ADDR+Y	YES	34	NO	1	TOP1_EXACT	P+SH+E+O+D_ADDR+Y	EINSETZEN · HALTEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	2	7.034276	p=P@0.9612/372 | sheody=SH+E+O+D_ADDR+Y@1.0000/5	P+SH+E+O+D_ADDR+Y	P+SH+E+O+DY	P+SH+E+O+Y	P+E+O+DY	P+E+O+Y
pydaiin	1	f4r	P+Y+D_ADDR+AIIN	YES	265	NO	1	TOP1_EXACT	P+Y+D_ADDR+AIIN	EINSETZEN · POSTEN · HIER · WERT	2	7.700804	pyd=P+Y+D_ADDR@1.0000/6 | aiin=AIIN@0.9958/474	P+Y+D_ADDR+AIIN	P+Y+AIIN	P+Y+DA+IIN	P+Y+D_ADDR+A_ADDR+IIN	P+Y+CHD+AIIN
qef	1	f31r	E+LOCAL_CHAR_F	YES	4	NO	3	FINITE_TOP5_ALTERNATIVE	CARRIER_Q+E+LOCAL_CHAR_F	BEGINNMARKER · GRAD I · HIER	2	7.112360	qe=CARRIER_Q+E@0.8667/26 | f=LOCAL_CHAR_F@0.9474/90	CARRIER_Q+E+LOCAL_CHAR_F	CARRIER_Q+D_ADDR	E+LOCAL_CHAR_F	CARRIER_Q+CH+E+LOCAL_CHAR_F	NONE
qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	YES	93	NO	4	FINITE_TOP5_ALTERNATIVE	CARRIER_Q+O+CH+T+E+DY	BEGINNMARKER · AUSFÜHRUNG · NEHMEN · EINSTELLEN · GRAD I · SCHLUSS	2	6.779147	qocth=CARRIER_Q+O+CH+T@0.7778/7 | edy=E+DY@0.9144/395	CARRIER_Q+O+CH+T+E+DY	CARRIER_Q+O+CH+T+E+D_ADDR+Y	O+CH+T+E+DY	CARRIER_Q+O+CH+T+E+Y	O+CH+T+E+D_ADDR+Y
qoekedy	1	f31r	CARRIER_Q+O+E+K+E+DY	YES	68	NO	1	TOP1_EXACT	CARRIER_Q+O+E+K+E+DY	BEGINNMARKER · AUSFÜHRUNG · GRAD I · GEBEN · GRAD I · SCHLUSS	2	6.000842	qoek=CARRIER_Q+O+E+K@0.6667/4 | edy=E+DY@0.9144/395	CARRIER_Q+O+E+K+E+DY	O+E+K+E+DY	O+E+K+E+D_ADDR+Y	CARRIER_Q+O+E+K+E+D_ADDR+Y	O+E+K+E+Y
qokaiir	1	f66r	OK+IIN+R	YES	259	NO	1	TOP1_EXACT	OK+IIN+R	SETZEN · STUFE · MARKIEREN	2	7.821389	qok=OK@0.9958/712 | aiir=IIN+R@0.7273/8	OK+IIN+R	CARRIER_Q+OK+IIN+R	OK+AIIN+R	OK+A_ADDR+IIN+R	CARRIER_Q+O+K+IIN+R
qokchey	1	f66r	OK+CH+E+Y	YES	39	NO	4	FINITE_TOP5_ALTERNATIVE	OK+Y	SETZEN · POSTEN	2	10.702630	qok=OK@0.9958/712 | chey=Y@0.7778/126	OK+Y	OK+CHD+Y	OK+E+Y	OK+CH+E+Y	CARRIER_Q+OK+Y
qokee	1	f31r	OK+EE	YES	12	NO	1	TOP1_EXACT	OK+EE	SETZEN · GRAD II	1	4.463439	qokee=OK+EE@1.0000/105	OK+EE	OK+E+E	CARRIER_Q+OK+EE	CARRIER_Q+O+K+EE	O+K+EE
qokeedar	1	f66r	OK+EE+D_ADDR+AR	YES	174	NO	1	TOP1_EXACT	OK+EE+D_ADDR+AR	SETZEN · GRAD II · HIER · AUSGANG	2	8.675187	qokee=OK+EE@1.0000/105 | dar=D_ADDR+AR@0.8357/117	OK+EE+D_ADDR+AR	OK+E+E+D_ADDR+AR	OK+EE+AR	OK+EE+DA+R	CARRIER_Q+OK+EE+D_ADDR+AR
qokees	2	f31r|f66r	OK+EE+S	YES	28	NO	1	TOP1_EXACT	OK+EE+S	SETZEN · GRAD II · WÄHLEN	2	10.445015	qokee=OK+EE@1.0000/105 | s=S@0.7434/791	OK+EE+S	OK+E+E+S	OK+EE+SH	CARRIER_Q+OK+EE+S	CARRIER_Q+O+K+EE+S
qokshd	1	f66r	OK+SH+D_ADDR	YES	37	NO	1	TOP1_EXACT	OK+SH+D_ADDR	SETZEN · HALTEN · HIER	2	9.453325	qok=OK@0.9958/712 | shd=SH+D_ADDR@0.8462/33	OK+SH+D_ADDR	CARRIER_Q+O+K+SH+D_ADDR	OK+O+D_ADDR	O+K+SH+D_ADDR	OK+D_ADDR
qolsa	1	f66r	OL+S+A_ADDR	YES	26	NO	1	TOP1_EXACT	OL+S+A_ADDR	FORTSETZEN · WÄHLEN · HIER	2	6.700701	qol=OL@0.9639/80 | sa=S+A_ADDR@0.8333/20	OL+S+A_ADDR	OL+A_ADDR	CARRIER_Q+O+AL	CARRIER_Q+O+AL+S	CARRIER_Q+O+S+AL
qopaiin	1	f66r	CARRIER_Q+O+P+AIIN	YES	265	NO	1	TOP1_EXACT	CARRIER_Q+O+P+AIIN	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · WERT	2	8.126472	qop=CARRIER_Q+O+P@0.7143/20 | aiin=AIIN@0.9958/474	CARRIER_Q+O+P+AIIN	O+P+AIIN	O+P+E+AIIN	CARRIER_Q+O+CH+T+AIIN	CARRIER_Q+O+P+A_ADDR+IIN
qotchoiin	1	f4r	OT+CH+O+IIN	YES	1213	NO	2	FINITE_TOP5_ALTERNATIVE	OT+O+IIN	DANACH · AUSFÜHRUNG · STUFE	2	4.141198	qotch=OT@0.5556/10 | oiin=O+IIN@1.0000/24	OT+O+IIN	OT+CH+O+IIN	CARRIER_Q+OT+CH+O+IIN	OT+CH+O+AIIN	OT+SH+O+IIN
qotedal	1	f66r	OT+E+AL	YES	111	NO	1	TOP1_EXACT	OT+E+AL	DANACH · GRAD I · ZIELORT	2	6.959021	qote=OT+E@0.9259/25 | dal=AL@0.7984/99	OT+E+AL	OT+E+D_ADDR+AL	OT+AL	OT+E+D_ADDR+A_ADDR+L	OT+E+A_ADDR+L
qoteeod	1	f66r	OT+EE+O+D_ADDR	YES	84	NO	1	TOP1_EXACT	OT+EE+O+D_ADDR	DANACH · GRAD II · AUSFÜHRUNG · HIER	2	7.865691	qot=OT@0.9741/226 | eeod=EE+O+D_ADDR@0.9500/19	OT+EE+O+D_ADDR	CARRIER_Q+OT+EE+O+D_ADDR	OT+E+E+O+D_ADDR	OT+E+E+O	OT+E+CH+E+O
qoteoly	1	f66r	OT+E+OL+Y	YES	29	NO	1	TOP1_EXACT	OT+E+OL+Y	DANACH · GRAD I · FORTSETZEN · POSTEN	2	8.215825	qoteol=OT+E+OL@1.0000/1 | y=Y@0.9841/2848	OT+E+OL+Y	OT+E+O+L+Y	OT+E+O+AL+Y	OT+E+D_ADDR+OL+Y	CARRIER_Q+OT+E+OL+Y
qotesy	1	f66r	OT+E+S+Y	YES	21	NO	1	TOP1_EXACT	OT+E+S+Y	DANACH · GRAD I · WÄHLEN · POSTEN	2	8.215825	qotes=OT+E+S@1.0000/1 | y=Y@0.9841/2848	OT+E+S+Y	OT+E+Y	OT+E+D_ADDR+S+Y	OT+E+D_ADDR+Y	OT+E+SH+Y
rals	1	f66r	R+AL+S	YES	29	NO	2	FINITE_TOP5_ALTERNATIVE	R+A_ADDR+L	MARKIEREN · HIER · VERBINDUNG	2	6.983099	r=R@0.8615/199 | als=A_ADDR+L@0.5536/31	R+A_ADDR+L	R+AL+S	R+AL+CH+E+S	AR+L	R+AL+SH
raral	1	f66r	R+AR+AL	YES	64	NO	1	TOP1_EXACT	R+AR+AL	MARKIEREN · AUSGANG · ZIELORT	2	6.127208	r=R@0.8615/199 | aral=AR+AL@0.8333/5	R+AR+AL	R+D_ADDR+AR+AL	R+A_ADDR+R+AL	AR+R+AL	AR+AR+AL
rary	1	f66r	R+AR+Y	YES	13	NO	1	TOP1_EXACT	R+AR+Y	MARKIEREN · AUSGANG · POSTEN	2	7.465090	r=R@0.8615/199 | ary=AR+Y@0.8696/20	R+AR+Y	R+A_ADDR+R+Y	AR+R+Y	AR+AR+Y	R+D_ADDR+AR+Y
rotaiin	1	f66r	R+OT+AIIN	YES	608	NO	1	TOP1_EXACT	R+OT+AIIN	MARKIEREN · DANACH · WERT	2	7.184998	r=R@0.8615/199 | otaiin=OT+AIIN@1.0000/11	R+OT+AIIN	OR+T+AIIN	R+O+T+AIIN	AR+OT+AIIN	R+OT+IIN
saiis	1	f31r	S+IIN+S	YES	64	NO	4	FINITE_TOP5_ALTERNATIVE	S+A_ADDR+IIN+S	WÄHLEN · HIER · STUFE · WÄHLEN	1	0.698612	saiis=S+A_ADDR+IIN+S@1.0000/2	S+A_ADDR+IIN+S	S+A_ADDR+IIN+S+S	S+AIIN+S	S+IIN+S	S+S+A_ADDR+IIN+S
salf	1	f66r	S+AL+LOCAL_CHAR_F	YES	10	NO	1	TOP1_EXACT	S+AL+LOCAL_CHAR_F	WÄHLEN · ZIELORT · HIER	2	7.509822	sal=S+AL@0.7692/50 | f=LOCAL_CHAR_F@0.9474/90	S+AL+LOCAL_CHAR_F	SH+AL+LOCAL_CHAR_F	S+A_ADDR+L+LOCAL_CHAR_F+CH+E	S+A_ADDR+L+LOCAL_CHAR_F	S+L+LOCAL_CHAR_F+CH+E
saly	1	f66r	S+AL+Y	YES	8	NO	1	TOP1_EXACT	S+AL+Y	WÄHLEN · ZIELORT · POSTEN	1	0.064643	saly=S+AL+Y@0.6000/3	S+AL+Y	AL+Y	SH+AL+Y	S+A_ADDR+L+Y	S+A_ADDR+AL+Y
shain	2	f20v|f4r	SH+AIN	YES	55	NO	1	TOP1_EXACT	SH+AIN	HALTEN · ANTEIL	2	12.571599	sh=SH@0.9856/1298 | ain=AIN@0.9930/282	SH+AIN	S+SH+AIN	SH+A_ADDR+IIN	SH+SH+AIN	SH+A_ADDR+AIN
shckhar	1	f66r	SH+CH+K+AR	YES	66	NO	1	TOP1_EXACT	SH+CH+K+AR	HALTEN · NEHMEN · GEBEN · AUSGANG	2	9.623792	shckh=SH+CH+K@1.0000/39 | ar=AR@0.9768/590	SH+CH+K+AR	SH+CH+K+SH+AR	SH+LOCAL_C+K+AR	S+SH+CH+K+AR	SH+CH+K+A_ADDR+R
shckheody	1	f66r	SH+CH+K+E+O+DY	YES	143	NO	2	FINITE_TOP5_ALTERNATIVE	SH+CH+K+E+O+D_ADDR+Y	HALTEN · NEHMEN · GEBEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	2	4.430459	shckh=SH+CH+K@1.0000/39 | eody=E+O+D_ADDR+Y@0.4032/25	SH+CH+K+E+O+D_ADDR+Y	SH+CH+K+E+O+DY	SH+CH+K+E+O+Y	SH+CH+K+SH+E+O+D_ADDR+Y	SH+CH+K+E+O+R
shd	1	f20v	SH+D_ADDR	YES	8	NO	1	TOP1_EXACT	SH+D_ADDR	HALTEN · HIER	1	2.992252	shd=SH+D_ADDR@0.8462/33	SH+D_ADDR	O+D_ADDR	S+SH+D_ADDR	S+D_ADDR	SH+CHD
shddy	1	f66r	SH+D_ADDR+DY	YES	32	NO	1	TOP1_EXACT	SH+D_ADDR+DY	HALTEN · HIER · SCHLUSS	2	8.000218	shd=SH+D_ADDR@0.8462/33 | dy=DY@0.5797/491	SH+D_ADDR+DY	SH+D_ADDR+D_ADDR+Y	SH+D_ADDR+Y	O+D_ADDR+DY	O+D_ADDR+D_ADDR+Y
shedshey	1	f31r	SH+E+D_ADDR+SH+E+Y	YES	83	NO	1	TOP1_EXACT	SH+E+D_ADDR+SH+E+Y	HALTEN · GRAD I · HIER · HALTEN · GRAD I · POSTEN	2	6.658655	she=SH+E@0.9820/490 | dshey=D_ADDR+SH+E+Y@1.0000/2	SH+E+D_ADDR+SH+E+Y	SH+E+SH+E+Y	SH+CHD+SH+E+Y	SH+E+D_ADDR+E+Y	SH+E+S+E+Y
shee	1	f31r	SH+EE	YES	10	NO	1	TOP1_EXACT	SH+EE	HALTEN · GRAD II	1	4.580503	shee=SH+EE@0.9764/124	SH+EE	SH+E+E	S+SH+EE	S+EE	SH+SH+EE
sheeody	1	f31r	SH+EE+O+D_ADDR+Y	YES	57	NO	1	TOP1_EXACT	SH+EE+O+D_ADDR+Y	HALTEN · GRAD II · AUSFÜHRUNG · HIER · POSTEN	2	7.481650	sh=SH@0.9856/1298 | eeody=EE+O+D_ADDR+Y@0.5385/7	SH+EE+O+D_ADDR+Y	SH+EE+O+DY	SH+E+E+O+D_ADDR+Y	SH+E+E+O+Y	S+EE+O+D_ADDR+Y
shekair	1	f66r	SH+E+K+AIR	YES	255	NO	2	FINITE_TOP5_ALTERNATIVE	SH+K+AIR	HALTEN · GEBEN · BAHN	2	7.938899	sh=SH@0.9856/1298 | ekair=K+AIR@1.0000/2	SH+K+AIR	SH+E+K+AIR	S+K+AIR	S+SH+K+AIR	SH+E+K+A_ADDR+LOCAL_CHAR_I+R
shekaly	1	f66r	SH+E+K+AL+Y	YES	92	NO	1	TOP1_EXACT	SH+E+K+AL+Y	HALTEN · GRAD I · GEBEN · ZIELORT · POSTEN	2	8.115825	shekal=SH+E+K+AL@1.0000/1 | y=Y@0.9841/2848	SH+E+K+AL+Y	SH+E+Y+K+AL	SH+K+AL+Y	S+K+AL+Y	S+SH+E+K+AL+Y
shekeefy	1	f66r	SH+E+K+EE+LOCAL_CHAR_F+Y	YES	124	NO	3	FINITE_TOP5_ALTERNATIVE	SH+E+K+E+D_ADDR+Y	HALTEN · GRAD I · GEBEN · GRAD I · HIER · POSTEN	3	11.466749	she=SH+E@0.9820/490 | ke=K+E@0.9444/102 | efy=D_ADDR+Y@1.0000/3	SH+E+K+E+D_ADDR+Y	SH+E+K+EE+Y	SH+E+K+EE+LOCAL_CHAR_F+Y	S+K+E+D_ADDR+Y	SH+K+E+D_ADDR+Y
shekeey	1	f31r	SH+E+K+EE+Y	YES	49	NO	1	TOP1_EXACT	SH+E+K+EE+Y	HALTEN · GRAD I · GEBEN · GRAD II · POSTEN	2	9.341040	she=SH+E@0.9820/490 | keey=K+EE+Y@0.8909/49	SH+E+K+EE+Y	SH+E+Y+K+EE	SH+E+K+E+E+Y	S+SH+E+K+EE+Y	S+E+K+EE+Y
shekey	1	f66r	SH+E+K+E+Y	YES	21	NO	1	TOP1_EXACT	SH+E+K+E+Y	HALTEN · GRAD I · GEBEN · GRAD I · POSTEN	2	8.666438	shek=SH+E+K@0.9394/31 | ey=E+Y@0.9703/359	SH+E+K+E+Y	SH+E+CH+Y+K+E	S+K+E+Y	S+SH+E+K+E+Y	SH+K+E+Y
shekol	1	f66r	SH+E+K+OL	YES	62	NO	1	TOP1_EXACT	SH+E+K+OL	HALTEN · GRAD I · GEBEN · FORTSETZEN	2	9.734605	shek=SH+E+K@0.9394/31 | ol=OL@0.9657/956	SH+E+K+OL	SH+E+K+O+L	SH+K+OL	S+K+OL	SH+E+K+O+AL
sheocthy	1	f66r	SH+E+O+CH+T+Y	YES	40	NO	1	TOP1_EXACT	SH+E+O+CH+T+Y	HALTEN · GRAD I · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	2	7.862628	she=SH+E@0.9820/490 | octhy=O+CH+T+Y@1.0000/9	SH+E+O+CH+T+Y	SH+E+O+D_ADDR+CH+T+Y	SH+E+O+LOCAL_C+T+Y	S+E+O+CH+T+Y	S+SH+E+O+CH+T+Y
sheod	1	f66r	SH+E+O+D_ADDR	YES	21	NO	1	TOP1_EXACT	SH+E+O+D_ADDR	HALTEN · GRAD I · AUSFÜHRUNG · HIER	1	1.856648	sheod=SH+E+O+D_ADDR@0.8571/12	SH+E+O+D_ADDR	SH+E+O	S+SH+E+O+D_ADDR	SH+CH+E+O	S+E+O
sheodaiin	1	f66r	SH+E+O+D_ADDR+AIIN	YES	1523	NO	1	TOP1_EXACT	SH+E+O+D_ADDR+AIIN	HALTEN · GRAD I · AUSFÜHRUNG · HIER · WERT	2	8.760276	she=SH+E@0.9820/490 | odaiin=O+D_ADDR+AIIN@0.8750/28	SH+E+O+D_ADDR+AIIN	SH+E+O+AIIN	SH+E+O+D_ADDR+D_ADDR+AIIN	S+E+O+AIIN	S+SH+E+O+D_ADDR+AIIN
sheoy	1	f20v	SH+E+O+Y	YES	5	NO	1	TOP1_EXACT	SH+E+O+Y	HALTEN · GRAD I · AUSFÜHRUNG · POSTEN	1	0.986294	sheoy=SH+E+O+Y@1.0000/3	SH+E+O+Y	S+SH+E+O+Y	SH+E+O+D_ADDR+Y	S+E+O+Y	SH+SH+E+O+Y
shofol	1	f66r	SH+O+LOCAL_CHAR_F+OL	YES	12	NO	1	TOP1_EXACT	SH+O+LOCAL_CHAR_F+OL	HALTEN · AUSFÜHRUNG · HIER · FORTSETZEN	2	5.118359	sho=SH+O@0.8770/107 | fol=LOCAL_CHAR_F+OL@1.0000/2	SH+O+LOCAL_CHAR_F+OL	S+O+LOCAL_CHAR_F+OL	SH+O+LOCAL_CHAR_F+O+L	S+SH+O+LOCAL_CHAR_F+OL	SH+SH+O+LOCAL_CHAR_F+OL
shokaiir	1	f66r	SH+OK+IIN+R	YES	550	NO	1	TOP1_EXACT	SH+OK+IIN+R	HALTEN · SETZEN · STUFE · MARKIEREN	2	7.838899	sh=SH@0.9856/1298 | okaiir=OK+IIN+R@1.0000/2	SH+OK+IIN+R	SH+OK+AIIN+R	OK+CH+IIN+R	SH+OK+CH+IIN+R	OK+CH+AIIN+R
sholfordaiin	1	f66r	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	YES	2000	YES	2	FINITE_TOP5_ALTERNATIVE	SH+OL+LOCAL_CHAR_F+OR+AIIN	HALTEN · FORTSETZEN · HIER · EINHEIT · WERT	3	11.256333	sholf=SH+OL+LOCAL_CHAR_F@1.0000/4 | or=OR@0.9593/424 | daiin=AIIN@0.7111/128	SH+OL+LOCAL_CHAR_F+OR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+O+R+AIIN	S+OL+LOCAL_CHAR_F+OR+AIIN	SH+OL+LOCAL_CHAR_F+O+R+D_ADDR+AIIN
shso	1	f31r	SH+S+O	YES	13	NO	1	TOP1_EXACT	SH+S+O	HALTEN · WÄHLEN · AUSFÜHRUNG	2	10.063301	sh=SH@0.9856/1298 | so=S+O@0.8857/31	SH+S+O	S+S+O	SH+S+OT	SH+S+O+LOCAL_CHAR_I	SH+SH+O
shtchy	1	f4r	SH+T+CH+Y	YES	27	NO	2	FINITE_TOP5_ALTERNATIVE	SH+T+Y	HALTEN · EINSTELLEN · POSTEN	2	7.533434	sh=SH@0.9856/1298 | tchy=T+Y@0.5000/7	SH+T+Y	SH+T+CH+Y	SH+Y+T	SH+T+LOCAL_C+Y	S+T+CH+Y
